SA2_NAME16	YearOfArrival.max	workers_born_overseas
Crows Nest - Waverton	1995	301
Crows Nest - Waverton	2000	380
Crows Nest - Waverton	2005	423
Crows Nest - Waverton	2010	695
Crows Nest - Waverton	2015	735
Crows Nest - Waverton	2016	91
Crows Nest - Waverton		55
Mosman	1991	1107
Mosman	1995	207
Mosman	2000	366
Mosman	2005	412
Mosman	2010	603
Mosman	2015	790
Mosman	2016	82
Mosman		68
Neutral Bay - Kirribilli	1991	770
Neutral Bay - Kirribilli	1995	189
Neutral Bay - Kirribilli	2000	320
Neutral Bay - Kirribilli	2005	348
Neutral Bay - Kirribilli	2010	598
Neutral Bay - Kirribilli	2015	693
Neutral Bay - Kirribilli	2016	80
Neutral Bay - Kirribilli		67
North Sydney - Lavender Bay	1991	5472
North Sydney - Lavender Bay	1995	1917
North Sydney - Lavender Bay	2000	2656
North Sydney - Lavender Bay	2005	3328
North Sydney - Lavender Bay	2010	4667
North Sydney - Lavender Bay	2015	5732
North Sydney - Lavender Bay	2016	601
North Sydney - Lavender Bay		416
Balgowlah - Clontarf - Seaforth	1991	608
Balgowlah - Clontarf - Seaforth	1995	120
Balgowlah - Clontarf - Seaforth	2000	214
Balgowlah - Clontarf - Seaforth	2005	229
Balgowlah - Clontarf - Seaforth	2010	299
Balgowlah - Clontarf - Seaforth	2015	331
Balgowlah - Clontarf - Seaforth	2016	31
Balgowlah - Clontarf - Seaforth		62
Manly - Fairlight	1991	835
Manly - Fairlight	1995	237
Manly - Fairlight	2000	364
Manly - Fairlight	2005	480
Manly - Fairlight	2010	713
Manly - Fairlight	2015	980
Manly - Fairlight	2016	118
Manly - Fairlight		81
Avalon - Palm Beach	1991	391
Avalon - Palm Beach	1995	80
Avalon - Palm Beach	2000	106
Avalon - Palm Beach	2005	111
Avalon - Palm Beach	2010	151
Avalon - Palm Beach	2015	137
Avalon - Palm Beach	2016	8
Avalon - Palm Beach		31
Bayview - Elanora Heights	1991	297
Bayview - Elanora Heights	1995	36
Bayview - Elanora Heights	2000	60
Bayview - Elanora Heights	2005	89
Bayview - Elanora Heights	2010	83
Bayview - Elanora Heights	2015	71
Bayview - Elanora Heights	2016	5
Bayview - Elanora Heights		14
Newport - Bilgola	1991	290
Newport - Bilgola	1995	64
Newport - Bilgola	2000	86
Newport - Bilgola	2005	89
Newport - Bilgola	2010	90
Newport - Bilgola	2015	112
Newport - Bilgola	2016	14
Newport - Bilgola		14
Warriewood - Mona Vale	1991	1395
Warriewood - Mona Vale	1995	359
Warriewood - Mona Vale	2000	478
Warriewood - Mona Vale	2005	487
Warriewood - Mona Vale	2010	776
Warriewood - Mona Vale	2015	642
Warriewood - Mona Vale	2016	51
Warriewood - Mona Vale		99
Beacon Hill - Narraweena	1991	197
Beacon Hill - Narraweena	1995	42
Beacon Hill - Narraweena	2000	64
Beacon Hill - Narraweena	2005	61
Beacon Hill - Narraweena	2010	81
Beacon Hill - Narraweena	2015	57
Beacon Hill - Narraweena	2016	3
Beacon Hill - Narraweena		6
Cromer	1991	372
Cromer	1995	98
Cromer	2000	140
Cromer	2005	96
Cromer	2010	146
Cromer	2015	156
Cromer	2016	24
Cromer		16
Dee Why - North Curl Curl	1991	623
Dee Why - North Curl Curl	1995	151
Dee Why - North Curl Curl	2000	251
Dee Why - North Curl Curl	2005	241
Dee Why - North Curl Curl	2010	386
Dee Why - North Curl Curl	2015	371
Dee Why - North Curl Curl	2016	33
Dee Why - North Curl Curl		51
Forestville - Killarney Heights	1991	368
Forestville - Killarney Heights	1995	73
Forestville - Killarney Heights	2000	89
Forestville - Killarney Heights	2005	93
Forestville - Killarney Heights	2010	137
Forestville - Killarney Heights	2015	106
Forestville - Killarney Heights	2016	10
Forestville - Killarney Heights		20
Frenchs Forest - Belrose	1991	1753
Frenchs Forest - Belrose	1995	418
Frenchs Forest - Belrose	2000	698
Frenchs Forest - Belrose	2005	810
Frenchs Forest - Belrose	2010	1029
Frenchs Forest - Belrose	2015	974
Frenchs Forest - Belrose	2016	82
Frenchs Forest - Belrose		110
Freshwater - Brookvale	1991	1861
Freshwater - Brookvale	1995	411
Freshwater - Brookvale	2000	712
Freshwater - Brookvale	2005	703
Freshwater - Brookvale	2010	1112
Freshwater - Brookvale	2015	1127
Freshwater - Brookvale	2016	124
Freshwater - Brookvale		126
Manly Vale - Allambie Heights	1991	422
Manly Vale - Allambie Heights	1995	100
Manly Vale - Allambie Heights	2000	150
Manly Vale - Allambie Heights	2005	153
Manly Vale - Allambie Heights	2010	224
Manly Vale - Allambie Heights	2015	217
Manly Vale - Allambie Heights	2016	15
Manly Vale - Allambie Heights		32
Narrabeen - Collaroy	1991	511
Narrabeen - Collaroy	1995	105
Narrabeen - Collaroy	2000	181
Narrabeen - Collaroy	2005	191
Narrabeen - Collaroy	2010	325
Narrabeen - Collaroy	2015	333
Narrabeen - Collaroy	2016	20
Narrabeen - Collaroy		37
Terrey Hills - Duffys Forest	1991	287
Terrey Hills - Duffys Forest	1995	72
Terrey Hills - Duffys Forest	2000	84
Terrey Hills - Duffys Forest	2005	81
Terrey Hills - Duffys Forest	2010	133
Terrey Hills - Duffys Forest	2015	144
Terrey Hills - Duffys Forest	2016	8
Terrey Hills - Duffys Forest		25
Camden - Ellis Lane	1991	440
Camden - Ellis Lane	1995	68
Camden - Ellis Lane	2000	76
Camden - Ellis Lane	2005	79
Camden - Ellis Lane	2010	123
Camden - Ellis Lane	2015	88
Camden - Ellis Lane	2016	8
Camden - Ellis Lane		22
Elderslie - Harrington Park	1991	501
Elderslie - Harrington Park	1995	108
Elderslie - Harrington Park	2000	127
Elderslie - Harrington Park	2005	111
Elderslie - Harrington Park	2010	120
Elderslie - Harrington Park	2015	77
Elderslie - Harrington Park	2016	4
Elderslie - Harrington Park		27
Mount Annan - Currans Hill	1991	960
Mount Annan - Currans Hill	1995	216
Mount Annan - Currans Hill	2000	237
Mount Annan - Currans Hill	2005	195
Mount Annan - Currans Hill	2010	288
Mount Annan - Currans Hill	2015	217
Mount Annan - Currans Hill	2016	10
Mount Annan - Currans Hill		48
Bradbury - Wedderburn	1991	214
Bradbury - Wedderburn	1995	36
Bradbury - Wedderburn	2000	50
Bradbury - Wedderburn	2005	31
Bradbury - Wedderburn	2010	51
Bradbury - Wedderburn	2015	29
Bradbury - Wedderburn		5
Campbelltown - Woodbine	1991	2074
Campbelltown - Woodbine	1995	477
Campbelltown - Woodbine	2000	570
Campbelltown - Woodbine	2005	609
Campbelltown - Woodbine	2010	781
Campbelltown - Woodbine	2015	587
Campbelltown - Woodbine	2016	40
Campbelltown - Woodbine		122
Claymore - Eagle Vale - Raby	1991	239
Claymore - Eagle Vale - Raby	1995	45
Claymore - Eagle Vale - Raby	2000	71
Claymore - Eagle Vale - Raby	2005	50
Claymore - Eagle Vale - Raby	2010	48
Claymore - Eagle Vale - Raby	2015	30
Claymore - Eagle Vale - Raby		16
Ingleburn - Denham Court	1991	1863
Ingleburn - Denham Court	1995	481
Ingleburn - Denham Court	2000	506
Ingleburn - Denham Court	2005	443
Ingleburn - Denham Court	2010	542
Ingleburn - Denham Court	2015	504
Ingleburn - Denham Court	2016	33
Ingleburn - Denham Court		94
Leumeah - Minto Heights	1991	162
Leumeah - Minto Heights	1995	45
Leumeah - Minto Heights	2000	43
Leumeah - Minto Heights	2005	50
Leumeah - Minto Heights	2010	54
Leumeah - Minto Heights	2015	32
Leumeah - Minto Heights		5
Macquarie Fields - Glenfield	1991	445
Macquarie Fields - Glenfield	1995	164
Macquarie Fields - Glenfield	2000	171
Macquarie Fields - Glenfield	2005	186
Macquarie Fields - Glenfield	2010	219
Macquarie Fields - Glenfield	2015	126
Macquarie Fields - Glenfield	2016	6
Macquarie Fields - Glenfield		22
Minto - St Andrews	1991	1142
Minto - St Andrews	1995	343
Minto - St Andrews	2000	385
Minto - St Andrews	2005	342
Minto - St Andrews	2010	463
Minto - St Andrews	2015	345
Minto - St Andrews	2016	28
Minto - St Andrews		69
Rosemeadow - Glen Alpine	1991	257
Rosemeadow - Glen Alpine	1995	50
Rosemeadow - Glen Alpine	2000	67
Rosemeadow - Glen Alpine	2005	64
Rosemeadow - Glen Alpine	2010	74
Rosemeadow - Glen Alpine	2015	51
Rosemeadow - Glen Alpine	2016	4
Rosemeadow - Glen Alpine		9
Bargo	1991	97
Bargo	1995	10
Bargo	2000	7
Bargo	2005	9
Bargo	2010	20
Bargo	2015	7
Bargo		5
Douglas Park - Appin	1991	225
Douglas Park - Appin	1995	41
Douglas Park - Appin	2000	42
Douglas Park - Appin	2005	60
Douglas Park - Appin	2010	57
Douglas Park - Appin	2015	44
Douglas Park - Appin		8
Picton - Tahmoor - Buxton	1991	385
Picton - Tahmoor - Buxton	1995	46
Picton - Tahmoor - Buxton	2000	65
Picton - Tahmoor - Buxton	2005	39
Picton - Tahmoor - Buxton	2010	94
Picton - Tahmoor - Buxton	2015	52
Picton - Tahmoor - Buxton		15
The Oaks - Oakdale	1991	131
The Oaks - Oakdale	1995	16
The Oaks - Oakdale	2000	19
The Oaks - Oakdale	2005	18
The Oaks - Oakdale	2010	22
The Oaks - Oakdale	2015	29
The Oaks - Oakdale	2016	3
The Oaks - Oakdale		10
Blackheath - Megalong Valley	1991	147
Blackheath - Megalong Valley	1995	20
Blackheath - Megalong Valley	2000	17
Blackheath - Megalong Valley	2005	26
Blackheath - Megalong Valley	2010	20
Blackheath - Megalong Valley	2015	21
Blackheath - Megalong Valley	2016	3
Blackheath - Megalong Valley		5
Blaxland - Warrimoo - Lapstone	1991	329
Blaxland - Warrimoo - Lapstone	1995	39
Blaxland - Warrimoo - Lapstone	2000	48
Blaxland - Warrimoo - Lapstone	2005	44
Blaxland - Warrimoo - Lapstone	2010	47
Blaxland - Warrimoo - Lapstone	2015	33
Blaxland - Warrimoo - Lapstone		9
Blue Mountains - North	1991	3
Katoomba - Leura	1991	773
Katoomba - Leura	1995	100
Katoomba - Leura	2000	129
Katoomba - Leura	2005	113
Katoomba - Leura	2010	141
Katoomba - Leura	2015	177
Katoomba - Leura	2016	28
Katoomba - Leura		39
Lawson - Hazelbrook - Linden	1991	196
Lawson - Hazelbrook - Linden	1995	19
Lawson - Hazelbrook - Linden	2000	18
Lawson - Hazelbrook - Linden	2005	20
Lawson - Hazelbrook - Linden	2010	21
Lawson - Hazelbrook - Linden	2015	20
Lawson - Hazelbrook - Linden		5
Springwood - Winmalee	1991	508
Springwood - Winmalee	1995	47
Springwood - Winmalee	2000	72
Springwood - Winmalee	2005	54
Springwood - Winmalee	2010	83
Springwood - Winmalee	2015	53
Springwood - Winmalee		15
Wentworth Falls	1991	161
Wentworth Falls	1995	19
Wentworth Falls	2000	26
Wentworth Falls	2005	20
Wentworth Falls	2010	23
Wentworth Falls	2015	11
Wentworth Falls		3
Cambridge Park	1991	98
Cambridge Park	1995	22
Cambridge Park	2000	32
Cambridge Park	2005	31
Cambridge Park	2010	31
Cambridge Park	2015	23
Cambridge Park	2016	3
Cambridge Park		8
Castlereagh - Cranebrook	1991	302
Castlereagh - Cranebrook	1995	56
Castlereagh - Cranebrook	2000	73
Castlereagh - Cranebrook	2005	76
Castlereagh - Cranebrook	2010	89
Castlereagh - Cranebrook	2015	63
Castlereagh - Cranebrook	2016	4
Castlereagh - Cranebrook		15
Emu Plains - Leonay	1991	458
Emu Plains - Leonay	1995	85
Emu Plains - Leonay	2000	81
Emu Plains - Leonay	2005	68
Emu Plains - Leonay	2010	92
Emu Plains - Leonay	2015	96
Emu Plains - Leonay	2016	10
Emu Plains - Leonay		23
Glenmore Park - Regentville	1991	204
Glenmore Park - Regentville	1995	44
Glenmore Park - Regentville	2000	44
Glenmore Park - Regentville	2005	29
Glenmore Park - Regentville	2010	46
Glenmore Park - Regentville	2015	32
Glenmore Park - Regentville		3
Jamisontown - South Penrith	1991	508
Jamisontown - South Penrith	1995	66
Jamisontown - South Penrith	2000	110
Jamisontown - South Penrith	2005	96
Jamisontown - South Penrith	2010	123
Jamisontown - South Penrith	2015	128
Jamisontown - South Penrith	2016	3
Jamisontown - South Penrith		15
Kingswood - Werrington	1991	1020
Kingswood - Werrington	1995	302
Kingswood - Werrington	2000	290
Kingswood - Werrington	2005	382
Kingswood - Werrington	2010	525
Kingswood - Werrington	2015	349
Kingswood - Werrington	2016	22
Kingswood - Werrington		38
Mulgoa - Luddenham - Orchard Hills	1991	289
Mulgoa - Luddenham - Orchard Hills	1995	30
Mulgoa - Luddenham - Orchard Hills	2000	44
Mulgoa - Luddenham - Orchard Hills	2005	54
Mulgoa - Luddenham - Orchard Hills	2010	54
Mulgoa - Luddenham - Orchard Hills	2015	44
Mulgoa - Luddenham - Orchard Hills		16
Penrith	1991	2067
Penrith	1995	449
Penrith	2000	503
Penrith	2005	506
Penrith	2010	615
Penrith	2015	512
Penrith	2016	41
Penrith		114
Warragamba - Silverdale	1991	86
Warragamba - Silverdale	1995	16
Warragamba - Silverdale	2000	14
Warragamba - Silverdale	2005	8
Warragamba - Silverdale	2010	15
Warragamba - Silverdale	2015	22
Warragamba - Silverdale		9
Richmond - Clarendon	1991	712
Richmond - Clarendon	1995	158
Richmond - Clarendon	2000	200
Richmond - Clarendon	2005	177
Richmond - Clarendon	2010	221
Richmond - Clarendon	2015	185
Richmond - Clarendon	2016	9
Richmond - Clarendon		43
Windsor - Bligh Park	1991	605
Windsor - Bligh Park	1995	117
Windsor - Bligh Park	2000	143
Windsor - Bligh Park	2005	144
Windsor - Bligh Park	2010	183
Windsor - Bligh Park	2015	154
Windsor - Bligh Park	2016	11
Windsor - Bligh Park		32
Yarramundi - Londonderry	1991	230
Yarramundi - Londonderry	1995	34
Yarramundi - Londonderry	2000	53
Yarramundi - Londonderry	2005	48
Yarramundi - Londonderry	2010	54
Yarramundi - Londonderry	2015	56
Yarramundi - Londonderry		21
Erskine Park	1991	834
Erskine Park	1995	251
Erskine Park	2000	345
Erskine Park	2005	320
Erskine Park	2010	426
Erskine Park	2015	266
Erskine Park	2016	8
Erskine Park		55
St Clair	1991	235
St Clair	1995	49
St Clair	2000	53
St Clair	2005	56
St Clair	2010	70
St Clair	2015	32
St Clair		8
Colyton - Oxley Park	1991	118
Colyton - Oxley Park	1995	34
Colyton - Oxley Park	2000	41
Colyton - Oxley Park	2005	45
Colyton - Oxley Park	2010	56
Colyton - Oxley Park	2015	45
Colyton - Oxley Park	2016	6
Colyton - Oxley Park		10
St Marys - North St Marys	1991	1302
St Marys - North St Marys	1995	292
St Marys - North St Marys	2000	289
St Marys - North St Marys	2005	338
St Marys - North St Marys	2010	430
St Marys - North St Marys	2015	362
St Marys - North St Marys	2016	27
St Marys - North St Marys		64
Homebush Bay - Silverwater	1991	3664
Homebush Bay - Silverwater	1995	1233
Homebush Bay - Silverwater	2000	1550
Homebush Bay - Silverwater	2005	1725
Homebush Bay - Silverwater	2010	2403
Homebush Bay - Silverwater	2015	2236
Homebush Bay - Silverwater	2016	203
Homebush Bay - Silverwater		265
Rookwood Cemetery	1991	13
Rookwood Cemetery	1995	5
Rookwood Cemetery	2005	5
Rookwood Cemetery	2010	7
Rookwood Cemetery		3
Auburn - Central	1991	925
Auburn - Central	1995	391
Auburn - Central	2000	448
Auburn - Central	2005	456
Auburn - Central	2010	603
Auburn - Central	2015	420
Auburn - Central	2016	30
Auburn - Central		58
Auburn - North	1991	631
Auburn - North	1995	171
Auburn - North	2000	257
Auburn - North	2005	294
Auburn - North	2010	484
Auburn - North	2015	444
Auburn - North	2016	30
Auburn - North		52
Auburn - South	1991	452
Auburn - South	1995	120
Auburn - South	2000	160
Auburn - South	2005	169
Auburn - South	2010	257
Auburn - South	2015	273
Auburn - South	2016	13
Auburn - South		29
Berala	1991	129
Berala	1995	36
Berala	2000	60
Berala	2005	58
Berala	2010	58
Berala	2015	67
Berala	2016	7
Berala		13
Lidcombe	1991	2058
Lidcombe	1995	560
Lidcombe	2000	778
Lidcombe	2005	853
Lidcombe	2010	1232
Lidcombe	2015	973
Lidcombe	2016	89
Lidcombe		131
Regents Park	1991	460
Regents Park	1995	127
Regents Park	2000	177
Regents Park	2005	148
Regents Park	2010	270
Regents Park	2015	241
Regents Park	2016	22
Regents Park		26
Carlingford	1991	688
Carlingford	1995	269
Carlingford	2000	310
Carlingford	2005	306
Carlingford	2010	368
Carlingford	2015	346
Carlingford	2016	22
Carlingford		51
Ermington - Rydalmere	1991	2216
Ermington - Rydalmere	1995	717
Ermington - Rydalmere	2000	827
Ermington - Rydalmere	2005	844
Ermington - Rydalmere	2010	1025
Ermington - Rydalmere	2015	845
Ermington - Rydalmere	2016	68
Ermington - Rydalmere		100
Oatlands - Dundas Valley	1991	268
Oatlands - Dundas Valley	1995	67
Oatlands - Dundas Valley	2000	107
Oatlands - Dundas Valley	2005	123
Oatlands - Dundas Valley	2010	141
Oatlands - Dundas Valley	2015	110
Oatlands - Dundas Valley	2016	11
Oatlands - Dundas Valley		10
Chester Hill - Sefton	1991	1627
Chester Hill - Sefton	1995	519
Chester Hill - Sefton	2000	542
Chester Hill - Sefton	2005	458
Chester Hill - Sefton	2010	680
Chester Hill - Sefton	2015	576
Chester Hill - Sefton	2016	38
Chester Hill - Sefton		112
Fairfield - East	1991	1176
Fairfield - East	1995	357
Fairfield - East	2000	358
Fairfield - East	2005	292
Fairfield - East	2010	429
Fairfield - East	2015	353
Fairfield - East	2016	23
Fairfield - East		66
Granville - Clyde	1991	1234
Granville - Clyde	1995	368
Granville - Clyde	2000	378
Granville - Clyde	2005	326
Granville - Clyde	2010	552
Granville - Clyde	2015	461
Granville - Clyde	2016	41
Granville - Clyde		71
Greystanes - Pemulwuy	1991	878
Greystanes - Pemulwuy	1995	243
Greystanes - Pemulwuy	2000	309
Greystanes - Pemulwuy	2005	283
Greystanes - Pemulwuy	2010	362
Greystanes - Pemulwuy	2015	238
Greystanes - Pemulwuy	2016	14
Greystanes - Pemulwuy		55
Guildford - South Granville	1991	632
Guildford - South Granville	1995	199
Guildford - South Granville	2000	267
Guildford - South Granville	2005	286
Guildford - South Granville	2010	402
Guildford - South Granville	2015	363
Guildford - South Granville	2016	17
Guildford - South Granville		38
Guildford West - Merrylands West	1991	348
Guildford West - Merrylands West	1995	124
Guildford West - Merrylands West	2000	148
Guildford West - Merrylands West	2005	161
Guildford West - Merrylands West	2010	197
Guildford West - Merrylands West	2015	117
Guildford West - Merrylands West	2016	7
Guildford West - Merrylands West		25
Merrylands - Holroyd	1991	842
Merrylands - Holroyd	1995	276
Merrylands - Holroyd	2000	337
Merrylands - Holroyd	2005	376
Merrylands - Holroyd	2010	470
Merrylands - Holroyd	2015	435
Merrylands - Holroyd	2016	20
Merrylands - Holroyd		49
Smithfield Industrial	1991	1923
Smithfield Industrial	1995	501
Smithfield Industrial	2000	528
Smithfield Industrial	2005	524
Smithfield Industrial	2010	712
Smithfield Industrial	2015	565
Smithfield Industrial	2016	38
Smithfield Industrial		92
Yennora Industrial	1991	487
Yennora Industrial	1995	167
Yennora Industrial	2000	200
Yennora Industrial	2005	196
Yennora Industrial	2010	277
Yennora Industrial	2015	222
Yennora Industrial	2016	16
Yennora Industrial		39
North Parramatta	1991	1180
North Parramatta	1995	364
North Parramatta	2000	453
North Parramatta	2005	478
North Parramatta	2010	687
North Parramatta	2015	596
North Parramatta	2016	47
North Parramatta		83
North Rocks	1991	513
North Rocks	1995	151
North Rocks	2000	179
North Rocks	2005	202
North Rocks	2010	285
North Rocks	2015	228
North Rocks	2016	10
North Rocks		32
Northmead	1991	2693
Northmead	1995	881
Northmead	2000	1018
Northmead	2005	1160
Northmead	2010	1490
Northmead	2015	787
Northmead	2016	48
Northmead		145
Parramatta - Rosehill	1991	7348
Parramatta - Rosehill	1995	2577
Parramatta - Rosehill	2000	2905
Parramatta - Rosehill	2005	3069
Parramatta - Rosehill	2010	3631
Parramatta - Rosehill	2015	3040
Parramatta - Rosehill	2016	305
Parramatta - Rosehill		377
Toongabbie - Constitution Hill	1991	506
Toongabbie - Constitution Hill	1995	161
Toongabbie - Constitution Hill	2000	183
Toongabbie - Constitution Hill	2005	207
Toongabbie - Constitution Hill	2010	295
Toongabbie - Constitution Hill	2015	260
Toongabbie - Constitution Hill	2016	15
Toongabbie - Constitution Hill		28
Winston Hills	1991	315
Winston Hills	1995	95
Winston Hills	2000	109
Winston Hills	2005	137
Winston Hills	2010	158
Winston Hills	2015	136
Winston Hills	2016	11
Winston Hills		16
Pendle Hill - Girraween	1991	665
Pendle Hill - Girraween	1995	211
Pendle Hill - Girraween	2000	281
Pendle Hill - Girraween	2005	338
Pendle Hill - Girraween	2010	576
Pendle Hill - Girraween	2015	535
Pendle Hill - Girraween	2016	41
Pendle Hill - Girraween		61
Wentworthville - Westmead	1991	313
Wentworthville - Westmead	1995	119
Wentworthville - Westmead	2000	171
Wentworthville - Westmead	2005	238
Wentworthville - Westmead	2010	335
Wentworthville - Westmead	2015	273
Wentworthville - Westmead	2016	32
Wentworthville - Westmead		26
Epping - North Epping	1991	668
Epping - North Epping	1995	236
Epping - North Epping	2000	301
Epping - North Epping	2005	320
Epping - North Epping	2010	347
Epping - North Epping	2015	323
Epping - North Epping	2016	28
Epping - North Epping		39
Pennant Hills - Cheltenham	1991	694
Pennant Hills - Cheltenham	1995	198
Pennant Hills - Cheltenham	2000	249
Pennant Hills - Cheltenham	2005	305
Pennant Hills - Cheltenham	2010	355
Pennant Hills - Cheltenham	2015	370
