SA2_NAME16	Age	Sex	workers
Stawell	20-24	M	161
Stawell	25-29	F	138
Stawell	25-29	M	191
Stawell	30-34	F	124
Stawell	30-34	M	143
Stawell	35-39	F	131
Stawell	35-39	M	141
Stawell	40-44	F	169
Stawell	40-44	M	149
Stawell	45-49	F	218
Stawell	45-49	M	180
Stawell	50-54	F	216
Stawell	50-54	M	180
Stawell	55-59	F	180
Stawell	55-59	M	207
Stawell	60-64	F	166
Stawell	60-64	M	141
Stawell	65-69	F	57
Stawell	65-69	M	89
Stawell	70-74	F	22
Stawell	70-74	M	37
Stawell	75+	F	6
Stawell	75+	M	21
West Wimmera	15-19	F	12
West Wimmera	15-19	M	20
West Wimmera	20-24	F	23
West Wimmera	20-24	M	46
West Wimmera	25-29	F	27
West Wimmera	25-29	M	46
West Wimmera	30-34	F	32
West Wimmera	30-34	M	51
West Wimmera	35-39	F	37
West Wimmera	35-39	M	43
West Wimmera	40-44	F	38
West Wimmera	40-44	M	57
West Wimmera	45-49	F	54
West Wimmera	45-49	M	69
West Wimmera	50-54	F	77
West Wimmera	50-54	M	73
West Wimmera	55-59	F	57
West Wimmera	55-59	M	81
West Wimmera	60-64	F	54
West Wimmera	60-64	M	78
West Wimmera	65-69	F	28
West Wimmera	65-69	M	49
West Wimmera	70-74	F	24
West Wimmera	70-74	M	32
West Wimmera	75+	F	11
West Wimmera	75+	M	39
Yarriambiack	15-19	F	41
Yarriambiack	15-19	M	56
Yarriambiack	20-24	F	82
Yarriambiack	20-24	M	102
Yarriambiack	25-29	F	87
Yarriambiack	25-29	M	107
Yarriambiack	30-34	F	82
Yarriambiack	30-34	M	104
Yarriambiack	35-39	F	92
Yarriambiack	35-39	M	85
Yarriambiack	40-44	F	111
Yarriambiack	40-44	M	104
Yarriambiack	45-49	F	131
Yarriambiack	45-49	M	135
Yarriambiack	50-54	F	157
Yarriambiack	50-54	M	160
Yarriambiack	55-59	F	183
Yarriambiack	55-59	M	202
Yarriambiack	60-64	F	112
Yarriambiack	60-64	M	145
Yarriambiack	65-69	F	49
Yarriambiack	65-69	M	82
Yarriambiack	70-74	F	21
Yarriambiack	70-74	M	45
Yarriambiack	75+	F	23
Yarriambiack	75+	M	48
Irymple	15-19	F	60
Irymple	15-19	M	78
Irymple	20-24	F	41
Irymple	20-24	M	69
Irymple	25-29	F	73
Irymple	25-29	M	81
Irymple	30-34	F	69
Irymple	30-34	M	89
Irymple	35-39	F	69
Irymple	35-39	M	85
Irymple	40-44	F	86
Irymple	40-44	M	106
Irymple	45-49	F	92
Irymple	45-49	M	134
Irymple	50-54	F	83
Irymple	50-54	M	119
Irymple	55-59	F	79
Irymple	55-59	M	115
Irymple	60-64	F	55
Irymple	60-64	M	92
Irymple	65-69	F	25
Irymple	65-69	M	58
Irymple	70-74	F	9
Irymple	70-74	M	19
Irymple	75+	M	6
Merbein	15-19	F	21
Merbein	15-19	M	22
Merbein	20-24	F	18
Merbein	20-24	M	35
Merbein	25-29	F	38
Merbein	25-29	M	32
Merbein	30-34	F	39
Merbein	30-34	M	46
Merbein	35-39	F	52
Merbein	35-39	M	54
Merbein	40-44	F	53
Merbein	40-44	M	61
Merbein	45-49	F	85
Merbein	45-49	M	72
Merbein	50-54	F	60
Merbein	50-54	M	74
Merbein	55-59	F	66
Merbein	55-59	M	60
Merbein	60-64	F	43
Merbein	60-64	M	68
Merbein	65-69	F	19
Merbein	65-69	M	23
Merbein	70-74	F	9
Merbein	70-74	M	10
Merbein	75+	F	4
Merbein	75+	M	12
Mildura Region	15-19	F	22
Mildura Region	15-19	M	30
Mildura Region	20-24	F	53
Mildura Region	20-24	M	83
Mildura Region	25-29	F	42
Mildura Region	25-29	M	111
Mildura Region	30-34	F	48
Mildura Region	30-34	M	88
Mildura Region	35-39	F	47
Mildura Region	35-39	M	123
Mildura Region	40-44	F	60
Mildura Region	40-44	M	103
Mildura Region	45-49	F	76
Mildura Region	45-49	M	140
Mildura Region	50-54	F	100
Mildura Region	50-54	M	130
Mildura Region	55-59	F	103
Mildura Region	55-59	M	158
Mildura Region	60-64	F	85
Mildura Region	60-64	M	129
Mildura Region	65-69	F	36
Mildura Region	65-69	M	71
Mildura Region	70-74	F	15
Mildura Region	70-74	M	52
Mildura Region	75+	F	11
Mildura Region	75+	M	22
Red Cliffs	15-19	F	42
Red Cliffs	15-19	M	44
Red Cliffs	20-24	F	55
Red Cliffs	20-24	M	62
Red Cliffs	25-29	F	50
Red Cliffs	25-29	M	84
Red Cliffs	30-34	F	40
Red Cliffs	30-34	M	63
Red Cliffs	35-39	F	55
Red Cliffs	35-39	M	67
Red Cliffs	40-44	F	60
Red Cliffs	40-44	M	75
Red Cliffs	45-49	F	89
Red Cliffs	45-49	M	95
Red Cliffs	50-54	F	62
Red Cliffs	50-54	M	97
Red Cliffs	55-59	F	82
Red Cliffs	55-59	M	110
Red Cliffs	60-64	F	53
Red Cliffs	60-64	M	82
Red Cliffs	65-69	F	21
Red Cliffs	65-69	M	32
Red Cliffs	70-74	F	9
Red Cliffs	70-74	M	15
Red Cliffs	75+	M	4
Mildura - North	15-19	F	365
Mildura - North	15-19	M	324
Mildura - North	20-24	F	631
Mildura - North	20-24	M	475
Mildura - North	25-29	F	673
Mildura - North	25-29	M	631
Mildura - North	30-34	F	598
Mildura - North	30-34	M	550
Mildura - North	35-39	F	591
Mildura - North	35-39	M	506
Mildura - North	40-44	F	679
Mildura - North	40-44	M	575
Mildura - North	45-49	F	736
Mildura - North	45-49	M	556
Mildura - North	50-54	F	709
Mildura - North	50-54	M	526
Mildura - North	55-59	F	625
Mildura - North	55-59	M	526
Mildura - North	60-64	F	407
Mildura - North	60-64	M	371
Mildura - North	65-69	F	163
Mildura - North	65-69	M	161
Mildura - North	70-74	F	44
Mildura - North	70-74	M	60
Mildura - North	75+	F	17
Mildura - North	75+	M	41
Mildura - South	15-19	F	263
Mildura - South	15-19	M	174
Mildura - South	20-24	F	203
Mildura - South	20-24	M	174
Mildura - South	25-29	F	175
Mildura - South	25-29	M	170
Mildura - South	30-34	F	168
Mildura - South	30-34	M	145
Mildura - South	35-39	F	162
Mildura - South	35-39	M	123
Mildura - South	40-44	F	222
Mildura - South	40-44	M	136
Mildura - South	45-49	F	222
Mildura - South	45-49	M	150
Mildura - South	50-54	F	206
Mildura - South	50-54	M	143
Mildura - South	55-59	F	181
Mildura - South	55-59	M	152
Mildura - South	60-64	F	109
Mildura - South	60-64	M	122
Mildura - South	65-69	F	52
Mildura - South	65-69	M	40
Mildura - South	70-74	F	10
Mildura - South	70-74	M	16
Mildura - South	75+	F	12
Mildura - South	75+	M	16
Buloke	15-19	F	50
Buloke	15-19	M	65
Buloke	20-24	F	46
Buloke	20-24	M	77
Buloke	25-29	F	76
Buloke	25-29	M	82
Buloke	30-34	F	63
Buloke	30-34	M	93
Buloke	35-39	F	78
Buloke	35-39	M	86
Buloke	40-44	F	117
Buloke	40-44	M	111
Buloke	45-49	F	145
Buloke	45-49	M	148
Buloke	50-54	F	152
Buloke	50-54	M	160
Buloke	55-59	F	163
Buloke	55-59	M	178
Buloke	60-64	F	110
Buloke	60-64	M	172
Buloke	65-69	F	50
Buloke	65-69	M	95
Buloke	70-74	F	22
Buloke	70-74	M	29
Buloke	75+	F	17
Buloke	75+	M	50
Gannawarra	15-19	F	34
Gannawarra	15-19	M	59
Gannawarra	20-24	F	32
Gannawarra	20-24	M	76
Gannawarra	25-29	F	46
Gannawarra	25-29	M	76
Gannawarra	30-34	F	57
Gannawarra	30-34	M	82
Gannawarra	35-39	F	69
Gannawarra	35-39	M	121
Gannawarra	40-44	F	86
Gannawarra	40-44	M	126
Gannawarra	45-49	F	112
Gannawarra	45-49	M	139
Gannawarra	50-54	F	125
Gannawarra	50-54	M	148
Gannawarra	55-59	F	109
Gannawarra	55-59	M	155
Gannawarra	60-64	F	100
Gannawarra	60-64	M	128
Gannawarra	65-69	F	67
Gannawarra	65-69	M	93
Gannawarra	70-74	F	34
Gannawarra	70-74	M	53
Gannawarra	75+	F	13
Gannawarra	75+	M	43
Kerang	15-19	F	65
Kerang	15-19	M	34
Kerang	20-24	F	75
Kerang	20-24	M	72
Kerang	25-29	F	67
Kerang	25-29	M	55
Kerang	30-34	F	92
Kerang	30-34	M	72
Kerang	35-39	F	69
Kerang	35-39	M	51
Kerang	40-44	F	92
Kerang	40-44	M	71
Kerang	45-49	F	117
Kerang	45-49	M	91
Kerang	50-54	F	131
Kerang	50-54	M	92
Kerang	55-59	F	121
Kerang	55-59	M	97
Kerang	60-64	F	78
Kerang	60-64	M	98
Kerang	65-69	F	36
Kerang	65-69	M	43
Kerang	70-74	F	11
Kerang	70-74	M	16
Kerang	75+	F	9
Kerang	75+	M	11
Robinvale	15-19	F	32
Robinvale	15-19	M	21
Robinvale	20-24	F	47
Robinvale	20-24	M	54
Robinvale	25-29	F	59
Robinvale	25-29	M	65
Robinvale	30-34	F	51
Robinvale	30-34	M	72
Robinvale	35-39	F	56
Robinvale	35-39	M	58
Robinvale	40-44	F	45
Robinvale	40-44	M	61
Robinvale	45-49	F	62
Robinvale	45-49	M	57
Robinvale	50-54	F	59
Robinvale	50-54	M	65
Robinvale	55-59	F	63
Robinvale	55-59	M	72
Robinvale	60-64	F	53
Robinvale	60-64	M	71
Robinvale	65-69	F	24
Robinvale	65-69	M	40
Robinvale	70-74	F	7
Robinvale	70-74	M	12
Robinvale	75+	F	4
Robinvale	75+	M	8
Swan Hill	15-19	F	235
Swan Hill	15-19	M	204
Swan Hill	20-24	F	288
Swan Hill	20-24	M	298
Swan Hill	25-29	F	300
Swan Hill	25-29	M	285
Swan Hill	30-34	F	261
Swan Hill	30-34	M	262
Swan Hill	35-39	F	296
Swan Hill	35-39	M	250
Swan Hill	40-44	F	290
Swan Hill	40-44	M	237
Swan Hill	45-49	F	320
Swan Hill	45-49	M	285
Swan Hill	50-54	F	340
Swan Hill	50-54	M	305
Swan Hill	55-59	F	331
Swan Hill	55-59	M	291
Swan Hill	60-64	F	219
Swan Hill	60-64	M	227
Swan Hill	65-69	F	59
Swan Hill	65-69	M	86
Swan Hill	70-74	F	18
Swan Hill	70-74	M	28
Swan Hill	75+	F	13
Swan Hill	75+	M	18
Swan Hill Region	15-19	F	18
Swan Hill Region	15-19	M	26
Swan Hill Region	20-24	F	33
Swan Hill Region	20-24	M	96
Swan Hill Region	25-29	F	46
Swan Hill Region	25-29	M	99
Swan Hill Region	30-34	F	46
Swan Hill Region	30-34	M	115
Swan Hill Region	35-39	F	63
Swan Hill Region	35-39	M	93
Swan Hill Region	40-44	F	48
Swan Hill Region	40-44	M	120
Swan Hill Region	45-49	F	81
Swan Hill Region	45-49	M	122
Swan Hill Region	50-54	F	84
Swan Hill Region	50-54	M	165
Swan Hill Region	55-59	F	66
Swan Hill Region	55-59	M	154
Swan Hill Region	60-64	F	51
Swan Hill Region	60-64	M	108
Swan Hill Region	65-69	F	41
Swan Hill Region	65-69	M	68
Swan Hill Region	70-74	F	19
Swan Hill Region	70-74	M	30
Swan Hill Region	75+	F	8
Swan Hill Region	75+	M	36
Echuca	15-19	F	325
Echuca	15-19	M	301
Echuca	20-24	F	346
Echuca	20-24	M	314
Echuca	25-29	F	400
Echuca	25-29	M	329
Echuca	30-34	F	373
Echuca	30-34	M	310
Echuca	35-39	F	381
Echuca	35-39	M	274
Echuca	40-44	F	484
Echuca	40-44	M	407
Echuca	45-49	F	521
Echuca	45-49	M	413
Echuca	50-54	F	533
Echuca	50-54	M	387
Echuca	55-59	F	500
Echuca	55-59	M	408
Echuca	60-64	F	286
Echuca	60-64	M	289
Echuca	65-69	F	94
Echuca	65-69	M	124
Echuca	70-74	F	26
Echuca	70-74	M	43
Echuca	75+	F	20
Echuca	75+	M	30
Kyabram	15-19	F	107
Kyabram	15-19	M	136
Kyabram	20-24	F	140
Kyabram	20-24	M	187
Kyabram	25-29	F	156
Kyabram	25-29	M	158
Kyabram	30-34	F	153
Kyabram	30-34	M	175
Kyabram	35-39	F	154
Kyabram	35-39	M	178
Kyabram	40-44	F	206
Kyabram	40-44	M	195
Kyabram	45-49	F	221
Kyabram	45-49	M	236
Kyabram	50-54	F	249
Kyabram	50-54	M	220
Kyabram	55-59	F	200
Kyabram	55-59	M	237
Kyabram	60-64	F	169
Kyabram	60-64	M	179
Kyabram	65-69	F	68
Kyabram	65-69	M	99
Kyabram	70-74	F	26
Kyabram	70-74	M	42
Kyabram	75+	F	18
Kyabram	75+	M	32
Lockington - Gunbower	15-19	F	17
Lockington - Gunbower	15-19	M	32
Lockington - Gunbower	20-24	F	16
Lockington - Gunbower	20-24	M	29
Lockington - Gunbower	25-29	F	16
Lockington - Gunbower	25-29	M	23
Lockington - Gunbower	30-34	F	16
Lockington - Gunbower	30-34	M	55
Lockington - Gunbower	35-39	F	18
Lockington - Gunbower	35-39	M	33
Lockington - Gunbower	40-44	F	41
Lockington - Gunbower	40-44	M	54
Lockington - Gunbower	45-49	F	33
Lockington - Gunbower	45-49	M	57
Lockington - Gunbower	50-54	F	41
Lockington - Gunbower	50-54	M	76
Lockington - Gunbower	55-59	F	46
Lockington - Gunbower	55-59	M	77
Lockington - Gunbower	60-64	F	26
Lockington - Gunbower	60-64	M	71
Lockington - Gunbower	65-69	F	22
Lockington - Gunbower	65-69	M	41
Lockington - Gunbower	70-74	F	9
Lockington - Gunbower	70-74	M	29
Lockington - Gunbower	75+	F	7
Lockington - Gunbower	75+	M	15
Rochester	15-19	F	33
Rochester	15-19	M	55
Rochester	20-24	F	47
Rochester	20-24	M	60
Rochester	25-29	F	42
Rochester	25-29	M	48
Rochester	30-34	F	38
Rochester	30-34	M	61
Rochester	35-39	F	54
Rochester	35-39	M	56
Rochester	40-44	F	70
Rochester	40-44	M	83
Rochester	45-49	F	75
Rochester	45-49	M	90
Rochester	50-54	F	98
Rochester	50-54	M	102
Rochester	55-59	F	76
Rochester	55-59	M	110
Rochester	60-64	F	63
Rochester	60-64	M	81
Rochester	65-69	F	23
Rochester	65-69	M	48
Rochester	70-74	F	5
Rochester	70-74	M	18
Rochester	75+	F	10
Rochester	75+	M	12
Rushworth	15-19	F	16
Rushworth	15-19	M	23
Rushworth	20-24	F	31
Rushworth	20-24	M	35
Rushworth	25-29	F	19
Rushworth	25-29	M	52
Rushworth	30-34	F	25
Rushworth	30-34	M	55
Rushworth	35-39	F	35
Rushworth	35-39	M	45
Rushworth	40-44	F	41
Rushworth	40-44	M	63
Rushworth	45-49	F	56
Rushworth	45-49	M	61
Rushworth	50-54	F	68
Rushworth	50-54	M	102
Rushworth	55-59	F	64
Rushworth	55-59	M	97
Rushworth	60-64	F	45
Rushworth	60-64	M	95
Rushworth	65-69	F	26
Rushworth	65-69	M	49
Rushworth	70-74	F	7
Rushworth	70-74	M	32
Rushworth	75+	F	11
Rushworth	75+	M	26
Cobram	15-19	F	113
Cobram	15-19	M	112
Cobram	20-24	F	126
Cobram	20-24	M	173
Cobram	25-29	F	128
Cobram	25-29	M	150
Cobram	30-34	F	139
Cobram	30-34	M	174
Cobram	35-39	F	156
Cobram	35-39	M	172
Cobram	40-44	F	182
Cobram	40-44	M	195
Cobram	45-49	F	184
Cobram	45-49	M	183
Cobram	50-54	F	184
Cobram	50-54	M	205
Cobram	55-59	F	161
Cobram	55-59	M	184
Cobram	60-64	F	127
Cobram	60-64	M	157
Cobram	65-69	F	46
Cobram	65-69	M	67
Cobram	70-74	F	12
Cobram	70-74	M	22
Cobram	75+	F	5
Cobram	75+	M	14
Moira	15-19	F	3
Moira	15-19	M	9
Moira	20-24	F	4
Moira	20-24	M	24
Moira	25-29	F	8
Moira	25-29	M	23
Moira	30-34	F	14
Moira	30-34	M	43
Moira	35-39	F	19
Moira	35-39	M	27
Moira	40-44	F	21
Moira	40-44	M	28
Moira	45-49	F	27
Moira	45-49	M	50
Moira	50-54	F	24
Moira	50-54	M	58
Moira	55-59	F	28
Moira	55-59	M	51
Moira	60-64	F	17
Moira	60-64	M	46
Moira	65-69	F	14
Moira	65-69	M	24
Moira	70-74	F	10
Moira	70-74	M	18
Moira	75+	F	10
Moira	75+	M	23
Numurkah	15-19	F	144
Numurkah	15-19	M	144
Numurkah	20-24	F	102
Numurkah	20-24	M	166
Numurkah	25-29	F	156
Numurkah	25-29	M	211
Numurkah	30-34	F	145
Numurkah	30-34	M	194
Numurkah	35-39	F	150
Numurkah	35-39	M	197
Numurkah	40-44	F	177
Numurkah	40-44	M	213
Numurkah	45-49	F	206
Numurkah	45-49	M	282
Numurkah	50-54	F	238
Numurkah	50-54	M	241
Numurkah	55-59	F	223
Numurkah	55-59	M	264
Numurkah	60-64	F	145
Numurkah	60-64	M	204
Numurkah	65-69	F	85
Numurkah	65-69	M	123
Numurkah	70-74	F	27
Numurkah	70-74	M	40
Numurkah	75+	F	18
Numurkah	75+	M	39
Yarrawonga	15-19	F	107
Yarrawonga	15-19	M	113
Yarrawonga	20-24	F	115
Yarrawonga	20-24	M	84
Yarrawonga	25-29	F	106
Yarrawonga	25-29	M	85
Yarrawonga	30-34	F	119
Yarrawonga	30-34	M	75
Yarrawonga	35-39	F	139
Yarrawonga	35-39	M	73
Yarrawonga	40-44	F	140
Yarrawonga	40-44	M	100
Yarrawonga	45-49	F	167
Yarrawonga	45-49	M	99
Yarrawonga	50-54	F	172
Yarrawonga	50-54	M	100
Yarrawonga	55-59	F	164
Yarrawonga	55-59	M	89
Yarrawonga	60-64	F	106
Yarrawonga	60-64	M	73
Yarrawonga	65-69	F	43
Yarrawonga	65-69	M	40
Yarrawonga	70-74	F	8
Yarrawonga	70-74	M	17
Yarrawonga	75+	F	7
Yarrawonga	75+	M	11
Mooroopna	15-19	F	87
Mooroopna	15-19	M	68
Mooroopna	20-24	F	107
Mooroopna	20-24	M	53
Mooroopna	25-29	F	62
Mooroopna	25-29	M	57
Mooroopna	30-34	F	66
Mooroopna	30-34	M	62
Mooroopna	35-39	F	75
Mooroopna	35-39	M	58
Mooroopna	40-44	F	86
Mooroopna	40-44	M	80
Mooroopna	45-49	F	98
Mooroopna	45-49	M	56
Mooroopna	50-54	F	92
Mooroopna	50-54	M	68
Mooroopna	55-59	F	105
Mooroopna	55-59	M	71
Mooroopna	60-64	F	75
Mooroopna	60-64	M	49
Mooroopna	65-69	F	36
Mooroopna	65-69	M	39
Mooroopna	70-74	F	10
Mooroopna	70-74	M	11
Mooroopna	75+	M	7
Shepparton - North	15-19	F	341
Shepparton - North	15-19	M	328
Shepparton - North	20-24	F	565
Shepparton - North	20-24	M	510
Shepparton - North	25-29	F	726
Shepparton - North	25-29	M	622
Shepparton - North	30-34	F	690
Shepparton - North	30-34	M	619
Shepparton - North	35-39	F	673
Shepparton - North	35-39	M	583
Shepparton - North	40-44	F	774
Shepparton - North	40-44	M	652
Shepparton - North	45-49	F	850
Shepparton - North	45-49	M	706
Shepparton - North	50-54	F	880
Shepparton - North	50-54	M	696
Shepparton - North	55-59	F	750
Shepparton - North	55-59	M	707
Shepparton - North	60-64	F	502
Shepparton - North	60-64	M	458
Shepparton - North	65-69	F	170
Shepparton - North	65-69	M	213
Shepparton - North	70-74	F	34
Shepparton - North	70-74	M	64
Shepparton - North	75+	F	24
Shepparton - North	75+	M	52
Shepparton - South	15-19	F	442
Shepparton - South	15-19	M	349
Shepparton - South	20-24	F	394
Shepparton - South	20-24	M	387
Shepparton - South	25-29	F	399
Shepparton - South	25-29	M	366
Shepparton - South	30-34	F	357
Shepparton - South	30-34	M	399
Shepparton - South	35-39	F	309
Shepparton - South	35-39	M	327
Shepparton - South	40-44	F	389
Shepparton - South	40-44	M	354
Shepparton - South	45-49	F	456
Shepparton - South	45-49	M	369
Shepparton - South	50-54	F	419
Shepparton - South	50-54	M	328
Shepparton - South	55-59	F	334
Shepparton - South	55-59	M	307
Shepparton - South	60-64	F	223
Shepparton - South	60-64	M	253
Shepparton - South	65-69	F	87
Shepparton - South	65-69	M	138
Shepparton - South	70-74	F	24
Shepparton - South	70-74	M	53
Shepparton - South	75+	F	15
Shepparton - South	75+	M	32
Shepparton Region - East	15-19	F	14
Shepparton Region - East	15-19	M	25
Shepparton Region - East	20-24	F	18
Shepparton Region - East	20-24	M	68
Shepparton Region - East	25-29	F	22
Shepparton Region - East	25-29	M	56
Shepparton Region - East	30-34	F	32
Shepparton Region - East	30-34	M	61
Shepparton Region - East	35-39	F	33
Shepparton Region - East	35-39	M	75
Shepparton Region - East	40-44	F	45
Shepparton Region - East	40-44	M	98
Shepparton Region - East	45-49	F	48
Shepparton Region - East	45-49	M	111
Shepparton Region - East	50-54	F	61
Shepparton Region - East	50-54	M	111
Shepparton Region - East	55-59	F	51
Shepparton Region - East	55-59	M	134
Shepparton Region - East	60-64	F	43
Shepparton Region - East	60-64	M	80
Shepparton Region - East	65-69	F	21
Shepparton Region - East	65-69	M	53
Shepparton Region - East	70-74	F	15
Shepparton Region - East	70-74	M	28
Shepparton Region - East	75+	F	9
Shepparton Region - East	75+	M	27
Shepparton Region - West	15-19	F	63
Shepparton Region - West	15-19	M	77
Shepparton Region - West	20-24	F	117
Shepparton Region - West	20-24	M	196
Shepparton Region - West	25-29	F	191
Shepparton Region - West	25-29	M	223
Shepparton Region - West	30-34	F	155
Shepparton Region - West	30-34	M	237
Shepparton Region - West	35-39	F	177
Shepparton Region - West	35-39	M	264
Shepparton Region - West	40-44	F	200
Shepparton Region - West	40-44	M	309
Shepparton Region - West	45-49	F	205
Shepparton Region - West	45-49	M	294
Shepparton Region - West	50-54	F	215
Shepparton Region - West	50-54	M	324
Shepparton Region - West	55-59	F	164
Shepparton Region - West	55-59	M	281
Shepparton Region - West	60-64	F	138
Shepparton Region - West	60-64	M	244
Shepparton Region - West	65-69	F	43
Shepparton Region - West	65-69	M	107
Shepparton Region - West	70-74	F	27
Shepparton Region - West	70-74	M	44
Shepparton Region - West	75+	F	14
Shepparton Region - West	75+	M	37
Glenelg (Vic.)	15-19	F	63
Glenelg (Vic.)	15-19	M	81
Glenelg (Vic.)	20-24	F	42
Glenelg (Vic.)	20-24	M	91
Glenelg (Vic.)	25-29	F	65
Glenelg (Vic.)	25-29	M	84
Glenelg (Vic.)	30-34	F	62
Glenelg (Vic.)	30-34	M	81
Glenelg (Vic.)	35-39	F	84
Glenelg (Vic.)	35-39	M	105
Glenelg (Vic.)	40-44	F	120
Glenelg (Vic.)	40-44	M	118
Glenelg (Vic.)	45-49	F	135
Glenelg (Vic.)	45-49	M	139
Glenelg (Vic.)	50-54	F	173
Glenelg (Vic.)	50-54	M	182
Glenelg (Vic.)	55-59	F	165
Glenelg (Vic.)	55-59	M	157
Glenelg (Vic.)	60-64	F	125
Glenelg (Vic.)	60-64	M	161
Glenelg (Vic.)	65-69	F	71
Glenelg (Vic.)	65-69	M	94
Glenelg (Vic.)	70-74	F	30
Glenelg (Vic.)	70-74	M	66
Glenelg (Vic.)	75+	F	25
Glenelg (Vic.)	75+	M	59
Hamilton (Vic.)	15-19	F	176
Hamilton (Vic.)	15-19	M	171
Hamilton (Vic.)	20-24	F	201
Hamilton (Vic.)	20-24	M	188
Hamilton (Vic.)	25-29	F	222
Hamilton (Vic.)	25-29	M	183
Hamilton (Vic.)	30-34	F	240
Hamilton (Vic.)	30-34	M	184
Hamilton (Vic.)	35-39	F	232
Hamilton (Vic.)	35-39	M	211
Hamilton (Vic.)	40-44	F	278
Hamilton (Vic.)	40-44	M	226
Hamilton (Vic.)	45-49	F	363
Hamilton (Vic.)	45-49	M	226
Hamilton (Vic.)	50-54	F	338
Hamilton (Vic.)	50-54	M	282
Hamilton (Vic.)	55-59	F	318
Hamilton (Vic.)	55-59	M	258
Hamilton (Vic.)	60-64	F	233
Hamilton (Vic.)	60-64	M	228
Hamilton (Vic.)	65-69	F	80
Hamilton (Vic.)	65-69	M	99
Hamilton (Vic.)	70-74	F	30
Hamilton (Vic.)	70-74	M	58
Hamilton (Vic.)	75+	F	10
Hamilton (Vic.)	75+	M	26
Portland	15-19	F	194
Portland	15-19	M	161
Portland	20-24	F	175
Portland	20-24	M	220
Portland	25-29	F	170
Portland	25-29	M	184
Portland	30-34	F	189
Portland	30-34	M	219
Portland	35-39	F	218
Portland	35-39	M	229
Portland	40-44	F	313
Portland	40-44	M	273
Portland	45-49	F	311
Portland	45-49	M	331
Portland	50-54	F	321
Portland	50-54	M	389
Portland	55-59	F	291
Portland	55-59	M	327
Portland	60-64	F	183
Portland	60-64	M	245
Portland	65-69	F	71
Portland	65-69	M	100
Portland	70-74	F	16
Portland	70-74	M	28
Portland	75+	F	11
Portland	75+	M	24
Southern Grampians	15-19	F	31
Southern Grampians	15-19	M	43
Southern Grampians	20-24	F	45
Southern Grampians	20-24	M	64
Southern Grampians	25-29	F	42
Southern Grampians	25-29	M	82
Southern Grampians	30-34	F	63
Southern Grampians	30-34	M	93
Southern Grampians	35-39	F	64
Southern Grampians	35-39	M	84
Southern Grampians	40-44	F	84
Southern Grampians	40-44	M	106
Southern Grampians	45-49	F	89
Southern Grampians	45-49	M	130
Southern Grampians	50-54	F	118
Southern Grampians	50-54	M	143
Southern Grampians	55-59	F	119
Southern Grampians	55-59	M	168
Southern Grampians	60-64	F	103
Southern Grampians	60-64	M	159
Southern Grampians	65-69	F	56
Southern Grampians	65-69	M	116
Southern Grampians	70-74	F	32
Southern Grampians	70-74	M	43
Southern Grampians	75+	F	22
Southern Grampians	75+	M	53
Camperdown	15-19	F	55
Camperdown	15-19	M	51
Camperdown	20-24	F	57
Camperdown	20-24	M	50
Camperdown	25-29	F	60
Camperdown	25-29	M	53
Camperdown	30-34	F	62
Camperdown	30-34	M	44
Camperdown	35-39	F	83
Camperdown	35-39	M	50
Camperdown	40-44	F	105
Camperdown	40-44	M	55
Camperdown	45-49	F	111
Camperdown	45-49	M	68
Camperdown	50-54	F	110
Camperdown	50-54	M	68
Camperdown	55-59	F	94
Camperdown	55-59	M	85
Camperdown	60-64	F	68
Camperdown	60-64	M	73
Camperdown	65-69	F	24
Camperdown	65-69	M	31
Camperdown	70-74	F	15
Camperdown	70-74	M	21
Camperdown	75+	F	12
Camperdown	75+	M	14
Colac	15-19	F	265
Colac	15-19	M	231
Colac	20-24	F	305
Colac	20-24	M	330
Colac	25-29	F	301
Colac	25-29	M	369
Colac	30-34	F	293
Colac	30-34	M	320
Colac	35-39	F	303
Colac	35-39	M	309
Colac	40-44	F	333
Colac	40-44	M	322
Colac	45-49	F	425
Colac	45-49	M	315
Colac	50-54	F	396
Colac	50-54	M	358
Colac	55-59	F	365
Colac	55-59	M	312
Colac	60-64	F	255
Colac	60-64	M	254
Colac	65-69	F	91
Colac	65-69	M	104
Colac	70-74	F	20
Colac	70-74	M	30
Colac	75+	F	19
Colac	75+	M	36
Colac Region	15-19	F	16
Colac Region	15-19	M	28
Colac Region	20-24	F	26
Colac Region	20-24	M	62
Colac Region	25-29	F	24
Colac Region	25-29	M	54
Colac Region	30-34	F	29
Colac Region	30-34	M	72
Colac Region	35-39	F	34
Colac Region	35-39	M	56
Colac Region	40-44	F	55
Colac Region	40-44	M	82
Colac Region	45-49	F	50
Colac Region	45-49	M	73
Colac Region	50-54	F	65
Colac Region	50-54	M	94
Colac Region	55-59	F	55
Colac Region	55-59	M	88
Colac Region	60-64	F	45
Colac Region	60-64	M	86
Colac Region	65-69	F	49
Colac Region	65-69	M	79
Colac Region	70-74	F	29
Colac Region	70-74	M	52
Colac Region	75+	F	15
Colac Region	75+	M	43
Corangamite - North	15-19	F	65
Corangamite - North	15-19	M	64
Corangamite - North	20-24	F	50
Corangamite - North	20-24	M	89
Corangamite - North	25-29	F	69
Corangamite - North	25-29	M	82
Corangamite - North	30-34	F	53
Corangamite - North	30-34	M	85
Corangamite - North	35-39	F	76
Corangamite - North	35-39	M	101
