SA2_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Muswellbrook	0			3
Muswellbrook	0	0		35
Muswellbrook	7875			4
Muswellbrook	7875	0		207
Muswellbrook	7875	1	Local	3
Muswellbrook	7875	1	National	3
Muswellbrook	7875	1	State territory	8
Muswellbrook	15750			4
Muswellbrook	15750	0		188
Muswellbrook	15750	1	State territory	12
Muswellbrook	21000			8
Muswellbrook	21000	0		227
Muswellbrook	21000	1	Local	6
Muswellbrook	21000	1	State territory	7
Muswellbrook	26250			6
Muswellbrook	26250	0		255
Muswellbrook	26250	1	Local	10
Muswellbrook	26250	1	State territory	17
Muswellbrook	34125			8
Muswellbrook	34125	0		429
Muswellbrook	34125	1	Local	4
Muswellbrook	34125	1	National	4
Muswellbrook	34125	1	State territory	42
Muswellbrook	42000			4
Muswellbrook	42000	0		508
Muswellbrook	42000	1	Local	13
Muswellbrook	42000	1	National	3
Muswellbrook	42000	1	State territory	44
Muswellbrook	52500			10
Muswellbrook	52500	0		579
Muswellbrook	52500	1	Local	44
Muswellbrook	52500	1	National	6
Muswellbrook	52500	1	State territory	80
Muswellbrook	65625			3
Muswellbrook	65625	0		644
Muswellbrook	65625	1	Local	40
Muswellbrook	65625	1	National	13
Muswellbrook	65625	1	State territory	99
Muswellbrook	78750			4
Muswellbrook	78750	0		508
Muswellbrook	78750	1	Local	27
Muswellbrook	78750	1	National	7
Muswellbrook	78750	1	State territory	94
Muswellbrook	91875			4
Muswellbrook	91875	0		501
Muswellbrook	91875	1	Local	14
Muswellbrook	91875	1	State territory	88
Muswellbrook	105000	0		495
Muswellbrook	105000	1	Local	11
Muswellbrook	105000	1	National	3
Muswellbrook	105000	1	State territory	82
Muswellbrook	157500			6
Muswellbrook	157500	0		1366
Muswellbrook	157500	1	Local	12
Muswellbrook	157500	1	National	3
Muswellbrook	157500	1	State territory	69
Muswellbrook	Inf	0		455
Muswellbrook	Inf	1	Local	3
Muswellbrook	Inf	1	State territory	13
Muswellbrook Region				5
Muswellbrook Region		0		43
Muswellbrook Region	0	0		12
Muswellbrook Region	7875	0		44
Muswellbrook Region	15750	0		58
Muswellbrook Region	21000	0		83
Muswellbrook Region	26250			8
Muswellbrook Region	26250	0		70
Muswellbrook Region	26250	1	State territory	6
Muswellbrook Region	34125			3
Muswellbrook Region	34125	0		111
Muswellbrook Region	34125	1	Local	3
Muswellbrook Region	34125	1	State territory	7
Muswellbrook Region	42000	0		162
Muswellbrook Region	42000	1	State territory	6
Muswellbrook Region	52500			3
Muswellbrook Region	52500	0		185
Muswellbrook Region	52500	1	National	3
Muswellbrook Region	52500	1	State territory	9
Muswellbrook Region	65625	0		202
Muswellbrook Region	65625	1	National	3
Muswellbrook Region	65625	1	State territory	11
Muswellbrook Region	78750	0		134
Muswellbrook Region	78750	1	State territory	6
Muswellbrook Region	91875			3
Muswellbrook Region	91875	0		135
Muswellbrook Region	91875	1	State territory	9
Muswellbrook Region	105000	0		118
Muswellbrook Region	105000	1	State territory	9
Muswellbrook Region	157500	0		430
Muswellbrook Region	157500	1	State territory	11
Muswellbrook Region	Inf	0		155
Scone				7
Scone		0		46
Scone		1	State territory	4
Scone	0	0		25
Scone	0	1	National	3
Scone	7875	0		125
Scone	7875	1	Local	8
Scone	7875	1	State territory	3
Scone	15750			3
Scone	15750	0		127
Scone	21000	0		133
Scone	21000	1	Local	3
Scone	21000	1	State territory	3
Scone	26250			3
Scone	26250	0		174
Scone	26250	1	Local	3
Scone	26250	1	State territory	6
Scone	34125			3
Scone	34125	0		280
Scone	34125	1	Local	12
Scone	34125	1	State territory	12
Scone	42000			4
Scone	42000	0		415
Scone	42000	1	Local	11
Scone	42000	1	State territory	17
Scone	52500			10
Scone	52500	0		353
Scone	52500	1	Local	27
Scone	52500	1	National	3
Scone	52500	1	State territory	30
Scone	65625	0		279
Scone	65625	1	Local	32
Scone	65625	1	National	3
Scone	65625	1	State territory	23
Scone	78750	0		136
Scone	78750	1	Local	14
Scone	78750	1	National	3
Scone	78750	1	State territory	26
Scone	91875	0		105
Scone	91875	1	Local	9
Scone	91875	1	State territory	29
Scone	105000	0		71
Scone	105000	1	Local	3
Scone	105000	1	State territory	30
Scone	157500	0		82
Scone	157500	1	Local	10
Scone	157500	1	State territory	16
Scone	Inf	0		72
Scone	Inf	1	State territory	6
Scone Region				4
Scone Region		0		51
Scone Region	0			3
Scone Region	0	0		60
Scone Region	7875			3
Scone Region	7875	0		76
Scone Region	15750	0		116
Scone Region	15750	1	Local	3
Scone Region	15750	1	State territory	8
Scone Region	21000	0		137
Scone Region	21000	1	Local	3
Scone Region	21000	1	National	3
Scone Region	21000	1	State territory	9
Scone Region	26250	0		144
Scone Region	26250	1	State territory	9
Scone Region	34125			5
Scone Region	34125	0		227
Scone Region	34125	1	Local	6
Scone Region	34125	1	National	3
Scone Region	34125	1	State territory	9
Scone Region	42000			4
Scone Region	42000	0		261
Scone Region	42000	1	Local	7
Scone Region	42000	1	State territory	15
Scone Region	52500			3
Scone Region	52500	0		272
Scone Region	52500	1	Local	17
Scone Region	52500	1	National	3
Scone Region	52500	1	State territory	28
Scone Region	65625			5
Scone Region	65625	0		209
Scone Region	65625	1	Local	15
Scone Region	65625	1	State territory	26
Scone Region	78750	0		141
Scone Region	78750	1	Local	7
Scone Region	78750	1	State territory	11
Scone Region	91875	0		88
Scone Region	91875	1	State territory	15
Scone Region	105000	0		64
Scone Region	105000	1	State territory	16
Scone Region	157500	0		75
Scone Region	157500	1	State territory	21
Scone Region	Inf			3
Scone Region	Inf	0		52
Dapto - Avondale				17
Dapto - Avondale		0		55
Dapto - Avondale	0			3
Dapto - Avondale	0	0		27
Dapto - Avondale	7875	0		335
Dapto - Avondale	7875	1	Local	3
Dapto - Avondale	7875	1	National	3
Dapto - Avondale	7875	1	State territory	3
Dapto - Avondale	15750			5
Dapto - Avondale	15750	0		280
Dapto - Avondale	15750	1	State territory	6
Dapto - Avondale	21000			5
Dapto - Avondale	21000	0		301
Dapto - Avondale	21000	1	State territory	5
Dapto - Avondale	26250			3
Dapto - Avondale	26250	0		332
Dapto - Avondale	26250	1	National	5
Dapto - Avondale	26250	1	State territory	15
Dapto - Avondale	34125			3
Dapto - Avondale	34125	0		529
Dapto - Avondale	34125	1	Local	4
Dapto - Avondale	34125	1	National	10
Dapto - Avondale	34125	1	State territory	20
Dapto - Avondale	42000			4
Dapto - Avondale	42000	0		566
Dapto - Avondale	42000	1	Local	5
Dapto - Avondale	42000	1	National	19
Dapto - Avondale	42000	1	State territory	27
Dapto - Avondale	52500			7
Dapto - Avondale	52500	0		474
Dapto - Avondale	52500	1	Local	5
Dapto - Avondale	52500	1	National	23
Dapto - Avondale	52500	1	State territory	49
Dapto - Avondale	65625			10
Dapto - Avondale	65625	0		365
Dapto - Avondale	65625	1	Local	7
Dapto - Avondale	65625	1	National	20
Dapto - Avondale	65625	1	State territory	43
Dapto - Avondale	78750	0		226
Dapto - Avondale	78750	1	Local	3
Dapto - Avondale	78750	1	National	65
Dapto - Avondale	78750	1	State territory	59
Dapto - Avondale	91875	0		152
Dapto - Avondale	91875	1	National	22
Dapto - Avondale	91875	1	State territory	57
Dapto - Avondale	105000	0		107
Dapto - Avondale	105000	1	National	8
Dapto - Avondale	105000	1	State territory	77
Dapto - Avondale	157500	0		97
Dapto - Avondale	157500	1	National	5
Dapto - Avondale	157500	1	State territory	50
Dapto - Avondale	Inf	0		78
Dapto - Avondale	Inf	1	State territory	19
Horsley - Kembla Grange				4
Horsley - Kembla Grange		0		13
Horsley - Kembla Grange	0	0		9
Horsley - Kembla Grange	7875	0		16
Horsley - Kembla Grange	15750	0		25
Horsley - Kembla Grange	21000	0		38
Horsley - Kembla Grange	21000	1	State territory	4
Horsley - Kembla Grange	26250	0		49
Horsley - Kembla Grange	26250	1	State territory	3
Horsley - Kembla Grange	34125	0		95
Horsley - Kembla Grange	34125	1	State territory	3
Horsley - Kembla Grange	42000	0		89
Horsley - Kembla Grange	42000	1	State territory	7
Horsley - Kembla Grange	52500	0		82
Horsley - Kembla Grange	52500	1	Local	3
Horsley - Kembla Grange	52500	1	State territory	8
Horsley - Kembla Grange	65625	0		109
Horsley - Kembla Grange	65625	1	State territory	8
Horsley - Kembla Grange	78750	0		63
Horsley - Kembla Grange	78750	1	State territory	8
Horsley - Kembla Grange	91875	0		57
Horsley - Kembla Grange	91875	1	State territory	12
Horsley - Kembla Grange	105000	0		31
Horsley - Kembla Grange	105000	1	Local	3
Horsley - Kembla Grange	105000	1	State territory	17
Horsley - Kembla Grange	157500	0		54
Horsley - Kembla Grange	157500	1	State territory	8
Horsley - Kembla Grange	Inf	0		29
Port Kembla Industrial				9
Port Kembla Industrial		0		54
Port Kembla Industrial	0	0		7
Port Kembla Industrial	7875	0		10
Port Kembla Industrial	15750			8
Port Kembla Industrial	15750	0		32
Port Kembla Industrial	21000			6
Port Kembla Industrial	21000	0		33
Port Kembla Industrial	26250	0		47
Port Kembla Industrial	34125	0		66
Port Kembla Industrial	42000			3
Port Kembla Industrial	42000	0		134
Port Kembla Industrial	42000	1	State territory	4
Port Kembla Industrial	52500			3
Port Kembla Industrial	52500	0		256
Port Kembla Industrial	52500	1	State territory	3
Port Kembla Industrial	65625			8
Port Kembla Industrial	65625	0		383
Port Kembla Industrial	65625	1	State territory	7
Port Kembla Industrial	78750	0		341
Port Kembla Industrial	78750	1	State territory	15
Port Kembla Industrial	91875	0		399
Port Kembla Industrial	91875	1	National	3
Port Kembla Industrial	91875	1	State territory	11
Port Kembla Industrial	105000	0		480
Port Kembla Industrial	105000	1	State territory	10
Port Kembla Industrial	157500	0		759
Port Kembla Industrial	157500	1	State territory	9
Port Kembla Industrial	Inf	0		166
Port Kembla Industrial	Inf	1	State territory	3
Unanderra - Mount Kembla				16
Unanderra - Mount Kembla		0		119
Unanderra - Mount Kembla		1	State territory	4
Unanderra - Mount Kembla	0			3
Unanderra - Mount Kembla	0	0		44
Unanderra - Mount Kembla	7875			4
Unanderra - Mount Kembla	7875	0		222
Unanderra - Mount Kembla	15750			3
Unanderra - Mount Kembla	15750	0		249
Unanderra - Mount Kembla	15750	1	State territory	7
Unanderra - Mount Kembla	21000			5
Unanderra - Mount Kembla	21000	0		289
Unanderra - Mount Kembla	21000	1	State territory	9
Unanderra - Mount Kembla	26250			7
Unanderra - Mount Kembla	26250	0		400
Unanderra - Mount Kembla	26250	1	National	3
Unanderra - Mount Kembla	26250	1	State territory	3
Unanderra - Mount Kembla	34125			6
Unanderra - Mount Kembla	34125	0		691
Unanderra - Mount Kembla	34125	1	State territory	11
Unanderra - Mount Kembla	42000			6
Unanderra - Mount Kembla	42000	0		905
Unanderra - Mount Kembla	42000	1	National	3
Unanderra - Mount Kembla	42000	1	State territory	10
Unanderra - Mount Kembla	52500			10
Unanderra - Mount Kembla	52500	0		1200
Unanderra - Mount Kembla	52500	1	Local	10
Unanderra - Mount Kembla	52500	1	National	7
Unanderra - Mount Kembla	52500	1	State territory	17
Unanderra - Mount Kembla	65625			8
Unanderra - Mount Kembla	65625	0		1314
Unanderra - Mount Kembla	65625	1	Local	17
Unanderra - Mount Kembla	65625	1	National	7
Unanderra - Mount Kembla	65625	1	State territory	28
Unanderra - Mount Kembla	78750			4
Unanderra - Mount Kembla	78750	0		920
Unanderra - Mount Kembla	78750	1	Local	14
Unanderra - Mount Kembla	78750	1	National	6
Unanderra - Mount Kembla	78750	1	State territory	12
Unanderra - Mount Kembla	91875			6
Unanderra - Mount Kembla	91875	0		728
Unanderra - Mount Kembla	91875	1	Local	5
Unanderra - Mount Kembla	91875	1	National	3
Unanderra - Mount Kembla	91875	1	State territory	25
Unanderra - Mount Kembla	105000	0		478
Unanderra - Mount Kembla	105000	1	Local	9
Unanderra - Mount Kembla	105000	1	National	3
Unanderra - Mount Kembla	105000	1	State territory	25
Unanderra - Mount Kembla	157500	0		731
Unanderra - Mount Kembla	157500	1	National	3
Unanderra - Mount Kembla	157500	1	State territory	18
Unanderra - Mount Kembla	Inf			5
Unanderra - Mount Kembla	Inf	0		246
Berkeley - Lake Heights - Cringila				6
Berkeley - Lake Heights - Cringila		0		24
Berkeley - Lake Heights - Cringila		1	State territory	5
Berkeley - Lake Heights - Cringila	0	0		14
Berkeley - Lake Heights - Cringila	7875	0		53
Berkeley - Lake Heights - Cringila	15750			3
Berkeley - Lake Heights - Cringila	15750	0		74
Berkeley - Lake Heights - Cringila	15750	1	State territory	5
Berkeley - Lake Heights - Cringila	21000			3
Berkeley - Lake Heights - Cringila	21000	0		96
Berkeley - Lake Heights - Cringila	21000	1	State territory	9
Berkeley - Lake Heights - Cringila	26250	0		140
Berkeley - Lake Heights - Cringila	26250	1	National	3
Berkeley - Lake Heights - Cringila	26250	1	State territory	7
Berkeley - Lake Heights - Cringila	34125	0		138
Berkeley - Lake Heights - Cringila	34125	1	State territory	15
Berkeley - Lake Heights - Cringila	42000	0		184
Berkeley - Lake Heights - Cringila	42000	1	Local	3
Berkeley - Lake Heights - Cringila	42000	1	State territory	16
Berkeley - Lake Heights - Cringila	52500			4
Berkeley - Lake Heights - Cringila	52500	0		175
Berkeley - Lake Heights - Cringila	52500	1	Local	3
Berkeley - Lake Heights - Cringila	52500	1	State territory	30
Berkeley - Lake Heights - Cringila	65625	0		169
Berkeley - Lake Heights - Cringila	65625	1	Local	3
Berkeley - Lake Heights - Cringila	65625	1	National	3
Berkeley - Lake Heights - Cringila	65625	1	State territory	31
Berkeley - Lake Heights - Cringila	78750	0		76
Berkeley - Lake Heights - Cringila	78750	1	Local	3
Berkeley - Lake Heights - Cringila	78750	1	State territory	27
Berkeley - Lake Heights - Cringila	91875	0		58
Berkeley - Lake Heights - Cringila	91875	1	Local	3
Berkeley - Lake Heights - Cringila	91875	1	State territory	29
Berkeley - Lake Heights - Cringila	105000	0		37
Berkeley - Lake Heights - Cringila	105000	1	State territory	34
Berkeley - Lake Heights - Cringila	157500	0		39
Berkeley - Lake Heights - Cringila	157500	1	State territory	33
Berkeley - Lake Heights - Cringila	Inf	0		22
Port Kembla - Warrawong				19
Port Kembla - Warrawong		0		78
Port Kembla - Warrawong		1	State territory	10
Port Kembla - Warrawong	0			4
Port Kembla - Warrawong	0	0		36
Port Kembla - Warrawong	0	1	State territory	3
Port Kembla - Warrawong	7875			6
Port Kembla - Warrawong	7875	0		255
Port Kembla - Warrawong	7875	1	State territory	6
Port Kembla - Warrawong	15750			3
Port Kembla - Warrawong	15750	0		267
Port Kembla - Warrawong	15750	1	State territory	12
Port Kembla - Warrawong	21000			3
Port Kembla - Warrawong	21000	0		314
Port Kembla - Warrawong	21000	1	State territory	5
Port Kembla - Warrawong	26250			7
Port Kembla - Warrawong	26250	0		346
Port Kembla - Warrawong	26250	1	State territory	25
Port Kembla - Warrawong	34125			3
Port Kembla - Warrawong	34125	0		585
Port Kembla - Warrawong	34125	1	National	3
Port Kembla - Warrawong	34125	1	State territory	47
Port Kembla - Warrawong	42000			6
Port Kembla - Warrawong	42000	0		668
Port Kembla - Warrawong	42000	1	Local	4
Port Kembla - Warrawong	42000	1	State territory	77
Port Kembla - Warrawong	52500			7
Port Kembla - Warrawong	52500	0		743
Port Kembla - Warrawong	52500	1	National	3
Port Kembla - Warrawong	52500	1	State territory	112
Port Kembla - Warrawong	65625			10
Port Kembla - Warrawong	65625	0		763
Port Kembla - Warrawong	65625	1	Local	3
Port Kembla - Warrawong	65625	1	National	3
Port Kembla - Warrawong	65625	1	State territory	143
Port Kembla - Warrawong	78750			3
Port Kembla - Warrawong	78750	0		557
Port Kembla - Warrawong	78750	1	National	8
Port Kembla - Warrawong	78750	1	State territory	125
Port Kembla - Warrawong	91875			3
Port Kembla - Warrawong	91875	0		584
Port Kembla - Warrawong	91875	1	Local	4
Port Kembla - Warrawong	91875	1	National	4
Port Kembla - Warrawong	91875	1	State territory	118
Port Kembla - Warrawong	105000	0		553
Port Kembla - Warrawong	105000	1	National	3
Port Kembla - Warrawong	105000	1	State territory	103
Port Kembla - Warrawong	157500	0		825
Port Kembla - Warrawong	157500	1	National	9
Port Kembla - Warrawong	157500	1	State territory	100
Port Kembla - Warrawong	Inf	0		275
Port Kembla - Warrawong	Inf	1	State territory	22
Windang - Primbee				6
Windang - Primbee		0		7
Windang - Primbee	7875	0		9
Windang - Primbee	15750	0		21
Windang - Primbee	21000	0		29
Windang - Primbee	21000	1	State territory	4
Windang - Primbee	26250	0		28
Windang - Primbee	26250	1	State territory	3
Windang - Primbee	34125	0		51
Windang - Primbee	34125	1	State territory	4
Windang - Primbee	42000			3
Windang - Primbee	42000	0		57
Windang - Primbee	52500	0		56
Windang - Primbee	52500	1	State territory	4
Windang - Primbee	65625	0		43
Windang - Primbee	65625	1	Local	4
Windang - Primbee	65625	1	State territory	7
Windang - Primbee	78750	0		19
Windang - Primbee	91875	0		15
Windang - Primbee	91875	1	State territory	3
Windang - Primbee	105000	0		13
Windang - Primbee	105000	1	State territory	3
Windang - Primbee	157500	0		12
Windang - Primbee	157500	1	State territory	4
Windang - Primbee	Inf	0		6
Illawarra Catchment Reserve	15750	0		3
Illawarra Catchment Reserve	21000	0		4
Illawarra Catchment Reserve	26250	0		3
Illawarra Catchment Reserve	34125	0		3
Illawarra Catchment Reserve	42000	0		3
Illawarra Catchment Reserve	52500	0		7
Illawarra Catchment Reserve	65625	0		3
Illawarra Catchment Reserve	78750	0		3
Illawarra Catchment Reserve	91875	0		6
Illawarra Catchment Reserve	105000	0		7
Illawarra Catchment Reserve	157500	0		20
Illawarra Catchment Reserve	Inf	0		3
Albion Park - Macquarie Pass				8
Albion Park - Macquarie Pass		0		20
Albion Park - Macquarie Pass		1	State territory	3
Albion Park - Macquarie Pass	0			3
Albion Park - Macquarie Pass	0	0		29
Albion Park - Macquarie Pass	0	1	State territory	3
Albion Park - Macquarie Pass	7875	0		154
Albion Park - Macquarie Pass	7875	1	State territory	6
Albion Park - Macquarie Pass	15750	0		134
Albion Park - Macquarie Pass	15750	1	National	3
Albion Park - Macquarie Pass	15750	1	State territory	10
Albion Park - Macquarie Pass	21000	0		128
Albion Park - Macquarie Pass	21000	1	State territory	9
Albion Park - Macquarie Pass	26250			3
Albion Park - Macquarie Pass	26250	0		194
Albion Park - Macquarie Pass	26250	1	State territory	15
Albion Park - Macquarie Pass	34125	0		256
Albion Park - Macquarie Pass	34125	1	State territory	29
Albion Park - Macquarie Pass	42000			3
