SA2_NAME16	LabourForceStatus	Sex	workers
Eurobodalla Hinterland	Employed (away from work)	M	11
Eurobodalla Hinterland	Employed (full-time)	F	128
Eurobodalla Hinterland	Employed (full-time)	M	240
Eurobodalla Hinterland	Employed (part-time)	F	204
Eurobodalla Hinterland	Employed (part-time)	M	128
Merimbula - Tura Beach		F	33
Merimbula - Tura Beach		M	41
Merimbula - Tura Beach	Employed (away from work)	F	103
Merimbula - Tura Beach	Employed (away from work)	M	67
Merimbula - Tura Beach	Employed (full-time)	F	693
Merimbula - Tura Beach	Employed (full-time)	M	1002
Merimbula - Tura Beach	Employed (part-time)	F	1118
Merimbula - Tura Beach	Employed (part-time)	M	519
Moruya - Tuross Head		F	40
Moruya - Tuross Head		M	36
Moruya - Tuross Head	Employed (away from work)	F	71
Moruya - Tuross Head	Employed (away from work)	M	63
Moruya - Tuross Head	Employed (full-time)	F	687
Moruya - Tuross Head	Employed (full-time)	M	1007
Moruya - Tuross Head	Employed (part-time)	F	927
Moruya - Tuross Head	Employed (part-time)	M	486
Narooma - Bermagui		F	30
Narooma - Bermagui		M	35
Narooma - Bermagui	Employed (away from work)	F	50
Narooma - Bermagui	Employed (away from work)	M	34
Narooma - Bermagui	Employed (full-time)	F	427
Narooma - Bermagui	Employed (full-time)	M	654
Narooma - Bermagui	Employed (part-time)	F	805
Narooma - Bermagui	Employed (part-time)	M	430
Goulburn		F	85
Goulburn		M	112
Goulburn	Employed (away from work)	F	236
Goulburn	Employed (away from work)	M	156
Goulburn	Employed (full-time)	F	2483
Goulburn	Employed (full-time)	M	3493
Goulburn	Employed (part-time)	F	2443
Goulburn	Employed (part-time)	M	959
Goulburn Region		F	29
Goulburn Region		M	42
Goulburn Region	Employed (away from work)	F	51
Goulburn Region	Employed (away from work)	M	52
Goulburn Region	Employed (full-time)	F	568
Goulburn Region	Employed (full-time)	M	1558
Goulburn Region	Employed (part-time)	F	697
Goulburn Region	Employed (part-time)	M	412
Yass		F	24
Yass		M	20
Yass	Employed (away from work)	F	47
Yass	Employed (away from work)	M	24
Yass	Employed (full-time)	F	507
Yass	Employed (full-time)	M	684
Yass	Employed (part-time)	F	673
Yass	Employed (part-time)	M	247
Yass Region		F	21
Yass Region		M	31
Yass Region	Employed (away from work)	F	41
Yass Region	Employed (away from work)	M	40
Yass Region	Employed (full-time)	F	391
Yass Region	Employed (full-time)	M	903
Yass Region	Employed (part-time)	F	528
Yass Region	Employed (part-time)	M	333
Young		F	41
Young		M	63
Young	Employed (away from work)	F	91
Young	Employed (away from work)	M	67
Young	Employed (full-time)	F	960
Young	Employed (full-time)	M	1551
Young	Employed (part-time)	F	1159
Young	Employed (part-time)	M	446
Young Region		F	22
Young Region		M	33
Young Region	Employed (away from work)	F	42
Young Region	Employed (away from work)	M	38
Young Region	Employed (full-time)	F	476
Young Region	Employed (full-time)	M	1049
Young Region	Employed (part-time)	F	477
Young Region	Employed (part-time)	M	251
Avoca Beach - Copacabana		F	7
Avoca Beach - Copacabana		M	11
Avoca Beach - Copacabana	Employed (away from work)	F	21
Avoca Beach - Copacabana	Employed (away from work)	M	15
Avoca Beach - Copacabana	Employed (full-time)	F	179
Avoca Beach - Copacabana	Employed (full-time)	M	331
Avoca Beach - Copacabana	Employed (part-time)	F	356
Avoca Beach - Copacabana	Employed (part-time)	M	163
Box Head - MacMasters Beach		F	13
Box Head - MacMasters Beach		M	15
Box Head - MacMasters Beach	Employed (away from work)	F	30
Box Head - MacMasters Beach	Employed (away from work)	M	17
Box Head - MacMasters Beach	Employed (full-time)	F	203
Box Head - MacMasters Beach	Employed (full-time)	M	416
Box Head - MacMasters Beach	Employed (part-time)	F	405
Box Head - MacMasters Beach	Employed (part-time)	M	239
Calga - Kulnura		F	26
Calga - Kulnura		M	74
Calga - Kulnura	Employed (away from work)	F	55
Calga - Kulnura	Employed (away from work)	M	75
Calga - Kulnura	Employed (full-time)	F	842
Calga - Kulnura	Employed (full-time)	M	3151
Calga - Kulnura	Employed (part-time)	F	567
Calga - Kulnura	Employed (part-time)	M	440
Erina - Green Point		F	77
Erina - Green Point		M	83
Erina - Green Point	Employed (away from work)	F	234
Erina - Green Point	Employed (away from work)	M	102
Erina - Green Point	Employed (full-time)	F	2120
Erina - Green Point	Employed (full-time)	M	2377
Erina - Green Point	Employed (part-time)	F	3381
Erina - Green Point	Employed (part-time)	M	1079
Gosford - Springfield		F	142
Gosford - Springfield		M	165
Gosford - Springfield	Employed (away from work)	F	533
Gosford - Springfield	Employed (away from work)	M	218
Gosford - Springfield	Employed (full-time)	F	5284
Gosford - Springfield	Employed (full-time)	M	6125
Gosford - Springfield	Employed (part-time)	F	4776
Gosford - Springfield	Employed (part-time)	M	1586
Kariong		F	14
Kariong		M	11
Kariong	Employed (away from work)	F	32
Kariong	Employed (away from work)	M	18
Kariong	Employed (full-time)	F	295
Kariong	Employed (full-time)	M	452
Kariong	Employed (part-time)	F	349
Kariong	Employed (part-time)	M	135
Kincumber - Picketts Valley		F	19
Kincumber - Picketts Valley		M	15
Kincumber - Picketts Valley	Employed (away from work)	F	44
Kincumber - Picketts Valley	Employed (away from work)	M	27
Kincumber - Picketts Valley	Employed (full-time)	F	367
Kincumber - Picketts Valley	Employed (full-time)	M	644
Kincumber - Picketts Valley	Employed (part-time)	F	734
Kincumber - Picketts Valley	Employed (part-time)	M	318
Narara		F	9
Narara		M	10
Narara	Employed (away from work)	F	24
Narara	Employed (away from work)	M	5
Narara	Employed (full-time)	F	169
Narara	Employed (full-time)	M	179
Narara	Employed (part-time)	F	250
Narara	Employed (part-time)	M	84
Niagara Park - Lisarow		F	14
Niagara Park - Lisarow		M	30
Niagara Park - Lisarow	Employed (away from work)	F	43
Niagara Park - Lisarow	Employed (away from work)	M	36
Niagara Park - Lisarow	Employed (full-time)	F	627
Niagara Park - Lisarow	Employed (full-time)	M	985
Niagara Park - Lisarow	Employed (part-time)	F	629
Niagara Park - Lisarow	Employed (part-time)	M	315
Point Clare - Koolewong		F	4
Point Clare - Koolewong		M	6
Point Clare - Koolewong	Employed (away from work)	F	28
Point Clare - Koolewong	Employed (away from work)	M	11
Point Clare - Koolewong	Employed (full-time)	F	151
Point Clare - Koolewong	Employed (full-time)	M	212
Point Clare - Koolewong	Employed (part-time)	F	299
Point Clare - Koolewong	Employed (part-time)	M	128
Saratoga - Davistown		F	6
Saratoga - Davistown		M	3
Saratoga - Davistown	Employed (away from work)	F	12
Saratoga - Davistown	Employed (away from work)	M	12
Saratoga - Davistown	Employed (full-time)	F	90
Saratoga - Davistown	Employed (full-time)	M	219
Saratoga - Davistown	Employed (part-time)	F	227
Saratoga - Davistown	Employed (part-time)	M	128
Terrigal - North Avoca		F	20
Terrigal - North Avoca		M	20
Terrigal - North Avoca	Employed (away from work)	F	56
Terrigal - North Avoca	Employed (away from work)	M	37
Terrigal - North Avoca	Employed (full-time)	F	554
Terrigal - North Avoca	Employed (full-time)	M	821
Terrigal - North Avoca	Employed (part-time)	F	919
Terrigal - North Avoca	Employed (part-time)	M	422
Umina - Booker Bay - Patonga		F	38
Umina - Booker Bay - Patonga		M	43
Umina - Booker Bay - Patonga	Employed (away from work)	F	76
Umina - Booker Bay - Patonga	Employed (away from work)	M	53
Umina - Booker Bay - Patonga	Employed (full-time)	F	729
Umina - Booker Bay - Patonga	Employed (full-time)	M	866
Umina - Booker Bay - Patonga	Employed (part-time)	F	1347
Umina - Booker Bay - Patonga	Employed (part-time)	M	524
Wamberal - Forresters Beach		F	16
Wamberal - Forresters Beach		M	9
Wamberal - Forresters Beach	Employed (away from work)	F	32
Wamberal - Forresters Beach	Employed (away from work)	M	14
Wamberal - Forresters Beach	Employed (full-time)	F	315
Wamberal - Forresters Beach	Employed (full-time)	M	456
Wamberal - Forresters Beach	Employed (part-time)	F	478
Wamberal - Forresters Beach	Employed (part-time)	M	183
Woy Woy - Blackwall		F	48
Woy Woy - Blackwall		M	43
Woy Woy - Blackwall	Employed (away from work)	F	97
Woy Woy - Blackwall	Employed (away from work)	M	55
Woy Woy - Blackwall	Employed (full-time)	F	850
Woy Woy - Blackwall	Employed (full-time)	M	867
Woy Woy - Blackwall	Employed (part-time)	F	1405
Woy Woy - Blackwall	Employed (part-time)	M	469
Wyoming		F	27
Wyoming		M	17
Wyoming	Employed (away from work)	F	59
Wyoming	Employed (away from work)	M	19
Wyoming	Employed (full-time)	F	544
Wyoming	Employed (full-time)	M	606
Wyoming	Employed (part-time)	F	933
Wyoming	Employed (part-time)	M	313
Bateau Bay - Killarney Vale		F	54
Bateau Bay - Killarney Vale		M	49
Bateau Bay - Killarney Vale	Employed (away from work)	F	110
Bateau Bay - Killarney Vale	Employed (away from work)	M	49
Bateau Bay - Killarney Vale	Employed (full-time)	F	786
Bateau Bay - Killarney Vale	Employed (full-time)	M	938
Bateau Bay - Killarney Vale	Employed (part-time)	F	1500
Bateau Bay - Killarney Vale	Employed (part-time)	M	553
Blue Haven - San Remo		F	13
Blue Haven - San Remo		M	13
Blue Haven - San Remo	Employed (away from work)	F	22
Blue Haven - San Remo	Employed (away from work)	M	11
Blue Haven - San Remo	Employed (full-time)	F	242
Blue Haven - San Remo	Employed (full-time)	M	329
Blue Haven - San Remo	Employed (part-time)	F	343
Blue Haven - San Remo	Employed (part-time)	M	133
Budgewoi - Buff Point - Halekulani		F	5
Budgewoi - Buff Point - Halekulani		M	13
Budgewoi - Buff Point - Halekulani	Employed (away from work)	F	16
Budgewoi - Buff Point - Halekulani	Employed (away from work)	M	15
Budgewoi - Buff Point - Halekulani	Employed (full-time)	F	180
Budgewoi - Buff Point - Halekulani	Employed (full-time)	M	232
Budgewoi - Buff Point - Halekulani	Employed (part-time)	F	346
Budgewoi - Buff Point - Halekulani	Employed (part-time)	M	150
Chittaway Bay - Tumbi Umbi		F	20
Chittaway Bay - Tumbi Umbi		M	34
Chittaway Bay - Tumbi Umbi	Employed (away from work)	F	89
Chittaway Bay - Tumbi Umbi	Employed (away from work)	M	63
Chittaway Bay - Tumbi Umbi	Employed (full-time)	F	958
Chittaway Bay - Tumbi Umbi	Employed (full-time)	M	2177
Chittaway Bay - Tumbi Umbi	Employed (part-time)	F	1028
Chittaway Bay - Tumbi Umbi	Employed (part-time)	M	555
Gorokan - Kanwal - Charmhaven		F	36
Gorokan - Kanwal - Charmhaven		M	49
Gorokan - Kanwal - Charmhaven	Employed (away from work)	F	135
Gorokan - Kanwal - Charmhaven	Employed (away from work)	M	39
Gorokan - Kanwal - Charmhaven	Employed (full-time)	F	954
Gorokan - Kanwal - Charmhaven	Employed (full-time)	M	814
Gorokan - Kanwal - Charmhaven	Employed (part-time)	F	1548
Gorokan - Kanwal - Charmhaven	Employed (part-time)	M	576
Jilliby - Yarramalong		F	9
Jilliby - Yarramalong		M	6
Jilliby - Yarramalong	Employed (away from work)	F	17
Jilliby - Yarramalong	Employed (away from work)	M	10
Jilliby - Yarramalong	Employed (full-time)	F	120
Jilliby - Yarramalong	Employed (full-time)	M	248
Jilliby - Yarramalong	Employed (part-time)	F	225
Jilliby - Yarramalong	Employed (part-time)	M	147
Lake Munmorah - Mannering Park		F	10
Lake Munmorah - Mannering Park		M	15
Lake Munmorah - Mannering Park	Employed (away from work)	F	32
Lake Munmorah - Mannering Park	Employed (away from work)	M	46
Lake Munmorah - Mannering Park	Employed (full-time)	F	312
Lake Munmorah - Mannering Park	Employed (full-time)	M	753
Lake Munmorah - Mannering Park	Employed (part-time)	F	451
Lake Munmorah - Mannering Park	Employed (part-time)	M	177
Ourimbah - Fountaindale		F	12
Ourimbah - Fountaindale		M	22
Ourimbah - Fountaindale	Employed (away from work)	F	33
Ourimbah - Fountaindale	Employed (away from work)	M	31
Ourimbah - Fountaindale	Employed (full-time)	F	403
Ourimbah - Fountaindale	Employed (full-time)	M	882
Ourimbah - Fountaindale	Employed (part-time)	F	411
Ourimbah - Fountaindale	Employed (part-time)	M	207
Summerland Point - Gwandalan		F	8
Summerland Point - Gwandalan		M	12
Summerland Point - Gwandalan	Employed (away from work)	F	5
Summerland Point - Gwandalan	Employed (full-time)	F	85
Summerland Point - Gwandalan	Employed (full-time)	M	147
Summerland Point - Gwandalan	Employed (part-time)	F	141
Summerland Point - Gwandalan	Employed (part-time)	M	76
The Entrance		F	24
The Entrance		M	26
The Entrance	Employed (away from work)	F	58
The Entrance	Employed (away from work)	M	40
The Entrance	Employed (full-time)	F	680
The Entrance	Employed (full-time)	M	899
The Entrance	Employed (part-time)	F	1024
The Entrance	Employed (part-time)	M	469
Toukley - Norah Head		F	27
Toukley - Norah Head		M	19
Toukley - Norah Head	Employed (away from work)	F	64
Toukley - Norah Head	Employed (away from work)	M	18
Toukley - Norah Head	Employed (full-time)	F	525
Toukley - Norah Head	Employed (full-time)	M	502
Toukley - Norah Head	Employed (part-time)	F	769
Toukley - Norah Head	Employed (part-time)	M	219
Tuggerah - Kangy Angy		F	79
Tuggerah - Kangy Angy		M	99
Tuggerah - Kangy Angy	Employed (away from work)	F	207
Tuggerah - Kangy Angy	Employed (away from work)	M	100
Tuggerah - Kangy Angy	Employed (full-time)	F	2073
Tuggerah - Kangy Angy	Employed (full-time)	M	3275
Tuggerah - Kangy Angy	Employed (part-time)	F	2498
Tuggerah - Kangy Angy	Employed (part-time)	M	962
Warnervale - Wadalba		F	49
Warnervale - Wadalba		M	55
Warnervale - Wadalba	Employed (away from work)	F	180
Warnervale - Wadalba	Employed (away from work)	M	78
Warnervale - Wadalba	Employed (full-time)	F	1496
Warnervale - Wadalba	Employed (full-time)	M	2026
Warnervale - Wadalba	Employed (part-time)	F	1496
Warnervale - Wadalba	Employed (part-time)	M	567
Wyong		F	42
Wyong		M	47
Wyong	Employed (away from work)	F	98
Wyong	Employed (away from work)	M	76
Wyong	Employed (full-time)	F	1235
Wyong	Employed (full-time)	M	2028
Wyong	Employed (part-time)	F	1118
Wyong	Employed (part-time)	M	470
Bathurst		F	128
Bathurst		M	133
Bathurst	Employed (away from work)	F	338
Bathurst	Employed (away from work)	M	163
Bathurst	Employed (full-time)	F	3284
Bathurst	Employed (full-time)	M	4174
Bathurst	Employed (part-time)	F	3338
Bathurst	Employed (part-time)	M	1190
Bathurst - East		F	31
Bathurst - East		M	30
Bathurst - East	Employed (away from work)	F	72
Bathurst - East	Employed (away from work)	M	66
Bathurst - East	Employed (full-time)	F	721
Bathurst - East	Employed (full-time)	M	1621
Bathurst - East	Employed (part-time)	F	672
Bathurst - East	Employed (part-time)	M	360
Bathurst Region		F	13
Bathurst Region		M	14
Bathurst Region	Employed (away from work)	F	18
Bathurst Region	Employed (away from work)	M	21
Bathurst Region	Employed (full-time)	F	214
Bathurst Region	Employed (full-time)	M	524
Bathurst Region	Employed (part-time)	F	259
Bathurst Region	Employed (part-time)	M	168
Oberon		F	23
Oberon		M	34
Oberon	Employed (away from work)	F	34
Oberon	Employed (away from work)	M	31
Oberon	Employed (full-time)	F	356
Oberon	Employed (full-time)	M	1070
Oberon	Employed (part-time)	F	360
Oberon	Employed (part-time)	M	181
Condobolin		F	45
Condobolin		M	47
Condobolin	Employed (away from work)	F	62
Condobolin	Employed (away from work)	M	41
Condobolin	Employed (full-time)	F	539
Condobolin	Employed (full-time)	M	1064
Condobolin	Employed (part-time)	F	552
Condobolin	Employed (part-time)	M	190
Cowra		F	30
Cowra		M	45
Cowra	Employed (away from work)	F	76
Cowra	Employed (away from work)	M	51
Cowra	Employed (full-time)	F	828
Cowra	Employed (full-time)	M	1373
Cowra	Employed (part-time)	F	981
Cowra	Employed (part-time)	M	345
Cowra Region		F	17
Cowra Region		M	27
Cowra Region	Employed (away from work)	F	37
Cowra Region	Employed (away from work)	M	15
Cowra Region	Employed (full-time)	F	283
Cowra Region	Employed (full-time)	M	674
Cowra Region	Employed (part-time)	F	339
Cowra Region	Employed (part-time)	M	174
Forbes		F	40
Forbes		M	63
Forbes	Employed (away from work)	F	99
Forbes	Employed (away from work)	M	62
Forbes	Employed (full-time)	F	901
Forbes	Employed (full-time)	M	1602
Forbes	Employed (part-time)	F	865
Forbes	Employed (part-time)	M	351
Grenfell		F	12
Grenfell		M	23
Grenfell	Employed (away from work)	F	29
Grenfell	Employed (away from work)	M	11
Grenfell	Employed (full-time)	F	239
Grenfell	Employed (full-time)	M	533
Grenfell	Employed (part-time)	F	265
Grenfell	Employed (part-time)	M	114
Parkes (NSW)		F	47
Parkes (NSW)		M	40
Parkes (NSW)	Employed (away from work)	F	115
Parkes (NSW)	Employed (away from work)	M	66
Parkes (NSW)	Employed (full-time)	F	952
Parkes (NSW)	Employed (full-time)	M	1461
Parkes (NSW)	Employed (part-time)	F	1012
Parkes (NSW)	Employed (part-time)	M	364
Parkes Region		F	11
Parkes Region		M	20
Parkes Region	Employed (away from work)	F	24
Parkes Region	Employed (away from work)	M	32
Parkes Region	Employed (full-time)	F	249
Parkes Region	Employed (full-time)	M	761
Parkes Region	Employed (part-time)	F	207
Parkes Region	Employed (part-time)	M	122
West Wyalong		F	31
West Wyalong		M	51
West Wyalong	Employed (away from work)	F	49
West Wyalong	Employed (away from work)	M	37
West Wyalong	Employed (full-time)	F	514
West Wyalong	Employed (full-time)	M	1147
West Wyalong	Employed (part-time)	F	519
West Wyalong	Employed (part-time)	M	235
Lithgow		F	49
Lithgow		M	48
Lithgow	Employed (away from work)	F	143
Lithgow	Employed (away from work)	M	69
Lithgow	Employed (full-time)	F	1160
Lithgow	Employed (full-time)	M	1649
Lithgow	Employed (part-time)	F	1401
Lithgow	Employed (part-time)	M	497
Lithgow Region		F	17
Lithgow Region		M	40
Lithgow Region	Employed (away from work)	F	27
Lithgow Region	Employed (away from work)	M	63
Lithgow Region	Employed (full-time)	F	303
Lithgow Region	Employed (full-time)	M	1434
Lithgow Region	Employed (part-time)	F	358
Lithgow Region	Employed (part-time)	M	193
Mudgee		F	39
Mudgee		M	49
Mudgee	Employed (away from work)	F	127
Mudgee	Employed (away from work)	M	54
Mudgee	Employed (full-time)	F	1236
Mudgee	Employed (full-time)	M	1723
Mudgee	Employed (part-time)	F	1534
Mudgee	Employed (part-time)	M	478
Mudgee Region - East		F	5
Mudgee Region - East		M	6
Mudgee Region - East	Employed (away from work)	F	19
Mudgee Region - East	Employed (away from work)	M	17
Mudgee Region - East	Employed (full-time)	F	157
Mudgee Region - East	Employed (full-time)	M	305
Mudgee Region - East	Employed (part-time)	F	249
Mudgee Region - East	Employed (part-time)	M	105
Mudgee Region - West		F	45
Mudgee Region - West		M	50
Mudgee Region - West	Employed (away from work)	F	54
Mudgee Region - West	Employed (away from work)	M	99
Mudgee Region - West	Employed (full-time)	F	460
Mudgee Region - West	Employed (full-time)	M	2167
Mudgee Region - West	Employed (part-time)	F	604
Mudgee Region - West	Employed (part-time)	M	326
Blayney		F	24
Blayney		M	46
Blayney	Employed (away from work)	F	61
Blayney	Employed (away from work)	M	69
Blayney	Employed (full-time)	F	476
Blayney	Employed (full-time)	M	1505
Blayney	Employed (part-time)	F	532
Blayney	Employed (part-time)	M	221
Orange		F	113
Orange		M	132
Orange	Employed (away from work)	F	377
Orange	Employed (away from work)	M	193
Orange	Employed (full-time)	F	4333
Orange	Employed (full-time)	M	5114
Orange	Employed (part-time)	F	3712
Orange	Employed (part-time)	M	1230
Orange - North		F	27
Orange - North		M	30
Orange - North	Employed (away from work)	F	55
Orange - North	Employed (away from work)	M	62
Orange - North	Employed (full-time)	F	649
Orange - North	Employed (full-time)	M	1537
Orange - North	Employed (part-time)	F	642
Orange - North	Employed (part-time)	M	342
Orange Region		F	34
Orange Region		M	45
Orange Region	Employed (away from work)	F	53
Orange Region	Employed (away from work)	M	86
Orange Region	Employed (full-time)	F	605
Orange Region	Employed (full-time)	M	1807
Orange Region	Employed (part-time)	F	630
Orange Region	Employed (part-time)	M	346
Grafton		F	73
Grafton		M	94
Grafton	Employed (away from work)	F	225
Grafton	Employed (away from work)	M	152
Grafton	Employed (full-time)	F	2099
Grafton	Employed (full-time)	M	3287
Grafton	Employed (part-time)	F	2414
Grafton	Employed (part-time)	M	1081
Grafton Region		F	33
Grafton Region		M	37
Grafton Region	Employed (away from work)	F	28
Grafton Region	Employed (away from work)	M	29
Grafton Region	Employed (full-time)	F	291
Grafton Region	Employed (full-time)	M	768
Grafton Region	Employed (part-time)	F	430
Grafton Region	Employed (part-time)	M	323
Maclean - Yamba - Iluka		F	49
Maclean - Yamba - Iluka		M	62
Maclean - Yamba - Iluka	Employed (away from work)	F	114
Maclean - Yamba - Iluka	Employed (away from work)	M	83
Maclean - Yamba - Iluka	Employed (full-time)	F	919
Maclean - Yamba - Iluka	Employed (full-time)	M	1439
Maclean - Yamba - Iluka	Employed (part-time)	F	1474
Maclean - Yamba - Iluka	Employed (part-time)	M	702
Bellingen		F	20
Bellingen		M	15
Bellingen	Employed (away from work)	F	33
Bellingen	Employed (away from work)	M	21
Bellingen	Employed (full-time)	F	326
Bellingen	Employed (full-time)	M	438
Bellingen	Employed (part-time)	F	545
Bellingen	Employed (part-time)	M	302
Coffs Harbour - North		F	69
Coffs Harbour - North		M	60
Coffs Harbour - North	Employed (away from work)	F	164
Coffs Harbour - North	Employed (away from work)	M	85
Coffs Harbour - North	Employed (full-time)	F	1244
Coffs Harbour - North	Employed (full-time)	M	1965
Coffs Harbour - North	Employed (part-time)	F	1918
Coffs Harbour - North	Employed (part-time)	M	872
Coffs Harbour - South		F	94
Coffs Harbour - South		M	109
Coffs Harbour - South	Employed (away from work)	F	302
Coffs Harbour - South	Employed (away from work)	M	170
Coffs Harbour - South	Employed (full-time)	F	3449
Coffs Harbour - South	Employed (full-time)	M	4274
Coffs Harbour - South	Employed (part-time)	F	3326
Coffs Harbour - South	Employed (part-time)	M	1394
Coramba - Nana Glen - Bucca		F	10
Coramba - Nana Glen - Bucca		M	9
Coramba - Nana Glen - Bucca	Employed (away from work)	F	6
Coramba - Nana Glen - Bucca	Employed (away from work)	M	9
Coramba - Nana Glen - Bucca	Employed (full-time)	F	81
Coramba - Nana Glen - Bucca	Employed (full-time)	M	204
Coramba - Nana Glen - Bucca	Employed (part-time)	F	142
Coramba - Nana Glen - Bucca	Employed (part-time)	M	104
Dorrigo		F	14
Dorrigo		M	17
Dorrigo	Employed (away from work)	F	22
Dorrigo	Employed (away from work)	M	24
Dorrigo	Employed (full-time)	F	152
Dorrigo	Employed (full-time)	M	303
Dorrigo	Employed (part-time)	F	283
Dorrigo	Employed (part-time)	M	145
Korora - Emerald Beach		F	8
