SA2_NAME16	Occupation	PublicSector	LevelOfGovt	workers
Buddina - Minyama	Professionals	0		324
Buddina - Minyama	Professionals	0		3
Buddina - Minyama	Professionals	1	State territory	56
Buddina - Minyama	Sales workers	0		818
Buddina - Minyama	Sales workers	0		10
Buddina - Minyama	Sales workers	1	National	11
Buddina - Minyama	Technicians and trades workers			3
Buddina - Minyama	Technicians and trades workers	0		326
Buddina - Minyama	Technicians and trades workers	0		5
Caloundra - Kings Beach				29
Caloundra - Kings Beach		0		40
Caloundra - Kings Beach		0		16
Caloundra - Kings Beach		1	Local	3
Caloundra - Kings Beach		1	State territory	3
Caloundra - Kings Beach	Clerical and administrative workers			3
Caloundra - Kings Beach	Clerical and administrative workers	0		601
Caloundra - Kings Beach	Clerical and administrative workers	0		9
Caloundra - Kings Beach	Clerical and administrative workers	1	Local	167
Caloundra - Kings Beach	Clerical and administrative workers	1	National	50
Caloundra - Kings Beach	Clerical and administrative workers	1	State territory	91
Caloundra - Kings Beach	Community and personal service workers			7
Caloundra - Kings Beach	Community and personal service workers	0		895
Caloundra - Kings Beach	Community and personal service workers	0		21
Caloundra - Kings Beach	Community and personal service workers	1	Local	10
Caloundra - Kings Beach	Community and personal service workers	1	National	3
Caloundra - Kings Beach	Community and personal service workers	1	State territory	186
Caloundra - Kings Beach	Labourers			5
Caloundra - Kings Beach	Labourers	0		529
Caloundra - Kings Beach	Labourers	0		9
Caloundra - Kings Beach	Labourers	1	Local	24
Caloundra - Kings Beach	Labourers	1	State territory	33
Caloundra - Kings Beach	Machinery operators and drivers	0		154
Caloundra - Kings Beach	Machinery operators and drivers	0		8
Caloundra - Kings Beach	Machinery operators and drivers	1	Local	7
Caloundra - Kings Beach	Machinery operators and drivers	1	State territory	3
Caloundra - Kings Beach	Managers			6
Caloundra - Kings Beach	Managers	0		533
Caloundra - Kings Beach	Managers	0		11
Caloundra - Kings Beach	Managers	1	Local	48
Caloundra - Kings Beach	Managers	1	National	8
Caloundra - Kings Beach	Managers	1	State territory	31
Caloundra - Kings Beach	Professionals	0		733
Caloundra - Kings Beach	Professionals	0		11
Caloundra - Kings Beach	Professionals	1	Local	102
Caloundra - Kings Beach	Professionals	1	National	18
Caloundra - Kings Beach	Professionals	1	State territory	374
Caloundra - Kings Beach	Sales workers			9
Caloundra - Kings Beach	Sales workers	0		968
Caloundra - Kings Beach	Sales workers	0		15
Caloundra - Kings Beach	Sales workers	1	Local	3
Caloundra - Kings Beach	Sales workers	1	National	9
Caloundra - Kings Beach	Sales workers	1	State territory	11
Caloundra - Kings Beach	Technicians and trades workers			6
Caloundra - Kings Beach	Technicians and trades workers	0		581
Caloundra - Kings Beach	Technicians and trades workers	0		15
Caloundra - Kings Beach	Technicians and trades workers	1	Local	63
Caloundra - Kings Beach	Technicians and trades workers	1	State territory	11
Caloundra - West				40
Caloundra - West		0		36
Caloundra - West		0		16
Caloundra - West		1	Local	3
Caloundra - West	Clerical and administrative workers			10
Caloundra - West	Clerical and administrative workers	0		503
Caloundra - West	Clerical and administrative workers	0		5
Caloundra - West	Clerical and administrative workers	1	Local	38
Caloundra - West	Clerical and administrative workers	1	National	26
Caloundra - West	Clerical and administrative workers	1	State territory	11
Caloundra - West	Community and personal service workers			5
Caloundra - West	Community and personal service workers	0		517
Caloundra - West	Community and personal service workers	0		4
Caloundra - West	Community and personal service workers	1	Local	3
Caloundra - West	Community and personal service workers	1	National	3
Caloundra - West	Community and personal service workers	1	State territory	75
Caloundra - West	Labourers			4
Caloundra - West	Labourers	0		451
Caloundra - West	Labourers	0		6
Caloundra - West	Labourers	1	Local	28
Caloundra - West	Labourers	1	State territory	20
Caloundra - West	Machinery operators and drivers	0		330
Caloundra - West	Machinery operators and drivers	0		3
Caloundra - West	Machinery operators and drivers	1	Local	3
Caloundra - West	Machinery operators and drivers	1	State territory	10
Caloundra - West	Managers	0		488
Caloundra - West	Managers	0		3
Caloundra - West	Managers	1	Local	6
Caloundra - West	Managers	1	State territory	13
Caloundra - West	Professionals	0		540
Caloundra - West	Professionals	0		6
Caloundra - West	Professionals	1	Local	15
Caloundra - West	Professionals	1	National	6
Caloundra - West	Professionals	1	State territory	185
Caloundra - West	Sales workers	0		444
Caloundra - West	Sales workers	0		5
Caloundra - West	Technicians and trades workers			4
Caloundra - West	Technicians and trades workers	0		892
Caloundra - West	Technicians and trades workers	0		12
Caloundra - West	Technicians and trades workers	1	Local	28
Caloundra - West	Technicians and trades workers	1	State territory	5
Golden Beach - Pelican Waters				14
Golden Beach - Pelican Waters		0		24
Golden Beach - Pelican Waters		0		4
Golden Beach - Pelican Waters	Clerical and administrative workers	0		227
Golden Beach - Pelican Waters	Clerical and administrative workers	0		5
Golden Beach - Pelican Waters	Clerical and administrative workers	1	Local	3
Golden Beach - Pelican Waters	Clerical and administrative workers	1	National	3
Golden Beach - Pelican Waters	Clerical and administrative workers	1	State territory	8
Golden Beach - Pelican Waters	Community and personal service workers	0		298
Golden Beach - Pelican Waters	Community and personal service workers	0		3
Golden Beach - Pelican Waters	Community and personal service workers	1	State territory	14
Golden Beach - Pelican Waters	Labourers			3
Golden Beach - Pelican Waters	Labourers	0		200
Golden Beach - Pelican Waters	Labourers	0		8
Golden Beach - Pelican Waters	Labourers	1	State territory	8
Golden Beach - Pelican Waters	Machinery operators and drivers			3
Golden Beach - Pelican Waters	Machinery operators and drivers	0		44
Golden Beach - Pelican Waters	Machinery operators and drivers	0		4
Golden Beach - Pelican Waters	Managers	0		203
Golden Beach - Pelican Waters	Managers	1	State territory	3
Golden Beach - Pelican Waters	Professionals	0		276
Golden Beach - Pelican Waters	Professionals	0		3
Golden Beach - Pelican Waters	Professionals	1	State territory	60
Golden Beach - Pelican Waters	Sales workers	0		201
Golden Beach - Pelican Waters	Sales workers	0		3
Golden Beach - Pelican Waters	Technicians and trades workers			3
Golden Beach - Pelican Waters	Technicians and trades workers	0		246
Golden Beach - Pelican Waters	Technicians and trades workers	0		9
Moffat Beach - Battery Hill				7
Moffat Beach - Battery Hill		0		16
Moffat Beach - Battery Hill	Clerical and administrative workers	0		204
Moffat Beach - Battery Hill	Clerical and administrative workers	1	State territory	3
Moffat Beach - Battery Hill	Community and personal service workers			3
Moffat Beach - Battery Hill	Community and personal service workers	0		274
Moffat Beach - Battery Hill	Community and personal service workers	0		8
Moffat Beach - Battery Hill	Community and personal service workers	1	State territory	34
Moffat Beach - Battery Hill	Labourers	0		166
Moffat Beach - Battery Hill	Labourers	1	State territory	5
Moffat Beach - Battery Hill	Machinery operators and drivers	0		58
Moffat Beach - Battery Hill	Managers			3
Moffat Beach - Battery Hill	Managers	0		206
Moffat Beach - Battery Hill	Managers	0		3
Moffat Beach - Battery Hill	Managers	1	State territory	6
Moffat Beach - Battery Hill	Professionals			4
Moffat Beach - Battery Hill	Professionals	0		255
Moffat Beach - Battery Hill	Professionals	0		3
Moffat Beach - Battery Hill	Professionals	1	National	3
Moffat Beach - Battery Hill	Professionals	1	State territory	79
Moffat Beach - Battery Hill	Sales workers	0		93
Moffat Beach - Battery Hill	Sales workers	0		3
Moffat Beach - Battery Hill	Technicians and trades workers	0		289
Moffat Beach - Battery Hill	Technicians and trades workers	0		5
Parrearra - Warana				19
Parrearra - Warana		0		34
Parrearra - Warana		0		12
Parrearra - Warana	Clerical and administrative workers			3
Parrearra - Warana	Clerical and administrative workers	0		665
Parrearra - Warana	Clerical and administrative workers	0		7
Parrearra - Warana	Clerical and administrative workers	1	State territory	27
Parrearra - Warana	Community and personal service workers			3
Parrearra - Warana	Community and personal service workers	0		347
Parrearra - Warana	Community and personal service workers	0		8
Parrearra - Warana	Community and personal service workers	1	National	3
Parrearra - Warana	Community and personal service workers	1	State territory	101
Parrearra - Warana	Labourers			4
Parrearra - Warana	Labourers	0		422
Parrearra - Warana	Labourers	0		5
Parrearra - Warana	Labourers	1	State territory	7
Parrearra - Warana	Machinery operators and drivers	0		324
Parrearra - Warana	Machinery operators and drivers	0		6
Parrearra - Warana	Managers			3
Parrearra - Warana	Managers	0		632
Parrearra - Warana	Managers	0		9
Parrearra - Warana	Managers	1	Local	3
Parrearra - Warana	Managers	1	State territory	13
Parrearra - Warana	Professionals	0		461
Parrearra - Warana	Professionals	0		7
Parrearra - Warana	Professionals	1	Local	3
Parrearra - Warana	Professionals	1	State territory	102
Parrearra - Warana	Sales workers			3
Parrearra - Warana	Sales workers	0		535
Parrearra - Warana	Sales workers	0		4
Parrearra - Warana	Technicians and trades workers			4
Parrearra - Warana	Technicians and trades workers	0		1056
Parrearra - Warana	Technicians and trades workers	0		16
Parrearra - Warana	Technicians and trades workers	1	Local	3
Parrearra - Warana	Technicians and trades workers	1	State territory	6
Wurtulla - Birtinya				32
Wurtulla - Birtinya		0		44
Wurtulla - Birtinya		0		6
Wurtulla - Birtinya		1	State territory	3
Wurtulla - Birtinya	Clerical and administrative workers			3
Wurtulla - Birtinya	Clerical and administrative workers	0		950
Wurtulla - Birtinya	Clerical and administrative workers	0		21
Wurtulla - Birtinya	Clerical and administrative workers	1	National	9
Wurtulla - Birtinya	Clerical and administrative workers	1	State territory	55
Wurtulla - Birtinya	Community and personal service workers	0		412
Wurtulla - Birtinya	Community and personal service workers	0		6
Wurtulla - Birtinya	Community and personal service workers	1	National	4
Wurtulla - Birtinya	Community and personal service workers	1	State territory	10
Wurtulla - Birtinya	Labourers			4
Wurtulla - Birtinya	Labourers	0		273
Wurtulla - Birtinya	Labourers	0		4
Wurtulla - Birtinya	Labourers	1	State territory	3
Wurtulla - Birtinya	Machinery operators and drivers	0		98
Wurtulla - Birtinya	Machinery operators and drivers	0		3
Wurtulla - Birtinya	Managers			7
Wurtulla - Birtinya	Managers	0		470
Wurtulla - Birtinya	Managers	0		3
Wurtulla - Birtinya	Managers	1	Local	3
Wurtulla - Birtinya	Managers	1	National	3
Wurtulla - Birtinya	Managers	1	State territory	33
Wurtulla - Birtinya	Professionals			5
Wurtulla - Birtinya	Professionals	0		1102
Wurtulla - Birtinya	Professionals	0		18
Wurtulla - Birtinya	Professionals	1	National	16
Wurtulla - Birtinya	Professionals	1	State territory	65
Wurtulla - Birtinya	Sales workers	0		717
Wurtulla - Birtinya	Sales workers	0		9
Wurtulla - Birtinya	Technicians and trades workers			8
Wurtulla - Birtinya	Technicians and trades workers	0		505
Wurtulla - Birtinya	Technicians and trades workers	0		12
Wurtulla - Birtinya	Technicians and trades workers	1	State territory	3
Coolum Beach				12
Coolum Beach		0		22
Coolum Beach		0		9
Coolum Beach	Clerical and administrative workers	0		313
Coolum Beach	Clerical and administrative workers	1	National	6
Coolum Beach	Clerical and administrative workers	1	State territory	5
Coolum Beach	Community and personal service workers	0		550
Coolum Beach	Community and personal service workers	0		6
Coolum Beach	Community and personal service workers	1	State territory	67
Coolum Beach	Labourers			5
Coolum Beach	Labourers	0		340
Coolum Beach	Labourers	0		10
Coolum Beach	Labourers	1	Local	5
Coolum Beach	Labourers	1	State territory	13
Coolum Beach	Machinery operators and drivers	0		46
Coolum Beach	Machinery operators and drivers	0		3
Coolum Beach	Managers			3
Coolum Beach	Managers	0		332
Coolum Beach	Managers	0		8
Coolum Beach	Managers	1	State territory	13
Coolum Beach	Professionals	0		462
Coolum Beach	Professionals	0		5
Coolum Beach	Professionals	1	Local	3
Coolum Beach	Professionals	1	National	4
Coolum Beach	Professionals	1	State territory	101
Coolum Beach	Sales workers	0		396
Coolum Beach	Sales workers	0		10
Coolum Beach	Technicians and trades workers			5
Coolum Beach	Technicians and trades workers	0		446
Coolum Beach	Technicians and trades workers	0		11
Coolum Beach	Technicians and trades workers	1	Local	6
Coolum Beach	Technicians and trades workers	1	State territory	5
Marcoola - Mudjimba				18
Marcoola - Mudjimba		0		25
Marcoola - Mudjimba		0		7
Marcoola - Mudjimba		1	National	3
Marcoola - Mudjimba	Clerical and administrative workers	0		372
Marcoola - Mudjimba	Clerical and administrative workers	0		4
Marcoola - Mudjimba	Clerical and administrative workers	1	Local	11
Marcoola - Mudjimba	Clerical and administrative workers	1	State territory	4
Marcoola - Mudjimba	Community and personal service workers	0		449
Marcoola - Mudjimba	Community and personal service workers	0		5
Marcoola - Mudjimba	Community and personal service workers	1	National	16
Marcoola - Mudjimba	Community and personal service workers	1	State territory	34
Marcoola - Mudjimba	Labourers			3
Marcoola - Mudjimba	Labourers	0		415
Marcoola - Mudjimba	Labourers	0		4
Marcoola - Mudjimba	Labourers	1	State territory	6
Marcoola - Mudjimba	Machinery operators and drivers			4
Marcoola - Mudjimba	Machinery operators and drivers	0		250
Marcoola - Mudjimba	Machinery operators and drivers	0		5
Marcoola - Mudjimba	Machinery operators and drivers	1	State territory	61
Marcoola - Mudjimba	Managers	0		477
Marcoola - Mudjimba	Managers	1	National	3
Marcoola - Mudjimba	Managers	1	State territory	10
Marcoola - Mudjimba	Professionals	0		350
Marcoola - Mudjimba	Professionals	0		9
Marcoola - Mudjimba	Professionals	1	Local	4
Marcoola - Mudjimba	Professionals	1	National	3
Marcoola - Mudjimba	Professionals	1	State territory	48
Marcoola - Mudjimba	Sales workers	0		824
Marcoola - Mudjimba	Sales workers	0		12
Marcoola - Mudjimba	Sales workers	1	State territory	3
Marcoola - Mudjimba	Technicians and trades workers			5
Marcoola - Mudjimba	Technicians and trades workers	0		555
Marcoola - Mudjimba	Technicians and trades workers	0		9
Marcoola - Mudjimba	Technicians and trades workers	1	Local	3
Marcoola - Mudjimba	Technicians and trades workers	1	State territory	7
Maroochydore - Kuluin				92
Maroochydore - Kuluin		0		146
Maroochydore - Kuluin		0		37
Maroochydore - Kuluin		1	National	6
Maroochydore - Kuluin		1	State territory	18
Maroochydore - Kuluin	Clerical and administrative workers			11
Maroochydore - Kuluin	Clerical and administrative workers	0		2448
Maroochydore - Kuluin	Clerical and administrative workers	0		33
Maroochydore - Kuluin	Clerical and administrative workers	1	Local	67
Maroochydore - Kuluin	Clerical and administrative workers	1	National	132
Maroochydore - Kuluin	Clerical and administrative workers	1	State territory	351
Maroochydore - Kuluin	Community and personal service workers			6
Maroochydore - Kuluin	Community and personal service workers	0		1638
Maroochydore - Kuluin	Community and personal service workers	0		18
Maroochydore - Kuluin	Community and personal service workers	1	Local	3
Maroochydore - Kuluin	Community and personal service workers	1	National	8
Maroochydore - Kuluin	Community and personal service workers	1	State territory	282
Maroochydore - Kuluin	Labourers			21
Maroochydore - Kuluin	Labourers	0		1202
Maroochydore - Kuluin	Labourers	0		18
Maroochydore - Kuluin	Labourers	1	Local	15
Maroochydore - Kuluin	Labourers	1	State territory	23
Maroochydore - Kuluin	Machinery operators and drivers			3
Maroochydore - Kuluin	Machinery operators and drivers	0		367
Maroochydore - Kuluin	Machinery operators and drivers	0		5
Maroochydore - Kuluin	Machinery operators and drivers	1	Local	10
Maroochydore - Kuluin	Machinery operators and drivers	1	State territory	9
Maroochydore - Kuluin	Managers			6
Maroochydore - Kuluin	Managers	0		1726
Maroochydore - Kuluin	Managers	0		24
Maroochydore - Kuluin	Managers	1	Local	18
Maroochydore - Kuluin	Managers	1	National	16
Maroochydore - Kuluin	Managers	1	State territory	93
Maroochydore - Kuluin	Professionals			12
Maroochydore - Kuluin	Professionals	0		2378
Maroochydore - Kuluin	Professionals	0		17
Maroochydore - Kuluin	Professionals	1	Local	70
Maroochydore - Kuluin	Professionals	1	National	75
Maroochydore - Kuluin	Professionals	1	State territory	572
Maroochydore - Kuluin	Sales workers			10
Maroochydore - Kuluin	Sales workers	0		2620
Maroochydore - Kuluin	Sales workers	0		45
Maroochydore - Kuluin	Sales workers	1	National	3
Maroochydore - Kuluin	Sales workers	1	State territory	4
Maroochydore - Kuluin	Technicians and trades workers			13
Maroochydore - Kuluin	Technicians and trades workers	0		1828
Maroochydore - Kuluin	Technicians and trades workers	0		35
Maroochydore - Kuluin	Technicians and trades workers	1	Local	25
Maroochydore - Kuluin	Technicians and trades workers	1	National	3
Maroochydore - Kuluin	Technicians and trades workers	1	State territory	113
Mooloolaba - Alexandra Headland				25
Mooloolaba - Alexandra Headland		0		59
Mooloolaba - Alexandra Headland		0		9
Mooloolaba - Alexandra Headland		1	State territory	3
Mooloolaba - Alexandra Headland	Clerical and administrative workers	0		613
Mooloolaba - Alexandra Headland	Clerical and administrative workers	0		4
Mooloolaba - Alexandra Headland	Clerical and administrative workers	1	National	7
Mooloolaba - Alexandra Headland	Clerical and administrative workers	1	State territory	12
Mooloolaba - Alexandra Headland	Community and personal service workers			3
Mooloolaba - Alexandra Headland	Community and personal service workers	0		888
Mooloolaba - Alexandra Headland	Community and personal service workers	0		10
Mooloolaba - Alexandra Headland	Community and personal service workers	1	State territory	44
Mooloolaba - Alexandra Headland	Labourers			7
Mooloolaba - Alexandra Headland	Labourers	0		579
Mooloolaba - Alexandra Headland	Labourers	0		9
Mooloolaba - Alexandra Headland	Labourers	1	National	10
Mooloolaba - Alexandra Headland	Labourers	1	State territory	8
Mooloolaba - Alexandra Headland	Machinery operators and drivers			4
Mooloolaba - Alexandra Headland	Machinery operators and drivers	0		70
Mooloolaba - Alexandra Headland	Machinery operators and drivers	1	National	3
Mooloolaba - Alexandra Headland	Managers	0		719
Mooloolaba - Alexandra Headland	Managers	0		11
Mooloolaba - Alexandra Headland	Managers	1	National	3
Mooloolaba - Alexandra Headland	Managers	1	State territory	11
Mooloolaba - Alexandra Headland	Professionals			4
Mooloolaba - Alexandra Headland	Professionals	0		652
Mooloolaba - Alexandra Headland	Professionals	0		7
Mooloolaba - Alexandra Headland	Professionals	1	National	3
Mooloolaba - Alexandra Headland	Professionals	1	State territory	67
Mooloolaba - Alexandra Headland	Sales workers			4
Mooloolaba - Alexandra Headland	Sales workers	0		758
Mooloolaba - Alexandra Headland	Sales workers	0		6
Mooloolaba - Alexandra Headland	Sales workers	1	National	4
Mooloolaba - Alexandra Headland	Technicians and trades workers			6
Mooloolaba - Alexandra Headland	Technicians and trades workers	0		702
Mooloolaba - Alexandra Headland	Technicians and trades workers	0		10
Mooloolaba - Alexandra Headland	Technicians and trades workers	1	National	3
Mooloolaba - Alexandra Headland	Technicians and trades workers	1	State territory	3
Noosa Heads				25
Noosa Heads		0		38
Noosa Heads		0		8
Noosa Heads	Clerical and administrative workers			3
Noosa Heads	Clerical and administrative workers	0		450
Noosa Heads	Clerical and administrative workers	0		7
Noosa Heads	Clerical and administrative workers	1	National	8
Noosa Heads	Clerical and administrative workers	1	State territory	11
Noosa Heads	Community and personal service workers			3
Noosa Heads	Community and personal service workers	0		715
Noosa Heads	Community and personal service workers	0		15
Noosa Heads	Community and personal service workers	1	State territory	79
Noosa Heads	Labourers			3
Noosa Heads	Labourers	0		582
Noosa Heads	Labourers	0		3
Noosa Heads	Labourers	1	Local	3
Noosa Heads	Labourers	1	State territory	4
Noosa Heads	Machinery operators and drivers	0		43
Noosa Heads	Managers			3
Noosa Heads	Managers	0		573
Noosa Heads	Managers	0		4
Noosa Heads	Managers	1	National	4
Noosa Heads	Managers	1	State territory	4
Noosa Heads	Professionals			3
Noosa Heads	Professionals	0		503
Noosa Heads	Professionals	0		8
Noosa Heads	Professionals	1	National	3
Noosa Heads	Professionals	1	State territory	22
Noosa Heads	Sales workers			5
Noosa Heads	Sales workers	0		736
Noosa Heads	Sales workers	0		8
Noosa Heads	Sales workers	1	National	3
Noosa Heads	Technicians and trades workers	0		550
Noosa Heads	Technicians and trades workers	0		11
Noosa Heads	Technicians and trades workers	1	Local	3
Noosaville				36
Noosaville		0		72
Noosaville		0		19
Noosaville	Clerical and administrative workers			7
Noosaville	Clerical and administrative workers	0		832
Noosaville	Clerical and administrative workers	0		10
Noosaville	Clerical and administrative workers	1	Local	21
Noosaville	Clerical and administrative workers	1	National	42
Noosaville	Clerical and administrative workers	1	State territory	14
Noosaville	Community and personal service workers			6
Noosaville	Community and personal service workers	0		681
Noosaville	Community and personal service workers	0		6
Noosaville	Community and personal service workers	1	Local	15
Noosaville	Community and personal service workers	1	State territory	15
Noosaville	Labourers			5
Noosaville	Labourers	0		608
Noosaville	Labourers	0		14
Noosaville	Labourers	1	Local	11
Noosaville	Labourers	1	State territory	11
Noosaville	Machinery operators and drivers	0		287
Noosaville	Machinery operators and drivers	0		3
Noosaville	Machinery operators and drivers	1	Local	4
Noosaville	Machinery operators and drivers	1	State territory	3
Noosaville	Managers			6
Noosaville	Managers	0		976
Noosaville	Managers	0		12
Noosaville	Managers	1	Local	12
Noosaville	Managers	1	National	5
Noosaville	Managers	1	State territory	10
Noosaville	Professionals			3
Noosaville	Professionals	0		965
Noosaville	Professionals	0		9
Noosaville	Professionals	1	Local	11
Noosaville	Professionals	1	National	47
Noosaville	Professionals	1	State territory	76
Noosaville	Sales workers			3
Noosaville	Sales workers	0		1110
Noosaville	Sales workers	0		12
Noosaville	Sales workers	1	National	3
Noosaville	Technicians and trades workers			13
Noosaville	Technicians and trades workers	0		1082
Noosaville	Technicians and trades workers	0		19
Noosaville	Technicians and trades workers	1	Local	20
Noosaville	Technicians and trades workers	1	National	3
Noosaville	Technicians and trades workers	1	State territory	5
Sunshine Beach				11
Sunshine Beach		0		11
Sunshine Beach		0		8
Sunshine Beach	Clerical and administrative workers	0		126
Sunshine Beach	Clerical and administrative workers	1	Local	4
Sunshine Beach	Clerical and administrative workers	1	National	3
Sunshine Beach	Clerical and administrative workers	1	State territory	7
Sunshine Beach	Community and personal service workers	0		174
Sunshine Beach	Community and personal service workers	0		3
Sunshine Beach	Community and personal service workers	1	Local	6
Sunshine Beach	Community and personal service workers	1	State territory	28
Sunshine Beach	Labourers	0		92
Sunshine Beach	Labourers	0		3
Sunshine Beach	Labourers	1	State territory	13
Sunshine Beach	Machinery operators and drivers	0		9
Sunshine Beach	Managers	0		184
Sunshine Beach	Managers	0		3
Sunshine Beach	Managers	1	State territory	3
Sunshine Beach	Professionals			3
Sunshine Beach	Professionals	0		279
Sunshine Beach	Professionals	0		6
Sunshine Beach	Professionals	1	State territory	139
Sunshine Beach	Sales workers	0		118
Sunshine Beach	Technicians and trades workers	0		197
Sunshine Beach	Technicians and trades workers	0		3
Sunshine Beach	Technicians and trades workers	1	State territory	9
Tewantin				9
Tewantin		0		13
Tewantin	Clerical and administrative workers	0		217
Tewantin	Clerical and administrative workers	0		10
Tewantin	Clerical and administrative workers	1	Local	60
Tewantin	Clerical and administrative workers	1	National	3
Tewantin	Clerical and administrative workers	1	State territory	7
Tewantin	Community and personal service workers	0		450
Tewantin	Community and personal service workers	0		6
Tewantin	Community and personal service workers	1	Local	5
Tewantin	Community and personal service workers	1	State territory	40
Tewantin	Labourers	0		201
Tewantin	Labourers	0		7
Tewantin	Labourers	1	Local	10
Tewantin	Labourers	1	State territory	11
Tewantin	Machinery operators and drivers	0		47
Tewantin	Machinery operators and drivers	1	Local	3
Tewantin	Managers	0		199
Tewantin	Managers	1	Local	31
Tewantin	Managers	1	State territory	6
Tewantin	Professionals	0		309
Tewantin	Professionals	0		6
Tewantin	Professionals	1	Local	58
Tewantin	Professionals	1	State territory	52
Tewantin	Sales workers	0		247
Tewantin	Sales workers	0		4
Tewantin	Sales workers	1	National	4
Tewantin	Sales workers	1	State territory	9
Tewantin	Technicians and trades workers	0		232
Tewantin	Technicians and trades workers	1	Local	12
Peregian Beach - Marcus Beach				5
Peregian Beach - Marcus Beach		0		12
Peregian Beach - Marcus Beach		0		3
Peregian Beach - Marcus Beach	Clerical and administrative workers	0		90
Peregian Beach - Marcus Beach	Community and personal service workers	0		78
Peregian Beach - Marcus Beach	Labourers	0		41
Peregian Beach - Marcus Beach	Machinery operators and drivers	0		12
Peregian Beach - Marcus Beach	Managers	0		136
Peregian Beach - Marcus Beach	Managers	1	National	3
Peregian Beach - Marcus Beach	Managers	1	State territory	3
Peregian Beach - Marcus Beach	Professionals	0		170
Peregian Beach - Marcus Beach	Professionals	0		3
Peregian Beach - Marcus Beach	Sales workers	0		96
Peregian Beach - Marcus Beach	Technicians and trades workers	0		121
Peregian Springs				3
Peregian Springs		0		4
Peregian Springs	Clerical and administrative workers	0		107
Peregian Springs	Clerical and administrative workers	1	National	5
Peregian Springs	Clerical and administrative workers	1	State territory	8
Peregian Springs	Community and personal service workers			3
Peregian Springs	Community and personal service workers	0		201
Peregian Springs	Community and personal service workers	1	State territory	13
Peregian Springs	Labourers	0		118
Peregian Springs	Labourers	1	State territory	10
Peregian Springs	Machinery operators and drivers	0		22
Peregian Springs	Managers	0		106
Peregian Springs	Managers	1	State territory	4
Peregian Springs	Professionals	0		350
Peregian Springs	Professionals	0		8
Peregian Springs	Professionals	1	State territory	77
Peregian Springs	Sales workers			5
Peregian Springs	Sales workers	0		114
Peregian Springs	Technicians and trades workers			3
Peregian Springs	Technicians and trades workers	0		162
Beerwah				21
Beerwah		0		27
Beerwah		0		3
Beerwah	Clerical and administrative workers	0		271
Beerwah	Clerical and administrative workers	0		8
Beerwah	Clerical and administrative workers	1	Local	3
Beerwah	Clerical and administrative workers	1	National	3
Beerwah	Clerical and administrative workers	1	State territory	11
Beerwah	Community and personal service workers			3
Beerwah	Community and personal service workers	0		305
Beerwah	Community and personal service workers	0		3
Beerwah	Community and personal service workers	1	National	3
Beerwah	Community and personal service workers	1	State territory	64
Beerwah	Labourers			5
Beerwah	Labourers	0		405
Beerwah	Labourers	0		7
Beerwah	Labourers	1	State territory	19
Beerwah	Machinery operators and drivers			3
Beerwah	Machinery operators and drivers	0		203
Beerwah	Machinery operators and drivers	0		3
Beerwah	Managers	0		354
Beerwah	Managers	0		8
Beerwah	Managers	1	State territory	13
Beerwah	Professionals	0		320
Beerwah	Professionals	0		4
Beerwah	Professionals	1	Local	3
Beerwah	Professionals	1	State territory	132
Beerwah	Sales workers	0		322
Beerwah	Sales workers	0		10
Beerwah	Technicians and trades workers			6
Beerwah	Technicians and trades workers	0		468
Beerwah	Technicians and trades workers	0		15
Beerwah	Technicians and trades workers	1	Local	3
Beerwah	Technicians and trades workers	1	State territory	7
Caloundra Hinterland				13
Caloundra Hinterland		0		26
Caloundra Hinterland		0		3
Caloundra Hinterland	Clerical and administrative workers	0		235
Caloundra Hinterland	Clerical and administrative workers	0		3
Caloundra Hinterland	Clerical and administrative workers	1	National	7
Caloundra Hinterland	Clerical and administrative workers	1	State territory	15
Caloundra Hinterland	Community and personal service workers	0		313
Caloundra Hinterland	Community and personal service workers	0		3
Caloundra Hinterland	Community and personal service workers	1	National	3
Caloundra Hinterland	Community and personal service workers	1	State territory	47
Caloundra Hinterland	Labourers			3
Caloundra Hinterland	Labourers	0		280
Caloundra Hinterland	Labourers	1	State territory	14
Caloundra Hinterland	Machinery operators and drivers			3
Caloundra Hinterland	Machinery operators and drivers	0		72
Caloundra Hinterland	Machinery operators and drivers	1	Local	3
Caloundra Hinterland	Managers	0		406
Caloundra Hinterland	Managers	0		11
Caloundra Hinterland	Managers	1	State territory	12
Caloundra Hinterland	Professionals			7
Caloundra Hinterland	Professionals	0		368
Caloundra Hinterland	Professionals	0		3
Caloundra Hinterland	Professionals	1	Local	7
Caloundra Hinterland	Professionals	1	State territory	141
Caloundra Hinterland	Sales workers	0		273
Caloundra Hinterland	Sales workers	1	National	3
Caloundra Hinterland	Technicians and trades workers	0		353
Caloundra Hinterland	Technicians and trades workers	1	Local	4
Caloundra Hinterland	Technicians and trades workers	1	State territory	4
Glass House Mountains				14
Glass House Mountains		0		7
Glass House Mountains	Clerical and administrative workers	0		88
Glass House Mountains	Clerical and administrative workers	0		4
Glass House Mountains	Clerical and administrative workers	1	National	3
Glass House Mountains	Community and personal service workers			3
Glass House Mountains	Community and personal service workers	0		87
Glass House Mountains	Community and personal service workers	1	State territory	13
Glass House Mountains	Labourers			3
Glass House Mountains	Labourers	0		273
Glass House Mountains	Labourers	0		6
Glass House Mountains	Labourers	1	State territory	3
Glass House Mountains	Machinery operators and drivers	0		114
