SA2_NAME16	EmploymentStatus	Sex	workers
Queanbeyan West - Jerrabomberra	Contributing family workers	M	7
Queanbeyan West - Jerrabomberra	Employee	F	519
Queanbeyan West - Jerrabomberra	Employee	M	1054
Queanbeyan West - Jerrabomberra	Owner managers of incorporated enterprises	F	67
Queanbeyan West - Jerrabomberra	Owner managers of incorporated enterprises	M	239
Queanbeyan West - Jerrabomberra	Owner managers of unincorporated enterprises	F	85
Queanbeyan West - Jerrabomberra	Owner managers of unincorporated enterprises	M	121
Bombala		F	7
Bombala		M	10
Bombala	Contributing family workers	F	36
Bombala	Contributing family workers	M	47
Bombala	Employee	F	336
Bombala	Employee	M	373
Bombala	Owner managers of incorporated enterprises	F	31
Bombala	Owner managers of incorporated enterprises	M	41
Bombala	Owner managers of unincorporated enterprises	F	48
Bombala	Owner managers of unincorporated enterprises	M	94
Cooma		F	19
Cooma		M	15
Cooma	Contributing family workers	F	33
Cooma	Contributing family workers	M	32
Cooma	Employee	F	1592
Cooma	Employee	M	1245
Cooma	Owner managers of incorporated enterprises	F	80
Cooma	Owner managers of incorporated enterprises	M	125
Cooma	Owner managers of unincorporated enterprises	F	107
Cooma	Owner managers of unincorporated enterprises	M	178
Cooma Region		F	5
Cooma Region		M	14
Cooma Region	Contributing family workers	F	46
Cooma Region	Contributing family workers	M	65
Cooma Region	Employee	F	116
Cooma Region	Employee	M	165
Cooma Region	Owner managers of incorporated enterprises	F	32
Cooma Region	Owner managers of incorporated enterprises	M	47
Cooma Region	Owner managers of unincorporated enterprises	F	61
Cooma Region	Owner managers of unincorporated enterprises	M	134
Jindabyne - Berridale		F	19
Jindabyne - Berridale		M	26
Jindabyne - Berridale	Contributing family workers	F	60
Jindabyne - Berridale	Contributing family workers	M	60
Jindabyne - Berridale	Employee	F	1748
Jindabyne - Berridale	Employee	M	1905
Jindabyne - Berridale	Owner managers of incorporated enterprises	F	122
Jindabyne - Berridale	Owner managers of incorporated enterprises	M	182
Jindabyne - Berridale	Owner managers of unincorporated enterprises	F	177
Jindabyne - Berridale	Owner managers of unincorporated enterprises	M	235
Batemans Bay		F	34
Batemans Bay		M	24
Batemans Bay	Contributing family workers	F	31
Batemans Bay	Contributing family workers	M	28
Batemans Bay	Employee	F	1908
Batemans Bay	Employee	M	1510
Batemans Bay	Owner managers of incorporated enterprises	F	96
Batemans Bay	Owner managers of incorporated enterprises	M	192
Batemans Bay	Owner managers of unincorporated enterprises	F	139
Batemans Bay	Owner managers of unincorporated enterprises	M	227
Batemans Bay - South		F	8
Batemans Bay - South		M	11
Batemans Bay - South	Contributing family workers	F	17
Batemans Bay - South	Contributing family workers	M	8
Batemans Bay - South	Employee	F	533
Batemans Bay - South	Employee	M	245
Batemans Bay - South	Owner managers of incorporated enterprises	F	36
Batemans Bay - South	Owner managers of incorporated enterprises	M	63
Batemans Bay - South	Owner managers of unincorporated enterprises	F	83
Batemans Bay - South	Owner managers of unincorporated enterprises	M	140
Bega - Tathra		F	27
Bega - Tathra		M	31
Bega - Tathra	Contributing family workers	F	35
Bega - Tathra	Contributing family workers	M	31
Bega - Tathra	Employee	F	2391
Bega - Tathra	Employee	M	1967
Bega - Tathra	Owner managers of incorporated enterprises	F	95
Bega - Tathra	Owner managers of incorporated enterprises	M	166
Bega - Tathra	Owner managers of unincorporated enterprises	F	146
Bega - Tathra	Owner managers of unincorporated enterprises	M	213
Bega-Eden Hinterland		F	12
Bega-Eden Hinterland		M	18
Bega-Eden Hinterland	Contributing family workers	F	91
Bega-Eden Hinterland	Contributing family workers	M	73
Bega-Eden Hinterland	Employee	F	259
Bega-Eden Hinterland	Employee	M	357
Bega-Eden Hinterland	Owner managers of incorporated enterprises	F	29
Bega-Eden Hinterland	Owner managers of incorporated enterprises	M	97
Bega-Eden Hinterland	Owner managers of unincorporated enterprises	F	165
Bega-Eden Hinterland	Owner managers of unincorporated enterprises	M	303
Broulee - Tomakin		F	3
Broulee - Tomakin		M	5
Broulee - Tomakin	Contributing family workers	F	14
Broulee - Tomakin	Contributing family workers	M	6
Broulee - Tomakin	Employee	F	313
Broulee - Tomakin	Employee	M	205
Broulee - Tomakin	Owner managers of incorporated enterprises	F	21
Broulee - Tomakin	Owner managers of incorporated enterprises	M	28
Broulee - Tomakin	Owner managers of unincorporated enterprises	F	29
Broulee - Tomakin	Owner managers of unincorporated enterprises	M	83
Eden		F	7
Eden		M	25
Eden	Contributing family workers	F	14
Eden	Contributing family workers	M	14
Eden	Employee	F	537
Eden	Employee	M	537
Eden	Owner managers of incorporated enterprises	F	23
Eden	Owner managers of incorporated enterprises	M	65
Eden	Owner managers of unincorporated enterprises	F	41
Eden	Owner managers of unincorporated enterprises	M	56
Eurobodalla Hinterland		F	6
Eurobodalla Hinterland		M	9
Eurobodalla Hinterland	Contributing family workers	F	33
Eurobodalla Hinterland	Contributing family workers	M	19
Eurobodalla Hinterland	Employee	F	216
Eurobodalla Hinterland	Employee	M	209
Eurobodalla Hinterland	Owner managers of incorporated enterprises	F	26
Eurobodalla Hinterland	Owner managers of incorporated enterprises	M	48
Eurobodalla Hinterland	Owner managers of unincorporated enterprises	F	77
Eurobodalla Hinterland	Owner managers of unincorporated enterprises	M	100
Merimbula - Tura Beach		F	29
Merimbula - Tura Beach		M	34
Merimbula - Tura Beach	Contributing family workers	F	36
Merimbula - Tura Beach	Contributing family workers	M	33
Merimbula - Tura Beach	Employee	F	1564
Merimbula - Tura Beach	Employee	M	1052
Merimbula - Tura Beach	Owner managers of incorporated enterprises	F	128
Merimbula - Tura Beach	Owner managers of incorporated enterprises	M	236
Merimbula - Tura Beach	Owner managers of unincorporated enterprises	F	194
Merimbula - Tura Beach	Owner managers of unincorporated enterprises	M	267
Moruya - Tuross Head		F	17
Moruya - Tuross Head		M	25
Moruya - Tuross Head	Contributing family workers	F	35
Moruya - Tuross Head	Contributing family workers	M	24
Moruya - Tuross Head	Employee	F	1498
Moruya - Tuross Head	Employee	M	1195
Moruya - Tuross Head	Owner managers of incorporated enterprises	F	61
Moruya - Tuross Head	Owner managers of incorporated enterprises	M	119
Moruya - Tuross Head	Owner managers of unincorporated enterprises	F	124
Moruya - Tuross Head	Owner managers of unincorporated enterprises	M	234
Narooma - Bermagui		F	24
Narooma - Bermagui		M	20
Narooma - Bermagui	Contributing family workers	F	59
Narooma - Bermagui	Contributing family workers	M	35
Narooma - Bermagui	Employee	F	989
Narooma - Bermagui	Employee	M	700
Narooma - Bermagui	Owner managers of incorporated enterprises	F	65
Narooma - Bermagui	Owner managers of incorporated enterprises	M	140
Narooma - Bermagui	Owner managers of unincorporated enterprises	F	180
Narooma - Bermagui	Owner managers of unincorporated enterprises	M	268
Goulburn		F	52
Goulburn		M	54
Goulburn	Contributing family workers	F	58
Goulburn	Contributing family workers	M	36
Goulburn	Employee	F	4795
Goulburn	Employee	M	3909
Goulburn	Owner managers of incorporated enterprises	F	130
Goulburn	Owner managers of incorporated enterprises	M	323
Goulburn	Owner managers of unincorporated enterprises	F	221
Goulburn	Owner managers of unincorporated enterprises	M	381
Goulburn Region		F	25
Goulburn Region		M	36
Goulburn Region	Contributing family workers	F	164
Goulburn Region	Contributing family workers	M	245
Goulburn Region	Employee	F	865
Goulburn Region	Employee	M	1120
Goulburn Region	Owner managers of incorporated enterprises	F	87
Goulburn Region	Owner managers of incorporated enterprises	M	195
Goulburn Region	Owner managers of unincorporated enterprises	F	212
Goulburn Region	Owner managers of unincorporated enterprises	M	467
Yass		F	22
Yass		M	15
Yass	Contributing family workers	F	44
Yass	Contributing family workers	M	27
Yass	Employee	F	1047
Yass	Employee	M	724
Yass	Owner managers of incorporated enterprises	F	45
Yass	Owner managers of incorporated enterprises	M	103
Yass	Owner managers of unincorporated enterprises	F	97
Yass	Owner managers of unincorporated enterprises	M	115
Yass Region		F	13
Yass Region		M	22
Yass Region	Contributing family workers	F	148
Yass Region	Contributing family workers	M	161
Yass Region	Employee	F	525
Yass Region	Employee	M	618
Yass Region	Owner managers of incorporated enterprises	F	88
Yass Region	Owner managers of incorporated enterprises	M	173
Yass Region	Owner managers of unincorporated enterprises	F	216
Yass Region	Owner managers of unincorporated enterprises	M	322
Young		F	29
Young		M	34
Young	Contributing family workers	F	82
Young	Contributing family workers	M	74
Young	Employee	F	1889
Young	Employee	M	1563
Young	Owner managers of incorporated enterprises	F	95
Young	Owner managers of incorporated enterprises	M	200
Young	Owner managers of unincorporated enterprises	F	158
Young	Owner managers of unincorporated enterprises	M	253
Young Region		F	16
Young Region		M	29
Young Region	Contributing family workers	F	114
Young Region	Contributing family workers	M	143
Young Region	Employee	F	679
Young Region	Employee	M	769
Young Region	Owner managers of incorporated enterprises	F	56
Young Region	Owner managers of incorporated enterprises	M	120
Young Region	Owner managers of unincorporated enterprises	F	160
Young Region	Owner managers of unincorporated enterprises	M	312
Avoca Beach - Copacabana		F	9
Avoca Beach - Copacabana		M	8
Avoca Beach - Copacabana	Contributing family workers	F	33
Avoca Beach - Copacabana	Contributing family workers	M	11
Avoca Beach - Copacabana	Employee	F	336
Avoca Beach - Copacabana	Employee	M	233
Avoca Beach - Copacabana	Owner managers of incorporated enterprises	F	55
Avoca Beach - Copacabana	Owner managers of incorporated enterprises	M	121
Avoca Beach - Copacabana	Owner managers of unincorporated enterprises	F	134
Avoca Beach - Copacabana	Owner managers of unincorporated enterprises	M	143
Box Head - MacMasters Beach		F	8
Box Head - MacMasters Beach		M	15
Box Head - MacMasters Beach	Contributing family workers	F	37
Box Head - MacMasters Beach	Contributing family workers	M	23
Box Head - MacMasters Beach	Employee	F	396
Box Head - MacMasters Beach	Employee	M	294
Box Head - MacMasters Beach	Owner managers of incorporated enterprises	F	85
Box Head - MacMasters Beach	Owner managers of incorporated enterprises	M	139
Box Head - MacMasters Beach	Owner managers of unincorporated enterprises	F	127
Box Head - MacMasters Beach	Owner managers of unincorporated enterprises	M	216
Calga - Kulnura		F	10
Calga - Kulnura		M	31
Calga - Kulnura	Contributing family workers	F	53
Calga - Kulnura	Contributing family workers	M	50
Calga - Kulnura	Employee	F	1208
Calga - Kulnura	Employee	M	3130
Calga - Kulnura	Owner managers of incorporated enterprises	F	107
Calga - Kulnura	Owner managers of incorporated enterprises	M	264
Calga - Kulnura	Owner managers of unincorporated enterprises	F	118
Calga - Kulnura	Owner managers of unincorporated enterprises	M	260
Erina - Green Point		F	49
Erina - Green Point		M	46
Erina - Green Point	Contributing family workers	F	55
Erina - Green Point	Contributing family workers	M	41
Erina - Green Point	Employee	F	5166
Erina - Green Point	Employee	M	2815
Erina - Green Point	Owner managers of incorporated enterprises	F	250
Erina - Green Point	Owner managers of incorporated enterprises	M	440
Erina - Green Point	Owner managers of unincorporated enterprises	F	292
Erina - Green Point	Owner managers of unincorporated enterprises	M	297
Gosford - Springfield		F	84
Gosford - Springfield		M	86
Gosford - Springfield	Contributing family workers	F	72
Gosford - Springfield	Contributing family workers	M	66
Gosford - Springfield	Employee	F	9941
Gosford - Springfield	Employee	M	6708
Gosford - Springfield	Owner managers of incorporated enterprises	F	291
Gosford - Springfield	Owner managers of incorporated enterprises	M	698
Gosford - Springfield	Owner managers of unincorporated enterprises	F	350
Gosford - Springfield	Owner managers of unincorporated enterprises	M	545
Kariong		F	8
Kariong		M	8
Kariong	Contributing family workers	F	5
Kariong	Employee	F	601
Kariong	Employee	M	500
Kariong	Owner managers of incorporated enterprises	F	29
Kariong	Owner managers of incorporated enterprises	M	42
Kariong	Owner managers of unincorporated enterprises	F	46
Kariong	Owner managers of unincorporated enterprises	M	66
Kincumber - Picketts Valley		F	17
Kincumber - Picketts Valley		M	9
Kincumber - Picketts Valley	Contributing family workers	F	27
Kincumber - Picketts Valley	Contributing family workers	M	9
Kincumber - Picketts Valley	Employee	F	969
Kincumber - Picketts Valley	Employee	M	779
Kincumber - Picketts Valley	Owner managers of incorporated enterprises	F	58
Kincumber - Picketts Valley	Owner managers of incorporated enterprises	M	102
Kincumber - Picketts Valley	Owner managers of unincorporated enterprises	F	82
Kincumber - Picketts Valley	Owner managers of unincorporated enterprises	M	118
Narara		F	3
Narara		M	3
Narara	Contributing family workers	F	7
Narara	Contributing family workers	M	9
Narara	Employee	F	368
Narara	Employee	M	188
Narara	Owner managers of incorporated enterprises	F	24
Narara	Owner managers of incorporated enterprises	M	36
Narara	Owner managers of unincorporated enterprises	F	52
Narara	Owner managers of unincorporated enterprises	M	49
Niagara Park - Lisarow		F	10
Niagara Park - Lisarow		M	12
Niagara Park - Lisarow	Contributing family workers	F	6
Niagara Park - Lisarow	Contributing family workers	M	25
Niagara Park - Lisarow	Employee	F	1168
Niagara Park - Lisarow	Employee	M	1155
Niagara Park - Lisarow	Owner managers of incorporated enterprises	F	37
Niagara Park - Lisarow	Owner managers of incorporated enterprises	M	90
Niagara Park - Lisarow	Owner managers of unincorporated enterprises	F	76
Niagara Park - Lisarow	Owner managers of unincorporated enterprises	M	92
Point Clare - Koolewong		F	3
Point Clare - Koolewong	Contributing family workers	F	11
Point Clare - Koolewong	Contributing family workers	M	8
Point Clare - Koolewong	Employee	F	388
Point Clare - Koolewong	Employee	M	225
Point Clare - Koolewong	Owner managers of incorporated enterprises	F	23
Point Clare - Koolewong	Owner managers of incorporated enterprises	M	59
Point Clare - Koolewong	Owner managers of unincorporated enterprises	F	61
Point Clare - Koolewong	Owner managers of unincorporated enterprises	M	66
Saratoga - Davistown		F	7
Saratoga - Davistown		M	8
Saratoga - Davistown	Contributing family workers	F	13
Saratoga - Davistown	Contributing family workers	M	8
Saratoga - Davistown	Employee	F	210
Saratoga - Davistown	Employee	M	160
Saratoga - Davistown	Owner managers of incorporated enterprises	F	39
Saratoga - Davistown	Owner managers of incorporated enterprises	M	79
Saratoga - Davistown	Owner managers of unincorporated enterprises	F	72
Saratoga - Davistown	Owner managers of unincorporated enterprises	M	106
Terrigal - North Avoca		F	14
Terrigal - North Avoca		M	18
Terrigal - North Avoca	Contributing family workers	F	48
Terrigal - North Avoca	Contributing family workers	M	20
Terrigal - North Avoca	Employee	F	1148
Terrigal - North Avoca	Employee	M	790
Terrigal - North Avoca	Owner managers of incorporated enterprises	F	140
Terrigal - North Avoca	Owner managers of incorporated enterprises	M	228
Terrigal - North Avoca	Owner managers of unincorporated enterprises	F	206
Terrigal - North Avoca	Owner managers of unincorporated enterprises	M	250
Umina - Booker Bay - Patonga		F	42
Umina - Booker Bay - Patonga		M	29
Umina - Booker Bay - Patonga	Contributing family workers	F	53
Umina - Booker Bay - Patonga	Contributing family workers	M	46
Umina - Booker Bay - Patonga	Employee	F	1710
Umina - Booker Bay - Patonga	Employee	M	892
Umina - Booker Bay - Patonga	Owner managers of incorporated enterprises	F	105
Umina - Booker Bay - Patonga	Owner managers of incorporated enterprises	M	223
Umina - Booker Bay - Patonga	Owner managers of unincorporated enterprises	F	279
Umina - Booker Bay - Patonga	Owner managers of unincorporated enterprises	M	304
Wamberal - Forresters Beach		F	10
Wamberal - Forresters Beach		M	10
Wamberal - Forresters Beach	Contributing family workers	F	27
Wamberal - Forresters Beach	Contributing family workers	M	17
Wamberal - Forresters Beach	Employee	F	609
Wamberal - Forresters Beach	Employee	M	347
Wamberal - Forresters Beach	Owner managers of incorporated enterprises	F	73
Wamberal - Forresters Beach	Owner managers of incorporated enterprises	M	127
Wamberal - Forresters Beach	Owner managers of unincorporated enterprises	F	124
Wamberal - Forresters Beach	Owner managers of unincorporated enterprises	M	170
Woy Woy - Blackwall		F	20
Woy Woy - Blackwall		M	21
Woy Woy - Blackwall	Contributing family workers	F	24
Woy Woy - Blackwall	Contributing family workers	M	22
Woy Woy - Blackwall	Employee	F	2126
Woy Woy - Blackwall	Employee	M	1073
Woy Woy - Blackwall	Owner managers of incorporated enterprises	F	88
Woy Woy - Blackwall	Owner managers of incorporated enterprises	M	136
Woy Woy - Blackwall	Owner managers of unincorporated enterprises	F	144
Woy Woy - Blackwall	Owner managers of unincorporated enterprises	M	174
Wyoming		F	11
Wyoming		M	12
Wyoming	Contributing family workers	F	19
Wyoming	Contributing family workers	M	12
Wyoming	Employee	F	1366
Wyoming	Employee	M	743
Wyoming	Owner managers of incorporated enterprises	F	48
Wyoming	Owner managers of incorporated enterprises	M	66
Wyoming	Owner managers of unincorporated enterprises	F	118
Wyoming	Owner managers of unincorporated enterprises	M	122
Bateau Bay - Killarney Vale		F	25
Bateau Bay - Killarney Vale		M	26
Bateau Bay - Killarney Vale	Contributing family workers	F	29
Bateau Bay - Killarney Vale	Contributing family workers	M	20
Bateau Bay - Killarney Vale	Employee	F	2106
Bateau Bay - Killarney Vale	Employee	M	1114
Bateau Bay - Killarney Vale	Owner managers of incorporated enterprises	F	90
Bateau Bay - Killarney Vale	Owner managers of incorporated enterprises	M	190
Bateau Bay - Killarney Vale	Owner managers of unincorporated enterprises	F	188
Bateau Bay - Killarney Vale	Owner managers of unincorporated enterprises	M	235
Blue Haven - San Remo		F	6
Blue Haven - San Remo		M	3
Blue Haven - San Remo	Contributing family workers	F	7
Blue Haven - San Remo	Contributing family workers	M	6
Blue Haven - San Remo	Employee	F	532
Blue Haven - San Remo	Employee	M	354
Blue Haven - San Remo	Owner managers of incorporated enterprises	F	19
Blue Haven - San Remo	Owner managers of incorporated enterprises	M	45
Blue Haven - San Remo	Owner managers of unincorporated enterprises	F	54
Blue Haven - San Remo	Owner managers of unincorporated enterprises	M	77
Budgewoi - Buff Point - Halekulani		F	5
Budgewoi - Buff Point - Halekulani		M	7
Budgewoi - Buff Point - Halekulani	Contributing family workers	F	13
Budgewoi - Buff Point - Halekulani	Contributing family workers	M	12
Budgewoi - Buff Point - Halekulani	Employee	F	436
Budgewoi - Buff Point - Halekulani	Employee	M	231
Budgewoi - Buff Point - Halekulani	Owner managers of incorporated enterprises	F	31
Budgewoi - Buff Point - Halekulani	Owner managers of incorporated enterprises	M	53
Budgewoi - Buff Point - Halekulani	Owner managers of unincorporated enterprises	F	57
Budgewoi - Buff Point - Halekulani	Owner managers of unincorporated enterprises	M	99
Chittaway Bay - Tumbi Umbi		F	20
Chittaway Bay - Tumbi Umbi		M	26
Chittaway Bay - Tumbi Umbi	Contributing family workers	F	29
Chittaway Bay - Tumbi Umbi	Contributing family workers	M	27
Chittaway Bay - Tumbi Umbi	Employee	F	1796
Chittaway Bay - Tumbi Umbi	Employee	M	2251
Chittaway Bay - Tumbi Umbi	Owner managers of incorporated enterprises	F	81
Chittaway Bay - Tumbi Umbi	Owner managers of incorporated enterprises	M	269
Chittaway Bay - Tumbi Umbi	Owner managers of unincorporated enterprises	F	162
Chittaway Bay - Tumbi Umbi	Owner managers of unincorporated enterprises	M	253
Gorokan - Kanwal - Charmhaven		F	24
Gorokan - Kanwal - Charmhaven		M	12
Gorokan - Kanwal - Charmhaven	Contributing family workers	F	30
Gorokan - Kanwal - Charmhaven	Contributing family workers	M	19
Gorokan - Kanwal - Charmhaven	Employee	F	2395
Gorokan - Kanwal - Charmhaven	Employee	M	1115
Gorokan - Kanwal - Charmhaven	Owner managers of incorporated enterprises	F	81
Gorokan - Kanwal - Charmhaven	Owner managers of incorporated enterprises	M	140
Gorokan - Kanwal - Charmhaven	Owner managers of unincorporated enterprises	F	145
Gorokan - Kanwal - Charmhaven	Owner managers of unincorporated enterprises	M	194
Jilliby - Yarramalong		F	3
Jilliby - Yarramalong		M	6
Jilliby - Yarramalong	Contributing family workers	F	26
Jilliby - Yarramalong	Contributing family workers	M	14
Jilliby - Yarramalong	Employee	F	255
Jilliby - Yarramalong	Employee	M	275
Jilliby - Yarramalong	Owner managers of incorporated enterprises	F	43
Jilliby - Yarramalong	Owner managers of incorporated enterprises	M	62
Jilliby - Yarramalong	Owner managers of unincorporated enterprises	F	49
Jilliby - Yarramalong	Owner managers of unincorporated enterprises	M	55
Lake Munmorah - Mannering Park		F	11
Lake Munmorah - Mannering Park		M	20
Lake Munmorah - Mannering Park	Contributing family workers	F	19
Lake Munmorah - Mannering Park	Contributing family workers	M	14
Lake Munmorah - Mannering Park	Employee	F	672
Lake Munmorah - Mannering Park	Employee	M	791
Lake Munmorah - Mannering Park	Owner managers of incorporated enterprises	F	43
Lake Munmorah - Mannering Park	Owner managers of incorporated enterprises	M	70
Lake Munmorah - Mannering Park	Owner managers of unincorporated enterprises	F	64
Lake Munmorah - Mannering Park	Owner managers of unincorporated enterprises	M	91
Ourimbah - Fountaindale		F	9
Ourimbah - Fountaindale		M	12
Ourimbah - Fountaindale	Contributing family workers	F	24
Ourimbah - Fountaindale	Contributing family workers	M	10
Ourimbah - Fountaindale	Employee	F	739
Ourimbah - Fountaindale	Employee	M	931
Ourimbah - Fountaindale	Owner managers of incorporated enterprises	F	51
Ourimbah - Fountaindale	Owner managers of incorporated enterprises	M	100
Ourimbah - Fountaindale	Owner managers of unincorporated enterprises	F	45
Ourimbah - Fountaindale	Owner managers of unincorporated enterprises	M	94
Summerland Point - Gwandalan	Contributing family workers	F	20
Summerland Point - Gwandalan	Contributing family workers	M	7
Summerland Point - Gwandalan	Employee	F	161
Summerland Point - Gwandalan	Employee	M	109
Summerland Point - Gwandalan	Owner managers of incorporated enterprises	F	20
Summerland Point - Gwandalan	Owner managers of incorporated enterprises	M	50
Summerland Point - Gwandalan	Owner managers of unincorporated enterprises	F	35
Summerland Point - Gwandalan	Owner managers of unincorporated enterprises	M	63
The Entrance		F	23
The Entrance		M	25
The Entrance	Contributing family workers	F	45
The Entrance	Contributing family workers	M	39
The Entrance	Employee	F	1446
The Entrance	Employee	M	951
The Entrance	Owner managers of incorporated enterprises	F	125
The Entrance	Owner managers of incorporated enterprises	M	198
The Entrance	Owner managers of unincorporated enterprises	F	162
The Entrance	Owner managers of unincorporated enterprises	M	224
Toukley - Norah Head		F	22
Toukley - Norah Head		M	8
Toukley - Norah Head	Contributing family workers	F	28
Toukley - Norah Head	Contributing family workers	M	20
Toukley - Norah Head	Employee	F	1167
Toukley - Norah Head	Employee	M	475
Toukley - Norah Head	Owner managers of incorporated enterprises	F	60
Toukley - Norah Head	Owner managers of incorporated enterprises	M	101
Toukley - Norah Head	Owner managers of unincorporated enterprises	F	105
Toukley - Norah Head	Owner managers of unincorporated enterprises	M	161
Tuggerah - Kangy Angy		F	44
Tuggerah - Kangy Angy		M	33
Tuggerah - Kangy Angy	Contributing family workers	F	33
Tuggerah - Kangy Angy	Contributing family workers	M	37
Tuggerah - Kangy Angy	Employee	F	4519
Tuggerah - Kangy Angy	Employee	M	3779
Tuggerah - Kangy Angy	Owner managers of incorporated enterprises	F	154
Tuggerah - Kangy Angy	Owner managers of incorporated enterprises	M	376
Tuggerah - Kangy Angy	Owner managers of unincorporated enterprises	F	106
Tuggerah - Kangy Angy	Owner managers of unincorporated enterprises	M	212
Warnervale - Wadalba		F	24
Warnervale - Wadalba		M	37
Warnervale - Wadalba	Contributing family workers	F	37
Warnervale - Wadalba	Contributing family workers	M	21
Warnervale - Wadalba	Employee	F	2914
Warnervale - Wadalba	Employee	M	2262
Warnervale - Wadalba	Owner managers of incorporated enterprises	F	96
Warnervale - Wadalba	Owner managers of incorporated enterprises	M	191
Warnervale - Wadalba	Owner managers of unincorporated enterprises	F	154
Warnervale - Wadalba	Owner managers of unincorporated enterprises	M	212
Wyong		F	22
Wyong		M	27
Wyong	Contributing family workers	F	26
Wyong	Contributing family workers	M	28
Wyong	Employee	F	2268
Wyong	Employee	M	2236
Wyong	Owner managers of incorporated enterprises	F	89
Wyong	Owner managers of incorporated enterprises	M	186
Wyong	Owner managers of unincorporated enterprises	F	87
Wyong	Owner managers of unincorporated enterprises	M	152
Bathurst		F	73
Bathurst		M	70
Bathurst	Contributing family workers	F	78
Bathurst	Contributing family workers	M	74
Bathurst	Employee	F	6372
Bathurst	Employee	M	4650
Bathurst	Owner managers of incorporated enterprises	F	232
Bathurst	Owner managers of incorporated enterprises	M	408
Bathurst	Owner managers of unincorporated enterprises	F	325
Bathurst	Owner managers of unincorporated enterprises	M	454
Bathurst - East		F	19
Bathurst - East		M	27
Bathurst - East	Contributing family workers	F	31
Bathurst - East	Contributing family workers	M	29
Bathurst - East	Employee	F	1300
Bathurst - East	Employee	M	1707
Bathurst - East	Owner managers of incorporated enterprises	F	56
Bathurst - East	Owner managers of incorporated enterprises	M	168
Bathurst - East	Owner managers of unincorporated enterprises	F	87
Bathurst - East	Owner managers of unincorporated enterprises	M	148
Bathurst Region		F	8
Bathurst Region		M	18
Bathurst Region	Contributing family workers	F	72
Bathurst Region	Contributing family workers	M	93
Bathurst Region	Employee	F	249
Bathurst Region	Employee	M	326
Bathurst Region	Owner managers of incorporated enterprises	F	47
Bathurst Region	Owner managers of incorporated enterprises	M	80
Bathurst Region	Owner managers of unincorporated enterprises	F	121
Bathurst Region	Owner managers of unincorporated enterprises	M	206
Oberon		F	12
Oberon		M	19
Oberon	Contributing family workers	F	50
Oberon	Contributing family workers	M	65
Oberon	Employee	F	593
Oberon	Employee	M	1002
Oberon	Owner managers of incorporated enterprises	F	27
Oberon	Owner managers of incorporated enterprises	M	78
Oberon	Owner managers of unincorporated enterprises	F	81
Oberon	Owner managers of unincorporated enterprises	M	148
Condobolin		F	23
Condobolin		M	30
Condobolin	Contributing family workers	F	87
Condobolin	Contributing family workers	M	140
Condobolin	Employee	F	907
Condobolin	Employee	M	741
Condobolin	Owner managers of incorporated enterprises	F	48
Condobolin	Owner managers of incorporated enterprises	M	119
Condobolin	Owner managers of unincorporated enterprises	F	128
Condobolin	Owner managers of unincorporated enterprises	M	303
Cowra		F	32
Cowra		M	36
Cowra	Contributing family workers	F	43
