SA2_NAME16	LabourForceStatus	workers
Spearwood	Employed (full-time)	1137
Spearwood	Employed (part-time)	1143
Success - Hammond Park		47
Success - Hammond Park	Employed (away from work)	121
Success - Hammond Park	Employed (full-time)	1194
Success - Hammond Park	Employed (part-time)	1723
Yangebup		23
Yangebup	Employed (away from work)	26
Yangebup	Employed (full-time)	598
Yangebup	Employed (part-time)	367
Beeliar - Wattleup		18
Beeliar - Wattleup	Employed (away from work)	65
Beeliar - Wattleup	Employed (full-time)	995
Beeliar - Wattleup	Employed (part-time)	674
Jandakot		128
Jandakot	Employed (away from work)	212
Jandakot	Employed (full-time)	5438
Jandakot	Employed (part-time)	1427
East Fremantle		22
East Fremantle	Employed (away from work)	52
East Fremantle	Employed (full-time)	913
East Fremantle	Employed (part-time)	804
Fremantle		278
Fremantle	Employed (away from work)	717
Fremantle	Employed (full-time)	9545
Fremantle	Employed (part-time)	6046
Fremantle - South		70
Fremantle - South	Employed (away from work)	140
Fremantle - South	Employed (full-time)	2101
Fremantle - South	Employed (part-time)	1896
O'Connor (WA)		77
O'Connor (WA)	Employed (away from work)	109
O'Connor (WA)	Employed (full-time)	3066
O'Connor (WA)	Employed (part-time)	1085
Bertram - Wellard (West)		10
Bertram - Wellard (West)	Employed (away from work)	44
Bertram - Wellard (West)	Employed (full-time)	814
Bertram - Wellard (West)	Employed (part-time)	500
Calista		21
Calista	Employed (away from work)	45
Calista	Employed (full-time)	662
Calista	Employed (part-time)	492
Hope Valley - Postans		8
Hope Valley - Postans	Employed (away from work)	24
Hope Valley - Postans	Employed (full-time)	440
Hope Valley - Postans	Employed (part-time)	65
Kwinana Industrial		83
Kwinana Industrial	Employed (away from work)	190
Kwinana Industrial	Employed (full-time)	4792
Kwinana Industrial	Employed (part-time)	558
Parmelia - Orelia		40
Parmelia - Orelia	Employed (away from work)	104
Parmelia - Orelia	Employed (full-time)	1323
Parmelia - Orelia	Employed (part-time)	1090
Casuarina - Wandi		20
Casuarina - Wandi	Employed (away from work)	58
Casuarina - Wandi	Employed (full-time)	961
Casuarina - Wandi	Employed (part-time)	310
Applecross - Ardross		63
Applecross - Ardross	Employed (away from work)	142
Applecross - Ardross	Employed (full-time)	2244
Applecross - Ardross	Employed (part-time)	1771
Bateman		12
Bateman	Employed (away from work)	19
Bateman	Employed (full-time)	278
Bateman	Employed (part-time)	289
Bicton - Palmyra		57
Bicton - Palmyra	Employed (away from work)	96
Bicton - Palmyra	Employed (full-time)	1448
Bicton - Palmyra	Employed (part-time)	1439
Booragoon		103
Booragoon	Employed (away from work)	231
Booragoon	Employed (full-time)	3299
Booragoon	Employed (part-time)	3480
Bull Creek		26
Bull Creek	Employed (away from work)	55
Bull Creek	Employed (full-time)	713
Bull Creek	Employed (part-time)	995
Leeming		14
Leeming	Employed (away from work)	42
Leeming	Employed (full-time)	632
Leeming	Employed (part-time)	768
Melville		104
Melville	Employed (away from work)	220
Melville	Employed (full-time)	3710
Melville	Employed (part-time)	2873
Murdoch - Kardinya		217
Murdoch - Kardinya	Employed (away from work)	595
Murdoch - Kardinya	Employed (full-time)	8001
Murdoch - Kardinya	Employed (part-time)	4809
Willagee		12
Willagee	Employed (away from work)	37
Willagee	Employed (full-time)	335
Willagee	Employed (part-time)	393
Winthrop		10
Winthrop	Employed (away from work)	24
Winthrop	Employed (full-time)	252
Winthrop	Employed (part-time)	415
Baldivis		70
Baldivis	Employed (away from work)	148
Baldivis	Employed (full-time)	2091
Baldivis	Employed (part-time)	2248
Cooloongup		26
Cooloongup	Employed (away from work)	97
Cooloongup	Employed (full-time)	1025
Cooloongup	Employed (part-time)	921
Port Kennedy		50
Port Kennedy	Employed (away from work)	110
Port Kennedy	Employed (full-time)	1335
Port Kennedy	Employed (part-time)	1287
Rockingham		221
Rockingham	Employed (away from work)	488
Rockingham	Employed (full-time)	8691
Rockingham	Employed (part-time)	4505
Rockingham Lakes	Employed (full-time)	7
Rockingham Lakes	Employed (part-time)	11
Safety Bay - Shoalwater		31
Safety Bay - Shoalwater	Employed (away from work)	68
Safety Bay - Shoalwater	Employed (full-time)	567
Safety Bay - Shoalwater	Employed (part-time)	755
Singleton - Golden Bay - Secret Harbour		28
Singleton - Golden Bay - Secret Harbour	Employed (away from work)	79
Singleton - Golden Bay - Secret Harbour	Employed (full-time)	977
Singleton - Golden Bay - Secret Harbour	Employed (part-time)	970
Waikiki		30
Waikiki	Employed (away from work)	52
Waikiki	Employed (full-time)	499
Waikiki	Employed (part-time)	683
Warnbro		37
Warnbro	Employed (away from work)	83
Warnbro	Employed (full-time)	737
Warnbro	Employed (part-time)	1131
Albany		153
Albany	Employed (away from work)	417
Albany	Employed (full-time)	5055
Albany	Employed (part-time)	4009
Albany Region		37
Albany Region	Employed (away from work)	67
Albany Region	Employed (full-time)	829
Albany Region	Employed (part-time)	610
Bayonet Head - Lower King		6
Bayonet Head - Lower King	Employed (away from work)	20
Bayonet Head - Lower King	Employed (full-time)	187
Bayonet Head - Lower King	Employed (part-time)	204
Denmark		33
Denmark	Employed (away from work)	108
Denmark	Employed (full-time)	823
Denmark	Employed (part-time)	943
Gnowangerup		27
Gnowangerup	Employed (away from work)	56
Gnowangerup	Employed (full-time)	1015
Gnowangerup	Employed (part-time)	403
Katanning		38
Katanning	Employed (away from work)	101
Katanning	Employed (full-time)	1308
Katanning	Employed (part-time)	564
Kojonup		52
Kojonup	Employed (away from work)	96
Kojonup	Employed (full-time)	1183
Kojonup	Employed (part-time)	478
Little Grove - Elleker		16
Little Grove - Elleker	Employed (away from work)	48
Little Grove - Elleker	Employed (full-time)	368
Little Grove - Elleker	Employed (part-time)	234
McKail - Willyung		41
McKail - Willyung	Employed (away from work)	105
McKail - Willyung	Employed (full-time)	1683
McKail - Willyung	Employed (part-time)	742
Plantagenet		50
Plantagenet	Employed (away from work)	106
Plantagenet	Employed (full-time)	1183
Plantagenet	Employed (part-time)	690
Chittering		26
Chittering	Employed (away from work)	54
Chittering	Employed (full-time)	823
Chittering	Employed (part-time)	457
Cunderdin		37
Cunderdin	Employed (away from work)	79
Cunderdin	Employed (full-time)	954
Cunderdin	Employed (part-time)	497
Dowerin		40
Dowerin	Employed (away from work)	64
Dowerin	Employed (full-time)	1084
Dowerin	Employed (part-time)	533
Gingin - Dandaragan		65
Gingin - Dandaragan	Employed (away from work)	134
Gingin - Dandaragan	Employed (full-time)	2043
Gingin - Dandaragan	Employed (part-time)	1082
Merredin		42
Merredin	Employed (away from work)	102
Merredin	Employed (full-time)	1505
Merredin	Employed (part-time)	621
Moora		48
Moora	Employed (away from work)	99
Moora	Employed (full-time)	1634
Moora	Employed (part-time)	636
Mukinbudin		69
Mukinbudin	Employed (away from work)	127
Mukinbudin	Employed (full-time)	1759
Mukinbudin	Employed (part-time)	392
Northam		84
Northam	Employed (away from work)	162
Northam	Employed (full-time)	2719
Northam	Employed (part-time)	1397
Toodyay		16
Toodyay	Employed (away from work)	49
Toodyay	Employed (full-time)	421
Toodyay	Employed (part-time)	372
York - Beverley		25
York - Beverley	Employed (away from work)	44
York - Beverley	Employed (full-time)	821
York - Beverley	Employed (part-time)	627
Brookton		32
Brookton	Employed (away from work)	65
Brookton	Employed (full-time)	913
Brookton	Employed (part-time)	434
Kulin		61
Kulin	Employed (away from work)	107
Kulin	Employed (full-time)	1733
Kulin	Employed (part-time)	557
Murray		57
Murray	Employed (away from work)	201
Murray	Employed (full-time)	1814
Murray	Employed (part-time)	387
Narrogin		46
Narrogin	Employed (away from work)	137
Narrogin	Employed (full-time)	1318
Narrogin	Employed (part-time)	725
Wagin		29
Wagin	Employed (away from work)	83
Wagin	Employed (full-time)	1131
Wagin	Employed (part-time)	566
Broome		158
Broome	Employed (away from work)	313
Broome	Employed (full-time)	4618
Broome	Employed (part-time)	1750
Derby - West Kimberley		95
Derby - West Kimberley	Employed (away from work)	116
Derby - West Kimberley	Employed (full-time)	1896
Derby - West Kimberley	Employed (part-time)	482
Halls Creek		41
Halls Creek	Employed (away from work)	41
Halls Creek	Employed (full-time)	660
Halls Creek	Employed (part-time)	158
Kununurra		90
Kununurra	Employed (away from work)	197
Kununurra	Employed (full-time)	2732
Kununurra	Employed (part-time)	677
Roebuck		23
Roebuck	Employed (away from work)	6
Roebuck	Employed (full-time)	346
Roebuck	Employed (part-time)	188
East Pilbara		278
East Pilbara	Employed (away from work)	1044
East Pilbara	Employed (full-time)	9896
East Pilbara	Employed (part-time)	695
Newman		54
Newman	Employed (away from work)	208
Newman	Employed (full-time)	2067
Newman	Employed (part-time)	379
Port Hedland		149
Port Hedland	Employed (away from work)	495
Port Hedland	Employed (full-time)	4933
Port Hedland	Employed (part-time)	632
South Hedland		64
South Hedland	Employed (away from work)	173
South Hedland	Employed (full-time)	1741
South Hedland	Employed (part-time)	676
Ashburton (WA)		478
Ashburton (WA)	Employed (away from work)	2187
Ashburton (WA)	Employed (full-time)	19374
Ashburton (WA)	Employed (part-time)	1507
Karratha		125
Karratha	Employed (away from work)	403
Karratha	Employed (full-time)	4615
Karratha	Employed (part-time)	1501
Roebourne		125
Roebourne	Employed (away from work)	549
Roebourne	Employed (full-time)	5066
Roebourne	Employed (part-time)	617
Esperance		89
Esperance	Employed (away from work)	257
Esperance	Employed (full-time)	2924
Esperance	Employed (part-time)	1738
Esperance Region		43
Esperance Region	Employed (away from work)	125
Esperance Region	Employed (full-time)	1363
Esperance Region	Employed (part-time)	422
Carnarvon		56
Carnarvon	Employed (away from work)	122
Carnarvon	Employed (full-time)	1440
Carnarvon	Employed (part-time)	506
Exmouth		57
Exmouth	Employed (away from work)	148
Exmouth	Employed (full-time)	1647
Exmouth	Employed (part-time)	644
Boulder		32
Boulder	Employed (away from work)	63
Boulder	Employed (full-time)	1033
Boulder	Employed (part-time)	299
Kalgoorlie		235
Kalgoorlie	Employed (away from work)	379
Kalgoorlie	Employed (full-time)	7175
Kalgoorlie	Employed (part-time)	2560
Kalgoorlie - North		23
Kalgoorlie - North	Employed (away from work)	63
Kalgoorlie - North	Employed (full-time)	752
Kalgoorlie - North	Employed (part-time)	369
Kalgoorlie Airport		3
Kalgoorlie Airport	Employed (full-time)	73
Kalgoorlie Airport	Employed (part-time)	17
Kambalda - Coolgardie - Norseman		97
Kambalda - Coolgardie - Norseman	Employed (away from work)	177
Kambalda - Coolgardie - Norseman	Employed (full-time)	2881
Kambalda - Coolgardie - Norseman	Employed (part-time)	410
Leinster - Leonora		135
Leinster - Leonora	Employed (away from work)	457
Leinster - Leonora	Employed (full-time)	4621
Leinster - Leonora	Employed (part-time)	462
Trafalgar (WA)		16
Trafalgar (WA)	Employed (away from work)	27
Trafalgar (WA)	Employed (full-time)	677
Trafalgar (WA)	Employed (part-time)	40
Geraldton		195
Geraldton	Employed (away from work)	532
Geraldton	Employed (full-time)	6947
Geraldton	Employed (part-time)	3944
Geraldton - East		29
Geraldton - East	Employed (away from work)	96
Geraldton - East	Employed (full-time)	1529
Geraldton - East	Employed (part-time)	498
Geraldton - North		9
Geraldton - North	Employed (away from work)	33
Geraldton - North	Employed (full-time)	280
Geraldton - North	Employed (part-time)	296
Geraldton - South		12
Geraldton - South	Employed (away from work)	36
Geraldton - South	Employed (full-time)	272
Geraldton - South	Employed (part-time)	323
Irwin		34
Irwin	Employed (away from work)	46
Irwin	Employed (full-time)	517
Irwin	Employed (part-time)	448
Meekatharra		109
Meekatharra	Employed (away from work)	286
Meekatharra	Employed (full-time)	2925
Meekatharra	Employed (part-time)	326
Morawa		45
Morawa	Employed (away from work)	110
Morawa	Employed (full-time)	1693
Morawa	Employed (part-time)	460
Northampton - Mullewa - Greenough		61
Northampton - Mullewa - Greenough	Employed (away from work)	105
Northampton - Mullewa - Greenough	Employed (full-time)	1288
Northampton - Mullewa - Greenough	Employed (part-time)	701
Migratory - Offshore - Shipping (WA)		31
Migratory - Offshore - Shipping (WA)	Employed (away from work)	169
Migratory - Offshore - Shipping (WA)	Employed (full-time)	1321
Migratory - Offshore - Shipping (WA)	Employed (part-time)	74
No usual address (WA)		1251
No usual address (WA)	Employed (away from work)	3490
No usual address (WA)	Employed (full-time)	30819
No usual address (WA)	Employed (part-time)	18821
Bridgewater - Gagebrook		41
Bridgewater - Gagebrook	Employed (away from work)	64
Bridgewater - Gagebrook	Employed (full-time)	979
Bridgewater - Gagebrook	Employed (part-time)	538
Brighton - Pontville		14
Brighton - Pontville	Employed (away from work)	42
Brighton - Pontville	Employed (full-time)	542
Brighton - Pontville	Employed (part-time)	276
Old Beach - Otago	Employed (away from work)	23
Old Beach - Otago	Employed (full-time)	169
Old Beach - Otago	Employed (part-time)	159
Bellerive - Rosny		66
Bellerive - Rosny	Employed (away from work)	178
Bellerive - Rosny	Employed (full-time)	2008
Bellerive - Rosny	Employed (part-time)	1947
Cambridge		47
Cambridge	Employed (away from work)	142
Cambridge	Employed (full-time)	2625
Cambridge	Employed (part-time)	1180
Geilston Bay - Risdon		6
Geilston Bay - Risdon	Employed (away from work)	12
Geilston Bay - Risdon	Employed (full-time)	155
Geilston Bay - Risdon	Employed (part-time)	98
Howrah - Tranmere		21
Howrah - Tranmere	Employed (away from work)	38
Howrah - Tranmere	Employed (full-time)	437
Howrah - Tranmere	Employed (part-time)	560
Lindisfarne - Rose Bay		18
Lindisfarne - Rose Bay	Employed (away from work)	59
Lindisfarne - Rose Bay	Employed (full-time)	648
Lindisfarne - Rose Bay	Employed (part-time)	707
Mornington - Warrane		32
Mornington - Warrane	Employed (away from work)	73
Mornington - Warrane	Employed (full-time)	1310
Mornington - Warrane	Employed (part-time)	703
Risdon Vale		18
Risdon Vale	Employed (away from work)	44
Risdon Vale	Employed (full-time)	435
Risdon Vale	Employed (part-time)	147
Rokeby		7
Rokeby	Employed (away from work)	16
Rokeby	Employed (full-time)	398
Rokeby	Employed (part-time)	310
South Arm		3
South Arm	Employed (away from work)	13
South Arm	Employed (full-time)	183
South Arm	Employed (part-time)	149
Austins Ferry - Granton		13
Austins Ferry - Granton	Employed (away from work)	21
Austins Ferry - Granton	Employed (full-time)	310
Austins Ferry - Granton	Employed (part-time)	169
Berriedale - Chigwell		15
Berriedale - Chigwell	Employed (away from work)	25
Berriedale - Chigwell	Employed (full-time)	311
Berriedale - Chigwell	Employed (part-time)	322
Claremont (Tas.)		38
Claremont (Tas.)	Employed (away from work)	57
Claremont (Tas.)	Employed (full-time)	898
Claremont (Tas.)	Employed (part-time)	637
Derwent Park - Lutana		77
Derwent Park - Lutana	Employed (away from work)	175
Derwent Park - Lutana	Employed (full-time)	3779
Derwent Park - Lutana	Employed (part-time)	1054
Glenorchy		99
Glenorchy	Employed (away from work)	169
Glenorchy	Employed (full-time)	2494
Glenorchy	Employed (part-time)	1974
Montrose - Rosetta		14
Montrose - Rosetta	Employed (away from work)	25
Montrose - Rosetta	Employed (full-time)	423
Montrose - Rosetta	Employed (part-time)	317
Moonah		87
Moonah	Employed (away from work)	171
Moonah	Employed (full-time)	3192
Moonah	Employed (part-time)	1720
New Norfolk		48
New Norfolk	Employed (away from work)	80
New Norfolk	Employed (full-time)	938
New Norfolk	Employed (part-time)	721
West Moonah		3
West Moonah	Employed (away from work)	3
West Moonah	Employed (full-time)	101
West Moonah	Employed (part-time)	102
Kingston - Huntingfield		47
Kingston - Huntingfield	Employed (away from work)	181
Kingston - Huntingfield	Employed (full-time)	2353
Kingston - Huntingfield	Employed (part-time)	2026
Kingston Beach - Blackmans Bay		17
Kingston Beach - Blackmans Bay	Employed (away from work)	43
Kingston Beach - Blackmans Bay	Employed (full-time)	516
Kingston Beach - Blackmans Bay	Employed (part-time)	625
Margate - Snug		20
Margate - Snug	Employed (away from work)	39
Margate - Snug	Employed (full-time)	792
Margate - Snug	Employed (part-time)	561
Taroona - Bonnet Hill		15
Taroona - Bonnet Hill	Employed (away from work)	24
Taroona - Bonnet Hill	Employed (full-time)	284
Taroona - Bonnet Hill	Employed (part-time)	289
Hobart		449
Hobart	Employed (away from work)	1608
Hobart	Employed (full-time)	21991
Hobart	Employed (part-time)	12396
Lenah Valley - Mount Stuart		21
Lenah Valley - Mount Stuart	Employed (away from work)	97
Lenah Valley - Mount Stuart	Employed (full-time)	888
Lenah Valley - Mount Stuart	Employed (part-time)	750
Mount Nelson - Dynnyrne		4
Mount Nelson - Dynnyrne	Employed (away from work)	32
Mount Nelson - Dynnyrne	Employed (full-time)	265
Mount Nelson - Dynnyrne	Employed (part-time)	265
New Town		63
New Town	Employed (away from work)	152
New Town	Employed (full-time)	1991
New Town	Employed (part-time)	1520
Sandy Bay		81
Sandy Bay	Employed (away from work)	187
Sandy Bay	Employed (full-time)	2740
Sandy Bay	Employed (part-time)	2424
South Hobart - Fern Tree		16
South Hobart - Fern Tree	Employed (away from work)	66
South Hobart - Fern Tree	Employed (full-time)	694
South Hobart - Fern Tree	Employed (part-time)	767
West Hobart		11
West Hobart	Employed (away from work)	25
West Hobart	Employed (full-time)	329
West Hobart	Employed (part-time)	384
Dodges Ferry - Lewisham		15
Dodges Ferry - Lewisham	Employed (away from work)	35
Dodges Ferry - Lewisham	Employed (full-time)	344
Dodges Ferry - Lewisham	Employed (part-time)	345
Sorell - Richmond		35
Sorell - Richmond	Employed (away from work)	106
Sorell - Richmond	Employed (full-time)	1082
Sorell - Richmond	Employed (part-time)	1142
Invermay		56
Invermay	Employed (away from work)	88
Invermay	Employed (full-time)	2052
Invermay	Employed (part-time)	885
Kings Meadows - Punchbowl		53
Kings Meadows - Punchbowl	Employed (away from work)	120
Kings Meadows - Punchbowl	Employed (full-time)	1666
Kings Meadows - Punchbowl	Employed (part-time)	1292
Launceston		239
Launceston	Employed (away from work)	619
Launceston	Employed (full-time)	8302
Launceston	Employed (part-time)	5898
Legana		14
Legana	Employed (away from work)	37
Legana	Employed (full-time)	398
Legana	Employed (part-time)	365
Mowbray		23
Mowbray	Employed (away from work)	70
Mowbray	Employed (full-time)	870
Mowbray	Employed (part-time)	615
Newnham - Mayfield		40
Newnham - Mayfield	Employed (away from work)	94
Newnham - Mayfield	Employed (full-time)	1453
Newnham - Mayfield	Employed (part-time)	898
Newstead		19
Newstead	Employed (away from work)	68
Newstead	Employed (full-time)	812
Newstead	Employed (part-time)	764
Norwood (Tas.)		12
Norwood (Tas.)	Employed (away from work)	32
Norwood (Tas.)	Employed (full-time)	265
Norwood (Tas.)	Employed (part-time)	368
Prospect Vale - Blackstone		32
Prospect Vale - Blackstone	Employed (away from work)	92
Prospect Vale - Blackstone	Employed (full-time)	1048
Prospect Vale - Blackstone	Employed (part-time)	839
Ravenswood		3
Ravenswood	Employed (away from work)	9
Ravenswood	Employed (full-time)	125
Ravenswood	Employed (part-time)	151
Riverside		19
Riverside	Employed (away from work)	50
Riverside	Employed (full-time)	537
Riverside	Employed (part-time)	508
South Launceston		29
South Launceston	Employed (away from work)	97
South Launceston	Employed (full-time)	1114
South Launceston	Employed (part-time)	779
Summerhill - Prospect		15
Summerhill - Prospect	Employed (away from work)	34
Summerhill - Prospect	Employed (full-time)	641
Summerhill - Prospect	Employed (part-time)	479
Trevallyn		6
Trevallyn	Employed (away from work)	20
Trevallyn	Employed (full-time)	192
Trevallyn	Employed (part-time)	188
Waverley - St Leonards		20
Waverley - St Leonards	Employed (away from work)	35
Waverley - St Leonards	Employed (full-time)	659
Waverley - St Leonards	Employed (part-time)	267
West Launceston		8
West Launceston	Employed (away from work)	12
West Launceston	Employed (full-time)	132
West Launceston	Employed (part-time)	140
Youngtown - Relbia		21
Youngtown - Relbia	Employed (away from work)	36
Youngtown - Relbia	Employed (full-time)	672
Youngtown - Relbia	Employed (part-time)	336
Beauty Point - Beaconsfield		16
Beauty Point - Beaconsfield	Employed (away from work)	47
Beauty Point - Beaconsfield	Employed (full-time)	351
Beauty Point - Beaconsfield	Employed (part-time)	336
Deloraine		51
Deloraine	Employed (away from work)	86
Deloraine	Employed (full-time)	1093
Deloraine	Employed (part-time)	836
Grindelwald - Lanena		16
Grindelwald - Lanena	Employed (away from work)	54
Grindelwald - Lanena	Employed (full-time)	407
Grindelwald - Lanena	Employed (part-time)	433
Hadspen - Carrick		6
Hadspen - Carrick	Employed (away from work)	20
Hadspen - Carrick	Employed (full-time)	196
Hadspen - Carrick	Employed (part-time)	102
Westbury		20
Westbury	Employed (away from work)	46
Westbury	Employed (full-time)	715
Westbury	Employed (part-time)	346
Dilston - Lilydale		16
Dilston - Lilydale	Employed (away from work)	18
Dilston - Lilydale	Employed (full-time)	273
Dilston - Lilydale	Employed (part-time)	209
George Town		52
George Town	Employed (away from work)	96
George Town	Employed (full-time)	1612
George Town	Employed (part-time)	711
Longford		21
Longford	Employed (away from work)	58
Longford	Employed (full-time)	845
Longford	Employed (part-time)	493
Northern Midlands		21
Northern Midlands	Employed (away from work)	57
Northern Midlands	Employed (full-time)	740
Northern Midlands	Employed (part-time)	498
Perth - Evandale		31
Perth - Evandale	Employed (away from work)	63
Perth - Evandale	Employed (full-time)	1351
Perth - Evandale	Employed (part-time)	556
St Helens - Scamander		37
St Helens - Scamander	Employed (away from work)	95
St Helens - Scamander	Employed (full-time)	775
St Helens - Scamander	Employed (part-time)	794
Flinders and Cape Barren Islands		13
Flinders and Cape Barren Islands	Employed (away from work)	13
Flinders and Cape Barren Islands	Employed (full-time)	218
Flinders and Cape Barren Islands	Employed (part-time)	164
Scottsdale - Bridport		51
Scottsdale - Bridport	Employed (away from work)	113
Scottsdale - Bridport	Employed (full-time)	1258
Scottsdale - Bridport	Employed (part-time)	832
Central Highlands		24
Central Highlands	Employed (away from work)	29
Central Highlands	Employed (full-time)	409
Central Highlands	Employed (part-time)	191
Derwent Valley		10
Derwent Valley	Employed (away from work)	14
Derwent Valley	Employed (full-time)	272
Derwent Valley	Employed (part-time)	139
Southern Midlands		26
Southern Midlands	Employed (away from work)	40
Southern Midlands	Employed (full-time)	603
Southern Midlands	Employed (part-time)	421
Wilderness - East	Employed (full-time)	12
Wilderness - East	Employed (part-time)	4
Bruny Island - Kettering		16
Bruny Island - Kettering	Employed (away from work)	30
Bruny Island - Kettering	Employed (full-time)	277
Bruny Island - Kettering	Employed (part-time)	306
Cygnet		15
Cygnet	Employed (away from work)	29
Cygnet	Employed (full-time)	348
Cygnet	Employed (part-time)	391
Geeveston - Dover		29
Geeveston - Dover	Employed (away from work)	46
Geeveston - Dover	Employed (full-time)	605
Geeveston - Dover	Employed (part-time)	391
Huonville - Franklin		51
Huonville - Franklin	Employed (away from work)	79
Huonville - Franklin	Employed (full-time)	1276
Huonville - Franklin	Employed (part-time)	998
Forestier - Tasman		17
Forestier - Tasman	Employed (away from work)	37
Forestier - Tasman	Employed (full-time)	310
Forestier - Tasman	Employed (part-time)	347
Triabunna - Bicheno		39
Triabunna - Bicheno	Employed (away from work)	90
Triabunna - Bicheno	Employed (full-time)	718
Triabunna - Bicheno	Employed (part-time)	615
Acton - Upper Burnie		15
Acton - Upper Burnie	Employed (away from work)	29
Acton - Upper Burnie	Employed (full-time)	268
Acton - Upper Burnie	Employed (part-time)	281
Burnie - Ulverstone Region		22
Burnie - Ulverstone Region	Employed (away from work)	34
Burnie - Ulverstone Region	Employed (full-time)	511
Burnie - Ulverstone Region	Employed (part-time)	275
Burnie - Wivenhoe		87
Burnie - Wivenhoe	Employed (away from work)	210
Burnie - Wivenhoe	Employed (full-time)	3313
Burnie - Wivenhoe	Employed (part-time)	2127
Parklands - Camdale		41
Parklands - Camdale	Employed (away from work)	132
Parklands - Camdale	Employed (full-time)	1676
Parklands - Camdale	Employed (part-time)	1095
Penguin - Sulphur Creek		18
Penguin - Sulphur Creek	Employed (away from work)	36
Penguin - Sulphur Creek	Employed (full-time)	406
Penguin - Sulphur Creek	Employed (part-time)	351
Romaine - Havenview		8
Romaine - Havenview	Employed (away from work)	17
Romaine - Havenview	Employed (full-time)	465
Romaine - Havenview	Employed (part-time)	160
Somerset		14
Somerset	Employed (away from work)	36
Somerset	Employed (full-time)	552
Somerset	Employed (part-time)	404
Ulverstone		74
Ulverstone	Employed (away from work)	142
Ulverstone	Employed (full-time)	1855
Ulverstone	Employed (part-time)	1336
West Ulverstone		13
West Ulverstone	Employed (away from work)	34
West Ulverstone	Employed (full-time)	230
West Ulverstone	Employed (part-time)	290
Wynyard		46
Wynyard	Employed (away from work)	89
Wynyard	Employed (full-time)	1000
Wynyard	Employed (part-time)	755
Devonport		115
Devonport	Employed (away from work)	316
Devonport	Employed (full-time)	3574
Devonport	Employed (part-time)	2938
East Devonport		36
East Devonport	Employed (away from work)	126
East Devonport	Employed (full-time)	931
East Devonport	Employed (part-time)	548
Latrobe		42
Latrobe	Employed (away from work)	99
Latrobe	Employed (full-time)	1097
Latrobe	Employed (part-time)	859
Miandetta - Don		24
Miandetta - Don	Employed (away from work)	36
Miandetta - Don	Employed (full-time)	592
Miandetta - Don	Employed (part-time)	398
Port Sorell		20
Port Sorell	Employed (away from work)	58
Port Sorell	Employed (full-time)	584
Port Sorell	Employed (part-time)	455
Quoiba - Spreyton		32
Quoiba - Spreyton	Employed (away from work)	90
Quoiba - Spreyton	Employed (full-time)	1216
Quoiba - Spreyton	Employed (part-time)	491
Sheffield - Railton		36
Sheffield - Railton	Employed (away from work)	85
Sheffield - Railton	Employed (full-time)	726
Sheffield - Railton	Employed (part-time)	521
Turners Beach - Forth		11
Turners Beach - Forth	Employed (away from work)	38
Turners Beach - Forth	Employed (full-time)	414
Turners Beach - Forth	Employed (part-time)	264
King Island		12
King Island	Employed (away from work)	54
King Island	Employed (full-time)	480
King Island	Employed (part-time)	221
North West		30
North West	Employed (away from work)	76
North West	Employed (full-time)	808
North West	Employed (part-time)	380
Smithton		39
Smithton	Employed (away from work)	94
Smithton	Employed (full-time)	1390
Smithton	Employed (part-time)	800
Waratah		16
Waratah	Employed (away from work)	42
Waratah	Employed (full-time)	608
Waratah	Employed (part-time)	245
West Coast (Tas.)		61
West Coast (Tas.)	Employed (away from work)	111
West Coast (Tas.)	Employed (full-time)	1238
West Coast (Tas.)	Employed (part-time)	509
Migratory - Offshore - Shipping (Tas.)	Employed (away from work)	5
Migratory - Offshore - Shipping (Tas.)	Employed (full-time)	43
Migratory - Offshore - Shipping (Tas.)	Employed (part-time)	10
No usual address (Tas.)		250
No usual address (Tas.)	Employed (away from work)	518
No usual address (Tas.)	Employed (full-time)	4823
No usual address (Tas.)	Employed (part-time)	3543
Darwin Airport		26
Darwin Airport	Employed (away from work)	64
Darwin Airport	Employed (full-time)	1029
Darwin Airport	Employed (part-time)	301
Darwin City		252
Darwin City	Employed (away from work)	595
Darwin City	Employed (full-time)	9584
Darwin City	Employed (part-time)	2317
East Point	Employed (full-time)	19
East Point	Employed (part-time)	3
Fannie Bay - The Gardens		34
Fannie Bay - The Gardens	Employed (away from work)	49
Fannie Bay - The Gardens	Employed (full-time)	1192
Fannie Bay - The Gardens	Employed (part-time)	492
Larrakeyah		24
Larrakeyah	Employed (away from work)	50
Larrakeyah	Employed (full-time)	977
Larrakeyah	Employed (part-time)	205
Ludmilla - The Narrows		33
Ludmilla - The Narrows	Employed (away from work)	41
Ludmilla - The Narrows	Employed (full-time)	1059
Ludmilla - The Narrows	Employed (part-time)	223
Parap		14
Parap	Employed (away from work)	46
Parap	Employed (full-time)	884
Parap	Employed (part-time)	338
Stuart Park		34
Stuart Park	Employed (away from work)	48
Stuart Park	Employed (full-time)	787
Stuart Park	Employed (part-time)	257
Woolner - Bayview - Winnellie		125
Woolner - Bayview - Winnellie	Employed (away from work)	185
Woolner - Bayview - Winnellie	Employed (full-time)	5269
Woolner - Bayview - Winnellie	Employed (part-time)	834
Alawa		4
Alawa	Employed (away from work)	4
Alawa	Employed (full-time)	142
Alawa	Employed (part-time)	74
Anula		3
Anula	Employed (away from work)	4
Anula	Employed (full-time)	109
Anula	Employed (part-time)	61
