SA2_NAME16	CountryOfBirth	Sex	workers
Bega - Tathra	DEU	M	15
Bega - Tathra	HKG	F	3
Bega - Tathra	IND	F	7
Bega - Tathra	IND	M	6
Bega - Tathra	IRL	F	6
Bega - Tathra	IRL	M	3
Bega - Tathra	MYS	F	9
Bega - Tathra	MYS	M	4
Bega - Tathra	NLD	F	7
Bega - Tathra	NLD	M	7
Bega - Tathra	NZL	F	51
Bega - Tathra	NZL	M	25
Bega - Tathra	PHL	F	25
Bega - Tathra	PHL	M	9
Bega - Tathra	ZAF	F	4
Bega - Tathra	ZAF	M	3
Bega - Tathra	THA	F	10
Bega - Tathra	THA	M	3
Bega - Tathra	GBR	F	91
Bega - Tathra	GBR	M	111
Bega - Tathra	USA	F	20
Bega - Tathra	USA	M	9
Bega - Tathra	VNM	F	4
Bega - Tathra	ZWE	F	3
Bega - Tathra	ZWE	M	3
Bega-Eden Hinterland		F	24
Bega-Eden Hinterland		M	39
Bega-Eden Hinterland	AUS	F	473
Bega-Eden Hinterland	AUS	M	720
Bega-Eden Hinterland	CAN	M	4
Bega-Eden Hinterland	FJI	M	5
Bega-Eden Hinterland	DEU	F	6
Bega-Eden Hinterland	DEU	M	11
Bega-Eden Hinterland	NLD	M	3
Bega-Eden Hinterland	NZL	F	9
Bega-Eden Hinterland	NZL	M	16
Bega-Eden Hinterland	ZAF	M	3
Bega-Eden Hinterland	GBR	F	25
Bega-Eden Hinterland	GBR	M	45
Bega-Eden Hinterland	VNM	F	3
Bega-Eden Hinterland	VNM	M	3
Broulee - Tomakin		F	10
Broulee - Tomakin		M	6
Broulee - Tomakin	AUS	F	320
Broulee - Tomakin	AUS	M	288
Broulee - Tomakin	DEU	F	3
Broulee - Tomakin	NZL	F	3
Broulee - Tomakin	NZL	M	5
Broulee - Tomakin	PHL	F	3
Broulee - Tomakin	ZAF	F	4
Broulee - Tomakin	ZAF	M	3
Broulee - Tomakin	GBR	F	14
Broulee - Tomakin	GBR	M	17
Deua - Wadbilliga	AUS	M	3
Eden		F	32
Eden		M	29
Eden	AUS	F	543
Eden	AUS	M	610
Eden	HRV	M	3
Eden	DEU	F	4
Eden	MYS	F	3
Eden	NLD	F	3
Eden	NZL	F	9
Eden	NZL	M	6
Eden	PHL	F	9
Eden	ZAF	M	7
Eden	KOR	F	3
Eden	KOR	M	4
Eden	THA	F	3
Eden	GBR	F	20
Eden	GBR	M	16
Eurobodalla Hinterland		F	18
Eurobodalla Hinterland		M	11
Eurobodalla Hinterland	AUS	F	307
Eurobodalla Hinterland	AUS	M	335
Eurobodalla Hinterland	CAN	M	5
Eurobodalla Hinterland	CHN	F	3
Eurobodalla Hinterland	IND	M	3
Eurobodalla Hinterland	NLD	M	3
Eurobodalla Hinterland	NZL	F	4
Eurobodalla Hinterland	NZL	M	10
Eurobodalla Hinterland	GBR	F	15
Eurobodalla Hinterland	GBR	M	15
Eurobodalla Hinterland	USA	M	3
Merimbula - Tura Beach		F	76
Merimbula - Tura Beach		M	63
Merimbula - Tura Beach	AUS	F	1666
Merimbula - Tura Beach	AUS	M	1394
Merimbula - Tura Beach	CAN	F	8
Merimbula - Tura Beach	CAN	M	3
Merimbula - Tura Beach	CHN	F	3
Merimbula - Tura Beach	CHN	M	5
Merimbula - Tura Beach	DEU	F	9
Merimbula - Tura Beach	DEU	M	8
Merimbula - Tura Beach	IND	F	5
Merimbula - Tura Beach	IND	M	7
Merimbula - Tura Beach	IRL	F	3
Merimbula - Tura Beach	ITA	M	6
Merimbula - Tura Beach	JPN	F	3
Merimbula - Tura Beach	MYS	F	3
Merimbula - Tura Beach	NLD	F	3
Merimbula - Tura Beach	NLD	M	8
Merimbula - Tura Beach	NZL	F	23
Merimbula - Tura Beach	NZL	M	29
Merimbula - Tura Beach	PHL	F	14
Merimbula - Tura Beach	PHL	M	9
Merimbula - Tura Beach	POL	F	3
Merimbula - Tura Beach	SGP	M	3
Merimbula - Tura Beach	ZAF	F	7
Merimbula - Tura Beach	ZAF	M	5
Merimbula - Tura Beach	KOR	F	3
Merimbula - Tura Beach	THA	F	4
Merimbula - Tura Beach	THA	M	4
Merimbula - Tura Beach	GBR	F	89
Merimbula - Tura Beach	GBR	M	66
Merimbula - Tura Beach	USA	F	3
Merimbula - Tura Beach	USA	M	11
Moruya - Tuross Head		F	71
Moruya - Tuross Head		M	62
Moruya - Tuross Head	AUS	F	1471
Moruya - Tuross Head	AUS	M	1356
Moruya - Tuross Head	CAN	M	4
Moruya - Tuross Head	FJI	F	3
Moruya - Tuross Head	DEU	F	8
Moruya - Tuross Head	DEU	M	7
Moruya - Tuross Head	IND	F	6
Moruya - Tuross Head	IND	M	4
Moruya - Tuross Head	IRL	F	3
Moruya - Tuross Head	IRL	M	4
Moruya - Tuross Head	ITA	M	3
Moruya - Tuross Head	LBN	F	3
Moruya - Tuross Head	MLT	M	4
Moruya - Tuross Head	NLD	F	3
Moruya - Tuross Head	NLD	M	5
Moruya - Tuross Head	NZL	F	32
Moruya - Tuross Head	NZL	M	25
Moruya - Tuross Head	PHL	F	10
Moruya - Tuross Head	POL	F	3
Moruya - Tuross Head	ZAF	F	4
Moruya - Tuross Head	ZAF	M	10
Moruya - Tuross Head	THA	F	3
Moruya - Tuross Head	GBR	F	91
Moruya - Tuross Head	GBR	M	79
Moruya - Tuross Head	USA	F	10
Moruya - Tuross Head	USA	M	9
Moruya - Tuross Head	VNM	F	3
Moruya - Tuross Head	VNM	M	8
Moruya - Tuross Head	ZWE	M	3
Narooma - Bermagui		F	66
Narooma - Bermagui		M	62
Narooma - Bermagui	AUS	F	1122
Narooma - Bermagui	AUS	M	958
Narooma - Bermagui	CAN	F	3
Narooma - Bermagui	CAN	M	7
Narooma - Bermagui	HRV	F	3
Narooma - Bermagui	DEU	F	11
Narooma - Bermagui	DEU	M	3
Narooma - Bermagui	HKG	M	3
Narooma - Bermagui	IND	F	3
Narooma - Bermagui	IND	M	5
Narooma - Bermagui	IRL	F	3
Narooma - Bermagui	ITA	F	6
Narooma - Bermagui	ITA	M	7
Narooma - Bermagui	MLT	M	4
Narooma - Bermagui	NLD	F	3
Narooma - Bermagui	NLD	M	3
Narooma - Bermagui	NZL	F	20
Narooma - Bermagui	NZL	M	15
Narooma - Bermagui	PHL	F	6
Narooma - Bermagui	ZAF	F	9
Narooma - Bermagui	ZAF	M	3
Narooma - Bermagui	THA	F	3
Narooma - Bermagui	GBR	F	40
Narooma - Bermagui	GBR	M	67
Narooma - Bermagui	USA	F	3
Narooma - Bermagui	USA	M	9
Narooma - Bermagui	VNM	F	3
Narooma - Bermagui	VNM	M	3
Goulburn		F	202
Goulburn		M	188
Goulburn	AUS	F	4595
Goulburn	AUS	M	4088
Goulburn	CAN	F	5
Goulburn	CAN	M	3
Goulburn	CHN	F	20
Goulburn	CHN	M	18
Goulburn	EGY	F	5
Goulburn	EGY	M	3
Goulburn	FJI	F	12
Goulburn	FJI	M	3
Goulburn	DEU	F	12
Goulburn	DEU	M	8
Goulburn	GRC	M	3
Goulburn	HKG	F	4
Goulburn	HKG	M	4
Goulburn	IND	F	33
Goulburn	IND	M	63
Goulburn	IDN	F	4
Goulburn	IDN	M	3
Goulburn	IRN	F	4
Goulburn	IRN	M	4
Goulburn	IRQ	F	4
Goulburn	IRQ	M	7
Goulburn	IRL	F	9
Goulburn	IRL	M	6
Goulburn	ITA	F	3
Goulburn	ITA	M	6
Goulburn	JPN	F	3
Goulburn	JPN	M	3
Goulburn	LBN	M	10
Goulburn	MYS	F	9
Goulburn	MYS	M	9
Goulburn	MLT	F	4
Goulburn	MLT	M	5
Goulburn	NLD	F	5
Goulburn	NLD	M	6
Goulburn	NZL	F	67
Goulburn	NZL	M	55
Goulburn	PAK	M	10
Goulburn	PHL	F	47
Goulburn	PHL	M	19
Goulburn	POL	F	4
Goulburn	SGP	M	3
Goulburn	ZAF	F	8
Goulburn	ZAF	M	6
Goulburn	KOR	F	25
Goulburn	KOR	M	27
Goulburn	LKA	F	10
Goulburn	LKA	M	6
Goulburn	THA	F	10
Goulburn	THA	M	6
Goulburn	TUR	M	3
Goulburn	GBR	F	110
Goulburn	GBR	M	104
Goulburn	USA	F	7
Goulburn	USA	M	10
Goulburn	VNM	F	11
Goulburn	VNM	M	9
Goulburn	ZWE	F	10
Goulburn	ZWE	M	4
Goulburn Region		F	52
Goulburn Region		M	73
Goulburn Region	AUS	F	1184
Goulburn Region	AUS	M	1839
Goulburn Region	CHN	F	5
Goulburn Region	CHN	M	13
Goulburn Region	FJI	F	4
Goulburn Region	DEU	F	5
Goulburn Region	DEU	M	4
Goulburn Region	GRC	M	5
Goulburn Region	IND	F	5
Goulburn Region	IND	M	10
Goulburn Region	IRL	F	4
Goulburn Region	IRL	M	5
Goulburn Region	ITA	M	3
Goulburn Region	MYS	F	3
Goulburn Region	MLT	F	3
Goulburn Region	MLT	M	4
Goulburn Region	NLD	F	7
Goulburn Region	NLD	M	3
Goulburn Region	NZL	F	12
Goulburn Region	NZL	M	19
Goulburn Region	PHL	F	4
Goulburn Region	PHL	M	3
Goulburn Region	ZAF	F	4
Goulburn Region	ZAF	M	4
Goulburn Region	GBR	F	53
Goulburn Region	GBR	M	65
Goulburn Region	USA	F	3
Goulburn Region	USA	M	3
Yass		F	47
Yass		M	40
Yass	AUS	F	1104
Yass	AUS	M	852
Yass	CAN	M	3
Yass	CHN	F	4
Yass	CHN	M	3
Yass	DEU	F	6
Yass	DEU	M	3
Yass	GRC	M	4
Yass	IND	F	8
Yass	IND	M	5
Yass	IRL	F	4
Yass	LBN	M	3
Yass	NZL	F	15
Yass	NZL	M	12
Yass	PAK	M	3
Yass	PHL	F	3
Yass	POL	M	3
Yass	ZAF	F	3
Yass	ZAF	M	3
Yass	LKA	M	3
Yass	GBR	F	27
Yass	GBR	M	24
Yass	USA	F	5
Yass	USA	M	5
Yass Region		F	48
Yass Region		M	56
Yass Region	AUS	F	797
Yass Region	AUS	M	1085
Yass Region	CAN	F	4
Yass Region	CAN	M	4
Yass Region	CHN	F	5
Yass Region	CHN	M	9
Yass Region	HRV	F	6
Yass Region	MKD	F	4
Yass Region	DEU	F	6
Yass Region	DEU	M	5
Yass Region	GRC	M	3
Yass Region	HKG	F	3
Yass Region	HKG	M	3
Yass Region	IND	M	11
Yass Region	IDN	M	3
Yass Region	IRL	F	5
Yass Region	IRL	M	3
Yass Region	ITA	M	6
Yass Region	JPN	F	4
Yass Region	LBN	M	4
Yass Region	MYS	M	3
Yass Region	NLD	F	8
Yass Region	NLD	M	4
Yass Region	NZL	F	14
Yass Region	NZL	M	20
Yass Region	PHL	F	3
Yass Region	POL	F	3
Yass Region	POL	M	3
Yass Region	ZAF	F	3
Yass Region	ZAF	M	4
Yass Region	KOR	M	4
Yass Region	LKA	F	3
Yass Region	LKA	M	3
Yass Region	THA	F	3
Yass Region	GBR	F	47
Yass Region	GBR	M	57
Yass Region	USA	F	11
Yass Region	USA	M	7
Yass Region	VNM	F	3
Yass Region	VNM	M	3
Young		F	79
Young		M	79
Young	AUS	F	2038
Young	AUS	M	1913
Young	CAN	F	3
Young	CHN	F	9
Young	CHN	M	3
Young	DEU	M	3
Young	HKG	F	3
Young	IND	F	3
Young	IND	M	22
Young	ITA	M	3
Young	LBN	M	6
Young	NLD	F	10
Young	NLD	M	4
Young	NZL	F	25
Young	NZL	M	21
Young	PHL	F	8
Young	PHL	M	3
Young	ZAF	F	7
Young	ZAF	M	7
Young	KOR	F	5
Young	THA	F	3
Young	GBR	F	41
Young	GBR	M	43
Young	USA	F	9
Young	USA	M	3
Young	ZWE	M	3
Young Region		F	42
Young Region		M	50
Young Region	AUS	F	910
Young Region	AUS	M	1259
Young Region	CHN	F	4
Young Region	CHN	M	5
Young Region	DEU	F	3
Young Region	DEU	M	4
Young Region	IND	F	4
Young Region	IRL	F	3
Young Region	LBN	M	3
Young Region	NZL	F	13
Young Region	NZL	M	13
Young Region	PHL	M	3
Young Region	GBR	F	27
Young Region	GBR	M	15
Young Region	USA	M	3
Avoca Beach - Copacabana		F	17
Avoca Beach - Copacabana		M	25
Avoca Beach - Copacabana	AUS	F	438
Avoca Beach - Copacabana	AUS	M	390
Avoca Beach - Copacabana	CAN	F	3
Avoca Beach - Copacabana	CAN	M	3
Avoca Beach - Copacabana	CHN	F	3
Avoca Beach - Copacabana	DEU	F	5
Avoca Beach - Copacabana	DEU	M	3
Avoca Beach - Copacabana	IND	M	7
Avoca Beach - Copacabana	IDN	F	4
Avoca Beach - Copacabana	IRL	F	3
Avoca Beach - Copacabana	IRL	M	5
Avoca Beach - Copacabana	ITA	F	3
Avoca Beach - Copacabana	ITA	M	3
Avoca Beach - Copacabana	MYS	M	3
Avoca Beach - Copacabana	NLD	F	4
Avoca Beach - Copacabana	NLD	M	3
Avoca Beach - Copacabana	NZL	F	11
Avoca Beach - Copacabana	NZL	M	14
Avoca Beach - Copacabana	PHL	F	4
Avoca Beach - Copacabana	SGP	F	3
Avoca Beach - Copacabana	ZAF	F	4
Avoca Beach - Copacabana	ZAF	M	7
Avoca Beach - Copacabana	KOR	F	3
Avoca Beach - Copacabana	KOR	M	6
Avoca Beach - Copacabana	THA	F	3
Avoca Beach - Copacabana	GBR	F	46
Avoca Beach - Copacabana	GBR	M	50
Avoca Beach - Copacabana	USA	F	3
Avoca Beach - Copacabana	USA	M	6
Box Head - MacMasters Beach		F	29
Box Head - MacMasters Beach		M	19
Box Head - MacMasters Beach	AUS	F	525
Box Head - MacMasters Beach	AUS	M	552
Box Head - MacMasters Beach	CAN	F	7
Box Head - MacMasters Beach	DEU	F	7
Box Head - MacMasters Beach	DEU	M	3
Box Head - MacMasters Beach	HKG	M	3
Box Head - MacMasters Beach	IND	F	3
Box Head - MacMasters Beach	IND	M	6
Box Head - MacMasters Beach	IRL	M	4
Box Head - MacMasters Beach	ITA	M	4
Box Head - MacMasters Beach	NLD	M	3
Box Head - MacMasters Beach	NZL	F	21
Box Head - MacMasters Beach	NZL	M	15
Box Head - MacMasters Beach	PHL	M	4
Box Head - MacMasters Beach	ZAF	F	7
Box Head - MacMasters Beach	ZAF	M	8
Box Head - MacMasters Beach	KOR	M	4
Box Head - MacMasters Beach	GBR	F	46
Box Head - MacMasters Beach	GBR	M	51
Box Head - MacMasters Beach	USA	F	3
Box Head - MacMasters Beach	USA	M	5
Calga - Kulnura		F	69
Calga - Kulnura		M	173
Calga - Kulnura	AUS	F	1190
Calga - Kulnura	AUS	M	3001
Calga - Kulnura	CAN	F	3
Calga - Kulnura	CAN	M	11
