LGA_CODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
LGA54550,7,0,0,39,0,0,13,15,13,16,3,0,52,0,0,3,9,12,16,4,0,43,0,0,3,6,5,3,3,3,23,30,56,144,154,248,207,88,28,949
LGA54620,8,0,0,46,0,0,44,42,27,19,6,0,146,0,0,11,15,13,7,0,0,50,0,0,0,0,3,3,0,0,12,8,38,156,167,142,127,46,23,700
LGA54690,3,0,0,10,0,0,0,0,0,0,0,4,15,0,0,0,7,4,3,3,0,8,0,0,0,0,0,0,0,0,0,4,8,25,40,33,50,16,7,181
LGA54760,4,3,0,17,0,0,3,3,3,9,0,0,21,0,0,0,0,5,9,3,0,18,0,0,0,3,4,0,4,0,13,8,12,47,80,92,84,41,6,382
LGA54830,224,33,0,1154,0,36,426,585,665,397,49,0,2154,0,3,129,296,377,211,17,3,1044,7,13,33,37,48,32,12,0,180,510,882,2712,3087,3097,1999,341,30,12657
LGA54900,11,3,0,39,0,0,10,13,19,12,3,0,59,0,0,0,4,11,13,3,3,45,0,3,0,6,0,7,4,0,18,21,43,123,143,184,164,61,17,760
LGA54970,46,3,0,371,0,21,316,291,243,125,10,0,1008,0,3,48,90,98,45,6,0,288,0,0,3,11,3,9,0,0,24,15,122,674,620,577,324,37,4,2378
LGA55040,45,0,0,324,0,23,302,251,194,99,23,0,893,0,5,72,112,91,40,0,0,317,0,0,8,7,4,3,0,0,26,23,118,688,578,529,293,46,0,2275
LGA55110,176,21,0,968,0,6,158,322,350,194,41,8,1089,0,4,45,140,166,112,21,7,504,38,35,51,60,68,45,20,0,313,1905,2140,3864,4279,4822,3358,823,121,21307
LGA55180,45,6,0,175,0,0,15,44,66,57,11,4,196,0,0,4,26,8,16,12,0,67,4,3,5,9,11,21,3,0,68,249,262,578,740,1036,888,304,75,4129
LGA55250,26,0,0,141,0,10,143,101,95,31,7,0,385,0,0,46,52,53,27,0,0,179,3,3,8,7,5,3,0,0,28,9,73,369,285,284,169,35,0,1227
LGA55320,437,77,8,2422,0,18,765,931,978,672,123,18,3503,4,7,189,615,720,438,123,26,2113,36,66,114,93,111,67,26,4,525,2490,4315,8823,8131,8418,6175,1548,192,40084
LGA55390,7,0,0,84,0,8,92,66,55,27,0,0,253,0,3,21,30,24,8,0,0,91,0,0,0,5,0,0,0,0,12,8,51,216,163,133,100,11,4,685
LGA55460,11,5,0,82,0,0,22,33,46,34,9,0,140,0,0,3,14,13,8,0,3,48,0,0,3,3,3,5,3,0,15,95,140,278,259,324,271,89,23,1475
LGA55530,5,0,0,16,0,0,0,4,7,4,3,0,17,0,0,0,3,3,3,0,0,14,3,0,0,3,0,3,0,0,7,5,16,43,50,53,53,18,0,241
LGA55600,14,4,0,71,0,0,12,25,20,22,3,0,75,0,0,3,17,11,8,3,0,48,0,0,3,3,4,8,3,0,25,48,76,177,243,258,238,94,25,1160
LGA55670,12,0,0,26,0,0,0,9,4,0,0,0,17,0,0,0,0,0,6,3,0,14,0,0,0,0,0,5,0,0,12,11,23,56,54,78,84,24,4,335
LGA55740,30,17,0,151,0,0,23,53,63,46,12,0,197,0,0,3,14,46,30,12,3,114,3,7,10,7,6,0,0,0,30,153,216,561,417,547,375,131,23,2427
LGA55810,3,5,0,43,0,3,22,18,26,5,3,0,76,0,0,10,7,13,6,0,0,32,0,0,0,0,3,0,0,0,6,7,19,88,62,85,51,15,0,330
LGA55880,0,0,0,13,0,0,3,3,3,0,0,0,19,0,0,0,0,0,0,3,0,10,0,0,0,0,3,3,0,0,10,6,10,41,55,73,58,21,11,275
LGA55950,0,0,0,7,0,0,3,8,4,3,3,0,17,0,0,0,0,3,5,0,0,6,0,0,0,0,0,5,0,0,9,4,18,50,48,46,53,21,8,253
LGA56090,106,18,0,460,0,3,66,135,176,130,19,0,538,0,0,12,55,70,53,15,4,215,11,15,17,19,29,21,8,0,129,564,728,1460,1700,2099,1636,495,61,8739
LGA56160,0,0,0,3,0,0,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,21,20,4,0,67
LGA56230,96,11,0,501,0,19,184,258,314,231,26,0,1022,0,0,40,81,128,60,9,8,321,8,9,19,20,26,23,3,0,108,295,366,855,1144,1427,1034,235,48,5406
LGA56300,3,0,3,14,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,4,8,0,0,0,0,0,6,3,0,12,14,24,47,75,117,127,62,10,474
LGA56370,6,0,0,20,0,0,3,7,8,11,3,3,31,0,0,0,0,15,8,3,0,27,0,0,0,0,0,3,0,0,10,7,23,97,45,84,95,30,11,395
LGA56460,41,5,0,126,0,3,22,29,72,35,11,0,169,0,0,8,13,23,30,10,3,84,0,4,8,3,8,20,8,0,54,85,197,385,422,559,502,154,25,2332
LGA56580,238,64,3,1674,4,16,590,667,643,460,99,13,2485,0,3,114,383,485,312,102,20,1417,4,23,57,61,52,46,15,0,261,474,1690,5201,4288,4298,3326,934,120,20327
LGA56620,12,0,0,24,0,0,10,6,16,3,0,0,39,0,0,0,0,3,3,0,0,9,0,7,0,9,5,5,3,0,28,8,22,86,70,71,67,15,0,344
LGA56730,73,13,3,283,0,4,53,97,139,89,16,0,394,0,0,13,25,40,41,7,0,130,3,11,14,13,14,21,11,0,82,212,311,720,799,1027,993,257,40,4359
LGA56790,20,0,0,53,0,0,7,12,25,11,3,0,49,0,0,4,4,8,5,3,0,29,0,0,0,0,7,9,3,0,26,40,66,138,207,302,293,106,12,1155
LGA56860,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,4,8,12,17,25,3,0,70
LGA56930,10,4,4,67,0,0,7,46,38,23,5,0,122,0,3,8,8,26,18,9,3,75,0,3,3,0,0,0,0,0,11,88,152,241,185,219,151,54,10,1094
LGA57000,13,3,0,79,0,3,93,44,62,44,0,0,251,0,0,20,30,28,15,0,3,95,0,0,3,3,3,0,3,0,14,5,25,209,149,191,145,31,4,770
LGA57080,1305,199,7,10445,0,195,5915,7423,5757,3081,426,30,22832,4,53,2545,7654,7033,3318,510,48,21181,48,143,376,296,336,178,54,6,1447,2140,9907,37377,32994,26755,15890,3166,281,128511
LGA57140,5,0,0,18,0,0,3,3,8,3,0,0,18,0,0,3,3,0,4,3,0,15,0,0,0,0,0,3,0,0,6,9,10,51,53,84,87,37,3,336
LGA57210,16,3,0,74,0,0,7,19,31,25,5,0,89,0,0,4,4,6,18,6,3,37,3,0,3,13,6,7,3,4,35,120,158,261,384,485,414,155,41,2023
LGA57280,110,16,0,949,9,96,786,596,541,286,35,5,2356,3,33,482,562,461,215,27,0,1782,7,15,39,43,45,15,3,0,169,266,662,2843,2280,2091,1150,164,15,9476
LGA57350,0,0,0,7,0,0,0,4,6,11,7,0,24,0,0,3,0,4,12,0,0,17,0,6,0,0,6,0,0,0,17,9,14,52,48,87,108,27,8,354
LGA57420,26,3,0,132,0,4,46,48,40,33,5,0,181,0,0,9,15,23,13,3,0,70,0,0,4,6,4,6,0,0,22,18,55,206,206,240,201,73,10,1020
LGA57490,247,27,3,1774,0,39,464,656,654,359,48,3,2220,0,3,108,237,255,118,27,0,747,33,48,80,65,76,65,23,0,387,2792,3565,6455,6187,6431,3772,754,97,30054
LGA57630,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,19,3,0,46
LGA57700,52,4,0,256,0,4,57,86,90,40,11,6,294,0,0,21,32,38,27,9,5,131,6,10,22,16,14,15,9,0,89,292,424,930,928,1044,739,198,32,4585
LGA57770,4,3,0,26,0,0,5,4,14,10,3,0,34,0,0,0,6,0,4,4,0,9,0,0,0,3,0,3,0,0,8,11,30,83,90,90,86,26,0,420
LGA57840,119,36,3,757,0,4,212,410,402,306,59,0,1395,0,4,75,191,270,223,58,7,832,6,14,25,27,30,16,6,3,134,640,1245,2902,2599,2644,2115,650,62,12856
LGA57910,801,149,22,4463,3,44,1173,2032,2016,1243,234,28,6780,6,22,355,1014,1177,704,194,47,3518,70,112,197,201,204,162,60,16,1015,3748,7454,17921,16095,15695,11106,3082,391,75495
LGA57980,236,67,3,1843,0,10,702,1062,889,508,102,4,3277,0,17,223,752,896,494,152,22,2556,22,34,74,50,74,30,20,3,314,949,2633,7143,5917,5021,3440,958,122,26182
LGA58050,626,93,7,3556,0,56,813,1330,1423,759,122,4,4512,0,13,193,517,606,341,87,10,1770,79,97,150,163,178,113,36,5,815,3378,5505,12413,11711,12311,8043,1860,189,55407
LGA58190,0,0,0,7,0,0,0,4,0,3,0,0,9,0,0,0,0,8,0,0,0,9,0,0,3,0,0,3,3,0,10,10,19,33,29,48,24,3,5,174
LGA58260,4,0,0,24,0,0,3,0,13,3,0,0,21,0,0,3,4,5,0,0,0,16,0,0,0,3,0,0,0,0,8,8,14,54,65,68,49,21,5,281
LGA58330,10,0,0,24,0,0,3,6,12,6,0,0,34,0,0,0,0,6,10,3,3,23,0,0,0,6,5,3,4,3,25,57,57,101,108,209,214,97,18,856
LGA58400,0,0,0,3,0,0,0,0,3,0,3,0,12,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,6,5,7,15,26,43,37,23,3,152
LGA58470,0,0,0,3,0,0,0,0,4,3,0,0,9,0,0,0,0,0,3,0,0,6,0,0,3,0,3,0,0,0,5,0,3,24,17,13,17,3,0,77
LGA58510,291,49,0,1903,0,14,550,913,811,512,77,0,2885,3,10,125,413,468,366,80,3,1464,23,41,83,53,59,51,8,5,317,823,2858,7772,6279,5443,3787,942,90,27996
LGA58540,4,0,0,30,0,0,7,5,3,9,3,0,24,0,0,0,3,8,3,3,0,19,0,0,0,0,4,0,0,0,12,9,19,69,76,144,90,49,12,475
LGA58570,204,48,3,1250,0,10,411,736,640,411,87,3,2301,0,6,92,362,427,279,57,4,1232,11,34,43,43,52,32,16,6,231,768,2144,5549,4494,4027,2802,780,95,20651
LGA58610,10,3,3,36,0,0,4,8,18,7,4,0,42,0,0,0,7,3,7,3,0,21,0,0,0,0,3,7,3,0,15,29,34,89,143,152,149,64,13,681
LGA58680,0,0,0,3,0,0,0,3,0,0,4,4,11,0,0,0,3,0,3,0,0,3,0,0,0,5,0,3,0,0,6,5,7,18,38,44,30,12,13,160
LGA58760,353,55,6,2333,3,30,503,843,862,435,80,3,2749,3,13,149,331,377,230,60,8,1171,73,87,116,136,159,97,23,7,689,3344,4575,9805,9512,9544,5730,1350,140,44004
LGA58820,46,3,0,245,0,8,86,155,198,119,16,4,587,0,0,14,33,60,28,4,0,144,3,3,3,6,22,7,3,0,45,75,128,335,462,599,455,93,22,2172
LGA58890,5,4,3,20,0,0,0,3,6,7,3,3,21,0,0,0,3,6,0,0,0,8,0,0,0,3,0,0,0,3,5,14,18,41,52,101,93,39,24,378
LGA59030,3,0,0,37,0,3,27,27,15,11,0,0,80,0,0,0,11,8,3,3,0,30,0,0,0,0,3,0,0,0,3,0,17,64,75,65,48,11,6,285
LGA59100,4,0,0,13,0,0,3,3,0,0,0,0,13,0,0,0,4,3,0,0,0,9,0,0,0,3,0,3,7,0,11,8,8,48,53,77,59,34,9,293
LGA59170,3,4,0,31,0,0,8,3,5,7,0,0,21,0,0,0,0,3,0,3,0,8,0,0,0,4,0,3,3,0,14,20,33,71,72,86,105,55,15,457
LGA59250,12,4,0,137,0,14,148,96,90,49,3,0,400,0,0,34,54,38,32,9,0,159,0,7,7,7,3,3,0,0,27,18,71,372,281,228,162,35,0,1157
LGA59310,7,4,0,42,0,0,10,17,10,5,5,4,47,0,3,0,3,11,5,0,0,20,0,0,3,0,0,4,5,3,14,25,49,130,130,140,144,47,12,689
LGA59320,0,0,0,21,0,0,0,3,3,7,0,0,12,0,0,0,3,3,3,0,0,6,0,0,0,0,0,0,0,0,0,6,14,31,38,48,44,15,6,189
LGA59330,0,0,0,9,0,0,3,0,5,7,0,0,12,0,0,0,0,3,3,0,0,9,0,0,0,3,0,3,0,3,11,10,13,35,29,47,51,19,10,214
LGA59340,51,7,3,284,0,13,110,148,131,84,18,0,494,0,0,24,50,50,38,7,3,177,0,6,13,17,24,14,0,0,74,142,315,903,774,795,621,129,15,3693
LGA59350,18,3,0,85,0,10,89,70,53,28,3,0,258,0,0,23,39,34,17,0,0,116,0,0,0,3,3,0,0,0,13,7,42,195,168,178,90,18,4,711
LGA59360,37,0,0,122,0,10,119,90,117,54,11,0,406,0,8,39,59,48,20,5,0,182,4,0,0,11,5,7,3,0,29,18,64,293,270,369,227,58,13,1303
LGA59370,7,7,0,56,0,0,12,18,12,4,8,0,54,0,0,0,4,3,9,4,0,22,0,0,0,3,4,10,4,0,21,56,73,138,172,235,232,107,14,1031
LGA59499,435,66,4,3185,3,159,1440,1367,1208,631,94,9,4908,6,56,554,768,670,358,60,7,2483,45,94,225,175,224,161,48,14,983,2008,5176,13018,11675,11951,8291,2019,229,54379
LGA59799,11,0,0,79,0,4,144,113,116,57,3,4,447,0,6,173,274,259,118,9,0,837,0,0,7,4,13,4,0,0,32,12,42,405,453,444,219,14,4,1595
LGA60210,10,3,0,50,0,0,4,12,22,22,8,0,65,0,0,4,4,5,8,3,0,29,0,0,0,5,3,8,3,0,22,96,99,220,297,421,441,114,17,1707
LGA60410,28,0,0,102,0,0,11,22,25,20,0,0,80,0,0,7,5,8,7,4,0,29,6,4,6,6,11,8,0,0,43,184,232,598,593,632,460,98,14,2806
LGA60610,124,13,0,536,0,3,77,146,158,82,15,0,482,0,0,12,52,59,53,9,4,190,8,11,14,22,35,25,12,3,129,713,902,1837,2028,2606,1828,331,43,10292
LGA60810,48,6,0,219,0,0,19,39,69,50,12,3,194,0,0,0,25,31,26,4,3,88,14,6,15,21,25,14,3,0,98,393,471,873,1075,1444,1168,249,50,5723
LGA61010,9,3,0,30,0,0,6,9,13,8,0,0,37,0,0,0,3,3,3,3,0,16,0,0,3,6,3,8,4,4,20,22,49,107,127,145,140,65,14,666
LGA61210,30,4,0,129,0,0,16,41,34,20,7,3,129,0,0,4,10,19,18,6,0,63,10,3,10,8,12,21,6,0,79,229,354,655,673,822,684,167,39,3618
LGA61410,173,20,0,801,0,4,97,199,263,177,35,4,775,0,5,35,78,99,81,18,4,317,16,20,29,41,40,33,11,0,190,1067,1398,2885,3098,3513,2749,620,82,15410
LGA61510,36,0,0,134,0,0,10,24,43,26,0,0,101,0,0,5,9,12,8,0,0,39,4,0,7,8,9,8,0,0,35,113,156,337,451,601,520,123,27,2325
LGA61610,106,11,3,512,0,5,50,121,148,92,31,6,452,0,3,12,40,45,52,14,3,167,12,10,37,29,40,27,13,0,163,832,1031,2082,2358,2799,2006,428,59,11591
LGA61810,15,0,0,65,0,0,4,17,19,12,8,0,55,0,0,4,4,7,12,3,0,30,3,6,3,8,6,13,0,0,35,98,189,352,392,520,524,134,29,2248
LGA62010,0,3,0,13,0,0,5,3,5,3,0,0,25,0,0,0,0,5,3,0,0,14,0,0,0,4,0,7,0,0,7,5,20,45,69,92,112,46,9,413
LGA62210,50,0,0,241,0,0,13,41,70,54,7,0,187,0,0,3,13,17,14,4,0,56,0,3,3,6,11,10,3,0,30,72,150,424,501,695,522,89,19,2466
LGA62410,6,0,0,34,0,0,3,12,15,16,0,3,49,0,0,3,3,3,13,3,0,27,0,0,3,0,3,6,0,0,25,66,80,207,263,357,353,117,24,1467
LGA62610,174,19,0,736,0,4,88,203,233,148,25,3,707,0,7,25,64,82,77,20,10,277,16,21,38,48,55,40,19,0,240,1007,1616,3715,4023,4344,3294,627,79,18713
LGA62810,624,70,7,3277,0,8,480,1208,1528,883,133,19,4255,3,6,97,506,698,510,144,14,1974,44,50,109,104,96,95,22,8,530,2019,4542,10850,11041,11607,8229,1708,195,50180
LGA63010,26,3,0,110,0,0,19,40,43,38,12,0,147,0,3,3,14,9,20,11,0,62,3,8,5,8,18,18,6,4,80,226,288,685,884,1000,886,252,42,4260
LGA63210,14,3,0,49,0,4,9,26,20,13,3,0,79,0,0,0,4,11,6,0,0,19,0,0,0,5,5,9,3,0,30,85,80,186,245,339,304,93,28,1358
LGA63410,4,4,0,33,0,3,4,8,8,9,3,0,38,0,0,0,3,7,6,3,0,20,3,0,0,0,7,8,0,0,18,16,52,155,121,182,164,51,19,765
LGA63610,71,4,3,321,0,5,33,111,129,80,17,0,380,0,0,13,36,58,39,18,4,162,9,5,15,22,16,18,11,3,100,685,750,1539,1719,1803,1525,392,54,8465
LGA63810,23,5,0,105,0,0,11,22,25,19,6,0,85,0,3,10,8,14,17,11,0,63,10,3,0,11,9,4,4,0,49,199,236,554,661,819,666,185,28,3345
LGA64010,337,39,0,1549,0,6,191,420,509,329,61,0,1513,6,6,57,168,256,220,55,6,769,41,49,71,80,100,79,29,8,457,2099,3421,6441,6928,8003,5992,1234,153,34271
LGA64210,57,7,0,223,0,3,19,61,67,49,9,0,202,0,0,5,23,28,19,9,0,81,4,3,20,13,22,15,6,0,90,306,417,888,1059,1345,1114,318,60,5500
LGA64610,30,6,3,149,0,3,16,44,50,40,6,3,170,0,0,4,17,26,28,6,7,92,6,7,17,17,23,26,3,0,96,225,437,836,918,1115,919,253,62,4765
LGA64810,24,0,0,75,0,0,8,20,17,27,0,0,74,0,0,3,9,9,5,3,0,26,7,3,7,4,12,4,0,0,35,213,183,432,466,567,512,141,24,2521
LGA65010,5,4,0,32,0,0,0,5,13,7,0,0,30,0,0,3,6,3,5,3,4,25,0,0,0,0,4,0,0,0,13,44,46,157,182,271,265,101,20,1089
LGA65210,8,3,0,20,0,0,0,9,3,3,0,0,20,0,3,0,0,4,7,8,0,19,0,6,0,4,3,0,3,0,20,33,45,91,131,161,180,64,10,713
LGA65410,31,8,0,191,0,0,26,37,45,29,3,0,145,0,3,11,15,18,12,7,0,66,6,4,12,12,14,13,4,0,67,231,330,651,716,927,761,159,28,3808
LGA65610,23,3,0,153,0,9,70,76,78,52,7,0,298,0,0,17,17,25,14,0,0,78,3,0,0,8,9,3,4,0,33,60,164,389,376,496,357,68,9,1912
LGA65810,34,5,0,124,0,0,9,26,51,40,15,3,135,0,0,8,20,21,17,6,0,64,4,6,8,14,9,16,4,0,66,265,292,552,650,900,836,241,31,3762
LGA69499,52,7,0,251,0,9,60,78,75,47,6,0,280,0,5,26,32,53,33,8,4,158,15,23,27,33,34,40,13,3,186,314,712,1839,1777,2226,1841,369,54,9138
LGA69799,0,0,0,11,0,0,3,4,3,4,0,0,15,0,0,0,4,3,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,10,13,12,3,0,55
LGA70200,225,36,0,968,0,9,192,317,322,259,31,4,1134,0,0,28,86,131,94,31,0,373,18,12,44,43,36,32,16,0,196,627,897,2868,2432,2546,2008,459,39,11884
LGA70420,35,6,0,130,0,0,24,39,52,33,6,0,159,0,0,5,12,15,15,3,3,59,3,6,16,10,17,11,3,3,71,117,226,513,388,406,347,84,9,2097
LGA70540,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,8,4,0,0,33
LGA70620,22,4,0,107,0,12,101,81,76,50,9,0,314,0,0,18,42,45,11,4,0,124,0,3,5,12,15,9,0,0,43,24,97,360,325,328,197,37,3,1375
LGA70700,14,0,0,43,0,0,9,12,24,14,4,0,67,0,0,3,4,5,4,0,0,20,0,0,0,0,0,7,0,0,14,23,46,99,90,148,125,36,3,574
LGA71000,644,101,9,3857,0,48,1111,1671,1575,1016,154,10,5582,0,12,279,735,836,590,125,18,2597,44,83,180,160,143,92,34,0,742,1973,4060,12287,10466,9353,6234,1465,135,45984
LGA71300,47,6,0,209,0,7,105,120,130,72,12,0,453,0,0,22,49,49,32,3,0,152,18,28,54,56,41,32,6,0,236,57,160,613,652,631,410,68,10,2592
LGA72200,63,11,0,341,0,7,107,107,98,63,20,3,404,0,3,20,28,35,30,7,0,124,3,8,19,13,10,20,9,0,87,204,398,1184,844,890,629,196,22,4368
LGA72300,156,19,3,1242,8,86,970,927,718,352,44,3,3111,0,63,863,967,782,422,44,3,3142,18,26,48,56,57,36,10,0,248,476,1549,4509,3631,3170,1874,360,41,15611
LGA72330,50,13,0,181,0,0,51,85,101,78,4,0,323,0,0,14,28,78,47,9,0,170,5,10,23,15,18,12,4,0,85,40,126,513,470,505,373,89,11,2132
LGA72800,70,15,0,537,0,8,165,194,182,104,17,0,658,0,5,56,82,72,46,9,0,272,11,18,25,39,24,14,3,0,128,604,747,1849,1746,1432,836,174,19,7412
LGA73600,33,3,0,122,0,4,49,45,33,44,5,0,180,0,0,10,17,19,10,3,0,58,3,9,18,12,18,4,3,0,67,56,168,465,370,390,261,63,9,1778
LGA74050,15,0,0,24,0,0,5,4,11,11,3,0,34,0,0,0,0,0,4,0,0,8,0,0,3,0,7,3,0,0,13,5,45,159,131,120,97,13,5,572
LGA74550,14,0,0,37,3,0,12,7,24,13,5,0,63,0,0,0,4,3,0,0,0,19,5,3,8,5,8,6,0,0,35,48,84,176,130,159,134,42,9,790
LGA74560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,18,6,3,0,47
LGA74660,23,0,0,110,0,6,61,71,61,48,0,0,248,0,0,10,15,16,17,3,0,59,7,7,16,19,15,6,0,0,64,62,157,443,413,400,260,40,8,1780
LGA74680,13,0,0,29,0,0,8,7,10,4,3,0,38,0,0,0,6,10,3,0,0,24,0,0,0,3,6,0,0,0,11,10,45,156,124,119,81,14,0,551
LGA79399,80,8,0,477,0,17,247,296,267,154,23,0,1015,5,12,96,128,130,62,13,0,432,3,15,28,22,24,21,3,0,118,206,554,1718,1517,1371,856,166,13,6401
LGA79499,24,7,0,296,0,17,173,127,111,66,8,0,499,0,13,133,84,54,36,4,0,319,5,12,16,24,16,22,3,0,89,110,266,1013,837,761,546,126,20,3679
LGA79799,0,3,0,16,0,0,12,3,7,4,0,0,20,0,0,5,6,8,7,0,0,33,0,0,0,0,0,0,0,0,3,0,3,30,18,24,22,3,0,91
LGA89399,2415,407,38,17666,10,103,6092,12353,11742,5722,823,56,36899,11,46,1276,4406,5828,3474,656,61,15747,178,258,523,475,459,262,86,23,2262,11188,21565,54877,51950,46795,27483,6119,665,220648
LGA89499,62,12,0,351,0,3,104,148,104,58,8,0,436,7,0,39,78,70,31,14,0,238,7,21,30,19,32,7,3,0,115,410,847,1681,1424,1278,896,251,32,6819
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,40,11,0,200,0,9,49,67,69,58,19,0,268,0,0,22,28,40,24,9,0,120,0,3,4,14,11,7,3,0,45,75,161,468,562,617,551,220,35,2692
LGA99499,0,0,0,9,0,3,3,0,5,3,0,0,17,0,0,7,14,8,6,0,0,27,0,0,0,0,0,0,0,0,0,0,7,26,23,33,17,4,0,118
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
