LGA_CODE_2016,UIE_IDNS_OMOE_Nil_em,UIE_IDNS_OMOE_1_19_em,UIE_IDNS_OMOE_20more_em,UIE_IDNS_OMOE_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMOE_Nil_em,UIE_Tot_OMOE_1_19_em,UIE_Tot_OMOE_20more_em,UIE_Tot_OMOE_NE_NS,UIE_Tot_Tot
LGA60810,11,8,0,0,14,416,183,5,18,619
LGA61010,3,0,0,0,3,52,47,5,5,108
LGA61210,10,7,0,0,18,216,183,3,6,404
LGA61410,44,5,0,0,50,996,334,19,19,1362
LGA61510,10,3,0,0,11,158,66,3,4,231
LGA61610,13,4,0,0,21,426,199,3,11,640
LGA61810,10,0,0,0,7,176,120,0,3,309
LGA62010,0,0,0,0,0,53,20,0,0,76
LGA62210,7,0,0,0,7,92,32,3,3,130
LGA62410,0,0,0,0,3,130,71,0,8,211
LGA62610,45,15,0,0,63,831,316,16,11,1167
LGA62810,80,26,3,3,104,1903,664,83,18,2672
LGA63010,8,0,0,0,11,485,148,5,14,650
LGA63210,7,0,0,0,9,165,46,0,3,210
LGA63410,7,0,0,0,7,90,31,0,3,120
LGA63610,38,3,0,4,46,932,224,3,17,1175
LGA63810,13,3,0,0,13,216,88,4,3,315
LGA64010,42,9,0,0,58,1310,604,51,34,1998
LGA64210,19,7,0,0,21,480,218,5,13,721
LGA64610,8,5,0,0,11,293,115,6,11,420
LGA64810,14,4,0,0,17,343,104,3,8,456
LGA65010,10,0,0,0,9,159,89,0,3,254
LGA65210,3,0,0,0,3,86,35,0,0,125
LGA65410,16,4,0,0,17,230,124,3,9,368
LGA65610,4,0,0,0,4,53,26,0,0,78
LGA65810,14,0,0,0,17,430,142,3,19,597
LGA69499,80,10,0,3,90,2396,362,3,56,2817
LGA69799,0,0,0,0,0,0,0,0,0,0
LGA70200,19,0,0,0,16,380,137,10,17,539
LGA70420,8,3,0,0,9,43,10,0,4,64
LGA70540,0,0,0,0,0,0,0,0,0,0
LGA70620,3,0,0,0,6,13,9,0,3,23
LGA70700,0,0,0,0,0,33,3,0,0,39
LGA71000,68,25,0,3,100,1410,454,34,33,1938
LGA71300,3,0,0,0,3,25,10,0,0,31
LGA72200,3,0,0,0,3,131,33,0,4,171
LGA72300,23,0,0,0,26,482,104,4,13,607
LGA72330,0,0,0,0,5,29,15,0,0,41
LGA72800,19,4,0,0,20,324,107,0,3,441
LGA73600,11,0,0,0,11,39,5,0,3,51
LGA74050,0,0,0,0,0,0,4,0,0,9
LGA74550,0,0,0,0,0,33,3,0,0,32
LGA74560,0,0,0,0,0,7,5,0,0,16
LGA74660,0,0,0,0,0,10,8,0,0,14
LGA74680,0,0,0,0,0,4,0,0,0,4
LGA79399,6,0,0,0,6,121,34,5,6,170
LGA79499,27,5,0,0,29,627,98,0,13,736
LGA79799,0,0,0,0,0,5,0,0,0,4
LGA89399,280,43,5,4,334,5910,1547,194,63,7719
LGA89499,43,7,0,0,45,1350,171,4,11,1534
LGA89799,0,0,0,0,0,0,0,0,0,0
LGA99399,7,0,0,0,8,159,96,0,9,272
LGA99499,0,0,0,0,0,5,5,0,0,11
LGA99799,0,0,0,0,0,0,0,0,0,0
