LGA_CODE_2016,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_FYROM_E,M_FYROM_OM_IE,M_FYROM_OM_UIE,M_FYROM_CFW,M_FYROM_ES_NS,M_FYROM_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Malta_E,M_Malta_OM_IE,M_Malta_OM_UIE,M_Malta_CFW,M_Malta_ES_NS,M_Malta_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_Turkey_E,M_Turkey_OM_IE,M_Turkey_OM_UIE,M_Turkey_CFW,M_Turkey_ES_NS,M_Turkey_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE
LGA10850,1287,97,181,72,27,1661,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,4,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,6,3,0,37,3,0,0,0,0,3,0,0
LGA10900,4290,682,1058,126,62,6219,11,8,3,3,0,23,32,11,10,3,0,54,4,0,0,0,0,4,8,5,3,0,0,15,11,0,3,0,0,17,0,0,3,0,0,3,24,11,21,0,0,55,12,0,0,0,0,13,9,0,4,0,0,22,70,7,7,3,0,90,8,0,0,0,0,14,5,3,0,0,0,10,3,0,0,0,0,6,25,6,10,3,0,40,14,3,11,3,0,28,4,3,0,0,0,8,8,3,0,0,0,12,3,3,11,0,0,18,14,3,5,0,3,29,0,4,0,0,0,9,15,4,10,3,0,36,99,16,35,3,0,161,13,3,0,0,0,20,40,4,0,0,0,43,7,0,3,0,0,18,10,0,0,0,0,10,20,3,7,3,0,34,3,8,0,0,0,13,22,4,0,0,0,19,3,0,0,0,0,9,287,95,134,20,0,539,30,3,11,0,0,52,31,3
LGA10950,468,40,112,45,7,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0
LGA11100,14411,932,404,53,142,15945,64,0,0,0,0,75,705,91,71,17,0,880,51,11,5,0,0,66,145,23,7,3,3,178,266,11,5,0,3,282,153,12,0,0,0,164,114,5,6,3,0,132,121,25,21,3,3,169,256,13,16,0,0,285,1054,39,20,3,11,1130,393,24,25,3,3,447,70,8,6,0,0,85,94,11,7,3,0,110,240,21,9,0,3,273,151,16,11,3,3,183,77,3,4,0,0,90,159,19,10,3,5,199,187,34,22,0,3,246,180,11,4,4,0,202,36,3,3,0,0,44,37,3,0,0,0,41,884,42,27,3,8,966,189,3,8,0,3,198,549,3,13,0,5,567,57,6,5,0,0,64,74,6,3,0,0,93,233,29,8,0,4,277,172,5,0,0,5,183,150,4,3,0,0,159,87,13,9,0,4,113,1216,84,53,0,10,1365,111,3,3,0,0,123,351,23
LGA11150,339,27,75,25,17,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA11200,148,14,41,27,5,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA11250,2713,156,206,33,61,3172,4,0,0,0,0,4,8,0,3,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,3,0,0,0,0,3,13,0,3,0,0,12,0,0,0,0,0,0,21,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,42,0,6,3,0,55,0,0,0,0,0,5,0,0
LGA11300,2733,291,233,22,30,3309,18,0,0,0,0,20,518,193,119,40,3,869,13,0,0,0,0,17,37,3,0,0,0,47,48,0,0,0,0,51,9,0,3,0,0,12,12,0,3,0,0,20,24,9,4,0,0,39,106,18,23,3,0,145,428,37,13,0,4,479,34,4,3,0,0,44,26,0,3,0,0,34,30,0,3,0,0,32,36,20,0,0,0,58,59,11,12,5,0,91,10,0,0,0,0,17,170,52,41,17,5,277,86,49,43,5,3,188,53,4,6,0,0,65,10,0,0,0,0,14,7,0,0,0,0,11,114,6,10,0,0,132,58,3,3,0,0,71,138,4,0,0,4,146,8,3,3,0,0,18,15,0,0,0,0,18,34,4,4,0,0,36,56,13,5,0,0,79,26,0,0,0,3,30,13,4,6,3,0,25,172,14,15,0,0,203,22,0,0,0,0,23,106,26
LGA11350,2956,571,1017,117,88,4740,20,9,15,0,0,41,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,6,0,4,0,0,10,0,0,0,0,0,0,28,16,17,3,0,65,5,0,0,0,0,3,3,0,0,0,0,9,20,9,8,6,0,35,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,0,24,28,5,3,0,3,48,10,3,5,0,3,19,6,3,0,0,0,7,0,0,0,0,0,0,8,0,4,0,0,13,0,0,0,0,0,3,5,5,11,0,0,17,120,33,53,0,3,221,0,0,0,0,0,0,3,0,6,0,0,13,0,0,0,0,0,4,0,3,0,0,0,3,23,5,10,0,0,45,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,207,60,135,10,11,425,32,12,22,0,3,63,3,0
LGA11400,1460,176,425,181,58,2297,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,25,3,6,0,0,34,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,38,4,8,3,0,52,3,0,0,0,0,3,0,0
LGA11450,7566,1222,688,77,106,9664,7,0,0,0,0,9,78,22,58,8,3,168,13,9,8,0,0,22,17,7,3,0,0,35,75,8,9,0,3,102,17,3,0,3,0,24,22,5,3,0,0,32,10,3,0,0,0,11,16,3,0,0,0,23,141,22,15,3,0,187,16,3,5,0,0,22,14,6,5,0,0,19,55,12,15,0,0,78,44,16,7,0,0,69,49,18,10,3,5,86,3,0,0,0,0,3,20,13,4,0,0,36,44,27,12,4,0,88,20,0,3,0,0,26,17,8,8,3,0,42,14,0,0,0,0,16,229,27,15,0,3,280,26,8,3,0,0,39,119,0,0,0,0,126,16,11,4,0,0,26,8,0,0,0,0,13,54,12,0,0,0,67,11,0,0,0,0,17,24,0,0,0,0,22,14,5,0,0,0,16,370,78,59,6,3,507,25,9,0,0,0,29,87,14
LGA11500,12707,1179,846,97,149,14986,22,0,4,0,0,30,259,64,35,9,5,376,39,10,3,0,0,53,68,26,22,3,0,119,407,50,28,3,5,486,47,9,4,0,0,63,46,6,3,0,0,56,34,4,9,4,0,59,67,13,5,0,0,89,662,79,45,4,8,791,64,6,7,0,0,77,41,6,7,0,0,55,107,25,25,3,0,160,65,16,0,0,0,89,88,17,11,0,4,123,10,3,0,0,0,12,48,16,11,0,0,74,86,43,58,6,8,200,65,17,3,0,0,85,33,5,7,0,0,47,22,3,4,0,0,32,509,29,25,3,6,574,152,29,25,0,0,206,484,17,20,4,9,527,51,14,11,0,0,75,9,5,0,0,0,16,144,17,15,0,5,183,105,7,3,0,0,121,59,3,7,0,0,73,26,3,3,0,0,33,665,78,57,8,7,819,70,4,3,0,0,77,450,38
