LGA_CODE_2016,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_Turkey_E,P_Turkey_OM_IE,P_Turkey_OM_UIE,P_Turkey_CFW,P_Turkey_ES_NS,P_Turkey_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Zimbabwe_E,P_Zimbabwe_OM_IE,P_Zimbabwe_OM_UIE,P_Zimbabwe_CFW,P_Zimbabwe_ES_NS,P_Zimbabwe_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA10850,10,0,0,0,0,13,0,0,3,0,0,3,3,0,0,0,0,3,7,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,47,0,12,3,0,64,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,17,0,4,0,0,19,42,4,11,7,0,67,2223,152,351,156,40,2922
LGA10900,119,5,3,0,0,130,30,4,12,0,0,45,13,0,0,0,0,18,56,6,17,3,0,82,17,5,0,0,0,25,63,3,3,0,0,69,6,0,0,0,0,4,760,145,242,35,3,1188,80,8,28,8,0,121,55,5,10,3,3,83,9,4,3,0,0,11,358,58,123,13,13,563,159,16,29,4,12,223,13743,1485,2671,373,178,18452
LGA10950,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,19,0,8,7,0,32,956,52,173,83,27,1298
LGA11100,1117,8,15,0,7,1144,124,6,5,0,0,142,124,5,3,4,0,143,371,35,11,3,4,422,225,8,0,0,5,236,375,13,14,3,0,405,119,13,14,5,4,150,1742,100,79,4,14,1944,200,4,4,3,0,220,602,27,43,8,3,687,43,3,3,0,0,44,4790,237,228,27,72,5357,394,31,14,3,33,484,43190,2223,1427,237,427,47503
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,18,0,0,0,0,21,28,0,11,4,0,44,804,41,125,50,24,1047
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,0,4,7,0,24,361,23,57,52,11,499
LGA11250,61,0,0,3,0,63,0,0,0,0,0,0,4,0,0,0,0,4,14,0,3,0,0,20,6,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,74,0,5,7,0,85,9,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,37,5,7,0,0,45,139,12,7,0,11,168,5976,267,375,95,128,6845
LGA11300,377,6,4,3,7,399,39,6,6,0,0,49,34,0,3,0,0,38,75,7,6,0,0,87,144,20,14,0,0,179,83,0,11,3,4,97,48,4,4,3,0,60,343,22,27,0,4,395,53,3,0,3,0,56,276,35,31,7,7,357,21,0,0,0,0,21,1236,65,58,11,15,1382,118,15,7,3,9,155,14010,1194,1058,213,151,16624
LGA11350,23,0,5,0,0,32,3,0,0,3,3,8,11,4,0,0,0,15,48,9,30,0,0,90,10,0,0,0,0,11,22,4,3,0,0,31,0,0,0,0,0,4,450,94,227,26,13,813,86,18,52,0,3,155,5,0,9,3,0,18,7,0,3,0,0,11,313,67,123,18,22,539,211,35,62,10,15,333,8475,1257,2621,354,261,12964
LGA11400,16,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,23,8,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,63,6,11,5,0,91,3,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,41,0,0,3,0,49,58,3,17,5,6,90,2877,291,697,351,84,4298
LGA11450,222,11,6,3,0,239,30,7,6,0,0,48,11,4,6,0,0,17,103,16,6,0,0,121,30,4,4,0,0,39,58,4,4,3,0,68,15,6,3,0,0,22,769,104,94,11,8,995,49,11,4,0,0,59,165,17,26,0,3,215,20,3,0,0,0,23,890,124,113,19,12,1159,260,44,50,6,22,375,19655,2351,1857,311,277,24444
LGA11500,1091,19,38,8,10,1169,123,13,9,4,0,154,28,6,0,0,0,40,274,25,22,0,4,333,200,13,15,0,0,229,155,13,14,5,0,188,37,5,5,3,3,52,1512,112,93,21,18,1757,119,4,7,0,0,131,737,73,92,23,8,926,81,3,6,0,0,91,3269,272,387,70,55,4058,566,51,39,15,33,698,41749,2820,2563,466,510,48114
LGA11520,1035,5,15,0,3,1057,66,4,5,0,0,82,77,6,5,0,0,90,262,20,20,0,0,311,328,20,21,3,6,373,204,13,11,0,0,229,83,9,15,0,0,111,919,94,89,11,6,1125,118,12,16,3,0,147,411,22,40,8,8,490,44,5,0,0,0,45,2633,151,176,30,24,3012,234,24,23,7,23,307,28082,2616,2233,375,307,33608
LGA11570,1788,33,37,8,22,1890,200,13,21,3,0,235,129,13,14,8,3,160,367,43,14,0,5,430,416,29,13,3,3,468,348,17,27,13,5,404,208,43,36,0,3,293,1612,110,102,15,16,1861,159,18,15,3,0,185,4579,460,579,133,82,5830,127,11,0,0,0,138,8032,732,1059,110,146,10086,897,92,104,26,98,1215,76750,8089,7452,1307,1173,94779
LGA11600,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,22,3,3,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,27,0,0,0,0,30,31,0,4,0,3,39,854,142,182,101,27,1302
LGA11650,639,37,19,9,9,717,66,8,18,0,0,97,43,9,10,0,3,69,452,68,101,10,5,642,103,17,10,0,0,127,234,24,32,14,4,311,16,3,9,0,0,32,4091,519,620,93,53,5380,299,32,36,7,5,380,134,17,36,4,3,198,110,8,4,0,0,133,1539,222,229,63,23,2073,1231,101,156,39,71,1601,86009,7309,8802,1503,1115,104732
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,6,17,3,9,0,0,33,442,41,96,65,16,658
LGA11720,58,3,8,0,0,67,3,0,0,0,0,3,3,0,0,0,0,4,28,3,6,3,0,41,11,3,0,0,0,16,22,0,6,4,4,35,0,0,0,0,0,4,309,51,55,16,6,434,25,4,0,0,0,31,8,0,3,0,0,13,16,0,0,0,0,17,108,19,21,4,3,151,219,22,16,14,16,290,12441,840,1002,304,192,14791
LGA11730,42,0,8,0,0,51,0,0,0,0,0,3,3,0,0,0,0,3,36,6,3,6,0,48,14,0,0,0,0,13,9,0,3,0,0,16,0,0,0,0,0,0,308,38,55,12,8,430,33,3,10,0,0,44,6,0,3,3,3,15,16,0,4,0,0,19,117,12,20,11,4,167,300,20,62,13,16,415,12836,905,1807,518,276,16345
LGA11750,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,44,0,0,0,0,49,50,3,6,7,8,64,1832,95,191,113,36,2269
LGA11800,147,5,12,3,0,167,13,0,0,0,0,19,8,3,0,0,0,8,133,21,18,4,0,176,9,0,0,0,0,10,38,3,6,3,4,57,6,0,3,0,0,12,882,75,127,32,16,1131,93,3,11,0,0,110,24,0,6,0,0,34,24,4,0,0,0,29,691,46,81,14,7,835,356,18,49,3,25,447,23635,1668,2658,590,335,28886
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,16,3,12,6,4,35,653,71,255,111,22,1111
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,13,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,24,0,9,8,4,46,928,92,230,142,42,1432
LGA12350,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,7,0,4,0,3,16,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,59,4,7,3,3,77,7,0,0,0,0,8,0,0,0,3,0,4,4,0,0,0,0,4,22,4,8,5,0,32,75,8,20,10,0,115,3359,246,665,209,95,4569
LGA12380,2079,26,46,10,14,2173,127,7,11,3,0,156,86,6,8,0,0,101,298,27,8,0,3,341,940,107,98,24,11,1183,264,9,13,10,5,298,421,97,140,18,22,697,1387,70,47,8,13,1528,141,5,3,0,0,153,2184,139,183,30,21,2554,84,0,0,0,0,87,6172,485,538,77,107,7384,628,64,49,11,66,825,59705,5066,4288,755,861,70670
LGA12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,4,5,0,49,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,14,21,7,9,8,0,54,1426,206,348,145,30,2155
LGA12730,9,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,17,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,38,3,13,4,3,61,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,75,0,0,3,0,74,84,4,10,7,4,111,2842,265,368,145,72,3693
LGA12750,40,3,0,0,0,45,8,0,0,0,3,16,3,0,0,0,0,3,37,5,5,3,0,54,9,0,3,0,0,11,9,0,3,0,0,9,3,0,0,0,0,3,377,37,88,15,11,513,33,3,10,0,0,50,7,0,8,8,0,25,13,0,0,3,0,11,141,20,24,6,0,186,212,22,35,15,12,293,9135,816,1576,282,169,11982
LGA12850,1173,19,16,3,19,1231,98,16,9,0,4,127,50,12,3,0,0,62,185,9,9,0,3,206,250,7,6,0,0,264,314,28,31,6,6,378,136,35,28,15,3,215,909,74,35,3,13,1032,93,11,5,0,0,109,4497,756,870,180,81,6383,68,0,0,0,3,72,5383,530,559,99,89,6665,618,65,67,17,72,838,47236,4630,3715,752,764,57091
LGA12870,30,0,0,0,0,37,4,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,3,6,0,0,0,0,6,6,0,3,0,0,11,0,0,0,0,0,0,83,7,10,3,0,101,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,39,0,0,0,3,47,97,14,9,11,6,133,3831,353,449,211,88,4935
LGA12900,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,33,9,9,12,0,57,0,0,0,6,0,3,3,0,0,0,0,8,0,0,0,0,0,0,15,0,3,0,0,16,64,6,10,13,3,96,2827,217,540,192,75,3855
LGA12930,780,11,22,0,10,823,58,5,9,0,0,79,76,7,4,0,0,88,200,20,9,6,3,238,121,9,5,0,0,132,193,10,24,15,0,242,36,0,6,0,0,45,995,93,80,19,9,1196,97,4,3,4,0,109,452,55,66,25,9,610,63,3,3,0,0,71,2823,243,257,33,40,3400,329,31,42,6,22,438,34555,3786,3200,636,370,42550
LGA12950,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,11,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,25,3,13,5,4,52,987,81,342,126,30,1570
LGA13010,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,45,9,9,13,0,68,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,25,48,6,18,11,5,89,2134,156,464,232,81,3059
LGA13310,66,0,10,3,0,70,4,0,0,0,0,5,0,3,0,0,0,3,18,0,0,0,0,19,11,0,3,0,0,13,17,0,3,0,0,25,0,0,0,0,0,4,222,22,31,18,3,285,22,0,3,3,0,27,17,4,0,0,0,22,13,0,0,0,0,18,179,10,11,7,3,207,182,10,26,11,8,232,9742,598,852,228,136,11561
LGA13340,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,11,19,9,0,59,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,17,37,13,13,6,4,73,2050,322,585,298,61,3316
LGA13450,135,5,0,0,4,139,4,0,0,0,0,4,5,0,0,0,0,5,63,4,7,0,0,69,22,4,0,0,0,27,11,3,0,0,0,15,18,3,0,0,0,16,143,9,11,3,0,169,10,0,0,0,0,17,5,0,0,0,0,11,35,0,0,0,0,34,501,15,17,3,11,544,178,12,26,24,12,251,9957,845,835,337,158,12132
LGA13510,15,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,3,0,62,3,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,29,0,0,0,0,31,94,10,19,11,12,147,3135,249,473,195,81,4134
LGA13550,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,23,4,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,50,6,13,7,0,71,4,0,3,3,0,9,0,0,4,0,0,3,0,0,0,0,0,0,20,0,0,0,0,30,80,11,21,3,5,125,3700,345,498,232,92,4859
LGA13660,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,8,10,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,3,0,10,31,3,3,7,3,50,1072,121,341,259,29,1826
LGA13800,268,6,4,3,4,288,21,0,0,0,0,18,26,3,0,0,0,32,120,17,9,8,0,146,87,6,6,0,3,102,49,6,3,0,0,57,11,3,0,0,0,14,755,115,96,25,7,998,61,11,4,0,0,78,76,3,17,3,0,107,24,0,3,0,0,28,529,70,57,15,9,677,204,31,34,8,12,282,19075,2180,2114,472,253,24093
LGA13850,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,19,3,5,3,0,34,927,94,162,79,28,1288
LGA13910,16,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,82,12,17,11,5,129,17,0,3,3,0,17,0,0,0,0,0,0,3,0,0,0,0,3,39,7,9,3,0,57,152,7,31,9,8,202,4992,485,931,439,112,6958
LGA14000,728,24,18,15,3,787,64,20,17,0,0,99,102,19,7,3,0,131,467,89,64,10,4,627,314,53,21,6,3,406,161,15,8,7,3,200,30,3,7,0,0,42,1554,241,227,39,12,2072,173,38,14,3,0,235,239,20,25,8,3,299,79,12,14,0,0,104,2075,208,220,50,25,2580,242,28,42,7,27,343,33580,4022,3662,684,334,42292
LGA14100,86,3,0,0,0,89,5,3,4,0,0,11,8,3,0,0,0,14,36,5,4,0,0,47,40,0,0,0,0,40,39,4,3,0,0,44,4,4,3,3,0,15,152,23,16,7,0,196,18,3,4,0,0,28,16,6,4,0,0,32,10,0,0,0,0,7,359,23,29,3,0,412,30,0,3,0,3,41,3414,498,373,86,24,4397
LGA14170,1124,31,31,8,5,1199,140,20,21,3,3,191,118,19,10,3,0,151,301,69,47,3,8,426,286,9,13,0,0,306,576,23,46,12,8,664,128,20,34,4,4,189,1913,393,419,41,21,2785,274,43,61,11,0,387,1208,164,175,52,11,1616,46,3,14,0,0,59,5307,414,559,66,78,6422,438,52,76,9,39,617,48432,6252,6302,845,573,62403
LGA14200,94,3,0,0,7,111,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,20,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,54,10,22,3,0,83,3,0,0,0,0,6,6,0,6,0,0,14,0,3,0,0,0,3,56,4,3,4,0,66,115,11,16,14,8,165,4834,326,737,304,119,6324
LGA14300,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,3,0,0,72,42,0,10,9,3,67,1337,105,260,101,24,1836
LGA14350,45,3,3,0,3,55,0,0,0,0,0,0,3,0,0,0,0,4,17,3,0,0,0,19,3,0,0,0,0,3,5,0,0,0,0,7,3,0,0,0,0,3,173,21,29,13,4,240,15,5,4,0,3,26,0,0,0,0,0,3,6,0,0,0,0,6,88,10,13,0,0,118,215,7,36,14,14,287,7417,450,974,305,178,9329
LGA14400,27,0,0,0,0,27,3,0,3,0,0,3,3,0,0,0,0,0,13,12,15,4,0,38,6,3,0,0,0,4,18,5,0,0,0,24,0,0,0,0,0,0,173,26,52,9,7,268,21,3,4,3,0,25,7,0,3,0,0,13,0,0,0,0,0,6,66,10,17,0,0,95,63,11,18,5,10,97,3795,517,814,170,68,5363
LGA14500,456,16,15,5,3,489,67,8,15,0,0,91,102,8,9,5,0,130,676,201,167,19,4,1077,135,14,9,3,0,167,176,11,11,0,3,200,18,4,0,0,0,29,1341,307,235,30,10,1924,138,28,27,7,0,200,123,41,26,3,0,194,82,9,15,0,0,108,1768,211,188,42,10,2221,163,23,19,5,15,231,22576,3776,3053,611,209,30220
LGA14550,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,52,3,19,6,3,88,0,0,0,0,0,3,3,0,0,0,0,9,4,0,3,0,0,11,36,9,14,8,0,65,48,7,9,3,4,68,1778,167,524,204,48,2725
LGA14600,15,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,8,0,3,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,49,5,9,9,12,81,1563,150,382,194,55,2347
LGA14650,283,8,18,0,3,311,34,6,8,0,0,51,23,3,3,0,0,30,192,18,21,6,0,236,46,4,3,0,0,57,96,10,15,7,0,127,7,3,0,0,0,11,1223,151,158,42,9,1591,152,10,30,0,0,197,60,16,20,4,0,103,58,5,9,0,0,68,601,86,118,17,7,833,565,41,36,17,47,706,48075,3985,4411,769,524,57757
LGA14700,320,5,3,0,0,327,43,3,9,0,0,59,48,9,4,3,0,56,218,35,28,3,3,283,113,0,3,0,0,116,133,5,4,0,0,141,18,4,0,0,0,30,770,104,69,10,7,964,129,7,9,0,0,150,175,7,12,0,0,197,23,0,0,0,0,25,1224,71,85,10,4,1397,86,11,4,0,7,108,13302,1335,1075,178,101,15982
LGA14750,52,0,0,0,0,59,4,0,0,0,0,4,0,0,0,0,0,0,19,3,0,0,0,23,3,3,0,0,0,3,17,0,0,0,0,17,0,0,0,0,0,0,37,7,5,0,0,52,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,66,0,4,0,0,70,112,3,15,5,3,136,3722,230,386,172,64,4576
LGA14850,74,4,3,3,0,82,3,0,0,0,0,9,13,0,3,0,0,18,57,10,12,0,0,89,14,0,0,0,0,13,17,0,6,3,0,26,3,0,0,0,0,3,519,43,92,7,5,662,82,0,13,0,0,105,19,0,6,0,0,26,21,4,4,0,0,23,255,16,46,12,6,331,264,7,44,16,15,347,16637,840,1973,399,238,20090
