GCCSA_CODE_2016,FTS_NNI_Mng,FTS_NNI_Pro,FTS_NNI_TecTW,FTS_NNI_CoPSW,FTS_NNI_ClAW,FTS_NNI_SWks,FTS_NNI_MaOpDv,FTS_NNI_Lab,FTS_NNI_IDNS,FTS_NNI_Tot,FTS_1_149_Mng,FTS_1_149_Pro,FTS_1_149_TecTW,FTS_1_149_CoPSW,FTS_1_149_ClAW,FTS_1_149_SWks,FTS_1_149_MaOpDv,FTS_1_149_Lab,FTS_1_149_IDNS,FTS_1_149_Tot,FTS_150_299_Mng,FTS_150_299_Pro,FTS_150_299_TecTW,FTS_150_299_CoPSW,FTS_150_299_ClAW,FTS_150_299_SWks,FTS_150_299_MaOpDv,FTS_150_299_Lab,FTS_150_299_IDNS,FTS_150_299_Tot,FTS_300_399_Mng,FTS_300_399_Pro,FTS_300_399_TecTW,FTS_300_399_CoPSW,FTS_300_399_ClAW,FTS_300_399_SWks,FTS_300_399_MaOpDv,FTS_300_399_Lab,FTS_300_399_IDNS,FTS_300_399_Tot,FTS_400_499_Mng,FTS_400_499_Pro,FTS_400_499_TecTW,FTS_400_499_CoPSW,FTS_400_499_ClAW,FTS_400_499_SWks,FTS_400_499_MaOpDv,FTS_400_499_Lab,FTS_400_499_IDNS,FTS_400_499_Tot,FTS_500_649_Mng,FTS_500_649_Pro,FTS_500_649_TecTW,FTS_500_649_CoPSW,FTS_500_649_ClAW,FTS_500_649_SWks,FTS_500_649_MaOpDv,FTS_500_649_Lab,FTS_500_649_IDNS,FTS_500_649_Tot,FTS_650_799_Mng,FTS_650_799_Pro,FTS_650_799_TecTW,FTS_650_799_CoPSW,FTS_650_799_ClAW,FTS_650_799_SWks,FTS_650_799_MaOpDv,FTS_650_799_Lab,FTS_650_799_IDNS,FTS_650_799_Tot,FTS_800_999_Mng,FTS_800_999_Pro,FTS_800_999_TecTW,FTS_800_999_CoPSW,FTS_800_999_ClAW,FTS_800_999_SWks,FTS_800_999_MaOpDv,FTS_800_999_Lab,FTS_800_999_IDNS,FTS_800_999_Tot,FTS_1000_1249_Mng,FTS_1000_1249_Pro,FTS_1000_1249_TecTW,FTS_1000_1249_CoPSW,FTS_1000_1249_ClAW,FTS_1000_1249_SWks,FTS_1000_1249_MaOpDv,FTS_1000_1249_Lab,FTS_1000_1249_IDNS,FTS_1000_1249_Tot,FTS_1250_1499_Mng,FTS_1250_1499_Pro,FTS_1250_1499_TecTW,FTS_1250_1499_CoPSW,FTS_1250_1499_ClAW,FTS_1250_1499_SWks,FTS_1250_1499_MaOpDv,FTS_1250_1499_Lab,FTS_1250_1499_IDNS,FTS_1250_1499_Tot,FTS_1500_1749_Mng,FTS_1500_1749_Pro,FTS_1500_1749_TecTW,FTS_1500_1749_CoPSW,FTS_1500_1749_ClAW,FTS_1500_1749_SWks,FTS_1500_1749_MaOpDv,FTS_1500_1749_Lab,FTS_1500_1749_IDNS,FTS_1500_1749_Tot,FTS_1750_1999_Mng,FTS_1750_1999_Pro,FTS_1750_1999_TecTW,FTS_1750_1999_CoPSW,FTS_1750_1999_ClAW,FTS_1750_1999_SWks,FTS_1750_1999_MaOpDv,FTS_1750_1999_Lab,FTS_1750_1999_IDNS,FTS_1750_1999_Tot,FTS_2000_2999_Mng,FTS_2000_2999_Pro,FTS_2000_2999_TecTW,FTS_2000_2999_CoPSW,FTS_2000_2999_ClAW,FTS_2000_2999_SWks,FTS_2000_2999_MaOpDv,FTS_2000_2999_Lab,FTS_2000_2999_IDNS,FTS_2000_2999_Tot,FTS_3000mo_Mng,FTS_3000mo_Pro,FTS_3000mo_TecTW,FTS_3000mo_CoPSW,FTS_3000mo_ClAW,FTS_3000mo_SWks,FTS_3000mo_MaOpDv,FTS_3000mo_Lab,FTS_3000mo_IDNS,FTS_3000mo_Tot,FTS_PINS_Mng,FTS_PINS_Pro,FTS_PINS_TecTW,FTS_PINS_CoPSW,FTS_PINS_ClAW,FTS_PINS_SWks,FTS_PINS_MaOpDv,FTS_PINS_Lab,FTS_PINS_IDNS,FTS_PINS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_IDNS,FTS_Tot_Tot,PTS_NNI_Mng,PTS_NNI_Pro,PTS_NNI_TecTW,PTS_NNI_CoPSW,PTS_NNI_ClAW,PTS_NNI_SWks,PTS_NNI_MaOpDv,PTS_NNI_Lab,PTS_NNI_IDNS,PTS_NNI_Tot,PTS_1_149_Mng,PTS_1_149_Pro,PTS_1_149_TecTW,PTS_1_149_CoPSW,PTS_1_149_ClAW,PTS_1_149_SWks,PTS_1_149_MaOpDv,PTS_1_149_Lab,PTS_1_149_IDNS,PTS_1_149_Tot,PTS_150_299_Mng,PTS_150_299_Pro,PTS_150_299_TecTW,PTS_150_299_CoPSW,PTS_150_299_ClAW,PTS_150_299_SWks,PTS_150_299_MaOpDv,PTS_150_299_Lab,PTS_150_299_IDNS,PTS_150_299_Tot,PTS_300_399_Mng,PTS_300_399_Pro,PTS_300_399_TecTW,PTS_300_399_CoPSW,PTS_300_399_ClAW,PTS_300_399_SWks,PTS_300_399_MaOpDv,PTS_300_399_Lab,PTS_300_399_IDNS,PTS_300_399_Tot
6RTAS,6,4,3,20,3,48,0,31,4,118,19,39,52,414,55,1298,43,620,25,2554,9,23,20,194,36,469,25,188,5,975,3,13,17,111,19,135,12,47,4,365,5,13,15,64,12,88,4,30,0,226,6,6,25,52,9,51,7,20,0,179,0,3,18,17,3,17,3,14,0,76,3,8,3,12,5,0,0,6,0,36,0,7,3,3,3,0,0,0,0,15,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,47,0,17,11,81,53,113,159,897,147,2149,98,971,53,4638,0,0,3,0,0,3,0,3,0,15,3,3,7,12,9,33,3,13,0,85,0,7,23,14,3,37,0,24,3,116,0,4,54,29,3,29,0,16,0,144
6GHOB,0,6,0,14,3,35,3,23,3,95,16,59,41,519,65,1179,38,574,24,2509,15,43,35,281,69,527,30,249,14,1262,10,30,23,143,42,197,16,72,9,545,10,18,14,114,37,118,9,43,10,370,12,21,21,93,28,64,6,24,0,270,3,15,8,33,14,17,0,9,0,93,3,4,6,24,6,10,0,5,0,51,0,6,3,4,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,13,0,37,4,16,13,89,65,215,157,1230,269,2193,98,1014,72,5314,0,0,0,0,0,8,0,4,0,8,0,3,3,13,0,33,0,8,4,69,3,5,12,36,12,48,3,20,0,134,0,5,42,28,9,31,0,17,3,132
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,3,0,0,0,0,0,6,0,3,0,28,4,12,0,17,3,70,3,3,3,12,0,9,0,5,0,35,0,0,0,5,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,10,15,53,7,21,4,25,10,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,8,0,15,0,0,8,0,0,0,0,0,0,6
5RWAU,15,3,15,38,9,102,0,61,18,260,27,37,73,551,78,2182,46,931,53,3972,16,12,29,131,36,375,17,207,16,829,11,13,20,71,22,81,11,69,0,297,3,11,35,53,19,35,7,25,0,188,5,9,44,46,13,23,0,23,3,165,7,9,31,30,21,15,4,21,3,125,4,13,16,24,8,3,0,13,0,80,3,9,14,9,14,0,0,0,0,56,0,0,12,7,0,0,0,4,0,24,0,0,10,3,3,0,3,0,0,15,0,0,5,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,11,0,0,3,4,0,3,0,3,3,19,0,4,10,16,3,57,0,25,21,137,92,110,319,983,219,2875,87,1391,115,6187,3,0,0,3,0,0,0,4,0,11,0,3,17,23,3,44,5,28,0,134,3,4,29,39,16,53,5,20,3,171,3,11,117,42,19,37,0,25,0,253
5GPER,14,32,27,180,41,350,23,204,52,923,153,664,360,4200,617,9865,373,4629,216,21089,154,466,320,2803,673,4938,360,2011,93,11822,115,279,248,1613,440,2169,213,1072,54,6203,111,189,284,1081,356,1280,144,668,35,4147,97,178,268,772,295,749,103,349,23,2839,81,115,173,375,146,272,44,114,22,1334,51,71,71,159,92,92,23,72,16,643,21,67,40,86,60,37,13,17,4,355,6,42,10,40,15,13,0,6,3,128,3,20,4,19,16,7,3,7,3,80,0,0,3,3,4,7,0,0,0,22,0,3,4,7,0,7,3,3,0,32,0,0,3,13,10,11,3,7,4,56,9,26,27,141,33,288,15,142,77,763,821,2168,1834,11489,2804,20083,1326,9311,598,50425,0,6,12,14,8,11,3,24,4,77,5,37,44,212,47,338,35,168,9,895,19,61,108,360,98,599,49,255,13,1562,11,47,368,301,87,402,45,187,14,1463
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,8,0,11,0,4,0,10,10,41,7,82,18,183,19,60,6,112,16,505,3,66,15,102,12,25,11,59,8,303,0,25,14,38,10,13,6,24,3,137,0,14,22,39,3,5,7,17,5,106,0,5,27,18,0,6,7,11,0,76,0,3,12,9,0,3,3,8,0,40,0,0,5,3,3,3,0,0,0,18,0,3,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,3,0,0,10,24,21,213,116,419,55,121,39,250,42,1278,0,0,0,0,0,0,0,0,0,5,0,4,5,10,3,3,0,15,0,41,0,5,15,15,3,0,0,16,0,59,0,0,62,18,0,4,0,11,0,103
4RSAU,8,0,11,23,3,64,3,68,19,195,32,27,91,511,62,1473,51,1052,33,3335,6,19,30,170,26,412,18,232,9,923,6,9,14,88,12,93,5,54,3,290,4,5,20,69,18,65,7,35,4,217,4,4,28,64,16,47,3,26,7,194,8,5,16,25,5,14,0,11,0,81,3,9,9,26,3,3,0,4,0,61,0,10,0,11,4,3,0,0,0,29,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,0,0,20,4,49,0,35,7,127,77,86,227,1007,154,2229,97,1512,72,5466,3,0,0,0,0,0,0,0,0,12,5,0,17,24,3,36,4,43,0,123,0,6,34,38,10,43,4,45,0,183,7,0,68,48,20,28,0,29,3,202
4GADE,8,17,24,119,26,198,10,139,31,571,107,401,181,2821,394,6295,203,3578,125,14107,83,301,176,2039,406,3468,205,1573,70,8315,67,177,141,1119,273,1454,107,652,29,4013,67,132,149,804,217,822,62,387,18,2658,64,134,123,533,168,418,35,169,21,1665,39,77,71,255,98,146,12,65,3,763,31,56,24,119,60,41,3,23,3,360,8,37,15,43,39,29,3,9,7,185,0,14,3,19,16,4,0,0,0,60,3,5,0,17,5,9,0,5,0,38,3,0,0,0,3,0,0,0,0,8,0,0,0,10,3,3,0,0,0,20,0,0,0,0,6,7,0,11,3,26,6,22,16,90,18,202,5,89,46,496,492,1368,918,7980,1725,13095,656,6702,355,33290,0,3,4,10,3,15,3,9,7,51,5,32,40,128,25,208,11,130,12,592,15,30,72,199,61,383,20,186,12,983,15,32,155,169,80,228,15,118,3,810
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
