GCCSA_CODE_2016,AGFF_Bf_91,AGFF_91_95,AGFF_96_00,AGFF_01_05,AGFF_06_10,AGFF_11_15,AGFF_2016,AGFF_NS,AGFF_Tot,Min_Bf_91,Min_91_95,Min_96_00,Min_01_05,Min_06_10,Min_11_15,Min_2016,Min_NS,Min_Tot,Mnf_Bf_91,Mnf_91_95,Mnf_96_00,Mnf_01_05,Mnf_06_10,Mnf_11_15,Mnf_2016,Mnf_NS,Mnf_Tot,EGWWS_Bf_91,EGWWS_91_95,EGWWS_96_00,EGWWS_01_05,EGWWS_06_10,EGWWS_11_15,EGWWS_2016,EGWWS_NS,EGWWS_Tot,Const_Bf_91,Const_91_95,Const_96_00,Const_01_05,Const_06_10,Const_11_15,Const_2016,Const_NS,Const_Tot,WST_Bf_91,WST_91_95,WST_96_00,WST_01_05,WST_06_10,WST_11_15,WST_2016,WST_NS,WST_Tot,RetT_Bf_91,RetT_91_95,RetT_96_00,RetT_01_05,RetT_06_10,RetT_11_15,RetT_2016,RetT_NS,RetT_Tot,AcFd_Bf_91,AcFd_91_95,AcFd_96_00,AcFd_01_05,AcFd_06_10,AcFd_11_15,AcFd_2016,AcFd_NS,AcFd_Tot,TPW_Bf_91,TPW_91_95,TPW_96_00,TPW_01_05,TPW_06_10,TPW_11_15,TPW_2016,TPW_NS,TPW_Tot,IMT_Bf_91,IMT_91_95,IMT_96_00,IMT_01_05,IMT_06_10,IMT_11_15,IMT_2016,IMT_NS,IMT_Tot,FinIns_Bf_91,FinIns_91_95,FinIns_96_00,FinIns_01_05,FinIns_06_10,FinIns_11_15,FinIns_2016,FinIns_NS,FinIns_Tot,RHRE_Bf_91,RHRE_91_95,RHRE_96_00,RHRE_01_05,RHRE_06_10,RHRE_11_15,RHRE_2016,RHRE_NS,RHRE_Tot,ProSTS_Bf_91,ProSTS_91_95,ProSTS_96_00,ProSTS_01_05,ProSTS_06_10,ProSTS_11_15,ProSTS_2016,ProSTS_NS,ProSTS_Tot,AdSup_Bf_91,AdSup_91_95,AdSup_96_00,AdSup_01_05,AdSup_06_10,AdSup_11_15,AdSup_2016,AdSup_NS,AdSup_Tot,PubAS_Bf_91,PubAS_91_95,PubAS_96_00,PubAS_01_05,PubAS_06_10,PubAS_11_15,PubAS_2016,PubAS_NS,PubAS_Tot,EducTraining_Bf_91,EducTraining_91_95,EducTraining_96_00,EducTraining_01_05,EducTraining_06_10,EducTraining_11_15,EducTraining_2016,EducTraining_NS,EducTraining_Tot,HlthCareSocAssist_Bf_91,HlthCareSocAssist_91_95,HlthCareSocAssist_96_00,HlthCareSocAssist_01_05,HlthCareSocAssist_06_10,HlthCareSocAssist_11_15,HlthCareSocAssist_2016,HlthCareSocAssist_NS,HlthCareSocAssist_Tot,ArtsRecreation_Bf_91,ArtsRecreation_91_95,ArtsRecreation_96_00,ArtsRecreation_01_05,ArtsRecreation_06_10,ArtsRecreation_11_15,ArtsRecreation_2016,ArtsRecreation_NS,ArtsRecreation_Tot,OthServices_Bf_91,OthServices_91_95,OthServices_96_00,OthServices_01_05,OthServices_06_10,OthServices_11_15,OthServices_2016,OthServices_NS,OthServices_Tot,ID_NS_Bf_91,ID_NS_91_95,ID_NS_96_00,ID_NS_01_05,ID_NS_06_10,ID_NS_11_15,ID_NS_2016,ID_NS_NS,ID_NS_Tot,Tot_Bf_91,Tot_91_95,Tot_96_00,Tot_01_05,Tot_06_10,Tot_11_15,Tot_2016,Tot_NS,Tot_Tot
6RTAS,377,47,94,87,137,316,28,54,1132,58,6,3,9,28,16,0,0,126,376,63,66,84,131,126,9,39,887,50,9,11,11,22,8,0,0,117,223,19,23,37,40,24,3,6,376,103,11,15,12,29,16,0,6,200,415,37,71,65,116,83,6,28,812,336,51,97,117,160,228,32,32,1046,236,14,23,27,48,36,0,9,407,48,0,7,6,13,7,0,0,86,91,10,9,9,9,4,0,3,141,74,3,9,4,9,11,0,0,109,282,20,43,40,60,49,3,10,513,141,17,27,22,33,50,3,8,303,331,25,46,29,61,17,5,10,525,604,53,56,89,94,80,6,23,1011,1001,111,139,221,360,285,22,38,2183,105,12,7,14,17,7,0,0,164,174,15,22,27,43,28,0,9,317,151,21,34,29,55,51,3,23,372,5193,550,794,949,1468,1444,128,308,10827
6GHOB,95,10,9,17,29,52,0,13,231,11,0,0,0,0,3,0,0,13,258,34,35,58,85,65,0,17,550,115,22,37,40,40,26,3,3,290,232,36,41,49,63,35,0,16,475,99,12,16,12,17,20,0,5,178,424,69,90,103,183,171,10,34,1081,275,70,102,176,378,575,45,39,1665,179,16,23,41,83,81,0,10,427,110,13,14,24,36,21,5,7,229,116,12,12,40,40,30,3,0,261,95,7,5,10,14,12,3,6,153,476,62,89,105,150,165,6,18,1089,142,20,18,40,79,93,8,13,412,827,64,101,119,123,66,4,25,1334,788,104,106,150,193,218,20,27,1604,1184,170,225,276,491,330,20,41,2730,136,27,25,29,52,49,7,6,324,213,32,33,35,71,54,3,9,450,170,26,21,39,81,70,8,31,445,5948,796,1020,1378,2201,2127,156,316,13945
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,11
69499,21,0,6,3,4,8,0,0,36,4,0,0,0,0,0,0,0,8,10,0,0,0,7,0,0,0,25,0,0,3,0,0,0,0,0,4,124,10,21,17,28,9,0,4,217,12,0,0,0,0,3,0,0,19,8,0,0,3,5,3,0,0,21,10,0,0,3,5,3,0,0,22,28,3,8,4,16,15,0,3,78,13,0,5,0,4,3,0,0,17,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,38,3,3,0,3,3,0,0,50,64,3,8,5,15,18,3,3,120,8,3,0,0,3,0,0,3,28,24,3,8,5,3,5,0,3,39,86,8,4,7,11,13,0,0,132,4,0,3,3,3,0,0,0,16,21,3,4,0,3,3,0,0,27,15,0,0,0,0,10,0,3,33,498,47,75,61,111,82,13,32,909
5RWAU,1360,141,190,226,430,767,183,255,3547,3897,763,1092,1443,3312,2046,40,265,12860,1014,139,212,316,838,929,86,129,3662,296,38,40,86,208,142,3,20,839,1993,309,465,681,1486,1195,14,133,6277,294,36,74,81,282,270,11,38,1079,1382,151,255,327,844,901,66,145,4067,1198,197,318,434,1391,1722,159,185,5591,1004,108,162,222,528,485,15,81,2612,101,15,25,26,55,43,3,16,286,223,28,30,46,92,88,5,5,509,292,28,39,55,114,185,5,13,731,889,109,179,269,542,483,18,50,2533,668,98,126,171,411,534,48,76,2131,1371,184,197,247,602,416,15,93,3121,1850,230,301,366,626,420,19,109,3923,2394,279,398,693,1579,1396,52,159,6957,208,22,28,44,90,69,3,23,491,565,83,121,175,369,394,11,60,1770,814,96,174,245,578,557,51,210,2720,21821,3050,4412,6144,14372,13028,801,2064,65693
5GPER,861,153,132,201,427,505,111,101,2491,3154,758,1005,1480,2856,1953,67,131,11412,7275,1469,1594,2289,5647,4796,179,379,23632,1308,241,313,547,1118,723,34,60,4343,8175,1532,2119,2827,6331,6436,204,505,28132,3281,578,774,982,2242,2017,68,154,10093,8914,1826,2762,3733,7372,6821,355,574,32356,3871,1227,1853,3113,8181,10210,808,677,29949,5372,978,1427,1758,4264,2917,105,300,17118,1172,213,305,407,761,672,35,57,3633,3458,677,900,1258,1859,1470,43,125,9792,2440,392,427,628,1055,952,42,97,6029,8508,1899,2569,3700,6124,4978,262,314,28356,3134,671,871,1180,2599,4110,379,311,13256,9317,1522,1731,2241,3742,2484,85,286,21407,11701,2123,2599,3360,5068,3884,185,398,29317,17152,3508,4137,6264,12685,10513,431,776,55471,1799,326,466,616,1053,832,40,94,5222,4232,873,1069,1391,3406,3443,206,247,14882,4767,992,1311,1825,4010,3868,268,905,17963,109893,21962,28360,39794,80811,73587,3916,6512,364834
59799,5,0,0,0,0,6,3,0,17,69,22,15,24,33,22,3,9,192,0,0,3,0,3,0,0,0,4,4,0,0,0,3,3,0,0,15,42,7,3,7,11,3,0,3,79,4,0,0,0,4,7,0,0,11,3,0,0,0,0,0,0,0,3,13,4,3,3,4,0,0,0,32,26,3,3,9,12,4,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,3,7,7,0,0,17,10,0,0,0,6,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,26,3,5,9,9,16,0,4,66,200,43,48,52,89,68,3,14,525
59499,101,11,22,35,38,63,9,26,316,344,65,100,111,291,220,6,39,1175,150,25,27,32,84,46,7,11,387,58,3,5,17,20,11,0,5,129,2288,376,566,666,1349,1321,49,206,6824,101,12,19,30,54,42,0,0,262,190,36,30,44,99,82,15,13,515,70,22,34,36,74,65,4,6,310,506,103,191,152,372,229,9,38,1594,62,10,20,12,44,38,0,8,195,44,8,8,12,12,15,0,3,98,44,3,8,5,13,15,6,7,105,281,58,68,81,120,86,14,11,719,717,104,156,189,425,480,46,60,2172,129,27,40,27,70,56,0,12,367,242,44,47,81,118,83,7,10,622,565,97,97,164,294,227,18,36,1497,47,10,15,16,26,10,0,3,129,325,67,53,86,166,123,10,21,862,362,57,92,97,219,205,27,61,1114,6633,1136,1605,1898,3897,3419,228,575,19389
4RSAU,782,76,89,124,320,539,109,111,2151,286,24,47,67,143,85,6,12,668,843,64,108,165,403,589,46,109,2333,79,3,3,8,18,6,0,0,119,404,31,43,48,98,66,0,32,716,117,5,10,41,106,178,19,34,514,705,43,73,97,223,179,9,38,1371,559,49,76,115,265,255,15,51,1385,310,18,12,22,52,35,3,17,460,43,0,3,8,9,5,0,0,69,76,5,5,7,13,14,0,0,128,93,3,6,3,9,8,0,3,129,237,22,18,35,49,23,3,8,404,310,20,24,30,87,145,8,30,650,441,29,34,59,121,72,3,21,774,671,47,59,92,164,96,3,29,1159,1284,100,152,246,523,381,6,71,2758,94,5,8,4,19,15,0,10,153,240,14,28,23,60,63,6,14,452,265,16,33,39,111,106,9,53,630,7844,564,831,1245,2792,2850,249,643,17024
4GADE,918,171,131,146,391,435,34,82,2304,261,37,64,91,162,115,3,5,745,5659,865,786,1155,2609,1941,124,266,13398,715,80,128,213,380,227,11,25,1791,3397,432,503,694,1379,970,34,156,7571,1738,211,211,362,753,609,34,66,3997,4760,625,876,1271,2743,1783,112,212,12382,2255,454,782,1290,3524,3257,280,253,12094,2587,317,318,461,1692,696,43,128,6235,711,114,115,192,410,365,31,33,1977,1732,236,286,443,717,441,25,48,3927,970,63,107,136,276,202,12,34,1785,3643,567,693,1094,1916,1580,136,141,9770,1946,259,349,445,1210,1411,128,120,5853,5065,616,635,890,1444,672,26,148,9500,5428,746,871,1202,2103,1617,92,176,12245,10586,1595,1632,3051,7584,4484,208,394,29546,606,84,132,162,281,208,23,30,1521,2244,336,334,498,1169,938,75,103,5699,1832,244,291,570,1128,957,92,280,5396,57069,8048,9255,14354,31867,22924,1513,2713,147748
49799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9
49499,82,7,13,22,39,70,19,15,271,27,4,7,3,11,4,0,3,53,87,9,15,10,22,14,0,5,168,24,3,0,3,3,3,0,0,33,1267,159,201,216,376,215,11,60,2491,55,3,8,5,23,10,0,6,102,97,16,17,12,33,20,3,9,212,32,0,8,8,17,13,0,0,82,185,25,49,31,186,55,3,3,538,38,4,6,13,8,13,0,0,90,13,0,0,0,5,3,3,3,26,25,3,7,3,5,4,0,3,46,155,9,28,34,56,25,5,7,317,500,57,90,99,199,182,12,40,1188,80,11,15,27,25,20,0,4,185,130,20,19,28,44,43,3,10,299,381,41,53,69,140,102,8,19,812,26,4,6,6,4,4,0,0,53,150,21,17,28,47,20,3,3,287,147,14,16,35,36,56,4,23,338,3507,421,568,639,1282,876,77,209,7579
3RQLD,2017,246,350,467,1038,2144,590,726,7580,1746,301,451,560,1220,737,9,114,5137,3786,653,1131,1517,2932,2382,124,302,12827,596,82,141,210,335,149,7,28,1544,4848,777,1322,1577,2395,1709,105,319,13050,1575,254,396,522,913,659,42,78,4440,5915,1106,1897,2315,3807,2771,174,414,18396,4780,1152,2086,2985,6182,6908,733,737,25567,3213,462,776,851,1765,1008,45,223,8347,653,118,233,259,352,285,14,47,1961,1310,193,350,509,722,489,27,74,3681,1941,300,524,590,733,578,28,86,4781,3621,623,1056,1466,2026,1396,93,154,10430,2589,509,826,952,1655,1938,236,270,8982,3687,577,901,1013,1487,690,28,166,8549,6320,1073,1601,2048,2732,2001,152,351,16284,10841,2093,3130,4342,8055,5561,327,654,35001,1258,253,404,510,745,637,58,96,3967,2431,468,698,925,1799,1407,83,215,8022,2746,467,897,1100,1847,1712,197,621,9595,65871,11707,19170,24714,42739,35172,3089,5676,208136
3GBRI,691,170,189,228,402,694,283,246,2912,828,197,307,504,871,721,32,46,3500,7660,1797,2534,3161,5698,3911,301,527,25595,1018,204,343,520,706,346,9,41,3188,6331,1271,2003,2351,3669,2707,162,415,18903,3069,684,1047,1301,2078,1594,94,152,10025,6915,1631,2863,3511,5477,4375,255,482,25509,3477,1170,2027,3241,6065,7467,940,749,25118,6063,1276,1927,2277,4622,2824,126,351,19474,1151,313,456,609,855,737,61,66,4245,3109,764,1151,1607,2132,1477,72,142,10455,2095,500,718,927,1174,858,37,118,6426,7178,1865,2794,4000,5917,4402,342,367,26859,2932,695,1026,1391,2597,3506,425,354,12935,7201,1489,1991,2264,2612,1216,67,256,17094,8544,1827,2603,3254,4431,3701,206,397,24963,14090,3506,4673,6553,11942,7339,326,762,49193,1138,259,376,502,682,565,46,91,3657,3355,749,1076,1387,2441,2181,163,278,11634,3889,889,1414,1902,3169,2973,328,927,15492,90730,21260,31526,41485,67547,53588,4270,6777,317179
39799,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,3,0,4,7,5,0,0,42
