GCCSA_CODE_2016,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000mo_A_15_19,Mng_3000mo_A_20_24,Mng_3000mo_A_25_34,Mng_3000mo_A_35_44,Mng_3000mo_A_45_54,Mng_3000mo_A_55_64,Mng_3000mo_A_65_74,Mng_3000mo_A_75ov,Mng_3000mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24,Pro_500_649_A_25_34,Pro_500_649_A_35_44,Pro_500_649_A_45_54,Pro_500_649_A_55_64,Pro_500_649_A_65_74,Pro_500_649_A_75ov,Pro_500_649_Tot,Pro_650_799_A_15_19,Pro_650_799_A_20_24
6RTAS,3,8,23,49,82,115,43,10,333,19,5,17,39,43,65,24,3,224,10,10,42,68,81,138,82,19,460,11,14,41,72,122,185,118,45,604,15,20,63,95,159,182,92,52,683,30,45,118,154,229,277,177,40,1066,22,123,235,248,318,288,118,28,1386,11,127,346,340,401,344,125,41,1740,4,87,388,440,504,421,133,33,2015,0,24,290,348,376,286,95,20,1436,0,8,161,325,376,255,68,7,1193,0,3,116,217,263,199,30,9,831,0,3,85,403,518,356,64,12,1435,0,0,31,159,257,198,70,10,724,10,4,23,40,46,59,30,9,224,140,486,1991,3001,3758,3354,1271,348,14349,4,4,3,18,7,16,3,0,50,21,23,11,23,20,31,5,3,142,16,31,58,69,62,59,23,0,316,6,17,67,77,66,78,39,5,354,9,26,84,95,69,112,54,13,464,8,54,141,199,124,165,84,15,795,7,84
6GHOB,0,0,13,15,15,29,12,0,86,10,10,5,12,19,16,6,0,87,8,13,25,38,20,37,17,3,163,9,10,41,32,34,36,29,3,196,14,12,38,35,56,70,32,11,271,6,45,79,86,94,76,60,8,457,6,81,163,166,144,116,62,3,744,7,94,344,258,251,168,45,9,1176,0,52,366,385,342,236,62,11,1447,0,12,265,354,338,213,49,0,1233,0,5,177,356,378,229,41,7,1188,0,3,108,281,341,189,18,5,933,0,0,163,609,805,474,54,3,2109,0,0,38,233,393,249,60,9,978,4,3,17,29,27,23,16,0,118,70,343,1832,2890,3273,2153,561,70,11198,3,3,10,7,11,16,0,0,58,25,50,42,36,34,19,13,0,217,7,56,74,74,43,55,15,4,335,4,47,71,86,63,62,42,9,376,8,29,106,123,101,85,55,6,511,9,58,209,219,164,176,83,16,944,6,87
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,3,3,5,0,0,0,15,0,0,3,0,0,0,0,0,3,0,0,0,8,3,5,0,4,21,0,0,4,0,14,6,3,0,25,3,0,0,7,7,10,0,0,25,0,11,14,11,13,16,0,0,67,6,5,6,21,16,17,8,0,74,3,18,21,20,24,21,8,0,117,0,7,31,29,42,31,0,0,136,0,0,21,27,30,16,0,0,99,0,0,17,22,26,12,0,0,84,0,0,6,7,10,3,4,0,32,0,0,8,15,6,17,4,0,53,0,0,0,0,8,7,0,0,16,0,0,0,3,0,3,0,0,12,13,52,143,175,200,168,31,7,790,0,0,0,0,0,0,0,0,0,7,4,5,7,4,3,0,0,22,3,4,8,7,8,6,0,0,33,0,3,7,10,10,10,3,0,38,0,3,12,0,11,5,3,0,35,0,3,20,17,5,16,0,3,67,0,0
5RWAU,24,8,83,129,252,266,121,32,915,35,9,46,88,110,106,85,27,502,23,33,81,132,185,222,146,58,887,23,28,77,170,215,263,221,70,1069,14,33,123,196,266,314,249,90,1281,33,98,270,337,412,539,344,124,2154,31,142,386,406,517,517,320,91,2407,20,203,645,640,783,643,315,83,3324,13,168,808,847,1011,897,367,74,4193,3,71,533,779,886,683,252,57,3259,0,47,472,747,903,734,211,50,3164,0,15,337,577,699,502,150,37,2320,0,22,579,1268,1539,1108,263,56,4835,3,6,467,1222,1439,936,273,50,4398,0,13,54,121,149,200,130,37,715,221,900,4972,7663,9365,7927,3451,926,35425,0,7,30,36,29,21,3,0,126,41,13,78,68,55,37,25,0,305,20,33,142,167,97,88,25,4,580,12,26,119,178,117,107,50,15,629,18,44,154,192,123,163,83,14,785,17,72,259,327,246,220,114,19,1273,15,110
5GPER,10,24,152,226,302,205,57,13,1004,116,73,119,138,117,101,46,10,724,93,134,167,193,168,171,74,16,1026,51,164,258,278,284,220,104,29,1393,60,176,326,337,362,281,165,33,1732,65,306,652,614,684,498,239,54,3113,69,646,1194,904,890,679,251,48,4680,49,974,2480,1616,1461,1051,325,41,7983,22,687,3505,2431,2232,1453,402,60,10791,0,260,2576,2365,2251,1435,353,47,9287,0,119,2223,2838,2763,1715,384,34,10084,0,50,1635,2392,2317,1474,283,29,8186,0,42,3027,6581,6959,4138,654,52,21458,3,11,1305,5623,7229,3874,782,108,18936,10,49,176,240,332,153,72,13,1046,559,3709,19796,26777,28348,17453,4199,596,101440,18,38,192,220,154,96,23,6,752,431,382,369,440,222,188,65,14,2113,195,511,654,674,455,344,152,19,3004,73,422,718,723,525,417,202,38,3130,47,385,857,973,626,547,287,68,3788,61,572,1634,1581,1106,923,501,76,6459,31,846
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,7,4,0,4,0,0,14,0,0,8,13,23,15,0,0,59,0,0,0,0,0,0,0,0,0,0,0,20,18,33,20,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,9,12,15,17,3,0,50,7,7,3,5,5,0,3,3,42,0,8,5,13,6,4,7,0,47,0,3,10,8,4,8,3,0,47,4,6,19,12,16,22,10,10,92,3,8,16,24,21,24,13,4,115,4,11,23,26,32,32,19,9,153,0,17,58,56,48,45,14,3,242,0,12,74,90,79,56,16,3,332,0,8,85,87,78,43,11,7,315,0,3,64,103,86,63,7,3,330,0,4,31,58,75,24,3,0,198,0,3,67,113,99,38,10,0,333,0,3,22,85,91,59,10,0,279,0,0,14,8,19,16,9,3,71,24,95,506,700,689,459,125,45,2643,0,8,11,12,12,3,0,0,38,38,53,34,36,11,12,3,0,190,34,65,37,49,38,26,7,0,264,3,46,42,36,25,37,17,4,217,6,25,35,37,55,31,19,6,212,3,29,62,57,55,52,29,4,301,0,18
4RSAU,9,20,44,137,217,210,115,20,777,36,14,43,73,100,117,62,19,461,15,23,80,138,200,247,174,50,928,24,36,86,144,265,303,216,50,1126,16,34,123,200,300,329,265,99,1371,25,80,244,360,495,518,366,104,2194,22,153,340,463,591,605,348,104,2615,4,149,542,647,743,683,313,93,3175,7,113,577,780,917,828,292,78,3589,0,30,344,499,694,551,201,40,2365,3,21,240,472,593,528,127,34,2022,0,6,149,301,434,343,115,14,1350,0,9,185,532,692,550,148,37,2147,3,4,68,253,409,352,156,49,1296,6,10,47,78,142,141,80,37,532,181,683,3098,5068,6792,6304,2986,842,25947,0,3,8,15,26,15,7,0,67,25,4,28,32,31,28,15,4,161,17,32,67,77,72,67,28,3,365,10,25,74,69,62,97,41,5,389,19,29,97,117,85,107,56,22,530,8,63,180,198,170,178,89,9,890,9,124
4GADE,3,19,87,151,180,134,50,9,635,92,34,53,81,90,66,39,12,469,55,81,149,170,193,179,101,20,947,43,105,159,254,288,227,110,31,1219,31,141,259,275,375,302,180,40,1606,37,250,515,542,652,482,247,44,2769,28,475,1020,909,844,625,251,42,4196,33,634,1984,1413,1430,983,304,50,6829,12,354,2408,2040,2059,1307,332,38,8548,3,96,1595,1819,1876,1173,266,32,6851,0,47,1204,2065,2117,1332,255,33,7054,0,12,778,1726,1746,1093,180,23,5555,0,24,1061,3438,4040,2442,377,42,11426,0,9,322,1782,2676,1606,362,54,6809,3,35,123,141,178,116,38,16,649,346,2319,11713,16800,18745,12058,3088,480,65560,9,21,96,100,91,57,24,0,395,237,257,216,214,167,145,49,11,1294,83,350,398,392,306,328,113,18,1983,40,261,477,489,323,343,184,23,2145,22,268,634,593,451,467,231,42,2712,40,410,1285,1144,840,781,357,72,4926,13,634
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,3,7,9,4,3,3,0,34,0,6,3,3,6,7,3,0,29,0,3,8,12,11,12,0,0,51,3,6,5,13,16,14,14,7,73,6,7,6,18,28,17,10,3,94,0,4,16,23,41,41,15,5,143,3,13,39,47,57,47,8,3,219,0,20,55,49,62,61,20,4,264,0,10,62,76,80,62,19,4,304,0,5,56,73,78,35,11,7,266,0,0,50,71,57,34,6,0,211,0,0,13,38,43,17,3,0,120,0,0,30,46,60,28,7,0,181,0,0,5,20,35,24,7,0,98,0,0,6,17,13,13,3,0,47,14,79,362,507,593,411,136,31,2139,0,3,3,3,7,3,0,0,24,42,41,22,18,16,8,0,3,148,10,48,24,36,26,28,11,0,189,9,28,30,34,43,38,8,0,186,3,19,37,34,39,41,24,4,205,0,27,46,51,49,50,22,8,250,0,15
3RQLD,45,45,242,527,904,882,452,105,3200,174,57,149,285,377,339,225,76,1684,92,107,289,468,621,729,489,167,2952,111,147,403,585,871,932,621,234,3911,100,218,497,614,903,1012,647,236,4233,154,484,1007,1264,1547,1549,997,326,7326,150,1059,2074,1902,2121,1862,855,214,10229,87,1234,3566,2978,3333,2448,854,214,14707,32,712,3983,4070,4082,2998,955,179,17013,11,249,2351,3166,3359,2189,626,151,12108,3,123,1847,3166,3483,2199,569,110,11502,4,34,1103,2239,2473,1615,397,83,7949,0,34,1726,4286,5031,2993,597,116,14788,5,16,697,2509,3312,2202,669,164,9579,23,60,251,393,570,520,366,166,2343,982,4584,20185,28456,32985,24480,9331,2535,123531,22,21,143,179,175,139,40,8,727,357,199,269,347,255,222,64,7,1730,155,351,562,630,430,435,159,20,2731,98,292,586,719,583,589,278,50,3206,107,307,749,884,752,729,381,82,3990,132,598,1627,1762,1376,1283,587,74,7443,80,1056
3GBRI,28,29,159,248,315,231,85,25,1119,157,66,109,152,146,126,66,12,833,102,153,215,274,257,226,138,31,1397,114,216,310,364,399,353,196,44,1995,104,253,367,436,464,445,230,39,2345,112,457,802,803,884,707,347,77,4186,129,992,1773,1359,1280,847,324,48,6765,98,1520,3605,2381,2156,1380,429,43,11615,16,908,4680,3804,3268,1981,503,53,15215,10,328,3231,3461,3039,1769,388,55,12278,3,144,2884,4052,3772,2149,425,42,13470,3,42,1922,3495,3224,1754,286,29,10765,0,43,3356,8507,8524,4184,580,56,25254,3,19,1227,6095,7264,3459,680,110,18857,16,60,225,323,351,251,103,22,1357,895,5238,24875,35749,35346,19867,4788,685,127449,30,69,205,245,169,126,47,9,900,574,570,368,412,276,172,79,6,2464,323,769,681,708,479,374,137,15,3483,121,675,840,832,616,519,272,36,3913,107,615,1076,948,704,596,332,57,4429,103,956,2169,1882,1361,1054,537,91,8149,87,1501
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,3,5,14,16,18,26,17,0,96,8,7,11,11,9,12,5,0,71,8,13,13,14,28,23,9,3,110,4,17,20,35,36,40,28,4,176,6,22,28,18,43,74,20,8,229,17,26,51,64,63,75,33,7,332,3,55,81,80,92,85,33,6,438,12,54,133,144,142,115,33,3,633,0,44,190,233,233,144,39,0,889,5,24,185,231,217,137,23,7,823,0,8,160,257,209,137,29,4,798,0,13,111,175,164,89,17,0,571,0,0,106,235,238,142,21,3,746,0,0,49,150,132,77,19,8,432,0,5,23,37,30,24,13,7,144,69,280,1171,1695,1672,1200,345,61,6495,7,15,20,32,16,18,4,0,105,122,109,49,44,39,27,9,0,395,62,74,98,91,56,67,17,0,453,12,62,100,99,93,66,43,3,480,4,46,93,100,103,90,33,5,487,6,56,161,173,127,126,57,12,721,5,57
2RVIC,39,34,165,424,654,775,350,87,2529,150,42,112,233,319,395,249,82,1580,83,99,179,400,540,721,577,184,2785,73,126,295,514,701,958,717,299,3677,78,167,358,642,924,1036,804,281,4298,119,334,693,973,1320,1550,1091,388,6477,96,586,1193,1326,1676,1684,916,295,7770,48,677,1937,1962,2212,2008,886,268,9989,17,418,2219,2337,2617,2161,785,197,10756,0,143,1357,1838,2013,1525,545,126,7545,0,56,1006,1842,2046,1496,391,109,6946,3,10,648,1371,1505,1102,297,68,4995,3,24,770,2411,2829,2020,400,106,8558,0,29,258,1026,1638,1285,441,121,4795,26,51,150,258,398,404,309,130,1721,736,2802,11347,17559,21388,19117,8741,2740,84419,11,8,59,90,77,76,16,4,347,149,108,193,225,130,153,46,3,1017,69,187,419,467,311,346,127,9,1938,53,167,437,561,413,476,203,39,2351,40,185,551,701,529,567,288,43,2919,34,314,1128,1346,1047,1047,422,62,5401,34,568
2GMEL,31,72,435,692,693,421,149,40,2541,294,207,251,375,327,220,83,30,1790,182,430,480,664,663,463,212,48,3152,131,474,782,951,1051,700,333,75,4488,124,595,977,1094,1143,872,415,83,5300,132,939,2033,2096,2167,1527,634,140,9667,100,1577,3756,3132,3019,1964,708,122,14383,101,2241,7723,5001,4670,2877,804,117,23538,29,1457,10169,7562,6513,3982,1032,124,30866,11,496,7517,7456,6183,3569,852,99,26183,3,217,6637,8584,7332,4169,891,112,27948,3,75,4675,7533,6384,3573,637,100,22984,4,73,8446,18987,16300,8593,1403,143,53957,6,39,3171,15774,17506,8203,1703,273,46667,15,150,662,921,1058,614,219,59,3697,1166,9051,57717,80819,75013,41746,10083,1566,277160,68,142,552,578,389,278,91,10,2111,1079,1347,981,1056,682,459,164,35,5802,393,1702,1939,1961,1277,931,386,52,8651,146,1360,2139,2189,1492,1152,562,98,9139,96,1272,2807,2481,1912,1527,804,156,11050,86,1812,5417,4804,3337,2459,1207,206,19323,83,2747
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,3,18,28,26,19,5,3,101,16,8,10,9,10,8,5,4,73,3,21,21,17,31,25,14,5,128,15,28,33,51,50,38,21,4,231,22,29,34,42,58,70,19,9,286,24,35,65,97,92,90,46,9,452,9,67,140,126,135,128,33,10,647,3,75,199,207,204,157,29,7,882,4,62,274,244,317,196,41,3,1143,3,31,221,281,242,138,42,6,967,0,14,178,297,265,152,35,5,936,0,3,106,198,168,90,21,0,582,0,3,126,263,224,103,21,7,752,3,0,46,149,187,90,38,5,520,3,9,37,46,71,42,15,3,227,91,384,1507,2064,2065,1335,395,85,7931,11,13,33,36,29,6,0,0,121,120,183,78,63,52,37,6,0,541,55,181,162,130,91,85,19,0,730,22,90,149,126,101,101,34,5,621,5,80,159,140,146,111,60,17,714,3,98,241,206,222,158,87,10,1021,0,85
1RNSW,46,46,224,476,768,938,508,100,3104,190,44,159,257,389,463,311,97,1907,88,125,300,474,740,954,697,280,3661,102,151,366,611,919,1217,991,406,4753,141,237,504,780,1155,1410,1053,381,5648,190,518,975,1382,1890,2103,1499,551,9101,141,916,1879,2005,2547,2387,1232,384,11497,96,1073,3016,3044,3375,2882,1266,392,15143,24,658,3478,3797,4167,3473,1357,371,17327,12,221,2115,3059,3251,2478,860,214,12207,7,106,1770,2987,3409,2376,667,159,11480,3,37,983,2220,2495,1902,498,110,8247,4,28,1641,4643,5529,3843,730,186,16596,3,27,560,2287,3330,2563,775,229,9770,24,77,234,389,532,580,385,217,2435,1071,4252,18197,28408,34500,29555,12824,4062,132882,22,26,87,147,134,121,33,10,583,369,279,293,358,243,225,71,14,1858,174,390,598,658,536,563,192,36,3151,117,371,714,838,668,795,350,71,3926,109,417,974,1101,924,1002,458,106,5095,126,686,1969,2102,1855,1735,783,130,9378,103,999
1GSYD,33,82,456,577,586,291,124,37,2183,254,138,221,272,268,185,88,17,1433,208,302,414,540,494,403,182,46,2591,151,436,691,780,815,627,310,73,3877,131,559,886,936,1007,810,341,83,4752,223,863,1843,1861,1898,1486,627,122,8920,187,1670,3423,2915,2774,1909,677,111,13667,149,2568,7252,4933,4295,2687,863,113,22861,47,2217,11103,7608,6097,3828,1068,124,32098,20,883,8613,7581,6019,3535,947,94,27694,11,462,8082,9101,7036,4150,881,97,29827,5,169,5982,8270,6540,3578,746,74,25370,5,132,12139,23270,18118,9682,1615,170,65130,8,46,5276,23332,24010,11170,2164,365,66375,32,141,686,929,985,530,180,64,3547,1472,10675,67056,92902,80949,44874,10803,1595,310321,89,173,497,580,444,282,94,19,2179,1604,1530,883,924,638,423,166,35,6209,784,2121,1573,1549,1063,860,394,95,8431,348,1656,2078,1922,1371,1191,581,155,9296,227,1659,2642,2145,1739,1363,784,170,10724,223,2268,5222,4175,3101,2593,1183,250,19006,242,3611
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
19499,3,3,21,33,35,25,8,3,133,11,5,11,27,24,19,7,0,106,3,14,28,20,37,28,20,7,163,15,14,48,58,63,55,35,5,285,21,35,38,53,69,60,43,6,326,21,38,64,121,142,137,42,10,575,8,82,140,147,155,141,32,3,711,5,83,225,262,258,175,41,10,1053,7,66,341,371,367,244,51,8,1455,0,42,275,365,337,209,49,3,1280,0,21,237,353,298,167,35,3,1109,0,10,143,238,211,98,24,0,728,0,7,203,401,348,153,23,8,1132,0,3,85,212,210,120,30,7,666,3,12,41,60,51,39,17,10,237,99,448,1901,2723,2603,1656,455,82,9958,3,17,32,29,22,8,8,0,111,223,243,66,78,67,42,8,0,729,77,212,152,124,96,99,39,3,798,42,146,172,137,161,123,54,7,834,10,105,162,134,155,136,59,9,765,16,106,258,221,203,194,89,13,1101,9,114
