GCCSA_CODE_2016,SS_NS_None_Mng,SS_NS_None_Pro,SS_NS_None_TecTW,SS_NS_None_CoPSW,SS_NS_None_ClAW,SS_NS_None_SWks,SS_NS_None_MaOpDv,SS_NS_None_Lab,SS_NS_None_IDNS,SS_NS_None_Tot,SS_NS_1_15_Mng,SS_NS_1_15_Pro,SS_NS_1_15_TecTW,SS_NS_1_15_CoPSW,SS_NS_1_15_ClAW,SS_NS_1_15_SWks,SS_NS_1_15_MaOpDv,SS_NS_1_15_Lab,SS_NS_1_15_IDNS,SS_NS_1_15_Tot,SS_NS_16_24_Mng,SS_NS_16_24_Pro,SS_NS_16_24_TecTW,SS_NS_16_24_CoPSW,SS_NS_16_24_ClAW,SS_NS_16_24_SWks,SS_NS_16_24_MaOpDv,SS_NS_16_24_Lab,SS_NS_16_24_IDNS,SS_NS_16_24_Tot,SS_NS_25_34_Mng,SS_NS_25_34_Pro,SS_NS_25_34_TecTW,SS_NS_25_34_CoPSW,SS_NS_25_34_ClAW,SS_NS_25_34_SWks,SS_NS_25_34_MaOpDv,SS_NS_25_34_Lab,SS_NS_25_34_IDNS,SS_NS_25_34_Tot,SS_NS_35_39_Mng,SS_NS_35_39_Pro,SS_NS_35_39_TecTW,SS_NS_35_39_CoPSW,SS_NS_35_39_ClAW,SS_NS_35_39_SWks,SS_NS_35_39_MaOpDv,SS_NS_35_39_Lab,SS_NS_35_39_IDNS,SS_NS_35_39_Tot,SS_NS_40_Mng,SS_NS_40_Pro,SS_NS_40_TecTW,SS_NS_40_CoPSW,SS_NS_40_ClAW,SS_NS_40_SWks,SS_NS_40_MaOpDv,SS_NS_40_Lab,SS_NS_40_IDNS,SS_NS_40_Tot,SS_NS_41_48_Mng,SS_NS_41_48_Pro,SS_NS_41_48_TecTW,SS_NS_41_48_CoPSW,SS_NS_41_48_ClAW,SS_NS_41_48_SWks,SS_NS_41_48_MaOpDv,SS_NS_41_48_Lab,SS_NS_41_48_IDNS,SS_NS_41_48_Tot,SS_NS_49mo_Mng,SS_NS_49mo_Pro,SS_NS_49mo_TecTW,SS_NS_49mo_CoPSW,SS_NS_49mo_ClAW,SS_NS_49mo_SWks,SS_NS_49mo_MaOpDv,SS_NS_49mo_Lab,SS_NS_49mo_IDNS,SS_NS_49mo_Tot,SS_NS_NS_Mng,SS_NS_NS_Pro,SS_NS_NS_TecTW,SS_NS_NS_CoPSW,SS_NS_NS_ClAW,SS_NS_NS_SWks,SS_NS_NS_MaOpDv,SS_NS_NS_Lab,SS_NS_NS_IDNS,SS_NS_NS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_Inad_des_Tot,SS_NS_Tot_Tot,Tot_None_Mng,Tot_None_Pro,Tot_None_TecTW,Tot_None_CoPSW,Tot_None_ClAW,Tot_None_SWks,Tot_None_MaOpDv,Tot_None_Lab,Tot_None_IDNS,Tot_None_Tot,Tot_1_15_Mng,Tot_1_15_Pro,Tot_1_15_TecTW,Tot_1_15_CoPSW,Tot_1_15_ClAW,Tot_1_15_SWks,Tot_1_15_MaOpDv,Tot_1_15_Lab,Tot_1_15_IDNS,Tot_1_15_Tot,Tot_16_24_Mng,Tot_16_24_Pro,Tot_16_24_TecTW,Tot_16_24_CoPSW,Tot_16_24_ClAW,Tot_16_24_SWks,Tot_16_24_MaOpDv,Tot_16_24_Lab,Tot_16_24_IDNS,Tot_16_24_Tot,Tot_25_34_Mng,Tot_25_34_Pro,Tot_25_34_TecTW,Tot_25_34_CoPSW,Tot_25_34_ClAW,Tot_25_34_SWks,Tot_25_34_MaOpDv,Tot_25_34_Lab,Tot_25_34_IDNS,Tot_25_34_Tot,Tot_35_39_Mng,Tot_35_39_Pro,Tot_35_39_TecTW,Tot_35_39_CoPSW,Tot_35_39_ClAW,Tot_35_39_SWks,Tot_35_39_MaOpDv,Tot_35_39_Lab,Tot_35_39_IDNS,Tot_35_39_Tot,Tot_40_Mng,Tot_40_Pro,Tot_40_TecTW,Tot_40_CoPSW,Tot_40_ClAW,Tot_40_SWks,Tot_40_MaOpDv,Tot_40_Lab,Tot_40_IDNS,Tot_40_Tot,Tot_41_48_Mng,Tot_41_48_Pro,Tot_41_48_TecTW,Tot_41_48_CoPSW,Tot_41_48_ClAW,Tot_41_48_SWks,Tot_41_48_MaOpDv,Tot_41_48_Lab,Tot_41_48_IDNS,Tot_41_48_Tot,Tot_49mo_Mng,Tot_49mo_Pro,Tot_49mo_TecTW,Tot_49mo_CoPSW,Tot_49mo_ClAW,Tot_49mo_SWks,Tot_49mo_MaOpDv,Tot_49mo_Lab,Tot_49mo_IDNS,Tot_49mo_Tot,Tot_NS_Mng,Tot_NS_Pro,Tot_NS_TecTW,Tot_NS_CoPSW,Tot_NS_ClAW,Tot_NS_SWks,Tot_NS_MaOpDv,Tot_NS_Lab,Tot_NS_IDNS,Tot_NS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_Inad_des_Tot,Tot_Tot_Tot
6RTAS,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,13,3,3,5,27,0,0,0,3,0,8,0,8,0,16,3,0,4,0,0,3,0,6,0,16,0,0,13,0,0,3,3,3,0,32,0,3,7,3,0,0,0,0,0,19,0,0,3,0,0,0,0,3,0,4,3,0,0,0,0,0,3,0,0,5,0,0,3,0,0,3,0,0,4,12,12,7,30,13,5,21,12,27,12,138,4,8,19,78,7,124,7,57,3,310,27,68,90,669,121,1715,80,778,24,3574,10,25,33,158,30,308,21,135,3,727,12,29,33,82,22,97,5,47,0,319,18,49,229,35,37,29,9,23,0,432,10,27,192,26,24,14,3,13,3,301,15,6,85,13,9,8,0,14,0,148,8,18,36,17,3,11,4,14,0,110,6,5,11,28,0,46,3,25,35,154,112,228,732,1103,255,2347,129,1112,68,6080
6GHOB,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,12,0,6,0,25,0,0,0,3,0,4,0,4,0,15,0,0,0,8,0,3,0,0,0,12,0,3,3,3,3,0,0,0,0,18,0,0,9,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,17,23,8,16,0,13,3,96,0,13,15,71,7,146,4,62,7,332,38,156,93,943,185,1792,78,831,41,4157,9,39,27,221,75,302,22,144,4,846,12,29,24,126,34,80,4,29,6,343,17,48,182,65,45,35,3,9,0,411,10,29,179,20,20,8,3,16,0,286,3,6,78,16,13,3,3,5,0,130,5,3,35,9,6,9,0,3,0,73,0,5,16,25,9,36,3,18,27,136,102,327,661,1501,396,2409,114,1121,94,6719
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,0,0,5,19,0,0,0,10,0,0,0,5,0,11,3,9,3,44,5,21,3,23,0,114,0,3,4,13,0,0,0,4,0,23,0,0,0,3,0,0,0,3,0,8,3,0,29,0,0,0,0,3,0,35,3,0,25,0,0,0,0,0,0,36,3,0,12,0,0,0,0,0,0,16,0,0,10,0,0,0,0,0,0,11,0,0,0,3,0,4,0,0,5,17,15,16,83,70,9,30,5,41,9,274
5RWAU,0,0,0,3,0,0,0,3,0,10,0,0,0,9,0,11,0,13,0,29,0,0,3,4,0,0,0,7,0,16,0,0,0,0,0,8,0,0,0,15,0,4,8,13,3,4,0,3,3,44,0,3,11,0,4,3,0,3,0,22,0,3,14,0,0,3,0,0,0,23,0,3,17,0,0,0,5,5,0,32,0,0,3,0,0,3,0,0,12,17,3,17,58,32,10,30,6,35,13,207,9,4,48,74,17,132,10,97,9,404,45,64,114,756,148,2505,64,1144,45,4881,14,23,55,178,60,270,16,143,5,769,9,17,53,145,34,91,3,60,3,418,22,38,317,111,104,50,4,39,10,688,15,51,365,43,61,25,10,27,0,602,15,23,213,29,24,12,10,19,4,353,24,33,237,32,18,11,28,43,5,435,5,5,32,30,4,70,3,39,77,267,156,267,1436,1385,475,3173,154,1617,162,8819
5GPER,0,4,0,4,0,9,0,3,0,18,0,0,7,21,11,72,5,32,0,146,3,3,4,23,0,24,0,16,3,73,3,3,11,17,3,13,0,3,0,54,8,5,33,14,17,11,5,17,3,105,0,9,30,3,9,3,0,10,0,75,0,3,16,3,0,0,3,3,0,31,0,5,5,3,3,0,0,3,0,24,0,0,6,8,0,12,3,9,24,67,17,31,108,90,46,150,21,97,40,593,22,99,140,508,123,799,58,354,25,2133,356,1547,793,8108,1676,15776,888,7211,246,36599,295,422,595,2762,905,3850,412,2061,84,11385,142,231,366,1169,392,1196,110,411,38,4051,137,263,1218,441,396,299,65,132,27,2972,111,242,1314,219,240,102,44,70,22,2350,61,114,483,100,91,68,24,39,8,987,45,97,295,113,64,41,11,41,17,731,25,49,96,258,56,351,32,160,320,1354,1188,3069,5301,13680,3940,22483,1642,10477,777,62557
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,17
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,8,0,0,9,0,0,0,0,3,0,10,0,0,8,0,0,0,0,3,0,13,0,0,8,0,0,0,0,4,0,13,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,37,6,0,4,0,16,5,70,4,6,24,26,4,14,0,17,0,98,7,178,39,359,45,86,19,205,16,952,3,20,38,58,11,23,17,61,10,236,3,11,38,21,4,11,4,15,0,110,0,7,177,13,0,3,5,12,0,211,3,0,264,10,0,0,0,6,0,284,0,0,75,3,0,0,3,3,0,88,0,3,58,6,0,0,3,9,0,79,0,10,16,6,3,10,0,17,33,90,32,238,726,492,74,147,56,340,54,2155
4RSAU,0,0,0,4,0,0,0,3,0,6,0,0,0,7,0,13,0,8,0,27,0,0,0,0,0,0,0,4,0,11,0,0,3,10,0,8,0,5,0,25,3,3,10,0,3,3,3,10,0,38,5,4,12,0,0,0,0,3,0,23,0,0,0,0,0,0,0,4,0,17,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,5,13,11,7,34,21,9,32,7,40,12,163,0,6,23,78,16,127,12,96,3,359,50,54,130,760,101,1867,68,1282,22,4338,20,18,56,194,37,236,16,163,4,749,18,20,39,136,35,103,3,74,4,439,12,54,255,68,67,44,8,49,0,568,18,19,196,23,24,15,7,48,3,360,8,15,103,15,12,14,0,15,3,188,6,7,49,11,7,11,7,11,0,114,7,3,17,29,4,48,5,51,49,204,141,200,871,1319,304,2464,136,1786,101,7319
4GADE,0,0,0,0,0,4,0,0,0,7,0,0,6,24,0,62,3,35,3,134,0,0,5,11,4,18,0,8,4,55,0,0,3,14,0,10,3,10,0,50,0,9,13,9,13,9,4,11,3,71,0,3,11,9,5,3,3,8,0,38,0,3,3,3,0,3,0,0,0,17,3,4,4,0,0,0,0,0,0,12,0,0,9,8,0,11,3,7,22,48,9,22,56,76,18,117,20,68,34,421,12,63,76,425,87,512,34,288,18,1516,252,914,447,5711,1065,10590,439,5466,160,25040,137,281,279,1668,451,2152,195,1141,40,6342,113,169,182,850,291,813,50,300,20,2776,74,281,762,304,354,179,29,106,22,2112,67,153,565,149,126,53,13,47,9,1187,39,69,262,77,62,49,3,21,0,595,25,45,132,70,31,36,3,21,8,367,13,27,47,141,29,257,20,128,196,849,732,2005,2755,9392,2503,14631,783,7511,474,40789
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
