GCCSA_CODE_2016,ET_NS_35_39_HW_0,ET_NS_35_39_HW_1_15,ET_NS_35_39_HW_16_24,ET_NS_35_39_HW_25_34,ET_NS_35_39_HW_35_39,ET_NS_35_39_HW_40,ET_NS_35_39_HW_41_48,ET_NS_35_39_HW_49mor,ET_NS_35_39_HW_NS,ET_NS_35_39_Tot,ET_NS_40_44_HW_0,ET_NS_40_44_HW_1_15,ET_NS_40_44_HW_16_24,ET_NS_40_44_HW_25_34,ET_NS_40_44_HW_35_39,ET_NS_40_44_HW_40,ET_NS_40_44_HW_41_48,ET_NS_40_44_HW_49mor,ET_NS_40_44_HW_NS,ET_NS_40_44_Tot,ET_NS_45_49_HW_0,ET_NS_45_49_HW_1_15,ET_NS_45_49_HW_16_24,ET_NS_45_49_HW_25_34,ET_NS_45_49_HW_35_39,ET_NS_45_49_HW_40,ET_NS_45_49_HW_41_48,ET_NS_45_49_HW_49mor,ET_NS_45_49_HW_NS,ET_NS_45_49_Tot,ET_NS_50_54_HW_0,ET_NS_50_54_HW_1_15,ET_NS_50_54_HW_16_24,ET_NS_50_54_HW_25_34,ET_NS_50_54_HW_35_39,ET_NS_50_54_HW_40,ET_NS_50_54_HW_41_48,ET_NS_50_54_HW_49mor,ET_NS_50_54_HW_NS,ET_NS_50_54_Tot,ET_NS_55_59_HW_0,ET_NS_55_59_HW_1_15,ET_NS_55_59_HW_16_24,ET_NS_55_59_HW_25_34,ET_NS_55_59_HW_35_39,ET_NS_55_59_HW_40,ET_NS_55_59_HW_41_48,ET_NS_55_59_HW_49mor,ET_NS_55_59_HW_NS,ET_NS_55_59_Tot,ET_NS_60_64_HW_0,ET_NS_60_64_HW_1_15,ET_NS_60_64_HW_16_24,ET_NS_60_64_HW_25_34,ET_NS_60_64_HW_35_39,ET_NS_60_64_HW_40,ET_NS_60_64_HW_41_48,ET_NS_60_64_HW_49mor,ET_NS_60_64_HW_NS,ET_NS_60_64_Tot,ET_NS_65_69_HW_0,ET_NS_65_69_HW_1_15,ET_NS_65_69_HW_16_24,ET_NS_65_69_HW_25_34,ET_NS_65_69_HW_35_39,ET_NS_65_69_HW_40,ET_NS_65_69_HW_41_48,ET_NS_65_69_HW_49mor,ET_NS_65_69_HW_NS,ET_NS_65_69_Tot,ET_NS_70_74_HW_0,ET_NS_70_74_HW_1_15,ET_NS_70_74_HW_16_24,ET_NS_70_74_HW_25_34,ET_NS_70_74_HW_35_39,ET_NS_70_74_HW_40,ET_NS_70_74_HW_41_48,ET_NS_70_74_HW_49mor,ET_NS_70_74_HW_NS,ET_NS_70_74_Tot,ET_NS_75ov_HW_0,ET_NS_75ov_HW_1_15,ET_NS_75ov_HW_16_24,ET_NS_75ov_HW_25_34,ET_NS_75ov_HW_35_39,ET_NS_75ov_HW_40,ET_NS_75ov_HW_41_48,ET_NS_75ov_HW_49mor,ET_NS_75ov_HW_NS,ET_NS_75ov_Tot,ET_NS_Tot_HW_0,ET_NS_Tot_HW_1_15,ET_NS_Tot_HW_16_24,ET_NS_Tot_HW_25_34,ET_NS_Tot_HW_35_39,ET_NS_Tot_HW_40,ET_NS_Tot_HW_41_48,ET_NS_Tot_HW_49mor,ET_NS_Tot_HW_NS,ET_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_15,Tot_15_19_HW_16_24,Tot_15_19_HW_25_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40,Tot_15_19_HW_41_48,Tot_15_19_HW_49mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_15,Tot_20_24_HW_16_24,Tot_20_24_HW_25_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40,Tot_20_24_HW_41_48,Tot_20_24_HW_49mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_15,Tot_25_29_HW_16_24,Tot_25_29_HW_25_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40,Tot_25_29_HW_41_48,Tot_25_29_HW_49mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_15,Tot_30_34_HW_16_24,Tot_30_34_HW_25_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40,Tot_30_34_HW_41_48,Tot_30_34_HW_49mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_15,Tot_35_39_HW_16_24,Tot_35_39_HW_25_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40,Tot_35_39_HW_41_48,Tot_35_39_HW_49mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_15,Tot_40_44_HW_16_24,Tot_40_44_HW_25_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40,Tot_40_44_HW_41_48,Tot_40_44_HW_49mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_15,Tot_45_49_HW_16_24,Tot_45_49_HW_25_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40,Tot_45_49_HW_41_48,Tot_45_49_HW_49mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_15,Tot_50_54_HW_16_24,Tot_50_54_HW_25_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40,Tot_50_54_HW_41_48,Tot_50_54_HW_49mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_15,Tot_55_59_HW_16_24,Tot_55_59_HW_25_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40,Tot_55_59_HW_41_48,Tot_55_59_HW_49mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_15,Tot_60_64_HW_16_24,Tot_60_64_HW_25_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40,Tot_60_64_HW_41_48,Tot_60_64_HW_49mor,Tot_60_64_HW_NS,Tot_60_64_Tot
6RTAS,7,15,7,10,17,14,8,10,16,100,3,17,13,12,16,24,9,19,17,120,14,13,18,21,19,18,13,26,27,163,9,17,11,19,16,30,14,22,21,155,16,17,12,9,18,23,3,35,30,152,23,21,18,8,14,17,5,15,28,145,11,20,10,6,8,5,3,9,13,86,0,12,4,3,0,4,0,3,19,44,5,15,3,0,0,0,3,10,43,71,127,205,138,120,136,171,63,175,297,1426,256,3243,727,481,689,438,194,129,191,6348,356,1357,1017,1286,2231,1414,711,638,187,9187,405,864,772,1062,2089,1602,984,1044,154,8976,527,990,1006,1149,1887,1521,993,1347,168,9583,374,980,1157,1326,1719,1501,981,1435,158,9627,343,1039,1328,1573,2118,1846,1098,1698,180,11227,412,1049,1331,1834,2545,2132,1223,2062,221,12826,502,996,1346,1862,2557,2067,1270,2111,173,12887,626,1162,1381,1704,2234,1776,1072,1971,212,12141,521,1135,1150,1211,1314,1122,555,1204,136,8348
6GHOB,3,0,6,3,11,12,3,11,11,61,0,9,14,8,13,15,3,17,19,86,13,7,9,11,12,13,14,18,21,105,10,17,8,14,15,13,5,9,16,111,12,14,15,19,8,14,7,13,14,109,10,12,6,8,9,3,3,8,19,73,6,8,10,4,0,3,0,7,13,51,9,5,0,0,0,3,0,0,9,23,6,3,4,0,0,0,0,0,21,36,84,126,88,86,114,111,51,94,188,951,236,3072,582,360,433,293,92,49,132,5252,327,1914,1089,1211,1945,1264,532,396,159,8823,418,930,894,1176,2609,1845,897,821,171,9765,598,874,1182,1246,2501,1855,981,1036,158,10430,435,882,1204,1351,2162,1742,959,1167,122,10027,338,841,1175,1735,2399,1917,1160,1446,122,11137,310,720,1158,1663,2601,2022,1212,1663,126,11478,397,705,1022,1671,2723,1909,1133,1617,149,11336,442,804,1116,1544,2417,1670,930,1407,112,10440,328,877,900,977,1281,853,491,801,78,6594
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,7,0,5,0,0,0,0,4,0,0,3,0,4
69499,0,0,0,4,3,3,0,0,0,4,0,0,0,0,0,3,0,3,3,11,4,0,4,0,4,5,3,4,0,21,0,4,0,3,0,3,3,7,7,25,0,3,3,0,0,7,0,3,0,19,6,3,0,4,3,4,0,0,0,22,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,7,22,24,15,15,18,31,4,15,24,170,12,88,25,26,58,58,21,7,18,314,27,94,52,69,127,161,77,81,22,712,50,102,79,94,129,196,86,131,21,882,60,117,61,97,122,207,103,165,22,957,39,122,80,92,98,162,62,149,18,836,53,140,84,122,116,182,80,155,19,948,60,156,117,155,143,193,90,180,37,1126,59,163,126,140,138,211,86,158,28,1099,70,184,154,143,117,145,69,154,18,1050,57,169,118,133,64,105,40,86,19,790
5RWAU,18,26,25,26,18,29,11,61,39,249,22,23,24,20,21,40,15,70,34,269,26,26,24,22,28,44,25,85,51,326,30,24,12,22,28,34,22,91,61,328,36,24,18,30,25,41,21,72,59,324,50,31,23,18,25,24,20,61,38,290,15,17,18,14,14,16,9,41,37,172,13,25,5,4,3,4,0,9,25,100,7,14,9,9,3,5,0,16,57,119,272,285,206,234,246,338,180,635,565,2962,407,5111,1012,1050,1345,1106,541,626,401,11592,766,1283,1244,1846,3292,2959,1935,3964,514,17799,1564,1490,1424,1859,3597,3666,3094,9277,489,26469,2038,2201,2028,2112,3256,3590,3236,10959,564,29983,1531,2212,2130,2346,3026,3443,2852,9756,488,27785,1365,2149,2292,2840,3397,3994,3143,10125,560,29859,1509,2022,2209,3015,3769,4311,3183,10558,595,31158,1637,1754,1990,2909,3787,4036,2888,9888,560,29441,1676,1841,2027,2667,3334,3369,2515,8024,455,25923,1238,1856,1768,1946,2105,2068,1481,4622,315,17407
5GPER,35,51,46,62,97,72,30,73,113,578,25,56,60,49,65,100,26,70,103,554,29,55,62,59,90,96,40,105,112,642,38,49,45,66,66,109,44,95,101,616,42,58,47,74,80,66,28,83,100,564,36,45,46,55,61,62,24,41,79,454,27,54,47,29,22,26,13,29,72,321,11,46,24,11,7,5,3,12,57,175,15,30,17,3,3,0,0,8,93,170,384,775,573,558,768,838,302,684,1293,6188,1361,26180,5452,3061,3362,2633,812,647,1002,44502,2299,16654,12122,9552,15832,13581,5733,5000,1892,82678,3508,7549,8942,9040,22630,22184,10803,12397,1865,98911,4769,7947,9513,9296,21497,23140,11285,14923,1643,104020,3392,8061,9423,9367,17507,19678,9695,14084,1348,92551,2320,7639,9146,10942,17230,19675,9658,14984,1294,92886,2303,6670,8651,11397,18076,19485,10092,16036,1294,94015,2502,5574,7569,10669,17322,17278,9036,14610,1073,85632,2624,5734,7011,9118,14606,13241,7229,11461,888,71916,2213,5838,6448,6738,9227,8181,4003,6545,591,49780
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,8,0,0,0,0,0,3,0,12,0,0,0,0,0,3,0,34,3,42,10,0,3,4,6,3,0,126,3,155,29,4,3,0,7,3,6,189,5,244,24,5,3,3,4,5,3,172,0,223,14,8,3,0,4,7,0,181,8,229,29,6,3,0,0,3,3,171,4,216,32,3,3,10,3,3,5,173,0,230,19,0,0,0,0,4,5,124,0,154,3,3,3,0,0,3,0,47,0,62
59499,9,3,7,4,3,4,8,9,7,52,0,8,6,6,8,12,3,18,10,78,12,12,9,15,13,18,8,15,15,108,10,14,7,7,13,14,5,19,14,104,14,12,10,15,0,14,7,15,15,105,17,16,8,8,5,6,3,14,11,77,10,9,5,3,3,3,6,10,3,49,5,3,3,0,0,0,0,0,3,13,4,3,0,0,0,0,0,0,8,17,99,102,69,77,74,117,50,129,130,848,75,577,151,172,335,409,114,92,74,2008,248,816,481,524,767,1146,395,673,133,5176,395,583,522,629,813,1361,573,1557,141,6570,436,614,508,605,701,1274,561,1593,163,6450,369,652,477,619,566,1027,478,1442,139,5751,327,728,563,664,559,1063,479,1416,121,5924,347,724,562,787,650,1076,489,1369,122,6135,361,667,595,781,568,1035,421,1269,121,5820,368,711,520,671,482,742,315,924,93,4818,339,657,486,493,296,431,208,507,68,3476
4RSAU,10,26,13,18,14,20,9,29,28,168,17,23,12,16,31,27,12,36,39,209,14,22,20,17,25,40,17,61,36,250,18,14,17,28,24,28,11,55,47,249,26,26,10,21,27,29,19,43,41,242,29,20,20,15,6,30,11,43,35,210,11,21,12,10,11,12,3,14,29,118,8,20,13,11,0,7,3,4,28,90,3,20,3,5,3,3,0,14,72,131,181,287,150,189,231,259,127,361,473,2260,311,4291,850,675,884,540,245,199,269,8269,475,1293,1178,1722,2749,1982,1043,1084,259,11785,644,1072,984,1435,2620,2236,1476,2118,240,12832,689,1346,1376,1510,2172,2034,1400,2586,262,13381,485,1339,1436,1703,2041,1943,1281,2692,207,13128,475,1290,1540,2100,2566,2437,1511,3075,250,15242,532,1383,1656,2461,3016,2689,1753,3579,276,17337,650,1423,1710,2346,3029,2559,1756,3713,278,17464,771,1543,1689,2382,2750,2341,1555,3412,257,16699,702,1556,1507,1595,1732,1611,964,2381,192,12251
4GADE,26,43,34,50,65,51,23,39,78,415,23,51,33,56,76,48,28,67,74,451,20,47,34,71,97,67,34,61,91,513,31,52,39,56,83,56,30,63,77,486,28,43,32,58,77,67,24,71,76,471,37,61,29,46,48,50,19,59,76,428,16,41,27,19,21,18,12,26,55,231,8,30,16,13,9,8,3,9,44,136,17,15,3,4,3,4,3,11,111,171,324,661,397,509,692,512,249,481,1044,4864,908,17257,3366,1962,1813,1012,449,243,612,27618,1585,12319,7306,7524,10708,6467,3287,2445,1112,52755,2320,5030,5234,6937,15792,10651,6393,5876,1065,59285,3424,4943,6088,7428,15704,11266,6609,7229,975,63656,2314,4775,6278,7583,13815,10171,6009,7301,782,59026,1535,4500,6157,8647,13817,10907,6543,8361,741,61219,1475,4246,5740,9139,14703,11423,6748,9517,827,63820,1783,3906,5270,8694,14816,10116,6452,8945,692,60682,1952,3984,5083,7750,12720,8408,5245,7841,532,53520,1536,4111,4316,5187,7658,5052,3038,4681,443,36022
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,3,4,0,13,6,0,0,0,3,0,0,3,0,12,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3
49499,3,3,4,7,9,9,3,4,5,44,3,9,3,11,4,5,4,10,7,54,3,17,7,15,4,13,3,13,3,78,0,10,5,11,3,7,7,13,4,62,9,5,5,15,10,5,4,3,3,55,12,10,11,8,4,11,4,5,3,68,0,6,0,7,0,0,0,5,4,29,0,3,0,0,0,0,0,0,3,8,3,3,0,0,0,0,0,0,15,25,50,91,46,82,59,77,38,69,71,577,60,358,68,89,180,202,50,42,41,1086,156,550,267,377,592,654,220,255,80,3144,172,379,317,413,535,743,361,564,79,3556,183,388,303,382,492,680,335,602,72,3437,165,405,312,397,404,569,300,540,64,3157,166,501,344,506,478,694,306,610,76,3675,189,539,440,593,536,717,301,701,69,4075,186,609,473,661,522,687,313,620,64,4135,209,624,474,633,441,543,232,498,63,3712,195,540,423,406,241,313,153,292,32,2598
3RQLD,48,74,53,64,97,103,45,144,145,784,44,89,59,92,123,126,68,200,182,988,56,85,67,118,115,163,75,208,207,1091,77,83,77,112,150,141,47,250,180,1125,70,94,86,115,128,122,50,236,189,1091,76,97,75,90,85,82,38,193,172,909,57,81,39,59,45,53,26,83,137,573,23,53,30,27,18,17,16,58,116,348,24,51,9,24,5,15,7,55,264,469,656,1196,756,976,1157,1130,521,1709,2229,10329,2045,31673,7614,6316,6538,4001,1924,1825,1715,63651,2552,10837,9687,12818,20895,14136,8455,9298,2107,90780,4074,6909,7878,11151,21904,17131,11137,16344,1951,98476,4822,7852,9186,11342,19454,17021,10870,19633,1816,101994,3302,8121,9491,12354,18196,16598,9902,19794,1708,99471,2792,8177,9767,14633,19892,19367,11228,23013,1934,110802,2834,7364,9313,15276,21522,19610,11605,24528,1888,113926,3335,6827,8963,14653,21104,17933,10803,23436,1613,108679,3596,7130,8625,12986,18121,14962,8720,19608,1448,95195,2878,7135,6954,9213,11022,9128,5042,12015,1070,64452
3GBRI,31,58,40,75,99,105,50,101,138,693,29,53,66,54,96,132,47,147,130,755,52,60,51,63,109,126,41,135,135,773,38,44,64,77,102,109,39,122,130,722,41,64,48,71,87,84,34,97,133,658,53,62,48,44,64,66,21,81,118,559,27,55,26,39,31,37,10,45,95,369,13,42,20,16,10,16,12,20,77,219,22,28,5,8,9,8,0,15,180,274,395,849,567,677,924,982,367,932,1759,7460,1706,31203,8297,5044,4844,3229,1355,1013,1427,58115,2737,18020,14938,14113,22333,16610,8245,7281,2305,106584,4018,7832,10390,12223,29322,24494,13105,14975,2242,118616,5961,7555,10447,12078,28262,26087,13258,18452,1948,124043,4086,7480,10092,12584,24424,24411,12127,18788,1700,115686,2646,7216,10148,13873,24208,25575,12773,21696,1726,119865,2486,6534,8985,13680,24239,24104,12759,22025,1657,116461,2783,5442,7530,12221,22617,20607,11324,19787,1350,103659,2983,5583,7155,10212,18846,15643,8477,15110,1082,85101,2338,5497,5689,7255,11591,9084,4545,8386,744,55135
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,16,0,0,0,0,0,3,0,8,0,19,5,0,0,0,3,0,0,13,0,20,0,4,0,0,0,0,0,13,0,17,4,0,0,0,0,3,0,21,0,34,6,0,0,0,0,0,0,14,0,24,3,0,0,0,0,0,0,13,0,23,0,0,0,0,4,3,3,10,0,22,0,0,0,0,0,0,4,12,0,14
39499,7,18,11,20,11,25,15,26,20,157,19,17,16,17,17,25,18,29,21,185,7,19,12,8,10,36,13,32,20,153,18,11,18,31,17,22,11,29,24,183,20,26,8,17,11,22,12,28,18,168,24,23,15,21,5,18,4,23,32,159,10,18,3,12,3,3,0,3,18,67,7,6,3,0,0,0,0,3,18,47,6,3,0,0,0,0,4,0,23,38,143,197,123,170,116,206,115,216,287,1566,175,1193,347,368,595,672,283,237,159,4033,332,1223,792,922,1517,1880,967,1195,281,9101,463,923,772,1032,1468,2217,1177,2248,247,10550,539,1015,778,1028,1310,2099,1127,2593,251,10739,458,1075,811,1026,1192,1948,999,2404,244,10166,474,1300,951,1303,1297,2265,1086,2623,279,11585,487,1268,1044,1412,1287,2190,1031,2563,241,11524,514,1267,1083,1541,1189,1905,864,2236,223,10824,538,1256,1120,1342,1061,1477,729,1680,145,9359,420,1198,952,1041,661,931,386,1001,158,6738
2RVIC,32,73,45,56,52,86,27,103,106,587,40,69,52,57,67,115,48,120,113,672,35,77,66,94,104,104,44,149,113,775,72,78,57,86,105,127,52,156,115,844,92,74,65,107,85,90,52,127,137,830,72,67,63,76,69,89,36,113,155,754,53,83,49,45,30,42,17,67,100,479,29,56,23,16,7,14,8,49,85,280,33,39,22,22,7,12,3,48,174,363,650,1050,615,712,765,930,384,1109,1536,7751,1406,20336,3206,2141,3098,2356,867,636,1191,35239,1738,8211,5674,6306,10655,8736,4008,3365,1397,50098,2252,4070,4275,5520,11691,10726,5812,6341,1009,51688,2886,5005,5546,5602,9344,9360,5624,7660,891,51927,2065,5213,6224,6213,8624,8802,5074,8380,868,51465,1715,5417,6634,8066,9741,10421,5891,9915,988,58789,1786,4956,6751,8969,11065,11419,6146,11051,1007,63159,2395,4714,6576,9290,11865,10873,6095,11567,1033,64406,2883,5419,6943,8801,10459,9800,5369,10443,1008,61124,2637,5651,5795,6603,6683,6042,3086,6629,821,43943
2GMEL,99,130,130,150,248,285,106,228,383,1752,67,178,151,167,282,291,119,261,331,1850,90,177,119,190,260,329,120,257,355,1896,80,138,140,190,281,307,103,276,321,1830,107,134,120,156,246,233,84,227,292,1598,114,145,108,131,176,161,51,154,235,1264,81,132,95,90,68,89,29,78,194,850,41,82,60,32,24,31,19,38,165,490,47,74,19,24,3,11,8,17,326,535,1042,2134,1572,1621,2494,2619,940,1925,4142,18486,2667,54265,10158,4537,4730,3928,1384,867,2363,84903,4747,43912,32963,21736,33868,29971,12082,9431,5125,193831,7013,17676,23281,22707,60386,60548,27851,28370,5481,253308,11723,16250,22137,22785,59730,64604,28756,35720,4803,266488,8649,16668,22351,23469,48258,54576,24359,35377,3842,237556,5199,16548,22288,26445,43273,51357,24114,38253,3595,231064,4464,15241,20695,26970,43425,48153,24367,39899,3586,226813,4618,12788,17532,23883,40718,41819,20670,35592,3190,200809,4924,12378,15849,20916,33600,32327,16138,27747,2481,166361,4276,12092,13006,15656,21579,18123,8613,14868,1705,109905
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,9,0,16,3,0,0,0,0,0,0,7,0,14,0,3,0,0,0,0,0,19,0,28,3,0,0,0,0,4,3,16,0,26,6,3,0,3,0,3,0,13,0,29,9,0,0,0,0,0,3,6,3,22,0,0,0,0,0,0,0,8,0,9
29499,21,23,17,18,17,38,16,29,33,208,13,35,13,24,21,49,20,33,25,244,26,25,10,25,22,58,10,28,34,251,25,24,25,27,20,50,12,32,28,238,26,34,26,25,16,36,9,30,29,219,25,21,19,20,8,32,3,18,25,176,3,25,10,8,0,8,3,3,9,78,14,12,7,3,0,3,0,0,15,55,8,3,0,0,4,3,0,3,29,51,213,265,187,231,197,426,123,255,343,2241,197,1413,316,221,721,951,256,164,184,4421,455,1926,1126,1056,1997,3322,947,942,396,12150,540,1219,1189,1337,2125,3693,1391,1949,390,13839,614,1224,1068,1347,1803,3360,1350,2280,357,13394,490,1317,1021,1277,1500,2803,1143,2255,319,12119,447,1491,1223,1536,1568,3056,1162,2299,299,13090,474,1661,1369,1755,1633,3004,1105,2328,318,13644,556,1541,1466,1657,1451,2572,935,2000,274,12459,542,1578,1333,1624,1327,2099,740,1582,221,11054,462,1488,1131,1249,799,1082,370,819,174,7571
1RNSW,54,71,79,97,119,141,43,136,167,899,48,99,88,114,143,170,53,202,215,1135,54,106,88,121,195,180,81,213,201,1241,84,136,107,145,189,193,83,251,209,1394,114,134,117,123,146,160,68,251,226,1336,101,150,108,113,103,126,46,184,245,1170,59,139,89,55,47,54,24,131,196,797,39,73,41,34,23,25,21,58,183,503,44,73,46,27,13,38,7,59,387,690,850,1600,1019,1187,1435,1489,605,1727,2818,12738,2584,32045,6708,4856,6623,4537,1744,1543,1956,62596,2897,13155,10292,11817,19867,14445,7049,6808,2388,88710,3944,7518,8079,10227,21097,17960,9954,12356,1807,92925,4822,8169,10010,10905,18636,16826,9634,14611,1703,95320,3204,8291,10742,11747,17458,16438,9063,15828,1611,94370,2650,8481,11429,14265,20285,19645,10536,18770,1775,107824,2776,8135,10886,15023,22733,20109,11236,20197,1829,112935,3448,8245,11150,15755,23786,19774,10750,20214,1768,114900,4446,9045,11375,14995,21128,17647,9381,18347,1615,107973,3575,9279,9667,10139,11959,10457,4980,11624,1237,72927
1GSYD,91,132,156,143,252,289,93,237,428,1816,81,119,128,155,269,385,99,260,391,1880,69,145,154,182,286,303,111,295,398,1939,73,155,123,165,290,313,108,317,349,1896,74,140,128,138,292,268,87,246,322,1696,81,107,106,124,160,159,70,150,279,1236,59,143,110,65,80,91,26,79,214,858,25,96,42,43,26,25,13,23,172,461,45,57,24,31,18,19,8,16,286,514,945,1822,1687,1560,2545,2783,878,2120,4526,18871,3588,48969,13020,6538,7333,6513,2166,1668,2656,92447,4989,36865,35310,21756,37501,36556,14799,14006,5842,207624,7393,15420,26879,19987,61687,67742,29338,35732,6052,270232,11969,14848,25029,21355,62487,72932,29924,43052,5553,287137,8787,15647,23324,22995,53522,63509,26316,43088,4576,261759,5227,15631,22183,25378,48110,60230,26303,46306,3995,253360,4133,14331,19316,24748,45721,53404,24721,45989,3896,236247,4577,12828,17423,22979,45302,47133,22168,41188,3615,217212,4967,12740,16017,19853,38475,37255,17674,31473,2735,181188,4023,12688,14573,13546,23510,21366,9160,16894,1921,117689
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,3,6,0,9,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,3,0,3,0,9,3,0,3,0,0,0,0,3,0,11,3,4,0,3,0,0,0,3,0,14,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,9
