GCCSA_CODE_2016,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000mo_Mng,SG_3000mo_Pro,SG_3000mo_TecTW,SG_3000mo_CoPSW,SG_3000mo_ClAW,SG_3000mo_SWks,SG_3000mo_MaOpDv,SG_3000mo_Lab,SG_3000mo_IDNS,SG_3000mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot
6RTAS,10,78,20,203,58,7,0,57,7,434,11,162,30,310,149,11,13,135,10,829,13,299,64,261,203,15,21,139,8,1016,24,458,87,231,268,9,26,190,16,1307,43,878,129,246,441,13,54,117,23,1939,55,929,94,181,166,5,15,29,12,1482,76,1170,90,233,124,0,27,18,9,1749,104,922,41,231,42,4,23,30,10,1406,284,411,38,163,41,0,6,15,5,964,46,137,4,7,3,0,0,0,0,204,6,19,9,25,7,0,0,10,0,74,673,5622,626,2294,1579,68,189,813,108,11975,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,3,0,11,3,0,0,9,0,35,0,3,3,7,13,0,0,10,0,52,3,4,0,14,22,0,3,18,0,73,8,4,9,13,32,3,4,20,0,97,13,19,17,21,64,3,27,35,5,203,3,27,54,24,70,3,75,86,7,353
6GHOB,9,103,15,130,76,0,7,43,4,388,11,242,50,250,127,6,14,54,10,759,16,323,59,195,219,9,20,69,15,924,27,546,75,222,334,14,65,119,15,1416,69,1032,170,277,729,22,116,96,30,2547,108,1144,154,296,450,8,36,20,25,2248,154,1543,100,341,306,8,24,9,33,2508,200,1228,36,297,159,0,8,8,11,1953,656,965,42,189,168,7,3,0,17,2051,228,295,3,15,23,0,0,0,3,573,7,49,0,21,7,0,4,3,5,105,1507,7664,729,2384,2677,73,310,463,167,15979,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,12,0,0,0,7,0,0,0,4,0,10,0,0,0,19,7,0,0,5,0,35,0,0,0,20,7,0,0,9,0,38,8,5,6,43,17,0,0,10,0,95,3,20,13,32,27,0,12,23,0,131,4,26,36,20,69,7,37,77,9,285
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,8,0,7,0,0,0,0,0,16,0,16,0,6,0,0,0,3,0,29,0,16,0,5,0,0,0,0,0,19,3,14,7,3,0,0,0,5,0,35,0,10,3,4,3,0,0,3,0,28,0,9,3,10,0,0,0,3,0,24,0,7,3,12,0,0,0,3,0,30,0,3,0,3,0,0,0,4,0,12,0,7,0,7,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,88,24,60,9,0,3,31,3,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
5RWAU,21,175,52,301,92,4,0,120,4,759,18,281,107,581,196,3,13,204,8,1415,40,414,133,722,257,0,19,226,14,1838,42,602,162,836,355,12,23,189,15,2231,115,1110,187,598,629,23,37,123,19,2838,140,1470,181,449,377,13,32,79,25,2750,202,1919,165,628,234,5,29,52,23,3257,221,1873,154,554,137,3,34,43,27,3049,854,1693,244,782,130,3,37,37,30,3812,166,302,55,77,18,0,9,4,0,628,14,82,22,74,23,0,0,20,7,236,1848,10209,1542,6037,2555,72,242,1349,175,24022,0,0,0,0,0,0,0,0,0,9,9,3,3,28,6,0,0,10,3,69,4,10,13,34,11,0,0,31,0,109,6,4,20,32,32,0,0,28,3,122,11,17,20,29,57,0,9,47,3,188,17,29,26,43,103,4,10,50,0,285,31,51,59,41,152,3,56,54,6,449,32,41,132,44,243,8,162,142,19,814
5GPER,36,600,128,739,329,17,12,332,13,2195,75,1196,248,1455,768,30,24,560,17,4371,82,1820,285,1975,1001,26,59,561,30,5842,155,2695,478,2256,1653,33,155,521,57,7996,292,4868,785,1716,3496,78,221,315,87,11866,542,6253,771,1350,2653,68,130,105,115,11990,674,8011,612,2018,1687,38,174,77,126,13425,800,8141,397,1959,943,22,126,41,116,12546,3716,9257,670,1931,1337,41,103,55,153,17265,1387,2476,148,111,214,9,9,13,28,4400,46,309,41,153,131,3,11,45,20,756,7911,46668,4732,16862,14673,392,1059,3246,777,96312,0,6,0,0,9,0,0,3,0,18,3,7,7,93,22,3,3,15,0,150,3,9,9,126,40,7,0,20,0,214,8,13,18,107,59,7,4,22,3,239,15,28,30,90,86,7,4,25,0,285,34,76,85,143,223,8,13,33,3,618,25,111,87,114,248,8,19,53,6,670,61,132,181,125,300,7,132,173,20,1115
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,16,0,10,8,0,0,11,0,49,0,26,0,21,11,0,3,8,0,63,0,39,8,15,11,0,3,0,0,77,0,57,5,16,14,0,0,0,0,95,0,51,8,26,9,0,3,5,0,101,3,47,6,24,4,6,4,6,0,102,9,36,9,32,7,0,3,0,0,92,0,30,10,30,0,0,3,0,0,81,7,34,23,26,3,0,6,0,3,101,0,9,5,4,0,0,0,0,0,16,0,5,0,8,0,0,0,0,0,15,23,385,71,257,79,9,31,58,13,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,3,0,9,0,0,0,5,0,0,0,0,0,11,0,0,0,9,0,0,0,3,0,16,0,0,0,3,3,0,0,3,0,15,0,0,3,4,0,0,0,4,0,10,0,0,4,9,0,0,8,6,0,27
4RSAU,9,83,23,252,75,4,14,49,0,510,19,176,48,442,158,7,22,79,4,971,27,303,51,410,219,10,21,117,8,1166,37,463,79,463,311,14,35,110,12,1524,48,797,92,476,377,9,28,67,20,1914,61,935,89,368,145,16,18,39,17,1687,94,917,72,300,68,0,23,10,15,1497,93,797,27,252,31,0,10,6,5,1220,277,308,19,474,32,0,5,0,0,1118,29,38,0,22,0,0,0,0,0,94,10,36,4,32,12,0,3,10,3,109,707,4987,536,3775,1473,70,204,570,93,12413,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,8,5,3,3,4,4,0,0,14,0,30,0,3,4,5,11,0,0,15,0,53,3,5,9,20,28,0,0,23,0,84,6,5,15,20,58,0,3,14,4,130,13,16,12,26,92,0,13,21,5,199,18,33,35,23,103,0,98,79,8,395
4GADE,44,371,53,516,301,13,15,91,3,1410,67,841,110,958,680,33,23,171,27,2916,90,1340,142,1082,1053,38,66,183,33,4019,155,2260,252,1378,2009,63,162,170,55,6505,327,4244,436,1755,2956,68,112,101,72,10082,377,4966,354,1246,1326,56,70,40,98,8540,592,6100,254,1235,1015,27,138,38,98,9498,717,4575,97,1181,567,4,41,9,65,7265,1610,3330,94,1759,467,18,24,9,64,7376,613,1515,12,109,55,3,0,3,9,2324,19,209,22,103,84,6,8,11,12,474,4670,30298,1880,12134,10844,366,682,961,545,62365,0,0,0,0,4,0,0,3,3,12,0,4,0,18,4,3,0,0,0,40,4,4,6,12,9,3,0,10,0,51,10,12,10,19,24,0,0,11,0,82,7,16,26,22,45,0,3,21,0,146,10,33,46,56,80,0,3,33,3,259,18,51,56,44,122,8,6,41,5,351,24,97,148,59,169,9,67,124,9,708
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
