LGA_NAME16	Age	Sex	workers
Shark Bay (S)	60-64	F	17
Shark Bay (S)	60-64	M	21
Shark Bay (S)	65-69	F	8
Shark Bay (S)	65-69	M	11
Shark Bay (S)	70-74	F	3
Shark Bay (S)	70-74	M	7
South Perth (C)	15-19	F	355
South Perth (C)	15-19	M	283
South Perth (C)	20-24	F	727
South Perth (C)	20-24	M	512
South Perth (C)	25-29	F	770
South Perth (C)	25-29	M	594
South Perth (C)	30-34	F	860
South Perth (C)	30-34	M	682
South Perth (C)	35-39	F	681
South Perth (C)	35-39	M	584
South Perth (C)	40-44	F	748
South Perth (C)	40-44	M	584
South Perth (C)	45-49	F	816
South Perth (C)	45-49	M	530
South Perth (C)	50-54	F	767
South Perth (C)	50-54	M	529
South Perth (C)	55-59	F	713
South Perth (C)	55-59	M	524
South Perth (C)	60-64	F	459
South Perth (C)	60-64	M	423
South Perth (C)	65-69	F	241
South Perth (C)	65-69	M	244
South Perth (C)	70-74	F	74
South Perth (C)	70-74	M	92
South Perth (C)	75+	F	20
South Perth (C)	75+	M	47
Stirling (C)	15-19	F	2010
Stirling (C)	15-19	M	1740
Stirling (C)	20-24	F	3675
Stirling (C)	20-24	M	3786
Stirling (C)	25-29	F	4246
Stirling (C)	25-29	M	4577
Stirling (C)	30-34	F	4194
Stirling (C)	30-34	M	4902
Stirling (C)	35-39	F	3820
Stirling (C)	35-39	M	4139
Stirling (C)	40-44	F	4137
Stirling (C)	40-44	M	3989
Stirling (C)	45-49	F	4224
Stirling (C)	45-49	M	3897
Stirling (C)	50-54	F	3935
Stirling (C)	50-54	M	3633
Stirling (C)	55-59	F	3417
Stirling (C)	55-59	M	3026
Stirling (C)	60-64	F	2426
Stirling (C)	60-64	M	2237
Stirling (C)	65-69	F	995
Stirling (C)	65-69	M	1279
Stirling (C)	70-74	F	309
Stirling (C)	70-74	M	491
Stirling (C)	75+	F	131
Stirling (C)	75+	M	263
Subiaco (C)	15-19	F	519
Subiaco (C)	15-19	M	430
Subiaco (C)	20-24	F	1498
Subiaco (C)	20-24	M	1137
Subiaco (C)	25-29	F	2103
Subiaco (C)	25-29	M	1381
Subiaco (C)	30-34	F	2055
Subiaco (C)	30-34	M	1608
Subiaco (C)	35-39	F	1669
Subiaco (C)	35-39	M	1391
Subiaco (C)	40-44	F	1576
Subiaco (C)	40-44	M	1281
Subiaco (C)	45-49	F	1532
Subiaco (C)	45-49	M	1130
Subiaco (C)	50-54	F	1398
Subiaco (C)	50-54	M	957
Subiaco (C)	55-59	F	1200
Subiaco (C)	55-59	M	825
Subiaco (C)	60-64	F	810
Subiaco (C)	60-64	M	607
Subiaco (C)	65-69	F	343
Subiaco (C)	65-69	M	365
Subiaco (C)	70-74	F	112
Subiaco (C)	70-74	M	136
Subiaco (C)	75+	F	40
Subiaco (C)	75+	M	83
Swan (C)	15-19	F	1746
Swan (C)	15-19	M	1628
Swan (C)	20-24	F	2472
Swan (C)	20-24	M	3036
Swan (C)	25-29	F	2701
Swan (C)	25-29	M	3439
Swan (C)	30-34	F	2591
Swan (C)	30-34	M	3680
Swan (C)	35-39	F	2343
Swan (C)	35-39	M	3278
Swan (C)	40-44	F	2794
Swan (C)	40-44	M	3295
Swan (C)	45-49	F	2880
Swan (C)	45-49	M	3448
Swan (C)	50-54	F	2676
Swan (C)	50-54	M	3308
Swan (C)	55-59	F	2110
Swan (C)	55-59	M	2700
Swan (C)	60-64	F	1255
Swan (C)	60-64	M	1978
Swan (C)	65-69	F	490
Swan (C)	65-69	M	857
Swan (C)	70-74	F	178
Swan (C)	70-74	M	337
Swan (C)	75+	F	69
Swan (C)	75+	M	124
Tammin (S)	15-19	F	3
Tammin (S)	15-19	M	9
Tammin (S)	20-24	F	10
Tammin (S)	20-24	M	8
Tammin (S)	25-29	F	13
Tammin (S)	25-29	M	10
Tammin (S)	30-34	F	9
Tammin (S)	30-34	M	9
Tammin (S)	35-39	F	9
Tammin (S)	35-39	M	15
Tammin (S)	40-44	F	3
Tammin (S)	40-44	M	7
Tammin (S)	45-49	F	9
Tammin (S)	45-49	M	9
Tammin (S)	50-54	F	10
Tammin (S)	50-54	M	19
Tammin (S)	55-59	F	4
Tammin (S)	55-59	M	10
Tammin (S)	60-64	F	3
Tammin (S)	60-64	M	8
Tammin (S)	65-69	F	3
Tammin (S)	65-69	M	4
Tammin (S)	75+	M	5
Three Springs (S)	15-19	M	4
Three Springs (S)	20-24	F	6
Three Springs (S)	20-24	M	4
Three Springs (S)	25-29	F	9
Three Springs (S)	25-29	M	14
Three Springs (S)	30-34	F	17
Three Springs (S)	30-34	M	18
Three Springs (S)	35-39	F	14
Three Springs (S)	35-39	M	19
Three Springs (S)	40-44	F	23
Three Springs (S)	40-44	M	14
Three Springs (S)	45-49	F	13
Three Springs (S)	45-49	M	18
Three Springs (S)	50-54	F	23
Three Springs (S)	50-54	M	21
Three Springs (S)	55-59	F	12
Three Springs (S)	55-59	M	11
Three Springs (S)	60-64	F	14
Three Springs (S)	60-64	M	13
Three Springs (S)	65-69	F	6
Three Springs (S)	65-69	M	11
Three Springs (S)	70-74	F	3
Three Springs (S)	75+	M	3
Toodyay (S)	15-19	F	28
Toodyay (S)	15-19	M	24
Toodyay (S)	20-24	F	30
Toodyay (S)	20-24	M	25
Toodyay (S)	25-29	F	18
Toodyay (S)	25-29	M	22
Toodyay (S)	30-34	F	37
Toodyay (S)	30-34	M	26
Toodyay (S)	35-39	F	23
Toodyay (S)	35-39	M	19
Toodyay (S)	40-44	F	34
Toodyay (S)	40-44	M	29
Toodyay (S)	45-49	F	63
Toodyay (S)	45-49	M	43
Toodyay (S)	50-54	F	51
Toodyay (S)	50-54	M	57
Toodyay (S)	55-59	F	61
Toodyay (S)	55-59	M	64
Toodyay (S)	60-64	F	44
Toodyay (S)	60-64	M	50
Toodyay (S)	65-69	F	33
Toodyay (S)	65-69	M	34
Toodyay (S)	70-74	F	6
Toodyay (S)	70-74	M	21
Toodyay (S)	75+	F	3
Toodyay (S)	75+	M	12
Trayning (S)	15-19	M	5
Trayning (S)	20-24	M	4
Trayning (S)	25-29	F	3
Trayning (S)	25-29	M	3
Trayning (S)	30-34	F	6
Trayning (S)	30-34	M	3
Trayning (S)	35-39	F	3
Trayning (S)	35-39	M	5
Trayning (S)	40-44	F	9
Trayning (S)	40-44	M	5
Trayning (S)	45-49	F	7
Trayning (S)	45-49	M	7
Trayning (S)	50-54	F	12
Trayning (S)	50-54	M	14
Trayning (S)	55-59	F	5
Trayning (S)	55-59	M	8
Trayning (S)	60-64	F	8
Trayning (S)	60-64	M	13
Trayning (S)	65-69	F	4
Trayning (S)	65-69	M	9
Trayning (S)	70-74	F	3
Trayning (S)	70-74	M	3
Trayning (S)	75+	M	4
Upper Gascoyne (S)	25-29	M	12
Upper Gascoyne (S)	30-34	F	3
Upper Gascoyne (S)	30-34	M	6
Upper Gascoyne (S)	35-39	M	9
Upper Gascoyne (S)	40-44	F	3
Upper Gascoyne (S)	40-44	M	4
Upper Gascoyne (S)	45-49	F	3
Upper Gascoyne (S)	50-54	M	9
Upper Gascoyne (S)	55-59	F	3
Upper Gascoyne (S)	55-59	M	7
Upper Gascoyne (S)	60-64	M	4
Victoria Park (T)	15-19	F	399
Victoria Park (T)	15-19	M	421
Victoria Park (T)	20-24	F	1336
Victoria Park (T)	20-24	M	1520
Victoria Park (T)	25-29	F	1777
Victoria Park (T)	25-29	M	1933
Victoria Park (T)	30-34	F	1842
Victoria Park (T)	30-34	M	2224
Victoria Park (T)	35-39	F	1439
Victoria Park (T)	35-39	M	1763
Victoria Park (T)	40-44	F	1456
Victoria Park (T)	40-44	M	1617
Victoria Park (T)	45-49	F	1380
Victoria Park (T)	45-49	M	1431
Victoria Park (T)	50-54	F	1321
Victoria Park (T)	50-54	M	1311
Victoria Park (T)	55-59	F	1129
Victoria Park (T)	55-59	M	1120
Victoria Park (T)	60-64	F	732
Victoria Park (T)	60-64	M	807
Victoria Park (T)	65-69	F	308
Victoria Park (T)	65-69	M	413
Victoria Park (T)	70-74	F	81
Victoria Park (T)	70-74	M	139
Victoria Park (T)	75+	F	29
Victoria Park (T)	75+	M	58
Victoria Plains (S)	15-19	F	3
Victoria Plains (S)	15-19	M	6
Victoria Plains (S)	20-24	F	7
Victoria Plains (S)	20-24	M	11
Victoria Plains (S)	25-29	F	5
Victoria Plains (S)	25-29	M	24
Victoria Plains (S)	30-34	F	15
Victoria Plains (S)	30-34	M	33
Victoria Plains (S)	35-39	F	10
Victoria Plains (S)	35-39	M	21
Victoria Plains (S)	40-44	F	15
Victoria Plains (S)	40-44	M	29
Victoria Plains (S)	45-49	F	16
Victoria Plains (S)	45-49	M	47
Victoria Plains (S)	50-54	F	31
Victoria Plains (S)	50-54	M	46
Victoria Plains (S)	55-59	F	28
Victoria Plains (S)	55-59	M	37
Victoria Plains (S)	60-64	F	10
Victoria Plains (S)	60-64	M	17
Victoria Plains (S)	65-69	F	9
Victoria Plains (S)	65-69	M	18
Victoria Plains (S)	70-74	F	8
Victoria Plains (S)	70-74	M	11
Victoria Plains (S)	75+	M	4
Vincent (C)	15-19	F	431
Vincent (C)	15-19	M	337
Vincent (C)	20-24	F	1187
Vincent (C)	20-24	M	961
Vincent (C)	25-29	F	1554
Vincent (C)	25-29	M	1272
Vincent (C)	30-34	F	1343
Vincent (C)	30-34	M	1375
Vincent (C)	35-39	F	1116
Vincent (C)	35-39	M	1263
Vincent (C)	40-44	F	1061
Vincent (C)	40-44	M	1051
Vincent (C)	45-49	F	1031
Vincent (C)	45-49	M	1078
Vincent (C)	50-54	F	964
Vincent (C)	50-54	M	957
Vincent (C)	55-59	F	811
Vincent (C)	55-59	M	830
Vincent (C)	60-64	F	553
Vincent (C)	60-64	M	611
Vincent (C)	65-69	F	267
Vincent (C)	65-69	M	319
Vincent (C)	70-74	F	77
Vincent (C)	70-74	M	114
Vincent (C)	75+	F	29
Vincent (C)	75+	M	66
Wagin (S)	15-19	F	15
Wagin (S)	15-19	M	20
Wagin (S)	20-24	F	15
Wagin (S)	20-24	M	19
Wagin (S)	25-29	F	13
Wagin (S)	25-29	M	21
Wagin (S)	30-34	F	28
Wagin (S)	30-34	M	29
Wagin (S)	35-39	F	30
Wagin (S)	35-39	M	37
Wagin (S)	40-44	F	47
Wagin (S)	40-44	M	36
Wagin (S)	45-49	F	35
Wagin (S)	45-49	M	32
Wagin (S)	50-54	F	33
Wagin (S)	50-54	M	49
Wagin (S)	55-59	F	37
Wagin (S)	55-59	M	36
Wagin (S)	60-64	F	39
Wagin (S)	60-64	M	44
Wagin (S)	65-69	F	20
Wagin (S)	65-69	M	25
Wagin (S)	70-74	F	3
Wagin (S)	70-74	M	17
Wagin (S)	75+	F	4
Wagin (S)	75+	M	9
Wandering (S)	15-19	F	5
Wandering (S)	15-19	M	3
Wandering (S)	20-24	M	7
Wandering (S)	30-34	M	9
Wandering (S)	35-39	F	9
Wandering (S)	35-39	M	10
Wandering (S)	40-44	F	13
Wandering (S)	40-44	M	15
Wandering (S)	45-49	F	6
Wandering (S)	45-49	M	13
Wandering (S)	50-54	F	11
Wandering (S)	50-54	M	14
Wandering (S)	55-59	F	6
Wandering (S)	55-59	M	6
Wandering (S)	60-64	M	11
Wandering (S)	65-69	F	3
Wandering (S)	65-69	M	6
Wandering (S)	70-74	M	4
Wandering (S)	75+	F	6
Wandering (S)	75+	M	3
Wanneroo (C)	15-19	F	1727
Wanneroo (C)	15-19	M	1619
Wanneroo (C)	20-24	F	1956
Wanneroo (C)	20-24	M	2621
Wanneroo (C)	25-29	F	2081
Wanneroo (C)	25-29	M	2776
Wanneroo (C)	30-34	F	2155
Wanneroo (C)	30-34	M	2800
Wanneroo (C)	35-39	F	2119
Wanneroo (C)	35-39	M	2466
Wanneroo (C)	40-44	F	2472
Wanneroo (C)	40-44	M	2450
Wanneroo (C)	45-49	F	2594
Wanneroo (C)	45-49	M	2530
Wanneroo (C)	50-54	F	2115
Wanneroo (C)	50-54	M	2307
Wanneroo (C)	55-59	F	1633
Wanneroo (C)	55-59	M	1774
Wanneroo (C)	60-64	F	994
Wanneroo (C)	60-64	M	1325
Wanneroo (C)	65-69	F	394
Wanneroo (C)	65-69	M	632
Wanneroo (C)	70-74	F	96
Wanneroo (C)	70-74	M	235
Wanneroo (C)	75+	F	43
Wanneroo (C)	75+	M	99
Waroona (S)	15-19	F	37
Waroona (S)	15-19	M	42
Waroona (S)	20-24	F	50
Waroona (S)	20-24	M	78
Waroona (S)	25-29	F	52
Waroona (S)	25-29	M	95
Waroona (S)	30-34	F	64
Waroona (S)	30-34	M	123
Waroona (S)	35-39	F	55
Waroona (S)	35-39	M	129
Waroona (S)	40-44	F	88
Waroona (S)	40-44	M	185
Waroona (S)	45-49	F	82
Waroona (S)	45-49	M	207
Waroona (S)	50-54	F	71
Waroona (S)	50-54	M	237
Waroona (S)	55-59	F	81
Waroona (S)	55-59	M	204
Waroona (S)	60-64	F	60
Waroona (S)	60-64	M	116
Waroona (S)	65-69	F	16
Waroona (S)	65-69	M	52
Waroona (S)	70-74	F	5
Waroona (S)	70-74	M	16
Waroona (S)	75+	F	3
Waroona (S)	75+	M	17
West Arthur (S)	15-19	F	4
West Arthur (S)	15-19	M	7
West Arthur (S)	20-24	F	7
West Arthur (S)	20-24	M	9
West Arthur (S)	25-29	F	6
West Arthur (S)	25-29	M	5
West Arthur (S)	30-34	F	15
West Arthur (S)	30-34	M	13
West Arthur (S)	35-39	F	15
West Arthur (S)	35-39	M	12
West Arthur (S)	40-44	F	9
West Arthur (S)	40-44	M	14
West Arthur (S)	45-49	F	25
West Arthur (S)	45-49	M	22
West Arthur (S)	50-54	F	24
West Arthur (S)	50-54	M	27
West Arthur (S)	55-59	F	28
West Arthur (S)	55-59	M	32
West Arthur (S)	60-64	F	12
West Arthur (S)	60-64	M	26
West Arthur (S)	65-69	F	10
West Arthur (S)	65-69	M	18
West Arthur (S)	70-74	F	7
West Arthur (S)	70-74	M	9
West Arthur (S)	75+	F	4
West Arthur (S)	75+	M	12
Westonia (S)	20-24	M	21
Westonia (S)	25-29	F	4
Westonia (S)	25-29	M	23
Westonia (S)	30-34	F	9
Westonia (S)	30-34	M	34
Westonia (S)	35-39	F	7
Westonia (S)	35-39	M	31
Westonia (S)	40-44	F	3
Westonia (S)	40-44	M	36
Westonia (S)	45-49	F	6
Westonia (S)	45-49	M	22
Westonia (S)	50-54	F	10
Westonia (S)	50-54	M	29
Westonia (S)	55-59	F	10
Westonia (S)	55-59	M	23
Westonia (S)	60-64	F	3
Westonia (S)	60-64	M	13
Westonia (S)	65-69	M	5
Westonia (S)	70-74	F	3
Westonia (S)	70-74	M	5
Wickepin (S)	15-19	F	5
Wickepin (S)	15-19	M	9
Wickepin (S)	20-24	F	4
Wickepin (S)	20-24	M	3
Wickepin (S)	25-29	F	8
Wickepin (S)	25-29	M	17
Wickepin (S)	30-34	F	19
Wickepin (S)	30-34	M	11
Wickepin (S)	35-39	F	10
Wickepin (S)	35-39	M	16
Wickepin (S)	40-44	F	6
Wickepin (S)	40-44	M	18
Wickepin (S)	45-49	F	16
Wickepin (S)	45-49	M	14
Wickepin (S)	50-54	F	15
Wickepin (S)	50-54	M	29
Wickepin (S)	55-59	F	23
Wickepin (S)	55-59	M	16
Wickepin (S)	60-64	F	6
Wickepin (S)	60-64	M	19
Wickepin (S)	65-69	F	7
Wickepin (S)	65-69	M	16
Wickepin (S)	70-74	F	4
Wickepin (S)	70-74	M	8
Wickepin (S)	75+	M	8
Williams (S)	15-19	M	16
Williams (S)	20-24	F	7
Williams (S)	20-24	M	25
Williams (S)	25-29	F	9
Williams (S)	25-29	M	17
Williams (S)	30-34	F	19
Williams (S)	30-34	M	29
Williams (S)	35-39	F	12
Williams (S)	35-39	M	23
Williams (S)	40-44	F	23
Williams (S)	40-44	M	17
Williams (S)	45-49	F	22
Williams (S)	45-49	M	19
Williams (S)	50-54	F	16
Williams (S)	50-54	M	24
Williams (S)	55-59	F	31
Williams (S)	55-59	M	32
Williams (S)	60-64	F	17
Williams (S)	60-64	M	26
Williams (S)	65-69	F	11
Williams (S)	65-69	M	16
Williams (S)	70-74	F	12
Williams (S)	70-74	M	14
Williams (S)	75+	F	3
Williams (S)	75+	M	6
Wiluna (S)	15-19	F	9
Wiluna (S)	15-19	M	9
Wiluna (S)	20-24	F	20
Wiluna (S)	20-24	M	56
Wiluna (S)	25-29	F	45
Wiluna (S)	25-29	M	142
Wiluna (S)	30-34	F	31
Wiluna (S)	30-34	M	150
Wiluna (S)	35-39	F	29
Wiluna (S)	35-39	M	133
Wiluna (S)	40-44	F	10
Wiluna (S)	40-44	M	109
Wiluna (S)	45-49	F	16
Wiluna (S)	45-49	M	105
Wiluna (S)	50-54	F	19
Wiluna (S)	50-54	M	84
Wiluna (S)	55-59	F	19
Wiluna (S)	55-59	M	84
Wiluna (S)	60-64	F	17
Wiluna (S)	60-64	M	34
Wiluna (S)	65-69	M	26
Wiluna (S)	70-74	M	4
Wongan-Ballidu (S)	15-19	F	13
Wongan-Ballidu (S)	15-19	M	11
Wongan-Ballidu (S)	20-24	F	14
Wongan-Ballidu (S)	20-24	M	36
Wongan-Ballidu (S)	25-29	F	18
Wongan-Ballidu (S)	25-29	M	32
Wongan-Ballidu (S)	30-34	F	42
Wongan-Ballidu (S)	30-34	M	35
Wongan-Ballidu (S)	35-39	F	32
Wongan-Ballidu (S)	35-39	M	35
Wongan-Ballidu (S)	40-44	F	31
Wongan-Ballidu (S)	40-44	M	36
Wongan-Ballidu (S)	45-49	F	32
Wongan-Ballidu (S)	45-49	M	32
Wongan-Ballidu (S)	50-54	F	35
Wongan-Ballidu (S)	50-54	M	42
Wongan-Ballidu (S)	55-59	F	36
Wongan-Ballidu (S)	55-59	M	37
Wongan-Ballidu (S)	60-64	F	30
Wongan-Ballidu (S)	60-64	M	47
Wongan-Ballidu (S)	65-69	F	13
Wongan-Ballidu (S)	65-69	M	28
Wongan-Ballidu (S)	70-74	F	8
Wongan-Ballidu (S)	70-74	M	6
Wongan-Ballidu (S)	75+	F	3
Wongan-Ballidu (S)	75+	M	11
Woodanilling (S)	15-19	F	8
Woodanilling (S)	15-19	M	3
Woodanilling (S)	20-24	M	11
Woodanilling (S)	25-29	F	11
Woodanilling (S)	25-29	M	11
Woodanilling (S)	30-34	M	4
Woodanilling (S)	35-39	F	5
Woodanilling (S)	35-39	M	15
Woodanilling (S)	40-44	F	4
Woodanilling (S)	40-44	M	10
Woodanilling (S)	45-49	F	4
Woodanilling (S)	45-49	M	13
Woodanilling (S)	50-54	F	14
Woodanilling (S)	50-54	M	13
Woodanilling (S)	55-59	F	8
Woodanilling (S)	55-59	M	26
Woodanilling (S)	60-64	F	6
Woodanilling (S)	60-64	M	3
Woodanilling (S)	65-69	F	4
Woodanilling (S)	65-69	M	7
Woodanilling (S)	70-74	M	3
Woodanilling (S)	75+	M	3
Wyalkatchem (S)	15-19	M	8
Wyalkatchem (S)	20-24	F	6
Wyalkatchem (S)	20-24	M	8
Wyalkatchem (S)	25-29	F	4
Wyalkatchem (S)	25-29	M	10
Wyalkatchem (S)	30-34	F	4
Wyalkatchem (S)	30-34	M	12
Wyalkatchem (S)	35-39	F	8
Wyalkatchem (S)	40-44	F	6
Wyalkatchem (S)	40-44	M	8
Wyalkatchem (S)	45-49	F	8
Wyalkatchem (S)	45-49	M	17
Wyalkatchem (S)	50-54	F	12
Wyalkatchem (S)	50-54	M	14
Wyalkatchem (S)	55-59	F	14
Wyalkatchem (S)	55-59	M	11
Wyalkatchem (S)	60-64	F	14
Wyalkatchem (S)	60-64	M	13
Wyalkatchem (S)	65-69	F	3
Wyalkatchem (S)	65-69	M	5
Wyalkatchem (S)	70-74	F	10
Wyalkatchem (S)	70-74	M	5
Wyalkatchem (S)	75+	F	9
Wyalkatchem (S)	75+	M	4
Wyndham-East Kimberley (S)	15-19	F	67
Wyndham-East Kimberley (S)	15-19	M	78
Wyndham-East Kimberley (S)	20-24	F	144
Wyndham-East Kimberley (S)	20-24	M	167
Wyndham-East Kimberley (S)	25-29	F	220
Wyndham-East Kimberley (S)	25-29	M	214
Wyndham-East Kimberley (S)	30-34	F	229
Wyndham-East Kimberley (S)	30-34	M	237
Wyndham-East Kimberley (S)	35-39	F	178
Wyndham-East Kimberley (S)	35-39	M	210
Wyndham-East Kimberley (S)	40-44	F	184
Wyndham-East Kimberley (S)	40-44	M	207
Wyndham-East Kimberley (S)	45-49	F	165
Wyndham-East Kimberley (S)	45-49	M	235
Wyndham-East Kimberley (S)	50-54	F	192
Wyndham-East Kimberley (S)	50-54	M	210
Wyndham-East Kimberley (S)	55-59	F	175
Wyndham-East Kimberley (S)	55-59	M	194
Wyndham-East Kimberley (S)	60-64	F	109
Wyndham-East Kimberley (S)	60-64	M	149
Wyndham-East Kimberley (S)	65-69	F	40
Wyndham-East Kimberley (S)	65-69	M	54
Wyndham-East Kimberley (S)	70-74	F	13
Wyndham-East Kimberley (S)	70-74	M	25
Wyndham-East Kimberley (S)	75+	F	5
Wyndham-East Kimberley (S)	75+	M	9
Yalgoo (S)	15-19	M	3
Yalgoo (S)	20-24	F	11
Yalgoo (S)	20-24	M	30
Yalgoo (S)	25-29	F	22
Yalgoo (S)	25-29	M	73
Yalgoo (S)	30-34	F	18
Yalgoo (S)	30-34	M	80
Yalgoo (S)	35-39	F	8
Yalgoo (S)	35-39	M	63
Yalgoo (S)	40-44	F	9
Yalgoo (S)	40-44	M	93
Yalgoo (S)	45-49	F	17
Yalgoo (S)	45-49	M	74
Yalgoo (S)	50-54	F	19
Yalgoo (S)	50-54	M	62
Yalgoo (S)	55-59	F	7
Yalgoo (S)	55-59	M	45
Yalgoo (S)	60-64	F	10
Yalgoo (S)	60-64	M	28
Yalgoo (S)	65-69	F	6
Yalgoo (S)	65-69	M	8
Yalgoo (S)	70-74	F	3
Yalgoo (S)	70-74	M	5
Yalgoo (S)	75+	M	4
Yilgarn (S)	15-19	F	3
Yilgarn (S)	15-19	M	17
Yilgarn (S)	20-24	F	19
Yilgarn (S)	20-24	M	43
Yilgarn (S)	25-29	F	37
Yilgarn (S)	25-29	M	99
Yilgarn (S)	30-34	F	29
Yilgarn (S)	30-34	M	126
Yilgarn (S)	35-39	F	32
Yilgarn (S)	35-39	M	107
Yilgarn (S)	40-44	F	22
Yilgarn (S)	40-44	M	108
Yilgarn (S)	45-49	F	37
Yilgarn (S)	45-49	M	145
Yilgarn (S)	50-54	F	45
Yilgarn (S)	50-54	M	146
Yilgarn (S)	55-59	F	37
Yilgarn (S)	55-59	M	115
Yilgarn (S)	60-64	F	20
Yilgarn (S)	60-64	M	56
Yilgarn (S)	65-69	F	15
Yilgarn (S)	65-69	M	28
Yilgarn (S)	70-74	M	8
Yilgarn (S)	75+	M	15
York (S)	15-19	F	25
York (S)	15-19	M	30
York (S)	20-24	F	30
York (S)	20-24	M	44
York (S)	25-29	F	24
York (S)	25-29	M	18
York (S)	30-34	F	46
York (S)	30-34	M	39
York (S)	35-39	F	46
York (S)	35-39	M	49
York (S)	40-44	F	45
York (S)	40-44	M	35
York (S)	45-49	F	74
York (S)	45-49	M	43
York (S)	50-54	F	69
York (S)	50-54	M	50
York (S)	55-59	F	75
York (S)	55-59	M	50
York (S)	60-64	F	57
York (S)	60-64	M	46
York (S)	65-69	F	27
York (S)	65-69	M	43
York (S)	70-74	F	6
York (S)	70-74	M	24
York (S)	75+	F	7
York (S)	75+	M	12
No usual address (WA)	15-19	F	431
No usual address (WA)	15-19	M	1579
No usual address (WA)	20-24	F	1150
No usual address (WA)	20-24	M	4025
No usual address (WA)	25-29	F	1391
No usual address (WA)	25-29	M	5180
No usual address (WA)	30-34	F	1390
No usual address (WA)	30-34	M	5057
No usual address (WA)	35-39	F	1335
No usual address (WA)	35-39	M	4418
No usual address (WA)	40-44	F	1508
No usual address (WA)	40-44	M	4413
No usual address (WA)	45-49	F	1678
No usual address (WA)	45-49	M	4458
No usual address (WA)	50-54	F	1543
No usual address (WA)	50-54	M	4273
No usual address (WA)	55-59	F	1360
No usual address (WA)	55-59	M	3454
No usual address (WA)	60-64	F	926
No usual address (WA)	60-64	M	2550
No usual address (WA)	65-69	F	406
No usual address (WA)	65-69	M	1140
No usual address (WA)	70-74	F	119
No usual address (WA)	70-74	M	353
No usual address (WA)	75+	F	64
No usual address (WA)	75+	M	168
Migratory - Offshore - Shipping (WA)	15-19	F	5
Migratory - Offshore - Shipping (WA)	15-19	M	10
Migratory - Offshore - Shipping (WA)	20-24	F	7
Migratory - Offshore - Shipping (WA)	20-24	M	33
Migratory - Offshore - Shipping (WA)	25-29	F	14
Migratory - Offshore - Shipping (WA)	25-29	M	145
Migratory - Offshore - Shipping (WA)	30-34	F	15
Migratory - Offshore - Shipping (WA)	30-34	M	229
Migratory - Offshore - Shipping (WA)	35-39	F	12
Migratory - Offshore - Shipping (WA)	35-39	M	216
Migratory - Offshore - Shipping (WA)	40-44	F	7
Migratory - Offshore - Shipping (WA)	40-44	M	215
Migratory - Offshore - Shipping (WA)	45-49	F	8
Migratory - Offshore - Shipping (WA)	45-49	M	206
Migratory - Offshore - Shipping (WA)	50-54	F	12
Migratory - Offshore - Shipping (WA)	50-54	M	219
Migratory - Offshore - Shipping (WA)	55-59	F	9
Migratory - Offshore - Shipping (WA)	55-59	M	146
Migratory - Offshore - Shipping (WA)	60-64	F	3
Migratory - Offshore - Shipping (WA)	60-64	M	60
Migratory - Offshore - Shipping (WA)	65-69	M	12
Migratory - Offshore - Shipping (WA)	70-74	M	3
Migratory - Offshore - Shipping (WA)	75+	M	4
Break O'Day (M)	15-19	F	44
Break O'Day (M)	15-19	M	49
Break O'Day (M)	20-24	F	46
Break O'Day (M)	20-24	M	52
Break O'Day (M)	25-29	F	46
Break O'Day (M)	25-29	M	46
Break O'Day (M)	30-34	F	69
Break O'Day (M)	30-34	M	61
Break O'Day (M)	35-39	F	79
Break O'Day (M)	35-39	M	57
Break O'Day (M)	40-44	F	80
Break O'Day (M)	40-44	M	77
Break O'Day (M)	45-49	F	105
Break O'Day (M)	45-49	M	92
Break O'Day (M)	50-54	F	126
Break O'Day (M)	50-54	M	102
Break O'Day (M)	55-59	F	141
Break O'Day (M)	55-59	M	117
Break O'Day (M)	60-64	F	90
Break O'Day (M)	60-64	M	102
Break O'Day (M)	65-69	F	43
Break O'Day (M)	65-69	M	35
Break O'Day (M)	70-74	F	10
Break O'Day (M)	70-74	M	24
Break O'Day (M)	75+	F	3
Break O'Day (M)	75+	M	15
Brighton (M)	15-19	F	101
Brighton (M)	15-19	M	85
Brighton (M)	20-24	F	97
Brighton (M)	20-24	M	137
Brighton (M)	25-29	F	151
Brighton (M)	25-29	M	146
Brighton (M)	30-34	F	145
Brighton (M)	30-34	M	161
Brighton (M)	35-39	F	125
Brighton (M)	35-39	M	145
Brighton (M)	40-44	F	131
Brighton (M)	40-44	M	192
Brighton (M)	45-49	F	125
Brighton (M)	45-49	M	196
Brighton (M)	50-54	F	119
Brighton (M)	50-54	M	187
Brighton (M)	55-59	F	118
Brighton (M)	55-59	M	169
Brighton (M)	60-64	F	78
Brighton (M)	60-64	M	98
Brighton (M)	65-69	F	24
Brighton (M)	65-69	M	44
Brighton (M)	70-74	F	18
Brighton (M)	70-74	M	10
Brighton (M)	75+	F	3
Brighton (M)	75+	M	10
Burnie (C)	15-19	F	384
Burnie (C)	15-19	M	331
Burnie (C)	20-24	F	481
Burnie (C)	20-24	M	423
Burnie (C)	25-29	F	454
Burnie (C)	25-29	M	417
Burnie (C)	30-34	F	504
Burnie (C)	30-34	M	462
Burnie (C)	35-39	F	524
Burnie (C)	35-39	M	436
Burnie (C)	40-44	F	551
Burnie (C)	40-44	M	520
