LGA_NAME16	IncomeTotPersonal.max	Sex	workers
Bathurst Regional (A)		F	388
Bathurst Regional (A)		F	143
Bathurst Regional (A)		M	245
Bathurst Regional (A)		M	262
Bathurst Regional (A)		M	291
Bathurst Regional (A)		M	368
Bathurst Regional (A)		M	626
Bathurst Regional (A)		M	845
Bathurst Regional (A)		M	1186
Bathurst Regional (A)		M	1155
Bathurst Regional (A)		M	803
Bathurst Regional (A)		M	797
Bathurst Regional (A)		M	622
Bathurst Regional (A)		M	735
Bathurst Regional (A)		M	134
Bathurst Regional (A)	0	F	66
Bathurst Regional (A)	0	M	71
Bathurst Regional (A)	Inf	F	123
Bathurst Regional (A)	Inf	M	270
Bega Valley (A)		F	326
Bega Valley (A)		F	400
Bega Valley (A)		F	452
Bega Valley (A)		F	590
Bega Valley (A)		F	893
Bega Valley (A)		F	899
Bega Valley (A)		F	793
Bega Valley (A)		F	623
Bega Valley (A)		F	355
Bega Valley (A)		F	270
Bega Valley (A)		F	166
Bega Valley (A)		F	153
Bega Valley (A)		F	96
Bega Valley (A)		M	205
Bega Valley (A)		M	220
Bega Valley (A)		M	246
Bega Valley (A)		M	353
Bega Valley (A)		M	531
Bega Valley (A)		M	691
Bega Valley (A)		M	891
Bega Valley (A)		M	862
Bega Valley (A)		M	554
Bega Valley (A)		M	391
Bega Valley (A)		M	302
Bega Valley (A)		M	297
Bega Valley (A)		M	102
Bega Valley (A)	0	F	64
Bega Valley (A)	0	M	43
Bega Valley (A)	Inf	F	49
Bega Valley (A)	Inf	M	142
Bellingen (A)		F	92
Bellingen (A)		F	135
Bellingen (A)		F	143
Bellingen (A)		F	182
Bellingen (A)		F	270
Bellingen (A)		F	274
Bellingen (A)		F	193
Bellingen (A)		F	159
Bellingen (A)		F	94
Bellingen (A)		F	76
Bellingen (A)		F	52
Bellingen (A)		F	52
Bellingen (A)		F	35
Bellingen (A)		M	73
Bellingen (A)		M	79
Bellingen (A)		M	86
Bellingen (A)		M	133
Bellingen (A)		M	188
Bellingen (A)		M	226
Bellingen (A)		M	273
Bellingen (A)		M	212
Bellingen (A)		M	165
Bellingen (A)		M	92
Bellingen (A)		M	83
Bellingen (A)		M	102
Bellingen (A)		M	34
Bellingen (A)	0	F	21
Bellingen (A)	0	M	26
Bellingen (A)	Inf	F	14
Bellingen (A)	Inf	M	51
Berrigan (A)		F	62
Berrigan (A)		F	78
Berrigan (A)		F	110
Berrigan (A)		F	139
Berrigan (A)		F	207
Berrigan (A)		F	191
Berrigan (A)		F	177
Berrigan (A)		F	112
Berrigan (A)		F	60
Berrigan (A)		F	43
Berrigan (A)		F	31
Berrigan (A)		F	30
Berrigan (A)		F	20
Berrigan (A)		M	35
Berrigan (A)		M	49
Berrigan (A)		M	64
Berrigan (A)		M	78
Berrigan (A)		M	145
Berrigan (A)		M	167
Berrigan (A)		M	210
Berrigan (A)		M	214
Berrigan (A)		M	134
Berrigan (A)		M	102
Berrigan (A)		M	52
Berrigan (A)		M	65
Berrigan (A)		M	36
Berrigan (A)	0	F	27
Berrigan (A)	0	M	28
Berrigan (A)	Inf	F	13
Berrigan (A)	Inf	M	36
Blacktown (C)		F	2055
Blacktown (C)		F	2544
Blacktown (C)		F	2462
Blacktown (C)		F	2854
Blacktown (C)		F	4641
Blacktown (C)		F	6076
Blacktown (C)		F	6408
Blacktown (C)		F	6074
Blacktown (C)		F	3806
Blacktown (C)		F	2838
Blacktown (C)		F	1909
Blacktown (C)		F	1838
Blacktown (C)		F	720
Blacktown (C)		M	1402
Blacktown (C)		M	1468
Blacktown (C)		M	1647
Blacktown (C)		M	2151
Blacktown (C)		M	3355
Blacktown (C)		M	5668
Blacktown (C)		M	8730
Blacktown (C)		M	9812
Blacktown (C)		M	6994
Blacktown (C)		M	5721
Blacktown (C)		M	4067
Blacktown (C)		M	5347
Blacktown (C)		M	1007
Blacktown (C)	0	F	369
Blacktown (C)	0	M	372
Blacktown (C)	Inf	F	593
Blacktown (C)	Inf	M	2440
Bland (A)		F	48
Bland (A)		F	72
Bland (A)		F	78
Bland (A)		F	111
Bland (A)		F	177
Bland (A)		F	133
Bland (A)		F	117
Bland (A)		F	114
Bland (A)		F	68
Bland (A)		F	49
Bland (A)		F	26
Bland (A)		F	44
Bland (A)		F	26
Bland (A)		M	35
Bland (A)		M	39
Bland (A)		M	53
Bland (A)		M	77
Bland (A)		M	126
Bland (A)		M	117
Bland (A)		M	190
Bland (A)		M	188
Bland (A)		M	138
Bland (A)		M	140
Bland (A)		M	83
Bland (A)		M	142
Bland (A)		M	38
Bland (A)	0	F	25
Bland (A)	0	M	35
Bland (A)	Inf	F	22
Bland (A)	Inf	M	77
Blayney (A)		F	77
Blayney (A)		F	85
Blayney (A)		F	76
Blayney (A)		F	81
Blayney (A)		F	125
Blayney (A)		F	157
Blayney (A)		F	123
Blayney (A)		F	99
Blayney (A)		F	68
Blayney (A)		F	57
Blayney (A)		F	45
Blayney (A)		F	43
Blayney (A)		F	19
Blayney (A)		M	42
Blayney (A)		M	24
Blayney (A)		M	51
Blayney (A)		M	44
Blayney (A)		M	75
Blayney (A)		M	127
Blayney (A)		M	176
Blayney (A)		M	204
Blayney (A)		M	190
Blayney (A)		M	200
Blayney (A)		M	201
Blayney (A)		M	322
Blayney (A)		M	30
Blayney (A)	0	F	20
Blayney (A)	0	M	20
Blayney (A)	Inf	F	19
Blayney (A)	Inf	M	108
Blue Mountains (C)		F	639
Blue Mountains (C)		F	770
Blue Mountains (C)		F	816
Blue Mountains (C)		F	945
Blue Mountains (C)		F	1407
Blue Mountains (C)		F	1401
Blue Mountains (C)		F	1284
Blue Mountains (C)		F	1004
Blue Mountains (C)		F	645
Blue Mountains (C)		F	486
Blue Mountains (C)		F	374
Blue Mountains (C)		F	336
Blue Mountains (C)		F	151
Blue Mountains (C)		M	380
Blue Mountains (C)		M	363
Blue Mountains (C)		M	381
Blue Mountains (C)		M	489
Blue Mountains (C)		M	707
Blue Mountains (C)		M	838
Blue Mountains (C)		M	985
Blue Mountains (C)		M	1055
Blue Mountains (C)		M	673
Blue Mountains (C)		M	608
Blue Mountains (C)		M	470
Blue Mountains (C)		M	596
Blue Mountains (C)		M	138
Blue Mountains (C)	0	F	78
Blue Mountains (C)	0	M	74
Blue Mountains (C)	Inf	F	98
Blue Mountains (C)	Inf	M	263
Bogan (A)		F	25
Bogan (A)		F	28
Bogan (A)		F	39
Bogan (A)		F	41
Bogan (A)		F	60
Bogan (A)		F	65
Bogan (A)		F	84
Bogan (A)		F	73
Bogan (A)		F	38
Bogan (A)		F	33
Bogan (A)		F	15
Bogan (A)		F	18
Bogan (A)		F	16
Bogan (A)		M	8
Bogan (A)		M	19
Bogan (A)		M	18
Bogan (A)		M	30
Bogan (A)		M	42
Bogan (A)		M	52
Bogan (A)		M	62
Bogan (A)		M	108
Bogan (A)		M	68
Bogan (A)		M	96
Bogan (A)		M	70
Bogan (A)		M	102
Bogan (A)		M	31
Bogan (A)	0	F	6
Bogan (A)	0	M	5
Bogan (A)	Inf	F	7
Bogan (A)	Inf	M	50
Botany Bay (C)		F	457
Botany Bay (C)		F	609
Botany Bay (C)		F	739
Botany Bay (C)		F	896
Botany Bay (C)		F	1546
Botany Bay (C)		F	2143
Botany Bay (C)		F	2639
Botany Bay (C)		F	2639
Botany Bay (C)		F	1815
Botany Bay (C)		F	1344
Botany Bay (C)		F	928
Botany Bay (C)		F	1242
Botany Bay (C)		F	271
Botany Bay (C)		M	341
Botany Bay (C)		M	437
Botany Bay (C)		M	615
Botany Bay (C)		M	833
Botany Bay (C)		M	1344
Botany Bay (C)		M	2133
Botany Bay (C)		M	3441
Botany Bay (C)		M	4075
Botany Bay (C)		M	3144
Botany Bay (C)		M	2888
Botany Bay (C)		M	2239
Botany Bay (C)		M	4052
Botany Bay (C)		M	462
Botany Bay (C)	0	F	98
Botany Bay (C)	0	M	124
Botany Bay (C)	Inf	F	652
Botany Bay (C)	Inf	M	3358
Bourke (A)		F	6
Bourke (A)		F	20
Bourke (A)		F	18
Bourke (A)		F	20
Bourke (A)		F	43
Bourke (A)		F	71
Bourke (A)		F	77
Bourke (A)		F	66
Bourke (A)		F	53
Bourke (A)		F	40
Bourke (A)		F	30
Bourke (A)		F	34
Bourke (A)		F	16
Bourke (A)		M	4
Bourke (A)		M	22
Bourke (A)		M	20
Bourke (A)		M	13
Bourke (A)		M	36
Bourke (A)		M	44
Bourke (A)		M	89
Bourke (A)		M	83
Bourke (A)		M	52
Bourke (A)		M	44
Bourke (A)		M	39
Bourke (A)		M	44
Bourke (A)		M	19
Bourke (A)	0	F	5
Bourke (A)	0	M	7
Bourke (A)	Inf	F	5
Bourke (A)	Inf	M	14
Brewarrina (A)		F	13
Brewarrina (A)		F	9
Brewarrina (A)		F	10
Brewarrina (A)		F	28
Brewarrina (A)		F	33
Brewarrina (A)		F	38
Brewarrina (A)		F	27
Brewarrina (A)		F	25
Brewarrina (A)		F	14
Brewarrina (A)		F	13
Brewarrina (A)		F	9
Brewarrina (A)		F	14
Brewarrina (A)		M	3
Brewarrina (A)		M	4
Brewarrina (A)		M	8
Brewarrina (A)		M	12
Brewarrina (A)		M	19
Brewarrina (A)		M	36
Brewarrina (A)		M	34
Brewarrina (A)		M	41
Brewarrina (A)		M	17
Brewarrina (A)		M	23
Brewarrina (A)		M	12
Brewarrina (A)		M	8
Brewarrina (A)		M	9
Brewarrina (A)	0	F	7
Brewarrina (A)	0	M	11
Brewarrina (A)	Inf	F	4
Brewarrina (A)	Inf	M	10
Broken Hill (C)		F	147
Broken Hill (C)		F	184
Broken Hill (C)		F	201
Broken Hill (C)		F	256
Broken Hill (C)		F	418
Broken Hill (C)		F	425
Broken Hill (C)		F	428
Broken Hill (C)		F	423
Broken Hill (C)		F	270
Broken Hill (C)		F	213
Broken Hill (C)		F	153
Broken Hill (C)		F	158
Broken Hill (C)		F	71
Broken Hill (C)		M	88
Broken Hill (C)		M	103
Broken Hill (C)		M	123
Broken Hill (C)		M	153
Broken Hill (C)		M	244
Broken Hill (C)		M	309
Broken Hill (C)		M	357
Broken Hill (C)		M	409
Broken Hill (C)		M	335
Broken Hill (C)		M	322
Broken Hill (C)		M	321
Broken Hill (C)		M	463
Broken Hill (C)		M	91
Broken Hill (C)	0	F	24
Broken Hill (C)	0	M	13
Broken Hill (C)	Inf	F	28
Broken Hill (C)	Inf	M	128
Burwood (A)		F	444
Burwood (A)		F	560
Burwood (A)		F	608
Burwood (A)		F	574
Burwood (A)		F	874
Burwood (A)		F	971
Burwood (A)		F	1088
Burwood (A)		F	1099
Burwood (A)		F	775
Burwood (A)		F	666
Burwood (A)		F	496
Burwood (A)		F	602
Burwood (A)		F	108
Burwood (A)		M	204
Burwood (A)		M	283
Burwood (A)		M	307
Burwood (A)		M	340
Burwood (A)		M	465
Burwood (A)		M	643
Burwood (A)		M	756
Burwood (A)		M	952
Burwood (A)		M	765
Burwood (A)		M	636
Burwood (A)		M	479
Burwood (A)		M	954
Burwood (A)		M	104
Burwood (A)	0	F	63
Burwood (A)	0	M	59
Burwood (A)	Inf	F	205
Burwood (A)	Inf	M	543
Byron (A)		F	283
Byron (A)		F	389
Byron (A)		F	540
Byron (A)		F	704
Byron (A)		F	1025
Byron (A)		F	986
Byron (A)		F	811
Byron (A)		F	704
Byron (A)		F	370
Byron (A)		F	269
Byron (A)		F	156
Byron (A)		F	162
Byron (A)		F	138
Byron (A)		M	186
Byron (A)		M	226
Byron (A)		M	317
Byron (A)		M	437
Byron (A)		M	662
Byron (A)		M	828
Byron (A)		M	931
Byron (A)		M	821
Byron (A)		M	517
Byron (A)		M	356
Byron (A)		M	241
Byron (A)		M	346
Byron (A)		M	123
Byron (A)	0	F	62
Byron (A)	0	M	47
Byron (A)	Inf	F	98
Byron (A)	Inf	M	243
Cabonne (A)		F	73
Cabonne (A)		F	109
Cabonne (A)		F	123
Cabonne (A)		F	159
Cabonne (A)		F	228
Cabonne (A)		F	225
Cabonne (A)		F	184
Cabonne (A)		F	205
Cabonne (A)		F	107
Cabonne (A)		F	102
Cabonne (A)		F	68
Cabonne (A)		F	74
Cabonne (A)		F	35
Cabonne (A)		M	42
Cabonne (A)		M	73
Cabonne (A)		M	83
Cabonne (A)		M	125
Cabonne (A)		M	195
Cabonne (A)		M	260
Cabonne (A)		M	297
Cabonne (A)		M	342
Cabonne (A)		M	228
Cabonne (A)		M	232
Cabonne (A)		M	167
Cabonne (A)		M	284
Cabonne (A)		M	47
Cabonne (A)	0	F	39
Cabonne (A)	0	M	41
Cabonne (A)	Inf	F	32
Cabonne (A)	Inf	M	119
Camden (A)		F	768
Camden (A)		F	789
Camden (A)		F	806
Camden (A)		F	864
Camden (A)		F	1355
Camden (A)		F	1635
Camden (A)		F	1534
Camden (A)		F	1320
Camden (A)		F	728
Camden (A)		F	570
Camden (A)		F	405
Camden (A)		F	324
Camden (A)		F	194
Camden (A)		M	422
Camden (A)		M	345
Camden (A)		M	384
Camden (A)		M	538
Camden (A)		M	804
Camden (A)		M	1258
Camden (A)		M	1734
Camden (A)		M	2119
Camden (A)		M	1532
Camden (A)		M	1236
Camden (A)		M	834
Camden (A)		M	984
Camden (A)		M	223
Camden (A)	0	F	95
Camden (A)	0	M	90
Camden (A)	Inf	F	125
Camden (A)	Inf	M	428
Campbelltown (C) (NSW)		F	1178
Campbelltown (C) (NSW)		F	1380
Campbelltown (C) (NSW)		F	1511
Campbelltown (C) (NSW)		F	1641
Campbelltown (C) (NSW)		F	2771
Campbelltown (C) (NSW)		F	3363
Campbelltown (C) (NSW)		F	3307
Campbelltown (C) (NSW)		F	2944
Campbelltown (C) (NSW)		F	1837
Campbelltown (C) (NSW)		F	1414
Campbelltown (C) (NSW)		F	1005
Campbelltown (C) (NSW)		F	922
Campbelltown (C) (NSW)		F	404
Campbelltown (C) (NSW)		M	702
Campbelltown (C) (NSW)		M	685
Campbelltown (C) (NSW)		M	827
Campbelltown (C) (NSW)		M	940
Campbelltown (C) (NSW)		M	1551
Campbelltown (C) (NSW)		M	2511
Campbelltown (C) (NSW)		M	3652
Campbelltown (C) (NSW)		M	3780
Campbelltown (C) (NSW)		M	2543
Campbelltown (C) (NSW)		M	2088
Campbelltown (C) (NSW)		M	1429
Campbelltown (C) (NSW)		M	1916
Campbelltown (C) (NSW)		M	389
Campbelltown (C) (NSW)	0	F	170
Campbelltown (C) (NSW)	0	M	159
Campbelltown (C) (NSW)	Inf	F	274
Campbelltown (C) (NSW)	Inf	M	823
Canada Bay (A)		F	545
Canada Bay (A)		F	740
Canada Bay (A)		F	777
Canada Bay (A)		F	909
Canada Bay (A)		F	1309
Canada Bay (A)		F	1630
Canada Bay (A)		F	2160
Canada Bay (A)		F	2424
Canada Bay (A)		F	1623
Canada Bay (A)		F	1327
Canada Bay (A)		F	854
Canada Bay (A)		F	1216
Canada Bay (A)		F	232
Canada Bay (A)		M	382
Canada Bay (A)		M	439
Canada Bay (A)		M	509
Canada Bay (A)		M	635
Canada Bay (A)		M	917
Canada Bay (A)		M	1148
Canada Bay (A)		M	1825
Canada Bay (A)		M	2346
Canada Bay (A)		M	1612
Canada Bay (A)		M	1594
Canada Bay (A)		M	1150
Canada Bay (A)		M	2344
Canada Bay (A)		M	254
Canada Bay (A)	0	F	123
Canada Bay (A)	0	M	109
Canada Bay (A)	Inf	F	654
Canada Bay (A)	Inf	M	1835
Canterbury-Bankstown (A)		F	1637
Canterbury-Bankstown (A)		F	2472
Canterbury-Bankstown (A)		F	2711
Canterbury-Bankstown (A)		F	2991
Canterbury-Bankstown (A)		F	4969
Canterbury-Bankstown (A)		F	5878
Canterbury-Bankstown (A)		F	5662
Canterbury-Bankstown (A)		F	5101
Canterbury-Bankstown (A)		F	3181
Canterbury-Bankstown (A)		F	2497
Canterbury-Bankstown (A)		F	1614
Canterbury-Bankstown (A)		F	1542
Canterbury-Bankstown (A)		F	713
Canterbury-Bankstown (A)		M	1011
Canterbury-Bankstown (A)		M	1512
Canterbury-Bankstown (A)		M	2115
Canterbury-Bankstown (A)		M	2707
Canterbury-Bankstown (A)		M	4158
Canterbury-Bankstown (A)		M	6222
Canterbury-Bankstown (A)		M	7846
Canterbury-Bankstown (A)		M	7961
Canterbury-Bankstown (A)		M	5246
Canterbury-Bankstown (A)		M	4154
Canterbury-Bankstown (A)		M	2845
Canterbury-Bankstown (A)		M	3828
Canterbury-Bankstown (A)		M	875
Canterbury-Bankstown (A)	0	F	371
Canterbury-Bankstown (A)	0	M	377
Canterbury-Bankstown (A)	Inf	F	547
Canterbury-Bankstown (A)	Inf	M	2018
Carrathool (A)		F	38
Carrathool (A)		F	23
Carrathool (A)		F	40
Carrathool (A)		F	42
Carrathool (A)		F	68
Carrathool (A)		F	67
Carrathool (A)		F	68
Carrathool (A)		F	45
Carrathool (A)		F	25
Carrathool (A)		F	21
Carrathool (A)		F	14
Carrathool (A)		F	19
Carrathool (A)		F	21
Carrathool (A)		M	13
Carrathool (A)		M	9
Carrathool (A)		M	34
Carrathool (A)		M	34
Carrathool (A)		M	59
Carrathool (A)		M	107
Carrathool (A)		M	103
Carrathool (A)		M	132
Carrathool (A)		M	102
Carrathool (A)		M	43
Carrathool (A)		M	29
Carrathool (A)		M	42
Carrathool (A)		M	28
Carrathool (A)	0	F	6
Carrathool (A)	0	M	15
Carrathool (A)	Inf	F	19
Carrathool (A)	Inf	M	28
Central Coast (C) (NSW)		F	3194
Central Coast (C) (NSW)		F	3435
Central Coast (C) (NSW)		F	3833
Central Coast (C) (NSW)		F	4582
Central Coast (C) (NSW)		F	7270
Central Coast (C) (NSW)		F	7956
Central Coast (C) (NSW)		F	7648
Central Coast (C) (NSW)		F	6246
Central Coast (C) (NSW)		F	3772
Central Coast (C) (NSW)		F	2896
Central Coast (C) (NSW)		F	2068
Central Coast (C) (NSW)		F	1817
Central Coast (C) (NSW)		F	844
Central Coast (C) (NSW)		M	1749
Central Coast (C) (NSW)		M	1580
Central Coast (C) (NSW)		M	1710
Central Coast (C) (NSW)		M	2162
Central Coast (C) (NSW)		M	3555
Central Coast (C) (NSW)		M	5095
Central Coast (C) (NSW)		M	6934
Central Coast (C) (NSW)		M	7133
Central Coast (C) (NSW)		M	4648
Central Coast (C) (NSW)		M	4051
Central Coast (C) (NSW)		M	2840
Central Coast (C) (NSW)		M	3658
Central Coast (C) (NSW)		M	825
Central Coast (C) (NSW)	0	F	419
Central Coast (C) (NSW)	0	M	324
Central Coast (C) (NSW)	Inf	F	635
Central Coast (C) (NSW)	Inf	M	1841
Central Darling (A)		F	3
Central Darling (A)		F	19
Central Darling (A)		F	13
Central Darling (A)		F	20
Central Darling (A)		F	25
Central Darling (A)		F	37
Central Darling (A)		F	45
Central Darling (A)		F	37
Central Darling (A)		F	15
Central Darling (A)		F	17
Central Darling (A)		F	10
Central Darling (A)		F	11
Central Darling (A)		F	14
Central Darling (A)		M	4
Central Darling (A)		M	23
Central Darling (A)		M	10
Central Darling (A)		M	19
Central Darling (A)		M	30
Central Darling (A)		M	33
Central Darling (A)		M	50
Central Darling (A)		M	58
Central Darling (A)		M	35
Central Darling (A)		M	24
Central Darling (A)		M	28
Central Darling (A)		M	27
Central Darling (A)		M	21
Central Darling (A)	0	F	6
Central Darling (A)	0	M	15
Central Darling (A)	Inf	F	3
Central Darling (A)	Inf	M	15
Cessnock (C)		F	466
Cessnock (C)		F	577
Cessnock (C)		F	659
Cessnock (C)		F	771
Cessnock (C)		F	1177
Cessnock (C)		F	1199
Cessnock (C)		F	974
Cessnock (C)		F	847
Cessnock (C)		F	451
Cessnock (C)		F	357
Cessnock (C)		F	219
Cessnock (C)		F	220
Cessnock (C)		F	127
Cessnock (C)		M	242
Cessnock (C)		M	237
Cessnock (C)		M	267
Cessnock (C)		M	330
Cessnock (C)		M	514
Cessnock (C)		M	639
Cessnock (C)		M	903
Cessnock (C)		M	967
Cessnock (C)		M	611
Cessnock (C)		M	514
Cessnock (C)		M	373
Cessnock (C)		M	549
Cessnock (C)		M	128
Cessnock (C)	0	F	74
Cessnock (C)	0	M	53
Cessnock (C)	Inf	F	64
Cessnock (C)	Inf	M	291
Clarence Valley (A)		F	395
Clarence Valley (A)		F	493
Clarence Valley (A)		F	634
Clarence Valley (A)		F	785
Clarence Valley (A)		F	1165
Clarence Valley (A)		F	1247
Clarence Valley (A)		F	1012
Clarence Valley (A)		F	779
Clarence Valley (A)		F	488
Clarence Valley (A)		F	398
Clarence Valley (A)		F	300
Clarence Valley (A)		F	225
Clarence Valley (A)		F	128
Clarence Valley (A)		M	263
Clarence Valley (A)		M	283
Clarence Valley (A)		M	385
Clarence Valley (A)		M	462
Clarence Valley (A)		M	821
Clarence Valley (A)		M	1138
Clarence Valley (A)		M	1211
Clarence Valley (A)		M	1038
Clarence Valley (A)		M	617
Clarence Valley (A)		M	543
Clarence Valley (A)		M	405
Clarence Valley (A)		M	494
Clarence Valley (A)		M	134
Clarence Valley (A)	0	F	81
Clarence Valley (A)	0	M	90
Clarence Valley (A)	Inf	F	68
Clarence Valley (A)	Inf	M	257
Cobar (A)		F	33
Cobar (A)		F	56
Cobar (A)		F	55
Cobar (A)		F	63
Cobar (A)		F	112
Cobar (A)		F	115
Cobar (A)		F	99
Cobar (A)		F	106
Cobar (A)		F	63
Cobar (A)		F	65
Cobar (A)		F	33
Cobar (A)		F	46
Cobar (A)		F	15
Cobar (A)		M	22
Cobar (A)		M	13
Cobar (A)		M	20
Cobar (A)		M	30
Cobar (A)		M	48
Cobar (A)		M	74
Cobar (A)		M	88
Cobar (A)		M	126
Cobar (A)		M	106
Cobar (A)		M	168
Cobar (A)		M	145
Cobar (A)		M	347
Cobar (A)		M	28
Cobar (A)	0	F	15
Cobar (A)	0	M	14
Cobar (A)	Inf	F	18
Cobar (A)	Inf	M	135
Coffs Harbour (C)		F	749
Coffs Harbour (C)		F	810
Coffs Harbour (C)		F	971
Coffs Harbour (C)		F	1215
Coffs Harbour (C)		F	2043
Coffs Harbour (C)		F	2243
Coffs Harbour (C)		F	2118
Coffs Harbour (C)		F	1636
Coffs Harbour (C)		F	1054
Coffs Harbour (C)		F	772
Coffs Harbour (C)		F	527
Coffs Harbour (C)		F	475
Coffs Harbour (C)		F	204
Coffs Harbour (C)		M	488
Coffs Harbour (C)		M	408
Coffs Harbour (C)		M	540
Coffs Harbour (C)		M	729
Coffs Harbour (C)		M	1142
Coffs Harbour (C)		M	1877
Coffs Harbour (C)		M	2214
Coffs Harbour (C)		M	1924
Coffs Harbour (C)		M	1236
Coffs Harbour (C)		M	953
Coffs Harbour (C)		M	720
Coffs Harbour (C)		M	839
Coffs Harbour (C)		M	215
Coffs Harbour (C)	0	F	117
Coffs Harbour (C)	0	M	124
Coffs Harbour (C)	Inf	F	140
Coffs Harbour (C)	Inf	M	407
Coolamon (A)		F	41
Coolamon (A)		F	32
Coolamon (A)		F	37
Coolamon (A)		F	35
Coolamon (A)		F	59
Coolamon (A)		F	65
Coolamon (A)		F	78
Coolamon (A)		F	44
Coolamon (A)		F	34
Coolamon (A)		F	26
Coolamon (A)		F	22
Coolamon (A)		F	15
Coolamon (A)		F	10
Coolamon (A)		M	14
Coolamon (A)		M	17
Coolamon (A)		M	15
Coolamon (A)		M	24
Coolamon (A)		M	64
Coolamon (A)		M	56
Coolamon (A)		M	104
Coolamon (A)		M	91
Coolamon (A)		M	53
Coolamon (A)		M	35
Coolamon (A)		M	30
Coolamon (A)		M	34
Coolamon (A)		M	11
Coolamon (A)	0	F	7
Coolamon (A)	0	M	17
Coolamon (A)	Inf	F	17
Coolamon (A)	Inf	M	36
Coonamble (A)		F	31
Coonamble (A)		F	26
Coonamble (A)		F	42
Coonamble (A)		F	42
Coonamble (A)		F	84
Coonamble (A)		F	97
Coonamble (A)		F	85
Coonamble (A)		F	82
Coonamble (A)		F	66
Coonamble (A)		F	33
Coonamble (A)		F	32
Coonamble (A)		F	26
Coonamble (A)		F	15
Coonamble (A)		M	10
Coonamble (A)		M	22
Coonamble (A)		M	45
Coonamble (A)		M	47
Coonamble (A)		M	62
Coonamble (A)		M	112
Coonamble (A)		M	112
Coonamble (A)		M	92
Coonamble (A)		M	55
Coonamble (A)		M	46
Coonamble (A)		M	20
Coonamble (A)		M	33
Coonamble (A)		M	22
Coonamble (A)	0	F	24
