LGA_NAME16	IncomeTotPersonal.max	workers
Western Downs (R)	26250	857
Western Downs (R)	34125	1318
Western Downs (R)	42000	1553
Western Downs (R)	52500	1948
Western Downs (R)	65625	2119
Western Downs (R)	78750	1392
Western Downs (R)	91875	1208
Western Downs (R)	105000	925
Western Downs (R)	157500	1614
Western Downs (R)	Inf	872
Whitsunday (R)		296
Whitsunday (R)	0	156
Whitsunday (R)	7875	478
Whitsunday (R)	15750	474
Whitsunday (R)	21000	647
Whitsunday (R)	26250	868
Whitsunday (R)	34125	1616
Whitsunday (R)	42000	2132
Whitsunday (R)	52500	2372
Whitsunday (R)	65625	2051
Whitsunday (R)	78750	1176
Whitsunday (R)	91875	966
Whitsunday (R)	105000	523
Whitsunday (R)	157500	910
Whitsunday (R)	Inf	446
Winton (S)		16
Winton (S)	0	26
Winton (S)	7875	6
Winton (S)	15750	30
Winton (S)	21000	20
Winton (S)	26250	32
Winton (S)	34125	62
Winton (S)	42000	97
Winton (S)	52500	66
Winton (S)	65625	101
Winton (S)	78750	52
Winton (S)	91875	35
Winton (S)	105000	15
Winton (S)	157500	23
Winton (S)	Inf	15
Woorabinda (S)		8
Woorabinda (S)	7875	4
Woorabinda (S)	15750	23
Woorabinda (S)	21000	21
Woorabinda (S)	26250	23
Woorabinda (S)	34125	41
Woorabinda (S)	42000	30
Woorabinda (S)	52500	28
Woorabinda (S)	65625	25
Woorabinda (S)	78750	13
Woorabinda (S)	91875	20
Woorabinda (S)	105000	10
Woorabinda (S)	157500	12
Wujal Wujal (S)		3
Wujal Wujal (S)	0	3
Wujal Wujal (S)	15750	13
Wujal Wujal (S)	21000	10
Wujal Wujal (S)	26250	8
Wujal Wujal (S)	34125	12
Wujal Wujal (S)	42000	8
Wujal Wujal (S)	52500	12
Wujal Wujal (S)	65625	17
Wujal Wujal (S)	78750	7
Wujal Wujal (S)	105000	9
Wujal Wujal (S)	157500	10
Yarrabah (S)		6
Yarrabah (S)	7875	6
Yarrabah (S)	15750	28
Yarrabah (S)	21000	22
Yarrabah (S)	26250	21
Yarrabah (S)	34125	75
Yarrabah (S)	42000	63
Yarrabah (S)	52500	56
Yarrabah (S)	65625	38
Yarrabah (S)	78750	37
Yarrabah (S)	91875	35
Yarrabah (S)	105000	23
Yarrabah (S)	157500	30
Yarrabah (S)	Inf	11
No usual address (Qld)		2040
No usual address (Qld)	0	1004
No usual address (Qld)	7875	2725
No usual address (Qld)	15750	4266
No usual address (Qld)	21000	5417
No usual address (Qld)	26250	6548
No usual address (Qld)	34125	9531
No usual address (Qld)	42000	10751
No usual address (Qld)	52500	12822
No usual address (Qld)	65625	14111
No usual address (Qld)	78750	9794
No usual address (Qld)	91875	7437
No usual address (Qld)	105000	4684
No usual address (Qld)	157500	5342
No usual address (Qld)	Inf	2355
Migratory - Offshore - Shipping (Qld)		3
Migratory - Offshore - Shipping (Qld)	0	3
Migratory - Offshore - Shipping (Qld)	21000	3
Migratory - Offshore - Shipping (Qld)	26250	10
Migratory - Offshore - Shipping (Qld)	34125	9
Migratory - Offshore - Shipping (Qld)	42000	12
Migratory - Offshore - Shipping (Qld)	52500	17
Migratory - Offshore - Shipping (Qld)	65625	22
Migratory - Offshore - Shipping (Qld)	78750	22
Migratory - Offshore - Shipping (Qld)	91875	14
Migratory - Offshore - Shipping (Qld)	105000	17
Migratory - Offshore - Shipping (Qld)	157500	47
Migratory - Offshore - Shipping (Qld)	Inf	28
Adelaide (C)		1328
Adelaide (C)	0	531
Adelaide (C)	7875	2439
Adelaide (C)	15750	3500
Adelaide (C)	21000	3645
Adelaide (C)	26250	4472
Adelaide (C)	34125	7044
Adelaide (C)	42000	9315
Adelaide (C)	52500	13867
Adelaide (C)	65625	17436
Adelaide (C)	78750	13421
Adelaide (C)	91875	12488
Adelaide (C)	105000	8473
Adelaide (C)	157500	12616
Adelaide (C)	Inf	7030
Adelaide Hills (DC)		130
Adelaide Hills (DC)	0	110
Adelaide Hills (DC)	7875	587
Adelaide Hills (DC)	15750	621
Adelaide Hills (DC)	21000	612
Adelaide Hills (DC)	26250	702
Adelaide Hills (DC)	34125	1085
Adelaide Hills (DC)	42000	1216
Adelaide Hills (DC)	52500	1242
Adelaide Hills (DC)	65625	1178
Adelaide Hills (DC)	78750	724
Adelaide Hills (DC)	91875	571
Adelaide Hills (DC)	105000	424
Adelaide Hills (DC)	157500	379
Adelaide Hills (DC)	Inf	254
Alexandrina (DC)		124
Alexandrina (DC)	0	85
Alexandrina (DC)	7875	294
Alexandrina (DC)	15750	397
Alexandrina (DC)	21000	451
Alexandrina (DC)	26250	574
Alexandrina (DC)	34125	827
Alexandrina (DC)	42000	863
Alexandrina (DC)	52500	875
Alexandrina (DC)	65625	812
Alexandrina (DC)	78750	458
Alexandrina (DC)	91875	279
Alexandrina (DC)	105000	202
Alexandrina (DC)	157500	211
Alexandrina (DC)	Inf	99
Anangu Pitjantjatjara (AC)		31
Anangu Pitjantjatjara (AC)	0	4
Anangu Pitjantjatjara (AC)	7875	11
Anangu Pitjantjatjara (AC)	15750	92
Anangu Pitjantjatjara (AC)	21000	27
Anangu Pitjantjatjara (AC)	26250	48
Anangu Pitjantjatjara (AC)	34125	55
Anangu Pitjantjatjara (AC)	42000	49
Anangu Pitjantjatjara (AC)	52500	32
Anangu Pitjantjatjara (AC)	65625	53
Anangu Pitjantjatjara (AC)	78750	70
Anangu Pitjantjatjara (AC)	91875	39
Anangu Pitjantjatjara (AC)	105000	46
Anangu Pitjantjatjara (AC)	157500	60
Anangu Pitjantjatjara (AC)	Inf	8
Barossa (DC)		145
Barossa (DC)	0	88
Barossa (DC)	7875	415
Barossa (DC)	15750	474
Barossa (DC)	21000	522
Barossa (DC)	26250	633
Barossa (DC)	34125	964
Barossa (DC)	42000	1145
Barossa (DC)	52500	1431
Barossa (DC)	65625	1474
Barossa (DC)	78750	986
Barossa (DC)	91875	698
Barossa (DC)	105000	425
Barossa (DC)	157500	490
Barossa (DC)	Inf	209
Barunga West (DC)		21
Barunga West (DC)	0	8
Barunga West (DC)	7875	24
Barunga West (DC)	15750	34
Barunga West (DC)	21000	40
Barunga West (DC)	26250	50
Barunga West (DC)	34125	72
Barunga West (DC)	42000	98
Barunga West (DC)	52500	93
Barunga West (DC)	65625	75
Barunga West (DC)	78750	53
Barunga West (DC)	91875	54
Barunga West (DC)	105000	35
Barunga West (DC)	157500	46
Barunga West (DC)	Inf	18
Berri and Barmera (DC)		86
Berri and Barmera (DC)	0	40
Berri and Barmera (DC)	7875	123
Berri and Barmera (DC)	15750	177
Berri and Barmera (DC)	21000	219
Berri and Barmera (DC)	26250	292
Berri and Barmera (DC)	34125	504
Berri and Barmera (DC)	42000	607
Berri and Barmera (DC)	52500	701
Berri and Barmera (DC)	65625	657
Berri and Barmera (DC)	78750	408
Berri and Barmera (DC)	91875	289
Berri and Barmera (DC)	105000	166
Berri and Barmera (DC)	157500	183
Berri and Barmera (DC)	Inf	63
Burnside (C)		196
Burnside (C)	0	109
Burnside (C)	7875	728
Burnside (C)	15750	745
Burnside (C)	21000	696
Burnside (C)	26250	941
Burnside (C)	34125	1329
Burnside (C)	42000	1597
Burnside (C)	52500	1932
Burnside (C)	65625	2273
Burnside (C)	78750	1564
Burnside (C)	91875	1306
Burnside (C)	105000	945
Burnside (C)	157500	1380
Burnside (C)	Inf	1002
Campbelltown (C) (SA)		121
Campbelltown (C) (SA)	0	76
Campbelltown (C) (SA)	7875	479
Campbelltown (C) (SA)	15750	569
Campbelltown (C) (SA)	21000	564
Campbelltown (C) (SA)	26250	701
Campbelltown (C) (SA)	34125	1070
Campbelltown (C) (SA)	42000	1167
Campbelltown (C) (SA)	52500	1249
Campbelltown (C) (SA)	65625	1157
Campbelltown (C) (SA)	78750	741
Campbelltown (C) (SA)	91875	621
Campbelltown (C) (SA)	105000	422
Campbelltown (C) (SA)	157500	378
Campbelltown (C) (SA)	Inf	159
Ceduna (DC)		42
Ceduna (DC)	0	9
Ceduna (DC)	7875	36
Ceduna (DC)	15750	55
Ceduna (DC)	21000	69
Ceduna (DC)	26250	88
Ceduna (DC)	34125	164
Ceduna (DC)	42000	169
Ceduna (DC)	52500	180
Ceduna (DC)	65625	256
Ceduna (DC)	78750	178
Ceduna (DC)	91875	152
Ceduna (DC)	105000	72
Ceduna (DC)	157500	70
Ceduna (DC)	Inf	32
Charles Sturt (C)		521
Charles Sturt (C)	0	254
Charles Sturt (C)	7875	1576
Charles Sturt (C)	15750	1881
Charles Sturt (C)	21000	1911
Charles Sturt (C)	26250	2441
Charles Sturt (C)	34125	3992
Charles Sturt (C)	42000	5174
Charles Sturt (C)	52500	6081
Charles Sturt (C)	65625	5500
Charles Sturt (C)	78750	3347
Charles Sturt (C)	91875	2704
Charles Sturt (C)	105000	1678
Charles Sturt (C)	157500	1801
Charles Sturt (C)	Inf	1011
Clare and Gilbert Valleys (DC)		69
Clare and Gilbert Valleys (DC)	0	45
Clare and Gilbert Valleys (DC)	7875	139
Clare and Gilbert Valleys (DC)	15750	205
Clare and Gilbert Valleys (DC)	21000	224
Clare and Gilbert Valleys (DC)	26250	293
Clare and Gilbert Valleys (DC)	34125	502
Clare and Gilbert Valleys (DC)	42000	556
Clare and Gilbert Valleys (DC)	52500	550
Clare and Gilbert Valleys (DC)	65625	550
Clare and Gilbert Valleys (DC)	78750	323
Clare and Gilbert Valleys (DC)	91875	252
Clare and Gilbert Valleys (DC)	105000	141
Clare and Gilbert Valleys (DC)	157500	169
Clare and Gilbert Valleys (DC)	Inf	88
Cleve (DC)		20
Cleve (DC)	0	15
Cleve (DC)	7875	39
Cleve (DC)	15750	37
Cleve (DC)	21000	34
Cleve (DC)	26250	46
Cleve (DC)	34125	76
Cleve (DC)	42000	104
Cleve (DC)	52500	126
Cleve (DC)	65625	126
Cleve (DC)	78750	59
Cleve (DC)	91875	53
Cleve (DC)	105000	32
Cleve (DC)	157500	36
Cleve (DC)	Inf	21
Coober Pedy (DC)		18
Coober Pedy (DC)	0	14
Coober Pedy (DC)	7875	7
Coober Pedy (DC)	15750	21
Coober Pedy (DC)	21000	35
Coober Pedy (DC)	26250	37
Coober Pedy (DC)	34125	52
Coober Pedy (DC)	42000	88
Coober Pedy (DC)	52500	98
Coober Pedy (DC)	65625	99
Coober Pedy (DC)	78750	69
Coober Pedy (DC)	91875	47
Coober Pedy (DC)	105000	36
Coober Pedy (DC)	157500	40
Coober Pedy (DC)	Inf	11
Copper Coast (DC)		69
Copper Coast (DC)	0	31
Copper Coast (DC)	7875	227
Copper Coast (DC)	15750	226
Copper Coast (DC)	21000	281
Copper Coast (DC)	26250	370
Copper Coast (DC)	34125	496
Copper Coast (DC)	42000	612
Copper Coast (DC)	52500	594
Copper Coast (DC)	65625	515
Copper Coast (DC)	78750	300
Copper Coast (DC)	91875	245
Copper Coast (DC)	105000	158
Copper Coast (DC)	157500	167
Copper Coast (DC)	Inf	68
Elliston (DC)		10
Elliston (DC)	0	21
Elliston (DC)	7875	17
Elliston (DC)	15750	28
Elliston (DC)	21000	32
Elliston (DC)	26250	33
Elliston (DC)	34125	51
Elliston (DC)	42000	58
Elliston (DC)	52500	43
Elliston (DC)	65625	63
Elliston (DC)	78750	37
Elliston (DC)	91875	25
Elliston (DC)	105000	11
Elliston (DC)	157500	20
Elliston (DC)	Inf	21
Flinders Ranges (DC)		8
Flinders Ranges (DC)	0	9
Flinders Ranges (DC)	7875	22
Flinders Ranges (DC)	15750	18
Flinders Ranges (DC)	21000	34
Flinders Ranges (DC)	26250	41
Flinders Ranges (DC)	34125	45
Flinders Ranges (DC)	42000	65
Flinders Ranges (DC)	52500	66
Flinders Ranges (DC)	65625	58
Flinders Ranges (DC)	78750	47
Flinders Ranges (DC)	91875	41
Flinders Ranges (DC)	105000	20
Flinders Ranges (DC)	157500	15
Flinders Ranges (DC)	Inf	15
Franklin Harbour (DC)		18
Franklin Harbour (DC)	0	8
Franklin Harbour (DC)	7875	16
Franklin Harbour (DC)	15750	22
Franklin Harbour (DC)	21000	34
Franklin Harbour (DC)	26250	36
Franklin Harbour (DC)	34125	47
Franklin Harbour (DC)	42000	69
Franklin Harbour (DC)	52500	63
Franklin Harbour (DC)	65625	46
Franklin Harbour (DC)	78750	34
Franklin Harbour (DC)	91875	16
Franklin Harbour (DC)	105000	20
Franklin Harbour (DC)	157500	17
Franklin Harbour (DC)	Inf	8
Gawler (T)		104
Gawler (T)	0	59
Gawler (T)	7875	443
Gawler (T)	15750	399
Gawler (T)	21000	411
Gawler (T)	26250	470
Gawler (T)	34125	799
Gawler (T)	42000	861
Gawler (T)	52500	816
Gawler (T)	65625	726
Gawler (T)	78750	444
Gawler (T)	91875	356
Gawler (T)	105000	258
Gawler (T)	157500	219
Gawler (T)	Inf	121
Goyder (DC)		21
Goyder (DC)	0	35
Goyder (DC)	7875	61
Goyder (DC)	15750	67
Goyder (DC)	21000	98
Goyder (DC)	26250	84
Goyder (DC)	34125	155
Goyder (DC)	42000	153
Goyder (DC)	52500	193
Goyder (DC)	65625	152
Goyder (DC)	78750	108
Goyder (DC)	91875	87
Goyder (DC)	105000	52
Goyder (DC)	157500	43
Goyder (DC)	Inf	25
Grant (DC)		44
Grant (DC)	0	44
Grant (DC)	7875	55
Grant (DC)	15750	65
Grant (DC)	21000	82
Grant (DC)	26250	151
Grant (DC)	34125	201
Grant (DC)	42000	254
Grant (DC)	52500	325
Grant (DC)	65625	365
Grant (DC)	78750	240
Grant (DC)	91875	186
Grant (DC)	105000	72
Grant (DC)	157500	100
Grant (DC)	Inf	73
Holdfast Bay (C)		176
Holdfast Bay (C)	0	85
Holdfast Bay (C)	7875	829
Holdfast Bay (C)	15750	749
Holdfast Bay (C)	21000	751
Holdfast Bay (C)	26250	981
Holdfast Bay (C)	34125	1416
Holdfast Bay (C)	42000	1498
Holdfast Bay (C)	52500	1712
Holdfast Bay (C)	65625	1475
Holdfast Bay (C)	78750	816
Holdfast Bay (C)	91875	693
Holdfast Bay (C)	105000	452
Holdfast Bay (C)	157500	430
Holdfast Bay (C)	Inf	284
Kangaroo Island (DC)		36
Kangaroo Island (DC)	0	36
Kangaroo Island (DC)	7875	78
Kangaroo Island (DC)	15750	107
Kangaroo Island (DC)	21000	163
Kangaroo Island (DC)	26250	178
Kangaroo Island (DC)	34125	261
Kangaroo Island (DC)	42000	280
Kangaroo Island (DC)	52500	302
Kangaroo Island (DC)	65625	235
Kangaroo Island (DC)	78750	125
Kangaroo Island (DC)	91875	83
Kangaroo Island (DC)	105000	60
Kangaroo Island (DC)	157500	70
Kangaroo Island (DC)	Inf	25
Karoonda East Murray (DC)	0	19
Karoonda East Murray (DC)	7875	13
Karoonda East Murray (DC)	15750	37
Karoonda East Murray (DC)	21000	27
Karoonda East Murray (DC)	26250	34
Karoonda East Murray (DC)	34125	63
Karoonda East Murray (DC)	42000	66
Karoonda East Murray (DC)	52500	80
Karoonda East Murray (DC)	65625	59
Karoonda East Murray (DC)	78750	30
Karoonda East Murray (DC)	91875	21
Karoonda East Murray (DC)	105000	12
Karoonda East Murray (DC)	157500	14
Karoonda East Murray (DC)	Inf	10
Kimba (DC)		16
Kimba (DC)	0	18
Kimba (DC)	7875	17
Kimba (DC)	15750	21
Kimba (DC)	21000	18
Kimba (DC)	26250	35
Kimba (DC)	34125	47
Kimba (DC)	42000	72
Kimba (DC)	52500	68
Kimba (DC)	65625	74
Kimba (DC)	78750	41
Kimba (DC)	91875	34
Kimba (DC)	105000	20
Kimba (DC)	157500	22
Kimba (DC)	Inf	24
Kingston (DC) (SA)		13
Kingston (DC) (SA)	0	19
Kingston (DC) (SA)	7875	39
Kingston (DC) (SA)	15750	46
Kingston (DC) (SA)	21000	47
Kingston (DC) (SA)	26250	71
Kingston (DC) (SA)	34125	112
Kingston (DC) (SA)	42000	103
Kingston (DC) (SA)	52500	132
Kingston (DC) (SA)	65625	105
Kingston (DC) (SA)	78750	52
Kingston (DC) (SA)	91875	50
Kingston (DC) (SA)	105000	40
Kingston (DC) (SA)	157500	56
Kingston (DC) (SA)	Inf	35
Light (RegC)		83
Light (RegC)	0	46
Light (RegC)	7875	139
Light (RegC)	15750	199
Light (RegC)	21000	222
Light (RegC)	26250	274
Light (RegC)	34125	432
Light (RegC)	42000	556
Light (RegC)	52500	671
Light (RegC)	65625	732
Light (RegC)	78750	454
Light (RegC)	91875	409
Light (RegC)	105000	244
Light (RegC)	157500	261
Light (RegC)	Inf	120
Lower Eyre Peninsula (DC)		28
Lower Eyre Peninsula (DC)	0	33
Lower Eyre Peninsula (DC)	7875	61
Lower Eyre Peninsula (DC)	15750	71
Lower Eyre Peninsula (DC)	21000	78
Lower Eyre Peninsula (DC)	26250	103
Lower Eyre Peninsula (DC)	34125	137
Lower Eyre Peninsula (DC)	42000	184
Lower Eyre Peninsula (DC)	52500	200
Lower Eyre Peninsula (DC)	65625	215
Lower Eyre Peninsula (DC)	78750	122
Lower Eyre Peninsula (DC)	91875	85
Lower Eyre Peninsula (DC)	105000	61
Lower Eyre Peninsula (DC)	157500	78
Lower Eyre Peninsula (DC)	Inf	40
Loxton Waikerie (DC)		94
Loxton Waikerie (DC)	0	51
Loxton Waikerie (DC)	7875	183
Loxton Waikerie (DC)	15750	200
Loxton Waikerie (DC)	21000	254
Loxton Waikerie (DC)	26250	350
Loxton Waikerie (DC)	34125	562
Loxton Waikerie (DC)	42000	667
Loxton Waikerie (DC)	52500	709
Loxton Waikerie (DC)	65625	579
Loxton Waikerie (DC)	78750	305
Loxton Waikerie (DC)	91875	192
Loxton Waikerie (DC)	105000	131
Loxton Waikerie (DC)	157500	116
Loxton Waikerie (DC)	Inf	85
Mallala (DC)		35
Mallala (DC)	0	36
Mallala (DC)	7875	53
Mallala (DC)	15750	100
Mallala (DC)	21000	109
Mallala (DC)	26250	126
Mallala (DC)	34125	252
Mallala (DC)	42000	363
Mallala (DC)	52500	301
Mallala (DC)	65625	226
Mallala (DC)	78750	125
Mallala (DC)	91875	107
Mallala (DC)	105000	43
Mallala (DC)	157500	46
Mallala (DC)	Inf	34
Maralinga Tjarutja (AC)	91875	6
Marion (C)		285
Marion (C)	0	124
Marion (C)	7875	1057
Marion (C)	15750	1246
Marion (C)	21000	1138
Marion (C)	26250	1440
Marion (C)	34125	2152
Marion (C)	42000	2536
Marion (C)	52500	3009
Marion (C)	65625	3187
Marion (C)	78750	1773
Marion (C)	91875	1464
Marion (C)	105000	911
Marion (C)	157500	993
Marion (C)	Inf	375
Mid Murray (DC)		58
Mid Murray (DC)	0	31
Mid Murray (DC)	7875	97
Mid Murray (DC)	15750	147
Mid Murray (DC)	21000	170
Mid Murray (DC)	26250	208
Mid Murray (DC)	34125	282
Mid Murray (DC)	42000	332
Mid Murray (DC)	52500	332
Mid Murray (DC)	65625	269
Mid Murray (DC)	78750	159
Mid Murray (DC)	91875	106
Mid Murray (DC)	105000	67
Mid Murray (DC)	157500	54
Mid Murray (DC)	Inf	38
Mitcham (C)		318
Mitcham (C)	0	125
Mitcham (C)	7875	1089
Mitcham (C)	15750	1250
Mitcham (C)	21000	1234
Mitcham (C)	26250	1508
Mitcham (C)	34125	2343
Mitcham (C)	42000	2777
Mitcham (C)	52500	3401
Mitcham (C)	65625	3772
Mitcham (C)	78750	2733
Mitcham (C)	91875	2421
Mitcham (C)	105000	1714
Mitcham (C)	157500	1838
Mitcham (C)	Inf	951
Mount Barker (DC)		158
Mount Barker (DC)	0	102
Mount Barker (DC)	7875	648
Mount Barker (DC)	15750	649
Mount Barker (DC)	21000	653
Mount Barker (DC)	26250	728
Mount Barker (DC)	34125	1153
Mount Barker (DC)	42000	1309
Mount Barker (DC)	52500	1379
Mount Barker (DC)	65625	1213
Mount Barker (DC)	78750	797
Mount Barker (DC)	91875	639
Mount Barker (DC)	105000	408
Mount Barker (DC)	157500	442
Mount Barker (DC)	Inf	209
Mount Gambier (C)		201
Mount Gambier (C)	0	73
Mount Gambier (C)	7875	574
Mount Gambier (C)	15750	535
Mount Gambier (C)	21000	600
Mount Gambier (C)	26250	870
Mount Gambier (C)	34125	1342
Mount Gambier (C)	42000	1687
Mount Gambier (C)	52500	1955
Mount Gambier (C)	65625	1838
Mount Gambier (C)	78750	1074
Mount Gambier (C)	91875	760
Mount Gambier (C)	105000	475
Mount Gambier (C)	157500	467
Mount Gambier (C)	Inf	178
Mount Remarkable (DC)		23
Mount Remarkable (DC)	0	22
Mount Remarkable (DC)	7875	42
Mount Remarkable (DC)	15750	44
Mount Remarkable (DC)	21000	63
Mount Remarkable (DC)	26250	58
Mount Remarkable (DC)	34125	78
Mount Remarkable (DC)	42000	116
Mount Remarkable (DC)	52500	109
Mount Remarkable (DC)	65625	103
Mount Remarkable (DC)	78750	50
Mount Remarkable (DC)	91875	53
Mount Remarkable (DC)	105000	29
Mount Remarkable (DC)	157500	20
Mount Remarkable (DC)	Inf	22
Murray Bridge (RC)		124
Murray Bridge (RC)	0	101
Murray Bridge (RC)	7875	320
Murray Bridge (RC)	15750	410
Murray Bridge (RC)	21000	455
Murray Bridge (RC)	26250	536
Murray Bridge (RC)	34125	991
Murray Bridge (RC)	42000	1490
Murray Bridge (RC)	52500	1555
Murray Bridge (RC)	65625	1238
Murray Bridge (RC)	78750	659
Murray Bridge (RC)	91875	448
Murray Bridge (RC)	105000	304
Murray Bridge (RC)	157500	270
Murray Bridge (RC)	Inf	93
Naracoorte and Lucindale (DC)		62
Naracoorte and Lucindale (DC)	0	64
Naracoorte and Lucindale (DC)	7875	152
Naracoorte and Lucindale (DC)	15750	172
Naracoorte and Lucindale (DC)	21000	195
Naracoorte and Lucindale (DC)	26250	276
Naracoorte and Lucindale (DC)	34125	488
Naracoorte and Lucindale (DC)	42000	609
Naracoorte and Lucindale (DC)	52500	594
Naracoorte and Lucindale (DC)	65625	569
Naracoorte and Lucindale (DC)	78750	337
Naracoorte and Lucindale (DC)	91875	209
Naracoorte and Lucindale (DC)	105000	101
Naracoorte and Lucindale (DC)	157500	126
Naracoorte and Lucindale (DC)	Inf	93
Northern Areas (DC)		28
Northern Areas (DC)	0	41
Northern Areas (DC)	7875	68
Northern Areas (DC)	15750	84
Northern Areas (DC)	21000	112
Northern Areas (DC)	26250	129
Northern Areas (DC)	34125	204
Northern Areas (DC)	42000	193
Northern Areas (DC)	52500	217
Northern Areas (DC)	65625	235
Northern Areas (DC)	78750	142
Northern Areas (DC)	91875	95
Northern Areas (DC)	105000	61
Northern Areas (DC)	157500	75
Northern Areas (DC)	Inf	35
Norwood Payneham St Peters (C)		278
Norwood Payneham St Peters (C)	0	136
Norwood Payneham St Peters (C)	7875	1005
Norwood Payneham St Peters (C)	15750	1167
Norwood Payneham St Peters (C)	21000	1165
Norwood Payneham St Peters (C)	26250	1424
Norwood Payneham St Peters (C)	34125	1996
Norwood Payneham St Peters (C)	42000	2659
Norwood Payneham St Peters (C)	52500	3079
Norwood Payneham St Peters (C)	65625	3036
Norwood Payneham St Peters (C)	78750	2007
Norwood Payneham St Peters (C)	91875	1633
Norwood Payneham St Peters (C)	105000	1163
Norwood Payneham St Peters (C)	157500	1407
Norwood Payneham St Peters (C)	Inf	904
Onkaparinga (C)		532
Onkaparinga (C)	0	300
Onkaparinga (C)	7875	2139
Onkaparinga (C)	15750	2191
Onkaparinga (C)	21000	2233
Onkaparinga (C)	26250	2759
Onkaparinga (C)	34125	4237
Onkaparinga (C)	42000	4805
Onkaparinga (C)	52500	5231
Onkaparinga (C)	65625	4777
Onkaparinga (C)	78750	2799
Onkaparinga (C)	91875	2255
Onkaparinga (C)	105000	1498
Onkaparinga (C)	157500	1362
Onkaparinga (C)	Inf	605
Orroroo/Carrieton (DC)		5
Orroroo/Carrieton (DC)	0	9
Orroroo/Carrieton (DC)	7875	11
Orroroo/Carrieton (DC)	15750	24
Orroroo/Carrieton (DC)	21000	21
Orroroo/Carrieton (DC)	26250	32
Orroroo/Carrieton (DC)	34125	53
Orroroo/Carrieton (DC)	42000	55
Orroroo/Carrieton (DC)	52500	38
Orroroo/Carrieton (DC)	65625	55
Orroroo/Carrieton (DC)	78750	24
Orroroo/Carrieton (DC)	91875	15
Orroroo/Carrieton (DC)	105000	11
Orroroo/Carrieton (DC)	157500	15
Orroroo/Carrieton (DC)	Inf	3
Peterborough (DC)		14
Peterborough (DC)	0	11
Peterborough (DC)	7875	11
Peterborough (DC)	15750	30
Peterborough (DC)	21000	43
Peterborough (DC)	26250	54
Peterborough (DC)	34125	63
Peterborough (DC)	42000	58
Peterborough (DC)	52500	62
Peterborough (DC)	65625	33
Peterborough (DC)	78750	33
Peterborough (DC)	91875	21
Peterborough (DC)	105000	18
Peterborough (DC)	157500	12
Playford (C)		350
Playford (C)	0	192
Playford (C)	7875	968
Playford (C)	15750	1142
Playford (C)	21000	1277
Playford (C)	26250	1581
Playford (C)	34125	2615
Playford (C)	42000	3038
Playford (C)	52500	3408
Playford (C)	65625	3548
Playford (C)	78750	2087
Playford (C)	91875	1580
Playford (C)	105000	1052
Playford (C)	157500	956
Playford (C)	Inf	448
Port Adelaide Enfield (C)		823
Port Adelaide Enfield (C)	0	340
Port Adelaide Enfield (C)	7875	1722
Port Adelaide Enfield (C)	15750	2114
Port Adelaide Enfield (C)	21000	2196
Port Adelaide Enfield (C)	26250	2763
Port Adelaide Enfield (C)	34125	4901
Port Adelaide Enfield (C)	42000	7496
Port Adelaide Enfield (C)	52500	10109
Port Adelaide Enfield (C)	65625	10009
Port Adelaide Enfield (C)	78750	6370
Port Adelaide Enfield (C)	91875	5155
Port Adelaide Enfield (C)	105000	3588
Port Adelaide Enfield (C)	157500	4143
Port Adelaide Enfield (C)	Inf	1425
Port Augusta (C)		102
Port Augusta (C)	0	34
Port Augusta (C)	7875	183
Port Augusta (C)	15750	191
Port Augusta (C)	21000	243
Port Augusta (C)	26250	334
Port Augusta (C)	34125	542
Port Augusta (C)	42000	583
Port Augusta (C)	52500	722
Port Augusta (C)	65625	736
Port Augusta (C)	78750	559
Port Augusta (C)	91875	463
Port Augusta (C)	105000	288
Port Augusta (C)	157500	332
Port Augusta (C)	Inf	75
Port Lincoln (C)		116
Port Lincoln (C)	0	43
Port Lincoln (C)	7875	311
Port Lincoln (C)	15750	246
Port Lincoln (C)	21000	352
Port Lincoln (C)	26250	480
Port Lincoln (C)	34125	713
Port Lincoln (C)	42000	844
Port Lincoln (C)	52500	925
Port Lincoln (C)	65625	894
Port Lincoln (C)	78750	565
Port Lincoln (C)	91875	463
Port Lincoln (C)	105000	282
Port Lincoln (C)	157500	266
Port Lincoln (C)	Inf	134
Port Pirie City and Dists (M)		115
Port Pirie City and Dists (M)	0	34
Port Pirie City and Dists (M)	7875	287
Port Pirie City and Dists (M)	15750	281
Port Pirie City and Dists (M)	21000	349
Port Pirie City and Dists (M)	26250	498
Port Pirie City and Dists (M)	34125	638
Port Pirie City and Dists (M)	42000	698
Port Pirie City and Dists (M)	52500	832
Port Pirie City and Dists (M)	65625	758
Port Pirie City and Dists (M)	78750	680
Port Pirie City and Dists (M)	91875	589
Port Pirie City and Dists (M)	105000	358
Port Pirie City and Dists (M)	157500	365
Port Pirie City and Dists (M)	Inf	162
Prospect (C)		83
Prospect (C)	0	42
Prospect (C)	7875	309
Prospect (C)	15750	287
Prospect (C)	21000	291
Prospect (C)	26250	379
Prospect (C)	34125	602
Prospect (C)	42000	677
Prospect (C)	52500	804
Prospect (C)	65625	773
Prospect (C)	78750	451
Prospect (C)	91875	363
Prospect (C)	105000	267
Prospect (C)	157500	285
Prospect (C)	Inf	132
Renmark Paringa (DC)		65
Renmark Paringa (DC)	0	44
Renmark Paringa (DC)	7875	173
Renmark Paringa (DC)	15750	193
Renmark Paringa (DC)	21000	213
Renmark Paringa (DC)	26250	254
Renmark Paringa (DC)	34125	463
