LGA_NAME16	IncomeTotPersonal.max	workers
Botany Bay (C)	21000	1351
Botany Bay (C)	26250	1732
Botany Bay (C)	34125	2893
Botany Bay (C)	42000	4273
Botany Bay (C)	52500	6083
Botany Bay (C)	65625	6711
Botany Bay (C)	78750	4961
Botany Bay (C)	91875	4234
Botany Bay (C)	105000	3162
Botany Bay (C)	157500	5299
Botany Bay (C)	Inf	4006
Bourke (A)		39
Bourke (A)	0	16
Bourke (A)	7875	13
Bourke (A)	15750	43
Bourke (A)	21000	36
Bourke (A)	26250	34
Bourke (A)	34125	73
Bourke (A)	42000	114
Bourke (A)	52500	162
Bourke (A)	65625	146
Bourke (A)	78750	102
Bourke (A)	91875	83
Bourke (A)	105000	73
Bourke (A)	157500	77
Bourke (A)	Inf	26
Brewarrina (A)		25
Brewarrina (A)	0	19
Brewarrina (A)	7875	4
Brewarrina (A)	15750	16
Brewarrina (A)	21000	19
Brewarrina (A)	26250	18
Brewarrina (A)	34125	49
Brewarrina (A)	42000	71
Brewarrina (A)	52500	67
Brewarrina (A)	65625	71
Brewarrina (A)	78750	39
Brewarrina (A)	91875	42
Brewarrina (A)	105000	20
Brewarrina (A)	157500	22
Brewarrina (A)	Inf	10
Broken Hill (C)		160
Broken Hill (C)	0	37
Broken Hill (C)	7875	232
Broken Hill (C)	15750	282
Broken Hill (C)	21000	323
Broken Hill (C)	26250	408
Broken Hill (C)	34125	659
Broken Hill (C)	42000	736
Broken Hill (C)	52500	782
Broken Hill (C)	65625	834
Broken Hill (C)	78750	605
Broken Hill (C)	91875	535
Broken Hill (C)	105000	473
Broken Hill (C)	157500	621
Broken Hill (C)	Inf	155
Burwood (A)		216
Burwood (A)	0	123
Burwood (A)	7875	645
Burwood (A)	15750	839
Burwood (A)	21000	914
Burwood (A)	26250	916
Burwood (A)	34125	1347
Burwood (A)	42000	1617
Burwood (A)	52500	1845
Burwood (A)	65625	2056
Burwood (A)	78750	1540
Burwood (A)	91875	1299
Burwood (A)	105000	972
Burwood (A)	157500	1559
Burwood (A)	Inf	746
Byron (A)		262
Byron (A)	0	109
Byron (A)	7875	470
Byron (A)	15750	613
Byron (A)	21000	849
Byron (A)	26250	1135
Byron (A)	34125	1687
Byron (A)	42000	1818
Byron (A)	52500	1739
Byron (A)	65625	1519
Byron (A)	78750	884
Byron (A)	91875	626
Byron (A)	105000	397
Byron (A)	157500	515
Byron (A)	Inf	337
Cabonne (A)		82
Cabonne (A)	0	80
Cabonne (A)	7875	118
Cabonne (A)	15750	181
Cabonne (A)	21000	203
Cabonne (A)	26250	283
Cabonne (A)	34125	422
Cabonne (A)	42000	487
Cabonne (A)	52500	484
Cabonne (A)	65625	546
Cabonne (A)	78750	336
Cabonne (A)	91875	326
Cabonne (A)	105000	239
Cabonne (A)	157500	355
Cabonne (A)	Inf	152
Camden (A)		419
Camden (A)	0	177
Camden (A)	7875	1192
Camden (A)	15750	1136
Camden (A)	21000	1192
Camden (A)	26250	1406
Camden (A)	34125	2159
Camden (A)	42000	2895
Camden (A)	52500	3264
Camden (A)	65625	3440
Camden (A)	78750	2263
Camden (A)	91875	1804
Camden (A)	105000	1240
Camden (A)	157500	1307
Camden (A)	Inf	554
Campbelltown (C) (NSW)		789
Campbelltown (C) (NSW)	0	325
Campbelltown (C) (NSW)	7875	1879
Campbelltown (C) (NSW)	15750	2069
Campbelltown (C) (NSW)	21000	2339
Campbelltown (C) (NSW)	26250	2579
Campbelltown (C) (NSW)	34125	4321
Campbelltown (C) (NSW)	42000	5871
Campbelltown (C) (NSW)	52500	6959
Campbelltown (C) (NSW)	65625	6726
Campbelltown (C) (NSW)	78750	4385
Campbelltown (C) (NSW)	91875	3508
Campbelltown (C) (NSW)	105000	2430
Campbelltown (C) (NSW)	157500	2834
Campbelltown (C) (NSW)	Inf	1100
Canada Bay (A)		485
Canada Bay (A)	0	230
Canada Bay (A)	7875	927
Canada Bay (A)	15750	1180
Canada Bay (A)	21000	1288
Canada Bay (A)	26250	1540
Canada Bay (A)	34125	2229
Canada Bay (A)	42000	2772
Canada Bay (A)	52500	3981
Canada Bay (A)	65625	4768
Canada Bay (A)	78750	3235
Canada Bay (A)	91875	2918
Canada Bay (A)	105000	2008
Canada Bay (A)	157500	3560
Canada Bay (A)	Inf	2493
Canterbury-Bankstown (A)		1594
Canterbury-Bankstown (A)	0	753
Canterbury-Bankstown (A)	7875	2654
Canterbury-Bankstown (A)	15750	3985
Canterbury-Bankstown (A)	21000	4825
Canterbury-Bankstown (A)	26250	5693
Canterbury-Bankstown (A)	34125	9135
Canterbury-Bankstown (A)	42000	12102
Canterbury-Bankstown (A)	52500	13515
Canterbury-Bankstown (A)	65625	13061
Canterbury-Bankstown (A)	78750	8430
Canterbury-Bankstown (A)	91875	6650
Canterbury-Bankstown (A)	105000	4459
Canterbury-Bankstown (A)	157500	5368
Canterbury-Bankstown (A)	Inf	2562
Carrathool (A)		49
Carrathool (A)	0	26
Carrathool (A)	7875	43
Carrathool (A)	15750	29
Carrathool (A)	21000	74
Carrathool (A)	26250	73
Carrathool (A)	34125	125
Carrathool (A)	42000	173
Carrathool (A)	52500	173
Carrathool (A)	65625	182
Carrathool (A)	78750	133
Carrathool (A)	91875	67
Carrathool (A)	105000	45
Carrathool (A)	157500	64
Carrathool (A)	Inf	50
Central Coast (C) (NSW)		1675
Central Coast (C) (NSW)	0	742
Central Coast (C) (NSW)	7875	4946
Central Coast (C) (NSW)	15750	5017
Central Coast (C) (NSW)	21000	5543
Central Coast (C) (NSW)	26250	6748
Central Coast (C) (NSW)	34125	10826
Central Coast (C) (NSW)	42000	13047
Central Coast (C) (NSW)	52500	14586
Central Coast (C) (NSW)	65625	13381
Central Coast (C) (NSW)	78750	8421
Central Coast (C) (NSW)	91875	6952
Central Coast (C) (NSW)	105000	4904
Central Coast (C) (NSW)	157500	5474
Central Coast (C) (NSW)	Inf	2482
Central Darling (A)		32
Central Darling (A)	0	20
Central Darling (A)	7875	12
Central Darling (A)	15750	37
Central Darling (A)	21000	23
Central Darling (A)	26250	34
Central Darling (A)	34125	57
Central Darling (A)	42000	66
Central Darling (A)	52500	98
Central Darling (A)	65625	95
Central Darling (A)	78750	49
Central Darling (A)	91875	42
Central Darling (A)	105000	37
Central Darling (A)	157500	36
Central Darling (A)	Inf	19
Cessnock (C)		254
Cessnock (C)	0	125
Cessnock (C)	7875	714
Cessnock (C)	15750	806
Cessnock (C)	21000	927
Cessnock (C)	26250	1101
Cessnock (C)	34125	1688
Cessnock (C)	42000	1836
Cessnock (C)	52500	1882
Cessnock (C)	65625	1809
Cessnock (C)	78750	1056
Cessnock (C)	91875	871
Cessnock (C)	105000	598
Cessnock (C)	157500	772
Cessnock (C)	Inf	348
Clarence Valley (A)		269
Clarence Valley (A)	0	174
Clarence Valley (A)	7875	658
Clarence Valley (A)	15750	777
Clarence Valley (A)	21000	1027
Clarence Valley (A)	26250	1250
Clarence Valley (A)	34125	1983
Clarence Valley (A)	42000	2382
Clarence Valley (A)	52500	2228
Clarence Valley (A)	65625	1825
Clarence Valley (A)	78750	1103
Clarence Valley (A)	91875	937
Clarence Valley (A)	105000	702
Clarence Valley (A)	157500	723
Clarence Valley (A)	Inf	319
Cobar (A)		41
Cobar (A)	0	34
Cobar (A)	7875	51
Cobar (A)	15750	64
Cobar (A)	21000	80
Cobar (A)	26250	96
Cobar (A)	34125	163
Cobar (A)	42000	192
Cobar (A)	52500	191
Cobar (A)	65625	231
Cobar (A)	78750	173
Cobar (A)	91875	231
Cobar (A)	105000	181
Cobar (A)	157500	391
Cobar (A)	Inf	150
Coffs Harbour (C)		421
Coffs Harbour (C)	0	240
Coffs Harbour (C)	7875	1233
Coffs Harbour (C)	15750	1216
Coffs Harbour (C)	21000	1519
Coffs Harbour (C)	26250	1944
Coffs Harbour (C)	34125	3184
Coffs Harbour (C)	42000	4116
Coffs Harbour (C)	52500	4330
Coffs Harbour (C)	65625	3562
Coffs Harbour (C)	78750	2290
Coffs Harbour (C)	91875	1719
Coffs Harbour (C)	105000	1246
Coffs Harbour (C)	157500	1315
Coffs Harbour (C)	Inf	542
Coolamon (A)		17
Coolamon (A)	0	24
Coolamon (A)	7875	54
Coolamon (A)	15750	51
Coolamon (A)	21000	54
Coolamon (A)	26250	56
Coolamon (A)	34125	123
Coolamon (A)	42000	123
Coolamon (A)	52500	178
Coolamon (A)	65625	132
Coolamon (A)	78750	90
Coolamon (A)	91875	55
Coolamon (A)	105000	53
Coolamon (A)	157500	48
Coolamon (A)	Inf	45
Coonamble (A)		41
Coonamble (A)	0	45
Coonamble (A)	7875	45
Coonamble (A)	15750	49
Coonamble (A)	21000	84
Coonamble (A)	26250	88
Coonamble (A)	34125	147
Coonamble (A)	42000	208
Coonamble (A)	52500	196
Coonamble (A)	65625	173
Coonamble (A)	78750	120
Coonamble (A)	91875	82
Coonamble (A)	105000	52
Coonamble (A)	157500	62
Coonamble (A)	Inf	42
Cowra (A)		80
Cowra (A)	0	49
Cowra (A)	7875	157
Cowra (A)	15750	210
Cowra (A)	21000	263
Cowra (A)	26250	308
Cowra (A)	34125	571
Cowra (A)	42000	719
Cowra (A)	52500	688
Cowra (A)	65625	542
Cowra (A)	78750	318
Cowra (A)	91875	241
Cowra (A)	105000	169
Cowra (A)	157500	162
Cowra (A)	Inf	94
Cumberland (A)		1142
Cumberland (A)	0	475
Cumberland (A)	7875	1487
Cumberland (A)	15750	2407
Cumberland (A)	21000	3045
Cumberland (A)	26250	3606
Cumberland (A)	34125	5564
Cumberland (A)	42000	8587
Cumberland (A)	52500	10800
Cumberland (A)	65625	10925
Cumberland (A)	78750	7057
Cumberland (A)	91875	5367
Cumberland (A)	105000	3640
Cumberland (A)	157500	4612
Cumberland (A)	Inf	1968
Dungog (A)		30
Dungog (A)	0	41
Dungog (A)	7875	116
Dungog (A)	15750	135
Dungog (A)	21000	149
Dungog (A)	26250	183
Dungog (A)	34125	272
Dungog (A)	42000	246
Dungog (A)	52500	240
Dungog (A)	65625	218
Dungog (A)	78750	142
Dungog (A)	91875	136
Dungog (A)	105000	92
Dungog (A)	157500	102
Dungog (A)	Inf	64
Edward River (A)		77
Edward River (A)	0	50
Edward River (A)	7875	142
Edward River (A)	15750	149
Edward River (A)	21000	166
Edward River (A)	26250	244
Edward River (A)	34125	367
Edward River (A)	42000	496
Edward River (A)	52500	541
Edward River (A)	65625	489
Edward River (A)	78750	302
Edward River (A)	91875	235
Edward River (A)	105000	150
Edward River (A)	157500	203
Edward River (A)	Inf	73
Eurobodalla (A)		230
Eurobodalla (A)	0	106
Eurobodalla (A)	7875	536
Eurobodalla (A)	15750	551
Eurobodalla (A)	21000	718
Eurobodalla (A)	26250	991
Eurobodalla (A)	34125	1501
Eurobodalla (A)	42000	1729
Eurobodalla (A)	52500	1733
Eurobodalla (A)	65625	1406
Eurobodalla (A)	78750	838
Eurobodalla (A)	91875	591
Eurobodalla (A)	105000	417
Eurobodalla (A)	157500	427
Eurobodalla (A)	Inf	210
Fairfield (C)		957
Fairfield (C)	0	482
Fairfield (C)	7875	1551
Fairfield (C)	15750	2693
Fairfield (C)	21000	2971
Fairfield (C)	26250	3293
Fairfield (C)	34125	5246
Fairfield (C)	42000	7160
Fairfield (C)	52500	8451
Fairfield (C)	65625	8095
Fairfield (C)	78750	5171
Fairfield (C)	91875	3964
Fairfield (C)	105000	2779
Fairfield (C)	157500	2995
Fairfield (C)	Inf	1284
Federation (A)		135
Federation (A)	0	45
Federation (A)	7875	192
Federation (A)	15750	218
Federation (A)	21000	250
Federation (A)	26250	272
Federation (A)	34125	541
Federation (A)	42000	551
Federation (A)	52500	733
Federation (A)	65625	719
Federation (A)	78750	471
Federation (A)	91875	331
Federation (A)	105000	169
Federation (A)	157500	215
Federation (A)	Inf	100
Forbes (A)		82
Forbes (A)	0	63
Forbes (A)	7875	129
Forbes (A)	15750	130
Forbes (A)	21000	218
Forbes (A)	26250	262
Forbes (A)	34125	459
Forbes (A)	42000	559
Forbes (A)	52500	564
Forbes (A)	65625	488
Forbes (A)	78750	295
Forbes (A)	91875	219
Forbes (A)	105000	133
Forbes (A)	157500	167
Forbes (A)	Inf	75
Georges River (A)		645
Georges River (A)	0	313
Georges River (A)	7875	1615
Georges River (A)	15750	1955
Georges River (A)	21000	2074
Georges River (A)	26250	2363
Georges River (A)	34125	3641
Georges River (A)	42000	4281
Georges River (A)	52500	5157
Georges River (A)	65625	5640
Georges River (A)	78750	3991
Georges River (A)	91875	3454
Georges River (A)	105000	2421
Georges River (A)	157500	3226
Georges River (A)	Inf	1759
Gilgandra (A)		34
Gilgandra (A)	0	35
Gilgandra (A)	7875	62
Gilgandra (A)	15750	97
Gilgandra (A)	21000	99
Gilgandra (A)	26250	108
Gilgandra (A)	34125	197
Gilgandra (A)	42000	221
Gilgandra (A)	52500	223
Gilgandra (A)	65625	166
Gilgandra (A)	78750	112
Gilgandra (A)	91875	88
Gilgandra (A)	105000	58
Gilgandra (A)	157500	40
Gilgandra (A)	Inf	41
Glen Innes Severn (A)		64
Glen Innes Severn (A)	0	56
Glen Innes Severn (A)	7875	131
Glen Innes Severn (A)	15750	185
Glen Innes Severn (A)	21000	189
Glen Innes Severn (A)	26250	254
Glen Innes Severn (A)	34125	370
Glen Innes Severn (A)	42000	440
Glen Innes Severn (A)	52500	419
Glen Innes Severn (A)	65625	336
Glen Innes Severn (A)	78750	181
Glen Innes Severn (A)	91875	143
Glen Innes Severn (A)	105000	95
Glen Innes Severn (A)	157500	132
Glen Innes Severn (A)	Inf	51
Goulburn Mulwaree (A)		201
Goulburn Mulwaree (A)	0	112
Goulburn Mulwaree (A)	7875	447
Goulburn Mulwaree (A)	15750	449
Goulburn Mulwaree (A)	21000	494
Goulburn Mulwaree (A)	26250	676
Goulburn Mulwaree (A)	34125	1142
Goulburn Mulwaree (A)	42000	1384
Goulburn Mulwaree (A)	52500	1586
Goulburn Mulwaree (A)	65625	1568
Goulburn Mulwaree (A)	78750	1032
Goulburn Mulwaree (A)	91875	842
Goulburn Mulwaree (A)	105000	670
Goulburn Mulwaree (A)	157500	697
Goulburn Mulwaree (A)	Inf	243
Greater Hume Shire (A)		67
Greater Hume Shire (A)	0	61
Greater Hume Shire (A)	7875	146
Greater Hume Shire (A)	15750	157
Greater Hume Shire (A)	21000	169
Greater Hume Shire (A)	26250	207
Greater Hume Shire (A)	34125	400
Greater Hume Shire (A)	42000	385
Greater Hume Shire (A)	52500	459
Greater Hume Shire (A)	65625	418
Greater Hume Shire (A)	78750	262
Greater Hume Shire (A)	91875	196
Greater Hume Shire (A)	105000	142
Greater Hume Shire (A)	157500	153
Greater Hume Shire (A)	Inf	91
Griffith (C)		267
Griffith (C)	0	78
Griffith (C)	7875	460
Griffith (C)	15750	393
Griffith (C)	21000	518
Griffith (C)	26250	690
Griffith (C)	34125	1181
Griffith (C)	42000	1749
Griffith (C)	52500	2016
Griffith (C)	65625	1653
Griffith (C)	78750	1022
Griffith (C)	91875	748
Griffith (C)	105000	487
Griffith (C)	157500	587
Griffith (C)	Inf	283
Gundagai (A)		96
Gundagai (A)	0	47
Gundagai (A)	7875	130
Gundagai (A)	15750	198
Gundagai (A)	21000	239
Gundagai (A)	26250	276
Gundagai (A)	34125	470
Gundagai (A)	42000	614
Gundagai (A)	52500	625
Gundagai (A)	65625	482
Gundagai (A)	78750	285
Gundagai (A)	91875	215
Gundagai (A)	105000	163
Gundagai (A)	157500	181
Gundagai (A)	Inf	116
Gunnedah (A)		106
Gunnedah (A)	0	73
Gunnedah (A)	7875	194
Gunnedah (A)	15750	225
Gunnedah (A)	21000	280
Gunnedah (A)	26250	323
Gunnedah (A)	34125	479
Gunnedah (A)	42000	607
Gunnedah (A)	52500	639
Gunnedah (A)	65625	574
Gunnedah (A)	78750	396
Gunnedah (A)	91875	298
Gunnedah (A)	105000	222
Gunnedah (A)	157500	289
Gunnedah (A)	Inf	157
Gwydir (A)		48
Gwydir (A)	0	86
Gwydir (A)	7875	61
Gwydir (A)	15750	93
Gwydir (A)	21000	106
Gwydir (A)	26250	140
Gwydir (A)	34125	189
Gwydir (A)	42000	235
Gwydir (A)	52500	266
Gwydir (A)	65625	231
Gwydir (A)	78750	115
Gwydir (A)	91875	72
Gwydir (A)	105000	70
Gwydir (A)	157500	71
Gwydir (A)	Inf	50
Hawkesbury (C)		470
Hawkesbury (C)	0	216
Hawkesbury (C)	7875	950
Hawkesbury (C)	15750	1067
Hawkesbury (C)	21000	1181
Hawkesbury (C)	26250	1480
Hawkesbury (C)	34125	2298
Hawkesbury (C)	42000	2677
Hawkesbury (C)	52500	3066
Hawkesbury (C)	65625	3156
Hawkesbury (C)	78750	2274
Hawkesbury (C)	91875	1910
Hawkesbury (C)	105000	1250
Hawkesbury (C)	157500	1526
Hawkesbury (C)	Inf	576
Hay (A)		30
Hay (A)	0	17
Hay (A)	7875	42
Hay (A)	15750	51
Hay (A)	21000	74
Hay (A)	26250	81
Hay (A)	34125	139
Hay (A)	42000	172
Hay (A)	52500	182
Hay (A)	65625	168
Hay (A)	78750	111
Hay (A)	91875	71
Hay (A)	105000	40
Hay (A)	157500	69
Hay (A)	Inf	37
Hilltops (A)		140
Hilltops (A)	0	100
Hilltops (A)	7875	273
Hilltops (A)	15750	303
Hilltops (A)	21000	367
Hilltops (A)	26250	474
Hilltops (A)	34125	855
Hilltops (A)	42000	1029
Hilltops (A)	52500	1029
Hilltops (A)	65625	802
Hilltops (A)	78750	460
Hilltops (A)	91875	372
Hilltops (A)	105000	270
Hilltops (A)	157500	300
Hilltops (A)	Inf	183
Hornsby (A)		589
Hornsby (A)	0	346
Hornsby (A)	7875	2306
Hornsby (A)	15750	2308
Hornsby (A)	21000	2195
Hornsby (A)	26250	2448
Hornsby (A)	34125	3563
Hornsby (A)	42000	4316
Hornsby (A)	52500	5017
Hornsby (A)	65625	5218
Hornsby (A)	78750	3642
Hornsby (A)	91875	3176
Hornsby (A)	105000	2409
Hornsby (A)	157500	3172
Hornsby (A)	Inf	1582
Hunters Hill (A)		60
Hunters Hill (A)	0	34
Hunters Hill (A)	7875	132
Hunters Hill (A)	15750	208
Hunters Hill (A)	21000	202
Hunters Hill (A)	26250	236
Hunters Hill (A)	34125	323
Hunters Hill (A)	42000	432
Hunters Hill (A)	52500	520
Hunters Hill (A)	65625	567
Hunters Hill (A)	78750	422
Hunters Hill (A)	91875	347
Hunters Hill (A)	105000	256
Hunters Hill (A)	157500	381
Hunters Hill (A)	Inf	262
Inner West (A)		838
Inner West (A)	0	508
Inner West (A)	7875	1743
Inner West (A)	15750	2441
Inner West (A)	21000	3065
Inner West (A)	26250	3488
Inner West (A)	34125	5399
Inner West (A)	42000	6795
Inner West (A)	52500	8015
Inner West (A)	65625	8418
Inner West (A)	78750	5869
Inner West (A)	91875	4794
Inner West (A)	105000	3454
Inner West (A)	157500	4973
Inner West (A)	Inf	2612
Inverell (A)		128
Inverell (A)	0	95
Inverell (A)	7875	246
Inverell (A)	15750	304
Inverell (A)	21000	373
Inverell (A)	26250	439
Inverell (A)	34125	760
Inverell (A)	42000	946
Inverell (A)	52500	1054
Inverell (A)	65625	769
Inverell (A)	78750	375
Inverell (A)	91875	287
Inverell (A)	105000	236
Inverell (A)	157500	200
Inverell (A)	Inf	103
Junee (A)		29
Junee (A)	0	22
Junee (A)	7875	54
Junee (A)	15750	61
Junee (A)	21000	88
Junee (A)	26250	103
Junee (A)	34125	172
Junee (A)	42000	237
Junee (A)	52500	263
Junee (A)	65625	239
Junee (A)	78750	194
Junee (A)	91875	133
Junee (A)	105000	69
Junee (A)	157500	120
Junee (A)	Inf	35
Kempsey (A)		170
Kempsey (A)	0	98
Kempsey (A)	7875	402
Kempsey (A)	15750	410
Kempsey (A)	21000	578
Kempsey (A)	26250	708
Kempsey (A)	34125	1133
Kempsey (A)	42000	1382
Kempsey (A)	52500	1269
Kempsey (A)	65625	1115
Kempsey (A)	78750	637
Kempsey (A)	91875	480
Kempsey (A)	105000	417
Kempsey (A)	157500	379
Kempsey (A)	Inf	156
Kiama (A)		72
Kiama (A)	0	42
Kiama (A)	7875	363
Kiama (A)	15750	363
Kiama (A)	21000	358
Kiama (A)	26250	456
Kiama (A)	34125	627
Kiama (A)	42000	635
Kiama (A)	52500	639
Kiama (A)	65625	574
Kiama (A)	78750	368
Kiama (A)	91875	292
Kiama (A)	105000	182
Kiama (A)	157500	234
Kiama (A)	Inf	147
Ku-ring-gai (A)		447
Ku-ring-gai (A)	0	280
Ku-ring-gai (A)	7875	1599
Ku-ring-gai (A)	15750	1554
Ku-ring-gai (A)	21000	1477
Ku-ring-gai (A)	26250	1639
Ku-ring-gai (A)	34125	2248
Ku-ring-gai (A)	42000	2575
Ku-ring-gai (A)	52500	3235
Ku-ring-gai (A)	65625	3496
Ku-ring-gai (A)	78750	2505
Ku-ring-gai (A)	91875	2352
Ku-ring-gai (A)	105000	1888
Ku-ring-gai (A)	157500	2782
Ku-ring-gai (A)	Inf	2141
Kyogle (A)		47
Kyogle (A)	0	63
Kyogle (A)	7875	116
Kyogle (A)	15750	185
Kyogle (A)	21000	194
Kyogle (A)	26250	243
Kyogle (A)	34125	353
Kyogle (A)	42000	356
Kyogle (A)	52500	324
Kyogle (A)	65625	292
Kyogle (A)	78750	168
Kyogle (A)	91875	141
Kyogle (A)	105000	78
Kyogle (A)	157500	95
Kyogle (A)	Inf	64
Lachlan (A)		59
Lachlan (A)	0	55
Lachlan (A)	7875	50
Lachlan (A)	15750	77
Lachlan (A)	21000	133
Lachlan (A)	26250	166
Lachlan (A)	34125	283
Lachlan (A)	42000	303
Lachlan (A)	52500	335
Lachlan (A)	65625	292
Lachlan (A)	78750	164
Lachlan (A)	91875	135
Lachlan (A)	105000	96
Lachlan (A)	157500	112
Lachlan (A)	Inf	71
Lake Macquarie (C)		882
Lake Macquarie (C)	0	411
Lake Macquarie (C)	7875	2857
Lake Macquarie (C)	15750	2854
Lake Macquarie (C)	21000	3197
Lake Macquarie (C)	26250	3689
Lake Macquarie (C)	34125	5788
Lake Macquarie (C)	42000	7162
Lake Macquarie (C)	52500	7749
Lake Macquarie (C)	65625	7720
