LGA_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Moree Plains (A)	52500	1	State territory	55
Moree Plains (A)	65625			10
Moree Plains (A)	65625	0		673
Moree Plains (A)	65625	1	Local	48
Moree Plains (A)	65625	1	National	11
Moree Plains (A)	65625	1	State territory	86
Moree Plains (A)	78750	0		426
Moree Plains (A)	78750	1	Local	32
Moree Plains (A)	78750	1	National	8
Moree Plains (A)	78750	1	State territory	84
Moree Plains (A)	91875			3
Moree Plains (A)	91875	0		352
Moree Plains (A)	91875	1	Local	12
Moree Plains (A)	91875	1	National	3
Moree Plains (A)	91875	1	State territory	69
Moree Plains (A)	105000			3
Moree Plains (A)	105000	0		180
Moree Plains (A)	105000	1	Local	10
Moree Plains (A)	105000	1	National	3
Moree Plains (A)	105000	1	State territory	64
Moree Plains (A)	157500	0		196
Moree Plains (A)	157500	1	Local	13
Moree Plains (A)	157500	1	National	3
Moree Plains (A)	157500	1	State territory	77
Moree Plains (A)	Inf	0		199
Moree Plains (A)	Inf	1	State territory	13
Mosman (A)				12
Mosman (A)		0		105
Mosman (A)		1	Local	3
Mosman (A)		1	State territory	5
Mosman (A)	0			3
Mosman (A)	0	0		77
Mosman (A)	0	1	State territory	3
Mosman (A)	7875			4
Mosman (A)	7875	0		305
Mosman (A)	7875	1	Local	3
Mosman (A)	7875	1	National	4
Mosman (A)	7875	1	State territory	4
Mosman (A)	15750			8
Mosman (A)	15750	0		392
Mosman (A)	15750	1	Local	5
Mosman (A)	15750	1	State territory	21
Mosman (A)	21000			10
Mosman (A)	21000	0		384
Mosman (A)	21000	1	National	3
Mosman (A)	21000	1	State territory	8
Mosman (A)	26250			3
Mosman (A)	26250	0		475
Mosman (A)	26250	1	Local	4
Mosman (A)	26250	1	National	5
Mosman (A)	26250	1	State territory	17
Mosman (A)	34125			10
Mosman (A)	34125	0		607
Mosman (A)	34125	1	Local	7
Mosman (A)	34125	1	National	7
Mosman (A)	34125	1	State territory	24
Mosman (A)	42000			10
Mosman (A)	42000	0		711
Mosman (A)	42000	1	Local	10
Mosman (A)	42000	1	National	11
Mosman (A)	42000	1	State territory	34
Mosman (A)	52500			11
Mosman (A)	52500	0		875
Mosman (A)	52500	1	Local	23
Mosman (A)	52500	1	National	17
Mosman (A)	52500	1	State territory	55
Mosman (A)	65625			3
Mosman (A)	65625	0		919
Mosman (A)	65625	1	Local	43
Mosman (A)	65625	1	National	41
Mosman (A)	65625	1	State territory	74
Mosman (A)	78750			5
Mosman (A)	78750	0		625
Mosman (A)	78750	1	Local	41
Mosman (A)	78750	1	National	41
Mosman (A)	78750	1	State territory	63
Mosman (A)	91875			3
Mosman (A)	91875	0		521
Mosman (A)	91875	1	Local	25
Mosman (A)	91875	1	National	51
Mosman (A)	91875	1	State territory	88
Mosman (A)	105000			4
Mosman (A)	105000	0		353
Mosman (A)	105000	1	Local	21
Mosman (A)	105000	1	National	39
Mosman (A)	105000	1	State territory	79
Mosman (A)	157500	0		549
Mosman (A)	157500	1	Local	26
Mosman (A)	157500	1	National	60
Mosman (A)	157500	1	State territory	75
Mosman (A)	Inf			4
Mosman (A)	Inf	0		656
Mosman (A)	Inf	1	Local	10
Mosman (A)	Inf	1	National	16
Mosman (A)	Inf	1	State territory	16
Murray River (A)				16
Murray River (A)		0		80
Murray River (A)	0			4
Murray River (A)	0	0		83
Murray River (A)	7875			4
Murray River (A)	7875	0		187
Murray River (A)	7875	1	Local	3
Murray River (A)	15750			5
Murray River (A)	15750	0		226
Murray River (A)	15750	1	Local	3
Murray River (A)	21000			4
Murray River (A)	21000	0		253
Murray River (A)	21000	1	National	3
Murray River (A)	21000	1	State territory	6
Murray River (A)	26250			7
Murray River (A)	26250	0		314
Murray River (A)	26250	1	Local	4
Murray River (A)	34125			7
Murray River (A)	34125	0		505
Murray River (A)	34125	1	Local	6
Murray River (A)	34125	1	National	7
Murray River (A)	34125	1	State territory	22
Murray River (A)	42000			5
Murray River (A)	42000	0		536
Murray River (A)	42000	1	Local	11
Murray River (A)	42000	1	State territory	13
Murray River (A)	52500			3
Murray River (A)	52500	0		583
Murray River (A)	52500	1	Local	29
Murray River (A)	52500	1	State territory	20
Murray River (A)	65625			3
Murray River (A)	65625	0		486
Murray River (A)	65625	1	Local	32
Murray River (A)	65625	1	State territory	23
Murray River (A)	78750	0		250
Murray River (A)	78750	1	Local	25
Murray River (A)	78750	1	State territory	21
Murray River (A)	91875			4
Murray River (A)	91875	0		147
Murray River (A)	91875	1	Local	13
Murray River (A)	91875	1	State territory	25
Murray River (A)	105000	0		111
Murray River (A)	105000	1	Local	10
Murray River (A)	105000	1	State territory	25
Murray River (A)	157500	0		97
Murray River (A)	157500	1	Local	14
Murray River (A)	157500	1	State territory	19
Murray River (A)	Inf	0		69
Murray River (A)	Inf	1	Local	3
Murray River (A)	Inf	1	State territory	3
Murrumbidgee (A)		0		29
Murrumbidgee (A)	0			5
Murrumbidgee (A)	0	0		28
Murrumbidgee (A)	7875	0		30
Murrumbidgee (A)	15750	0		58
Murrumbidgee (A)	15750	1	State territory	3
Murrumbidgee (A)	21000	0		71
Murrumbidgee (A)	21000	1	State territory	6
Murrumbidgee (A)	26250			3
Murrumbidgee (A)	26250	0		89
Murrumbidgee (A)	26250	1	National	3
Murrumbidgee (A)	26250	1	State territory	4
Murrumbidgee (A)	34125	0		153
Murrumbidgee (A)	34125	1	Local	3
Murrumbidgee (A)	34125	1	State territory	3
Murrumbidgee (A)	42000			4
Murrumbidgee (A)	42000	0		196
Murrumbidgee (A)	42000	1	Local	6
Murrumbidgee (A)	42000	1	State territory	7
Murrumbidgee (A)	52500			3
Murrumbidgee (A)	52500	0		206
Murrumbidgee (A)	52500	1	Local	22
Murrumbidgee (A)	52500	1	State territory	12
Murrumbidgee (A)	65625			3
Murrumbidgee (A)	65625	0		220
Murrumbidgee (A)	65625	1	Local	14
Murrumbidgee (A)	65625	1	State territory	8
Murrumbidgee (A)	78750	0		111
Murrumbidgee (A)	78750	1	Local	3
Murrumbidgee (A)	78750	1	State territory	18
Murrumbidgee (A)	91875	0		98
Murrumbidgee (A)	91875	1	Local	3
Murrumbidgee (A)	91875	1	State territory	9
Murrumbidgee (A)	105000	0		43
Murrumbidgee (A)	105000	1	Local	8
Murrumbidgee (A)	105000	1	State territory	15
Murrumbidgee (A)	157500	0		55
Murrumbidgee (A)	157500	1	State territory	13
Murrumbidgee (A)	Inf	0		31
Murrumbidgee (A)	Inf	1	Local	4
Murrumbidgee (A)	Inf	1	State territory	3
Muswellbrook (A)				16
Muswellbrook (A)		0		157
Muswellbrook (A)		1	Local	3
Muswellbrook (A)		1	State territory	4
Muswellbrook (A)	0			10
Muswellbrook (A)	0	0		50
Muswellbrook (A)	7875			4
Muswellbrook (A)	7875	0		251
Muswellbrook (A)	7875	1	Local	3
Muswellbrook (A)	7875	1	National	4
Muswellbrook (A)	7875	1	State territory	7
Muswellbrook (A)	15750			4
Muswellbrook (A)	15750	0		243
Muswellbrook (A)	15750	1	State territory	13
Muswellbrook (A)	21000			8
Muswellbrook (A)	21000	0		307
Muswellbrook (A)	21000	1	Local	6
Muswellbrook (A)	21000	1	National	3
Muswellbrook (A)	21000	1	State territory	7
Muswellbrook (A)	26250			16
Muswellbrook (A)	26250	0		324
Muswellbrook (A)	26250	1	Local	10
Muswellbrook (A)	26250	1	State territory	20
Muswellbrook (A)	34125			14
Muswellbrook (A)	34125	0		540
Muswellbrook (A)	34125	1	Local	10
Muswellbrook (A)	34125	1	National	4
Muswellbrook (A)	34125	1	State territory	45
Muswellbrook (A)	42000			3
Muswellbrook (A)	42000	0		668
Muswellbrook (A)	42000	1	Local	13
Muswellbrook (A)	42000	1	National	4
Muswellbrook (A)	42000	1	State territory	51
Muswellbrook (A)	52500			10
Muswellbrook (A)	52500	0		758
Muswellbrook (A)	52500	1	Local	44
Muswellbrook (A)	52500	1	National	14
Muswellbrook (A)	52500	1	State territory	85
Muswellbrook (A)	65625			3
Muswellbrook (A)	65625	0		842
Muswellbrook (A)	65625	1	Local	40
Muswellbrook (A)	65625	1	National	18
Muswellbrook (A)	65625	1	State territory	112
Muswellbrook (A)	78750			4
Muswellbrook (A)	78750	0		639
Muswellbrook (A)	78750	1	Local	27
Muswellbrook (A)	78750	1	National	7
Muswellbrook (A)	78750	1	State territory	100
Muswellbrook (A)	91875			4
Muswellbrook (A)	91875	0		631
Muswellbrook (A)	91875	1	Local	17
Muswellbrook (A)	91875	1	National	5
Muswellbrook (A)	91875	1	State territory	98
Muswellbrook (A)	105000	0		619
Muswellbrook (A)	105000	1	Local	11
Muswellbrook (A)	105000	1	National	3
Muswellbrook (A)	105000	1	State territory	90
Muswellbrook (A)	157500			6
Muswellbrook (A)	157500	0		1794
Muswellbrook (A)	157500	1	Local	12
Muswellbrook (A)	157500	1	National	3
Muswellbrook (A)	157500	1	State territory	78
Muswellbrook (A)	Inf	0		604
Muswellbrook (A)	Inf	1	Local	3
Muswellbrook (A)	Inf	1	State territory	13
Nambucca (A)				17
Nambucca (A)		0		88
Nambucca (A)		1	State territory	3
Nambucca (A)	0	0		62
Nambucca (A)	7875			3
Nambucca (A)	7875	0		200
Nambucca (A)	7875	1	National	3
Nambucca (A)	15750			5
Nambucca (A)	15750	0		269
Nambucca (A)	15750	1	National	3
Nambucca (A)	15750	1	State territory	10
Nambucca (A)	21000			11
Nambucca (A)	21000	0		316
Nambucca (A)	21000	1	National	4
Nambucca (A)	21000	1	State territory	7
Nambucca (A)	26250			6
Nambucca (A)	26250	0		421
Nambucca (A)	26250	1	Local	3
Nambucca (A)	26250	1	National	6
Nambucca (A)	26250	1	State territory	14
Nambucca (A)	34125			13
Nambucca (A)	34125	0		612
Nambucca (A)	34125	1	Local	5
Nambucca (A)	34125	1	National	7
Nambucca (A)	34125	1	State territory	33
Nambucca (A)	42000			3
Nambucca (A)	42000	0		733
Nambucca (A)	42000	1	Local	10
Nambucca (A)	42000	1	National	3
Nambucca (A)	42000	1	State territory	53
Nambucca (A)	52500			5
Nambucca (A)	52500	0		676
Nambucca (A)	52500	1	Local	27
Nambucca (A)	52500	1	National	3
Nambucca (A)	52500	1	State territory	67
Nambucca (A)	65625			7
Nambucca (A)	65625	0		517
Nambucca (A)	65625	1	Local	33
Nambucca (A)	65625	1	National	7
Nambucca (A)	65625	1	State territory	49
Nambucca (A)	78750			3
Nambucca (A)	78750	0		282
Nambucca (A)	78750	1	Local	13
Nambucca (A)	78750	1	National	9
Nambucca (A)	78750	1	State territory	68
Nambucca (A)	91875	0		216
Nambucca (A)	91875	1	Local	17
Nambucca (A)	91875	1	National	5
Nambucca (A)	91875	1	State territory	47
Nambucca (A)	105000	0		142
Nambucca (A)	105000	1	Local	3
Nambucca (A)	105000	1	State territory	78
Nambucca (A)	157500	0		156
Nambucca (A)	157500	1	Local	3
Nambucca (A)	157500	1	State territory	48
Nambucca (A)	Inf			3
Nambucca (A)	Inf	0		111
Nambucca (A)	Inf	1	Local	3
Nambucca (A)	Inf	1	State territory	4
Narrabri (A)				20
Narrabri (A)		0		109
Narrabri (A)	0			11
Narrabri (A)	0	0		70
Narrabri (A)	0	1	National	3
Narrabri (A)	7875			3
Narrabri (A)	7875	0		193
Narrabri (A)	7875	1	State territory	6
Narrabri (A)	15750	0		171
Narrabri (A)	15750	1	National	4
Narrabri (A)	15750	1	State territory	5
Narrabri (A)	21000			3
Narrabri (A)	21000	0		226
Narrabri (A)	21000	1	State territory	13
Narrabri (A)	26250			11
Narrabri (A)	26250	0		275
Narrabri (A)	26250	1	Local	3
Narrabri (A)	26250	1	National	3
Narrabri (A)	26250	1	State territory	16
Narrabri (A)	34125			14
Narrabri (A)	34125	0		510
Narrabri (A)	34125	1	Local	4
Narrabri (A)	34125	1	National	4
Narrabri (A)	34125	1	State territory	34
Narrabri (A)	42000			13
Narrabri (A)	42000	0		577
Narrabri (A)	42000	1	Local	14
Narrabri (A)	42000	1	National	6
Narrabri (A)	42000	1	State territory	34
Narrabri (A)	52500			4
Narrabri (A)	52500	0		656
Narrabri (A)	52500	1	Local	16
Narrabri (A)	52500	1	National	10
Narrabri (A)	52500	1	State territory	57
Narrabri (A)	65625			11
Narrabri (A)	65625	0		629
Narrabri (A)	65625	1	Local	39
Narrabri (A)	65625	1	National	28
Narrabri (A)	65625	1	State territory	65
Narrabri (A)	78750	0		446
Narrabri (A)	78750	1	Local	36
Narrabri (A)	78750	1	National	26
Narrabri (A)	78750	1	State territory	56
Narrabri (A)	91875	0		403
Narrabri (A)	91875	1	Local	21
Narrabri (A)	91875	1	National	11
Narrabri (A)	91875	1	State territory	65
Narrabri (A)	105000			3
Narrabri (A)	105000	0		335
Narrabri (A)	105000	1	Local	12
Narrabri (A)	105000	1	National	12
Narrabri (A)	105000	1	State territory	50
Narrabri (A)	157500	0		558
Narrabri (A)	157500	1	Local	12
Narrabri (A)	157500	1	National	13
Narrabri (A)	157500	1	State territory	66
Narrabri (A)	Inf	0		294
Narrabri (A)	Inf	1	Local	3
Narrabri (A)	Inf	1	National	6
Narrabri (A)	Inf	1	State territory	3
Narrandera (A)				4
Narrandera (A)		0		29
Narrandera (A)	0	0		22
Narrandera (A)	7875	0		55
Narrandera (A)	7875	1	Local	3
Narrandera (A)	15750			3
Narrandera (A)	15750	0		80
Narrandera (A)	21000	0		96
Narrandera (A)	21000	1	State territory	5
Narrandera (A)	26250			3
Narrandera (A)	26250	0		137
Narrandera (A)	26250	1	National	3
Narrandera (A)	26250	1	State territory	10
Narrandera (A)	34125			11
Narrandera (A)	34125	0		222
Narrandera (A)	34125	1	Local	4
Narrandera (A)	34125	1	State territory	22
Narrandera (A)	42000			7
Narrandera (A)	42000	0		273
Narrandera (A)	42000	1	Local	15
Narrandera (A)	42000	1	State territory	10
Narrandera (A)	52500			7
Narrandera (A)	52500	0		215
Narrandera (A)	52500	1	Local	26
Narrandera (A)	52500	1	National	3
Narrandera (A)	52500	1	State territory	27
Narrandera (A)	65625	0		204
Narrandera (A)	65625	1	Local	23
Narrandera (A)	65625	1	National	3
Narrandera (A)	65625	1	State territory	33
Narrandera (A)	78750			4
Narrandera (A)	78750	0		118
Narrandera (A)	78750	1	Local	11
Narrandera (A)	78750	1	National	3
Narrandera (A)	78750	1	State territory	35
Narrandera (A)	91875	0		108
Narrandera (A)	91875	1	Local	9
Narrandera (A)	91875	1	State territory	31
Narrandera (A)	105000	0		55
Narrandera (A)	105000	1	Local	3
Narrandera (A)	105000	1	State territory	29
Narrandera (A)	157500	0		53
Narrandera (A)	157500	1	Local	6
Narrandera (A)	157500	1	State territory	18
Narrandera (A)	Inf	0		37
Narromine (A)				11
Narromine (A)		0		44
Narromine (A)		1	State territory	4
Narromine (A)	0	0		44
Narromine (A)	7875			3
Narromine (A)	7875	0		59
Narromine (A)	15750	0		83
Narromine (A)	15750	1	State territory	3
Narromine (A)	21000			3
Narromine (A)	21000	0		98
Narromine (A)	21000	1	State territory	3
Narromine (A)	26250	0		137
Narromine (A)	26250	1	State territory	8
Narromine (A)	34125	0		212
Narromine (A)	34125	1	Local	6
Narromine (A)	34125	1	State territory	18
Narromine (A)	42000			3
Narromine (A)	42000	0		225
Narromine (A)	42000	1	Local	8
Narromine (A)	42000	1	National	4
Narromine (A)	42000	1	State territory	27
Narromine (A)	52500	0		239
Narromine (A)	52500	1	Local	19
Narromine (A)	52500	1	National	5
Narromine (A)	52500	1	State territory	28
Narromine (A)	65625	0		224
Narromine (A)	65625	1	Local	11
Narromine (A)	65625	1	State territory	31
Narromine (A)	78750	0		172
Narromine (A)	78750	1	Local	13
Narromine (A)	78750	1	State territory	22
Narromine (A)	91875	0		138
Narromine (A)	91875	1	Local	13
Narromine (A)	91875	1	State territory	16
Narromine (A)	105000	0		101
Narromine (A)	105000	1	Local	6
Narromine (A)	105000	1	State territory	25
Narromine (A)	157500	0		102
Narromine (A)	157500	1	Local	6
Narromine (A)	157500	1	State territory	24
Narromine (A)	Inf			3
Narromine (A)	Inf	0		50
Narromine (A)	Inf	1	Local	3
Narromine (A)	Inf	1	State territory	4
Newcastle (C)				210
Newcastle (C)		0		891
Newcastle (C)		1	Local	6
Newcastle (C)		1	National	47
Newcastle (C)		1	State territory	101
Newcastle (C)	0			34
Newcastle (C)	0	0		345
Newcastle (C)	0	1	National	9
Newcastle (C)	0	1	State territory	13
Newcastle (C)	7875			47
Newcastle (C)	7875	0		2866
Newcastle (C)	7875	1	National	93
Newcastle (C)	7875	1	State territory	59
Newcastle (C)	15750			48
Newcastle (C)	15750	0		2998
Newcastle (C)	15750	1	Local	5
Newcastle (C)	15750	1	National	132
Newcastle (C)	15750	1	State territory	115
Newcastle (C)	21000			55
Newcastle (C)	21000	0		3402
Newcastle (C)	21000	1	Local	10
Newcastle (C)	21000	1	National	116
Newcastle (C)	21000	1	State territory	158
Newcastle (C)	26250			63
Newcastle (C)	26250	0		4287
Newcastle (C)	26250	1	Local	13
Newcastle (C)	26250	1	National	172
Newcastle (C)	26250	1	State territory	247
Newcastle (C)	34125			96
Newcastle (C)	34125	0		6736
Newcastle (C)	34125	1	Local	39
Newcastle (C)	34125	1	National	270
Newcastle (C)	34125	1	State territory	533
Newcastle (C)	42000			105
Newcastle (C)	42000	0		8806
Newcastle (C)	42000	1	Local	69
Newcastle (C)	42000	1	National	317
Newcastle (C)	42000	1	State territory	782
Newcastle (C)	52500			75
Newcastle (C)	52500	0		10342
Newcastle (C)	52500	1	Local	136
Newcastle (C)	52500	1	National	474
Newcastle (C)	52500	1	State territory	1344
Newcastle (C)	65625			65
Newcastle (C)	65625	0		10361
Newcastle (C)	65625	1	Local	221
Newcastle (C)	65625	1	National	821
Newcastle (C)	65625	1	State territory	2070
Newcastle (C)	78750			37
Newcastle (C)	78750	0		6823
Newcastle (C)	78750	1	Local	163
Newcastle (C)	78750	1	National	927
Newcastle (C)	78750	1	State territory	1842
Newcastle (C)	91875			29
Newcastle (C)	91875	0		5699
Newcastle (C)	91875	1	Local	131
Newcastle (C)	91875	1	National	781
Newcastle (C)	91875	1	State territory	1882
Newcastle (C)	105000			9
Newcastle (C)	105000	0		3649
Newcastle (C)	105000	1	Local	83
Newcastle (C)	105000	1	National	538
Newcastle (C)	105000	1	State territory	1695
Newcastle (C)	157500			16
Newcastle (C)	157500	0		5934
Newcastle (C)	157500	1	Local	67
Newcastle (C)	157500	1	National	865
Newcastle (C)	157500	1	State territory	1993
Newcastle (C)	Inf			26
Newcastle (C)	Inf	0		3035
Newcastle (C)	Inf	1	Local	14
Newcastle (C)	Inf	1	National	263
Newcastle (C)	Inf	1	State territory	594
North Sydney (A)				189
North Sydney (A)		0		647
North Sydney (A)		1	Local	3
North Sydney (A)		1	National	26
North Sydney (A)		1	State territory	12
North Sydney (A)	0			32
North Sydney (A)	0	0		316
North Sydney (A)	0	1	National	5
North Sydney (A)	0	1	State territory	7
North Sydney (A)	7875			28
North Sydney (A)	7875	0		1007
North Sydney (A)	7875	1	Local	3
North Sydney (A)	7875	1	National	3
North Sydney (A)	7875	1	State territory	18
North Sydney (A)	15750			33
North Sydney (A)	15750	0		1319
North Sydney (A)	15750	1	Local	3
North Sydney (A)	15750	1	National	10
North Sydney (A)	15750	1	State territory	25
North Sydney (A)	21000			55
North Sydney (A)	21000	0		1629
North Sydney (A)	21000	1	Local	6
North Sydney (A)	21000	1	National	7
North Sydney (A)	21000	1	State territory	26
North Sydney (A)	26250			53
North Sydney (A)	26250	0		1845
North Sydney (A)	26250	1	Local	4
North Sydney (A)	26250	1	National	13
North Sydney (A)	26250	1	State territory	26
North Sydney (A)	34125			64
North Sydney (A)	34125	0		2585
North Sydney (A)	34125	1	Local	7
North Sydney (A)	34125	1	National	21
North Sydney (A)	34125	1	State territory	66
North Sydney (A)	42000			80
North Sydney (A)	42000	0		3438
North Sydney (A)	42000	1	Local	17
North Sydney (A)	42000	1	National	46
North Sydney (A)	42000	1	State territory	84
North Sydney (A)	52500			86
North Sydney (A)	52500	0		5385
North Sydney (A)	52500	1	Local	38
North Sydney (A)	52500	1	National	81
North Sydney (A)	52500	1	State territory	148
North Sydney (A)	65625			83
North Sydney (A)	65625	0		7490
North Sydney (A)	65625	1	Local	71
North Sydney (A)	65625	1	National	159
North Sydney (A)	65625	1	State territory	236
North Sydney (A)	78750			41
North Sydney (A)	78750	0		6505
North Sydney (A)	78750	1	Local	61
North Sydney (A)	78750	1	National	211
North Sydney (A)	78750	1	State territory	275
North Sydney (A)	91875			34
North Sydney (A)	91875	0		6423
North Sydney (A)	91875	1	Local	50
North Sydney (A)	91875	1	National	269
North Sydney (A)	91875	1	State territory	370
North Sydney (A)	105000			21
North Sydney (A)	105000	0		5009
North Sydney (A)	105000	1	Local	39
North Sydney (A)	105000	1	National	263
North Sydney (A)	105000	1	State territory	374
North Sydney (A)	157500			38
North Sydney (A)	157500	0		11365
North Sydney (A)	157500	1	Local	49
North Sydney (A)	157500	1	National	679
North Sydney (A)	157500	1	State territory	671
North Sydney (A)	Inf			25
North Sydney (A)	Inf	0		11053
North Sydney (A)	Inf	1	Local	13
North Sydney (A)	Inf	1	National	603
North Sydney (A)	Inf	1	State territory	255
Northern Beaches (A)				233
Northern Beaches (A)		0		1080
Northern Beaches (A)		1	Local	17
Northern Beaches (A)		1	National	6
Northern Beaches (A)		1	State territory	47
Northern Beaches (A)	0			33
Northern Beaches (A)	0	0		651
Northern Beaches (A)	0	1	Local	5
Northern Beaches (A)	0	1	State territory	10
Northern Beaches (A)	7875			36
Northern Beaches (A)	7875	0		4017
Northern Beaches (A)	7875	1	Local	4
Northern Beaches (A)	7875	1	National	10
Northern Beaches (A)	7875	1	State territory	32
Northern Beaches (A)	15750			49
Northern Beaches (A)	15750	0		3698
Northern Beaches (A)	15750	1	Local	16
Northern Beaches (A)	15750	1	National	10
Northern Beaches (A)	15750	1	State territory	80
Northern Beaches (A)	21000			52
Northern Beaches (A)	21000	0		3751
Northern Beaches (A)	21000	1	Local	19
Northern Beaches (A)	21000	1	National	12
Northern Beaches (A)	21000	1	State territory	107
Northern Beaches (A)	26250			57
Northern Beaches (A)	26250	0		4521
Northern Beaches (A)	26250	1	Local	27
Northern Beaches (A)	26250	1	National	15
Northern Beaches (A)	26250	1	State territory	135
Northern Beaches (A)	34125			72
Northern Beaches (A)	34125	0		6747
