STE_NAME16	EnglishProficiency	IndustryOfEmployment	SpeaksEnglishOnly	YearOfArrival.max	workers_born_overseas
Queensland		Health care and social assistance	1	2005	5644
Queensland		Health care and social assistance	1	2010	7961
Queensland		Health care and social assistance	1	2015	5267
Queensland		Health care and social assistance	1	2016	306
Queensland		Health care and social assistance	1		961
Queensland		Information media and telecommunications	1	1991	1563
Queensland		Information media and telecommunications	1	1995	299
Queensland		Information media and telecommunications	1	2000	482
Queensland		Information media and telecommunications	1	2005	570
Queensland		Information media and telecommunications	1	2010	694
Queensland		Information media and telecommunications	1	2015	528
Queensland		Information media and telecommunications	1	2016	34
Queensland		Information media and telecommunications	1		94
Queensland		Manufacturing	1	1991	8551
Queensland		Manufacturing	1	1995	1311
Queensland		Manufacturing	1	2000	2295
Queensland		Manufacturing	1	2005	2700
Queensland		Manufacturing	1	2010	3647
Queensland		Manufacturing	1	2015	2444
Queensland		Manufacturing	1	2016	144
Queensland		Manufacturing	1		439
Queensland		Mining	1	1991	2341
Queensland		Mining	1	1995	384
Queensland		Mining	1	2000	590
Queensland		Mining	1	2005	686
Queensland		Mining	1	2010	1200
Queensland		Mining	1	2015	829
Queensland		Mining	1	2016	16
Queensland		Mining	1		132
Queensland		Other services	1	1991	4896
Queensland		Other services	1	1995	796
Queensland		Other services	1	2000	1217
Queensland		Other services	1	2005	1529
Queensland		Other services	1	2010	2214
Queensland		Other services	1	2015	1638
Queensland		Other services	1	2016	94
Queensland		Other services	1		311
Queensland		Professional scientific and technical services	1	1991	8923
Queensland		Professional scientific and technical services	1	1995	1498
Queensland		Professional scientific and technical services	1	2000	2479
Queensland		Professional scientific and technical services	1	2005	3093
Queensland		Professional scientific and technical services	1	2010	3824
Queensland		Professional scientific and technical services	1	2015	2567
Queensland		Professional scientific and technical services	1	2016	162
Queensland		Professional scientific and technical services	1		368
Queensland		Public administration and safety	1	1991	9191
Queensland		Public administration and safety	1	1995	1285
Queensland		Public administration and safety	1	2000	1855
Queensland		Public administration and safety	1	2005	2013
Queensland		Public administration and safety	1	2010	2308
Queensland		Public administration and safety	1	2015	1154
Queensland		Public administration and safety	1	2016	56
Queensland		Public administration and safety	1		331
Queensland		Rental hiring and real estate services	1	1991	3267
Queensland		Rental hiring and real estate services	1	1995	483
Queensland		Rental hiring and real estate services	1	2000	795
Queensland		Rental hiring and real estate services	1	2005	888
Queensland		Rental hiring and real estate services	1	2010	1007
Queensland		Rental hiring and real estate services	1	2015	754
Queensland		Rental hiring and real estate services	1	2016	35
Queensland		Rental hiring and real estate services	1		149
Queensland		Retail trade	1	1991	10386
Queensland		Retail trade	1	1995	1673
Queensland		Retail trade	1	2000	3193
Queensland		Retail trade	1	2005	3715
Queensland		Retail trade	1	2010	4842
Queensland		Retail trade	1	2015	3223
Queensland		Retail trade	1	2016	173
Queensland		Retail trade	1		632
Queensland		Transport postal and warehousing	1	1991	7979
Queensland		Transport postal and warehousing	1	1995	1007
Queensland		Transport postal and warehousing	1	2000	1794
Queensland		Transport postal and warehousing	1	2005	1892
Queensland		Transport postal and warehousing	1	2010	2742
Queensland		Transport postal and warehousing	1	2015	1920
Queensland		Transport postal and warehousing	1	2016	82
Queensland		Transport postal and warehousing	1		463
Queensland		Wholesale trade	1	1991	3903
Queensland		Wholesale trade	1	1995	571
Queensland		Wholesale trade	1	2000	965
Queensland		Wholesale trade	1	2005	1099
Queensland		Wholesale trade	1	2010	1544
Queensland		Wholesale trade	1	2015	1064
Queensland		Wholesale trade	1	2016	70
Queensland		Wholesale trade	1		161
Queensland	Speaks English not well or not at all		0	1991	163
Queensland	Speaks English not well or not at all		0	1995	109
Queensland	Speaks English not well or not at all		0	2000	100
Queensland	Speaks English not well or not at all		0	2005	186
Queensland	Speaks English not well or not at all		0	2010	388
Queensland	Speaks English not well or not at all		0	2015	577
Queensland	Speaks English not well or not at all		0	2016	103
Queensland	Speaks English not well or not at all		0		238
Queensland	Speaks English not well or not at all	Accommodation and food services	0	1991	495
Queensland	Speaks English not well or not at all	Accommodation and food services	0	1995	233
Queensland	Speaks English not well or not at all	Accommodation and food services	0	2000	275
Queensland	Speaks English not well or not at all	Accommodation and food services	0	2005	405
Queensland	Speaks English not well or not at all	Accommodation and food services	0	2010	771
Queensland	Speaks English not well or not at all	Accommodation and food services	0	2015	1276
Queensland	Speaks English not well or not at all	Accommodation and food services	0	2016	252
Queensland	Speaks English not well or not at all	Accommodation and food services	0		258
Queensland	Speaks English not well or not at all	Administrative and support services	0	1991	92
Queensland	Speaks English not well or not at all	Administrative and support services	0	1995	69
Queensland	Speaks English not well or not at all	Administrative and support services	0	2000	90
Queensland	Speaks English not well or not at all	Administrative and support services	0	2005	133
Queensland	Speaks English not well or not at all	Administrative and support services	0	2010	336
Queensland	Speaks English not well or not at all	Administrative and support services	0	2015	689
Queensland	Speaks English not well or not at all	Administrative and support services	0	2016	145
Queensland	Speaks English not well or not at all	Administrative and support services	0		139
Queensland	Speaks English not well or not at all	Agriculture forestry and fishing	0	1991	154
Queensland	Speaks English not well or not at all	Agriculture forestry and fishing	0	1995	61
Queensland	Speaks English not well or not at all	Agriculture forestry and fishing	0	2000	47
Queensland	Speaks English not well or not at all	Agriculture forestry and fishing	0	2005	79
Queensland	Speaks English not well or not at all	Agriculture forestry and fishing	0	2010	180
Queensland	Speaks English not well or not at all	Agriculture forestry and fishing	0	2015	841
Queensland	Speaks English not well or not at all	Agriculture forestry and fishing	0	2016	309
Queensland	Speaks English not well or not at all	Agriculture forestry and fishing	0		451
Queensland	Speaks English not well or not at all	Arts and recreation services	0	1991	10
Queensland	Speaks English not well or not at all	Arts and recreation services	0	1995	3
Queensland	Speaks English not well or not at all	Arts and recreation services	0	2000	11
Queensland	Speaks English not well or not at all	Arts and recreation services	0	2005	7
Queensland	Speaks English not well or not at all	Arts and recreation services	0	2010	22
Queensland	Speaks English not well or not at all	Arts and recreation services	0	2015	19
Queensland	Speaks English not well or not at all	Arts and recreation services	0	2016	7
Queensland	Speaks English not well or not at all	Arts and recreation services	0		4
Queensland	Speaks English not well or not at all	Construction	0	1991	109
Queensland	Speaks English not well or not at all	Construction	0	1995	51
Queensland	Speaks English not well or not at all	Construction	0	2000	70
Queensland	Speaks English not well or not at all	Construction	0	2005	86
Queensland	Speaks English not well or not at all	Construction	0	2010	254
Queensland	Speaks English not well or not at all	Construction	0	2015	372
Queensland	Speaks English not well or not at all	Construction	0	2016	32
Queensland	Speaks English not well or not at all	Construction	0		34
Queensland	Speaks English not well or not at all	Education and training	0	1991	52
Queensland	Speaks English not well or not at all	Education and training	0	1995	24
Queensland	Speaks English not well or not at all	Education and training	0	2000	33
Queensland	Speaks English not well or not at all	Education and training	0	2005	36
Queensland	Speaks English not well or not at all	Education and training	0	2010	52
Queensland	Speaks English not well or not at all	Education and training	0	2015	95
Queensland	Speaks English not well or not at all	Education and training	0	2016	20
Queensland	Speaks English not well or not at all	Education and training	0		21
Queensland	Speaks English not well or not at all	Electricity gas water and waste services	0	1991	4
Queensland	Speaks English not well or not at all	Electricity gas water and waste services	0	2005	8
Queensland	Speaks English not well or not at all	Electricity gas water and waste services	0	2010	12
Queensland	Speaks English not well or not at all	Electricity gas water and waste services	0	2015	8
Queensland	Speaks English not well or not at all	Financial and insurance services	0	1991	4
Queensland	Speaks English not well or not at all	Financial and insurance services	0	1995	4
Queensland	Speaks English not well or not at all	Financial and insurance services	0	2000	4
Queensland	Speaks English not well or not at all	Financial and insurance services	0	2005	13
Queensland	Speaks English not well or not at all	Financial and insurance services	0	2010	17
Queensland	Speaks English not well or not at all	Financial and insurance services	0	2015	18
Queensland	Speaks English not well or not at all	Financial and insurance services	0	2016	9
Queensland	Speaks English not well or not at all	Financial and insurance services	0		7
Queensland	Speaks English not well or not at all	Health care and social assistance	0	1991	116
Queensland	Speaks English not well or not at all	Health care and social assistance	0	1995	54
Queensland	Speaks English not well or not at all	Health care and social assistance	0	2000	86
Queensland	Speaks English not well or not at all	Health care and social assistance	0	2005	130
Queensland	Speaks English not well or not at all	Health care and social assistance	0	2010	304
Queensland	Speaks English not well or not at all	Health care and social assistance	0	2015	407
Queensland	Speaks English not well or not at all	Health care and social assistance	0	2016	43
Queensland	Speaks English not well or not at all	Health care and social assistance	0		54
Queensland	Speaks English not well or not at all	Information media and telecommunications	0	1991	8
Queensland	Speaks English not well or not at all	Information media and telecommunications	0	1995	3
Queensland	Speaks English not well or not at all	Information media and telecommunications	0	2000	4
Queensland	Speaks English not well or not at all	Information media and telecommunications	0	2005	3
Queensland	Speaks English not well or not at all	Information media and telecommunications	0	2010	14
Queensland	Speaks English not well or not at all	Information media and telecommunications	0	2015	10
Queensland	Speaks English not well or not at all	Manufacturing	0	1991	431
Queensland	Speaks English not well or not at all	Manufacturing	0	1995	173
Queensland	Speaks English not well or not at all	Manufacturing	0	2000	162
Queensland	Speaks English not well or not at all	Manufacturing	0	2005	291
Queensland	Speaks English not well or not at all	Manufacturing	0	2010	976
Queensland	Speaks English not well or not at all	Manufacturing	0	2015	845
Queensland	Speaks English not well or not at all	Manufacturing	0	2016	83
Queensland	Speaks English not well or not at all	Manufacturing	0		140
Queensland	Speaks English not well or not at all	Mining	0	1991	7
Queensland	Speaks English not well or not at all	Mining	0	1995	5
Queensland	Speaks English not well or not at all	Mining	0	2000	3
Queensland	Speaks English not well or not at all	Mining	0	2010	17
Queensland	Speaks English not well or not at all	Mining	0	2015	26
Queensland	Speaks English not well or not at all	Mining	0		3
Queensland	Speaks English not well or not at all	Other services	0	1991	72
Queensland	Speaks English not well or not at all	Other services	0	1995	64
Queensland	Speaks English not well or not at all	Other services	0	2000	66
Queensland	Speaks English not well or not at all	Other services	0	2005	108
Queensland	Speaks English not well or not at all	Other services	0	2010	291
Queensland	Speaks English not well or not at all	Other services	0	2015	384
Queensland	Speaks English not well or not at all	Other services	0	2016	42
Queensland	Speaks English not well or not at all	Other services	0		51
Queensland	Speaks English not well or not at all	Professional scientific and technical services	0	1991	29
Queensland	Speaks English not well or not at all	Professional scientific and technical services	0	1995	28
Queensland	Speaks English not well or not at all	Professional scientific and technical services	0	2000	26
Queensland	Speaks English not well or not at all	Professional scientific and technical services	0	2005	29
Queensland	Speaks English not well or not at all	Professional scientific and technical services	0	2010	58
Queensland	Speaks English not well or not at all	Professional scientific and technical services	0	2015	81
Queensland	Speaks English not well or not at all	Professional scientific and technical services	0	2016	5
Queensland	Speaks English not well or not at all	Professional scientific and technical services	0		16
Queensland	Speaks English not well or not at all	Public administration and safety	0	1991	28
Queensland	Speaks English not well or not at all	Public administration and safety	0	1995	11
Queensland	Speaks English not well or not at all	Public administration and safety	0	2000	9
Queensland	Speaks English not well or not at all	Public administration and safety	0	2005	9
Queensland	Speaks English not well or not at all	Public administration and safety	0	2010	20
Queensland	Speaks English not well or not at all	Public administration and safety	0	2015	12
Queensland	Speaks English not well or not at all	Public administration and safety	0		6
Queensland	Speaks English not well or not at all	Rental hiring and real estate services	0	1991	39
Queensland	Speaks English not well or not at all	Rental hiring and real estate services	0	1995	21
Queensland	Speaks English not well or not at all	Rental hiring and real estate services	0	2000	26
Queensland	Speaks English not well or not at all	Rental hiring and real estate services	0	2005	31
Queensland	Speaks English not well or not at all	Rental hiring and real estate services	0	2010	58
Queensland	Speaks English not well or not at all	Rental hiring and real estate services	0	2015	57
Queensland	Speaks English not well or not at all	Rental hiring and real estate services	0	2016	3
Queensland	Speaks English not well or not at all	Rental hiring and real estate services	0		3
Queensland	Speaks English not well or not at all	Retail trade	0	1991	151
Queensland	Speaks English not well or not at all	Retail trade	0	1995	75
Queensland	Speaks English not well or not at all	Retail trade	0	2000	89
Queensland	Speaks English not well or not at all	Retail trade	0	2005	105
Queensland	Speaks English not well or not at all	Retail trade	0	2010	233
Queensland	Speaks English not well or not at all	Retail trade	0	2015	313
Queensland	Speaks English not well or not at all	Retail trade	0	2016	35
Queensland	Speaks English not well or not at all	Retail trade	0		32
Queensland	Speaks English not well or not at all	Transport postal and warehousing	0	1991	60
Queensland	Speaks English not well or not at all	Transport postal and warehousing	0	1995	35
Queensland	Speaks English not well or not at all	Transport postal and warehousing	0	2000	58
Queensland	Speaks English not well or not at all	Transport postal and warehousing	0	2005	53
Queensland	Speaks English not well or not at all	Transport postal and warehousing	0	2010	126
Queensland	Speaks English not well or not at all	Transport postal and warehousing	0	2015	116
Queensland	Speaks English not well or not at all	Transport postal and warehousing	0	2016	12
Queensland	Speaks English not well or not at all	Transport postal and warehousing	0		11
Queensland	Speaks English not well or not at all	Wholesale trade	0	1991	53
Queensland	Speaks English not well or not at all	Wholesale trade	0	1995	29
Queensland	Speaks English not well or not at all	Wholesale trade	0	2000	37
Queensland	Speaks English not well or not at all	Wholesale trade	0	2005	46
Queensland	Speaks English not well or not at all	Wholesale trade	0	2010	123
Queensland	Speaks English not well or not at all	Wholesale trade	0	2015	143
Queensland	Speaks English not well or not at all	Wholesale trade	0	2016	12
Queensland	Speaks English not well or not at all	Wholesale trade	0		13
Queensland	Speaks English well or very well		0	1991	1488
Queensland	Speaks English well or very well		0	1995	505
Queensland	Speaks English well or very well		0	2000	835
Queensland	Speaks English well or very well		0	2005	1199
Queensland	Speaks English well or very well		0	2010	2470
Queensland	Speaks English well or very well		0	2015	2466
Queensland	Speaks English well or very well		0	2016	296
Queensland	Speaks English well or very well		0		510
Queensland	Speaks English well or very well	Accommodation and food services	0	1991	2588
Queensland	Speaks English well or very well	Accommodation and food services	0	1995	1034
Queensland	Speaks English well or very well	Accommodation and food services	0	2000	1516
Queensland	Speaks English well or very well	Accommodation and food services	0	2005	2547
Queensland	Speaks English well or very well	Accommodation and food services	0	2010	7068
Queensland	Speaks English well or very well	Accommodation and food services	0	2015	9014
Queensland	Speaks English well or very well	Accommodation and food services	0	2016	1015
Queensland	Speaks English well or very well	Accommodation and food services	0		632
Queensland	Speaks English well or very well	Administrative and support services	0	1991	1314
Queensland	Speaks English well or very well	Administrative and support services	0	1995	555
Queensland	Speaks English well or very well	Administrative and support services	0	2000	715
Queensland	Speaks English well or very well	Administrative and support services	0	2005	1010
Queensland	Speaks English well or very well	Administrative and support services	0	2010	2364
Queensland	Speaks English well or very well	Administrative and support services	0	2015	3438
Queensland	Speaks English well or very well	Administrative and support services	0	2016	413
Queensland	Speaks English well or very well	Administrative and support services	0		264
Queensland	Speaks English well or very well	Agriculture forestry and fishing	0	1991	653
Queensland	Speaks English well or very well	Agriculture forestry and fishing	0	1995	158
Queensland	Speaks English well or very well	Agriculture forestry and fishing	0	2000	185
Queensland	Speaks English well or very well	Agriculture forestry and fishing	0	2005	266
Queensland	Speaks English well or very well	Agriculture forestry and fishing	0	2010	877
Queensland	Speaks English well or very well	Agriculture forestry and fishing	0	2015	1461
Queensland	Speaks English well or very well	Agriculture forestry and fishing	0	2016	375
Queensland	Speaks English well or very well	Agriculture forestry and fishing	0		337
Queensland	Speaks English well or very well	Arts and recreation services	0	1991	466
Queensland	Speaks English well or very well	Arts and recreation services	0	1995	177
Queensland	Speaks English well or very well	Arts and recreation services	0	2000	215
Queensland	Speaks English well or very well	Arts and recreation services	0	2005	346
Queensland	Speaks English well or very well	Arts and recreation services	0	2010	576
Queensland	Speaks English well or very well	Arts and recreation services	0	2015	523
Queensland	Speaks English well or very well	Arts and recreation services	0	2016	40
Queensland	Speaks English well or very well	Arts and recreation services	0		47
Queensland	Speaks English well or very well	Construction	0	1991	2102
Queensland	Speaks English well or very well	Construction	0	1995	712
Queensland	Speaks English well or very well	Construction	0	2000	961
Queensland	Speaks English well or very well	Construction	0	2005	1182
Queensland	Speaks English well or very well	Construction	0	2010	2073
Queensland	Speaks English well or very well	Construction	0	2015	1677
Queensland	Speaks English well or very well	Construction	0	2016	100
Queensland	Speaks English well or very well	Construction	0		161
Queensland	Speaks English well or very well	Education and training	0	1991	2426
Queensland	Speaks English well or very well	Education and training	0	1995	1224
Queensland	Speaks English well or very well	Education and training	0	2000	1604
Queensland	Speaks English well or very well	Education and training	0	2005	2237
Queensland	Speaks English well or very well	Education and training	0	2010	3443
Queensland	Speaks English well or very well	Education and training	0	2015	2941
Queensland	Speaks English well or very well	Education and training	0	2016	176
Queensland	Speaks English well or very well	Education and training	0		184
Queensland	Speaks English well or very well	Electricity gas water and waste services	0	1991	224
Queensland	Speaks English well or very well	Electricity gas water and waste services	0	1995	107
Queensland	Speaks English well or very well	Electricity gas water and waste services	0	2000	158
Queensland	Speaks English well or very well	Electricity gas water and waste services	0	2005	283
Queensland	Speaks English well or very well	Electricity gas water and waste services	0	2010	471
Queensland	Speaks English well or very well	Electricity gas water and waste services	0	2015	202
Queensland	Speaks English well or very well	Electricity gas water and waste services	0	2016	8
Queensland	Speaks English well or very well	Electricity gas water and waste services	0		15
Queensland	Speaks English well or very well	Financial and insurance services	0	1991	844
Queensland	Speaks English well or very well	Financial and insurance services	0	1995	364
Queensland	Speaks English well or very well	Financial and insurance services	0	2000	533
Queensland	Speaks English well or very well	Financial and insurance services	0	2005	840
Queensland	Speaks English well or very well	Financial and insurance services	0	2010	1252
Queensland	Speaks English well or very well	Financial and insurance services	0	2015	839
Queensland	Speaks English well or very well	Financial and insurance services	0	2016	44
Queensland	Speaks English well or very well	Financial and insurance services	0		35
Queensland	Speaks English well or very well	Health care and social assistance	0	1991	5447
Queensland	Speaks English well or very well	Health care and social assistance	0	1995	2561
Queensland	Speaks English well or very well	Health care and social assistance	0	2000	3261
Queensland	Speaks English well or very well	Health care and social assistance	0	2005	5259
Queensland	Speaks English well or very well	Health care and social assistance	0	2010	11916
Queensland	Speaks English well or very well	Health care and social assistance	0	2015	7377
Queensland	Speaks English well or very well	Health care and social assistance	0	2016	333
Queensland	Speaks English well or very well	Health care and social assistance	0		429
Queensland	Speaks English well or very well	Information media and telecommunications	0	1991	335
Queensland	Speaks English well or very well	Information media and telecommunications	0	1995	151
Queensland	Speaks English well or very well	Information media and telecommunications	0	2000	222
Queensland	Speaks English well or very well	Information media and telecommunications	0	2005	320
Queensland	Speaks English well or very well	Information media and telecommunications	0	2010	537
Queensland	Speaks English well or very well	Information media and telecommunications	0	2015	504
Queensland	Speaks English well or very well	Information media and telecommunications	0	2016	45
Queensland	Speaks English well or very well	Information media and telecommunications	0		25
Queensland	Speaks English well or very well	Manufacturing	0	1991	2635
Queensland	Speaks English well or very well	Manufacturing	0	1995	985
Queensland	Speaks English well or very well	Manufacturing	0	2000	1228
Queensland	Speaks English well or very well	Manufacturing	0	2005	1736
Queensland	Speaks English well or very well	Manufacturing	0	2010	4058
Queensland	Speaks English well or very well	Manufacturing	0	2015	3051
Queensland	Speaks English well or very well	Manufacturing	0	2016	197
Queensland	Speaks English well or very well	Manufacturing	0		268
Queensland	Speaks English well or very well	Mining	0	1991	311
Queensland	Speaks English well or very well	Mining	0	1995	132
Queensland	Speaks English well or very well	Mining	0	2000	201
Queensland	Speaks English well or very well	Mining	0	2005	419
Queensland	Speaks English well or very well	Mining	0	2010	957
Queensland	Speaks English well or very well	Mining	0	2015	637
Queensland	Speaks English well or very well	Mining	0	2016	21
Queensland	Speaks English well or very well	Mining	0		27
Queensland	Speaks English well or very well	Other services	0	1991	1162
Queensland	Speaks English well or very well	Other services	0	1995	434
Queensland	Speaks English well or very well	Other services	0	2000	558
Queensland	Speaks English well or very well	Other services	0	2005	789
Queensland	Speaks English well or very well	Other services	0	2010	1890
Queensland	Speaks English well or very well	Other services	0	2015	1661
Queensland	Speaks English well or very well	Other services	0	2016	120
Queensland	Speaks English well or very well	Other services	0		145
Queensland	Speaks English well or very well	Professional scientific and technical services	0	1991	2185
Queensland	Speaks English well or very well	Professional scientific and technical services	0	1995	1018
Queensland	Speaks English well or very well	Professional scientific and technical services	0	2000	1428
Queensland	Speaks English well or very well	Professional scientific and technical services	0	2005	2444
Queensland	Speaks English well or very well	Professional scientific and technical services	0	2010	4219
Queensland	Speaks English well or very well	Professional scientific and technical services	0	2015	3268
Queensland	Speaks English well or very well	Professional scientific and technical services	0	2016	277
Queensland	Speaks English well or very well	Professional scientific and technical services	0		147
Queensland	Speaks English well or very well	Public administration and safety	0	1991	1896
Queensland	Speaks English well or very well	Public administration and safety	0	1995	807
Queensland	Speaks English well or very well	Public administration and safety	0	2000	1091
Queensland	Speaks English well or very well	Public administration and safety	0	2005	1304
Queensland	Speaks English well or very well	Public administration and safety	0	2010	1840
Queensland	Speaks English well or very well	Public administration and safety	0	2015	798
Queensland	Speaks English well or very well	Public administration and safety	0	2016	48
Queensland	Speaks English well or very well	Public administration and safety	0		92
Queensland	Speaks English well or very well	Rental hiring and real estate services	0	1991	815
Queensland	Speaks English well or very well	Rental hiring and real estate services	0	1995	303
Queensland	Speaks English well or very well	Rental hiring and real estate services	0	2000	431
Queensland	Speaks English well or very well	Rental hiring and real estate services	0	2005	616
Queensland	Speaks English well or very well	Rental hiring and real estate services	0	2010	859
Queensland	Speaks English well or very well	Rental hiring and real estate services	0	2015	637
Queensland	Speaks English well or very well	Rental hiring and real estate services	0	2016	26
Queensland	Speaks English well or very well	Rental hiring and real estate services	0		52
Queensland	Speaks English well or very well	Retail trade	0	1991	2522
Queensland	Speaks English well or very well	Retail trade	0	1995	1020
Queensland	Speaks English well or very well	Retail trade	0	2000	1535
Queensland	Speaks English well or very well	Retail trade	0	2005	2072
Queensland	Speaks English well or very well	Retail trade	0	2010	4314
Queensland	Speaks English well or very well	Retail trade	0	2015	3670
Queensland	Speaks English well or very well	Retail trade	0	2016	219
Queensland	Speaks English well or very well	Retail trade	0		243
Queensland	Speaks English well or very well	Transport postal and warehousing	0	1991	1793
Queensland	Speaks English well or very well	Transport postal and warehousing	0	1995	757
Queensland	Speaks English well or very well	Transport postal and warehousing	0	2000	991
Queensland	Speaks English well or very well	Transport postal and warehousing	0	2005	1323
Queensland	Speaks English well or very well	Transport postal and warehousing	0	2010	3936
Queensland	Speaks English well or very well	Transport postal and warehousing	0	2015	2014
Queensland	Speaks English well or very well	Transport postal and warehousing	0	2016	94
Queensland	Speaks English well or very well	Transport postal and warehousing	0		142
Queensland	Speaks English well or very well	Wholesale trade	0	1991	835
Queensland	Speaks English well or very well	Wholesale trade	0	1995	369
Queensland	Speaks English well or very well	Wholesale trade	0	2000	469
Queensland	Speaks English well or very well	Wholesale trade	0	2005	711
Queensland	Speaks English well or very well	Wholesale trade	0	2010	1365
Queensland	Speaks English well or very well	Wholesale trade	0	2015	1075
Queensland	Speaks English well or very well	Wholesale trade	0	2016	62
Queensland	Speaks English well or very well	Wholesale trade	0		69
South Australia			0	1991	1516
South Australia			0	1995	102
South Australia			0	2000	144
South Australia			0	2005	214
South Australia			0	2010	293
South Australia			0	2015	193
South Australia			0	2016	20
South Australia			0		144
South Australia		Accommodation and food services	1	1991	1583
South Australia		Accommodation and food services	1	1995	181
South Australia		Accommodation and food services	1	2000	376
South Australia		Accommodation and food services	1	2005	520
South Australia		Accommodation and food services	1	2010	824
South Australia		Accommodation and food services	1	2015	581
South Australia		Accommodation and food services	1	2016	38
South Australia		Accommodation and food services	1		120
South Australia		Administrative and support services	1	1991	2154
South Australia		Administrative and support services	1	1995	136
South Australia		Administrative and support services	1	2000	195
South Australia		Administrative and support services	1	2005	227
South Australia		Administrative and support services	1	2010	348
South Australia		Administrative and support services	1	2015	271
South Australia		Administrative and support services	1	2016	19
South Australia		Administrative and support services	1		79
South Australia		Agriculture forestry and fishing	1	1991	963
South Australia		Agriculture forestry and fishing	1	1995	63
South Australia		Agriculture forestry and fishing	1	2000	82
South Australia		Agriculture forestry and fishing	1	2005	105
South Australia		Agriculture forestry and fishing	1	2010	138
South Australia		Agriculture forestry and fishing	1	2015	164
South Australia		Agriculture forestry and fishing	1	2016	50
South Australia		Agriculture forestry and fishing	1		74
South Australia		Arts and recreation services	1	1991	606
South Australia		Arts and recreation services	1	1995	54
South Australia		Arts and recreation services	1	2000	93
South Australia		Arts and recreation services	1	2005	96
South Australia		Arts and recreation services	1	2010	156
South Australia		Arts and recreation services	1	2015	112
South Australia		Arts and recreation services	1	2016	7
South Australia		Arts and recreation services	1		25
South Australia		Construction	1	1991	3855
South Australia		Construction	1	1995	327
South Australia		Construction	1	2000	392
South Australia		Construction	1	2005	490
South Australia		Construction	1	2010	916
South Australia		Construction	1	2015	578
South Australia		Construction	1	2016	21
South Australia		Construction	1		170
South Australia		Education and training	1	1991	5096
South Australia		Education and training	1	1995	420
South Australia		Education and training	1	2000	475
South Australia		Education and training	1	2005	598
South Australia		Education and training	1	2010	900
South Australia		Education and training	1	2015	656
South Australia		Education and training	1	2016	34
South Australia		Education and training	1		151
South Australia		Electricity gas water and waste services	1	1991	665
South Australia		Electricity gas water and waste services	1	1995	40
South Australia		Electricity gas water and waste services	1	2000	83
South Australia		Electricity gas water and waste services	1	2005	110
South Australia		Electricity gas water and waste services	1	2010	156
South Australia		Electricity gas water and waste services	1	2015	102
South Australia		Electricity gas water and waste services	1	2016	4
South Australia		Electricity gas water and waste services	1		19
South Australia		Financial and insurance services	1	1991	1421
South Australia		Financial and insurance services	1	1995	125
South Australia		Financial and insurance services	1	2000	158
South Australia		Financial and insurance services	1	2005	214
South Australia		Financial and insurance services	1	2010	302
South Australia		Financial and insurance services	1	2015	151
South Australia		Financial and insurance services	1	2016	13
South Australia		Financial and insurance services	1		32
South Australia		Health care and social assistance	1	1991	9482
South Australia		Health care and social assistance	1	1995	759
South Australia		Health care and social assistance	1	2000	819
South Australia		Health care and social assistance	1	2005	1192
South Australia		Health care and social assistance	1	2010	1755
South Australia		Health care and social assistance	1	2015	1126
South Australia		Health care and social assistance	1	2016	65
South Australia		Health care and social assistance	1		300
South Australia		Information media and telecommunications	1	1991	638
South Australia		Information media and telecommunications	1	1995	69
South Australia		Information media and telecommunications	1	2000	71
South Australia		Information media and telecommunications	1	2005	106
South Australia		Information media and telecommunications	1	2010	158
South Australia		Information media and telecommunications	1	2015	99
South Australia		Information media and telecommunications	1	2016	10
South Australia		Information media and telecommunications	1		23
South Australia		Manufacturing	1	1991	4551
South Australia		Manufacturing	1	1995	343
South Australia		Manufacturing	1	2000	405
South Australia		Manufacturing	1	2005	527
South Australia		Manufacturing	1	2010	759
South Australia		Manufacturing	1	2015	441
South Australia		Manufacturing	1	2016	28
South Australia		Manufacturing	1		154
South Australia		Mining	1	1991	484
South Australia		Mining	1	1995	43
South Australia		Mining	1	2000	81
South Australia		Mining	1	2005	83
South Australia		Mining	1	2010	149
South Australia		Mining	1	2015	88
South Australia		Mining	1	2016	6
South Australia		Mining	1		22
South Australia		Other services	1	1991	1941
South Australia		Other services	1	1995	162
South Australia		Other services	1	2000	175
South Australia		Other services	1	2005	256
South Australia		Other services	1	2010	402
South Australia		Other services	1	2015	283
South Australia		Other services	1	2016	12
South Australia		Other services	1		73
South Australia		Professional scientific and technical services	1	1991	3114
South Australia		Professional scientific and technical services	1	1995	311
South Australia		Professional scientific and technical services	1	2000	332
South Australia		Professional scientific and technical services	1	2005	479
South Australia		Professional scientific and technical services	1	2010	647
South Australia		Professional scientific and technical services	1	2015	475
South Australia		Professional scientific and technical services	1	2016	30
South Australia		Professional scientific and technical services	1		112
South Australia		Public administration and safety	1	1991	4658
South Australia		Public administration and safety	1	1995	351
South Australia		Public administration and safety	1	2000	378
South Australia		Public administration and safety	1	2005	495
South Australia		Public administration and safety	1	2010	795
South Australia		Public administration and safety	1	2015	387
South Australia		Public administration and safety	1	2016	15
South Australia		Public administration and safety	1		136
South Australia		Rental hiring and real estate services	1	1991	816
South Australia		Rental hiring and real estate services	1	1995	33
South Australia		Rental hiring and real estate services	1	2000	59
South Australia		Rental hiring and real estate services	1	2005	58
South Australia		Rental hiring and real estate services	1	2010	101
South Australia		Rental hiring and real estate services	1	2015	93
South Australia		Rental hiring and real estate services	1	2016	4
