SA2_MAINCODE_2016,P_OthSvs_H_0,P_OthSvs_H_1_15,P_OthSvs_H_16_24,P_OthSvs_H_25_34,P_OthSvs_H_35_39,P_OthSvs_H_40,P_OthSvs_H_41_48,P_OthSvs_H_49_more,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_15,P_IDNS_H_16_24,P_IDNS_H_25_34,P_IDNS_H_35_39,P_IDNS_H_40,P_IDNS_H_41_48,P_IDNS_H_49_more,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_15,P_Tot_H_16_24,P_Tot_H_25_34,P_Tot_H_35_39,P_Tot_H_40,P_Tot_H_41_48,P_Tot_H_49_more,P_Tot_H_NS,P_Tot_H_Tot
201011004,9,38,32,25,76,52,34,26,4,296,10,24,21,17,30,20,7,19,25,175,219,906,678,669,870,688,422,596,85,5132
201011005,0,10,9,3,7,4,7,11,0,50,4,14,12,7,12,6,0,15,33,93,128,384,302,328,646,496,316,270,70,2940
201011006,0,20,12,22,46,47,29,34,3,203,4,17,12,6,37,37,13,19,24,172,83,260,207,284,605,562,379,484,57,2927
201011007,0,0,5,3,0,0,0,3,0,12,0,7,0,3,3,0,3,0,0,12,11,46,37,43,36,58,32,67,4,330
201011008,15,39,24,40,76,41,36,42,3,312,9,31,25,29,80,54,28,40,81,372,339,1013,768,871,2079,1657,1077,1183,177,9166
201021009,0,3,3,11,4,10,3,8,4,44,0,8,12,6,12,14,3,13,16,74,48,247,169,190,186,224,90,232,41,1431
201021010,4,16,13,10,9,7,7,10,0,79,6,11,8,5,12,13,3,9,16,85,95,303,254,240,240,273,148,321,49,1926
201021011,9,27,12,18,15,15,7,17,0,113,7,11,11,10,6,12,8,13,32,119,144,544,456,509,331,414,185,446,70,3087
201021012,0,5,4,0,3,7,6,3,0,31,0,3,3,0,3,9,3,6,9,36,46,140,79,86,72,140,68,208,23,863
201031013,0,4,0,0,0,5,5,3,3,19,4,7,0,4,4,6,0,0,11,38,33,109,92,88,115,148,68,206,21,893
201031014,0,3,5,3,3,6,8,3,0,30,3,4,0,0,6,9,0,9,17,58,75,150,132,151,136,200,89,244,30,1208
201031015,0,0,7,0,3,3,0,4,0,13,0,3,0,3,3,6,0,3,12,28,19,88,58,68,47,69,44,146,14,548
201031016,3,22,17,9,29,17,14,11,0,127,6,16,19,12,17,29,12,9,33,144,139,500,454,499,643,451,251,325,77,3344
201031017,0,4,7,6,3,5,3,3,0,29,5,6,3,10,18,5,6,9,11,64,27,108,101,91,107,136,55,175,24,829
202011018,28,90,63,85,129,85,76,79,0,629,18,49,49,48,85,65,24,48,140,527,958,2741,2434,2887,4178,3066,1719,2047,352,20384
202011019,0,16,4,11,29,13,4,9,0,101,5,17,7,13,23,9,3,12,20,107,89,353,210,301,399,287,163,229,53,2086
202011020,6,27,26,36,48,59,26,33,3,248,11,27,13,14,49,50,25,33,28,253,172,770,537,693,1019,929,522,643,97,5397
202011021,5,13,7,10,16,9,4,10,0,75,3,12,6,3,12,8,0,6,4,59,57,264,207,217,297,251,143,217,20,1669
202011022,10,35,27,45,75,70,60,52,3,375,11,28,7,18,46,31,17,26,30,220,265,957,706,795,1210,1036,658,752,80,6454
202011023,0,7,3,5,0,0,0,5,0,24,3,4,0,5,0,4,3,8,3,29,21,99,58,66,75,96,46,102,6,572
202011024,3,15,6,13,5,3,4,6,0,56,0,7,10,4,7,12,0,4,7,54,52,239,179,182,203,184,89,160,23,1304
202011025,4,18,7,8,30,21,10,17,3,118,4,12,3,15,25,29,8,29,14,130,135,420,277,371,629,517,338,417,42,3155
202021026,0,4,5,3,4,5,0,10,0,44,3,7,7,12,16,11,3,15,16,75,39,127,133,144,430,258,142,237,38,1536
202021027,7,12,21,19,26,26,12,22,4,152,16,26,14,31,33,47,24,29,51,261,224,678,663,782,837,1108,511,561,98,5469
202021028,0,10,8,3,6,7,0,6,0,37,3,10,9,9,3,9,7,14,11,69,50,275,208,203,130,225,96,285,29,1516
202021029,0,4,3,7,4,8,3,7,0,36,3,3,5,0,0,4,0,3,12,37,53,161,129,120,135,149,96,246,25,1106
202021030,0,22,10,27,17,36,19,28,3,155,13,24,14,12,11,18,9,19,26,145,180,645,526,607,588,631,300,539,79,4090
202021031,0,12,6,16,14,14,14,8,0,85,3,15,6,15,14,5,3,5,15,85,69,312,236,256,271,240,141,201,29,1751
202031032,7,4,3,0,4,8,0,12,0,40,0,12,3,4,11,10,0,8,11,55,59,130,92,98,168,182,170,467,32,1405
202031033,4,11,0,6,3,9,0,9,0,35,3,9,4,0,9,11,9,18,40,111,110,305,208,290,271,386,196,656,83,2500
203011034,4,8,5,5,8,10,5,8,0,47,6,6,4,10,6,10,3,4,14,51,62,205,151,184,195,178,86,154,29,1238
203011035,0,9,5,6,8,4,0,8,0,38,3,6,3,0,4,7,3,9,13,48,44,186,121,142,126,191,91,280,31,1206
203011036,0,0,12,4,8,8,0,10,0,45,5,12,5,0,3,3,3,9,11,44,54,236,167,185,128,225,106,278,28,1405
203021037,3,47,26,37,40,31,18,23,4,233,11,26,9,13,13,19,13,15,41,150,236,1079,710,775,876,733,404,499,93,5392
203021038,4,29,29,36,52,45,30,26,3,259,14,40,32,38,55,74,21,50,80,402,249,1093,764,814,1382,1279,710,1061,159,7509
203021039,14,134,86,93,208,185,77,98,11,906,28,89,76,78,176,167,57,80,235,984,1283,3436,3742,4076,6443,5628,2789,3204,499,31099
203021040,15,53,50,55,78,53,28,31,3,367,11,18,18,24,29,28,6,15,37,189,199,915,728,762,880,746,371,554,84,5250
203021041,10,29,20,31,39,47,17,20,4,222,0,30,19,13,26,31,3,20,41,196,225,1296,835,905,862,757,396,560,103,5938
203021042,3,35,17,23,18,18,14,14,0,154,8,21,10,4,12,23,4,16,31,132,157,833,613,573,921,750,357,603,67,4870
203021043,6,32,11,17,17,27,10,17,0,143,9,20,15,10,31,45,21,34,56,240,242,717,528,530,934,1270,492,854,107,5667
203021044,0,13,9,7,7,12,0,8,0,60,3,8,0,0,3,9,3,7,5,42,51,294,206,214,163,174,86,138,24,1346
203021045,4,25,29,23,41,46,27,30,3,232,8,24,13,20,39,43,5,27,46,226,154,649,543,545,800,830,394,571,95,4585
203021046,6,26,29,29,43,50,16,25,3,229,10,21,17,17,27,34,3,20,44,189,143,686,563,551,646,692,382,554,68,4292
203021047,8,36,28,26,87,97,35,64,3,387,21,43,38,55,86,98,34,49,80,497,343,807,886,1087,1866,2550,1226,1582,182,10527
203031048,3,19,8,18,25,18,6,7,0,102,5,24,7,4,12,3,6,5,15,81,83,430,326,328,364,350,155,264,47,2354
203031049,0,15,6,5,3,7,0,5,0,47,0,14,3,3,7,12,7,9,16,72,83,387,291,275,207,294,105,233,37,1919
203031050,10,43,31,34,37,26,14,25,3,225,3,26,18,19,16,17,12,27,36,176,193,1102,674,675,604,679,330,549,92,4891
203031051,3,9,0,3,4,8,0,5,0,34,0,7,4,3,10,3,8,3,6,53,49,239,146,138,134,145,57,127,20,1065
203031052,4,18,4,3,11,8,3,10,0,52,3,5,4,4,3,5,4,5,14,50,91,305,226,220,230,199,92,169,32,1568
203031053,3,44,25,38,45,38,12,23,0,232,12,42,25,29,22,34,12,20,38,214,193,1130,692,650,744,844,376,625,94,5348
204011054,0,8,6,9,14,8,4,14,0,67,5,9,5,8,9,18,3,11,21,90,124,326,281,350,375,411,217,339,46,2464
204011055,7,8,8,7,20,5,3,5,0,69,3,7,7,4,6,16,5,9,22,90,94,312,243,284,285,309,164,376,56,2126
204011056,10,19,18,19,15,17,17,24,6,140,8,23,12,20,26,26,9,20,43,182,154,563,489,480,574,601,329,500,84,3766
204011057,4,25,15,20,11,17,8,24,0,130,11,19,21,19,16,23,11,27,39,183,138,521,408,553,467,588,401,846,89,4019
204011058,0,4,0,6,0,6,3,3,0,20,3,4,4,3,4,7,3,4,11,50,55,186,116,175,267,231,115,228,41,1407
204011059,0,20,15,12,26,22,15,18,0,124,3,17,11,5,13,16,6,14,36,120,121,392,379,412,436,434,212,330,70,2788
204011060,3,4,3,0,8,8,4,4,0,30,0,4,3,3,4,9,3,5,11,50,88,108,106,116,362,444,294,466,36,2014
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5
204011062,0,0,3,5,3,4,0,6,0,29,3,5,5,5,9,13,8,7,11,69,48,160,130,140,100,167,68,178,30,1020
204021063,3,32,17,20,22,33,14,27,3,167,9,17,11,19,33,28,13,9,40,182,212,521,501,599,821,717,423,487,81,4365
204021064,0,6,0,3,0,3,4,4,0,19,0,5,3,3,0,4,3,10,6,42,23,96,67,75,76,102,48,238,29,751
204021065,0,8,3,5,18,6,4,9,0,51,0,8,0,0,7,8,4,6,21,53,76,159,154,143,208,395,173,229,36,1574
204021066,12,37,37,43,73,111,31,64,3,399,12,48,26,30,53,61,22,35,83,365,463,1184,1182,1415,1842,1661,781,1100,188,9803
204021067,0,4,6,0,6,9,0,9,0,39,16,18,9,9,13,16,0,11,24,116,110,322,230,284,299,392,238,589,50,2516
204031068,3,12,3,3,3,9,5,3,3,39,5,6,3,3,8,5,0,4,11,47,70,264,210,219,208,264,94,208,39,1574
204031069,4,10,5,17,15,15,7,20,0,90,8,18,11,8,16,15,8,23,25,125,128,481,416,572,617,511,390,754,77,3941
204031070,0,3,3,4,0,3,0,3,0,27,5,3,5,6,3,0,0,12,6,38,36,100,74,71,45,54,17,115,5,529
204031071,0,3,10,4,11,10,5,13,0,64,6,12,5,3,16,6,3,10,17,74,89,218,222,233,359,295,133,293,51,1887
204031072,0,5,10,10,12,19,6,15,0,82,6,14,6,8,3,6,3,10,24,77,95,281,199,267,208,285,136,486,55,2013
204031073,0,17,12,4,32,23,21,23,0,136,7,12,11,10,15,17,13,16,27,124,170,505,466,556,879,707,449,593,76,4399
204031074,13,48,38,70,147,126,80,69,9,604,22,52,35,34,92,103,36,63,115,541,552,1292,1244,1623,2837,2915,1638,2041,258,14408
204031075,0,3,3,5,0,7,0,3,0,29,3,10,4,6,3,9,4,7,7,43,47,170,117,140,137,160,137,236,16,1162
205011076,0,30,27,12,25,23,17,26,0,166,3,16,11,15,21,29,10,18,32,163,125,656,437,435,490,508,279,574,73,3586
205011077,5,6,6,0,3,8,0,4,0,35,0,23,5,0,6,7,3,6,10,63,63,276,175,176,210,186,102,341,34,1569
205011078,0,5,4,5,8,13,7,10,0,56,9,14,5,5,5,22,4,11,11,87,74,338,226,238,215,270,139,360,35,1892
205011079,12,64,53,81,136,82,50,70,9,557,22,35,23,17,39,49,17,46,86,334,369,1243,1040,1150,1485,1377,784,1164,196,8808
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
205021081,8,47,37,49,67,73,40,68,4,400,13,30,19,37,49,55,10,29,71,320,424,1026,1031,1291,1563,1346,743,998,161,8575
205021082,3,0,4,10,8,4,0,5,0,37,7,16,7,7,20,22,7,13,20,110,89,247,182,194,231,229,136,381,51,1755
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,21,17,12,12,10,3,14,4,94,11,8,13,6,11,7,3,10,31,105,156,441,359,412,337,290,156,309,75,2542
205021085,3,16,8,14,6,12,4,3,0,70,3,11,15,6,9,16,4,9,28,96,99,336,251,269,261,288,127,372,64,2072
205021086,0,3,9,3,3,8,3,3,0,27,0,4,9,3,6,0,0,4,7,37,39,130,106,104,106,105,64,119,13,787
205031087,0,18,13,6,8,12,3,11,3,75,4,22,11,11,20,10,3,15,33,126,123,461,333,359,273,395,168,668,75,2861
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,11,4,14,7,9,0,61
205031089,3,13,5,16,4,19,6,12,3,85,5,20,10,9,12,13,6,18,38,131,109,383,310,309,286,401,215,522,85,2608
205031090,7,22,16,18,49,39,22,29,0,209,8,20,20,23,33,20,16,27,34,199,229,766,608,647,757,738,535,847,97,5229
205031091,9,20,14,14,17,16,3,16,0,108,12,21,9,9,13,10,3,18,34,122,195,602,412,465,450,460,205,362,67,3221
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,7,7,7,0,0,0,32
205031093,17,48,41,35,46,57,24,26,0,293,16,37,28,28,30,35,13,36,64,287,392,1153,897,1046,1009,1015,500,830,145,6994
205041094,3,21,3,4,15,3,10,16,0,74,6,13,5,6,10,24,9,28,29,126,207,418,296,279,901,626,464,691,63,3948
205041095,5,30,20,22,31,29,9,25,0,182,10,21,10,11,17,23,4,19,55,176,223,749,590,614,883,651,356,500,100,4661
205041096,11,40,25,27,92,86,34,58,3,365,20,26,22,27,66,66,30,46,99,408,411,1051,939,1011,2059,1550,1037,1103,187,9358
205041097,5,71,45,51,103,111,37,55,3,480,15,38,27,23,61,52,14,24,115,381,540,1716,1429,1764,2264,1891,1013,1332,241,12199
205041098,0,4,3,5,3,4,0,3,0,22,0,3,3,0,0,8,0,0,0,15,13,61,52,48,48,61,34,77,7,405
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,11,0,26
205051100,0,3,0,4,3,4,0,8,0,24,0,0,8,12,21,14,14,37,27,133,97,132,118,155,450,406,319,988,57,2718
205051101,4,24,17,21,26,34,9,18,0,156,10,21,18,15,13,45,9,22,32,184,179,571,406,442,497,651,347,752,86,3940
205051102,0,0,0,3,4,0,0,5,0,21,0,3,0,3,4,8,0,3,13,39,47,119,96,108,130,212,167,389,28,1300
205051103,10,49,28,45,60,58,29,45,9,319,12,20,14,25,44,34,15,42,65,267,355,1098,880,927,1151,1219,564,885,145,7225
205051104,0,6,7,12,11,12,3,10,0,58,4,3,6,10,9,11,5,6,17,71,70,262,204,254,247,257,105,372,52,1814
206011105,17,67,67,73,122,125,58,66,8,599,11,84,70,64,138,111,33,62,99,667,306,1538,1463,1479,2192,1970,899,1275,228,11353
206011106,0,16,11,11,20,43,15,21,3,135,4,18,21,11,30,28,13,22,24,172,46,387,362,332,421,468,219,394,45,2668
206011107,0,18,13,12,21,19,16,17,0,105,0,8,9,8,5,12,3,11,13,80,33,263,192,234,198,191,100,208,36,1460
206011108,3,37,32,41,50,38,27,30,3,267,9,40,30,30,62,52,12,21,71,332,233,1119,1053,1129,1569,1086,549,774,164,7677
206011109,4,9,6,8,4,3,3,6,3,43,0,15,0,10,3,14,0,6,5,56,39,180,144,142,139,150,56,130,30,1018
206021110,5,23,21,15,35,46,10,23,0,162,3,29,24,27,57,48,20,22,44,268,86,474,429,399,703,770,336,519,80,3794
206021111,12,51,38,38,76,66,37,32,4,349,10,34,28,29,24,48,14,38,55,278,166,1057,773,773,965,998,507,751,130,6130
206021112,0,34,29,31,51,46,35,31,7,271,6,19,19,23,43,44,17,20,31,229,111,592,561,582,810,686,333,561,89,4332
206031113,0,12,20,22,23,21,8,28,0,134,0,9,21,12,8,17,7,13,20,109,71,432,346,303,313,333,168,311,39,2312
206031114,15,60,54,60,87,65,32,37,4,412,14,32,42,27,46,47,16,29,70,308,187,1462,993,992,1240,1182,564,987,142,7750
206031115,0,13,13,7,4,8,3,14,6,76,3,16,17,15,11,18,3,4,29,111,76,359,276,304,374,557,215,306,60,2523
206031116,6,38,44,40,56,42,26,18,7,284,3,34,25,23,39,47,17,23,57,271,279,1081,948,1031,1716,1368,578,744,129,7866
206041117,46,67,126,130,389,254,126,163,11,1310,21,49,56,40,76,75,33,54,124,532,509,1606,1836,1764,3276,3093,1410,1907,257,15656
206041118,14,17,27,35,67,59,37,45,0,306,50,117,93,69,219,289,89,152,509,1578,2055,2190,3203,3217,11235,19326,6747,8645,946,57550
206041119,26,36,60,74,200,141,67,85,3,685,7,54,41,32,69,107,33,57,154,548,790,1817,1836,2031,4363,3963,2211,2604,290,19909
206041120,0,0,3,4,4,0,3,3,0,21,4,12,7,0,11,3,3,3,14,57,43,253,154,126,232,266,151,220,28,1467
206041121,0,21,7,21,51,53,15,24,0,194,0,17,30,24,53,54,17,32,32,255,119,408,445,459,856,957,392,629,78,4334
206041122,109,311,447,445,947,626,340,407,20,3649,189,511,569,389,994,1239,374,727,1894,6880,6966,12573,17441,16430,49277,56460,24255,34250,3484,221142
206041123,29,96,134,125,288,211,109,147,13,1161,22,58,62,48,146,143,60,85,148,770,407,1169,1479,1454,3255,3259,1549,2392,303,15259
206041124,9,41,40,40,80,51,38,34,6,341,21,53,54,45,94,100,25,43,248,685,1297,2916,3217,3692,4507,6339,2277,3411,542,28210
206041125,16,25,25,46,100,71,35,53,0,361,18,32,39,21,60,83,34,54,128,482,613,981,1304,1592,3021,4210,1725,2420,265,16132
206041126,20,29,51,42,162,139,86,72,3,607,32,99,90,83,183,209,79,138,359,1263,1220,2316,3662,3312,7307,9315,4464,6503,675,38774
206041127,0,0,7,3,3,9,3,10,0,37,9,9,10,12,36,44,16,28,49,219,183,112,190,243,846,1063,530,763,93,4023
206051128,10,50,50,60,99,90,44,61,4,466,22,60,66,38,101,135,58,125,137,742,420,1244,1359,1359,2782,4142,1832,3124,263,16520
206051129,4,25,19,19,20,33,8,20,3,142,0,18,10,18,11,13,8,18,13,103,63,398,285,335,301,341,161,355,34,2269
206051130,3,26,56,54,75,45,25,39,0,317,6,26,29,23,27,46,18,44,40,254,164,517,529,493,659,895,390,821,87,4569
206051131,15,19,26,32,152,203,78,112,4,645,23,50,78,77,238,295,106,168,219,1250,571,779,1054,1185,4846,6242,3233,4471,414,22784
206051132,22,83,91,105,227,228,129,161,6,1068,39,85,104,81,201,308,105,174,210,1305,652,1555,2054,2034,4680,6866,3119,4650,411,26019
206051133,10,50,51,47,88,80,49,57,3,434,26,73,59,53,80,128,31,85,130,662,408,1423,1648,1572,2707,3169,1493,2163,247,14832
206051134,3,46,27,21,25,32,14,28,0,192,4,13,12,18,12,32,8,20,27,161,79,537,421,385,403,514,217,457,69,3084
206061135,12,45,40,36,72,35,24,27,0,290,10,38,20,15,26,33,15,35,43,229,171,896,764,741,1060,982,537,799,107,6059
206061136,11,67,56,69,131,72,64,60,11,540,3,38,46,39,57,98,42,82,64,465,244,1206,1303,1242,1654,1897,974,1550,151,10219
206061137,9,75,78,66,115,75,41,49,0,503,13,63,66,31,74,125,33,96,115,610,324,1499,1455,1243,2006,2584,1339,2075,211,12741
206061138,4,30,25,31,39,38,27,18,3,215,6,45,29,28,24,26,18,20,46,240,113,809,562,577,616,823,381,665,93,4638
206071139,10,36,37,35,104,93,46,54,9,428,13,36,33,39,89,94,32,63,78,482,266,647,804,864,2072,2373,1136,1559,151,9866
206071140,0,17,10,13,15,10,4,11,0,82,4,21,10,4,6,9,4,5,12,79,44,304,237,250,259,357,181,368,33,2047
206071141,4,30,37,38,76,68,41,55,6,360,19,44,52,44,94,143,54,126,81,664,270,852,1068,1081,2268,2566,1381,1913,195,11592
206071142,10,48,36,42,80,60,34,26,4,344,15,57,47,47,81,107,30,67,105,550,515,1355,1831,1991,2493,2880,1203,1701,229,14207
206071143,4,31,22,33,22,25,8,20,11,170,6,21,15,13,15,26,13,16,30,153,91,555,425,457,495,687,316,531,69,3630
206071144,22,74,97,87,198,225,79,142,14,955,44,116,142,131,252,344,126,259,288,1698,1012,3101,3446,3508,7375,7965,4036,5773,623,36842
206071145,9,16,15,16,42,23,20,15,0,154,7,17,18,13,34,20,13,17,27,154,103,450,379,427,628,510,287,371,56,3206
207011146,0,25,10,9,13,8,15,12,0,98,3,19,10,14,4,13,5,4,18,87,54,553,306,290,257,269,114,219,35,2103
207011147,0,36,21,19,32,36,20,24,0,194,8,29,23,20,25,26,14,13,47,209,121,955,646,596,716,815,406,594,100,4942
207011148,7,34,15,19,26,26,20,21,0,160,7,26,21,21,20,16,0,17,30,163,87,715,438,418,412,458,228,418,59,3234
207011149,7,61,62,46,82,73,35,42,3,421,10,37,35,17,51,53,14,45,68,336,260,1264,1145,1024,1580,1526,670,990,138,8596
207011150,6,27,13,25,24,16,13,18,3,144,11,26,25,12,41,48,19,25,50,250,181,657,630,610,790,1609,702,1332,106,6621
207011151,5,62,49,62,115,71,40,68,3,486,18,69,49,40,91,105,41,70,148,627,475,2020,1704,1484,2553,3135,1496,2318,259,15458
207011152,6,36,31,39,59,61,33,43,0,311,11,47,44,42,80,77,30,56,88,478,259,1107,1036,986,1734,2293,1007,1526,166,10110
207011153,8,59,27,32,49,33,31,44,6,291,16,59,47,35,50,63,18,57,94,443,416,1811,1526,1523,1955,2279,1052,1720,204,12491
207011154,0,28,21,14,17,13,10,13,0,114,0,8,13,9,9,18,8,15,18,92,58,332,276,256,302,386,167,310,37,2113
207011155,4,41,24,18,40,49,22,40,0,243,4,54,39,22,50,56,19,25,52,314,141,971,709,687,861,1011,463,794,91,5718
207021156,3,30,22,19,32,29,14,38,3,193,6,13,13,5,21,26,3,10,24,133,62,489,354,337,387,462,213,368,43,2709
207021157,6,56,57,58,92,53,41,39,7,416,8,46,29,19,51,45,14,23,72,308,237,2089,1408,1083,1571,1378,705,963,172,9615
207021159,3,30,22,19,15,12,5,16,3,132,0,23,18,9,16,19,4,12,23,127,72,511,418,392,359,346,176,299,39,2599
207021160,0,21,8,9,13,14,8,6,0,82,5,23,10,11,5,13,3,3,34,106,154,583,441,446,384,359,262,304,65,2997
207021424,3,19,16,16,22,15,6,13,0,102,4,19,14,16,11,10,7,9,23,115,63,528,336,320,339,298,160,241,47,2329
207021425,0,36,9,14,30,28,11,13,0,146,5,18,16,17,8,21,9,11,30,140,101,812,567,528,525,678,320,468,73,4074
207031161,11,72,82,86,132,128,68,97,3,686,11,43,38,40,67,83,23,43,53,392,238,1197,976,994,1522,1495,720,1074,113,8340
207031162,0,11,13,12,12,5,7,6,0,70,0,9,5,12,8,12,0,6,10,65,53,311,249,241,237,207,84,193,14,1587
207031163,15,84,60,57,108,90,62,40,9,513,20,102,65,36,101,109,30,55,147,660,686,2241,2354,2595,4031,3415,1543,1786,307,18958
207031164,0,20,15,21,28,29,22,13,0,159,3,21,14,10,19,25,5,15,17,138,45,422,267,301,331,368,139,267,33,2173
207031165,8,22,28,24,69,53,23,36,3,271,8,35,17,14,42,62,15,27,64,289,212,1021,716,660,1564,1490,661,947,119,7388
207031166,38,58,77,93,192,136,101,90,4,784,6,13,16,17,31,32,7,13,51,183,210,670,552,551,1280,1037,647,587,105,5633
207031167,0,15,10,7,14,13,4,9,0,74,3,19,10,8,18,15,10,4,19,102,73,405,350,313,500,398,173,279,53,2536
208011168,3,28,17,13,17,15,0,15,0,106,4,15,11,10,12,19,3,25,18,119,69,469,348,296,247,347,152,284,47,2256
208011169,7,67,42,50,85,57,31,36,0,379,10,66,50,43,35,64,24,56,67,416,276,1720,1326,1291,1324,1391,739,1279,166,9511
208011170,7,26,19,21,11,13,11,13,0,117,4,25,17,12,15,17,6,16,22,146,84,498,446,429,398,436,214,433,50,2982
208011171,4,28,19,17,26,59,17,39,7,217,3,29,24,22,63,61,18,46,41,316,117,567,481,571,1014,1255,587,859,89,5541
208011172,3,47,29,29,36,27,14,13,3,202,4,26,21,15,18,40,7,19,23,172,112,848,561,517,571,625,302,474,58,4066
208011173,6,43,35,20,22,23,10,13,7,178,6,37,19,23,21,31,13,29,40,224,171,917,777,770,716,784,368,583,81,5179
208021174,7,59,32,34,41,35,23,34,0,268,4,28,21,29,29,39,8,29,49,237,164,998,757,797,906,816,448,778,91,5747
208021176,0,35,18,19,39,24,21,23,3,177,5,18,11,16,25,25,10,22,25,150,80,653,464,445,533,490,250,402,59,3371
208021177,3,48,37,27,25,24,15,24,3,205,11,53,27,29,31,43,12,37,55,292,158,1204,948,882,1146,1146,579,937,120,7133
208021178,3,49,45,43,38,31,26,29,0,258,14,44,20,26,24,58,14,22,49,257,221,725,820,880,864,1136,452,616,92,5804
208021179,8,35,47,39,50,32,23,33,0,269,3,27,22,13,18,23,17,23,35,179,119,738,733,649,690,701,369,592,74,4666
208021180,0,10,4,8,14,6,3,6,0,52,0,3,8,4,9,9,3,5,10,52,37,226,188,182,254,227,106,181,28,1436
208021181,3,15,12,5,7,12,10,6,3,76,0,14,7,3,9,12,3,6,13,76,35,270,202,158,200,209,94,157,29,1355
208021182,7,24,12,7,15,18,7,14,0,120,3,24,10,12,11,11,3,7,13,95,70,555,338,309,346,379,180,305,38,2520
208021426,9,37,27,20,38,48,38,38,4,253,0,22,16,25,39,50,15,20,32,217,133,645,551,527,766,1007,414,581,68,4688
208021427,0,10,13,15,3,6,5,3,0,56,3,6,11,7,6,13,4,5,9,61,56,337,241,259,305,280,147,238,25,1888
208031183,0,10,3,4,8,9,0,4,0,44,0,9,7,8,15,9,5,13,14,75,34,197,117,114,183,141,63,130,22,1006
208031184,6,30,30,33,120,114,68,71,4,476,23,74,86,71,356,290,91,140,122,1256,241,684,750,812,3264,3101,1399,1700,215,12166
208031185,5,21,10,5,8,6,3,0,7,72,0,18,11,8,13,15,6,7,31,101,70,375,223,280,262,263,115,218,47,1855
208031186,3,18,11,10,5,14,8,8,0,77,3,9,11,7,7,15,0,12,29,87,80,351,299,331,300,313,146,274,46,2144
208031187,0,8,4,11,8,14,9,4,0,64,0,7,9,0,30,17,7,10,6,78,39,296,164,148,327,263,131,169,27,1560
208031188,10,79,83,83,141,136,48,71,4,658,25,71,83,72,143,143,42,85,100,768,366,2556,1742,1531,2528,2195,1059,1386,224,13590
208031189,3,15,7,7,15,5,3,10,0,69,3,10,9,11,6,12,3,8,15,73,55,327,247,257,291,277,128,211,27,1825
208031190,5,44,25,19,54,35,25,24,0,226,5,20,19,20,28,37,12,17,46,213,165,852,616,629,855,715,408,635,90,4959
208031191,17,57,67,57,202,207,72,121,15,818,19,68,93,94,291,251,83,130,136,1160,389,1234,1250,1434,3530,3515,1624,2085,269,15331
208031192,0,0,0,0,3,0,0,0,0,8,0,4,3,9,22,18,11,7,23,108,69,271,235,207,592,491,302,300,34,2496
208031193,8,46,34,33,54,71,19,47,7,319,7,41,37,26,88,77,25,37,62,398,130,887,758,747,1162,1054,549,782,123,6181
208041194,3,88,55,49,75,83,24,54,7,442,7,45,36,41,55,75,22,40,94,419,323,1415,1466,1460,1971,1612,836,1239,183,10502
208041195,0,56,65,49,73,45,19,21,7,334,6,47,40,30,42,60,16,31,93,367,321,2355,1606,1424,1644,1529,733,995,207,10811
209011196,0,18,9,18,41,33,18,19,0,155,3,22,8,11,26,15,7,12,21,117,50,276,215,247,379,379,230,304,41,2117
209011197,12,71,46,45,70,33,31,34,3,343,5,20,16,16,15,27,6,21,34,165,203,1526,864,840,884,753,385,609,99,6160
209011198,3,21,28,23,27,30,20,15,0,173,19,37,25,27,42,52,15,35,121,367,659,1331,1909,2224,2150,2785,973,1296,240,13566
209011199,7,27,27,28,55,77,31,49,0,303,10,30,23,28,114,94,33,49,56,434,178,589,629,669,1558,1475,649,812,123,6684
209011200,3,24,15,19,26,23,3,9,3,123,3,19,10,16,16,28,7,4,30,134,112,735,540,517,568,577,302,425,72,3848
209011201,0,10,11,12,9,10,0,10,0,68,0,11,0,6,3,9,0,5,10,49,43,296,165,209,165,182,76,178,17,1340
209011202,3,28,10,23,24,10,9,17,0,125,5,22,7,15,13,18,6,10,22,114,80,523,410,384,345,344,186,327,50,2646
209011203,0,15,3,3,7,14,3,3,0,53,0,12,9,12,10,12,3,12,13,81,87,376,310,304,428,545,297,350,31,2719
209011204,3,21,11,9,12,8,0,7,0,73,4,12,0,8,4,3,0,4,13,40,37,281,151,172,173,193,99,139,24,1273
209021205,6,31,13,12,12,11,11,11,0,116,3,23,10,14,20,10,9,10,58,163,223,904,736,691,1369,1030,477,655,128,6210
