SA2_MAINCODE_2016,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
101051539,62,10,13,1047,989,57,78,0,13,1137,1000,68,100,16,12,1199,882,64,69,14,14,1045,580,52,55,6,8,705,209,18,40,9,9,289,62,12,21,12,3,114,22,4,13,5,0,47,8704,456,596,91,113,9960
101051540,66,17,0,306,218,27,72,17,0,330,241,45,78,40,6,409,201,44,91,64,11,404,136,28,83,53,8,314,57,32,85,72,3,249,14,22,46,52,10,136,21,15,50,40,10,126,1986,286,677,405,62,3412
101061541,33,4,4,239,180,19,30,5,4,237,179,21,28,0,0,221,172,21,19,6,3,226,114,12,22,12,0,166,49,11,18,10,0,88,7,3,5,5,0,25,14,0,3,10,0,26,1770,149,209,69,30,2228
101061542,49,16,4,208,106,29,65,14,0,213,113,42,70,26,8,253,99,28,80,28,7,238,59,31,63,45,5,199,47,29,51,53,6,185,13,6,55,43,0,127,7,9,28,51,4,103,1145,259,533,307,37,2294
101061543,49,18,9,468,350,28,55,21,13,473,404,47,49,15,9,526,351,42,42,17,8,453,208,35,55,12,3,311,88,25,34,17,3,170,24,9,11,19,0,62,4,6,16,8,8,37,3449,294,407,155,64,4377
101061544,43,9,0,213,183,29,44,11,9,283,175,19,56,30,3,284,174,19,57,24,3,274,122,28,70,33,6,260,59,17,45,37,4,164,9,0,38,31,7,90,5,3,32,31,4,85,1447,175,474,251,45,2395
102011028,39,6,9,128,47,45,42,11,3,145,45,17,34,7,0,109,36,30,43,3,0,112,27,8,23,3,0,68,11,7,11,3,0,34,0,3,4,0,0,11,3,4,3,0,0,8,571,180,275,43,20,1084
102011029,43,8,4,135,72,37,41,11,0,162,65,35,45,6,3,157,72,35,57,4,3,164,27,32,34,9,3,101,14,16,29,4,0,63,4,8,15,4,0,36,4,3,3,0,0,18,689,220,346,64,21,1341
102011030,38,6,0,578,568,43,70,10,10,701,495,68,51,10,6,636,392,53,44,12,3,509,232,31,35,13,3,312,99,22,24,9,0,152,17,11,21,13,3,69,6,9,14,15,3,45,4335,363,374,110,48,5234
102011031,73,9,3,920,757,113,88,17,12,987,753,117,87,11,18,985,701,77,90,5,13,887,439,74,50,15,5,573,138,34,32,5,5,216,36,20,8,9,0,68,15,3,5,3,5,33,7982,683,585,94,103,9450
102011032,111,16,19,2211,1964,153,113,13,22,2274,1919,152,116,20,19,2217,1883,119,114,23,12,2156,1085,102,99,12,11,1307,384,69,59,10,10,536,100,29,24,7,6,164,34,11,8,3,4,65,16650,982,895,137,172,18835
102011033,17,0,0,183,134,5,16,0,3,162,149,11,5,0,3,175,118,13,15,0,0,139,78,6,10,0,0,91,24,3,3,0,0,27,9,0,3,0,0,9,3,0,3,0,0,6,1097,76,109,7,13,1306
102011034,29,9,3,225,184,27,39,3,0,260,203,26,28,0,3,260,191,27,29,0,4,246,152,6,16,3,0,184,51,5,8,3,0,74,13,4,3,3,0,22,9,0,3,0,0,8,1749,152,204,35,29,2168
102011035,13,0,0,77,68,5,9,0,0,83,74,7,11,3,0,98,69,8,15,0,0,91,51,4,5,0,0,68,12,3,3,5,0,24,3,4,0,0,0,5,0,0,3,0,0,4,554,52,93,16,3,728
102011036,19,3,0,293,258,31,29,0,0,316,298,15,27,0,0,336,277,13,22,3,5,328,163,16,15,6,0,202,41,6,6,0,0,54,6,4,0,4,0,14,6,0,0,0,0,6,2329,125,164,32,26,2679
102011037,22,0,0,95,81,13,19,0,0,110,103,14,22,3,0,131,81,16,15,4,3,114,54,12,13,0,0,75,29,6,5,5,0,42,6,0,5,6,0,21,0,0,0,0,0,8,611,81,125,22,3,850
102011038,26,4,4,80,46,13,28,6,0,92,35,15,30,5,4,80,33,13,26,3,0,79,25,15,9,0,0,48,10,8,8,3,0,29,3,0,3,0,0,15,0,3,0,0,0,4,369,117,174,26,14,704
102011039,56,9,0,304,172,60,57,9,4,305,166,56,58,8,3,285,150,44,55,12,0,260,102,24,45,12,0,181,35,37,21,5,0,95,13,8,15,0,4,49,3,3,3,3,0,10,1932,364,453,73,32,2857
102011040,74,9,4,400,286,31,84,13,3,417,280,47,71,7,9,410,264,42,64,17,8,386,158,43,56,12,13,282,69,34,41,3,6,149,13,8,9,15,3,53,8,8,4,3,0,22,2602,325,581,98,67,3673
102011041,49,7,4,199,99,36,48,4,0,192,85,41,33,4,9,168,78,29,30,8,0,143,55,21,22,0,6,102,17,5,18,0,0,41,5,5,0,0,0,16,0,0,3,0,0,5,956,208,291,39,24,1510
102011042,30,0,4,357,345,39,44,6,0,447,348,34,33,0,3,423,369,31,52,10,4,466,218,22,33,11,3,282,85,10,18,0,4,122,27,9,11,0,4,46,6,8,0,4,3,22,3197,231,325,43,37,3837
102011043,35,0,3,210,214,20,29,3,4,264,223,20,22,4,3,271,234,7,31,3,0,274,174,12,24,0,4,209,72,15,14,5,3,102,28,0,9,0,0,42,3,0,3,0,0,12,2112,121,243,31,21,2521
102021044,52,9,3,393,319,26,53,8,6,410,321,35,61,0,13,426,378,45,56,10,4,483,241,31,44,14,3,333,98,14,27,3,3,140,21,4,7,0,0,37,9,7,6,0,0,26,3213,285,423,55,51,4028
102021045,20,0,0,131,101,12,26,5,0,138,88,14,17,0,0,126,79,5,13,4,0,103,39,0,6,0,0,51,14,3,4,0,0,24,0,0,3,0,0,5,0,0,0,0,0,4,886,61,134,18,4,1107
102021046,23,0,0,97,66,13,13,4,3,104,74,7,20,3,3,104,68,12,22,4,0,108,35,6,23,6,0,80,12,4,10,0,0,25,0,4,0,0,0,12,0,0,3,0,0,3,663,89,156,25,18,951
102021047,67,8,3,610,519,56,61,8,4,653,505,55,68,12,11,644,411,57,37,3,14,521,238,24,35,4,4,302,54,13,23,6,3,98,17,9,3,3,0,35,6,4,4,3,0,16,4049,356,418,58,45,4924
102021048,29,0,4,361,278,33,56,4,3,378,321,32,51,8,0,412,297,24,34,6,3,367,185,17,32,6,3,237,58,6,15,5,0,83,16,4,3,4,0,35,3,3,0,0,3,12,3505,218,339,44,39,4149
102021049,11,4,3,77,43,20,13,6,0,81,47,19,17,3,0,82,42,14,15,4,0,80,34,6,18,3,0,61,8,12,9,3,0,31,0,3,3,3,0,5,0,0,5,4,0,11,524,105,104,40,9,784
102021050,22,0,0,173,141,20,13,4,4,178,183,16,27,3,4,227,186,19,22,8,0,233,98,11,13,9,3,136,23,17,13,8,0,59,15,5,4,3,0,24,3,0,0,0,0,5,1468,114,158,34,27,1802
102021051,18,3,0,218,198,18,17,0,0,228,216,34,23,6,3,280,193,19,17,10,3,241,106,17,18,3,0,147,51,16,7,0,0,74,9,3,3,3,3,23,0,3,0,0,0,6,1667,150,138,34,14,2009
102021052,19,0,0,48,36,7,14,3,0,60,35,16,16,4,0,73,20,8,9,3,0,44,15,3,3,0,0,27,4,3,3,0,0,14,0,3,0,0,0,7,0,0,3,3,0,3,274,70,92,25,4,464
102021053,45,5,4,364,221,56,41,10,4,326,232,37,33,11,5,315,172,42,52,10,3,286,144,33,51,9,0,235,38,25,25,14,4,106,24,16,10,3,0,52,14,4,4,0,3,23,2395,323,389,80,43,3222
102021054,39,8,0,229,188,26,33,4,3,256,189,17,33,5,3,244,161,18,43,8,6,236,100,18,29,3,3,156,31,6,15,0,4,59,11,3,0,0,0,18,7,0,3,3,0,14,1642,160,265,47,33,2149
102021055,40,4,9,1021,895,92,45,9,8,1048,775,70,38,4,10,898,604,57,42,7,10,717,372,59,39,9,9,482,110,26,20,3,0,159,35,23,6,11,3,69,3,0,3,3,3,11,8302,526,320,67,83,9298
102021056,58,3,8,770,621,48,50,10,8,727,658,46,38,7,6,753,573,40,35,13,6,671,346,17,29,4,3,396,122,23,18,0,4,173,23,8,5,0,0,40,5,0,3,3,0,13,5171,283,365,62,60,5940
102021057,27,7,4,612,572,45,30,7,3,657,526,33,36,6,5,609,453,26,24,4,0,511,301,25,37,5,6,370,94,18,14,11,3,134,19,7,3,3,3,41,7,4,3,0,3,13,4499,272,241,56,54,5122
103011058,91,12,12,1349,1168,95,98,8,12,1378,1088,93,95,19,18,1313,1005,76,94,21,17,1214,710,63,92,9,12,882,221,43,52,11,9,345,70,11,21,10,0,121,33,8,17,16,8,77,11027,642,784,152,140,12748
103011059,23,8,10,394,338,37,31,0,6,410,362,30,20,7,3,418,310,24,30,12,9,377,167,25,13,7,3,214,58,11,20,7,0,100,13,7,13,4,0,32,5,3,4,3,0,18,3007,219,231,61,39,3560
103011060,29,11,0,96,64,18,28,14,4,127,51,20,39,16,3,125,47,23,35,21,3,130,49,11,36,27,3,128,18,14,57,27,0,124,7,9,39,20,0,78,6,3,26,16,3,58,575,129,333,164,20,1226
103011061,20,4,0,211,186,20,22,4,3,237,164,6,20,7,3,210,164,15,31,4,3,220,118,17,35,21,3,187,65,11,30,27,3,133,23,4,22,27,3,78,3,4,7,7,3,32,1595,108,232,111,33,2079
103021062,35,14,5,227,167,32,37,11,3,249,168,17,57,28,10,276,173,18,67,19,6,285,110,18,51,31,7,224,63,7,43,29,4,143,18,3,27,19,4,69,18,8,24,32,0,78,1644,164,432,229,56,2530
103021063,42,5,9,376,360,14,48,11,3,439,345,34,45,4,8,434,285,22,55,3,3,373,229,24,52,11,8,325,85,15,25,3,4,136,16,3,29,4,3,58,4,3,15,4,3,29,3003,184,397,74,68,3728
103021064,32,11,7,152,94,15,44,10,0,168,103,18,58,18,3,198,85,7,45,13,4,153,80,11,63,20,3,179,26,13,35,24,3,101,13,4,28,25,3,62,8,4,28,22,6,67,856,99,405,173,43,1567
103021065,56,15,4,371,294,34,62,14,3,413,330,39,81,21,6,473,289,25,90,13,3,421,173,24,85,30,4,317,72,13,41,23,10,163,26,6,22,19,6,79,13,3,35,27,5,86,2921,223,573,199,81,3984
103021066,33,3,3,121,73,8,26,14,6,124,83,7,40,13,4,148,77,3,59,15,7,158,46,8,57,21,3,139,30,13,38,17,0,91,11,4,17,15,0,48,9,3,16,11,0,37,662,84,341,119,26,1228
103021067,28,3,5,418,372,39,29,9,3,451,398,43,24,4,5,469,351,28,43,3,3,434,207,15,43,7,10,281,71,14,28,4,0,129,28,3,8,8,3,47,6,3,0,3,0,17,3420,233,289,57,55,4061
103021068,31,11,0,155,91,3,43,9,0,151,84,6,43,19,3,160,81,7,42,19,7,154,55,4,44,31,3,138,13,9,27,24,3,73,9,8,17,16,4,50,3,5,21,25,3,54,862,65,301,175,38,1437
103021069,43,20,0,271,153,20,60,23,3,252,174,19,58,21,0,279,187,20,67,34,7,307,119,24,50,23,7,225,44,7,40,26,4,120,14,6,22,13,6,60,8,3,31,28,8,69,1684,151,471,233,43,2584
103031070,44,6,3,550,495,20,39,7,10,564,516,34,36,9,4,600,506,30,47,12,10,600,283,19,31,16,12,354,116,7,20,5,0,151,46,7,8,4,3,68,6,4,9,8,6,25,4368,197,296,83,59,5013
103031071,13,4,0,276,223,18,32,4,5,285,230,26,39,11,0,306,264,26,28,12,3,335,106,21,32,13,0,167,29,10,11,18,0,71,14,6,18,17,0,50,3,0,11,17,3,37,1923,150,228,100,28,2430
103031072,68,6,6,585,508,63,45,4,11,633,506,44,60,4,9,620,432,41,57,13,9,554,237,25,55,9,0,327,88,18,22,19,0,147,26,10,11,8,0,59,6,12,3,9,0,36,4310,329,444,87,73,5246
103031073,15,3,3,72,73,14,12,3,0,104,88,13,16,3,4,124,81,8,18,7,0,120,42,5,20,12,0,89,13,7,17,13,0,50,8,0,8,19,0,38,0,4,20,10,3,29,571,72,139,70,23,872
103031074,39,8,7,408,364,36,50,10,5,468,331,30,53,25,9,447,255,32,66,25,6,390,139,22,52,39,3,262,53,16,59,38,7,183,15,10,29,49,5,108,12,3,35,35,7,90,2802,200,469,267,75,3805
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,30,5,3,344,294,22,30,10,0,350,231,20,38,13,4,308,185,14,44,24,8,274,122,20,57,21,3,221,25,20,36,18,3,101,20,8,33,23,6,84,13,3,22,23,4,65,2223,152,351,156,40,2927
103041077,106,12,10,1743,1478,113,106,3,16,1715,1381,100,100,11,17,1606,1323,89,105,11,12,1541,760,75,73,15,18,936,282,46,52,7,4,395,74,17,31,9,6,142,39,4,16,5,16,76,13408,673,832,125,169,15198
103041078,43,4,7,354,275,34,47,3,9,366,239,37,43,8,5,334,228,31,27,10,5,301,130,16,35,12,3,206,59,16,20,8,0,105,19,8,4,3,0,35,4,0,5,0,0,15,2620,262,358,60,51,3346
103041079,52,14,5,392,266,41,49,13,8,372,273,39,58,29,8,405,246,32,87,11,11,382,157,33,60,37,3,296,80,25,62,75,8,245,24,18,50,40,7,141,6,3,32,55,7,107,2367,290,561,326,68,3612
104011080,78,8,12,1040,963,49,91,10,22,1133,989,75,85,18,19,1177,1012,47,95,19,15,1194,617,49,79,24,13,777,186,14,50,13,4,270,55,4,18,10,6,98,26,9,10,16,10,64,8129,377,641,142,147,9434
104011081,36,4,3,172,140,22,52,12,3,224,141,30,51,28,7,253,131,25,79,35,4,273,100,27,75,41,4,244,34,14,50,39,3,142,13,3,28,22,3,69,9,3,32,25,3,65,1058,162,470,215,49,1951
104011082,88,13,8,543,405,46,82,18,7,555,466,55,88,17,11,639,444,52,120,25,11,650,311,57,77,21,9,468,96,27,41,17,5,189,30,10,26,7,0,72,16,7,14,7,0,49,3597,363,653,150,88,4842
104021083,43,3,4,202,146,13,36,9,0,201,149,14,50,8,3,221,156,16,54,12,3,231,122,12,45,4,11,195,26,8,31,6,0,68,10,4,6,4,0,29,4,3,6,8,4,26,1169,99,328,69,41,1708
104021084,71,12,7,708,549,47,64,6,12,679,505,54,71,8,10,649,538,57,77,15,5,693,307,53,71,15,6,454,103,17,37,10,7,176,23,8,10,6,0,59,4,3,3,3,3,25,5279,356,547,114,82,6379
104021085,96,15,17,1517,1378,106,129,9,16,1641,1432,108,98,13,15,1663,1421,94,70,10,11,1607,843,59,93,16,14,1019,272,38,54,18,3,387,72,8,13,3,0,102,18,6,11,3,3,43,11507,605,770,109,118,13115
104021086,23,8,0,62,38,18,20,4,3,76,36,11,16,9,4,72,29,12,24,9,3,68,23,18,27,3,0,64,11,0,3,4,0,25,3,0,5,7,0,18,0,0,3,3,3,7,282,76,141,49,20,560
104021087,18,3,0,75,74,8,27,7,0,120,77,11,28,9,0,128,74,7,43,5,3,132,50,3,37,14,0,110,8,5,38,15,0,64,6,8,23,9,0,49,3,0,14,10,3,29,554,50,253,83,13,948
104021088,31,5,3,137,80,24,27,7,0,140,57,25,31,11,0,121,56,22,35,16,0,126,48,17,33,15,0,114,17,9,20,7,0,63,0,7,8,6,0,17,3,0,0,0,0,3,702,153,250,86,17,1200
104021089,62,11,5,467,359,56,76,12,7,506,390,50,76,12,9,532,337,45,73,9,10,464,222,42,66,13,8,351,77,16,26,12,3,139,16,4,9,6,3,39,3,0,8,7,0,23,3357,291,514,92,57,4314
104021090,9,0,0,119,100,18,20,4,0,140,106,14,24,3,3,145,124,10,27,4,0,166,85,8,24,4,3,127,23,4,13,6,0,54,6,0,10,0,0,15,0,0,3,3,0,9,858,75,166,33,17,1145
104021091,47,17,4,343,231,31,61,17,3,346,234,29,68,18,4,359,231,12,61,23,0,333,174,16,39,14,4,251,50,3,26,10,3,92,15,3,4,0,0,24,3,4,3,6,8,19,2451,183,413,146,50,3230
105011092,8,7,3,130,127,7,23,14,0,171,124,11,26,15,4,185,96,9,32,16,3,157,68,7,18,19,0,112,36,3,21,13,3,78,13,3,3,10,4,28,6,0,4,4,4,22,1117,65,177,93,33,1482
105011093,15,7,5,240,167,9,21,7,0,204,207,15,21,14,4,262,168,12,23,20,3,224,99,4,19,17,4,145,35,4,14,7,4,64,0,0,8,14,0,23,7,3,6,15,0,21,1833,91,190,120,36,2265
105011094,18,11,8,133,109,26,23,15,6,183,96,17,25,19,3,168,108,8,43,24,8,191,77,7,38,27,0,147,32,7,21,9,5,76,11,6,14,10,0,46,0,0,11,10,3,32,958,102,247,152,45,1503
105011095,26,18,3,239,187,28,32,13,0,264,181,22,46,18,6,272,150,18,43,20,7,231,83,18,39,9,3,152,54,5,31,8,4,97,15,5,17,11,0,45,4,5,28,32,0,70,1622,123,321,143,34,2252
105011096,24,10,3,186,161,12,30,25,11,236,159,9,30,20,14,235,146,21,40,36,3,243,107,13,40,32,13,197,47,7,28,29,8,112,24,8,16,19,0,71,6,7,7,12,3,38,1471,110,265,222,60,2134
105021097,43,10,11,662,640,33,34,4,12,725,691,38,42,8,10,796,717,54,56,9,16,855,411,30,50,21,13,530,144,23,29,13,6,213,39,4,15,0,7,71,16,6,10,5,9,48,5976,267,375,95,128,6845
105021098,8,10,0,84,50,8,20,12,0,94,56,16,26,9,3,115,49,7,37,16,7,110,62,8,31,22,4,124,24,3,17,10,3,57,5,3,13,9,0,29,0,3,8,3,0,16,596,79,195,116,25,1013
105031099,43,18,3,244,203,12,46,21,8,292,215,30,73,24,4,343,192,21,68,34,8,320,154,15,66,34,9,277,54,13,53,27,7,146,22,4,28,28,0,83,5,5,29,37,4,83,1683,137,489,256,55,2623
105031100,46,6,8,641,612,45,48,3,5,715,588,44,48,3,8,694,526,43,57,5,5,649,374,26,43,5,5,450,156,19,23,6,11,219,39,13,11,3,3,71,13,3,0,6,8,32,5641,302,386,60,92,6487
105031101,60,7,7,1032,885,77,65,16,10,1057,848,81,71,16,10,1029,805,50,69,12,11,954,475,58,58,9,7,611,177,34,47,4,5,266,48,9,18,10,3,80,25,5,13,3,9,56,8605,514,600,109,92,9924
105031102,16,4,0,214,161,13,21,7,0,196,162,17,26,0,4,210,161,16,23,0,6,203,103,9,21,0,3,138,27,3,13,3,5,52,15,5,9,0,3,30,10,9,10,3,0,21,1728,114,195,31,31,2108
105031103,27,8,3,91,44,16,29,13,0,98,43,12,38,7,0,108,48,6,46,19,3,121,23,3,52,14,0,101,15,7,30,20,3,77,0,3,18,24,3,46,3,3,18,18,3,53,462,99,301,140,29,1036
105031104,34,4,3,133,102,7,31,15,9,164,111,19,47,14,6,193,131,17,33,13,4,196,74,11,47,14,3,155,30,3,26,20,0,84,11,5,25,18,0,55,5,3,28,15,0,57,990,84,357,139,30,1605
105031105,42,12,3,232,158,20,37,26,9,250,162,25,43,24,0,256,170,32,47,17,8,270,114,14,51,21,3,206,50,14,36,32,3,134,11,5,13,15,3,57,11,0,10,19,4,53,1535,167,342,198,44,2286
105031106,26,6,3,236,195,14,38,8,3,259,216,22,34,15,4,299,211,14,46,25,3,304,133,10,41,11,3,201,48,11,37,22,6,120,15,6,19,17,8,66,9,0,25,24,3,62,1683,126,331,153,51,2334
106011107,32,7,3,409,309,46,34,7,4,411,239,38,25,15,7,314,251,27,39,10,7,333,149,32,30,18,8,242,56,29,27,22,5,141,12,13,10,16,0,52,8,3,10,10,3,31,3248,273,274,124,67,3993
106011108,50,5,11,722,631,44,48,7,6,734,554,42,37,3,16,648,597,25,43,13,8,687,313,28,39,13,3,390,119,9,13,13,4,157,26,8,5,9,0,51,7,6,3,0,6,21,5559,271,358,84,79,6353
106011109,23,10,0,208,162,20,20,6,0,220,146,27,27,3,0,195,113,24,33,13,4,188,57,22,35,11,3,125,20,14,26,17,3,75,9,5,8,8,0,28,0,7,13,5,0,23,1178,165,214,70,18,1642
106011110,25,11,0,207,161,25,36,11,7,235,179,22,60,10,4,266,176,24,61,24,7,288,114,28,51,16,5,215,41,26,30,21,0,117,14,17,14,24,3,66,11,8,20,18,3,59,1426,206,348,145,30,2155
106011111,37,3,5,356,293,39,26,11,3,380,329,23,35,8,5,402,249,22,29,9,3,315,161,13,28,11,3,220,45,11,11,4,0,78,11,0,0,0,0,14,6,0,3,0,0,12,2811,175,236,69,37,3336
106011112,29,9,9,868,752,44,38,6,10,854,740,46,38,6,12,841,573,35,43,10,6,669,315,33,24,11,3,388,105,28,20,15,0,174,18,3,13,4,0,42,9,7,16,4,0,37,7321,351,314,92,72,8149
106011113,16,8,10,959,787,31,14,3,4,844,664,27,18,11,10,733,543,30,25,8,0,611,250,14,31,9,3,304,52,5,25,23,4,109,12,4,25,17,0,62,0,0,8,11,3,27,6366,173,181,113,63,6893
106021114,34,8,5,786,721,42,25,9,4,794,636,32,21,4,8,702,571,41,44,5,6,662,293,27,44,9,3,368,108,14,17,6,0,143,22,8,8,5,0,40,10,0,0,0,0,9,5823,265,264,58,44,6459
106021115,59,8,3,826,689,82,67,4,7,850,595,63,89,13,4,767,537,55,72,14,3,684,296,36,63,10,3,412,102,29,21,7,0,166,38,15,11,5,0,69,14,4,4,4,7,31,6453,468,559,102,54,7637
106021116,23,3,0,112,50,18,19,0,3,98,54,15,20,9,3,103,69,14,21,5,0,109,30,12,17,5,3,63,19,6,16,6,0,52,3,0,4,0,0,8,3,0,6,0,0,8,654,123,164,45,13,993
106021117,50,7,5,805,652,52,44,8,12,765,600,57,40,6,0,703,525,52,38,11,9,629,288,36,21,11,8,362,94,27,18,11,4,158,27,14,9,7,0,59,20,9,7,7,0,42,6577,413,353,91,57,7495
