SA2_MAINCODE_2016,UIE_IDNS_OMOE_Nil_em,UIE_IDNS_OMOE_1_19_em,UIE_IDNS_OMOE_20more_em,UIE_IDNS_OMOE_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMOE_Nil_em,UIE_Tot_OMOE_1_19_em,UIE_Tot_OMOE_20more_em,UIE_Tot_OMOE_NE_NS,UIE_Tot_Tot
110041204,14,0,0,0,21,133,95,0,0,226
110041205,17,0,0,6,30,565,226,0,34,826
111011206,10,0,0,0,13,272,99,3,5,378
111011207,0,0,0,0,0,62,13,0,4,78
111011208,26,3,0,0,30,532,157,13,3,700
111011209,19,3,0,0,22,410,117,4,11,547
111011210,0,0,0,0,0,108,33,0,3,143
111011211,4,0,0,0,4,67,20,0,0,86
111011212,5,0,0,0,5,179,61,0,0,244
111011213,3,0,0,0,3,194,37,0,3,229
111011214,13,0,0,0,14,286,117,4,3,410
111021215,3,0,0,0,3,103,23,0,4,133
111021216,9,0,0,0,6,135,27,0,3,164
111021217,3,0,0,0,7,162,38,0,0,204
111021218,22,0,0,0,22,326,109,4,0,444
111021219,5,0,0,0,7,224,76,3,3,309
111021220,7,0,0,0,6,152,40,0,0,189
111021221,3,0,0,0,3,100,25,0,0,124
111031222,7,3,0,0,12,303,77,8,3,391
111031223,3,0,0,0,6,124,47,0,7,176
111031224,13,3,0,0,23,388,143,12,3,547
111031225,7,3,0,0,10,343,140,6,3,496
111031226,3,0,0,0,3,128,32,0,0,157
111031227,12,3,0,0,17,322,62,3,6,402
111031228,21,0,0,0,17,265,91,0,9,361
111031229,23,3,0,0,24,517,220,38,9,785
111031230,8,0,0,0,7,25,16,0,0,39
111031231,6,0,0,0,6,139,36,3,0,180
111031232,3,0,0,0,3,101,30,0,3,127
111031233,9,3,0,0,15,266,79,3,0,350
111031234,5,3,0,0,6,183,42,5,0,228
111031235,9,6,0,0,18,226,66,4,0,307
112011236,26,6,0,0,37,494,241,17,12,762
112011237,27,6,0,0,31,562,196,3,12,770
112011238,21,0,0,0,25,410,96,5,12,525
112011239,22,3,0,0,22,356,86,0,12,449
112011240,40,10,0,0,51,726,191,4,24,951
112011241,7,0,0,0,7,112,35,0,0,150
112011242,13,3,0,0,13,264,76,0,0,341
112011243,36,5,0,0,40,532,134,0,20,688
112021244,12,3,0,0,19,209,116,3,6,332
112021245,5,0,0,0,11,270,69,0,6,351
112021246,6,3,0,0,7,210,53,0,6,272
112021247,10,0,0,0,13,300,75,3,8,383
112021248,34,5,0,0,44,595,323,21,9,946
112021249,23,3,0,0,28,596,146,0,30,772
112031250,17,3,0,0,20,360,114,0,0,475
112031251,20,5,0,6,23,320,140,3,9,475
112031252,17,0,0,0,20,402,77,3,10,487
112031253,22,0,0,0,22,366,88,0,9,470
112031254,24,6,0,0,31,472,106,7,6,597
112031550,13,0,0,0,13,235,45,0,0,285
112031551,3,0,0,0,3,77,14,0,0,95
112031552,13,7,0,0,14,235,105,7,3,352
113011256,11,0,0,0,14,322,190,12,27,543
113011257,21,4,0,3,27,416,221,4,20,665
113011258,8,3,0,0,11,229,103,4,6,338
113011259,5,0,0,0,5,204,114,0,11,324
113021260,5,0,0,0,10,152,61,3,11,222
113021261,4,0,0,4,5,118,77,0,3,195
113021262,4,3,0,0,5,160,55,0,3,216
113031263,10,0,0,0,12,176,127,0,3,305
113031264,3,7,0,0,10,97,65,0,0,164
113031265,3,3,0,0,4,162,86,0,6,258
113031266,12,4,0,0,14,276,147,0,11,429
113031267,15,4,0,0,20,321,148,7,7,479
113031268,0,0,0,0,3,62,19,3,0,90
113031269,7,0,0,0,9,252,68,0,0,320
113031270,28,8,0,0,33,408,284,18,9,714
113031271,17,4,0,0,28,579,272,3,30,884
114011272,21,3,0,0,21,348,140,0,8,504
114011273,3,0,0,0,4,52,28,0,0,85
114011274,12,4,0,0,17,119,57,0,6,185
114011275,0,0,0,0,0,0,0,0,0,0
114011276,4,0,0,0,4,143,58,4,0,210
114011277,14,4,0,0,20,289,104,8,7,412
114011278,26,6,0,0,33,456,217,15,9,700
114011279,9,0,0,0,15,183,68,0,4,258
114011280,3,0,0,0,3,96,36,0,0,132
114011281,5,3,0,0,5,73,26,0,0,96
114011282,21,0,0,0,26,474,191,5,15,683
114011283,6,0,0,0,11,159,40,0,7,208
114021284,26,0,0,0,30,506,155,3,11,676
114021285,4,0,0,0,4,105,17,0,0,117
114021286,21,3,0,0,21,346,101,3,14,464
114021287,14,0,0,0,19,286,102,0,0,391
114021288,9,0,0,0,11,174,39,0,8,223
114021289,14,3,0,0,24,286,53,3,4,344
115011290,13,3,0,0,21,297,92,4,0,390
115011291,55,7,0,3,60,588,182,22,9,800
115011294,4,0,0,0,4,114,21,0,0,138
115011296,19,3,0,0,16,197,24,0,3,223
115011553,12,3,0,0,16,281,106,4,0,396
115011554,4,0,0,0,4,74,11,0,0,81
115011555,10,3,0,0,15,212,62,0,6,286
115011556,6,0,0,0,4,192,78,3,0,269
115011557,0,0,0,0,0,62,11,0,4,76
115011558,12,0,0,0,17,286,42,0,3,335
115011559,14,4,0,0,19,367,68,0,3,440
115021297,27,6,0,0,37,696,187,0,9,896
115021298,9,0,0,0,11,162,53,0,3,224
115031299,5,0,0,0,5,114,20,0,3,145
115031300,18,0,0,0,22,472,146,0,12,628
115041301,11,5,0,0,17,289,83,0,4,381
115041302,24,0,0,0,26,381,88,4,3,475
116011303,38,12,0,0,47,467,210,16,5,697
116011304,9,0,0,0,9,169,34,0,0,206
116011306,5,0,0,0,5,187,40,3,3,234
116011307,31,5,0,0,37,509,121,7,10,650
116011308,12,5,0,0,19,319,72,3,4,399
116011560,4,0,0,0,4,139,11,0,0,149
116011561,4,0,0,0,10,169,27,3,3,201
116021309,11,3,0,0,11,237,26,3,0,266
116021310,28,3,0,0,29,396,68,0,0,464
116021312,18,5,0,0,26,408,92,4,4,510
116021562,0,0,0,0,0,49,3,0,0,57
116021563,8,0,0,0,10,285,45,0,4,328
116031313,3,0,0,0,5,107,34,0,0,144
116031314,3,0,3,0,4,129,24,7,6,167
116031315,12,0,0,0,13,191,33,0,4,224
116031316,10,0,0,0,13,116,15,0,3,142
116031317,13,3,0,0,15,278,91,0,0,367
116031318,23,5,0,0,26,177,43,4,9,228
116031319,6,3,0,0,13,290,77,9,3,370
117011320,13,0,0,0,14,95,25,3,0,121
117011321,20,3,0,0,18,268,60,3,3,336
117011322,41,0,0,0,45,549,106,6,6,663
117011323,7,0,0,0,14,162,41,0,9,216
117011324,13,3,0,0,10,66,14,0,4,82
117011325,15,5,0,0,19,118,19,4,0,145
117021326,54,6,0,0,59,895,198,5,12,1111
117021327,24,6,0,0,28,528,119,4,8,654
117021328,19,8,0,0,30,370,69,3,0,447
117031329,32,3,0,0,36,512,148,13,0,673
117031330,50,8,0,0,64,1035,161,13,9,1218
117031331,24,0,0,0,20,517,98,8,9,625
117031332,45,8,0,0,51,801,205,6,14,1027
117031333,45,9,0,0,55,623,122,13,11,767
117031334,46,11,0,0,58,667,142,21,9,835
117031335,33,8,0,0,42,578,134,9,4,718
117031336,56,10,0,0,70,895,202,26,14,1131
117031337,314,65,6,10,402,5261,1861,1522,72,8721
117031338,43,6,0,0,53,652,139,9,6,805
118011339,36,0,0,0,37,565,92,0,5,658
118011340,37,0,0,0,37,599,82,3,4,691
118011341,33,3,0,0,35,839,232,15,9,1092
118011342,0,0,0,0,0,14,0,0,0,14
118011343,44,9,0,0,55,855,211,12,16,1088
118011344,16,0,0,0,16,255,51,0,4,307
118011345,52,0,0,0,55,611,114,3,7,734
118011346,16,4,0,0,22,355,84,9,6,453
118011347,10,3,0,0,12,285,69,4,0,360
118021348,34,8,0,0,37,546,111,3,9,665
118021350,21,3,0,0,19,337,74,0,4,415
118021564,8,0,0,0,13,237,51,4,0,296
118021565,5,0,0,0,9,214,56,0,0,271
118021566,14,0,0,0,14,193,47,0,0,244
118021567,9,0,0,0,9,179,30,0,3,214
118021568,15,0,0,0,16,163,47,0,0,213
118021569,20,0,0,0,21,388,64,3,3,458
118021570,15,0,0,0,20,359,156,9,3,528
119011354,16,0,0,0,18,283,56,0,5,346
119011355,15,5,0,0,22,172,46,0,4,220
119011356,32,10,0,0,39,381,115,3,3,498
119011357,27,3,0,0,31,425,96,6,11,536
119011358,15,3,0,0,18,263,87,0,3,361
119011359,13,0,0,0,16,370,98,0,0,465
119011360,7,3,0,0,8,188,65,0,3,253
119011361,9,0,0,0,12,239,52,0,0,291
119011571,18,3,0,0,20,357,96,0,4,464
119011572,20,4,0,0,27,320,144,3,5,478
119021362,21,8,0,0,26,318,83,0,6,408
119021363,28,0,0,0,31,520,160,9,9,692
119021364,25,9,0,0,27,430,96,0,5,529
119021366,10,7,0,0,21,335,79,6,0,421
119021367,10,4,0,0,19,184,44,3,0,225
119021573,16,0,0,0,18,395,47,4,3,445
119021574,9,0,0,0,9,167,13,0,0,175
119031368,21,3,0,0,25,388,150,7,3,549
119031369,10,3,0,0,14,330,110,3,3,449
119031370,6,0,0,0,6,153,44,0,3,202
119031371,9,0,0,0,12,190,51,0,3,248
119031372,16,7,0,0,22,364,102,0,0,464
119031373,6,0,0,0,6,135,48,0,0,181
119031374,15,3,0,0,21,308,63,0,8,373
119041375,22,0,0,0,22,311,39,4,9,354
119041376,20,0,0,0,22,395,66,0,4,468
119041377,17,0,0,0,17,229,61,0,4,289
119041378,16,3,0,0,25,272,145,9,3,428
119041379,7,0,0,3,5,210,46,0,3,255
119041380,11,0,0,0,11,193,42,0,0,241
119041381,21,0,0,3,21,345,88,3,9,442
119041382,7,3,0,0,9,241,95,0,5,341
120011383,9,3,0,0,12,377,83,4,5,467
120011384,29,11,0,3,41,524,88,11,6,632
120011385,22,3,0,0,25,392,102,0,4,507
120011386,22,0,0,0,24,484,116,3,8,608
120021387,27,6,0,0,30,544,89,4,3,641
120021388,42,4,0,0,46,847,168,4,10,1022
120021389,28,3,0,0,33,490,93,3,4,587
120031390,23,3,0,0,24,439,91,4,8,539
120031391,39,9,0,0,45,586,210,11,3,806
120031392,12,3,0,0,12,184,33,0,0,225
120031393,19,0,0,0,19,284,66,0,3,359
120031394,8,0,0,0,11,321,55,0,5,383
120031395,16,0,0,0,16,336,68,0,4,408
120031396,28,6,0,0,35,376,115,9,11,507
120031575,16,3,0,0,13,396,101,4,5,507
120031576,3,0,0,0,3,96,16,0,0,113
121011398,46,5,3,7,62,843,292,22,14,1165
121011399,20,0,0,0,25,319,28,3,3,354
121011400,39,3,0,3,42,714,158,3,8,880
121011401,31,9,0,0,47,540,172,12,3,727
121011402,25,3,0,0,29,640,131,3,3,783
121021403,15,0,0,0,15,385,71,0,3,463
121021404,9,0,0,0,10,239,47,0,10,295
121021406,14,3,0,0,20,380,71,0,3,454
121021577,17,6,0,0,26,332,142,0,0,475
121021578,19,3,0,0,19,193,44,0,4,245
121021579,11,0,0,0,10,148,24,0,0,174
121031407,16,0,0,0,20,427,85,3,0,518
121031408,19,3,0,0,23,502,78,4,3,590
121031409,12,3,0,0,16,350,68,0,0,425
121031410,21,3,0,0,27,476,74,3,3,562
121031411,15,0,0,0,15,400,81,0,7,487
121031412,17,0,0,0,22,357,117,0,8,480
121041413,29,0,0,0,28,445,60,3,0,511
121041414,30,9,0,0,42,556,141,5,4,711
121041415,45,3,0,0,51,838,182,8,7,1029
121041416,26,7,0,0,29,491,108,9,8,610
121041417,37,6,3,0,52,668,214,36,8,922
122011418,19,0,0,0,21,529,113,0,3,647
122011419,43,4,3,0,50,721,161,4,9,899
122021420,36,3,0,0,34,535,105,0,7,639
122021421,18,0,0,0,19,302,45,0,0,351
122021422,33,0,0,0,37,462,77,0,4,550
122021423,43,3,0,0,49,863,248,7,10,1132
122031424,8,3,0,0,9,275,48,0,4,321
122031425,9,0,0,0,16,190,39,0,5,241
122031426,35,5,0,0,40,559,142,5,9,711
122031427,16,0,0,0,16,291,63,3,0,357
122031428,45,3,0,0,48,632,128,11,5,773
122031429,40,10,0,0,51,882,233,7,3,1129
122031430,21,0,0,0,26,375,69,0,3,448
122031431,27,6,0,0,29,573,108,3,3,683
122031432,6,0,0,0,11,134,42,3,3,178
123011433,12,0,0,0,13,281,112,0,4,398
123011434,20,8,0,0,32,333,119,0,3,453
123011435,29,3,0,0,33,447,102,3,6,555
123021436,8,0,0,0,9,139,37,0,0,179
123021437,33,8,0,0,47,456,205,13,8,688
123021438,9,0,0,0,9,204,43,0,0,241
123021439,0,0,0,0,0,0,0,0,0,0
123021440,25,3,0,0,25,347,99,0,3,454
123021441,10,0,0,0,13,166,32,3,0,201
123021442,9,0,0,0,6,198,33,0,3,232
123021443,14,8,0,0,18,313,69,0,0,384
123021444,9,0,0,0,12,163,36,0,4,200
123031445,3,0,0,0,3,108,34,0,0,135
123031446,3,0,0,0,6,158,39,0,3,201
123031447,10,3,0,0,19,330,111,0,5,443
123031448,18,0,0,0,18,189,56,0,9,257
124011449,16,3,0,0,20,238,56,0,4,297
124011450,16,0,0,0,19,373,89,11,4,480
124011451,0,0,0,0,0,3,0,0,0,3
124011452,24,5,0,0,35,588,159,7,9,770
124011453,10,0,0,0,11,285,57,0,0,337
124011454,11,3,0,0,16,433,123,0,4,563
124011455,3,0,0,0,3,169,38,0,3,214
124021456,0,0,0,0,0,0,0,0,0,0
124031457,19,0,0,0,19,158,31,0,3,185
124031458,14,7,0,0,20,347,85,3,5,438
124031459,16,3,0,0,24,237,49,0,0,290
124031460,13,0,0,0,14,214,46,4,0,265
124031461,14,3,0,0,20,299,100,0,0,401
124031462,12,3,0,0,15,263,74,0,6,345
124031463,4,0,0,0,11,169,67,3,3,245
124031464,32,6,0,0,38,497,234,11,10,754
124031465,0,0,0,0,0,84,36,0,0,121
124041466,11,3,0,0,18,318,154,3,9,485
124041467,17,7,0,0,21,338,138,0,0,484
124041468,19,0,0,0,16,181,49,0,0,236
124051469,7,0,0,0,12,128,21,0,0,151
124051470,9,0,0,0,9,203,45,0,3,249
124051580,11,0,0,0,9,99,26,3,4,129
124051581,33,5,0,0,39,304,140,0,7,450
125011473,42,5,0,0,44,471,118,3,9,605
125011475,0,0,0,0,0,5,0,0,0,6
125011582,24,4,0,0,26,306,77,3,4,391
125011583,15,3,0,0,19,179,41,0,3,224
125011584,7,3,0,0,13,122,16,3,0,142
125011585,7,0,0,0,7,106,19,0,3,125
125011586,32,5,0,0,41,399,105,3,6,509
125011587,7,0,0,0,9,119,29,0,0,151
125021476,26,0,0,0,33,431,89,0,3,524
125021477,36,3,0,0,38,452,117,4,3,574
125021478,16,0,0,0,20,246,58,3,5,308
125031479,21,0,0,0,24,311,74,0,3,387
125031480,15,4,0,0,13,183,69,0,4,261
125031481,22,8,0,0,24,355,104,3,3,456
125031482,16,0,0,0,21,317,65,0,3,385
125031483,21,3,0,3,28,296,76,5,8,389
125031484,18,3,0,0,21,240,48,0,3,289
125031485,22,3,0,0,28,401,112,3,12,526
125031486,19,10,0,0,27,129,74,3,3,205
125031487,5,7,0,0,10,47,21,0,0,65
125041489,22,8,0,0,30,372,82,7,3,466
125041490,7,0,0,0,9,158,37,3,0,202
125041491,36,0,0,0,34,325,88,4,6,420
125041492,55,8,0,3,69,739,314,22,9,1088
125041493,14,0,0,0,14,241,52,3,0,296
125041494,5,0,0,0,9,156,41,3,0,198
125041588,16,3,0,0,17,205,54,3,3,272
125041589,14,0,0,0,15,208,44,0,0,253
126011495,21,3,0,0,25,429,92,3,0,526
126011496,22,5,0,0,22,411,108,0,0,527
126021497,14,5,0,0,17,467,169,10,10,648
126021498,19,3,0,0,23,352,77,0,3,440
126021499,7,0,0,0,15,205,44,4,0,256
126021500,57,3,3,3,61,554,86,19,6,664
126021501,23,3,0,0,27,292,55,6,0,350
126021503,14,0,0,0,18,320,95,6,4,425
126021590,0,0,0,0,0,81,20,0,0,100
126021591,24,4,0,0,29,457,84,6,3,542
127011504,4,0,0,0,6,91,20,3,3,119
127011505,19,0,0,0,22,313,70,0,3,384
127011506,12,0,0,0,12,382,92,3,6,481
127011592,0,0,0,0,0,0,0,0,0,0
127011593,0,0,0,0,0,70,15,0,0,91
127011594,4,0,0,0,4,121,28,0,0,152
127011595,5,0,0,0,5,117,19,0,3,130
127011596,10,0,0,0,14,123,23,0,0,148
127011597,5,3,0,0,7,155,28,0,0,183
127021509,6,0,0,0,7,150,54,0,0,209
127021510,17,0,0,0,17,207,30,3,4,242
127021511,16,10,0,0,19,316,242,0,10,568
127021512,6,4,0,0,12,156,39,0,3,201
127021513,7,3,0,0,11,186,81,0,8,275
127021514,3,0,0,0,3,100,26,0,0,130
127021515,16,0,0,0,17,316,165,4,6,500
127021516,5,0,0,0,5,184,40,0,4,224
127021517,6,3,0,0,5,117,31,0,0,147
127021518,11,0,0,0,11,139,46,3,3,188
127021519,21,3,0,0,24,238,74,0,3,313
127021520,3,0,0,0,3,98,21,0,3,126
127021521,37,12,0,0,42,277,125,4,3,403
127031522,14,0,0,0,10,194,37,4,3,238
127031523,29,3,0,0,35,403,102,0,6,508
127031524,17,0,0,0,17,223,45,4,3,271
127031598,31,6,0,0,38,495,219,10,5,736
127031599,9,0,0,0,11,114,19,0,0,133
127031600,20,3,0,0,23,315,76,5,5,403
127031601,5,0,0,0,5,77,39,0,0,113
128011529,11,0,0,0,11,310,79,0,3,393
128011530,17,7,0,0,23,414,179,14,11,623
128011531,20,3,3,0,27,316,95,3,10,423
128011602,24,12,0,0,30,407,205,0,5,616
128011603,4,0,0,0,9,173,19,0,0,190
128011604,32,3,0,3,32,542,140,4,14,707
128011605,0,0,0,0,3,43,8,0,0,51
