SA2_MAINCODE_2016,Pro_650_799_A_25_34,Pro_650_799_A_35_44,Pro_650_799_A_45_54,Pro_650_799_A_55_64,Pro_650_799_A_65_74,Pro_650_799_A_75ov,Pro_650_799_Tot,Pro_800_999_A_15_19,Pro_800_999_A_20_24,Pro_800_999_A_25_34,Pro_800_999_A_35_44,Pro_800_999_A_45_54,Pro_800_999_A_55_64,Pro_800_999_A_65_74,Pro_800_999_A_75ov,Pro_800_999_Tot,Pro_1000_1249_A_15_19,Pro_1000_1249_A_20_24,Pro_1000_1249_A_25_34,Pro_1000_1249_A_35_44,Pro_1000_1249_A_45_54,Pro_1000_1249_A_55_64,Pro_1000_1249_A_65_74,Pro_1000_1249_A_75ov,Pro_1000_1249_Tot,Pro_1250_1499_A_15_19,Pro_1250_1499_A_20_24,Pro_1250_1499_A_25_34,Pro_1250_1499_A_35_44,Pro_1250_1499_A_45_54,Pro_1250_1499_A_55_64,Pro_1250_1499_A_65_74,Pro_1250_1499_A_75ov,Pro_1250_1499_Tot,Pro_1500_1749_A_15_19,Pro_1500_1749_A_20_24,Pro_1500_1749_A_25_34,Pro_1500_1749_A_35_44,Pro_1500_1749_A_45_54,Pro_1500_1749_A_55_64,Pro_1500_1749_A_65_74,Pro_1500_1749_A_75ov,Pro_1500_1749_Tot,Pro_1750_1999_A_15_19,Pro_1750_1999_A_20_24,Pro_1750_1999_A_25_34,Pro_1750_1999_A_35_44,Pro_1750_1999_A_45_54,Pro_1750_1999_A_55_64,Pro_1750_1999_A_65_74,Pro_1750_1999_A_75ov,Pro_1750_1999_Tot,Pro_2000_2999_A_15_19,Pro_2000_2999_A_20_24,Pro_2000_2999_A_25_34,Pro_2000_2999_A_35_44,Pro_2000_2999_A_45_54,Pro_2000_2999_A_55_64,Pro_2000_2999_A_65_74,Pro_2000_2999_A_75ov,Pro_2000_2999_Tot,Pro_3000mo_A_15_19,Pro_3000mo_A_20_24,Pro_3000mo_A_25_34,Pro_3000mo_A_35_44,Pro_3000mo_A_45_54,Pro_3000mo_A_55_64,Pro_3000mo_A_65_74,Pro_3000mo_A_75ov,Pro_3000mo_Tot,Pro_PINS_A_15_19,Pro_PINS_A_20_24,Pro_PINS_A_25_34,Pro_PINS_A_35_44,Pro_PINS_A_45_54,Pro_PINS_A_55_64,Pro_PINS_A_65_74,Pro_PINS_A_75ov,Pro_PINS_Tot,Pro_Tot_A_15_19,Pro_Tot_A_20_24,Pro_Tot_A_25_34,Pro_Tot_A_35_44,Pro_Tot_A_45_54,Pro_Tot_A_55_64,Pro_Tot_A_65_74,Pro_Tot_A_75ov,Pro_Tot_Tot,TaTW_NNI_A_15_19,TaTW_NNI_A_20_24,TaTW_NNI_A_25_34,TaTW_NNI_A_35_44,TaTW_NNI_A_45_54,TaTW_NNI_A_55_64,TaTW_NNI_A_65_74,TaTW_NNI_A_75ov,TaTW_NNI_Tot,TaTW_1_149_A_15_19,TaTW_1_149_A_20_24,TaTW_1_149_A_25_34,TaTW_1_149_A_35_44,TaTW_1_149_A_45_54,TaTW_1_149_A_55_64,TaTW_1_149_A_65_74,TaTW_1_149_A_75ov,TaTW_1_149_Tot,TaTW_150_299_A_15_19,TaTW_150_299_A_20_24,TaTW_150_299_A_25_34,TaTW_150_299_A_35_44,TaTW_150_299_A_45_54,TaTW_150_299_A_55_64,TaTW_150_299_A_65_74,TaTW_150_299_A_75ov,TaTW_150_299_Tot,TaTW_300_399_A_15_19,TaTW_300_399_A_20_24,TaTW_300_399_A_25_34,TaTW_300_399_A_35_44,TaTW_300_399_A_45_54,TaTW_300_399_A_55_64,TaTW_300_399_A_65_74,TaTW_300_399_A_75ov,TaTW_300_399_Tot,TaTW_400_499_A_15_19,TaTW_400_499_A_20_24,TaTW_400_499_A_25_34,TaTW_400_499_A_35_44,TaTW_400_499_A_45_54,TaTW_400_499_A_55_64,TaTW_400_499_A_65_74,TaTW_400_499_A_75ov,TaTW_400_499_Tot,TaTW_500_649_A_15_19,TaTW_500_649_A_20_24,TaTW_500_649_A_25_34,TaTW_500_649_A_35_44,TaTW_500_649_A_45_54,TaTW_500_649_A_55_64,TaTW_500_649_A_65_74,TaTW_500_649_A_75ov,TaTW_500_649_Tot,TaTW_650_799_A_15_19,TaTW_650_799_A_20_24,TaTW_650_799_A_25_34,TaTW_650_799_A_35_44,TaTW_650_799_A_45_54,TaTW_650_799_A_55_64,TaTW_650_799_A_65_74,TaTW_650_799_A_75ov,TaTW_650_799_Tot,TaTW_800_999_A_15_19,TaTW_800_999_A_20_24,TaTW_800_999_A_25_34,TaTW_800_999_A_35_44,TaTW_800_999_A_45_54,TaTW_800_999_A_55_64,TaTW_800_999_A_65_74,TaTW_800_999_A_75ov,TaTW_800_999_Tot,TaTW_1000_1249_A_15_19,TaTW_1000_1249_A_20_24,TaTW_1000_1249_A_25_34,TaTW_1000_1249_A_35_44,TaTW_1000_1249_A_45_54,TaTW_1000_1249_A_55_64,TaTW_1000_1249_A_65_74,TaTW_1000_1249_A_75ov,TaTW_1000_1249_Tot,TaTW_1250_1499_A_15_19,TaTW_1250_1499_A_20_24,TaTW_1250_1499_A_25_34,TaTW_1250_1499_A_35_44,TaTW_1250_1499_A_45_54,TaTW_1250_1499_A_55_64,TaTW_1250_1499_A_65_74,TaTW_1250_1499_A_75ov,TaTW_1250_1499_Tot,TaTW_1500_1749_A_15_19,TaTW_1500_1749_A_20_24,TaTW_1500_1749_A_25_34,TaTW_1500_1749_A_35_44,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44
306021147,3,10,0,9,0,0,13,0,0,3,6,0,0,0,0,12,0,4,8,17,6,0,0,0,38,0,0,8,8,8,0,0,0,33,0,0,7,15,12,7,0,0,45,0,0,8,7,7,3,0,0,21,0,0,0,4,9,3,0,0,16,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,6,49,77,52,30,3,0,217,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,0,0,5,4,3,3,0,0,0,0,0,20,3,3,3,3,4,4,0,0,24,0,11,8,5,3,8,3,0,26,3,8,14,6,9,6,0,0,48,0,3,15,13,12,5,0,0,57,0,0,3,14,8,3,0,0,31,0,0,6,9,3,0,0,0,20,0,0,0,3,0,6,0,0,13,0,0,3,8
306021148,9,4,3,3,0,0,25,0,3,9,18,3,10,4,0,44,0,9,13,17,19,8,7,0,62,0,3,21,21,9,8,3,0,67,0,0,20,12,19,9,0,0,69,0,0,3,14,16,16,5,0,51,0,0,0,9,10,10,3,0,33,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,3,0,15,85,113,91,76,25,3,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,9,3,0,0,0,3,0,3,0,6,6,0,3,0,5,0,3,0,22,3,4,4,5,0,3,3,0,31,3,9,9,9,6,6,3,0,39,0,12,11,16,13,3,0,0,51,0,12,15,20,19,11,3,0,68,0,0,13,7,9,4,0,0,34,0,0,8,3,3,8,0,0,22,0,0,7,3,6,0,0,0,20,0,0,0,3
306021149,3,4,3,0,0,0,16,0,0,3,3,3,7,0,0,15,0,0,3,4,7,3,0,0,17,0,0,3,4,3,0,0,0,15,0,0,4,7,8,0,0,0,11,0,0,0,3,0,0,0,0,7,0,0,0,0,7,0,0,0,10,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,6,26,33,32,19,12,4,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,7,0,0,0,7,4,0,0,0,9,0,4,3,4,6,4,0,0,21,0,0,4,6,3,0,0,0,13,0,0,3,8,9,3,3,0,28,0,0,0,0,0,5,0,0,6,0,0,3,3,0,0,0,0,4,0,0,0,0,3,3,0,0,5,0,0,0,0
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,3,0,3,0,0,0,11,0,7,4,5,3,3,0,0,30,0,3,3,4,3,7,0,0,23,0,0,5,9,4,0,0,0,24,0,0,9,10,9,0,4,0,32,0,0,6,10,3,6,0,0,24,0,0,5,7,4,3,0,0,19,0,0,3,11,15,9,0,0,37,0,0,0,0,0,0,0,0,0,0,10,44,65,47,26,10,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,4,0,0,8,0,0,5,4,3,0,0,0,14,0,5,0,3,3,6,0,0,14,0,5,4,0,4,6,0,0,20,0,0,3,4,3,0,0,0,16,0,0,3,3,0,0,3,0,7,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0
306021152,4,12,7,6,0,0,36,0,3,13,19,22,9,0,0,70,0,8,34,36,34,28,0,0,139,0,4,33,45,52,28,0,0,173,0,3,25,38,62,34,7,0,171,0,0,8,18,33,26,3,0,87,0,0,4,14,19,12,0,0,53,0,0,4,3,7,0,0,0,24,0,0,0,0,0,0,0,0,6,17,23,150,205,255,170,25,0,843,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,10,10,3,3,3,0,0,0,0,21,11,4,3,0,3,4,4,0,26,3,13,3,9,7,7,0,0,41,3,15,13,16,15,12,3,0,69,4,11,28,17,21,15,3,0,94,0,5,18,24,21,11,0,0,80,0,3,25,19,21,6,0,0,83,0,0,16,6,13,11,0,0,54,0,0,5,9,8,3,0,0,28,0,0,4,5
306021153,3,0,0,0,0,0,5,0,0,3,0,0,0,3,0,5,0,0,6,0,3,0,0,0,6,0,0,3,0,0,0,0,0,10,0,0,0,0,8,3,0,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,11,0,0,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,21,15,21,17,8,0,85,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,7,3,3,3,4,3,0,0,0,13,3,3,3,3,3,3,0,0,14,0,7,5,4,0,3,0,0,24,0,0,8,7,4,0,0,0,24,0,0,6,11,5,0,0,0,20,0,0,0,3,6,0,0,0,12,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0
306021154,24,23,13,12,11,0,89,0,13,36,35,25,14,0,0,124,0,20,58,46,42,25,3,0,189,0,24,65,58,59,36,7,0,250,0,3,57,50,55,23,3,0,189,0,0,31,40,36,25,11,0,138,0,0,42,46,58,27,0,0,180,0,0,3,15,27,12,3,0,63,0,0,5,6,3,0,0,0,16,15,78,343,341,318,198,55,4,1347,3,0,5,3,3,0,0,0,7,10,0,0,0,6,3,0,0,20,8,4,5,5,6,4,3,0,35,23,6,8,7,6,4,0,0,61,43,17,11,8,14,6,8,0,113,30,62,25,22,18,26,7,0,173,10,73,61,42,40,25,0,3,254,8,78,153,96,81,52,13,0,479,3,53,183,135,116,63,4,0,555,0,43,116,96,68,48,8,0,379,0,19,84,71,53,40,8,0,268,0,9,51,54,28,20,4,0,168,0,3,35,36
306021155,3,4,3,0,3,0,15,0,0,3,4,0,5,0,0,12,0,3,10,5,8,3,0,0,25,0,0,10,8,3,0,0,0,15,0,0,6,13,6,6,3,0,33,0,0,4,7,9,4,3,0,26,0,0,3,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,41,33,24,9,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,3,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,0,0,8,0,0,0,0,7,3,0,0,12,0,0,3,0,3,3,0,0,7,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0
306021156,9,5,3,7,3,0,29,0,0,5,9,8,0,3,0,34,0,0,16,18,11,5,0,0,56,0,3,10,10,15,6,0,0,45,0,0,13,13,18,10,3,0,60,0,0,3,16,9,6,0,0,37,0,0,0,0,7,3,0,0,16,0,0,0,3,4,5,0,0,17,0,0,0,0,0,0,0,0,3,0,22,70,96,87,57,18,0,356,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,8,0,0,0,3,0,4,0,0,10,0,0,0,0,3,4,0,0,9,0,0,3,4,4,3,4,0,25,0,7,4,7,7,3,4,0,32,0,5,8,13,9,3,0,0,31,0,3,7,14,0,0,0,0,32,0,0,8,9,0,6,0,0,22,0,0,0,4,7,0,3,0,18,0,0,3,0,0,0,0,0,5,0,0,0,0
306021157,8,3,10,7,0,0,28,0,0,8,16,0,3,3,0,34,0,3,20,16,13,9,3,0,64,0,3,30,18,10,10,0,0,74,0,0,24,20,27,17,4,0,92,0,0,10,17,16,15,3,0,71,0,0,9,12,11,7,0,0,35,0,0,3,3,5,5,0,0,19,0,0,3,0,0,3,3,0,9,0,14,118,117,104,92,22,3,473,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,5,6,3,5,0,7,0,0,24,3,6,8,3,3,3,0,0,23,0,10,16,15,4,3,0,0,47,0,3,17,12,3,5,0,0,47,0,0,10,3,5,0,0,0,24,0,0,6,9,3,3,0,0,19,0,0,0,3,0,0,0,0,9,0,0,0,0
306031158,0,0,0,3,0,0,10,0,3,3,3,3,3,0,0,17,0,3,0,6,4,3,4,0,19,0,0,6,0,5,3,0,0,13,0,0,3,0,4,3,0,0,11,0,0,0,0,5,0,0,0,7,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,9,16,25,32,18,9,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,5,4,0,3,0,3,3,3,0,14,0,3,0,0,0,3,0,0,10,0,3,4,5,3,3,0,0,17,0,4,9,3,3,3,0,0,22,0,0,3,4,5,3,0,0,15,0,0,0,0,3,3,0,0,8,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0
306031159,10,16,11,10,3,0,54,0,12,14,17,19,18,3,0,82,0,24,27,22,25,15,3,0,121,0,8,26,25,25,31,4,0,112,0,0,29,28,50,35,4,0,141,0,0,11,21,25,13,8,0,75,0,0,14,10,16,13,0,0,62,0,0,3,6,5,13,3,0,25,3,0,0,0,3,0,0,0,6,7,57,153,146,190,177,34,4,770,0,0,0,0,0,3,0,0,6,3,0,3,0,0,0,0,0,5,0,0,3,0,3,0,0,0,12,9,0,3,0,4,6,3,0,24,16,8,0,9,3,6,4,0,43,5,12,11,10,5,4,0,0,51,3,14,25,14,16,3,0,0,77,0,4,22,12,22,17,3,0,85,0,10,15,12,15,20,3,0,78,0,3,5,12,10,7,0,0,32,0,0,6,0,3,5,3,0,22,0,0,0,0,3,3,0,0,7,0,0,4,4
306031160,0,4,3,0,0,0,11,0,0,6,5,0,7,3,0,24,0,3,7,4,4,11,0,0,28,0,0,5,5,7,0,0,0,23,0,0,3,0,9,4,3,0,26,0,0,0,4,5,3,0,0,12,0,0,0,3,7,0,0,0,14,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,3,3,6,39,38,38,38,16,0,174,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,4,3,0,0,7,6,0,0,3,5,3,0,0,16,9,3,5,9,6,12,0,0,40,0,3,9,5,5,4,0,0,29,0,10,15,9,17,4,0,3,59,0,5,22,10,14,16,0,0,73,0,0,6,11,13,11,0,0,41,0,3,8,6,7,0,0,0,29,0,0,0,5,3,6,0,0,17,0,0,0,3
306031161,4,7,3,6,0,0,17,0,0,10,12,13,11,6,3,54,0,8,23,13,21,14,4,0,75,0,3,11,16,8,9,0,0,53,0,0,17,16,19,13,3,0,62,0,0,3,6,11,5,0,0,34,0,0,7,0,3,3,0,0,20,0,0,0,9,0,4,0,0,14,0,0,0,0,0,0,0,0,3,0,16,76,88,92,77,23,7,383,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,10,9,0,3,3,0,7,0,0,19,9,5,4,4,6,5,6,0,39,12,3,5,3,0,6,0,0,31,12,11,7,5,13,12,3,0,64,13,20,12,14,14,8,3,0,84,3,13,20,11,31,21,0,0,95,0,16,31,13,19,18,4,0,104,0,0,15,5,9,15,0,0,46,0,4,10,13,7,6,0,0,43,0,0,7,3,4,4,0,0,19,0,0,3,8
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,3,0,5,0,0,0,7,0,0,3,0,3,0,0,0,13,0,0,3,3,10,0,0,0,13,0,3,8,5,0,4,0,0,17,0,0,3,5,5,3,0,0,15,0,0,3,0,4,3,0,0,12,0,0,3,0,3,6,0,0,16,0,0,0,5,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,27,20,37,22,3,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,3,6,5,0,0,0,16,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306041164,6,3,8,5,0,0,22,0,3,8,8,16,9,3,0,51,0,6,14,16,13,15,4,0,65,0,4,11,8,11,3,0,0,41,0,0,7,17,13,11,4,0,55,0,0,0,11,13,5,0,0,37,0,0,3,5,13,0,0,0,26,0,0,0,0,4,0,0,0,9,0,0,0,0,3,0,0,0,3,3,8,62,84,106,60,14,3,350,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,4,0,4,0,3,0,0,11,0,0,0,4,4,3,0,0,5,9,0,7,5,3,4,0,0,27,3,3,8,3,8,4,0,0,33,0,7,10,6,11,10,3,0,45,0,14,6,7,13,3,0,0,43,0,9,20,10,18,15,3,0,74,0,0,14,8,10,3,0,0,41,0,0,3,8,12,3,0,0,28,0,0,0,5,3,3,0,0,16,0,0,4,3
306041165,5,10,4,3,4,0,29,0,3,16,9,11,8,3,3,53,0,4,20,6,12,12,3,0,52,0,3,13,4,4,3,0,4,42,0,0,8,7,7,3,3,0,29,0,0,4,5,9,3,0,0,21,0,0,0,0,5,3,0,0,10,0,0,0,3,10,9,0,0,19,0,0,0,0,0,0,0,0,0,0,17,68,56,73,56,14,10,296,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,5,3,0,0,0,0,12,4,0,0,7,0,3,0,0,12,5,0,6,0,0,0,0,0,16,14,3,4,6,5,12,3,0,51,0,10,24,24,8,6,3,0,80,0,15,41,32,15,15,0,0,117,0,9,40,25,20,11,3,0,98,0,3,9,17,15,7,0,0,57,0,0,11,7,11,0,0,0,29,0,0,0,0,4,0,0,0,11,0,0,3,0
306051166,10,15,15,22,3,0,65,3,7,22,28,14,26,3,0,104,0,7,30,19,20,23,5,0,106,0,3,25,25,28,27,3,0,112,0,0,10,39,35,28,3,0,126,0,0,10,22,30,18,0,0,82,0,0,9,17,13,21,4,0,63,0,0,8,8,7,7,0,0,32,0,0,3,3,4,3,0,0,14,8,27,145,194,191,187,46,4,804,0,0,3,3,0,3,0,0,14,6,0,0,3,0,0,0,0,8,12,0,6,4,3,4,0,0,29,19,3,0,0,3,4,0,0,34,7,8,7,7,5,11,0,0,45,15,8,11,5,17,8,4,0,58,0,22,16,11,14,11,0,0,83,0,22,32,22,20,21,4,0,114,0,8,30,13,19,23,5,0,101,0,3,13,21,12,12,0,0,62,0,0,13,5,3,3,0,0,33,0,0,3,3,5,9,0,0,18,0,0,0,3
306051167,0,0,6,8,0,0,16,0,0,8,3,4,11,3,0,24,0,3,7,6,5,10,0,0,35,0,0,7,6,7,10,0,0,32,0,0,3,5,8,11,0,0,37,0,0,0,3,6,10,0,0,22,0,0,4,0,0,4,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,5,39,26,52,74,12,3,216,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,4,0,3,0,7,0,0,0,0,3,0,3,0,12,0,3,0,3,0,8,0,0,16,0,3,3,4,3,7,0,0,25,0,0,4,0,9,3,0,0,22,0,0,3,3,0,3,0,0,10,0,0,4,4,3,6,0,0,19,0,0,3,0,0,3,0,0,9,0,0,0,3,3,3,0,0,9,0,0,0,3
306051168,3,4,5,7,0,0,20,0,3,0,8,6,0,0,0,22,0,0,0,4,5,3,3,0,21,0,0,3,5,5,0,0,0,19,0,0,0,4,9,7,0,0,19,0,0,3,3,3,0,3,0,14,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,4,23,48,57,41,21,4,190,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,4,4,0,0,0,6,0,0,3,3,0,0,0,0,8,0,0,0,3,3,0,4,0,12,3,0,3,4,6,11,0,0,25,0,3,5,0,7,3,0,0,22,0,3,4,5,3,3,0,0,25,0,0,4,0,3,3,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,8,0,0,0,4,0,0,0,0,6,0,0,0,3
306051169,0,0,3,3,0,0,12,0,0,3,3,12,4,0,0,31,0,3,7,5,12,5,4,0,35,0,3,12,12,12,3,0,0,38,0,3,10,13,10,11,3,0,47,0,0,5,7,8,7,0,0,25,0,0,3,3,6,3,3,0,19,0,0,0,4,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,11,48,62,86,52,23,6,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,0,0,4,11,5,0,18,12,0,3,3,0,5,3,0,32,9,0,0,9,8,7,4,0,37,3,6,3,14,13,11,0,0,44,0,4,13,3,6,7,4,0,40,0,3,4,10,10,6,0,0,35,0,0,7,0,4,3,0,0,21,0,0,0,0,3,7,0,0,12,0,0,0,0,0,5,0,0,3,0,0,0,4
306051170,7,10,9,8,5,0,46,0,7,10,19,12,20,4,0,69,0,6,25,22,19,12,0,0,85,0,3,35,26,25,13,3,0,106,0,0,20,36,47,23,4,0,131,0,0,8,19,21,20,4,0,67,0,0,11,18,20,18,0,0,65,0,0,6,4,8,8,3,0,35,0,0,0,3,3,3,0,0,9,3,26,143,161,163,132,34,4,673,0,0,0,0,0,0,0,0,3,10,0,0,3,0,0,0,0,18,0,0,0,4,3,3,3,0,13,4,4,8,3,6,0,0,0,29,11,3,6,4,3,5,0,0,31,10,9,13,9,8,6,3,0,63,0,25,18,11,14,4,9,0,88,0,15,29,14,24,14,0,0,101,0,9,27,33,28,20,0,0,123,0,3,13,15,11,15,0,0,52,0,0,15,4,17,7,0,0,46,0,0,3,3,3,4,3,0,14,0,0,4,3
307011171,4,4,7,4,0,0,20,0,3,3,3,3,0,0,0,15,0,3,13,6,3,9,4,0,38,0,9,10,9,4,6,0,0,41,0,0,12,7,11,8,3,0,40,0,0,5,4,13,8,0,0,25,0,0,4,8,3,5,0,0,21,0,0,6,4,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,20,67,64,51,40,10,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,4,4,4,3,0,0,3,0,0,18,3,0,3,3,3,5,3,0,24,5,10,5,7,3,0,0,0,27,3,9,4,8,7,4,3,0,39,0,7,10,3,3,3,3,0,34,0,0,3,3,5,7,0,0,22,0,3,4,0,3,0,0,0,15,0,0,3,8,3,0,0,0,17,0,0,3,3
307011172,4,7,5,3,0,0,20,0,3,11,10,3,3,0,0,32,0,10,32,13,8,7,0,0,73,0,7,23,15,9,11,0,0,64,0,3,13,22,19,8,0,0,62,0,0,13,9,11,8,4,0,38,0,0,27,14,29,5,0,0,77,0,0,10,22,9,6,0,0,54,0,0,0,0,0,0,0,0,8,3,29,150,130,107,56,5,0,483,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,4,3,3,0,0,3,0,0,0,11,3,5,4,0,3,5,3,0,20,14,6,0,0,3,4,0,0,37,7,10,9,10,8,4,0,0,49,4,20,18,12,12,3,0,0,66,0,14,34,18,23,10,3,0,93,0,9,17,14,17,4,0,0,58,0,3,24,21,16,3,0,0,76,0,5,33,15,13,8,0,0,66,0,12,77,64
307011173,9,5,8,3,0,0,27,0,0,11,8,3,14,0,0,36,0,13,28,10,5,8,0,0,74,0,3,29,19,10,8,0,0,74,0,0,22,21,17,9,0,0,73,0,0,5,10,7,3,5,0,30,0,0,5,19,11,12,0,0,46,0,0,4,8,6,7,0,0,30,0,0,0,0,0,0,0,0,5,3,32,127,118,84,71,11,0,436,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,10,4,0,0,0,4,0,0,0,15,3,0,0,0,0,4,0,0,17,9,0,3,0,4,3,0,0,20,6,10,9,3,5,3,3,0,42,3,18,13,7,9,3,3,0,60,0,21,22,6,12,6,4,0,76,0,9,39,18,20,15,0,3,98,0,4,14,13,4,3,0,0,50,0,0,8,10,7,0,0,0,27,0,0,7,3,3,0,0,0,21,0,0,6,0
