SA2_MAINCODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
101051539,145,17,0,574,0,10,76,132,187,141,19,0,572,3,0,14,44,70,39,14,4,188,15,19,21,29,37,30,11,3,168,702,884,1882,1960,2331,1750,404,47,9960
101051540,31,6,0,147,3,5,28,49,69,30,31,9,216,0,0,3,21,24,26,19,14,108,0,0,6,10,20,15,6,12,73,171,191,505,562,743,722,383,126,3412
101061541,17,4,0,87,0,0,18,39,21,31,6,0,119,0,0,4,13,12,15,3,0,43,0,3,7,3,10,10,7,0,37,204,207,379,442,461,395,113,26,2228
101061542,23,13,0,84,0,0,12,22,26,22,18,10,113,0,0,3,21,41,19,16,9,103,6,7,12,8,8,3,7,3,56,132,188,288,367,473,439,316,103,2294
101061543,43,13,0,172,0,0,25,58,63,29,7,0,178,0,0,11,16,31,20,8,0,94,14,3,8,10,12,18,4,4,73,317,368,727,928,1000,765,225,37,4377
101061544,21,9,0,90,0,3,9,23,35,25,13,6,120,0,3,0,12,25,21,15,9,80,0,3,10,5,12,9,10,5,60,92,167,315,373,567,543,257,85,2395
102011028,8,3,0,49,0,0,4,6,22,13,3,0,53,0,0,4,8,4,3,7,3,31,0,0,3,4,3,5,0,0,19,108,91,171,228,253,178,46,8,1084
102011029,13,3,0,59,0,0,4,8,16,18,0,3,54,0,0,0,6,6,11,7,3,34,6,0,3,4,3,0,0,0,17,87,117,201,236,314,269,102,18,1341
102011030,48,13,0,279,0,0,58,90,113,62,8,8,344,0,0,8,30,55,41,14,7,151,3,3,17,16,21,13,5,7,89,195,476,1026,1102,1341,824,227,45,5234
102011031,76,5,0,334,0,3,41,123,155,85,7,0,413,0,3,14,60,73,55,12,3,212,16,19,33,28,34,20,8,0,157,1076,1179,1655,1792,1969,1462,286,33,9450
102011032,281,33,0,1242,0,3,173,431,442,306,44,0,1392,0,4,35,161,203,130,33,5,572,19,25,42,53,74,50,17,4,288,796,1499,3691,4122,4491,3460,707,65,18835
102011033,25,0,0,88,0,0,8,21,26,19,3,0,71,0,0,0,5,10,3,0,0,19,4,3,0,9,3,3,0,0,28,60,93,233,301,340,230,37,6,1306
102011034,23,4,0,84,0,0,7,17,27,15,0,0,69,0,0,0,4,7,16,0,0,36,0,3,3,10,11,4,0,0,36,215,186,308,399,521,434,96,8,2168
102011035,14,0,0,56,0,0,4,16,14,7,0,0,43,0,0,0,0,6,4,0,0,11,0,0,0,3,0,0,0,0,6,20,46,134,155,181,158,34,4,728
102011036,22,0,0,106,0,3,18,33,37,23,4,0,120,0,0,4,14,18,9,0,0,44,4,3,10,5,8,12,4,0,45,183,226,438,557,655,529,67,6,2679
102011037,8,0,0,36,0,0,0,11,16,13,3,0,46,0,0,0,0,6,3,3,0,16,0,0,0,0,9,0,0,0,15,23,35,113,173,244,190,63,8,850
102011038,3,4,0,30,0,0,0,14,16,0,3,0,40,0,0,4,6,9,3,3,0,28,0,3,4,0,4,0,0,0,10,49,55,110,144,173,122,47,4,704
102011039,27,8,0,133,0,0,17,33,45,31,8,0,134,0,0,10,28,24,19,8,3,93,3,0,4,0,11,8,3,0,29,268,314,528,554,589,445,145,10,2857
102011040,28,0,0,109,0,0,15,52,39,25,19,0,158,0,3,7,15,18,25,3,4,80,10,4,8,19,11,14,3,3,69,313,321,589,734,824,672,199,22,3673
102011041,18,0,0,79,0,0,4,28,25,18,0,0,77,0,0,0,8,23,10,0,0,43,4,0,3,6,4,4,3,0,28,81,130,279,347,361,244,53,5,1510
102011042,45,3,0,144,0,0,16,35,40,43,7,7,138,0,0,7,11,32,22,8,0,76,6,9,14,9,21,9,6,0,78,361,346,633,682,868,751,168,22,3837
102011043,18,5,0,83,0,0,9,28,19,18,8,0,85,0,0,7,7,15,15,6,0,51,0,3,3,3,11,9,4,0,39,270,247,426,399,533,487,145,12,2521
102021044,31,0,0,113,0,0,15,25,42,31,3,3,125,0,0,6,23,14,13,0,0,62,6,4,12,12,12,9,0,0,59,423,399,637,705,840,823,179,26,4028
102021045,13,0,0,55,0,0,14,20,11,10,0,0,55,0,0,0,7,5,3,0,0,11,0,0,6,3,11,0,0,0,22,54,135,224,245,266,150,34,4,1107
102021046,6,0,0,27,0,0,3,13,10,8,0,0,30,0,0,3,4,3,0,0,0,17,3,3,0,3,8,3,3,0,23,96,87,159,182,207,186,37,3,951
102021047,38,0,0,245,0,0,33,101,91,62,9,0,295,0,0,11,46,67,26,3,0,160,3,0,15,18,19,9,8,0,67,312,376,859,1114,1297,828,133,16,4924
102021048,27,3,0,105,0,0,16,22,39,16,6,0,96,0,0,10,16,11,12,4,0,53,12,12,6,6,20,3,4,0,66,622,498,801,709,789,610,115,12,4149
102021049,8,0,0,28,0,0,4,7,14,8,0,0,40,0,0,0,9,3,3,5,0,23,0,0,4,5,0,4,0,0,10,94,87,116,141,168,140,36,11,784
102021050,27,0,0,128,0,0,48,44,54,41,3,0,192,0,0,13,18,29,31,6,0,96,0,4,8,9,4,6,0,0,33,97,143,359,343,410,366,87,5,1802
102021051,23,10,0,132,0,0,12,43,58,37,3,0,156,0,0,0,5,19,16,3,0,42,5,0,3,0,6,7,4,0,25,67,156,354,421,511,394,102,6,2009
102021052,0,0,0,14,0,0,0,4,9,10,0,0,25,0,0,0,0,3,0,0,0,9,0,0,0,0,8,4,0,0,15,18,54,81,86,129,69,17,3,464
102021053,27,0,0,104,0,0,9,29,33,27,3,0,101,0,0,3,22,24,10,4,3,67,3,7,9,10,8,16,4,3,55,268,372,578,657,643,522,157,23,3222
102021054,8,0,0,70,0,0,9,29,18,15,0,0,76,0,0,5,14,7,16,4,0,55,3,4,14,0,12,6,0,0,36,115,213,411,432,499,390,78,14,2149
102021055,52,7,0,335,0,3,63,136,127,64,15,0,407,0,0,15,57,57,37,10,0,181,17,17,25,19,38,25,7,0,153,838,1161,1998,1911,1947,1202,230,11,9298
102021056,68,8,0,344,0,3,32,113,99,50,6,0,311,0,0,14,36,43,24,12,0,120,3,3,13,20,21,14,5,0,84,289,427,1074,1385,1479,1065,212,13,5940
102021057,61,3,0,301,0,0,44,104,130,56,9,0,352,0,0,6,19,38,23,4,0,97,6,4,14,9,14,19,4,0,78,306,370,938,1160,1267,884,180,13,5122
103011058,156,19,3,727,0,3,120,242,275,182,26,0,845,0,0,25,58,78,89,25,6,288,18,27,37,33,46,35,8,3,206,868,1457,2545,2550,2696,2098,466,77,12748
103011059,41,4,0,248,0,0,33,69,77,51,6,3,233,0,0,11,12,29,12,0,0,70,8,3,0,10,16,11,0,0,50,226,322,724,722,826,588,129,18,3560
103011060,23,7,0,60,0,0,3,14,21,9,4,0,54,0,0,3,3,9,18,3,0,36,3,0,0,6,0,0,7,4,24,58,64,156,173,254,256,201,58,1226
103011061,17,11,3,103,0,0,10,27,38,30,7,0,117,0,0,0,10,7,13,9,0,39,0,0,7,7,13,8,5,0,33,102,151,345,390,442,414,209,32,2079
103021062,13,5,3,104,0,3,20,33,32,26,6,0,118,0,0,0,9,27,26,11,8,77,3,0,12,12,12,7,14,3,67,90,211,458,441,527,509,217,78,2530
103021063,34,6,0,128,0,0,25,31,53,26,9,0,143,0,3,3,15,18,23,6,0,66,3,3,8,8,11,13,10,3,57,267,352,603,701,871,700,199,29,3728
103021064,11,8,0,62,0,0,4,9,11,17,6,3,47,0,0,0,3,19,5,5,4,38,0,3,3,5,9,7,4,8,35,67,94,212,262,365,333,164,67,1567
103021065,23,14,0,134,0,0,17,52,56,42,3,0,179,0,0,5,19,26,23,4,0,78,3,13,19,5,11,11,14,9,89,233,336,727,734,887,742,241,86,3984
103021066,14,3,4,41,0,0,0,11,15,12,3,0,43,0,0,3,7,14,14,3,0,40,0,0,0,5,5,0,9,0,24,50,53,139,236,272,299,138,37,1228
103021067,37,10,0,187,0,0,43,59,69,36,7,0,220,0,0,3,17,27,14,11,0,80,7,5,14,13,25,13,4,3,81,315,376,750,783,926,713,173,17,4061
103021068,22,4,0,118,0,0,44,52,51,22,6,0,180,0,0,7,18,13,8,0,0,46,0,0,5,4,0,4,3,3,20,42,94,255,273,308,290,124,54,1437
103021069,23,9,0,106,0,0,47,56,41,43,0,4,187,0,0,14,32,21,23,11,5,100,8,3,8,15,9,10,4,5,67,120,195,438,518,532,534,181,69,2584
103031070,79,12,3,290,0,0,37,81,98,59,5,0,279,3,0,11,19,30,16,9,4,93,5,3,9,12,12,13,5,3,65,345,424,909,975,1162,951,221,25,5013
103031071,36,0,0,157,0,11,111,132,124,84,3,4,475,0,3,34,44,84,45,0,0,212,0,7,7,10,8,9,3,0,45,85,165,442,482,590,505,125,37,2430
103031072,47,5,0,262,0,4,48,78,79,40,12,0,259,0,4,3,21,32,36,11,0,106,14,13,16,14,27,10,3,0,89,384,446,984,1061,1254,884,200,36,5246
103031073,5,0,0,25,0,0,3,13,9,15,0,0,39,0,0,4,0,7,5,3,3,22,4,0,0,3,0,6,3,0,19,31,46,111,135,233,201,84,29,872
103031074,32,7,3,244,0,18,227,220,181,76,13,3,744,0,5,96,110,85,47,10,0,354,3,3,11,18,20,19,7,8,88,96,210,750,819,910,646,288,90,3805
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,31,4,3,253,0,3,114,111,100,34,3,0,369,0,0,16,49,47,15,0,3,129,6,0,5,10,9,10,6,5,51,152,179,560,627,659,494,184,65,2927
103041077,185,23,4,928,0,3,181,394,370,228,28,4,1205,0,0,33,151,161,116,30,10,502,23,22,30,48,51,42,9,4,227,976,1325,3202,3295,3319,2476,538,76,15198
103041078,35,3,0,162,0,9,46,71,52,39,14,0,233,0,0,4,24,19,17,10,0,78,5,3,7,17,22,6,4,3,65,217,319,727,730,702,502,136,15,3346
103041079,44,8,3,212,0,4,90,98,85,37,13,0,334,0,0,16,40,54,20,14,7,147,0,0,15,7,11,13,11,6,70,121,178,626,748,784,678,382,107,3612
104011080,123,11,3,488,0,3,54,153,162,122,17,0,504,0,0,20,54,59,48,18,0,192,16,12,25,33,34,26,3,6,147,595,710,1474,1942,2310,1967,367,64,9434
104011081,17,3,0,65,0,0,7,19,16,11,3,3,69,0,0,3,5,7,13,5,0,44,0,0,4,10,12,10,4,5,37,72,85,225,313,476,510,205,65,1951
104011082,35,3,3,147,0,0,21,40,44,32,6,0,144,0,0,15,20,22,22,5,3,86,11,3,9,17,13,22,10,0,76,345,330,618,925,1195,1122,267,49,4842
104021083,19,3,0,66,0,0,4,20,15,11,4,0,55,0,0,3,8,8,3,6,0,27,5,0,3,0,4,10,0,5,26,95,67,225,348,425,427,97,26,1708
104021084,45,3,0,239,0,3,16,69,76,41,3,0,222,0,0,4,18,24,29,5,0,86,11,19,19,9,15,15,0,0,83,583,613,1173,1274,1325,1150,236,25,6379
104021085,184,17,0,693,0,0,86,195,263,174,25,3,752,0,7,23,74,95,80,27,0,305,19,14,31,27,49,33,8,3,185,683,971,2284,2716,3300,2622,491,43,13115
104021086,7,0,0,23,0,0,0,10,8,7,3,0,20,0,0,0,0,0,0,0,3,4,0,0,0,3,5,3,4,0,12,19,32,75,109,145,140,39,7,560
104021087,4,4,0,28,0,0,0,14,7,7,4,4,34,0,0,0,0,7,3,3,0,13,0,0,0,0,8,5,6,3,23,48,41,99,130,249,244,109,29,948
104021088,7,5,0,40,0,0,6,19,9,9,8,0,46,0,0,3,5,16,8,3,0,28,0,0,6,0,0,3,0,0,9,81,77,210,256,262,233,75,3,1200
104021089,30,5,0,146,0,0,12,44,49,35,7,0,149,0,0,6,11,9,15,4,5,58,10,10,11,6,21,11,3,3,70,370,377,666,843,1044,820,182,23,4314
104021090,10,4,0,43,0,0,15,17,22,9,4,0,70,0,0,4,15,7,3,0,0,27,3,0,0,3,3,5,3,0,20,44,52,177,215,289,293,70,9,1145
104021091,34,3,0,105,0,0,20,36,33,24,9,0,123,0,0,7,21,14,9,0,0,54,0,8,8,7,9,6,3,0,47,182,282,715,629,705,582,119,19,3230
105011092,17,4,0,94,0,4,23,28,33,11,3,0,99,0,0,5,3,9,8,6,0,34,0,5,4,6,16,19,3,3,59,32,111,325,262,357,277,103,22,1482
105011093,34,3,3,181,0,15,125,116,79,44,3,3,391,0,0,20,54,52,26,3,0,150,4,3,3,4,7,14,8,6,41,87,178,580,479,469,369,89,21,2265
105011094,13,3,0,52,0,0,10,11,19,15,8,0,58,0,0,0,5,13,10,6,3,45,0,3,3,10,7,11,4,4,40,49,100,276,238,346,342,117,32,1503
105011095,32,7,0,129,0,3,42,39,48,21,9,0,160,0,0,14,27,22,18,6,3,84,5,4,12,11,12,8,17,9,68,78,170,449,417,538,389,143,70,2252
105011096,24,7,0,89,0,0,26,25,25,26,6,0,109,0,0,8,14,18,8,9,3,60,0,0,13,8,12,11,7,0,48,66,143,410,381,468,444,188,38,2134
105021097,117,11,0,473,0,10,134,141,178,144,15,0,621,0,0,22,42,41,41,8,3,155,9,15,16,28,31,37,9,4,160,366,578,1429,1246,1517,1381,283,48,6845
105021098,11,8,0,48,0,3,5,12,18,18,5,0,55,0,0,3,3,12,12,4,3,38,0,4,6,6,11,11,5,3,38,33,82,177,177,202,236,83,16,1013
105031099,19,10,3,110,0,0,12,19,31,44,7,3,115,0,0,3,10,10,16,3,3,51,0,7,3,15,14,31,14,7,90,85,153,369,472,638,597,230,83,2623
105031100,78,11,0,350,0,6,58,83,115,84,7,0,360,0,0,12,38,46,35,20,0,144,9,14,20,33,19,16,7,0,126,238,650,1490,1279,1407,1097,287,32,6487
105031101,120,14,0,578,0,3,89,211,230,135,12,0,685,3,3,29,58,80,62,12,3,254,19,16,38,27,40,18,12,12,171,829,893,2147,2007,2083,1564,345,56,9924
105031102,14,3,0,100,0,0,27,40,28,16,0,0,117,0,0,3,5,15,11,0,0,37,3,3,10,6,7,10,3,0,33,153,182,476,436,407,338,87,21,2108
105031103,3,3,0,40,0,0,5,10,4,9,3,0,35,0,0,3,3,8,6,7,6,32,8,3,3,0,6,11,4,3,39,44,59,169,156,206,226,125,53,1036
105031104,15,0,0,59,0,0,3,0,18,14,3,0,40,0,0,12,8,3,15,7,3,43,3,0,3,8,6,7,3,0,37,63,117,253,268,359,352,142,57,1605
105031105,32,9,0,136,0,5,33,38,26,21,4,3,130,0,0,3,17,21,8,4,3,58,0,3,11,9,9,13,8,3,53,83,152,415,419,506,476,186,53,2286
105031106,27,8,7,130,0,0,12,28,37,35,4,5,113,0,0,6,9,13,13,9,4,54,8,3,4,7,11,11,11,4,53,111,157,355,397,558,499,188,62,2334
106011107,18,7,0,93,0,0,28,38,48,35,11,0,162,0,0,12,11,22,9,7,0,61,10,9,12,12,14,11,3,0,67,340,504,848,772,725,573,189,31,3993
106011108,65,6,0,302,0,0,28,70,102,62,6,0,268,0,0,12,28,35,22,5,0,105,11,10,19,19,29,13,4,0,105,523,593,1256,1293,1387,1081,200,21,6353
106011109,12,4,0,87,0,3,52,86,63,33,3,0,240,0,0,9,40,52,31,11,3,150,0,9,7,4,14,8,3,0,39,37,87,288,371,417,311,99,23,1642
106011110,31,7,0,92,0,3,3,31,37,22,7,0,102,0,0,3,14,12,16,11,5,64,0,0,3,3,12,9,3,0,30,144,130,256,373,506,502,188,59,2155
106011111,26,3,0,114,0,0,20,46,31,26,3,0,127,0,3,3,12,12,12,4,0,43,11,3,3,14,11,6,0,0,51,297,306,646,679,780,531,91,12,3336
106011112,81,5,0,495,0,14,175,253,209,135,18,0,788,0,0,43,78,81,44,12,0,256,13,16,30,30,29,22,3,4,155,710,938,1764,1730,1693,1055,217,37,8149
106011113,85,5,0,778,0,43,653,794,595,342,22,3,2442,0,3,161,284,233,109,13,0,800,0,3,23,19,26,11,3,3,96,109,358,1794,1946,1573,918,166,27,6893
106021114,64,13,0,362,0,0,52,120,136,96,14,0,424,0,0,9,44,66,64,9,0,202,3,12,18,11,28,16,11,0,94,345,569,1394,1435,1497,1032,178,9,6459
106021115,85,10,0,379,0,4,54,117,143,86,12,0,419,0,3,25,53,61,35,20,0,197,6,17,21,22,13,25,3,0,109,698,840,1586,1531,1617,1093,235,31,7637
106021116,10,0,0,44,0,0,3,18,20,12,3,0,59,0,0,0,7,15,13,3,0,28,0,0,0,3,3,8,4,0,16,63,83,171,217,204,179,64,8,993
106021117,70,4,0,373,0,4,110,156,119,67,18,3,476,0,0,17,62,57,35,13,4,183,15,16,19,30,27,18,3,0,133,642,847,1662,1625,1466,992,212,42,7495
106021118,20,4,0,160,0,0,38,88,66,45,3,0,242,0,0,17,25,43,28,3,0,116,9,5,5,14,11,3,3,0,51,232,347,827,826,889,580,127,19,3850
106031119,0,0,0,17,0,0,0,5,12,0,0,0,19,0,0,0,5,4,5,0,0,16,0,3,4,3,0,3,0,0,15,56,65,118,168,182,174,32,9,802
106031120,10,0,0,27,0,0,8,7,7,9,3,0,25,0,0,5,3,3,3,0,0,13,0,0,0,3,0,0,3,0,7,46,61,155,147,163,165,47,3,789
106031121,36,9,3,215,0,0,25,65,81,60,14,7,255,0,0,11,36,29,26,18,0,128,15,16,13,16,24,27,8,4,119,642,661,996,1317,1523,1215,359,44,6764
106031122,170,16,0,805,0,7,181,271,245,150,15,4,877,0,0,24,72,90,61,11,3,266,18,14,30,35,34,24,5,0,164,579,872,2218,2141,2260,1572,228,28,9897
106031123,7,0,0,46,0,0,3,12,18,12,5,0,45,0,0,0,3,7,3,0,0,18,0,0,3,0,3,0,0,0,7,31,44,96,148,204,153,51,15,736
106031124,11,0,0,33,0,0,0,8,13,8,0,0,25,0,0,0,8,3,4,6,0,23,0,3,0,3,0,3,3,0,9,66,97,159,172,253,248,100,18,1106
106031125,79,11,4,570,0,4,161,267,295,116,9,0,848,0,0,26,80,115,60,11,0,293,0,9,17,14,15,16,3,0,81,315,600,1635,1509,1475,795,150,39,6525
106041126,83,9,3,596,0,24,366,422,446,187,13,0,1454,0,3,82,134,154,86,11,0,464,7,13,36,20,27,23,3,5,139,382,635,1738,1714,1758,1055,165,27,7464
106041127,18,6,0,129,0,4,112,145,124,45,7,3,441,0,0,34,52,45,24,3,0,155,3,3,3,6,10,12,5,5,47,63,151,427,491,466,317,100,17,2034
106041128,24,10,0,102,0,0,15,28,24,30,3,4,104,4,0,3,25,28,13,4,0,76,8,0,12,12,11,13,4,0,60,224,257,560,545,590,472,116,34,2792
106041129,17,9,0,76,0,0,16,25,28,17,9,3,98,0,0,0,17,14,17,9,4,59,3,0,9,14,10,18,4,5,59,93,142,407,409,460,461,201,74,2247
107011131,62,3,0,198,0,0,18,49,55,29,9,0,160,0,0,8,25,21,36,10,0,97,3,14,20,20,7,6,4,0,79,483,507,846,916,975,721,164,16,4628
107011132,16,0,0,51,0,0,15,14,21,7,0,0,63,0,0,5,8,5,8,0,0,29,0,4,0,7,3,0,5,0,16,37,62,159,204,199,155,25,3,849
107011133,99,8,0,489,0,3,96,208,299,158,14,0,766,0,0,10,45,72,46,0,0,172,0,0,7,15,16,12,0,4,62,34,163,493,787,1023,684,75,6,3263
107011134,92,14,0,509,0,14,132,244,222,133,15,0,746,0,3,32,83,80,48,7,0,251,3,12,22,23,38,32,5,0,138,394,841,1753,1965,2143,1485,256,31,8862
107011545,21,3,0,70,0,0,9,20,23,19,0,0,69,0,0,0,4,6,3,0,0,22,0,0,13,4,6,6,4,0,34,58,143,328,338,368,283,58,13,1582
107011546,140,9,0,660,0,3,122,260,359,187,3,4,932,3,4,11,68,128,78,5,0,301,8,9,18,22,28,17,5,6,113,411,731,1411,1622,2110,1419,182,16,7901
107011547,3,0,0,16,0,0,0,6,4,0,4,0,18,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,13,17,45,89,89,89,65,24,5,418
107021135,3,0,0,7,0,0,6,4,4,4,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,26,11,14,11,0,0,63
107031136,27,0,0,122,0,0,9,39,27,18,5,0,95,0,0,4,6,17,9,4,0,39,3,3,6,4,10,3,0,0,30,199,228,470,531,588,363,76,5,2459
107031137,19,4,0,77,0,0,12,30,30,13,0,3,82,0,0,3,15,6,9,0,0,37,3,4,6,12,5,10,0,0,40,218,252,468,526,506,322,52,9,2355
107031138,24,5,0,100,0,0,12,27,41,36,3,0,117,0,0,8,15,21,17,0,0,68,8,8,7,6,11,3,0,0,40,284,279,435,542,655,528,137,17,2872
107031139,3,0,0,20,0,0,4,11,8,12,0,0,37,0,0,0,7,0,3,0,0,11,0,0,0,3,0,0,0,0,9,44,53,80,112,121,138,35,6,580
107031140,12,4,0,60,0,0,10,19,21,20,9,3,78,0,0,0,17,20,17,11,3,66,3,0,4,3,6,3,3,3,30,150,214,277,330,346,362,139,33,1860
107031141,26,3,0,169,0,0,32,66,60,32,3,0,195,0,0,5,18,11,12,0,0,45,7,7,8,16,8,4,0,0,51,225,320,523,620,559,368,52,10,2678
107031142,51,0,0,272,0,3,25,112,81,36,8,0,273,0,0,12,26,34,13,3,0,78,3,20,6,11,17,7,4,4,72,678,851,1193,1218,1256,753,115,13,6067
107031143,53,0,0,170,0,0,24,58,77,57,5,3,225,0,0,7,28,24,19,3,0,81,5,4,12,15,9,6,5,0,54,258,356,737,812,896,727,122,21,3933
107041144,49,4,0,254,0,0,53,117,108,68,14,0,354,0,0,17,42,52,46,5,0,164,7,12,11,16,14,10,3,0,77,533,725,1151,1084,1218,855,183,18,5769
107041145,35,3,0,155,0,3,12,47,43,33,5,0,130,0,0,5,20,22,12,3,0,67,3,7,11,8,16,6,3,0,66,215,350,628,705,795,508,109,13,3335
107041146,69,10,0,405,0,0,49,209,190,157,27,3,639,0,0,11,44,82,80,18,0,245,8,16,15,18,23,16,4,0,93,467,794,1321,1401,1439,1020,215,27,6691
107041147,18,0,0,109,0,3,56,83,70,43,3,0,255,0,0,15,26,25,9,0,0,73,3,4,3,5,7,9,3,0,27,134,222,334,483,501,278,61,11,2033
