SA2_MAINCODE_2016,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000mor_E,P_3000mor_OM_IE,P_3000mor_OM_UIE,P_3000mor_CFW,P_3000mor_ES_NS,P_3000mor_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
310011271,4,3,0,132,150,11,9,5,0,181,197,9,15,4,9,239,258,10,7,7,0,280,547,32,23,5,9,614,952,46,37,4,7,1054,1374,63,29,7,6,1485,1446,75,33,4,5,1573,919,63,18,3,3,1003,581,67,22,7,8,682,376,46,15,0,0,433,504,72,21,0,0,592,199,78,13,3,0,295,99,10,5,0,13,130,7750,583,260,76,72,8746
310011272,4,0,0,14,20,0,4,0,0,27,34,6,6,3,3,54,58,5,3,0,0,68,98,7,21,0,0,128,106,7,12,0,0,128,104,4,12,0,3,126,112,4,12,0,0,127,83,6,6,0,0,97,69,3,5,0,0,79,47,3,4,0,0,53,44,3,3,0,0,46,9,3,3,0,0,17,12,0,3,0,0,16,806,55,98,8,11,973
310011273,17,5,3,202,210,6,48,11,0,266,167,8,30,3,3,211,207,14,49,4,5,282,303,14,69,4,3,396,372,28,59,3,9,472,364,43,49,4,0,460,331,32,59,3,3,428,224,27,32,3,0,285,183,37,24,7,4,247,105,20,12,0,0,139,96,30,7,0,0,136,23,26,12,0,0,60,38,3,12,0,4,52,2791,283,496,52,41,3670
310011274,5,9,4,175,181,3,19,7,7,220,202,0,19,5,3,235,212,8,35,5,3,268,375,14,31,11,12,442,678,22,49,3,7,757,918,34,39,4,9,1001,948,32,36,4,8,1030,655,33,23,0,3,711,543,31,12,3,0,592,290,23,14,0,0,328,399,41,10,3,0,452,120,31,19,3,0,182,83,3,13,0,9,99,5773,282,321,77,60,6516
310011275,9,0,0,114,109,0,7,4,0,118,119,7,13,4,0,140,114,7,17,0,3,146,252,13,20,0,3,294,385,13,23,0,3,429,421,18,25,0,6,463,348,23,23,0,0,404,264,14,30,0,0,305,265,26,7,0,0,300,163,10,4,0,0,181,176,16,11,0,0,204,27,22,0,0,0,50,42,0,7,0,3,53,2785,165,217,24,17,3214
310011276,0,0,0,76,87,3,9,0,0,97,121,10,6,0,5,139,185,9,3,0,6,204,436,6,11,3,6,461,1035,19,19,3,8,1085,1626,21,19,3,13,1674,1878,35,17,3,6,1947,1367,18,3,0,12,1403,1086,21,18,0,9,1131,625,15,3,0,7,648,795,31,10,0,3,836,261,23,3,0,0,291,119,3,3,0,5,137,9717,214,132,25,84,10173
310021277,18,14,6,176,110,9,39,31,5,193,133,16,45,27,4,223,182,14,51,26,6,276,300,28,67,16,8,424,381,22,72,11,3,492,351,39,54,14,11,458,324,42,35,3,3,409,170,28,28,3,3,231,142,32,25,8,0,200,50,12,9,4,0,82,72,15,22,3,0,104,12,28,11,9,0,66,47,7,10,9,7,83,2411,295,485,225,56,3478
310021278,5,14,0,62,44,8,12,15,0,78,45,4,10,14,4,75,66,5,15,12,0,90,117,6,33,4,3,169,128,14,13,3,0,160,142,15,18,5,0,181,102,7,16,4,4,133,73,5,12,3,0,92,61,10,5,4,0,84,28,0,9,0,0,38,38,4,4,0,0,43,11,4,6,0,0,34,13,0,5,3,0,23,909,94,167,103,25,1309
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
310021280,20,15,8,240,170,4,51,31,3,258,155,11,40,16,3,231,216,21,64,17,6,322,388,31,54,26,7,506,444,23,56,11,6,540,422,39,43,10,0,515,341,31,50,6,7,431,232,24,23,4,0,289,182,22,16,0,0,220,95,11,13,3,0,127,97,9,16,0,0,126,21,18,5,3,0,57,56,3,15,8,7,87,3044,252,466,175,57,4003
310021281,24,24,4,155,95,8,24,18,0,140,103,14,40,25,3,182,149,15,29,7,8,201,246,28,44,11,9,336,312,18,41,10,8,389,295,29,43,7,4,377,235,23,38,9,7,303,120,30,23,0,4,178,111,24,12,0,0,148,77,6,11,0,0,95,69,15,12,0,0,95,27,16,10,3,0,53,42,4,7,9,3,68,1982,231,363,137,40,2758
310021282,18,3,0,141,114,3,29,13,3,157,126,12,29,17,3,192,145,13,36,20,3,211,265,15,38,12,6,341,414,25,27,7,8,483,602,13,36,4,9,667,997,34,26,3,6,1067,978,16,20,0,8,1024,1019,14,15,3,3,1054,567,8,7,0,0,584,712,13,12,0,3,739,155,22,10,3,0,190,50,10,9,0,3,70,6278,201,324,103,64,6967
310031283,4,0,0,109,96,0,12,0,0,110,55,0,6,0,0,65,84,4,15,0,3,104,132,7,7,4,0,148,179,4,11,4,4,199,158,8,22,0,0,188,139,13,13,0,0,170,99,3,11,0,0,113,82,6,3,0,0,91,45,8,4,0,0,58,35,0,3,0,0,40,11,11,3,0,0,19,21,3,3,0,0,25,1230,63,129,28,19,1469
310031284,0,4,3,51,63,0,9,5,0,74,106,8,7,5,4,129,126,4,13,0,0,151,245,5,6,3,0,263,447,21,16,0,5,491,591,24,16,0,4,634,510,19,16,0,5,554,288,18,12,0,0,322,200,11,5,3,0,225,106,0,5,0,0,113,107,9,6,0,0,125,33,8,0,0,0,44,41,3,0,0,4,50,2916,126,130,34,34,3249
310031285,8,0,3,144,133,0,3,0,3,136,98,3,11,0,4,117,117,3,6,3,3,130,224,8,19,0,3,249,330,11,6,0,12,358,411,16,11,3,3,445,342,11,11,0,3,366,160,7,5,0,0,170,131,17,7,0,0,162,85,4,3,0,0,94,69,5,8,0,0,88,6,3,3,3,0,18,39,0,0,0,5,43,2282,96,99,23,29,2531
310031286,13,8,3,300,276,13,22,4,0,324,355,15,33,5,4,417,442,10,35,11,5,509,835,24,49,11,4,923,1127,27,37,4,6,1200,1402,32,26,3,6,1473,1738,49,49,0,8,1847,1308,48,21,0,3,1383,1180,42,22,4,7,1251,779,16,18,0,0,816,801,55,15,0,3,877,281,73,36,0,3,388,153,10,6,0,10,177,10998,422,389,77,73,11947
310031287,12,8,0,234,213,3,37,7,3,256,215,7,26,5,4,255,247,7,30,3,3,295,444,7,48,5,3,512,518,16,26,6,3,573,433,19,28,3,3,482,342,23,43,0,8,418,220,15,15,0,0,254,174,17,20,0,0,202,86,11,8,0,0,102,76,18,9,0,0,110,23,18,14,0,0,56,61,0,4,3,3,67,3268,164,330,56,28,3848
310031288,7,4,0,45,16,5,10,3,0,30,16,0,6,0,0,31,30,0,7,0,0,38,50,4,15,0,0,73,48,13,11,4,0,77,51,16,15,0,0,77,58,14,6,3,0,77,38,3,12,0,0,56,24,7,4,0,0,33,13,9,8,0,0,29,15,4,3,0,0,27,4,7,0,3,0,15,5,0,0,0,0,11,409,90,93,21,3,620
310031289,7,5,0,43,41,3,4,4,0,57,37,3,5,3,0,53,37,3,6,3,0,51,46,12,6,0,0,69,67,10,14,0,0,90,62,11,8,0,0,87,54,7,16,3,0,75,28,6,12,0,0,52,22,14,5,0,0,40,19,9,0,0,0,28,17,4,3,0,0,26,4,3,0,0,0,11,5,0,0,0,0,11,472,92,94,36,6,700
310031290,12,3,0,31,22,4,16,3,0,39,22,3,9,0,0,40,28,3,10,0,0,48,46,7,21,4,0,75,54,8,14,0,0,76,58,11,18,0,0,81,42,22,21,5,3,85,35,12,8,0,0,59,41,12,13,3,0,71,24,0,7,0,0,28,32,12,8,4,0,58,9,7,5,0,0,20,4,3,0,0,0,12,433,113,163,21,7,736
310031291,4,0,0,19,26,0,3,3,0,36,33,6,12,0,3,58,45,0,12,0,0,53,110,4,7,0,3,132,244,4,14,0,7,267,318,3,10,0,3,341,283,5,13,0,5,304,190,3,7,0,0,199,126,3,3,0,0,132,102,3,0,0,0,104,89,5,7,0,0,93,21,12,0,0,0,31,14,3,0,0,3,26,1624,55,93,14,28,1807
310031292,5,0,0,241,190,0,10,5,3,218,182,4,10,0,3,201,208,5,16,0,0,228,314,14,18,0,4,349,363,4,20,0,0,393,338,11,19,0,0,366,293,15,13,0,0,323,151,11,12,0,0,175,86,11,3,0,0,107,64,3,3,0,0,72,57,10,3,0,0,67,15,14,7,0,0,39,52,0,4,0,8,57,2558,119,140,17,22,2856
310031293,10,3,0,86,79,3,17,10,0,102,66,11,18,3,0,99,98,0,17,0,4,119,220,8,15,3,7,256,251,15,14,0,3,278,280,28,25,0,3,341,224,18,21,0,0,267,176,19,15,0,3,214,118,22,4,0,3,149,63,8,10,0,0,79,83,4,3,0,0,92,11,8,0,0,0,20,31,0,0,0,0,34,1775,148,177,34,23,2156
310031294,0,0,0,9,9,0,7,0,0,18,6,0,8,0,0,20,17,0,3,0,0,22,24,5,8,0,0,39,36,8,7,0,4,52,74,8,8,3,0,86,105,12,11,0,0,124,79,3,3,0,3,88,73,0,5,0,0,88,46,0,0,0,0,49,45,0,8,0,0,50,11,6,5,0,0,23,9,0,0,0,0,12,547,45,88,13,11,704
310031295,3,0,0,10,16,0,3,3,0,21,29,4,3,0,0,33,56,0,3,0,0,66,140,0,6,0,3,151,422,3,0,0,3,428,633,3,6,0,7,651,498,3,5,0,0,502,228,0,4,0,0,229,138,3,0,0,0,145,86,4,0,0,0,93,86,0,4,0,0,95,31,0,0,0,0,37,25,0,0,0,0,31,2412,24,42,6,16,2502
310041296,7,4,0,119,85,3,17,3,0,112,85,7,15,4,0,111,95,5,13,0,4,107,146,7,24,0,0,185,151,17,18,3,3,192,182,30,25,0,0,231,161,27,31,3,0,228,145,23,25,0,0,194,142,16,19,3,0,178,78,13,9,3,0,108,89,19,9,0,0,122,58,11,8,0,3,77,22,3,3,0,0,32,1537,193,215,44,12,2008
310041297,4,0,0,32,41,0,6,6,0,53,17,3,14,0,0,38,37,0,19,0,0,60,49,3,22,5,0,75,58,5,27,0,0,97,65,10,25,0,0,104,68,19,23,0,0,115,31,5,8,0,0,54,44,9,5,0,0,62,18,9,5,0,0,33,20,5,3,0,0,25,4,0,4,0,0,10,4,0,0,0,0,7,484,87,167,16,5,764
310041298,0,0,0,28,38,0,0,0,0,44,49,4,0,0,0,56,79,3,0,0,0,88,222,0,3,3,3,230,638,14,10,3,9,668,1009,13,5,0,3,1032,927,24,8,0,8,971,573,19,8,0,4,603,467,17,9,3,3,496,287,13,7,0,0,306,314,16,8,0,0,331,116,21,0,0,0,133,63,3,0,0,3,73,4833,142,52,18,32,5075
310041299,5,0,0,150,125,3,3,0,0,135,128,10,15,4,0,157,132,3,13,0,3,150,221,6,16,3,3,249,282,9,23,3,0,317,382,8,12,0,4,406,382,17,22,0,4,424,254,12,9,3,0,281,177,7,6,0,0,189,114,0,3,0,3,118,119,10,3,3,3,136,36,6,0,0,0,44,30,3,3,0,9,46,2520,101,147,21,31,2819
310041300,3,3,0,93,122,3,14,4,0,141,100,3,16,3,0,127,144,0,12,3,0,160,220,11,17,0,3,256,228,5,32,3,3,278,262,7,24,0,3,301,260,8,20,0,0,292,200,10,9,0,0,223,141,11,0,0,0,161,71,5,3,0,0,81,65,7,3,0,0,81,26,14,4,0,0,43,33,0,0,0,3,33,1964,96,165,29,20,2275
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,8,0,0,0,0,8,18,0,0,0,0,23,28,0,0,0,0,25,25,3,0,0,0,24,15,0,0,0,0,18,11,0,0,0,0,14,3,0,0,0,0,3,0,3,0,0,0,5,0,3,0,0,0,3,0,0,0,0,0,0,113,9,4,0,3,131
310041302,7,8,0,68,55,6,16,7,3,86,68,3,5,5,3,80,83,6,15,0,0,112,178,7,23,5,3,213,182,8,26,3,4,229,164,17,43,0,3,227,217,23,28,0,3,272,128,17,17,0,0,158,101,10,13,0,0,121,54,6,5,0,0,71,57,4,6,4,0,70,10,9,5,0,0,24,20,0,3,3,3,28,1381,114,217,37,22,1774
310041303,7,0,0,131,112,3,10,3,0,119,80,3,13,0,3,98,103,9,8,0,0,117,157,3,16,0,0,176,219,15,10,0,0,241,171,8,10,0,0,192,183,7,20,0,3,219,127,7,9,0,4,140,120,5,14,0,0,140,53,3,5,0,0,61,54,11,8,0,0,73,10,6,7,0,0,21,24,0,0,0,4,28,1528,81,132,8,10,1763
310041304,17,0,0,359,273,7,15,5,5,303,228,4,21,0,3,254,274,3,19,7,3,307,388,18,28,6,3,445,464,21,35,3,3,523,499,11,28,3,0,542,408,17,23,3,3,460,256,20,20,0,0,302,225,22,5,0,0,254,127,17,16,0,0,153,204,21,10,0,0,244,84,20,8,0,0,115,57,0,4,3,0,66,3848,199,250,48,19,4364
311011305,24,11,8,195,169,10,31,22,3,239,192,14,38,18,9,277,241,27,41,19,6,334,493,32,65,25,6,619,589,40,45,5,11,692,608,52,57,16,5,736,594,41,60,9,8,719,347,35,27,5,5,418,255,47,12,4,3,320,141,15,7,7,0,170,128,18,13,3,0,167,41,34,11,4,0,95,67,10,8,12,9,106,4019,374,460,210,87,5154
311021306,3,5,0,214,212,7,24,10,3,250,236,8,20,12,3,282,279,13,25,13,7,331,527,17,38,11,5,596,805,32,38,8,17,899,854,44,31,0,6,934,833,39,41,0,7,920,544,44,32,0,3,626,454,36,27,0,3,520,260,23,10,0,0,289,263,34,23,0,3,319,74,47,9,0,0,133,83,8,6,3,3,104,5647,363,332,66,57,6461
311021307,3,0,0,38,37,0,10,3,0,61,45,5,8,7,0,67,67,3,14,4,4,91,104,14,20,3,3,145,140,0,26,0,0,170,125,11,27,0,0,166,123,12,7,0,0,136,78,11,16,0,0,108,93,6,7,0,0,106,43,3,4,0,0,54,49,0,0,0,0,58,8,7,3,0,0,12,17,0,0,0,4,17,970,67,150,23,16,1225
311021308,3,0,0,70,39,0,5,0,0,41,33,0,13,0,0,47,50,5,11,0,0,70,81,3,20,0,0,107,136,5,14,0,0,158,127,8,20,0,0,155,101,6,15,0,0,119,65,3,3,0,0,69,33,6,5,0,0,45,25,3,5,0,0,35,16,3,0,0,0,22,4,3,3,0,0,10,15,8,3,3,0,32,785,57,121,10,10,985
311021309,3,0,0,36,34,0,6,0,0,43,47,0,4,0,0,53,59,5,10,4,3,78,93,4,12,0,0,110,111,7,13,0,0,136,97,6,7,0,0,114,80,10,7,0,0,103,68,9,14,0,0,86,73,6,5,0,0,85,36,4,4,0,0,42,27,3,6,0,0,32,8,4,3,0,0,8,14,0,3,0,0,12,781,51,89,10,8,944
311021310,3,3,0,23,19,3,3,0,0,28,18,3,6,4,0,30,41,9,7,8,0,63,42,4,17,0,0,61,35,10,18,4,0,66,47,15,14,0,0,80,60,29,18,0,0,105,43,11,10,0,0,60,32,5,9,0,0,51,24,3,3,0,0,32,29,18,8,0,0,48,7,3,0,0,0,15,5,0,0,0,0,8,419,109,122,21,4,679
311031311,3,0,3,124,103,7,15,7,0,130,96,5,16,8,0,127,139,8,27,3,3,190,233,12,27,7,8,286,303,28,28,3,4,360,280,16,32,3,3,336,198,28,20,3,5,263,124,21,17,0,3,170,127,14,10,0,0,150,49,9,6,0,0,61,49,5,9,0,0,60,11,9,8,0,0,30,43,4,6,0,3,57,1881,178,233,52,28,2368
311031312,0,3,3,467,371,4,14,5,4,405,376,7,17,4,10,410,347,6,18,3,3,379,516,23,23,6,11,577,688,24,24,5,5,750,727,55,38,3,10,822,551,33,33,0,3,626,278,25,13,0,3,320,235,36,12,0,0,280,113,7,8,0,0,131,129,20,4,0,0,165,41,33,20,0,0,89,80,3,4,0,6,99,4933,291,230,55,56,5570
311031313,3,0,3,13,11,3,4,6,0,24,13,8,3,0,3,27,22,3,16,3,0,42,39,12,9,8,0,70,35,12,13,3,3,69,42,19,22,5,0,82,50,13,18,3,0,78,29,14,15,3,0,54,12,6,10,0,0,29,8,8,4,0,0,19,13,14,4,0,0,25,0,0,0,0,0,4,6,0,4,0,0,21,293,107,119,34,12,567
311031314,3,3,0,46,59,3,10,0,0,68,74,0,10,0,5,92,108,7,19,0,0,131,310,15,16,3,3,347,701,16,12,0,3,738,873,20,37,4,7,938,740,22,19,0,3,785,495,20,8,0,4,528,345,12,8,0,5,369,187,14,3,0,0,198,251,25,5,0,0,283,84,25,0,0,0,107,78,4,0,4,5,87,4352,172,158,34,40,4753
311031315,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
311031316,3,4,0,45,62,3,10,18,3,94,63,6,14,3,4,90,101,9,15,4,0,132,188,20,15,3,0,233,266,25,25,3,0,325,263,30,19,5,3,313,245,36,30,0,0,305,163,30,11,0,0,210,131,24,9,0,0,169,74,10,11,0,0,92,71,24,4,0,0,99,21,17,5,0,0,45,25,4,0,0,3,34,1714,227,186,52,19,2200
311031317,5,3,0,100,88,3,8,5,3,108,66,0,18,7,3,97,85,4,24,4,4,120,137,7,26,3,0,174,208,14,18,3,0,247,176,16,20,0,0,214,173,12,24,3,0,206,96,0,10,0,4,110,74,9,5,0,0,90,24,3,4,3,0,28,28,9,8,0,0,39,7,9,0,0,0,19,24,0,3,4,0,32,1296,84,177,41,19,1614
311031318,5,4,0,14,8,3,7,3,0,20,13,0,0,7,0,23,10,3,14,0,0,29,13,9,10,4,0,33,16,22,19,0,0,54,35,9,15,3,3,61,49,12,6,0,0,68,11,7,3,0,0,23,17,10,8,0,0,31,3,9,0,0,0,17,5,7,4,3,0,17,0,3,3,3,0,16,3,0,0,0,0,5,190,93,93,22,9,408
311031319,5,4,0,48,26,0,29,6,3,64,46,0,25,8,0,76,62,9,21,3,0,99,96,15,33,3,0,147,92,13,32,5,0,140,100,16,25,4,4,149,97,8,24,0,3,135,67,10,10,0,0,93,65,17,11,0,0,87,28,11,3,0,0,41,22,9,4,0,0,29,3,9,3,0,0,14,13,0,0,0,0,15,768,117,228,38,10,1164
311041320,12,6,0,70,56,5,25,9,0,91,66,5,18,17,0,104,63,7,25,10,0,109,140,18,29,8,0,199,170,30,34,5,3,238,138,36,37,9,5,228,117,28,35,6,0,190,64,26,26,3,0,117,60,24,23,0,0,109,20,18,9,0,0,53,32,25,12,0,0,64,10,12,7,0,0,29,21,3,4,9,3,36,1012,251,292,96,13,1668
311041321,15,17,4,248,141,14,45,12,4,220,135,20,48,17,0,217,150,25,43,11,7,229,259,34,66,8,4,377,302,34,70,11,3,423,363,52,79,8,3,499,336,67,60,3,3,469,198,51,44,0,3,301,177,37,43,0,3,262,92,16,18,3,0,130,87,36,20,0,0,140,22,20,23,0,0,66,44,6,13,4,0,68,2526,421,591,121,51,3707
311041322,3,3,0,42,38,3,11,4,0,63,49,8,10,6,0,75,61,8,12,4,0,84,137,15,20,11,0,188,141,19,28,3,7,198,134,26,27,3,0,196,123,32,26,4,3,189,93,20,17,0,0,132,64,27,17,3,0,109,43,6,5,0,0,52,34,13,8,0,0,59,3,10,7,0,0,20,20,3,3,0,3,33,981,206,196,54,20,1458
311051323,8,5,0,56,53,0,11,0,0,61,71,3,19,4,0,100,99,0,17,0,3,122,220,8,21,6,4,258,291,10,25,3,0,330,250,11,22,3,6,297,197,21,22,0,0,244,132,9,9,0,0,153,106,15,8,0,0,133,67,3,3,0,0,69,64,11,3,0,0,78,8,10,4,0,0,26,29,3,3,0,0,40,1640,114,171,31,19,1974
311051324,14,4,0,75,55,9,16,5,3,91,54,3,13,0,0,80,80,14,12,5,0,108,128,23,16,6,0,181,173,33,15,3,0,231,169,18,21,0,3,216,183,42,30,3,3,260,95,35,16,4,0,154,114,35,8,0,5,160,59,17,12,0,0,90,52,30,6,0,0,90,16,16,7,5,0,42,11,5,3,3,0,21,1256,277,200,52,21,1798
311051325,5,8,3,278,217,5,18,6,0,243,214,16,32,7,4,267,245,18,27,10,3,303,468,24,35,12,3,546,738,43,55,5,7,838,877,41,44,3,3,969,797,61,52,6,3,919,525,69,36,7,4,637,375,87,27,0,0,487,203,37,24,0,3,266,297,81,22,0,0,407,99,82,18,0,0,207,65,12,6,0,9,97,5401,581,400,93,53,6522
311051326,6,3,0,146,139,4,16,3,7,161,131,3,12,3,3,150,187,5,23,3,0,222,403,18,17,7,0,446,690,20,21,3,3,737,1024,10,23,0,4,1069,1155,20,29,0,7,1215,844,34,21,4,3,906,627,29,10,0,0,665,408,12,3,0,0,425,518,35,13,0,0,563,213,36,11,0,3,257,79,4,3,3,3,98,6580,242,206,37,39,7101
311051327,6,3,7,303,246,6,12,3,0,270,259,7,16,8,3,286,305,8,16,4,0,333,398,24,32,3,3,459,440,27,38,0,7,508,454,35,29,0,6,522,388,37,33,3,5,462,219,36,17,9,3,277,185,37,28,3,0,243,134,16,19,4,0,177,150,21,11,3,0,181,59,34,11,4,4,104,48,0,4,0,9,62,3571,295,266,55,45,4222
311051328,3,4,0,52,62,0,8,0,0,70,61,5,7,3,0,74,74,4,12,0,0,88,146,4,8,7,0,167,174,8,12,4,0,195,144,6,13,3,0,157,116,13,14,0,0,144,59,12,10,0,0,84,76,4,7,0,0,87,34,0,3,0,0,41,32,5,0,0,0,38,6,12,0,0,3,24,25,3,0,0,0,26,1045,72,100,27,15,1259
311061329,9,0,3,77,82,4,11,7,0,103,68,5,19,4,3,98,110,5,20,3,0,134,167,13,12,3,0,205,241,18,20,0,0,281,282,11,11,7,5,320,307,13,16,0,3,335,181,21,16,3,0,219,148,21,7,0,0,178,121,20,3,0,0,135,94,13,14,0,0,125,38,11,9,0,0,60,28,10,3,0,0,41,1938,162,164,33,21,2315
311061330,3,0,0,32,52,0,15,9,0,71,65,8,11,9,0,89,88,6,18,0,3,120,168,7,28,3,0,204,298,10,18,0,4,336,381,10,18,0,3,419,408,16,16,0,4,444,216,14,10,0,4,238,160,3,7,0,0,172,66,5,0,0,0,75,70,14,5,0,0,85,12,16,4,0,0,31,25,0,4,0,0,32,2050,118,162,29,25,2381
311061331,0,6,6,149,157,6,3,4,3,173,191,4,17,3,3,220,206,3,21,0,6,237,357,10,30,0,5,400,452,7,21,3,4,484,545,18,16,3,3,582,639,19,7,0,3,669,492,12,12,0,0,518,461,13,6,0,0,481,246,7,5,0,0,260,258,14,4,0,4,274,53,18,6,0,0,82,63,0,0,4,4,76,4282,129,156,32,46,4650
311061332,21,0,0,83,71,4,21,5,0,103,56,6,27,4,0,93,72,8,27,6,3,110,97,17,37,3,0,156,133,14,34,0,5,189,140,26,43,0,3,214,116,22,29,3,4,176,65,12,15,0,0,96,54,23,20,0,0,106,19,3,8,0,0,32,46,20,7,0,0,77,13,16,4,0,0,35,5,3,5,0,0,23,952,183,305,41,16,1500
311061333,10,3,3,115,130,12,23,4,5,170,161,21,16,15,0,215,228,16,34,10,6,294,496,44,44,13,5,602,694,53,43,10,3,804,849,67,55,0,15,990,733,78,53,3,7,875,429,55,25,0,5,514,277,57,18,0,3,356,131,40,4,3,6,178,160,46,9,0,0,221,46,45,14,0,3,110,62,9,7,3,3,88,4515,542,363,88,64,5577
311061334,10,7,4,227,229,4,27,8,3,266,237,14,25,6,0,288,283,13,14,7,0,318,441,19,36,6,5,513,584,21,30,0,3,639,624,38,42,9,0,718,654,62,30,3,6,754,447,42,17,0,0,507,308,33,22,0,6,364,213,19,15,0,0,252,253,50,20,3,0,329,91,63,15,0,0,167,60,4,3,0,4,78,4659,385,298,58,34,5437
311061335,6,6,0,196,202,5,9,8,8,238,210,25,22,12,3,274,261,18,24,10,0,316,480,46,33,13,6,578,769,48,31,8,5,858,905,73,35,7,5,1024,796,64,41,10,4,912,496,56,23,3,0,591,321,49,10,5,0,387,187,37,17,0,0,245,200,53,15,0,0,273,62,58,9,0,0,132,73,11,9,0,0,98,5171,549,292,96,46,6162
311061336,6,3,0,41,56,6,4,4,0,71,85,0,18,3,0,109,99,5,16,3,3,132,198,5,27,0,7,240,301,11,23,3,10,342,334,28,23,3,3,391,354,21,20,0,4,404,219,9,10,4,0,239,141,17,7,0,0,169,66,5,8,0,0,78,67,18,9,0,0,89,16,19,0,0,0,33,37,0,0,0,0,39,2006,157,177,31,28,2406
312011337,4,7,0,120,102,5,5,9,3,124,124,7,21,12,3,161,178,4,19,11,3,211,307,12,27,10,6,362,307,15,29,7,5,361,360,17,19,4,4,411,321,32,23,0,4,383,170,18,12,0,0,203,114,13,10,6,5,148,77,5,0,3,0,94,94,11,3,0,0,110,51,14,3,0,0,69,49,3,3,5,3,64,2381,155,188,94,46,2864
312011338,12,10,3,121,93,3,13,15,3,121,97,6,16,15,8,141,105,0,23,3,3,138,202,9,22,10,3,253,260,10,27,3,5,309,398,14,19,9,7,450,648,34,38,6,9,733,700,25,24,9,10,765,941,46,17,9,9,1022,1083,22,12,4,3,1119,2843,34,20,3,13,2920,1223,51,39,9,8,1330,161,12,5,11,10,194,8885,270,298,147,84,9682
312011339,8,11,0,67,47,8,21,16,0,85,46,4,9,7,0,71,54,4,14,9,3,79,104,15,18,15,0,150,135,11,16,5,3,171,162,8,11,8,3,197,173,19,22,9,4,224,168,13,19,3,0,209,161,11,15,3,3,192,222,8,4,0,3,243,591,20,15,0,0,630,222,14,8,8,0,254,46,3,5,13,3,71,2184,150,192,158,29,2715
312011340,7,4,0,64,50,8,12,6,0,72,74,0,7,0,0,94,101,10,7,5,8,125,171,8,15,3,0,194,238,9,25,14,4,291,328,3,20,7,10,364,242,15,22,0,4,279,203,17,5,0,8,234,223,20,8,4,3,258,172,3,7,3,0,192,485,3,3,3,3,500,152,15,15,0,3,182,59,3,0,3,0,65,2558,121,157,78,43,2958
312011341,7,3,0,162,118,8,11,5,0,139,114,4,10,0,3,133,137,8,14,3,0,159,202,4,15,4,0,224,276,7,6,3,9,295,357,17,6,0,6,382,496,24,13,0,10,532,549,26,9,0,3,584,642,26,3,0,7,683,776,14,4,0,5,795,1934,56,10,0,10,2020,1275,63,7,0,7,1358,127,4,5,0,5,138,7168,254,129,27,59,7636
