SA2_MAINCODE_2016,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000mor_E,P_3000mor_OM_IE,P_3000mor_OM_UIE,P_3000mor_CFW,P_3000mor_ES_NS,P_3000mor_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
101041017,3,3,7,216,145,7,25,3,3,179,176,13,25,6,7,224,277,15,33,3,4,335,396,21,63,4,8,497,515,29,37,7,5,587,537,37,65,4,8,654,450,37,42,9,3,537,221,32,19,3,3,280,139,28,25,0,0,191,113,12,13,0,0,137,115,19,7,0,0,146,30,24,15,3,4,69,73,3,4,3,3,91,3414,287,374,61,60,4188
101041018,0,4,0,48,35,6,13,0,3,55,39,5,18,3,0,64,71,3,22,3,0,105,101,13,28,4,0,145,128,12,35,4,3,175,109,13,32,3,0,163,73,8,23,0,0,110,47,10,16,0,0,74,40,15,4,0,0,65,32,4,11,0,0,47,42,3,9,0,0,50,8,4,11,0,0,25,10,0,0,3,3,20,780,100,224,29,15,1147
101041019,14,0,0,201,135,6,30,14,3,185,162,6,32,3,5,209,267,12,36,5,9,335,439,22,39,3,0,496,518,38,39,8,4,605,675,34,38,0,6,761,674,23,44,0,4,751,425,28,28,4,3,482,317,26,10,0,5,358,223,8,9,0,0,243,219,17,11,0,6,254,55,18,15,0,0,96,60,13,4,6,4,86,4361,257,360,68,57,5093
101041020,17,22,0,63,46,5,42,18,3,116,51,11,51,24,6,147,47,3,43,9,3,113,80,19,62,3,9,167,90,15,63,11,0,174,87,9,45,12,4,167,71,26,45,11,3,145,44,6,34,5,3,84,24,7,21,3,0,54,26,3,17,0,0,45,21,9,4,3,0,34,7,6,14,6,0,23,10,3,3,6,3,25,609,124,467,162,27,1401
101041021,0,0,0,30,12,0,7,0,0,24,27,0,9,3,0,34,46,0,10,6,0,61,59,4,15,0,0,81,71,9,20,0,0,99,69,8,12,0,0,92,61,5,8,0,0,75,38,7,15,0,0,58,29,3,4,0,0,36,35,3,0,0,0,43,21,3,3,0,0,30,3,0,4,0,0,16,11,5,0,0,0,13,512,48,109,13,8,697
101041022,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
101041023,4,0,0,48,46,3,12,3,4,64,62,0,11,3,3,77,98,0,14,3,3,125,149,16,18,0,0,185,166,6,15,0,4,198,147,18,7,4,4,184,125,15,6,3,0,157,82,13,6,3,0,107,46,6,0,0,0,52,49,0,5,0,0,55,37,5,0,0,0,41,11,0,3,0,0,15,9,0,3,0,0,17,1071,89,98,28,34,1318
101041024,4,3,0,34,29,3,20,10,0,60,25,0,21,4,0,54,33,4,16,6,0,68,57,9,28,6,3,107,79,10,31,3,0,123,62,10,15,0,0,85,44,10,18,4,0,67,31,9,14,3,0,57,14,8,9,0,0,26,6,0,3,0,0,9,5,9,4,4,0,22,0,4,0,0,0,12,11,0,0,0,3,16,424,77,179,58,11,745
101041025,10,3,5,196,139,14,37,8,8,198,158,7,34,5,5,219,256,21,39,8,9,330,362,33,66,13,7,476,413,44,64,5,11,532,406,40,59,4,3,509,272,51,55,3,9,386,123,39,35,0,3,200,97,47,27,0,3,167,86,13,15,3,3,116,54,32,8,0,0,104,26,17,15,0,3,56,47,4,3,3,4,62,2613,363,463,69,62,3575
101041026,6,8,0,128,120,4,21,11,0,152,119,9,36,16,8,188,174,12,38,6,8,238,305,14,38,4,6,364,394,28,36,0,4,465,436,17,40,0,0,498,358,26,40,0,0,430,219,17,27,3,3,268,158,13,12,4,0,193,116,9,10,0,0,141,91,15,19,0,0,125,30,9,14,0,0,59,36,0,10,0,3,56,2692,180,357,54,38,3322
101041027,22,13,0,105,86,3,30,12,4,134,143,13,33,11,4,208,159,6,57,7,8,240,274,32,72,13,3,393,273,24,61,12,6,375,232,29,49,3,8,319,152,21,36,6,4,230,91,22,24,3,0,135,75,23,11,3,0,109,38,3,15,0,0,60,44,5,11,5,0,68,16,10,8,0,0,33,26,10,15,7,3,51,1688,206,450,91,43,2471
101051539,22,7,16,375,318,14,28,14,4,377,357,12,39,6,6,422,496,13,59,5,11,592,880,36,68,12,13,1012,1130,40,72,4,9,1253,1254,44,74,0,13,1390,1206,75,68,3,10,1362,783,61,44,5,7,897,631,48,36,0,8,726,539,23,12,0,0,574,509,34,25,3,4,572,100,43,42,0,0,188,138,6,11,3,9,168,8704,456,596,91,113,9960
101051540,19,28,5,143,84,13,38,46,4,183,96,14,44,31,3,189,121,18,48,43,9,233,176,27,90,50,6,347,225,32,67,38,8,374,281,38,80,23,8,429,262,43,81,16,3,411,168,22,45,13,0,248,146,17,39,9,3,218,115,12,17,4,0,147,139,22,32,21,0,216,30,24,42,12,3,108,30,0,24,10,4,73,1986,286,677,405,62,3412
101061541,5,4,0,131,81,3,14,7,3,111,94,10,15,7,0,120,119,3,23,3,4,148,207,10,14,10,0,242,250,20,28,3,3,299,225,18,29,9,5,286,234,26,17,7,3,288,142,11,15,0,0,165,102,20,7,0,0,131,74,11,10,3,0,87,85,12,23,4,0,119,10,7,12,3,8,43,24,0,6,4,4,37,1770,149,209,69,30,2228
101061542,20,17,0,114,69,7,25,35,4,141,75,16,49,27,0,164,81,11,46,26,3,162,120,19,57,38,0,239,123,12,51,20,6,214,156,21,62,24,5,270,150,26,52,28,3,261,87,31,40,13,0,169,63,30,43,23,0,155,30,25,21,13,0,84,48,15,33,16,0,113,28,39,23,3,3,103,27,10,5,9,3,56,1145,259,533,307,37,2294
101061543,8,15,3,181,122,12,21,24,3,186,170,15,30,15,6,236,242,0,33,21,5,303,457,33,72,16,11,587,561,39,39,15,5,669,565,33,52,8,13,665,420,35,45,0,9,505,216,19,20,4,3,268,170,18,21,0,0,214,136,20,12,0,0,172,128,31,22,0,7,178,37,30,15,4,0,94,53,3,7,3,0,73,3449,294,407,155,64,4377
101061544,11,18,0,82,51,5,17,29,3,104,75,7,24,14,7,124,87,10,37,22,3,154,162,10,38,27,5,242,241,20,62,15,6,337,242,19,62,11,6,336,175,31,58,20,0,278,115,12,44,7,3,181,87,18,34,12,0,150,58,8,18,10,0,90,61,13,24,10,3,120,17,17,26,15,0,80,29,4,5,18,3,60,1447,175,474,251,45,2395
102011028,9,5,0,79,49,5,19,7,0,80,50,10,17,5,0,84,36,13,15,0,0,61,68,15,38,7,0,127,60,10,21,0,8,96,52,17,23,0,0,93,59,28,32,4,0,122,30,24,40,0,0,93,30,33,25,0,0,85,27,4,16,0,0,49,27,15,13,0,0,53,8,10,5,3,0,31,7,3,0,0,7,19,571,180,275,43,20,1084
102011029,12,6,0,66,42,10,31,3,0,89,53,11,21,11,3,97,62,14,33,9,3,120,89,18,52,9,0,164,96,20,29,0,0,143,79,19,49,0,0,149,78,33,36,5,3,157,47,19,20,3,0,87,25,29,26,3,0,83,21,24,19,0,0,59,19,21,10,0,0,54,9,9,8,0,0,34,14,0,4,0,4,17,689,220,346,64,21,1341
102011030,10,3,0,81,94,3,25,9,0,123,123,11,20,9,5,164,150,10,21,5,0,189,343,23,41,8,4,417,631,32,44,8,8,723,778,46,55,9,6,891,677,51,41,6,8,785,455,36,42,3,0,537,360,39,21,4,4,432,243,21,6,0,3,279,272,51,16,3,0,344,88,36,18,6,3,151,53,15,8,6,8,89,4335,363,374,110,48,5234
102011031,23,11,3,677,593,4,38,10,3,661,532,22,33,7,12,601,619,30,29,9,20,704,955,39,49,15,11,1072,1096,54,59,6,10,1233,1088,75,74,4,12,1248,849,95,79,7,8,1034,457,52,45,3,3,567,354,76,48,4,3,478,277,35,23,0,3,334,289,82,38,0,3,413,79,98,39,0,0,212,113,16,11,0,6,157,7982,683,585,94,103,9450
102011032,26,14,6,507,459,14,48,14,7,545,571,29,61,13,10,678,801,35,80,20,16,937,1436,59,100,13,11,1617,1881,76,98,5,26,2093,2385,94,106,7,17,2604,2525,132,91,4,12,2765,1690,103,49,3,16,1865,1489,87,43,6,4,1628,1135,68,37,3,3,1242,1180,148,53,0,11,1392,374,117,74,3,4,572,233,16,19,4,18,288,16650,982,895,137,172,18835
102011033,4,0,0,46,28,0,11,3,0,41,43,6,8,0,0,55,55,3,10,0,0,70,91,11,13,0,0,115,121,8,21,0,0,149,133,7,8,0,5,149,124,11,6,0,4,141,136,4,9,0,0,157,148,3,7,0,0,165,76,7,4,0,0,88,63,8,6,0,0,71,15,0,4,0,0,19,21,3,3,0,0,28,1097,76,109,7,13,1306
102011034,8,3,7,181,127,8,7,4,0,150,111,4,18,8,0,137,138,4,18,0,0,156,175,12,21,3,5,215,243,17,30,3,3,294,233,24,23,0,0,286,197,27,30,3,3,260,113,11,7,0,0,142,96,10,9,0,0,117,62,11,7,3,0,84,50,19,9,0,0,69,17,15,3,0,0,36,21,3,0,0,7,36,1749,152,204,35,29,2168
102011035,8,0,0,22,27,5,9,0,0,48,23,3,13,0,0,38,31,5,10,0,0,48,64,4,9,0,0,84,66,7,12,0,0,87,76,0,10,0,0,93,68,7,3,0,0,77,48,0,4,0,0,49,51,8,10,0,0,68,47,4,3,0,0,56,33,6,4,3,0,43,6,0,0,0,0,11,3,0,0,0,0,6,554,52,93,16,3,728
102011036,11,4,0,136,94,4,9,3,0,118,83,0,9,0,0,101,139,4,10,3,0,158,234,6,24,4,3,274,342,11,27,6,7,390,396,10,14,4,0,426,338,23,21,0,4,392,197,13,7,0,0,214,123,16,5,0,0,144,94,4,9,0,0,106,94,14,7,0,0,120,28,10,4,0,0,44,39,0,3,0,0,45,2329,125,164,32,26,2679
102011037,10,0,0,33,33,4,14,0,0,51,47,3,8,9,0,62,51,3,10,0,3,72,81,10,15,0,0,102,90,10,14,0,0,106,76,11,11,0,0,101,71,11,9,0,0,98,33,4,6,0,0,44,50,4,6,0,0,57,21,9,4,0,0,36,36,7,3,0,0,46,0,6,3,0,0,16,13,0,0,0,0,15,611,81,125,22,3,850
102011038,4,0,0,35,26,3,12,3,3,44,30,0,9,3,0,54,32,5,13,3,0,51,44,10,27,0,3,89,41,7,17,0,3,69,53,8,31,0,3,95,35,13,23,0,0,66,13,17,14,0,0,49,19,14,5,0,0,38,20,6,5,0,0,30,12,17,5,4,0,40,7,10,5,0,0,28,3,0,6,0,0,10,369,117,174,26,14,704
102011039,15,3,0,184,120,3,21,11,9,159,139,14,31,4,0,187,175,15,38,4,3,236,200,31,45,8,3,294,249,35,52,3,4,345,265,42,47,3,6,362,190,50,56,4,4,308,132,32,40,5,0,208,95,30,27,3,3,153,85,20,19,0,0,133,70,31,27,0,0,134,34,37,17,3,0,93,21,3,4,0,0,29,1932,364,453,73,32,2857
102011040,18,8,3,225,174,7,41,0,0,226,188,14,63,21,10,291,257,15,48,7,7,336,371,15,68,7,5,476,332,31,58,5,4,428,356,25,73,14,9,472,277,49,76,6,0,406,121,35,44,0,3,198,85,33,30,0,0,150,80,17,10,0,0,109,85,48,16,3,3,158,24,23,26,0,3,80,46,4,6,5,8,69,2602,325,581,98,67,3673
102011041,16,3,0,64,49,3,25,3,0,83,68,6,17,3,0,94,59,14,28,3,0,107,129,14,26,7,0,173,144,18,36,3,7,198,128,15,26,7,4,176,99,36,32,3,0,172,64,23,20,3,0,113,59,20,22,0,0,102,51,9,12,0,0,79,43,24,12,0,0,77,12,19,11,0,0,43,10,8,7,0,3,28,956,208,291,39,24,1510
102011042,13,3,5,245,205,3,18,5,0,229,198,15,27,5,4,250,221,5,39,4,3,275,413,16,38,5,3,468,459,22,29,0,9,523,442,24,36,7,3,516,350,37,37,3,4,428,197,24,21,0,0,252,151,19,10,0,0,192,121,10,8,0,0,144,100,17,21,3,0,138,30,23,21,0,0,76,60,8,8,0,3,78,3197,231,325,43,37,3837
102011043,9,0,0,172,117,4,19,4,0,147,120,5,18,0,0,149,166,7,22,0,3,199,309,10,23,3,4,343,324,8,37,5,4,380,327,10,22,3,3,366,206,14,26,0,0,247,110,13,12,0,0,137,73,9,12,3,5,99,65,11,10,0,0,83,57,16,10,0,0,85,28,17,9,0,0,51,33,6,3,0,0,39,2112,121,243,31,21,2521
102021044,9,4,4,286,235,5,38,4,0,280,179,9,40,10,7,252,281,17,39,7,3,349,458,21,65,5,9,564,472,25,40,4,6,547,438,24,48,3,0,518,331,39,59,0,10,428,188,28,32,0,0,251,118,38,24,0,0,175,81,12,11,0,0,113,87,25,8,0,0,125,23,25,12,0,0,62,49,0,7,0,9,59,3213,285,423,55,51,4028
102021045,6,3,0,28,34,0,7,0,0,50,57,3,9,0,3,74,61,3,13,0,0,79,92,6,20,0,0,120,146,10,13,3,0,170,133,14,17,3,0,160,91,6,20,0,0,118,56,4,6,0,0,68,77,3,3,0,0,82,51,3,3,0,0,55,42,7,4,0,0,55,11,0,0,0,0,11,18,0,3,0,0,22,886,61,134,18,4,1107
102021046,8,4,0,52,56,0,9,0,0,65,63,7,12,6,0,93,53,9,16,5,3,88,91,12,17,3,0,128,94,5,18,0,0,123,90,12,18,0,0,126,54,10,18,0,5,88,36,11,4,0,0,56,24,3,8,0,0,35,16,6,5,0,0,27,19,7,8,0,0,30,10,5,3,0,0,17,16,0,3,0,6,23,663,89,156,25,18,951
102021047,14,7,0,180,150,7,14,13,0,184,146,16,29,9,3,208,209,11,39,8,3,272,328,20,50,5,3,402,500,29,48,4,3,578,673,39,51,3,8,780,593,52,51,3,8,697,360,47,37,3,0,447,308,48,33,4,4,393,206,17,13,0,0,245,245,33,12,3,3,295,117,33,9,0,0,160,53,7,8,0,0,67,4049,356,418,58,45,4924
102021048,9,3,5,372,250,4,22,4,9,291,261,14,23,5,9,317,272,7,40,8,3,336,484,18,52,3,9,565,556,28,37,4,3,631,452,22,54,0,3,533,306,36,38,0,0,385,175,16,23,0,0,218,120,15,12,0,0,151,93,7,9,0,0,105,64,20,8,0,0,96,26,17,6,0,0,53,50,3,4,0,3,66,3505,218,339,44,39,4149
102021049,4,4,3,71,38,3,7,3,0,51,24,7,13,3,0,45,35,6,11,3,0,50,53,6,11,11,0,78,77,7,13,6,0,104,60,12,8,0,3,87,61,12,15,0,0,92,45,6,9,0,0,62,24,13,3,0,0,40,12,10,4,0,0,28,16,10,6,5,0,40,8,12,3,0,0,23,4,0,4,0,0,10,524,105,104,40,9,784
102021050,11,0,0,59,48,5,10,13,0,75,73,0,15,0,3,93,105,3,18,0,3,126,141,11,11,0,4,166,134,7,8,3,4,156,164,15,15,3,0,197,140,19,28,0,3,182,107,18,16,0,3,149,106,6,4,0,0,125,121,0,4,0,3,128,180,6,8,0,0,192,78,15,3,4,0,96,27,0,3,0,3,33,1468,114,158,34,27,1802
102021051,4,3,0,44,41,3,3,3,3,55,71,3,12,4,0,93,85,9,14,3,0,106,154,16,13,6,3,195,185,20,21,0,0,228,251,10,13,3,4,284,213,15,14,0,0,243,179,15,14,0,0,206,155,19,9,0,0,189,112,12,6,0,0,132,133,12,5,0,0,156,23,12,3,0,0,42,17,3,0,0,0,25,1667,150,138,34,14,2009
102021052,0,4,0,32,16,4,7,0,0,26,13,0,8,3,0,28,22,3,6,0,0,39,45,3,15,0,0,65,41,9,16,4,0,69,28,9,11,3,0,48,22,14,9,0,0,50,13,5,5,0,0,27,12,0,7,0,0,21,12,3,4,0,0,14,14,10,4,0,0,25,0,3,0,0,0,9,9,0,8,0,0,15,274,70,92,25,4,464
102021053,15,4,3,189,160,10,27,13,7,220,173,10,33,8,5,233,196,15,27,8,6,245,309,24,50,7,0,392,327,29,44,9,9,421,358,48,41,6,5,455,256,37,55,3,3,352,141,37,22,0,3,214,110,28,14,0,3,155,74,17,17,3,0,104,60,25,10,0,0,101,20,25,16,0,0,67,40,4,6,0,4,55,2395,323,389,80,43,3222
102021054,3,6,0,56,94,4,6,3,4,111,106,8,26,9,7,146,162,11,21,6,3,201,256,8,43,0,3,308,281,15,29,5,4,328,232,10,31,0,3,278,149,30,29,4,5,220,109,14,15,0,0,138,65,12,14,0,0,91,49,3,10,0,0,70,38,15,15,0,3,76,15,21,17,0,0,55,22,0,9,0,0,36,1642,160,265,47,33,2149
102021055,12,10,3,488,428,5,14,8,3,460,464,18,22,3,7,510,523,19,22,7,9,581,811,37,39,0,8,892,1118,43,27,3,13,1196,1282,68,42,4,5,1403,1174,69,54,7,6,1314,682,53,19,0,7,757,490,60,18,0,0,576,281,30,14,4,3,335,334,55,16,0,3,407,108,54,17,3,0,181,118,9,9,3,6,153,8302,526,320,67,83,9298
102021056,16,16,0,192,145,4,26,3,0,178,162,15,29,4,3,213,217,9,34,5,3,266,418,15,44,4,3,487,611,26,32,0,11,680,881,40,41,3,9,971,888,43,42,0,5,986,556,33,28,0,4,621,420,21,19,0,4,465,319,10,12,0,0,344,263,21,19,0,3,311,78,21,18,0,3,120,58,9,8,0,4,84,5171,283,365,62,60,5940
102021057,6,0,3,164,149,9,18,3,4,182,140,13,22,10,3,192,249,7,25,9,3,291,358,22,29,10,9,425,500,19,23,3,4,554,646,31,37,4,3,721,693,41,27,3,4,763,465,29,15,0,0,508,413,34,14,3,3,464,288,11,4,0,0,301,318,28,6,0,0,352,68,18,8,0,0,97,64,3,6,0,3,78,4499,272,241,56,54,5122
103011058,19,14,11,542,499,11,38,22,9,580,513,14,51,12,11,608,659,26,65,14,8,770,1052,51,112,20,16,1241,1306,48,91,11,14,1474,1508,94,81,7,12,1694,1426,79,84,11,14,1605,974,49,56,3,6,1091,852,73,56,3,8,988,667,28,27,3,3,727,715,78,54,0,0,845,177,71,36,9,0,288,161,8,13,4,12,206,11027,642,784,152,140,12748
103011059,3,3,7,114,97,4,16,9,0,134,106,3,10,11,3,134,153,5,19,3,3,190,277,15,26,6,0,325,394,20,27,9,8,463,457,19,24,7,3,514,377,43,32,0,8,456,279,19,18,0,0,315,249,30,17,4,3,306,220,16,7,0,0,248,197,18,15,0,0,233,44,16,7,0,3,70,37,0,7,0,0,50,3007,219,231,61,39,3560
103011060,11,11,0,48,25,3,20,19,3,74,37,7,29,8,0,89,50,5,30,14,3,98,58,8,36,15,3,120,66,12,30,3,5,116,74,14,37,16,3,148,63,17,36,10,4,133,54,13,26,11,0,102,36,19,14,11,3,77,34,5,13,8,0,60,37,3,10,0,0,54,6,12,16,3,0,36,10,5,5,4,0,24,575,129,333,164,20,1226
103011061,5,5,0,57,55,0,20,16,10,97,48,3,21,6,0,76,78,4,14,13,0,111,106,5,32,11,3,158,187,20,24,13,0,243,267,13,25,10,10,329,260,17,17,8,0,294,195,10,7,4,3,222,139,9,14,4,0,174,76,4,16,4,0,103,96,5,13,0,0,117,10,9,13,4,3,39,25,4,4,7,0,33,1595,108,232,111,33,2079
103021062,9,11,0,55,45,9,19,6,5,85,97,6,24,15,10,152,110,6,30,28,4,182,219,14,46,21,3,307,247,17,44,21,0,329,257,16,63,25,6,360,206,20,56,18,12,314,127,13,28,6,0,175,104,15,17,3,6,142,76,10,17,0,0,104,76,12,24,3,3,118,16,18,35,12,0,77,23,7,6,17,4,67,1644,164,432,229,56,2530
103021063,11,7,3,131,109,8,22,13,0,153,156,4,37,13,6,214,197,4,32,0,9,239,362,18,70,5,8,469,533,15,44,6,12,609,500,39,37,3,8,588,379,31,43,3,10,456,208,16,22,3,3,255,149,14,21,3,3,197,113,5,6,4,0,128,108,13,18,3,0,143,23,20,20,0,6,66,41,0,4,3,9,57,3003,184,397,74,68,3728
103021064,8,7,0,45,47,0,29,19,5,93,38,3,31,21,4,95,65,6,45,12,9,132,113,7,51,18,3,193,142,4,59,11,3,221,114,10,42,15,5,187,100,17,35,10,6,172,72,5,28,3,0,113,47,8,27,4,0,92,29,10,19,3,0,62,22,3,18,3,3,47,8,7,17,3,3,38,17,0,10,8,3,35,856,99,405,173,43,1567
103021065,11,14,3,137,93,3,18,10,3,131,148,6,37,29,8,229,198,10,42,16,10,274,357,22,71,22,14,476,460,11,64,14,13,569,458,20,80,16,10,585,386,37,77,4,6,507,233,21,37,7,4,301,156,27,45,3,0,230,105,14,19,0,0,134,128,18,26,7,0,179,32,26,17,3,0,78,52,3,16,14,11,89,2921,223,573,199,81,3984
