SA2_MAINCODE_2016,P_75ov_EWFT,P_75ov_EWPT,P_75ov_EAFW,P_75ov_EHW_NS,P_75ov_Tot,P_Tot_EWFT,P_Tot_EWPT,P_Tot_EAFW,P_Tot_EHW_NS,P_Tot_Tot
102021053,9,12,0,3,23,1574,1498,95,58,3222
102021054,4,5,0,0,14,1031,985,84,50,2149
102021055,0,7,0,3,11,5346,3468,306,178,9298
102021056,7,11,0,0,13,3517,2061,257,101,5940
102021057,0,13,0,5,13,3259,1593,176,93,5122
103011058,23,48,5,0,77,7458,4530,505,257,12748
103011059,6,9,0,0,18,2336,1030,137,60,3560
103011060,22,30,3,5,58,735,422,40,29,1226
103011061,10,7,4,7,32,1422,538,64,54,2079
103021062,42,27,3,8,78,1602,742,100,83,2530
103021063,14,13,0,3,29,2203,1335,125,67,3728
103021064,28,28,4,7,67,955,513,57,50,1567
103021065,37,29,8,16,86,2509,1220,163,104,3984
103021066,18,20,3,0,37,773,380,35,35,1228
103021067,4,12,0,3,17,2416,1368,178,90,4061
103021068,15,30,4,5,54,1010,328,60,36,1437
103021069,34,24,8,6,69,1665,748,93,80,2584
103031070,4,18,0,5,25,2806,1900,209,95,5013
103031071,16,18,0,3,37,1736,555,89,54,2430
103031072,20,11,0,3,36,2956,2016,182,87,5246
103031073,16,12,0,0,29,463,357,32,16,872
103031074,32,39,9,6,90,2625,935,150,99,3805
103031075,0,0,0,0,0,0,0,0,0,0
103041076,30,22,3,12,65,1981,753,129,69,2927
103041077,20,39,3,11,76,9446,4938,575,245,15198
103041078,0,8,4,0,15,2184,983,121,58,3346
103041079,47,44,3,5,107,2413,979,137,86,3612
104011080,16,37,0,10,64,5390,3495,381,171,9434
104011081,25,33,0,7,65,1062,752,60,70,1951
104011082,20,21,3,4,49,2356,2177,201,106,4842
104021083,8,16,0,3,26,765,847,55,34,1708
104021084,8,8,0,4,25,3211,2789,252,127,6379
104021085,13,23,0,6,43,7718,4717,471,209,13115
104021086,3,3,0,0,7,286,240,16,19,560
104021087,15,7,5,7,29,450,425,44,26,948
104021088,0,5,0,0,3,549,598,26,29,1200
104021089,0,14,0,0,23,2180,1921,132,82,4314
104021090,0,4,0,0,9,614,468,45,23,1145
104021091,6,10,4,3,19,1708,1352,110,65,3230
105011092,13,8,0,4,22,1066,324,51,43,1482
105011093,13,8,0,0,21,1630,463,110,61,2265
105011094,20,8,4,3,32,983,396,64,61,1503
105011095,34,27,7,6,70,1583,544,73,50,2252
105011096,18,15,0,3,38,1360,627,73,72,2134
105021097,10,14,8,8,48,4261,2111,315,163,6845
105021098,9,3,0,3,16,755,183,34,42,1013
105031099,42,31,3,3,83,1577,887,94,65,2623
105031100,10,13,0,9,32,4665,1477,209,130,6487
105031101,12,35,3,4,56,6200,3168,376,179,9924
105031102,5,15,0,0,21,1321,691,61,35,2108
105031103,26,21,0,3,53,711,270,37,19,1036
105031104,38,17,0,0,57,1004,499,57,48,1605
105031105,18,19,3,8,53,1550,596,77,61,2286
105031106,26,30,3,7,62,1419,766,84,59,2334
106011107,13,17,0,3,31,2089,1714,114,69,3993
106011108,3,15,0,6,21,3301,2663,272,119,6353
106011109,7,12,3,4,23,1078,467,72,30,1642
106011110,28,33,3,0,59,1122,895,90,52,2155
106011111,4,4,0,3,12,1711,1467,101,55,3336
106011112,14,21,4,3,37,5104,2594,287,161,8149
106011113,13,3,0,5,27,5644,800,301,151,6893
106021114,3,5,0,0,9,3638,2450,266,107,6459
106021115,10,19,0,6,31,3834,3401,277,123,7637
106021116,3,3,0,3,8,492,459,21,20,993
106021117,14,17,0,4,42,4680,2462,223,127,7495
106021118,7,12,0,4,19,2518,1159,116,59,3850
106031119,0,3,0,3,9,394,361,29,15,802
106031120,0,3,0,0,3,328,425,28,9,789
106031121,5,35,0,6,44,3148,3221,266,122,6764
106031122,14,15,3,0,28,6918,2489,323,170,9897
106031123,3,9,0,0,15,425,259,29,15,736
106031124,3,10,0,0,18,557,484,45,21,1106
106031125,12,24,3,0,39,4671,1519,228,107,6525
106041126,10,11,3,3,27,5125,1866,331,144,7464
106041127,8,9,0,3,17,1445,456,74,57,2034
106041128,14,13,0,3,34,1631,1016,83,58,2792
106041129,34,32,3,3,74,1382,727,88,49,2247
107011131,9,4,4,0,16,2157,2210,174,81,4628
107011132,3,0,0,0,3,512,305,21,11,849
107011133,3,3,0,0,6,2620,451,126,71,3263
107011134,12,16,0,3,31,6192,2264,262,138,8862
107011545,0,9,0,0,13,825,671,60,27,1582
107011546,3,3,4,4,16,5060,2428,289,123,7901
107011547,0,0,0,4,5,214,180,11,13,418
107021135,0,0,0,0,0,48,13,3,5,63
107031136,4,6,0,0,5,1162,1173,76,44,2459
107031137,4,0,0,0,9,1420,818,80,31,2355
107031138,0,10,0,0,17,1313,1423,92,34,2872
107031139,3,0,0,0,6,254,304,23,3,580
107031140,9,22,0,3,33,836,906,78,41,1860
107031141,0,6,0,3,10,1518,1044,84,37,2678
107031142,3,8,0,0,13,3012,2720,227,110,6067
107031143,4,9,0,3,21,2033,1663,177,60,3933
107041144,7,12,0,0,18,3014,2432,220,99,5769
107041145,0,9,0,3,13,1649,1481,124,77,3335
107041146,8,16,0,0,27,3263,3092,233,100,6691
107041147,3,6,0,0,11,1080,841,69,44,2033
107041148,0,7,0,0,9,1049,1198,61,29,2345
107041150,3,9,0,3,20,1690,1705,117,61,3572
107041548,18,20,5,9,54,12126,7248,754,317,20449
107041549,7,14,0,9,27,4248,2756,366,103,7475
108011151,16,8,3,0,31,736,498,47,26,1300
108011152,3,8,0,4,22,2060,1938,186,102,4284
108011153,8,8,0,0,14,468,555,45,22,1086
108011154,3,8,4,8,19,1198,969,91,59,2322
108021155,13,15,0,3,37,3545,2515,278,195,6538
108021156,22,21,8,7,50,946,676,72,58,1754
108021157,5,3,0,0,12,1376,894,107,57,2430
108021158,6,6,3,0,17,843,950,66,39,1900
108021159,19,16,5,3,43,632,500,34,31,1201
108021160,3,0,0,3,6,462,496,59,36,1047
108031161,0,3,0,0,7,116,74,24,9,216
108041162,10,10,0,6,25,1497,1403,105,71,3076
108041163,15,26,0,3,42,4557,3653,352,156,8721
108041164,9,33,0,3,51,6621,4167,403,198,11392
108041165,22,17,0,4,43,741,359,36,44,1176
108041166,4,22,0,0,30,1865,1105,108,71,3148
108051167,7,18,3,8,38,937,707,67,45,1753
108051168,8,11,3,4,30,606,672,65,36,1384
108051169,10,26,5,11,57,5769,4167,414,223,10580
108051170,22,24,4,0,53,793,670,61,52,1576
108051171,3,7,0,0,11,695,558,186,44,1479
109011172,3,19,3,3,25,3690,1839,215,98,5840
109011173,4,3,3,0,10,1115,668,70,38,1898
109011174,12,17,5,4,42,6929,4948,506,206,12590
109011175,37,43,12,7,98,2269,1170,168,84,3694
109011176,3,15,0,0,18,2268,1543,151,82,4037
109021177,10,10,0,0,23,820,399,53,39,1315
109021178,3,12,0,3,25,1324,656,92,56,2132
109021179,15,8,4,0,31,1152,419,52,55,1680
109031180,3,3,3,3,17,1295,807,123,60,2292
109031181,17,22,4,3,47,1746,762,104,53,2656
109031182,11,10,3,3,31,1884,1126,138,59,3206
109031183,39,30,6,3,77,1782,797,106,68,2762
109031184,4,9,5,0,19,965,685,92,46,1792
109031185,21,33,3,6,66,1894,1114,150,89,3253
110011186,19,33,0,5,64,6214,4095,423,208,10940
110011187,32,21,6,0,64,1217,565,50,37,1874
110011188,22,29,8,4,57,785,469,44,31,1326
110011189,19,21,3,0,44,913,431,44,27,1418
110021190,32,32,8,6,78,1747,1108,124,83,3059
110021191,25,28,3,19,68,3074,1926,205,149,5353
110021192,29,14,5,0,55,638,327,40,33,1039
110021193,29,23,0,3,60,1117,522,63,47,1751
110021194,25,25,3,10,63,1225,761,88,63,2140
110031195,10,9,4,0,22,2465,994,157,102,3712
110031196,37,18,9,0,62,1614,456,77,60,2212
110031197,6,3,5,0,18,1905,1002,125,67,3097
110031198,20,17,6,9,51,1377,467,98,57,2000
110041199,8,4,0,7,19,2342,1290,141,72,3841
110041200,30,22,3,4,58,1688,419,69,54,2226
110041201,25,27,4,3,63,1682,806,99,69,2654
110041202,12,19,0,8,38,3444,2243,215,107,6004
110041203,13,29,4,6,50,5881,3434,407,194,9917
110041204,8,13,0,3,25,4219,1041,151,118,5531
110041205,60,43,7,6,115,2224,1138,125,94,3586
111011206,0,21,3,0,23,3157,2319,206,83,5775
111011207,0,3,0,0,3,244,258,17,10,527
111011208,16,15,0,4,37,6324,5067,469,187,12046
111011209,14,13,0,5,35,6084,3634,330,184,10225
111011210,3,0,0,0,7,609,794,76,13,1491
111011211,0,0,0,0,0,530,338,28,19,910
111011212,0,7,0,0,10,783,923,64,29,1788
111011213,0,5,0,0,4,510,546,25,10,1097
111011214,3,12,3,3,24,3491,2427,211,74,6210
111021215,0,5,0,0,8,988,687,81,35,1789
111021216,0,6,0,0,6,390,408,33,8,844
111021217,3,0,0,0,3,1555,943,108,45,2645
111021218,4,19,0,0,28,3502,2144,237,108,5984
111021219,3,20,0,3,31,2106,1843,145,72,4164
111021220,0,3,0,0,9,724,431,38,21,1213
111021221,0,0,0,0,0,573,325,30,20,956
111031222,3,20,0,0,26,3002,3387,254,94,6737
111031223,0,3,0,4,9,5073,1378,180,131,6766
111031224,13,40,3,5,58,7437,3876,405,198,11917
111031225,8,21,0,3,39,5832,3892,515,145,10384
111031226,0,6,0,0,6,929,573,33,17,1554
111031227,9,18,0,3,28,5169,2518,279,141,8103
111031228,3,26,0,0,30,1697,1660,106,35,3501
111031229,7,22,4,9,48,12233,5792,735,256,19020
111031230,4,0,0,0,6,3417,460,147,61,4082
111031231,9,14,0,3,23,4358,2734,298,139,7529
111031232,0,4,0,0,10,919,678,76,32,1703
111031233,4,14,0,3,19,3211,2041,206,92,5553
111031234,3,20,0,0,27,2911,2127,281,80,5391
111031235,5,3,0,0,16,3850,1593,153,86,5677
112011236,8,33,3,11,55,4746,3693,291,176,8911
112011237,36,40,0,3,82,2366,1876,154,70,4464
112011238,6,15,0,3,29,995,965,58,38,2059
112011239,4,11,0,0,14,676,902,53,28,1658
112011240,7,10,0,3,23,2979,2941,189,141,6253
112011241,4,3,0,0,13,650,520,39,32,1234
112011242,3,9,0,0,7,685,755,40,31,1514
112011243,10,11,0,6,24,1295,1435,106,85,2917
112021244,13,13,0,4,33,2585,1838,180,109,4715
112021245,28,29,4,8,64,841,513,42,39,1433
112021246,8,9,0,4,23,1348,1142,95,58,2644
112021247,29,12,0,8,47,1272,862,65,59,2258
112021248,15,29,0,19,66,8361,5584,484,264,14698
112021249,36,28,6,8,69,1479,1223,81,91,2880
112031250,5,25,0,3,35,2048,1855,112,66,4085
112031251,15,15,0,3,28,2690,1779,185,111,4769
112031252,19,19,0,3,43,857,787,50,47,1745
112031253,7,12,0,3,19,1064,1104,80,55,2304
112031254,10,24,7,8,46,3575,3036,253,175,7043
112031550,0,22,0,0,20,982,1065,77,35,2161
112031551,0,6,0,0,3,281,201,10,5,500
112031552,9,11,0,4,21,2994,2281,163,121,5559
113011256,17,26,0,5,42,5294,2918,294,197,8703
113011257,40,55,7,9,111,4354,1362,256,153,6133
113011258,19,17,3,7,43,2850,1136,153,103,4247
113011259,17,24,0,3,41,1308,665,99,58,2127
113021260,18,21,0,0,36,920,441,64,35,1461
113021261,9,9,0,7,25,1960,1029,115,73,3174
113021262,13,17,0,3,34,803,363,54,47,1259
113031263,17,21,4,3,47,1639,908,90,57,2697
113031264,16,11,0,8,36,826,516,49,50,1442
113031265,12,14,0,3,26,1196,524,70,40,1828
113031266,8,20,0,3,36,1474,857,90,71,2491
113031267,9,16,0,6,33,4014,1758,200,110,6080
113031268,0,3,3,3,9,2089,579,81,63,2816
113031269,0,5,0,4,13,1733,1266,95,46,3138
113031270,18,39,0,6,64,9742,5081,615,299,15731
113031271,63,47,4,13,125,3236,1190,148,96,4673
114011272,8,14,0,4,32,1402,1242,101,55,2796
114011273,3,0,0,0,0,179,192,12,11,393
114011274,3,5,0,0,13,398,350,38,17,798
114011275,0,0,0,0,0,43,26,3,3,77
114011276,0,3,0,3,8,809,887,89,41,1830
114011277,3,21,0,4,26,2277,1615,142,96,4119
114011278,20,22,0,7,47,9300,4901,567,296,15061
114011279,4,9,0,3,11,649,752,69,40,1516
114011280,0,6,0,0,6,299,353,31,19,696
114011281,3,6,0,0,13,275,195,18,5,497
114011282,8,23,3,5,34,2347,2431,211,118,5106
114011283,4,7,0,0,11,336,344,30,13,720
114021284,18,61,4,4,88,3314,2691,195,90,6288
114021285,0,8,0,0,9,223,215,21,13,476
114021286,11,33,0,0,46,2318,1703,120,68,4214
114021287,19,20,0,0,38,2762,1430,122,78,4385
114021288,21,14,0,0,37,520,376,19,14,932
114021289,16,19,3,3,42,772,784,46,38,1645
115011290,0,20,0,0,26,1977,1941,95,62,4071
115011291,4,28,0,7,45,16989,5605,573,414,23580
115011294,3,3,0,0,8,454,382,24,3,866
115011296,0,6,0,0,8,1893,678,65,38,2679
115011553,12,25,0,0,39,5671,2777,195,161,8804
115011554,0,7,0,0,7,609,637,45,18,1303
115011555,4,25,3,3,35,2135,3072,199,75,5481
115011556,0,15,0,0,12,1009,1048,50,41,2145
115011557,0,0,0,0,0,235,210,15,5,469
115011558,5,14,0,0,23,1013,1270,68,38,2393
115011559,9,4,0,0,15,1994,1476,92,70,3636
115021297,25,63,11,8,108,4692,3359,232,154,8433
115021298,8,12,0,0,21,952,672,40,36,1697
115031299,5,8,0,0,15,261,216,15,12,507
115031300,23,23,0,3,49,2087,1340,106,73,3600
115041301,5,12,0,4,22,3153,1593,118,96,4954
115041302,7,15,0,0,21,2876,2688,158,125,5853
116011303,18,24,3,0,45,13287,5880,601,438,20205
116011304,0,8,3,0,10,972,776,59,38,1846
116011306,3,3,0,0,6,979,805,57,58,1894
116011307,10,23,3,0,40,9463,3130,289,278,13152
116011308,3,12,3,6,27,4268,2261,174,156,6857
116011560,0,3,0,0,3,555,403,41,28,1024
116011561,0,6,0,0,4,862,642,34,40,1579
116021309,0,4,0,0,3,859,695,50,36,1644
116021310,0,6,0,0,4,1837,1745,105,72,3761
116021312,8,15,0,0,19,4443,1972,157,130,6695
116021562,0,0,0,0,0,142,88,11,0,237
116021563,4,4,0,3,12,1314,1040,61,48,2463
116031313,0,3,0,0,3,703,688,39,35,1469
116031314,4,6,0,0,11,3942,901,95,141,5075
116031315,0,0,0,0,0,1038,982,87,59,2163
116031316,0,0,0,0,0,583,423,36,31,1073
116031317,3,8,4,0,16,3873,2611,230,197,6918
116031318,6,9,3,4,30,14440,2701,380,448,17965
116031319,3,11,0,3,11,7015,2796,296,258,10369
117011320,10,17,0,0,32,4683,774,132,118,5710
117011321,13,20,4,3,34,5397,1432,148,153,7125
117011322,14,25,0,13,47,15672,5401,884,447,22409
117011323,3,3,0,0,5,2048,1964,149,78,4245
117011324,6,10,0,0,14,3602,565,134,83,4383
117011325,0,11,0,0,20,9595,4739,769,340,15444
117021326,16,42,3,3,65,8225,4392,302,284,13196
117021327,4,11,0,0,19,2982,1823,131,92,5022
117021328,18,7,0,0,28,4062,1546,123,102,5836
117031329,10,39,3,4,55,8057,3430,383,183,12058
117031330,22,36,0,5,61,17741,4924,532,429,23631
117031331,8,20,0,3,25,4440,2466,195,111,7213
117031332,23,50,0,5,85,12880,6541,778,406,20610
117031333,19,50,3,3,78,10891,3338,455,268,14953
117031334,30,48,8,9,96,26775,8389,1075,594,36837
117031335,12,16,4,8,33,10605,3298,400,276,14583
117031336,24,43,3,9,78,21636,6867,828,486,29817
117031337,284,392,40,49,762,248455,57747,9390,5231,320828
117031338,16,25,0,3,42,10381,3455,347,270,14447
118011339,8,17,0,0,26,1755,1368,74,58,3253
118011340,3,14,0,0,23,2195,1939,93,78,4309
118011341,25,68,5,6,115,8641,5953,422,294,15305
118011342,0,0,0,0,0,63,36,7,0,106
118011343,51,128,4,6,189,5486,3542,228,160,9423
118011344,0,27,0,0,32,721,686,24,29,1464
118011345,19,41,3,0,62,6017,3023,255,150,9443
118011346,18,37,3,0,57,2449,1597,112,84,4242
118011347,12,37,0,0,50,1502,1205,58,45,2815
118021348,7,28,0,0,30,1868,1741,92,94,3793
118021350,3,14,0,0,18,3234,1555,154,105,5047
118021564,16,26,0,3,49,5551,3257,248,208,9264
118021565,3,14,0,0,20,967,1050,55,44,2114
118021566,0,11,0,3,12,1023,781,82,33,1923
118021567,0,3,0,0,7,666,544,29,27,1264
118021568,3,6,0,0,9,1057,890,47,37,2028
118021569,8,21,0,3,39,2310,1464,121,74,3962
118021570,20,26,3,0,51,7600,3764,499,229,12098
119011354,0,8,3,0,16,1472,1358,105,89,3027
119011355,7,12,0,3,16,6253,1190,193,221,7854
119011356,22,23,3,0,51,9868,2571,265,329,13039
119011357,7,5,3,0,13,3722,2141,179,203,6246
119011358,11,9,0,3,15,2171,1264,67,67,3575
119011359,0,20,3,0,25,1848,1348,108,72,3371
119011360,5,13,0,0,15,1506,1561,104,74,3237
119011361,4,7,0,0,6,1104,951,55,69,2185
119011571,5,15,0,0,19,4070,2850,240,180,7333
119011572,16,10,3,0,34,6208,3065,271,262,9803
119021362,6,3,0,0,18,2160,1331,88,102,3684
119021363,13,19,3,0,37,4067,2674,202,182,7130
119021364,12,27,0,0,40,4633,1840,146,175,6799
119021366,9,9,3,0,19,2713,1398,117,120,4349
119021367,0,7,0,0,10,1416,1363,86,73,2948
119021573,5,8,0,0,9,1535,1143,68,100,2844
119021574,3,0,0,0,3,347,335,21,30,726
119031368,5,18,0,0,26,4895,4089,319,200,9503
119031369,6,21,0,0,27,1453,1545,70,64,3132
119031370,6,10,0,0,9,887,772,42,48,1754
119031371,3,16,0,0,19,1085,764,73,37,1957
119031372,13,31,0,0,50,3437,1792,125,109,5458
119031373,0,4,0,0,9,999,741,37,66,1847
119031374,5,17,0,0,26,1963,1603,134,70,3766
119041375,5,16,0,0,20,2611,1224,103,79,4015
119041376,7,17,3,0,18,1683,1327,89,75,3177
119041377,4,7,0,0,14,1090,846,49,44,2025
119041378,10,22,3,3,39,7087,3412,425,200,11123
119041379,3,12,0,0,19,1380,983,79,56,2497
119041380,3,10,0,0,14,1139,776,59,49,2028
119041381,6,20,0,0,27,3503,2051,131,119,5801
119041382,6,9,0,0,14,1160,1106,75,66,2410
120011383,7,20,0,0,29,2264,1652,98,104,4120
120011384,12,21,4,0,36,14333,4458,626,405,19822
120011385,11,26,0,0,37,2056,1882,112,93,4141
120011386,16,21,0,0,41,2982,2157,122,118,5380
120021387,13,32,0,3,44,2802,1912,145,91,4956
120021388,15,37,0,0,57,6237,3719,282,196,10426
120021389,14,16,0,0,32,3806,1723,151,84,5760
120031390,7,19,0,4,31,4732,2620,253,145,7755
120031391,24,41,3,3,74,7767,4877,403,266,13313
120031392,5,4,0,0,12,864,645,35,30,1579
120031393,7,13,0,0,21,1475,1137,82,70,2764
120031394,8,9,0,0,20,1536,987,50,58,2631
120031395,3,16,0,3,23,1894,1327,82,64,3363
120031396,18,31,0,3,47,7480,2863,232,245,10816
120031575,15,42,8,4,63,4579,2738,253,154,7732
120031576,3,3,0,0,8,1989,561,58,59,2675
121011398,34,73,3,13,115,17745,8707,720,480,27653
121011399,3,17,3,0,26,1801,1082,69,50,2993
121011400,18,62,4,7,88,8069,3879,304,203,12447
121011401,30,62,4,10,109,22110,6001,845,467,29424
121011402,16,49,3,4,76,4000,2836,179,106,7118
121021403,10,23,3,0,30,2918,1431,140,76,4565
121021404,0,4,0,0,4,810,777,52,28,1668
121021406,10,34,0,3,49,3016,2026,147,79,5265
121021577,11,23,3,4,47,5594,4084,322,167,10163
121021578,3,10,0,0,15,1568,1176,103,47,2888
121021579,8,11,0,0,20,1390,931,78,36,2434
121031407,16,55,3,3,77,2892,2346,154,81,5481
121031408,4,52,0,4,62,2274,2262,114,75,4727
121031409,12,36,3,4,48,3404,1946,154,87,5598
121031410,11,72,0,3,81,1897,2213,111,63,4288
121031411,6,58,4,0,73,1754,2038,116,57,3969
121031412,13,50,4,0,67,3202,2695,222,104,6231
121041413,12,40,0,0,54,1801,1617,101,61,3574
121041414,23,39,0,3,60,5519,2861,248,142,8771
121041415,35,93,14,3,142,4656,3727,215,141,8738
121041416,15,38,0,3,54,4016,2380,182,100,6676
121041417,38,72,5,13,128,39443,7504,1247,783,48972
122011418,16,45,0,5,69,2469,2360,128,99,5048
122011419,15,43,4,4,68,4608,3663,277,150,8689
122021420,16,32,0,3,46,1671,1655,95,69,3489
122021421,13,23,0,0,41,1063,952,50,40,2102
122021422,5,9,0,0,19,1259,1262,67,37,2626
122021423,13,76,0,5,99,7304,5031,390,210,12936
122031424,0,7,0,0,8,674,677,31,22,1406
122031425,5,13,0,0,19,1948,757,90,48,2843
122031426,3,28,0,0,37,2975,2435,156,73,5646
122031427,6,39,3,0,52,1125,1156,74,37,2388
122031428,12,59,0,5,78,9272,4331,342,205,14153
122031429,26,63,4,3,97,10156,5409,375,247,16179
122031430,4,13,0,3,24,1736,1613,93,65,3511
122031431,8,44,0,0,57,2423,2188,130,79,4821
122031432,7,17,0,0,27,1365,925,50,44,2389
123011433,3,12,3,0,22,2499,2111,160,98,4867
123011434,3,11,0,0,14,3336,2354,166,110,5965
123011435,9,3,0,6,16,6505,2598,233,199,9526
123021436,0,10,0,0,9,1024,652,71,37,1788
123021437,15,22,3,3,39,10134,7123,647,426,18328
123021438,0,3,0,0,3,1054,908,78,52,2093
123021439,0,0,0,0,0,0,0,0,0,0
123021440,14,22,0,0,36,8534,2294,241,250,11316
123021441,0,5,0,0,3,762,618,43,34,1453
123021442,3,3,0,0,8,1842,1231,120,77,3269
123021443,4,10,3,0,15,5488,1898,173,165,7727
123021444,0,10,0,0,14,1089,1023,87,57,2246
123031445,0,0,0,0,3,800,347,48,25,1221
123031446,6,9,0,3,20,2193,712,110,50,3068
123031447,5,9,0,0,20,2555,1572,140,100,4371
123031448,9,14,0,3,25,843,493,42,42,1414
124011449,8,14,0,0,24,527,620,43,20,1213
124011450,3,19,0,0,18,1539,1510,89,40,3181
124011451,0,0,0,0,0,30,15,0,0,45
124011452,11,32,0,4,48,3075,3108,213,126,6518
124011453,4,5,0,0,14,744,728,50,25,1548
124011454,9,21,5,0,31,2247,2255,174,59,4735
124011455,3,10,0,0,12,515,561,42,15,1131
124021456,0,0,0,0,0,3,6,0,0,17
124031457,0,3,0,0,3,590,660,39,29,1323
124031458,8,10,0,0,20,1681,1161,84,54,2979
124031459,5,6,0,5,18,2809,1377,84,89,4355
124031460,4,7,0,0,6,1047,943,70,39,2105
124031461,6,12,3,0,15,3275,2037,171,104,5582
124031462,7,11,5,0,27,5390,2677,370,149,8591
124031463,3,8,0,0,13,1631,838,69,46,2575
124031464,12,25,4,8,51,11996,7121,660,369,20148
124031465,3,4,0,0,6,589,273,27,19,908
124041466,10,23,0,4,33,5133,2746,247,157,8282
124041467,18,16,0,0,30,4135,2334,179,139,6787
124041468,4,4,0,0,10,1369,504,74,52,1997
124051469,0,4,0,0,3,4452,978,117,132,5682
124051470,0,3,0,0,7,935,811,63,37,1848
124051580,0,9,0,0,9,573,424,27,29,1046
124051581,15,21,0,0,45,6612,2578,243,245,9678
125011473,20,26,0,4,50,20581,4752,688,490,26521
125011475,0,0,0,0,0,134,27,3,3,167
125011582,6,6,0,3,15,3578,1566,173,163,5474
125011583,4,4,0,3,8,2924,1157,89,124,4299
125011584,6,0,0,0,10,1748,585,34,71,2436
125011585,0,3,0,0,3,323,302,11,28,660
125011586,12,9,0,3,31,8488,3010,296,293,12092
125011587,3,3,0,0,6,2027,560,57,69,2718
125021476,5,21,0,0,31,2151,2277,135,96,4655
125021477,22,24,3,3,49,10080,2689,307,276,13357
125021478,6,15,0,3,23,899,800,54,34,1789
125031479,8,14,0,0,23,5582,1852,173,206,7811
125031480,13,10,0,0,15,3797,1479,134,156,5561
125031481,7,12,0,4,22,4408,1887,151,133,6570
125031482,3,5,0,4,14,3893,1523,141,116,5674
125031483,4,0,0,0,9,2501,1123,78,148,3846
125031484,0,8,0,0,15,1437,945,59,48,2497
125031485,10,16,0,0,19,2983,2443,154,163,5747
125031486,9,5,0,0,21,8053,1325,179,216,9769
125031487,5,0,0,0,3,2250,541,56,70,2910
125041489,6,18,0,0,31,5619,2814,235,185,8854
125041490,4,15,0,0,20,2269,1272,111,57,3708
125041491,7,34,0,3,45,11271,4696,783,328,17076
125041492,35,46,5,5,94,35790,11624,1748,1066,50228
125041493,0,9,0,0,13,2153,969,81,73,3278
125041494,0,11,0,0,19,1254,1065,65,50,2438
125041588,8,7,0,3,22,3876,1296,122,152,5446
125041589,7,7,0,0,17,1410,1206,71,76,2774
126011495,10,33,3,0,47,2588,2029,130,92,4831
126011496,10,37,0,0,48,3187,2292,154,91,5728
126021497,6,34,3,0,44,3051,2451,163,119,5784
126021498,10,29,3,0,42,4007,2037,142,101,6290
