SA2_MAINCODE_2016,P_75ov_EWFT,P_75ov_EWPT,P_75ov_EAFW,P_75ov_EHW_NS,P_75ov_Tot,P_Tot_EWFT,P_Tot_EWPT,P_Tot_EAFW,P_Tot_EHW_NS,P_Tot_Tot
301021013,3,19,0,0,20,1757,2284,140,64,4247
301021527,3,15,0,0,20,734,728,70,41,1568
301031014,3,0,0,0,8,4860,1004,230,120,6211
301031015,3,9,0,0,12,972,873,64,37,1949
301031016,0,5,0,0,9,851,913,64,22,1849
301031017,0,7,0,0,11,9499,1858,274,191,11821
301031018,0,4,0,3,3,2723,933,98,67,3824
301031019,3,0,0,0,4,1287,558,29,31,1906
301031020,5,15,0,3,20,2096,1619,108,53,3874
301031021,11,5,4,3,27,4603,1965,181,140,6897
302011022,0,0,0,0,3,703,491,37,23,1263
302011023,0,9,0,0,9,326,318,7,10,664
302011024,0,3,0,6,8,1229,834,94,46,2203
302011025,5,6,0,0,7,823,901,44,27,1799
302011026,0,5,0,0,13,737,888,52,28,1700
302021027,10,20,5,0,35,2125,1952,127,69,4265
302021028,0,11,3,0,21,7508,5926,588,193,14208
302021029,5,13,0,0,16,423,370,21,4,816
302021030,9,15,0,0,22,5045,1092,141,87,6360
302021031,12,3,0,3,12,2728,1213,96,68,4105
302021032,9,11,0,3,17,2627,1556,99,67,4353
302021033,0,0,0,0,6,409,383,25,13,835
302021034,0,0,0,0,5,667,506,38,17,1228
302031035,0,5,0,0,9,904,716,50,28,1699
302031036,15,20,3,6,37,15320,4894,869,348,21426
302031037,11,15,0,3,33,9860,1609,279,171,11919
302031038,11,13,0,0,26,7723,1904,294,179,10097
302031039,11,3,0,3,16,5392,1697,194,136,7422
302031040,6,7,0,0,15,2663,1918,162,76,4814
302041041,0,10,0,0,9,1042,1077,87,32,2227
302041042,0,0,0,0,7,652,691,69,29,1443
302041043,4,3,0,0,9,722,388,29,20,1150
302041044,3,7,0,0,13,1450,1185,91,36,2762
302041045,3,6,0,0,9,734,892,64,35,1725
302041046,0,8,0,0,10,1293,617,78,34,2024
303011047,3,5,0,0,6,910,856,50,22,1835
303011048,0,7,0,0,5,3065,1533,157,65,4820
303011049,3,4,0,0,7,1254,875,77,35,2247
303011050,0,5,0,0,8,625,553,34,18,1232
303011051,0,13,0,0,11,2212,3172,145,117,5644
303021052,3,4,0,0,9,1348,1155,68,45,2615
303021053,3,19,3,0,29,3376,1926,188,73,5571
303021054,3,5,0,0,5,1510,733,92,32,2366
303021055,7,6,0,4,18,3803,2344,224,98,6472
303021056,3,11,0,0,9,948,811,53,29,1837
303021057,3,3,0,0,7,470,440,27,9,948
303021058,3,14,3,3,25,10088,4560,727,223,15592
303021059,0,26,0,3,31,2522,1326,141,65,4053
303031060,3,11,0,0,12,6728,2058,301,153,9239
303031061,0,3,0,0,4,937,832,46,30,1843
303031062,0,12,0,0,12,2634,1153,91,57,3941
303031063,5,13,3,0,17,2519,1883,139,74,4620
303031064,0,9,0,0,5,1061,700,50,24,1829
303031065,3,18,0,5,31,5559,4477,345,175,10560
303031066,3,16,0,3,21,752,717,43,12,1527
303041067,4,12,6,0,19,4909,1622,209,123,6865
303041068,9,8,3,0,19,1897,870,61,41,2863
303041069,0,3,0,0,0,897,1061,54,53,2073
303041070,3,15,0,3,22,5785,1914,213,143,8056
303041071,4,11,0,0,15,568,570,21,20,1177
303051072,0,3,0,0,3,497,473,26,23,1017
303051073,6,11,3,0,18,2346,1530,137,92,4104
303051074,3,4,0,3,12,5087,1454,200,127,6868
303051075,0,4,0,0,4,1486,842,74,43,2449
303051076,24,35,0,0,63,18354,3981,520,429,23284
303061077,0,0,0,0,0,332,358,13,19,722
303061078,3,10,0,0,12,1013,787,52,33,1882
303061079,4,12,0,0,15,1096,1100,67,43,2305
303061080,0,11,0,0,14,1458,1660,87,70,3268
304011081,5,3,0,0,15,1379,1783,103,45,3306
304011082,0,3,0,0,3,426,550,30,19,1021
304011083,0,0,0,0,0,114,109,4,9,236
304011084,5,3,0,0,3,2344,1378,125,66,3910
304011085,0,0,0,0,0,132,126,10,0,260
304021086,3,6,0,3,14,508,583,30,15,1135
304021087,6,17,0,0,28,975,900,67,31,1972
304021088,0,7,0,0,6,529,743,43,14,1335
304021089,3,7,0,0,8,346,309,26,9,693
304021090,9,16,0,0,27,923,906,53,22,1901
304021091,4,4,0,0,8,766,523,48,21,1359
304031092,5,13,0,0,14,634,729,40,23,1422
304031093,8,7,0,0,15,931,681,61,22,1698
304031094,8,22,0,4,31,3710,4196,267,139,8317
304031095,0,9,0,0,9,668,510,33,21,1223
304031096,3,28,0,0,37,5834,3686,371,162,10048
304031097,0,7,0,0,17,1364,840,70,25,2297
304041098,3,4,0,3,11,6428,1147,391,143,8112
304041099,0,0,0,0,0,3,0,0,0,5
304041100,0,3,0,0,3,676,882,48,32,1642
304041101,0,8,0,0,13,1368,1675,86,42,3175
304041102,0,3,0,0,3,442,140,20,9,611
304041103,5,20,3,0,23,1145,1303,86,36,2573
304041104,0,5,0,0,5,699,643,52,7,1400
305011105,67,75,7,39,189,92118,24344,4372,1649,122486
305011106,12,18,0,3,32,16241,4927,622,297,22088
305011107,0,6,0,0,7,285,266,24,8,581
305011108,4,16,0,0,22,1364,1173,77,51,2667
305011109,3,19,0,0,23,2104,1677,99,64,3944
305011110,12,23,3,5,45,17938,8034,1152,372,27493
305011111,18,32,4,3,53,8528,3577,364,157,12630
305011112,7,11,0,3,19,4974,2040,165,109,7298
305021113,3,3,0,0,4,453,347,25,11,834
305021114,3,7,0,0,14,1298,809,64,35,2196
305021115,12,16,0,0,22,2184,893,64,38,3181
305021116,0,4,0,0,10,564,411,24,15,1009
305021117,0,10,0,3,16,4405,1572,130,96,6199
305021118,0,3,0,0,9,458,366,27,9,859
305031119,4,12,0,0,18,3675,1442,150,87,5355
305031120,0,5,0,0,10,607,364,29,18,1018
305031121,4,12,0,0,15,895,687,40,27,1652
305031122,4,17,0,0,25,1188,1015,50,33,2286
305031123,0,4,0,0,6,462,419,29,22,925
305031124,7,18,0,0,22,1459,860,55,41,2411
305031125,0,8,0,0,8,1710,677,58,43,2489
305031126,11,24,0,5,39,10566,5090,858,218,16734
305031127,0,3,0,0,8,695,846,44,23,1609
305031128,17,19,0,3,40,15657,3675,691,329,20344
305031129,0,7,0,0,7,590,414,33,11,1050
305031130,8,14,0,0,19,2091,1123,85,48,3340
305031131,5,3,0,3,9,2271,1022,138,45,3478
305041132,4,6,0,0,15,1825,1550,88,48,3514
305041133,4,14,0,0,19,2099,1496,171,51,3817
305041134,0,12,0,0,14,740,777,41,19,1569
305041135,12,19,6,3,38,11376,4269,503,267,16417
305041136,0,0,0,0,0,1007,689,41,28,1763
305041137,8,22,0,0,33,5764,2707,248,114,8840
306011138,0,7,0,0,7,304,213,22,10,547
306011139,3,0,0,0,6,1068,818,69,39,1988
306011140,0,4,3,0,7,2407,944,155,59,3562
306011141,3,4,4,0,6,1358,1131,90,55,2634
306011142,3,6,4,0,12,2380,1841,122,64,4404
306011143,3,4,0,0,5,335,285,24,9,656
306021144,0,3,0,0,3,736,541,47,25,1349
306021145,25,24,3,10,59,13798,6952,843,395,21986
306021146,5,13,0,4,15,1087,919,67,40,2111
306021147,0,4,0,0,9,975,572,50,43,1641
306021148,21,12,5,3,44,1391,790,62,40,2282
306021149,0,8,0,0,12,423,328,26,23,797
306021150,0,0,0,0,0,0,0,0,0,0
306021151,3,3,0,0,8,564,437,26,24,1046
306021152,3,5,0,0,11,2474,1207,121,72,3874
306021153,3,0,0,0,7,422,514,29,12,969
306021154,11,19,0,7,42,9330,2647,370,233,12581
306021155,0,5,0,0,5,297,275,11,9,593
306021156,0,8,0,0,8,741,642,34,17,1431
306021157,7,3,0,0,8,1258,706,48,26,2041
306031158,19,7,3,0,36,713,396,40,40,1184
306031159,9,16,0,3,34,2411,1571,163,112,4252
306031160,25,23,3,3,54,1547,750,62,52,2411
306031161,20,20,0,3,49,2841,1495,150,122,4614
306031162,0,0,0,0,0,0,0,0,0,0
306031163,0,0,0,0,0,288,114,15,26,446
306041164,8,24,3,0,37,1337,805,88,57,2289
306041165,14,14,0,0,29,2075,1065,76,78,3296
306051166,16,14,3,5,36,2809,1898,215,112,5035
306051167,13,13,0,3,29,715,572,63,30,1381
306051168,3,9,0,0,20,500,510,35,22,1068
306051169,17,29,0,8,55,1176,856,69,58,2154
306051170,12,26,3,3,39,2860,1533,164,107,4661
307011171,18,18,0,3,42,1385,603,70,48,2109
307011172,14,16,0,4,37,2516,1069,189,81,3853
307011173,15,14,0,0,34,1942,916,113,71,3033
307011174,23,23,3,3,46,1200,431,62,28,1722
307011175,28,18,0,3,46,2604,585,163,66,3426
307011176,12,13,0,0,22,2941,991,213,78,4228
307011177,65,25,4,7,101,2068,530,148,68,2818
307011178,26,15,0,7,48,865,332,41,40,1279
307021179,28,24,0,3,61,1686,767,79,62,2597
307021180,32,26,3,4,63,3478,1028,158,121,4781
307021181,12,12,0,0,29,1031,418,51,38,1537
307021182,26,17,0,3,47,1316,692,68,47,2124
307021183,44,38,0,5,88,5034,2218,280,163,7694
307031184,25,12,3,4,50,864,453,46,48,1417
307031185,27,26,0,3,58,670,333,33,38,1086
307031186,9,14,5,3,32,736,366,35,31,1172
307031187,4,16,0,3,20,1244,1066,125,49,2482
307031188,10,14,0,3,31,984,561,42,40,1629
307031189,12,31,0,10,53,4082,2461,263,155,6961
308011190,16,7,6,0,24,4285,841,315,136,5571
308011191,22,14,0,6,43,4044,896,243,123,5316
308011192,3,17,0,4,20,3335,1816,230,100,5478
308031205,3,17,0,3,20,1925,1273,113,49,3364
308031206,8,5,0,0,14,300,111,13,11,435
308031207,3,8,0,5,10,350,372,33,25,782
308031208,0,6,0,0,9,511,465,52,21,1048
308031209,0,0,0,0,3,585,211,37,11,844
308031210,6,0,0,3,9,1231,701,72,34,2037
308031211,3,3,0,0,3,816,316,24,38,1193
308031212,0,0,0,0,0,210,191,27,10,443
308031213,0,3,0,3,5,1128,799,81,36,2044
308031214,0,3,0,0,8,1974,1066,146,38,3226
308031215,3,8,0,0,16,3901,1563,188,71,5731
308031216,0,7,0,3,9,671,433,54,22,1178
308031217,20,14,3,3,38,6864,2827,398,143,10233
308031218,6,3,0,0,13,621,178,25,18,838
308031219,13,9,0,0,23,686,338,24,27,1085
308031220,17,11,0,3,26,721,170,24,29,942
308031221,0,0,0,0,0,10,0,0,0,14
308031222,3,16,3,0,22,2732,1673,239,69,4703
308031223,7,21,0,4,25,2814,2224,184,102,5319
308041528,60,35,3,8,109,3964,909,224,133,5233
308041529,9,6,0,0,17,1824,902,123,60,2916
308051530,9,6,0,0,24,706,689,55,36,1484
308051531,3,0,0,0,6,1761,906,112,47,2821
308051532,0,0,0,0,3,2796,350,140,48,3337
308051533,0,0,0,0,0,2030,853,144,50,3071
308051534,4,7,0,3,16,4185,1868,233,110,6396
308051535,17,8,3,0,22,3380,759,171,80,4396
308051536,0,0,0,0,3,305,418,27,17,773
308051537,0,0,0,0,0,376,34,7,3,418
308051538,0,0,0,0,3,579,280,30,16,907
308051539,0,3,0,0,6,1484,1316,147,43,2995
309011224,0,19,0,0,24,1897,2469,112,75,4546
309011225,21,26,4,0,54,7056,3246,234,207,10743
309011226,5,15,3,3,23,2003,1863,131,66,4063
309011227,7,25,3,3,46,5215,3703,229,192,9332
309011228,5,7,0,0,12,1081,1081,58,44,2270
309011229,3,6,0,3,11,1247,926,70,44,2294
309021230,0,7,0,0,10,1649,1661,112,76,3502
309021231,5,23,0,5,29,3137,2624,201,96,6062
309021232,4,12,0,0,16,1934,923,76,38,2975
309021233,3,8,0,0,12,976,1284,82,50,2399
309021234,0,11,0,3,13,1617,1345,93,58,3107
309031235,9,19,0,0,26,3243,1389,100,87,4820
309031236,3,6,0,0,6,1987,1754,91,78,3904
309031237,5,3,0,0,9,645,446,41,20,1145
309031238,8,19,0,0,31,2016,1481,104,81,3685
309031239,7,12,3,0,20,909,682,32,34,1658
309031240,7,20,0,0,29,1392,1720,77,56,3240
309041241,7,9,0,0,17,381,329,30,22,761
309041242,22,28,3,3,54,1920,1623,124,71,3735
309051243,0,11,0,0,12,653,727,54,31,1464
309051244,8,18,0,0,29,1893,1719,114,58,3784
309051245,0,3,0,0,3,739,520,33,16,1303
309061246,3,17,3,4,24,2441,1372,112,75,3998
309061247,0,4,0,3,11,595,710,47,30,1377
309061248,5,31,0,4,43,6156,2928,270,173,9533
309061249,0,3,3,0,8,1343,1002,77,43,2472
309061250,3,4,0,0,6,623,563,28,26,1243
309071251,4,8,0,4,9,2875,1413,150,75,4522
309071252,3,9,3,4,19,4233,3057,213,136,7642
309071253,4,23,0,0,28,2063,1538,89,66,3756
309071254,7,11,0,0,18,806,350,21,25,1201
309071255,19,24,0,3,39,14155,3504,454,327,18438
309071256,3,3,0,3,6,2522,1905,124,92,4652
309071257,0,3,0,0,6,913,639,46,29,1627
309071258,3,7,0,0,14,2931,2214,137,109,5392
309081259,0,3,0,0,3,323,260,17,12,611
309081260,3,4,0,0,11,760,686,31,33,1506
309081261,11,30,0,8,46,8497,6030,500,271,15302
309081262,4,10,0,0,16,4063,1956,156,93,6264
309091263,10,16,0,3,25,3161,1855,102,76,5190
309091264,10,10,0,0,20,4921,1476,140,108,6641
309091265,5,3,0,0,7,692,551,28,30,1307
309091540,19,47,3,11,82,15232,7669,842,412,24156
309091541,15,19,3,3,40,3399,2122,168,95,5784
309101267,9,19,0,3,26,2043,1920,148,63,4172
309101268,10,22,3,3,37,4718,1818,178,111,6822
309101269,8,12,0,0,22,1462,1296,85,73,2914
309101270,18,44,0,0,58,6535,4910,300,220,11965
310011271,10,9,4,7,25,6686,1724,187,145,8746
310011272,0,3,0,0,0,522,401,31,21,973
310011273,0,18,0,0,19,1816,1680,105,67,3670
310011274,4,5,0,0,10,4507,1701,183,128,6516
310011275,0,3,0,0,3,2035,1026,94,48,3214
310011276,3,3,0,0,7,8325,1318,342,186,10173
310021277,22,31,3,9,72,1947,1338,103,87,3478
310021278,4,10,0,7,19,761,459,52,39,1309
310021279,0,0,0,0,0,0,0,0,0,3
310021280,22,14,5,7,48,2130,1607,151,109,4003
310021281,18,4,0,3,26,1519,1075,75,85,2758
310021282,21,17,0,3,41,5299,1293,238,135,6967
310031283,0,3,0,0,3,704,681,54,31,1469
310031284,6,5,0,0,11,2198,894,97,58,3249
310031285,3,0,0,0,4,1498,900,86,49,2531
310031286,4,18,0,3,29,7279,3958,532,175,11947
310031287,4,6,0,0,16,1764,1872,137,71,3848
310031288,4,5,0,0,4,362,229,17,9,620
310031289,0,0,0,0,0,354,318,27,7,700
310031290,4,4,0,0,10,403,310,18,6,736
310031291,0,4,0,0,3,1316,403,51,34,1807
310031292,0,7,0,0,9,1313,1393,86,59,2856
310031293,0,3,3,3,10,1246,808,76,30,2156
310031294,0,0,0,0,3,531,142,16,16,704
310031295,0,0,0,0,0,1587,794,81,49,2502
310041296,4,5,0,0,5,1132,772,65,35,2008
310041297,0,3,0,0,3,417,308,17,16,764
310041298,4,4,0,0,12,4314,559,105,93,5075
310041299,0,5,0,3,6,1718,947,82,69,2819
310041300,3,9,0,4,14,1205,934,69,56,2275
310041301,0,0,0,0,0,106,23,7,0,131
310041302,0,0,0,0,0,1005,673,55,49,1774
310041303,0,0,0,0,0,911,771,58,32,1763
310041304,0,0,0,0,8,2192,1985,119,67,4364
311011305,22,32,0,5,57,3009,1876,148,118,5154
311021306,3,3,0,0,10,4133,2005,205,125,6461
311021307,0,7,0,0,10,659,482,50,41,1225
311021308,3,3,0,0,6,511,396,37,39,985
311021309,0,0,0,0,0,420,486,27,8,944
311021310,0,4,0,0,4,381,268,17,8,679
311031311,0,5,0,0,7,1185,1063,66,57,2368
311031312,4,11,0,0,13,2778,2494,179,119,5570
311031313,0,0,0,0,0,344,186,20,17,567
311031314,4,3,0,0,4,3671,837,127,111,4753
311031315,0,0,0,0,0,5,3,0,0,8
311031316,0,8,0,0,8,1404,691,68,38,2200
311031317,0,3,0,0,3,814,716,41,42,1614
311031318,0,0,0,0,0,245,137,15,12,408
311031319,0,0,0,0,0,580,507,50,27,1164
311041320,0,5,0,0,10,910,674,52,28,1668
311041321,3,5,0,0,13,2008,1503,118,75,3707
311041322,0,13,0,0,11,842,528,51,46,1458
311051323,4,3,0,3,13,1103,763,62,42,1974
311051324,0,4,0,0,4,1015,712,46,24,1798
311051325,0,6,0,0,11,4301,1945,157,115,6522
311051326,3,10,0,0,9,4533,2183,285,105,7101
311051327,5,3,3,0,17,2223,1762,159,78,4222
311051328,0,0,0,0,0,599,590,34,32,1259
311061329,0,0,0,0,6,1501,717,58,50,2315
311061330,4,6,0,0,5,1611,668,62,38,2381
311061331,3,8,0,0,8,2826,1551,174,103,4650
311061332,5,13,0,0,15,740,676,45,36,1500
311061333,6,7,0,3,21,3779,1563,132,101,5577
311061334,3,3,0,0,7,3182,2030,133,99,5437
311061335,3,12,0,3,19,4095,1782,158,121,6162
311061336,0,4,0,0,5,1528,728,85,59,2406
312011337,9,15,0,4,22,1680,984,129,69,2864
312011338,15,13,4,3,32,7699,1149,632,199,9682
312011339,16,7,3,0,22,2053,440,149,69,2715
312011340,11,7,0,6,23,2241,509,119,79,2958
312011341,4,0,0,0,4,5977,1060,434,162,7636
312021342,0,0,0,0,3,1007,883,69,42,2002
312021343,0,0,0,0,0,292,271,12,14,593
312021344,0,3,0,0,0,741,702,55,26,1522
312021345,0,0,0,0,0,8,0,0,0,4
312021346,6,13,0,7,29,6624,3741,406,186,10955
312021347,0,0,0,0,0,310,112,18,13,455
312021348,5,12,0,5,18,1883,1408,109,69,3476
312021349,3,13,0,0,14,1614,1092,114,54,2872
312021350,3,4,4,6,22,7364,1248,251,165,9030
312021351,15,17,0,6,31,953,610,65,46,1673
312021352,20,9,0,0,34,2718,1048,211,96,4063
312021353,25,11,0,5,47,820,462,38,37,1364
312021354,0,0,0,0,3,173,191,10,11,386
312021355,3,3,0,0,6,616,244,27,17,911
312021356,0,5,0,0,6,666,451,30,12,1159
312021357,21,5,0,0,32,1007,530,55,54,1647
312021358,3,6,0,3,8,2111,1253,162,62,3590
312031359,9,10,0,4,25,4288,1802,182,117,6382
312031360,0,0,0,0,0,0,0,0,0,0
312031361,21,20,0,0,40,1783,965,105,56,2903
313011362,3,9,0,0,14,929,717,54,40,1739
313011363,11,17,4,4,29,1671,1711,129,85,3600
313021364,0,4,0,0,7,340,226,22,19,607
313021365,6,16,0,10,35,7572,4629,484,223,12916
313021366,3,10,0,0,18,3020,3233,205,137,6591
313021367,0,4,0,0,4,473,345,23,22,864
313021368,0,3,0,0,3,541,393,42,16,994
313021369,3,0,0,0,3,727,640,24,30,1413
313031370,10,13,3,4,30,1318,609,61,42,2032
313031371,10,5,3,0,26,1139,639,78,59,1920
313041372,3,4,0,0,10,1875,1517,104,64,3562
313041373,6,13,0,4,17,3325,1678,166,101,5274
313041374,0,0,0,0,0,328,259,18,12,614
313041375,3,8,0,3,13,2471,1154,103,66,3802
313041376,3,0,0,0,3,158,117,6,4,289
313051377,6,11,0,5,19,2402,1076,95,75,3645
313051378,0,5,0,0,10,840,860,57,37,1798
313051379,4,17,0,0,23,3003,2517,238,100,5868
313051380,3,7,0,3,12,2884,2499,187,105,5667
313051542,3,10,3,0,12,1062,880,75,30,2044
314011382,0,10,0,0,12,1442,1649,95,46,3240
314011383,0,3,0,0,6,1128,1078,73,35,2316
314011384,4,3,0,0,11,672,598,30,20,1318
314011385,0,4,0,0,4,460,418,18,17,916
314011386,5,12,0,0,20,1994,1804,117,67,3976
314011387,0,13,0,0,10,1069,1126,71,37,2305
314021388,0,4,0,0,7,1730,1550,101,65,3446
314021389,0,4,0,0,9,886,759,55,36,1729
314021390,0,3,0,3,6,5501,4317,313,180,10312
314031391,0,4,0,0,3,595,667,42,24,1328
314031392,0,4,0,0,3,1829,882,81,72,2864
314031393,0,0,0,0,0,963,672,58,21,1710
314031394,9,18,7,8,35,9997,3953,388,218,14559
315011395,0,0,0,0,0,202,64,11,7,282
315011396,6,3,3,3,16,2797,778,153,112,3846
315011397,5,5,0,0,10,354,101,16,15,489
315011398,0,0,0,0,0,279,171,10,9,474
315011399,0,0,0,0,0,573,196,28,20,825
315011400,23,4,0,3,30,1122,410,68,50,1649
315011401,4,3,0,3,10,1041,310,68,85,1503
315011402,0,0,0,0,0,572,354,35,38,1003
315011403,0,3,0,0,3,767,271,55,22,1110
315021404,3,3,0,0,5,1198,375,60,77,1712
315021405,11,14,0,4,27,6282,1681,383,170,8519
315021406,8,3,0,0,11,3073,347,194,83,3696
315021407,21,10,0,4,36,2093,464,106,86,2757
315031408,27,8,4,3,52,1626,539,87,61,2303
315031409,12,3,0,3,23,1362,494,74,54,1983
315031410,7,3,0,0,10,959,186,46,24,1219
315031411,14,3,0,4,23,1103,277,70,42,1487
315031412,14,7,3,0,28,1347,419,102,50,1916
316011413,9,17,3,3,26,5925,2691,214,149,8984
316011414,0,8,0,4,16,1974,1888,120,53,4043
316011415,0,3,0,0,9,892,763,47,29,1736
316011416,0,7,0,3,9,1846,1383,114,40,3389
316021417,5,7,0,3,11,926,983,60,28,1997
316021418,0,14,5,3,18,1387,1566,75,40,3067
316021419,4,14,0,0,24,3196,2825,225,105,6344
316021420,5,14,0,3,22,2896,1621,145,79,4729
316021421,0,17,0,3,17,848,896,64,42,1847
316021422,0,5,0,0,9,817,828,48,25,1721
316021423,4,5,0,3,14,3170,1439,112,81,4808
316021424,3,7,0,0,16,3194,1417,151,87,4850
316031425,0,9,0,0,9,1433,1580,94,51,3156
316031426,4,11,0,0,20,1947,1835,113,56,3957
316031427,11,26,3,7,47,9603,6097,484,249,16442
316031428,7,15,0,3,19,2639,2417,155,85,5298
316051434,4,15,0,3,26,2088,2108,109,78,4383
316051435,9,27,0,4,40,3780,2916,201,111,7006
316051437,0,3,0,3,5,685,688,43,21,1437
316051438,4,12,0,0,17,1054,1088,87,35,2269
316051543,0,0,0,0,0,375,361,14,8,765
316051544,0,0,0,0,3,685,580,35,19,1325
316061439,3,12,0,3,18,1507,1298,97,74,2976
316061440,14,29,0,0,47,1154,1321,96,49,2623
316061441,3,3,0,0,14,685,532,35,29,1280
316061442,0,12,4,0,14,1134,874,55,43,2103
316061443,12,9,0,0,13,544,531,31,22,1124
316061444,0,12,0,3,20,1428,1136,83,59,2706
316071545,0,7,0,0,4,639,554,33,12,1237
316071546,0,3,3,0,4,309,268,16,12,611
316071547,14,23,0,0,34,2991,1652,105,86,4828
316071548,11,27,3,0,43,7000,5217,541,217,12977
316081549,12,24,0,6,43,2537,2174,175,86,4974
317011445,9,4,0,0,16,452,266,14,16,750
317011446,5,12,0,0,17,2417,1829,165,64,4476
317011447,8,14,3,4,26,3481,1376,155,92,5100
317011448,4,12,0,0,16,2615,1558,153,93,4418
317011449,0,3,0,0,5,216,187,19,6,433
317011450,4,10,0,0,10,1375,1034,94,32,2534
317011451,19,6,0,4,36,1760,870,77,71,2781
317011452,3,7,0,0,11,623,616,38,21,1300
317011453,0,9,0,3,14,1562,1472,105,55,3194
317011454,0,3,0,0,9,1651,660,67,32,2409
317011455,8,5,0,3,12,630,614,56,16,1319
317011456,14,34,3,8,59,11295,5909,720,259,18185
317011457,5,15,0,0,17,3300,2093,216,69,5675
317011458,5,9,0,3,26,3708,1143,178,84,5109
317011459,12,8,4,3,24,4122,1908,249,100,6380
318011460,14,20,3,6,41,2341,1476,127,109,4056
318011461,29,13,4,5,52,2420,731,107,70,3328
318011462,8,15,0,0,16,1740,1066,127,76,3008
318011463,13,11,0,0,21,969,205,50,39,1262
318011464,11,15,0,9,36,1677,1069,102,64,2920
318011465,31,30,4,7,70,957,350,37,43,1388
318011466,0,0,0,0,0,342,216,17,9,585
318021467,6,10,0,0,23,2574,1816,174,69,4628
318021468,3,6,0,0,13,4861,1020,218,112,6208
318021469,3,0,0,0,7,712,440,42,23,1215
318021470,0,3,0,0,3,379,207,18,12,607
318021471,0,4,0,0,4,1096,869,76,23,2065
318021472,0,3,0,0,3,723,672,59,20,1467
318021473,0,6,0,4,6,1221,1161,89,49,2530
318021474,3,6,0,0,12,4508,2175,402,99,7189
318021475,13,23,0,0,39,8550,2461,337,202,11554
318021476,7,7,0,0,12,1797,1070,111,43,3027
318021477,0,3,0,0,3,226,214,25,12,473
318021478,0,8,0,0,8,1023,624,55,23,1723
318021479,3,9,0,0,13,2178,1838,170,58,4250
318021480,0,0,0,0,0,286,263,25,9,580
318021481,0,4,0,3,4,1206,882,76,33,2203
318021482,0,3,0,0,10,2029,1825,186,73,4117
318021483,0,0,0,0,3,336,296,22,21,676
318021484,3,3,0,0,11,4177,879,132,87,5271
318021485,6,3,0,0,4,728,601,56,23,1410
318021486,3,3,0,0,7,462,338,38,27,862
318021487,0,6,0,0,3,744,792,58,26,1611
318021488,6,6,0,0,10,2220,816,131,55,3222
318021489,4,0,0,0,9,1154,633,103,45,1932
318021490,8,8,0,3,25,6919,2871,425,162,10376
318021491,3,0,0,3,10,2044,372,80,38,2532
319011492,0,8,0,0,6,512,477,41,23,1044
319011493,4,12,3,3,24,1434,1064,70,50,2621
319011494,6,8,0,0,14,761,445,40,11,1264
319011495,11,16,0,14,38,5580,3429,338,169,9523
319011496,3,3,0,0,3,1851,764,62,43,2720
319011497,4,7,0,0,11,1177,724,56,32,1992
319011498,17,7,3,0,28,833,473,38,31,1382
319011499,18,17,0,0,37,1934,1142,89,93,3252
319011500,0,3,0,0,9,907,1027,69,30,2039
319011501,0,7,0,0,7,1782,844,84,70,2782
319011502,0,14,0,0,17,794,538,59,36,1428
319021503,30,13,7,0,49,1783,873,83,80,2813
319021504,9,7,0,0,18,690,513,42,57,1302
319021505,9,19,0,9,33,3004,1996,217,90,5304
319021506,35,15,3,5,53,1628,964,103,94,2791
319021507,20,16,0,4,39,540,261,22,33,857
319021508,22,20,4,0,57,998,445,70,50,1565
319021509,21,17,0,0,39,1500,771,76,62,2405
319021510,0,0,0,0,0,0,0,0,0,0
319031511,4,3,0,3,10,573,540,64,34,1209
319031512,11,20,5,7,38,5269,3725,372,175,9543
319031513,7,4,0,0,6,579,527,47,23,1173
319031514,32,23,3,8,69,1704,1063,103,74,2942
319031515,13,5,3,0,25,515,266,25,20,835
319041516,8,3,3,0,11,216,189,11,12,438
319041517,4,3,0,0,3,528,295,25,16,867
319041518,5,10,0,9,24,4525,3633,319,145,8621
319041519,0,0,0,0,3,165,245,30,7,441
319041520,3,9,0,3,14,1408,1198,87,64,2758
319041521,3,7,0,6,13,1695,1178,84,63,3023
319051522,3,4,0,3,14,860,709,57,37,1668
319051523,0,0,0,0,3,175,159,17,11,352
319051524,10,20,4,7,40,5288,3136,362,182,8961
319051525,25,18,0,0,40,794,405,37,24,1262
319051526,0,3,0,0,5,444,266,23,13,749
397979799,0,0,0,0,0,150,14,24,11,202
399999499,90,225,52,47,410,57869,33784,4786,2402,98838
401011001,74,149,11,30,269,71339,30590,4297,1387,107613
401011002,6,41,0,8,55,4711,4652,485,146,9993
401021003,5,16,3,0,20,670,664,59,26,1427
401021004,12,16,0,4,31,1810,2104,137,69,4120
401021005,5,6,0,0,11,681,876,78,27,1662
401021006,18,22,4,0,38,1866,1289,112,43,3305
401021007,16,16,3,3,35,3503,3172,254,129,7062
401021008,9,15,0,0,30,746,432,54,24,1255
401021009,0,0,0,0,3,186,257,20,8,470
401021010,3,4,0,0,11,528,417,46,12,996
401031011,3,35,0,0,45,1862,1876,119,54,3908
401031012,3,32,3,3,40,1271,1209,70,38,2591
401031013,16,34,3,6,54,5941,3759,423,142,10260
401041014,3,5,0,0,10,445,414,37,8,906
401041015,7,9,0,3,22,2456,2413,157,90,5120
401041016,6,20,0,0,28,1719,1601,111,49,3473
