SA3_NAME16	EmploymentStatus	Sex	workers
Rockhampton	Owner managers of unincorporated enterprises	M	1783
Biloela		F	48
Biloela		M	71
Biloela	Contributing family workers	F	239
Biloela	Contributing family workers	M	237
Biloela	Employee	F	2509
Biloela	Employee	M	3883
Biloela	Owner managers of incorporated enterprises	F	122
Biloela	Owner managers of incorporated enterprises	M	259
Biloela	Owner managers of unincorporated enterprises	F	299
Biloela	Owner managers of unincorporated enterprises	M	487
Gladstone		F	87
Gladstone		M	121
Gladstone	Contributing family workers	F	253
Gladstone	Contributing family workers	M	215
Gladstone	Employee	F	10149
Gladstone	Employee	M	13430
Gladstone	Owner managers of incorporated enterprises	F	388
Gladstone	Owner managers of incorporated enterprises	M	632
Gladstone	Owner managers of unincorporated enterprises	F	677
Gladstone	Owner managers of unincorporated enterprises	M	637
Broadbeach - Burleigh		F	134
Broadbeach - Burleigh		M	171
Broadbeach - Burleigh	Contributing family workers	F	303
Broadbeach - Burleigh	Contributing family workers	M	235
Broadbeach - Burleigh	Employee	F	14196
Broadbeach - Burleigh	Employee	M	12105
Broadbeach - Burleigh	Owner managers of incorporated enterprises	F	1135
Broadbeach - Burleigh	Owner managers of incorporated enterprises	M	2283
Broadbeach - Burleigh	Owner managers of unincorporated enterprises	F	1098
Broadbeach - Burleigh	Owner managers of unincorporated enterprises	M	1573
Coolangatta		F	106
Coolangatta		M	94
Coolangatta	Contributing family workers	F	184
Coolangatta	Contributing family workers	M	115
Coolangatta	Employee	F	8387
Coolangatta	Employee	M	5763
Coolangatta	Owner managers of incorporated enterprises	F	547
Coolangatta	Owner managers of incorporated enterprises	M	1023
Coolangatta	Owner managers of unincorporated enterprises	F	773
Coolangatta	Owner managers of unincorporated enterprises	M	1046
Gold Coast - North		F	76
Gold Coast - North		M	109
Gold Coast - North	Contributing family workers	F	232
Gold Coast - North	Contributing family workers	M	173
Gold Coast - North	Employee	F	7960
Gold Coast - North	Employee	M	6148
Gold Coast - North	Owner managers of incorporated enterprises	F	695
Gold Coast - North	Owner managers of incorporated enterprises	M	1321
Gold Coast - North	Owner managers of unincorporated enterprises	F	713
Gold Coast - North	Owner managers of unincorporated enterprises	M	1025
Gold Coast Hinterland		F	33
Gold Coast Hinterland		M	37
Gold Coast Hinterland	Contributing family workers	F	107
Gold Coast Hinterland	Contributing family workers	M	89
Gold Coast Hinterland	Employee	F	1648
Gold Coast Hinterland	Employee	M	1310
Gold Coast Hinterland	Owner managers of incorporated enterprises	F	209
Gold Coast Hinterland	Owner managers of incorporated enterprises	M	284
Gold Coast Hinterland	Owner managers of unincorporated enterprises	F	364
Gold Coast Hinterland	Owner managers of unincorporated enterprises	M	413
Mudgeeraba - Tallebudgera		F	34
Mudgeeraba - Tallebudgera		M	36
Mudgeeraba - Tallebudgera	Contributing family workers	F	135
Mudgeeraba - Tallebudgera	Contributing family workers	M	90
Mudgeeraba - Tallebudgera	Employee	F	2828
Mudgeeraba - Tallebudgera	Employee	M	1563
Mudgeeraba - Tallebudgera	Owner managers of incorporated enterprises	F	326
Mudgeeraba - Tallebudgera	Owner managers of incorporated enterprises	M	536
Mudgeeraba - Tallebudgera	Owner managers of unincorporated enterprises	F	476
Mudgeeraba - Tallebudgera	Owner managers of unincorporated enterprises	M	535
Nerang		F	75
Nerang		M	91
Nerang	Contributing family workers	F	247
Nerang	Contributing family workers	M	174
Nerang	Employee	F	6833
Nerang	Employee	M	7265
Nerang	Owner managers of incorporated enterprises	F	656
Nerang	Owner managers of incorporated enterprises	M	1359
Nerang	Owner managers of unincorporated enterprises	F	811
Nerang	Owner managers of unincorporated enterprises	M	1104
Ormeau - Oxenford		F	142
Ormeau - Oxenford		M	271
Ormeau - Oxenford	Contributing family workers	F	437
Ormeau - Oxenford	Contributing family workers	M	326
Ormeau - Oxenford	Employee	F	16667
Ormeau - Oxenford	Employee	M	22047
Ormeau - Oxenford	Owner managers of incorporated enterprises	F	1232
Ormeau - Oxenford	Owner managers of incorporated enterprises	M	2840
Ormeau - Oxenford	Owner managers of unincorporated enterprises	F	1347
Ormeau - Oxenford	Owner managers of unincorporated enterprises	M	1919
Robina		F	83
Robina		M	89
Robina	Contributing family workers	F	179
Robina	Contributing family workers	M	119
Robina	Employee	F	12386
Robina	Employee	M	7702
Robina	Owner managers of incorporated enterprises	F	613
Robina	Owner managers of incorporated enterprises	M	1075
Robina	Owner managers of unincorporated enterprises	F	643
Robina	Owner managers of unincorporated enterprises	M	807
Southport		F	177
Southport		M	177
Southport	Contributing family workers	F	253
Southport	Contributing family workers	M	224
Southport	Employee	F	20313
Southport	Employee	M	16370
Southport	Owner managers of incorporated enterprises	F	929
Southport	Owner managers of incorporated enterprises	M	2237
Southport	Owner managers of unincorporated enterprises	F	822
Southport	Owner managers of unincorporated enterprises	M	1571
Surfers Paradise		F	120
Surfers Paradise		M	108
Surfers Paradise	Contributing family workers	F	190
Surfers Paradise	Contributing family workers	M	205
Surfers Paradise	Employee	F	12341
Surfers Paradise	Employee	M	8786
Surfers Paradise	Owner managers of incorporated enterprises	F	861
Surfers Paradise	Owner managers of incorporated enterprises	M	1477
Surfers Paradise	Owner managers of unincorporated enterprises	F	736
Surfers Paradise	Owner managers of unincorporated enterprises	M	1044
Forest Lake - Oxley		F	127
Forest Lake - Oxley		M	161
Forest Lake - Oxley	Contributing family workers	F	125
Forest Lake - Oxley	Contributing family workers	M	146
Forest Lake - Oxley	Employee	F	11475
Forest Lake - Oxley	Employee	M	18154
Forest Lake - Oxley	Owner managers of incorporated enterprises	F	413
Forest Lake - Oxley	Owner managers of incorporated enterprises	M	1170
Forest Lake - Oxley	Owner managers of unincorporated enterprises	F	599
Forest Lake - Oxley	Owner managers of unincorporated enterprises	M	929
Ipswich Hinterland		F	112
Ipswich Hinterland		M	139
Ipswich Hinterland	Contributing family workers	F	348
Ipswich Hinterland	Contributing family workers	M	399
Ipswich Hinterland	Employee	F	6681
Ipswich Hinterland	Employee	M	7946
Ipswich Hinterland	Owner managers of incorporated enterprises	F	392
Ipswich Hinterland	Owner managers of incorporated enterprises	M	686
Ipswich Hinterland	Owner managers of unincorporated enterprises	F	765
Ipswich Hinterland	Owner managers of unincorporated enterprises	M	1046
Ipswich Inner		F	137
Ipswich Inner		M	159
Ipswich Inner	Contributing family workers	F	209
Ipswich Inner	Contributing family workers	M	176
Ipswich Inner	Employee	F	17239
Ipswich Inner	Employee	M	13695
Ipswich Inner	Owner managers of incorporated enterprises	F	495
Ipswich Inner	Owner managers of incorporated enterprises	M	1055
Ipswich Inner	Owner managers of unincorporated enterprises	F	887
Ipswich Inner	Owner managers of unincorporated enterprises	M	1071
Springfield - Redbank		F	80
Springfield - Redbank		M	81
Springfield - Redbank	Contributing family workers	F	111
Springfield - Redbank	Contributing family workers	M	104
Springfield - Redbank	Employee	F	9023
Springfield - Redbank	Employee	M	9192
Springfield - Redbank	Owner managers of incorporated enterprises	F	325
Springfield - Redbank	Owner managers of incorporated enterprises	M	703
Springfield - Redbank	Owner managers of unincorporated enterprises	F	626
Springfield - Redbank	Owner managers of unincorporated enterprises	M	731
Beaudesert		F	37
Beaudesert		M	48
Beaudesert	Contributing family workers	F	105
Beaudesert	Contributing family workers	M	109
Beaudesert	Employee	F	2197
Beaudesert	Employee	M	1819
Beaudesert	Owner managers of incorporated enterprises	F	140
Beaudesert	Owner managers of incorporated enterprises	M	232
Beaudesert	Owner managers of unincorporated enterprises	F	197
Beaudesert	Owner managers of unincorporated enterprises	M	261
Beenleigh		F	44
Beenleigh		M	48
Beenleigh	Contributing family workers	F	85
Beenleigh	Contributing family workers	M	52
Beenleigh	Employee	F	4820
Beenleigh	Employee	M	3786
Beenleigh	Owner managers of incorporated enterprises	F	206
Beenleigh	Owner managers of incorporated enterprises	M	438
Beenleigh	Owner managers of unincorporated enterprises	F	363
Beenleigh	Owner managers of unincorporated enterprises	M	451
Browns Plains		F	89
Browns Plains		M	105
Browns Plains	Contributing family workers	F	179
Browns Plains	Contributing family workers	M	157
Browns Plains	Employee	F	7897
Browns Plains	Employee	M	7539
Browns Plains	Owner managers of incorporated enterprises	F	386
Browns Plains	Owner managers of incorporated enterprises	M	881
Browns Plains	Owner managers of unincorporated enterprises	F	587
Browns Plains	Owner managers of unincorporated enterprises	M	840
Jimboomba		F	35
Jimboomba		M	42
Jimboomba	Contributing family workers	F	183
Jimboomba	Contributing family workers	M	96
Jimboomba	Employee	F	2485
Jimboomba	Employee	M	2041
Jimboomba	Owner managers of incorporated enterprises	F	311
Jimboomba	Owner managers of incorporated enterprises	M	573
Jimboomba	Owner managers of unincorporated enterprises	F	458
Jimboomba	Owner managers of unincorporated enterprises	M	614
Loganlea - Carbrook		F	85
Loganlea - Carbrook		M	105
Loganlea - Carbrook	Contributing family workers	F	162
Loganlea - Carbrook	Contributing family workers	M	124
Loganlea - Carbrook	Employee	F	10698
Loganlea - Carbrook	Employee	M	8795
Loganlea - Carbrook	Owner managers of incorporated enterprises	F	516
Loganlea - Carbrook	Owner managers of incorporated enterprises	M	1059
Loganlea - Carbrook	Owner managers of unincorporated enterprises	F	520
Loganlea - Carbrook	Owner managers of unincorporated enterprises	M	821
Springwood - Kingston		F	125
Springwood - Kingston		M	148
Springwood - Kingston	Contributing family workers	F	225
Springwood - Kingston	Contributing family workers	M	189
Springwood - Kingston	Employee	F	13011
Springwood - Kingston	Employee	M	12584
Springwood - Kingston	Owner managers of incorporated enterprises	F	675
Springwood - Kingston	Owner managers of incorporated enterprises	M	1545
Springwood - Kingston	Owner managers of unincorporated enterprises	F	740
Springwood - Kingston	Owner managers of unincorporated enterprises	M	1181
Bowen Basin - North		F	92
Bowen Basin - North		M	171
Bowen Basin - North	Contributing family workers	F	271
Bowen Basin - North	Contributing family workers	M	225
Bowen Basin - North	Employee	F	6554
Bowen Basin - North	Employee	M	16620
Bowen Basin - North	Owner managers of incorporated enterprises	F	258
Bowen Basin - North	Owner managers of incorporated enterprises	M	691
Bowen Basin - North	Owner managers of unincorporated enterprises	F	434
Bowen Basin - North	Owner managers of unincorporated enterprises	M	531
Mackay		F	231
Mackay		M	284
Mackay	Contributing family workers	F	499
Mackay	Contributing family workers	M	464
Mackay	Employee	F	20148
Mackay	Employee	M	18676
Mackay	Owner managers of incorporated enterprises	F	896
Mackay	Owner managers of incorporated enterprises	M	1744
Mackay	Owner managers of unincorporated enterprises	F	1280
Mackay	Owner managers of unincorporated enterprises	M	1476
Whitsunday		F	56
Whitsunday		M	58
Whitsunday	Contributing family workers	F	122
Whitsunday	Contributing family workers	M	125
Whitsunday	Employee	F	3928
Whitsunday	Employee	M	3488
Whitsunday	Owner managers of incorporated enterprises	F	259
Whitsunday	Owner managers of incorporated enterprises	M	438
Whitsunday	Owner managers of unincorporated enterprises	F	378
Whitsunday	Owner managers of unincorporated enterprises	M	438
Bribie - Beachmere		F	47
Bribie - Beachmere		M	34
Bribie - Beachmere	Contributing family workers	F	90
Bribie - Beachmere	Contributing family workers	M	59
Bribie - Beachmere	Employee	F	2395
Bribie - Beachmere	Employee	M	1531
Bribie - Beachmere	Owner managers of incorporated enterprises	F	171
Bribie - Beachmere	Owner managers of incorporated enterprises	M	265
Bribie - Beachmere	Owner managers of unincorporated enterprises	F	320
Bribie - Beachmere	Owner managers of unincorporated enterprises	M	420
Caboolture		F	103
Caboolture		M	116
Caboolture	Contributing family workers	F	198
Caboolture	Contributing family workers	M	129
Caboolture	Employee	F	11870
Caboolture	Employee	M	8243
Caboolture	Owner managers of incorporated enterprises	F	420
Caboolture	Owner managers of incorporated enterprises	M	820
Caboolture	Owner managers of unincorporated enterprises	F	612
Caboolture	Owner managers of unincorporated enterprises	M	880
Caboolture Hinterland		F	33
Caboolture Hinterland		M	37
Caboolture Hinterland	Contributing family workers	F	88
Caboolture Hinterland	Contributing family workers	M	81
Caboolture Hinterland	Employee	F	1418
Caboolture Hinterland	Employee	M	1616
Caboolture Hinterland	Owner managers of incorporated enterprises	F	98
Caboolture Hinterland	Owner managers of incorporated enterprises	M	138
Caboolture Hinterland	Owner managers of unincorporated enterprises	F	162
Caboolture Hinterland	Owner managers of unincorporated enterprises	M	278
Narangba - Burpengary		F	49
Narangba - Burpengary		M	67
Narangba - Burpengary	Contributing family workers	F	156
Narangba - Burpengary	Contributing family workers	M	102
Narangba - Burpengary	Employee	F	5049
Narangba - Burpengary	Employee	M	5775
Narangba - Burpengary	Owner managers of incorporated enterprises	F	372
Narangba - Burpengary	Owner managers of incorporated enterprises	M	779
Narangba - Burpengary	Owner managers of unincorporated enterprises	F	475
Narangba - Burpengary	Owner managers of unincorporated enterprises	M	721
Redcliffe		F	76
Redcliffe		M	106
Redcliffe	Contributing family workers	F	180
Redcliffe	Contributing family workers	M	135
Redcliffe	Employee	F	9518
Redcliffe	Employee	M	6299
Redcliffe	Owner managers of incorporated enterprises	F	401
Redcliffe	Owner managers of incorporated enterprises	M	874
Redcliffe	Owner managers of unincorporated enterprises	F	629
Redcliffe	Owner managers of unincorporated enterprises	M	811
The Hills District		F	64
The Hills District		M	65
The Hills District	Contributing family workers	F	258
The Hills District	Contributing family workers	M	177
The Hills District	Employee	F	5576
The Hills District	Employee	M	3902
The Hills District	Owner managers of incorporated enterprises	F	712
The Hills District	Owner managers of incorporated enterprises	M	1263
The Hills District	Owner managers of unincorporated enterprises	F	1001
The Hills District	Owner managers of unincorporated enterprises	M	1052
North Lakes		F	52
North Lakes		M	48
North Lakes	Contributing family workers	F	147
North Lakes	Contributing family workers	M	93
North Lakes	Employee	F	8031
North Lakes	Employee	M	4884
North Lakes	Owner managers of incorporated enterprises	F	347
North Lakes	Owner managers of incorporated enterprises	M	654
North Lakes	Owner managers of unincorporated enterprises	F	565
North Lakes	Owner managers of unincorporated enterprises	M	660
Strathpine		F	58
Strathpine		M	80
Strathpine	Contributing family workers	F	110
Strathpine	Contributing family workers	M	89
Strathpine	Employee	F	7957
Strathpine	Employee	M	9675
Strathpine	Owner managers of incorporated enterprises	F	388
Strathpine	Owner managers of incorporated enterprises	M	1033
Strathpine	Owner managers of unincorporated enterprises	F	402
Strathpine	Owner managers of unincorporated enterprises	M	670
Far North		F	57
Far North		M	81
Far North	Contributing family workers	F	158
Far North	Contributing family workers	M	214
Far North	Employee	F	4286
Far North	Employee	M	5205
Far North	Owner managers of incorporated enterprises	F	139
Far North	Owner managers of incorporated enterprises	M	299
Far North	Owner managers of unincorporated enterprises	F	260
Far North	Owner managers of unincorporated enterprises	M	473
Outback - North		F	64
Outback - North		M	111
Outback - North	Contributing family workers	F	158
Outback - North	Contributing family workers	M	140
Outback - North	Employee	F	5878
Outback - North	Employee	M	9013
Outback - North	Owner managers of incorporated enterprises	F	226
Outback - North	Owner managers of incorporated enterprises	M	411
Outback - North	Owner managers of unincorporated enterprises	F	282
Outback - North	Owner managers of unincorporated enterprises	M	394
Outback - South		F	66
Outback - South		M	74
Outback - South	Contributing family workers	F	329
Outback - South	Contributing family workers	M	393
Outback - South	Employee	F	3313
Outback - South	Employee	M	3085
Outback - South	Owner managers of incorporated enterprises	F	203
Outback - South	Owner managers of incorporated enterprises	M	354
Outback - South	Owner managers of unincorporated enterprises	F	419
Outback - South	Owner managers of unincorporated enterprises	M	688
Buderim		F	65
Buderim		M	76
Buderim	Contributing family workers	F	220
Buderim	Contributing family workers	M	144
Buderim	Employee	F	7493
Buderim	Employee	M	6602
Buderim	Owner managers of incorporated enterprises	F	609
Buderim	Owner managers of incorporated enterprises	M	1184
Buderim	Owner managers of unincorporated enterprises	F	807
Buderim	Owner managers of unincorporated enterprises	M	942
Caloundra		F	127
Caloundra		M	149
Caloundra	Contributing family workers	F	316
Caloundra	Contributing family workers	M	226
Caloundra	Employee	F	12959
Caloundra	Employee	M	10320
Caloundra	Owner managers of incorporated enterprises	F	925
Caloundra	Owner managers of incorporated enterprises	M	1775
Caloundra	Owner managers of unincorporated enterprises	F	1137
Caloundra	Owner managers of unincorporated enterprises	M	1438
Maroochy		F	121
Maroochy		M	143
Maroochy	Contributing family workers	F	262
Maroochy	Contributing family workers	M	183
Maroochy	Employee	F	13478
Maroochy	Employee	M	9763
Maroochy	Owner managers of incorporated enterprises	F	895
Maroochy	Owner managers of incorporated enterprises	M	1645
Maroochy	Owner managers of unincorporated enterprises	F	1069
Maroochy	Owner managers of unincorporated enterprises	M	1299
Noosa		F	84
Noosa		M	76
Noosa	Contributing family workers	F	218
Noosa	Contributing family workers	M	164
Noosa	Employee	F	7558
Noosa	Employee	M	5077
Noosa	Owner managers of incorporated enterprises	F	768
Noosa	Owner managers of incorporated enterprises	M	1228
Noosa	Owner managers of unincorporated enterprises	F	936
Noosa	Owner managers of unincorporated enterprises	M	1074
Sunshine Coast Hinterland		F	67
Sunshine Coast Hinterland		M	95
Sunshine Coast Hinterland	Contributing family workers	F	330
Sunshine Coast Hinterland	Contributing family workers	M	247
Sunshine Coast Hinterland	Employee	F	4839
Sunshine Coast Hinterland	Employee	M	3899
Sunshine Coast Hinterland	Owner managers of incorporated enterprises	F	480
Sunshine Coast Hinterland	Owner managers of incorporated enterprises	M	808
Sunshine Coast Hinterland	Owner managers of unincorporated enterprises	F	909
Sunshine Coast Hinterland	Owner managers of unincorporated enterprises	M	1149
Nambour		F	78
Nambour		M	93
Nambour	Contributing family workers	F	205
Nambour	Contributing family workers	M	175
Nambour	Employee	F	9341
Nambour	Employee	M	6757
Nambour	Owner managers of incorporated enterprises	F	404
Nambour	Owner managers of incorporated enterprises	M	880
Nambour	Owner managers of unincorporated enterprises	F	738
Nambour	Owner managers of unincorporated enterprises	M	970
Noosa Hinterland		F	30
Noosa Hinterland		M	36
Noosa Hinterland	Contributing family workers	F	121
Noosa Hinterland	Contributing family workers	M	89
Noosa Hinterland	Employee	F	1657
Noosa Hinterland	Employee	M	1454
Noosa Hinterland	Owner managers of incorporated enterprises	F	255
Noosa Hinterland	Owner managers of incorporated enterprises	M	385
Noosa Hinterland	Owner managers of unincorporated enterprises	F	409
Noosa Hinterland	Owner managers of unincorporated enterprises	M	531
Toowoomba		F	296
Toowoomba		M	284
Toowoomba	Contributing family workers	F	599
Toowoomba	Contributing family workers	M	469
Toowoomba	Employee	F	29308
Toowoomba	Employee	M	25712
Toowoomba	Owner managers of incorporated enterprises	F	1179
Toowoomba	Owner managers of incorporated enterprises	M	2487
Toowoomba	Owner managers of unincorporated enterprises	F	1576
Toowoomba	Owner managers of unincorporated enterprises	M	2145
Charters Towers - Ayr - Ingham		F	116
Charters Towers - Ayr - Ingham		M	160
Charters Towers - Ayr - Ingham	Contributing family workers	F	345
Charters Towers - Ayr - Ingham	Contributing family workers	M	400
Charters Towers - Ayr - Ingham	Employee	F	6548
Charters Towers - Ayr - Ingham	Employee	M	6421
Charters Towers - Ayr - Ingham	Owner managers of incorporated enterprises	F	341
Charters Towers - Ayr - Ingham	Owner managers of incorporated enterprises	M	721
Charters Towers - Ayr - Ingham	Owner managers of unincorporated enterprises	F	566
Charters Towers - Ayr - Ingham	Owner managers of unincorporated enterprises	M	935
Townsville		F	272
Townsville		M	312
Townsville	Contributing family workers	F	451
Townsville	Contributing family workers	M	398
Townsville	Employee	F	37651
Townsville	Employee	M	34590
Townsville	Owner managers of incorporated enterprises	F	1226
Townsville	Owner managers of incorporated enterprises	M	2491
Townsville	Owner managers of unincorporated enterprises	F	1835
Townsville	Owner managers of unincorporated enterprises	M	2485
Bundaberg		F	139
Bundaberg		M	149
Bundaberg	Contributing family workers	F	400
Bundaberg	Contributing family workers	M	351
Bundaberg	Employee	F	13315
Bundaberg	Employee	M	11692
Bundaberg	Owner managers of incorporated enterprises	F	618
Bundaberg	Owner managers of incorporated enterprises	M	1065
Bundaberg	Owner managers of unincorporated enterprises	F	919
Bundaberg	Owner managers of unincorporated enterprises	M	1380
Burnett		F	119
Burnett		M	176
Burnett	Contributing family workers	F	501
Burnett	Contributing family workers	M	610
Burnett	Employee	F	6573
Burnett	Employee	M	6199
Burnett	Owner managers of incorporated enterprises	F	326
Burnett	Owner managers of incorporated enterprises	M	538
Burnett	Owner managers of unincorporated enterprises	F	753
Burnett	Owner managers of unincorporated enterprises	M	1238
Gympie - Cooloola		F	92
Gympie - Cooloola		M	95
Gympie - Cooloola	Contributing family workers	F	341
Gympie - Cooloola	Contributing family workers	M	328
Gympie - Cooloola	Employee	F	6502
Gympie - Cooloola	Employee	M	5583
Gympie - Cooloola	Owner managers of incorporated enterprises	F	336
Gympie - Cooloola	Owner managers of incorporated enterprises	M	584
Gympie - Cooloola	Owner managers of unincorporated enterprises	F	723
Gympie - Cooloola	Owner managers of unincorporated enterprises	M	1096
Hervey Bay		F	93
Hervey Bay		M	93
Hervey Bay	Contributing family workers	F	167
Hervey Bay	Contributing family workers	M	162
Hervey Bay	Employee	F	7932
Hervey Bay	Employee	M	5433
Hervey Bay	Owner managers of incorporated enterprises	F	356
Hervey Bay	Owner managers of incorporated enterprises	M	624
Hervey Bay	Owner managers of unincorporated enterprises	F	522
Hervey Bay	Owner managers of unincorporated enterprises	M	768
Maryborough		F	92
Maryborough		M	100
Maryborough	Contributing family workers	F	183
Maryborough	Contributing family workers	M	182
Maryborough	Employee	F	5480
Maryborough	Employee	M	5225
Maryborough	Owner managers of incorporated enterprises	F	226
Maryborough	Owner managers of incorporated enterprises	M	423
Maryborough	Owner managers of unincorporated enterprises	F	438
Maryborough	Owner managers of unincorporated enterprises	M	655
Migratory - Offshore - Shipping (Qld)	Contributing family workers	F	3
Migratory - Offshore - Shipping (Qld)	Contributing family workers	M	4
Migratory - Offshore - Shipping (Qld)	Employee	F	21
Migratory - Offshore - Shipping (Qld)	Employee	M	152
Migratory - Offshore - Shipping (Qld)	Owner managers of incorporated enterprises	M	12
Migratory - Offshore - Shipping (Qld)	Owner managers of unincorporated enterprises	F	3
Migratory - Offshore - Shipping (Qld)	Owner managers of unincorporated enterprises	M	12
No usual address (Qld)		F	422
No usual address (Qld)		M	1146
No usual address (Qld)	Contributing family workers	F	586
No usual address (Qld)	Contributing family workers	M	938
No usual address (Qld)	Employee	F	15661
No usual address (Qld)	Employee	M	42380
No usual address (Qld)	Owner managers of incorporated enterprises	F	1128
No usual address (Qld)	Owner managers of incorporated enterprises	M	9225
No usual address (Qld)	Owner managers of unincorporated enterprises	F	6236
No usual address (Qld)	Owner managers of unincorporated enterprises	M	21109
Adelaide City		F	404
Adelaide City		M	384
Adelaide City	Contributing family workers	F	293
Adelaide City	Contributing family workers	M	255
Adelaide City	Employee	F	62171
Adelaide City	Employee	M	47011
Adelaide City	Owner managers of incorporated enterprises	F	1008
Adelaide City	Owner managers of incorporated enterprises	M	2737
Adelaide City	Owner managers of unincorporated enterprises	F	1104
Adelaide City	Owner managers of unincorporated enterprises	M	2239
Adelaide Hills		F	120
Adelaide Hills		M	141
Adelaide Hills	Contributing family workers	F	320
Adelaide Hills	Contributing family workers	M	291
Adelaide Hills	Employee	F	8073
Adelaide Hills	Employee	M	6859
Adelaide Hills	Owner managers of incorporated enterprises	F	562
Adelaide Hills	Owner managers of incorporated enterprises	M	1119
Adelaide Hills	Owner managers of unincorporated enterprises	F	1217
Adelaide Hills	Owner managers of unincorporated enterprises	M	1582
Burnside		F	59
Burnside		M	73
Burnside	Contributing family workers	F	136
Burnside	Contributing family workers	M	118
Burnside	Employee	F	8404
Burnside	Employee	M	5132
Burnside	Owner managers of incorporated enterprises	F	462
Burnside	Owner managers of incorporated enterprises	M	906
Burnside	Owner managers of unincorporated enterprises	F	629
Burnside	Owner managers of unincorporated enterprises	M	830
Campbelltown (SA)		F	42
Campbelltown (SA)		M	41
Campbelltown (SA)	Contributing family workers	F	90
Campbelltown (SA)	Contributing family workers	M	88
Campbelltown (SA)	Employee	F	4366
Campbelltown (SA)	Employee	M	3021
Campbelltown (SA)	Owner managers of incorporated enterprises	F	209
Campbelltown (SA)	Owner managers of incorporated enterprises	M	535
Campbelltown (SA)	Owner managers of unincorporated enterprises	F	444
Campbelltown (SA)	Owner managers of unincorporated enterprises	M	673
Norwood - Payneham - St Peters		F	96
Norwood - Payneham - St Peters		M	114
Norwood - Payneham - St Peters	Contributing family workers	F	145
Norwood - Payneham - St Peters	Contributing family workers	M	145
Norwood - Payneham - St Peters	Employee	F	10609
Norwood - Payneham - St Peters	Employee	M	8303
Norwood - Payneham - St Peters	Owner managers of incorporated enterprises	F	553
Norwood - Payneham - St Peters	Owner managers of incorporated enterprises	M	1361
Norwood - Payneham - St Peters	Owner managers of unincorporated enterprises	F	730
Norwood - Payneham - St Peters	Owner managers of unincorporated enterprises	M	1004
Prospect - Walkerville		F	37
Prospect - Walkerville		M	35
Prospect - Walkerville	Contributing family workers	F	87
Prospect - Walkerville	Contributing family workers	M	54
Prospect - Walkerville	Employee	F	3764
Prospect - Walkerville	Employee	M	2613
Prospect - Walkerville	Owner managers of incorporated enterprises	F	223
Prospect - Walkerville	Owner managers of incorporated enterprises	M	497
Prospect - Walkerville	Owner managers of unincorporated enterprises	F	304
Prospect - Walkerville	Owner managers of unincorporated enterprises	M	484
Unley		F	57
Unley		M	66
Unley	Contributing family workers	F	132
Unley	Contributing family workers	M	115
Unley	Employee	F	9719
Unley	Employee	M	6356
Unley	Owner managers of incorporated enterprises	F	458
Unley	Owner managers of incorporated enterprises	M	1013
Unley	Owner managers of unincorporated enterprises	F	647
Unley	Owner managers of unincorporated enterprises	M	820
Gawler - Two Wells		F	52
Gawler - Two Wells		M	59
Gawler - Two Wells	Contributing family workers	F	101
Gawler - Two Wells	Contributing family workers	M	87
Gawler - Two Wells	Employee	F	4286
Gawler - Two Wells	Employee	M	3382
Gawler - Two Wells	Owner managers of incorporated enterprises	F	190
Gawler - Two Wells	Owner managers of incorporated enterprises	M	326
Gawler - Two Wells	Owner managers of unincorporated enterprises	F	397
Gawler - Two Wells	Owner managers of unincorporated enterprises	M	567
Playford		F	125
Playford		M	148
Playford	Contributing family workers	F	200
Playford	Contributing family workers	M	219
Playford	Employee	F	12298
Playford	Employee	M	9228
Playford	Owner managers of incorporated enterprises	F	277
Playford	Owner managers of incorporated enterprises	M	572
Playford	Owner managers of unincorporated enterprises	F	606
Playford	Owner managers of unincorporated enterprises	M	1030
Port Adelaide - East		F	82
Port Adelaide - East		M	117
Port Adelaide - East	Contributing family workers	F	129
Port Adelaide - East	Contributing family workers	M	107
Port Adelaide - East	Employee	F	8795
Port Adelaide - East	Employee	M	11720
Port Adelaide - East	Owner managers of incorporated enterprises	F	267
Port Adelaide - East	Owner managers of incorporated enterprises	M	832
Port Adelaide - East	Owner managers of unincorporated enterprises	F	539
Port Adelaide - East	Owner managers of unincorporated enterprises	M	933
Salisbury		F	162
Salisbury		M	256
Salisbury	Contributing family workers	F	220
Salisbury	Contributing family workers	M	235
Salisbury	Employee	F	15610
Salisbury	Employee	M	23814
Salisbury	Owner managers of incorporated enterprises	F	533
Salisbury	Owner managers of incorporated enterprises	M	1460
Salisbury	Owner managers of unincorporated enterprises	F	923
Salisbury	Owner managers of unincorporated enterprises	M	1686
Tea Tree Gully		F	85
Tea Tree Gully		M	86
Tea Tree Gully	Contributing family workers	F	193
Tea Tree Gully	Contributing family workers	M	116
Tea Tree Gully	Employee	F	10688
Tea Tree Gully	Employee	M	7083
Tea Tree Gully	Owner managers of incorporated enterprises	F	386
Tea Tree Gully	Owner managers of incorporated enterprises	M	887
Tea Tree Gully	Owner managers of unincorporated enterprises	F	749
Tea Tree Gully	Owner managers of unincorporated enterprises	M	1251
Holdfast Bay		F	56
Holdfast Bay		M	65
Holdfast Bay	Contributing family workers	F	102
Holdfast Bay	Contributing family workers	M	99
Holdfast Bay	Employee	F	5876
Holdfast Bay	Employee	M	3839
Holdfast Bay	Owner managers of incorporated enterprises	F	363
Holdfast Bay	Owner managers of incorporated enterprises	M	618
