SA3_NAME16	CountryOfBirth	Sex	workers
Lachlan Valley	CHN	F	33
Lachlan Valley	CHN	M	35
Lachlan Valley	HRV	F	3
Lachlan Valley	HRV	M	3
Lachlan Valley	EGY	F	4
Lachlan Valley	EGY	M	8
Lachlan Valley	FJI	F	8
Lachlan Valley	FJI	M	13
Lachlan Valley	DEU	F	6
Lachlan Valley	DEU	M	12
Lachlan Valley	GRC	M	3
Lachlan Valley	HKG	F	4
Lachlan Valley	HKG	M	8
Lachlan Valley	IND	F	33
Lachlan Valley	IND	M	62
Lachlan Valley	IDN	F	3
Lachlan Valley	IDN	M	8
Lachlan Valley	IRN	M	3
Lachlan Valley	IRQ	F	8
Lachlan Valley	IRQ	M	6
Lachlan Valley	IRL	F	12
Lachlan Valley	IRL	M	10
Lachlan Valley	ITA	F	5
Lachlan Valley	ITA	M	6
Lachlan Valley	JPN	F	3
Lachlan Valley	LBN	F	3
Lachlan Valley	LBN	M	10
Lachlan Valley	MYS	F	6
Lachlan Valley	MYS	M	12
Lachlan Valley	MLT	F	5
Lachlan Valley	MLT	M	4
Lachlan Valley	NLD	F	6
Lachlan Valley	NLD	M	10
Lachlan Valley	NZL	F	76
Lachlan Valley	NZL	M	97
Lachlan Valley	PAK	F	3
Lachlan Valley	PAK	M	7
Lachlan Valley	PHL	F	65
Lachlan Valley	PHL	M	37
Lachlan Valley	POL	F	5
Lachlan Valley	ZAF	F	34
Lachlan Valley	ZAF	M	40
Lachlan Valley	KOR	F	3
Lachlan Valley	KOR	M	5
Lachlan Valley	LKA	F	6
Lachlan Valley	LKA	M	13
Lachlan Valley	THA	F	12
Lachlan Valley	THA	M	4
Lachlan Valley	GBR	F	184
Lachlan Valley	GBR	M	116
Lachlan Valley	USA	F	16
Lachlan Valley	USA	M	16
Lachlan Valley	VNM	F	11
Lachlan Valley	VNM	M	9
Lachlan Valley	ZWE	F	5
Lachlan Valley	ZWE	M	7
Lithgow - Mudgee		F	288
Lithgow - Mudgee		M	323
Lithgow - Mudgee	AUS	F	7044
Lithgow - Mudgee	AUS	M	8352
Lithgow - Mudgee	CAN	F	11
Lithgow - Mudgee	CAN	M	9
Lithgow - Mudgee	CHN	F	23
Lithgow - Mudgee	CHN	M	30
Lithgow - Mudgee	HRV	F	5
Lithgow - Mudgee	HRV	M	3
Lithgow - Mudgee	EGY	M	3
Lithgow - Mudgee	FJI	F	9
Lithgow - Mudgee	FJI	M	10
Lithgow - Mudgee	DEU	F	22
Lithgow - Mudgee	DEU	M	18
Lithgow - Mudgee	GRC	F	5
Lithgow - Mudgee	GRC	M	4
Lithgow - Mudgee	HKG	F	5
Lithgow - Mudgee	HKG	M	3
Lithgow - Mudgee	IND	F	19
Lithgow - Mudgee	IND	M	55
Lithgow - Mudgee	IDN	F	4
Lithgow - Mudgee	IRN	M	3
Lithgow - Mudgee	IRQ	F	6
Lithgow - Mudgee	IRQ	M	4
Lithgow - Mudgee	IRL	F	11
Lithgow - Mudgee	IRL	M	23
Lithgow - Mudgee	ITA	F	6
Lithgow - Mudgee	ITA	M	16
Lithgow - Mudgee	MYS	F	10
Lithgow - Mudgee	MYS	M	15
Lithgow - Mudgee	NLD	F	11
Lithgow - Mudgee	NLD	M	14
Lithgow - Mudgee	NZL	F	108
Lithgow - Mudgee	NZL	M	119
Lithgow - Mudgee	PHL	F	65
Lithgow - Mudgee	PHL	M	22
Lithgow - Mudgee	POL	F	3
Lithgow - Mudgee	POL	M	3
Lithgow - Mudgee	SGP	F	4
Lithgow - Mudgee	SGP	M	3
Lithgow - Mudgee	ZAF	F	23
Lithgow - Mudgee	ZAF	M	32
Lithgow - Mudgee	KOR	F	5
Lithgow - Mudgee	KOR	M	10
Lithgow - Mudgee	LKA	F	8
Lithgow - Mudgee	LKA	M	5
Lithgow - Mudgee	THA	F	16
Lithgow - Mudgee	THA	M	9
Lithgow - Mudgee	TUR	M	3
Lithgow - Mudgee	GBR	F	238
Lithgow - Mudgee	GBR	M	238
Lithgow - Mudgee	USA	F	21
Lithgow - Mudgee	USA	M	23
Lithgow - Mudgee	VNM	F	21
Lithgow - Mudgee	VNM	M	16
Lithgow - Mudgee	ZWE	F	3
Lithgow - Mudgee	ZWE	M	12
Orange		F	388
Orange		M	422
Orange	AUS	F	10846
Orange	AUS	M	11233
Orange	CAN	F	23
Orange	CAN	M	12
Orange	CHN	F	38
Orange	CHN	M	43
Orange	HRV	F	6
Orange	HRV	M	3
Orange	EGY	M	4
Orange	FJI	F	15
Orange	FJI	M	15
Orange	MKD	M	7
Orange	DEU	F	30
Orange	DEU	M	22
Orange	GRC	M	4
Orange	HKG	F	17
Orange	HKG	M	16
Orange	IND	F	112
Orange	IND	M	146
Orange	IDN	F	10
Orange	IDN	M	5
Orange	IRN	F	3
Orange	IRN	M	11
Orange	IRL	F	11
Orange	IRL	M	22
Orange	ITA	F	10
Orange	ITA	M	19
Orange	JPN	F	8
Orange	LBN	M	5
Orange	MYS	F	22
Orange	MYS	M	13
Orange	MLT	M	3
Orange	NLD	F	19
Orange	NLD	M	18
Orange	NZL	F	149
Orange	NZL	M	173
Orange	PAK	F	3
Orange	PAK	M	18
Orange	PHL	F	92
Orange	PHL	M	49
Orange	POL	F	6
Orange	POL	M	3
Orange	SGP	F	14
Orange	SGP	M	6
Orange	ZAF	F	55
Orange	ZAF	M	51
Orange	KOR	F	25
Orange	KOR	M	26
Orange	LKA	F	12
Orange	LKA	M	20
Orange	THA	F	23
Orange	THA	M	14
Orange	TUR	F	3
Orange	TUR	M	8
Orange	GBR	F	302
Orange	GBR	M	289
Orange	USA	F	34
Orange	USA	M	27
Orange	VNM	F	14
Orange	VNM	M	16
Orange	ZWE	F	46
Orange	ZWE	M	27
Clarence Valley		F	282
Clarence Valley		M	294
Clarence Valley	AUS	F	7309
Clarence Valley	AUS	M	7195
Clarence Valley	CAN	F	10
Clarence Valley	CAN	M	10
Clarence Valley	CHN	F	20
Clarence Valley	CHN	M	15
Clarence Valley	EGY	F	4
Clarence Valley	EGY	M	3
Clarence Valley	FJI	F	4
Clarence Valley	FJI	M	7
Clarence Valley	DEU	F	23
Clarence Valley	DEU	M	18
Clarence Valley	GRC	F	3
Clarence Valley	HKG	F	10
Clarence Valley	HKG	M	11
Clarence Valley	IND	F	21
Clarence Valley	IND	M	49
Clarence Valley	IDN	F	3
Clarence Valley	IRN	M	3
Clarence Valley	IRL	F	3
Clarence Valley	IRL	M	11
Clarence Valley	ITA	F	3
Clarence Valley	ITA	M	10
Clarence Valley	JPN	F	6
Clarence Valley	MYS	F	9
Clarence Valley	MYS	M	5
Clarence Valley	MLT	M	3
Clarence Valley	NLD	F	16
Clarence Valley	NLD	M	19
Clarence Valley	NZL	F	95
Clarence Valley	NZL	M	108
Clarence Valley	PAK	M	3
Clarence Valley	PHL	F	42
Clarence Valley	PHL	M	9
Clarence Valley	SGP	F	3
Clarence Valley	ZAF	F	19
Clarence Valley	ZAF	M	32
Clarence Valley	LKA	F	3
Clarence Valley	LKA	M	9
Clarence Valley	THA	F	15
Clarence Valley	THA	M	7
Clarence Valley	GBR	F	211
Clarence Valley	GBR	M	208
Clarence Valley	USA	F	22
Clarence Valley	USA	M	20
Clarence Valley	VNM	F	12
Clarence Valley	VNM	M	5
Clarence Valley	ZWE	F	6
Clarence Valley	ZWE	M	15
Coffs Harbour		F	750
Coffs Harbour		M	695
Coffs Harbour	AUS	F	14032
Coffs Harbour	AUS	M	13050
Coffs Harbour	CAN	F	58
Coffs Harbour	CAN	M	38
Coffs Harbour	CHN	F	45
Coffs Harbour	CHN	M	36
Coffs Harbour	HRV	M	3
Coffs Harbour	EGY	F	7
Coffs Harbour	EGY	M	6
Coffs Harbour	FJI	F	22
Coffs Harbour	FJI	M	20
Coffs Harbour	DEU	F	87
Coffs Harbour	DEU	M	62
Coffs Harbour	GRC	M	4
Coffs Harbour	HKG	F	24
Coffs Harbour	HKG	M	22
Coffs Harbour	IND	F	281
Coffs Harbour	IND	M	364
Coffs Harbour	IDN	F	14
Coffs Harbour	IDN	M	5
Coffs Harbour	IRN	F	5
Coffs Harbour	IRN	M	6
Coffs Harbour	IRQ	M	4
Coffs Harbour	IRL	F	48
Coffs Harbour	IRL	M	44
Coffs Harbour	ITA	F	20
Coffs Harbour	ITA	M	19
Coffs Harbour	JPN	F	19
Coffs Harbour	JPN	M	16
Coffs Harbour	LBN	F	3
Coffs Harbour	LBN	M	3
Coffs Harbour	MYS	F	32
Coffs Harbour	MYS	M	24
Coffs Harbour	MLT	F	5
Coffs Harbour	NLD	F	45
Coffs Harbour	NLD	M	32
Coffs Harbour	NZL	F	319
Coffs Harbour	NZL	M	284
Coffs Harbour	PAK	F	4
Coffs Harbour	PAK	M	11
Coffs Harbour	PHL	F	141
Coffs Harbour	PHL	M	32
Coffs Harbour	POL	F	9
Coffs Harbour	POL	M	9
Coffs Harbour	SGP	F	3
Coffs Harbour	SGP	M	8
Coffs Harbour	ZAF	F	86
Coffs Harbour	ZAF	M	118
Coffs Harbour	KOR	F	22
Coffs Harbour	KOR	M	20
Coffs Harbour	LKA	F	9
Coffs Harbour	LKA	M	8
Coffs Harbour	THA	F	46
Coffs Harbour	THA	M	16
Coffs Harbour	TUR	F	4
Coffs Harbour	TUR	M	8
Coffs Harbour	GBR	F	651
Coffs Harbour	GBR	M	680
Coffs Harbour	USA	F	70
Coffs Harbour	USA	M	58
Coffs Harbour	VNM	F	22
Coffs Harbour	VNM	M	14
Coffs Harbour	ZWE	F	12
Coffs Harbour	ZWE	M	21
Bourke - Cobar - Coonamble		F	209
Bourke - Cobar - Coonamble		M	252
Bourke - Cobar - Coonamble	AUS	F	3766
Bourke - Cobar - Coonamble	AUS	M	4748
Bourke - Cobar - Coonamble	CAN	F	6
Bourke - Cobar - Coonamble	CAN	M	3
Bourke - Cobar - Coonamble	CHN	F	14
Bourke - Cobar - Coonamble	CHN	M	11
Bourke - Cobar - Coonamble	HRV	M	3
Bourke - Cobar - Coonamble	EGY	M	4
Bourke - Cobar - Coonamble	FJI	F	7
Bourke - Cobar - Coonamble	FJI	M	7
Bourke - Cobar - Coonamble	DEU	F	15
Bourke - Cobar - Coonamble	DEU	M	6
Bourke - Cobar - Coonamble	HKG	F	3
Bourke - Cobar - Coonamble	HKG	M	4
Bourke - Cobar - Coonamble	IND	F	21
Bourke - Cobar - Coonamble	IND	M	29
Bourke - Cobar - Coonamble	IDN	F	4
Bourke - Cobar - Coonamble	IDN	M	3
Bourke - Cobar - Coonamble	IRL	F	20
Bourke - Cobar - Coonamble	IRL	M	10
Bourke - Cobar - Coonamble	ITA	M	3
Bourke - Cobar - Coonamble	JPN	F	4
Bourke - Cobar - Coonamble	MYS	F	5
Bourke - Cobar - Coonamble	MYS	M	10
Bourke - Cobar - Coonamble	NLD	F	7
Bourke - Cobar - Coonamble	NLD	M	7
Bourke - Cobar - Coonamble	NZL	F	74
Bourke - Cobar - Coonamble	NZL	M	77
Bourke - Cobar - Coonamble	PAK	F	8
Bourke - Cobar - Coonamble	PAK	M	12
Bourke - Cobar - Coonamble	PHL	F	30
Bourke - Cobar - Coonamble	PHL	M	12
Bourke - Cobar - Coonamble	POL	M	3
Bourke - Cobar - Coonamble	ZAF	F	17
Bourke - Cobar - Coonamble	ZAF	M	21
Bourke - Cobar - Coonamble	LKA	F	6
Bourke - Cobar - Coonamble	LKA	M	10
Bourke - Cobar - Coonamble	THA	F	4
Bourke - Cobar - Coonamble	GBR	F	81
Bourke - Cobar - Coonamble	GBR	M	61
Bourke - Cobar - Coonamble	USA	F	7
Bourke - Cobar - Coonamble	USA	M	4
Bourke - Cobar - Coonamble	VNM	F	5
Bourke - Cobar - Coonamble	ZWE	F	4
Bourke - Cobar - Coonamble	ZWE	M	8
Broken Hill and Far West		F	129
Broken Hill and Far West		M	141
Broken Hill and Far West	AUS	F	3465
Broken Hill and Far West	AUS	M	3714
Broken Hill and Far West	CAN	F	6
Broken Hill and Far West	CAN	M	4
Broken Hill and Far West	CHN	F	7
Broken Hill and Far West	CHN	M	7
Broken Hill and Far West	HRV	M	3
Broken Hill and Far West	EGY	M	3
