SA3_NAME16	LabourForceStatus	Sex	workers
Sunnybank	Employed (part-time)	M	1336
Centenary		F	64
Centenary		M	73
Centenary	Employed (away from work)	F	168
Centenary	Employed (away from work)	M	94
Centenary	Employed (full-time)	F	1804
Centenary	Employed (full-time)	M	2579
Centenary	Employed (part-time)	F	2732
Centenary	Employed (part-time)	M	1207
Kenmore - Brookfield - Moggill		F	48
Kenmore - Brookfield - Moggill		M	63
Kenmore - Brookfield - Moggill	Employed (away from work)	F	185
Kenmore - Brookfield - Moggill	Employed (away from work)	M	93
Kenmore - Brookfield - Moggill	Employed (full-time)	F	1822
Kenmore - Brookfield - Moggill	Employed (full-time)	M	2219
Kenmore - Brookfield - Moggill	Employed (part-time)	F	2706
Kenmore - Brookfield - Moggill	Employed (part-time)	M	1262
Sherwood - Indooroopilly		F	208
Sherwood - Indooroopilly		M	186
Sherwood - Indooroopilly	Employed (away from work)	F	588
Sherwood - Indooroopilly	Employed (away from work)	M	252
Sherwood - Indooroopilly	Employed (full-time)	F	6300
Sherwood - Indooroopilly	Employed (full-time)	M	6838
Sherwood - Indooroopilly	Employed (part-time)	F	7137
Sherwood - Indooroopilly	Employed (part-time)	M	3501
The Gap - Enoggera		F	111
The Gap - Enoggera		M	169
The Gap - Enoggera	Employed (away from work)	F	308
The Gap - Enoggera	Employed (away from work)	M	367
The Gap - Enoggera	Employed (full-time)	F	3358
The Gap - Enoggera	Employed (full-time)	M	7404
The Gap - Enoggera	Employed (part-time)	F	3797
The Gap - Enoggera	Employed (part-time)	M	1995
Brisbane Inner		F	1264
Brisbane Inner		M	1449
Brisbane Inner	Employed (away from work)	F	4841
Brisbane Inner	Employed (away from work)	M	2030
Brisbane Inner	Employed (full-time)	F	64506
Brisbane Inner	Employed (full-time)	M	79045
Brisbane Inner	Employed (part-time)	F	31494
Brisbane Inner	Employed (part-time)	M	14548
Brisbane Inner - East		F	76
Brisbane Inner - East		M	120
Brisbane Inner - East	Employed (away from work)	F	181
Brisbane Inner - East	Employed (away from work)	M	151
Brisbane Inner - East	Employed (full-time)	F	3244
Brisbane Inner - East	Employed (full-time)	M	6118
Brisbane Inner - East	Employed (part-time)	F	2833
Brisbane Inner - East	Employed (part-time)	M	1561
Brisbane Inner - North		F	403
Brisbane Inner - North		M	544
Brisbane Inner - North	Employed (away from work)	F	1462
Brisbane Inner - North	Employed (away from work)	M	782
Brisbane Inner - North	Employed (full-time)	F	17278
Brisbane Inner - North	Employed (full-time)	M	24585
Brisbane Inner - North	Employed (part-time)	F	12038
Brisbane Inner - North	Employed (part-time)	M	5591
Brisbane Inner - West		F	228
Brisbane Inner - West		M	293
Brisbane Inner - West	Employed (away from work)	F	704
Brisbane Inner - West	Employed (away from work)	M	390
Brisbane Inner - West	Employed (full-time)	F	9637
Brisbane Inner - West	Employed (full-time)	M	13168
Brisbane Inner - West	Employed (part-time)	F	7755
Brisbane Inner - West	Employed (part-time)	M	3730
Cairns - North		F	108
Cairns - North		M	117
Cairns - North	Employed (away from work)	F	289
Cairns - North	Employed (away from work)	M	190
Cairns - North	Employed (full-time)	F	3165
Cairns - North	Employed (full-time)	M	4695
Cairns - North	Employed (part-time)	F	3419
Cairns - North	Employed (part-time)	M	1811
Cairns - South		F	428
Cairns - South		M	529
Cairns - South	Employed (away from work)	F	1053
Cairns - South	Employed (away from work)	M	690
Cairns - South	Employed (full-time)	F	14676
Cairns - South	Employed (full-time)	M	18812
Cairns - South	Employed (part-time)	F	11429
Cairns - South	Employed (part-time)	M	5085
Innisfail - Cassowary Coast		F	143
Innisfail - Cassowary Coast		M	202
Innisfail - Cassowary Coast	Employed (away from work)	F	248
Innisfail - Cassowary Coast	Employed (away from work)	M	190
Innisfail - Cassowary Coast	Employed (full-time)	F	2828
Innisfail - Cassowary Coast	Employed (full-time)	M	4965
Innisfail - Cassowary Coast	Employed (part-time)	F	2989
Innisfail - Cassowary Coast	Employed (part-time)	M	1342
Port Douglas - Daintree		F	54
Port Douglas - Daintree		M	83
Port Douglas - Daintree	Employed (away from work)	F	94
Port Douglas - Daintree	Employed (away from work)	M	71
Port Douglas - Daintree	Employed (full-time)	F	1422
Port Douglas - Daintree	Employed (full-time)	M	1988
Port Douglas - Daintree	Employed (part-time)	F	1214
Port Douglas - Daintree	Employed (part-time)	M	663
Tablelands (East) - Kuranda		F	153
Tablelands (East) - Kuranda		M	183
Tablelands (East) - Kuranda	Employed (away from work)	F	337
Tablelands (East) - Kuranda	Employed (away from work)	M	203
Tablelands (East) - Kuranda	Employed (full-time)	F	3274
Tablelands (East) - Kuranda	Employed (full-time)	M	4782
Tablelands (East) - Kuranda	Employed (part-time)	F	3725
Tablelands (East) - Kuranda	Employed (part-time)	M	1640
Darling Downs (West) - Maranoa		F	188
Darling Downs (West) - Maranoa		M	294
Darling Downs (West) - Maranoa	Employed (away from work)	F	427
Darling Downs (West) - Maranoa	Employed (away from work)	M	578
Darling Downs (West) - Maranoa	Employed (full-time)	F	4988
Darling Downs (West) - Maranoa	Employed (full-time)	M	10541
Darling Downs (West) - Maranoa	Employed (part-time)	F	3854
Darling Downs (West) - Maranoa	Employed (part-time)	M	1599
Darling Downs - East		F	176
Darling Downs - East		M	250
Darling Downs - East	Employed (away from work)	F	320
Darling Downs - East	Employed (away from work)	M	316
Darling Downs - East	Employed (full-time)	F	3675
Darling Downs - East	Employed (full-time)	M	8874
Darling Downs - East	Employed (part-time)	F	3507
Darling Downs - East	Employed (part-time)	M	1615
Granite Belt		F	160
Granite Belt		M	203
Granite Belt	Employed (away from work)	F	324
Granite Belt	Employed (away from work)	M	229
Granite Belt	Employed (full-time)	F	3067
Granite Belt	Employed (full-time)	M	5521
Granite Belt	Employed (part-time)	F	3585
Granite Belt	Employed (part-time)	M	1664
Central Highlands (Qld)		F	129
Central Highlands (Qld)		M	228
Central Highlands (Qld)	Employed (away from work)	F	303
Central Highlands (Qld)	Employed (away from work)	M	481
Central Highlands (Qld)	Employed (full-time)	F	3102
Central Highlands (Qld)	Employed (full-time)	M	8568
Central Highlands (Qld)	Employed (part-time)	F	2539
Central Highlands (Qld)	Employed (part-time)	M	1016
Rockhampton		F	348
Rockhampton		M	407
Rockhampton	Employed (away from work)	F	1066
Rockhampton	Employed (away from work)	M	667
Rockhampton	Employed (full-time)	F	11561
Rockhampton	Employed (full-time)	M	16482
Rockhampton	Employed (part-time)	F	10752
Rockhampton	Employed (part-time)	M	4171
Biloela		F	73
Biloela		M	121
Biloela	Employed (away from work)	F	135
Biloela	Employed (away from work)	M	215
Biloela	Employed (full-time)	F	1652
Biloela	Employed (full-time)	M	4136
Biloela	Employed (part-time)	F	1346
Biloela	Employed (part-time)	M	468
Gladstone		F	174
Gladstone		M	276
Gladstone	Employed (away from work)	F	514
Gladstone	Employed (away from work)	M	551
Gladstone	Employed (full-time)	F	5433
Gladstone	Employed (full-time)	M	12170
Gladstone	Employed (part-time)	F	5432
Gladstone	Employed (part-time)	M	2034
Broadbeach - Burleigh		F	314
Broadbeach - Burleigh		M	316
Broadbeach - Burleigh	Employed (away from work)	F	511
Broadbeach - Burleigh	Employed (away from work)	M	320
Broadbeach - Burleigh	Employed (full-time)	F	7255
Broadbeach - Burleigh	Employed (full-time)	M	11244
Broadbeach - Burleigh	Employed (part-time)	F	8792
Broadbeach - Burleigh	Employed (part-time)	M	4498
Coolangatta		F	162
Coolangatta		M	149
Coolangatta	Employed (away from work)	F	371
Coolangatta	Employed (away from work)	M	193
Coolangatta	Employed (full-time)	F	3984
Coolangatta	Employed (full-time)	M	5330
Coolangatta	Employed (part-time)	F	5480
Coolangatta	Employed (part-time)	M	2368
Gold Coast - North		F	171
Gold Coast - North		M	179
Gold Coast - North	Employed (away from work)	F	270
Gold Coast - North	Employed (away from work)	M	176
Gold Coast - North	Employed (full-time)	F	4113
Gold Coast - North	Employed (full-time)	M	6070
Gold Coast - North	Employed (part-time)	F	5122
Gold Coast - North	Employed (part-time)	M	2347
Gold Coast Hinterland		F	56
Gold Coast Hinterland		M	42
Gold Coast Hinterland	Employed (away from work)	F	97
Gold Coast Hinterland	Employed (away from work)	M	57
Gold Coast Hinterland	Employed (full-time)	F	869
Gold Coast Hinterland	Employed (full-time)	M	1430
Gold Coast Hinterland	Employed (part-time)	F	1350
Gold Coast Hinterland	Employed (part-time)	M	603
Mudgeeraba - Tallebudgera		F	59
Mudgeeraba - Tallebudgera		M	54
Mudgeeraba - Tallebudgera	Employed (away from work)	F	128
Mudgeeraba - Tallebudgera	Employed (away from work)	M	77
Mudgeeraba - Tallebudgera	Employed (full-time)	F	1516
Mudgeeraba - Tallebudgera	Employed (full-time)	M	1771
Mudgeeraba - Tallebudgera	Employed (part-time)	F	2108
Mudgeeraba - Tallebudgera	Employed (part-time)	M	854
Nerang		F	173
Nerang		M	170
Nerang	Employed (away from work)	F	298
Nerang	Employed (away from work)	M	241
Nerang	Employed (full-time)	F	3878
Nerang	Employed (full-time)	M	7288
Nerang	Employed (part-time)	F	4282
Nerang	Employed (part-time)	M	2293
Ormeau - Oxenford		F	332
Ormeau - Oxenford		M	520
Ormeau - Oxenford	Employed (away from work)	F	662
Ormeau - Oxenford	Employed (away from work)	M	576
Ormeau - Oxenford	Employed (full-time)	F	9306
Ormeau - Oxenford	Employed (full-time)	M	21203
Ormeau - Oxenford	Employed (part-time)	F	9527
Ormeau - Oxenford	Employed (part-time)	M	5096
Robina		F	209
Robina		M	205
Robina	Employed (away from work)	F	506
Robina	Employed (away from work)	M	196
Robina	Employed (full-time)	F	6693
Robina	Employed (full-time)	M	6946
Robina	Employed (part-time)	F	6493
Robina	Employed (part-time)	M	2439
Southport		F	347
Southport		M	368
Southport	Employed (away from work)	F	879
Southport	Employed (away from work)	M	402
Southport	Employed (full-time)	F	11866
Southport	Employed (full-time)	M	15542
Southport	Employed (part-time)	F	9408
Southport	Employed (part-time)	M	4268
Surfers Paradise		F	202
Surfers Paradise		M	260
Surfers Paradise	Employed (away from work)	F	487
Surfers Paradise	Employed (away from work)	M	227
Surfers Paradise	Employed (full-time)	F	6927
Surfers Paradise	Employed (full-time)	M	7829
Surfers Paradise	Employed (part-time)	F	6630
Surfers Paradise	Employed (part-time)	M	3309
Forest Lake - Oxley		F	224
Forest Lake - Oxley		M	377
Forest Lake - Oxley	Employed (away from work)	F	496
Forest Lake - Oxley	Employed (away from work)	M	452
Forest Lake - Oxley	Employed (full-time)	F	7256
Forest Lake - Oxley	Employed (full-time)	M	16637
Forest Lake - Oxley	Employed (part-time)	F	4756
Forest Lake - Oxley	Employed (part-time)	M	3087
Ipswich Hinterland		F	189
Ipswich Hinterland		M	260
Ipswich Hinterland	Employed (away from work)	F	329
Ipswich Hinterland	Employed (away from work)	M	295
Ipswich Hinterland	Employed (full-time)	F	3729
Ipswich Hinterland	Employed (full-time)	M	7925
Ipswich Hinterland	Employed (part-time)	F	4046
Ipswich Hinterland	Employed (part-time)	M	1738
Ipswich Inner		F	274
Ipswich Inner		M	321
Ipswich Inner	Employed (away from work)	F	842
Ipswich Inner	Employed (away from work)	M	427
Ipswich Inner	Employed (full-time)	F	8962
Ipswich Inner	Employed (full-time)	M	11598
Ipswich Inner	Employed (part-time)	F	8888
Ipswich Inner	Employed (part-time)	M	3810
Springfield - Redbank		F	172
Springfield - Redbank		M	250
Springfield - Redbank	Employed (away from work)	F	348
Springfield - Redbank	Employed (away from work)	M	232
Springfield - Redbank	Employed (full-time)	F	4903
Springfield - Redbank	Employed (full-time)	M	8107
Springfield - Redbank	Employed (part-time)	F	4742
Springfield - Redbank	Employed (part-time)	M	2231
Beaudesert		F	62
Beaudesert		M	55
Beaudesert	Employed (away from work)	F	88
Beaudesert	Employed (away from work)	M	67
Beaudesert	Employed (full-time)	F	1157
Beaudesert	Employed (full-time)	M	1851
Beaudesert	Employed (part-time)	F	1373
Beaudesert	Employed (part-time)	M	504
Beenleigh		F	111
Beenleigh		M	113
Beenleigh	Employed (away from work)	F	223
Beenleigh	Employed (away from work)	M	108
Beenleigh	Employed (full-time)	F	2617
Beenleigh	Employed (full-time)	M	3482
Beenleigh	Employed (part-time)	F	2570
Beenleigh	Employed (part-time)	M	1069
Browns Plains		F	184
Browns Plains		M	243
Browns Plains	Employed (away from work)	F	337
Browns Plains	Employed (away from work)	M	223
Browns Plains	Employed (full-time)	F	4135
Browns Plains	Employed (full-time)	M	6902
Browns Plains	Employed (part-time)	F	4485
Browns Plains	Employed (part-time)	M	2150
Jimboomba		F	52
Jimboomba		M	97
Jimboomba	Employed (away from work)	F	124
Jimboomba	Employed (away from work)	M	95
Jimboomba	Employed (full-time)	F	1433
Jimboomba	Employed (full-time)	M	2334
Jimboomba	Employed (part-time)	F	1858
Jimboomba	Employed (part-time)	M	847
Loganlea - Carbrook		F	175
Loganlea - Carbrook		M	225
Loganlea - Carbrook	Employed (away from work)	F	500
Loganlea - Carbrook	Employed (away from work)	M	245
Loganlea - Carbrook	Employed (full-time)	F	5621
Loganlea - Carbrook	Employed (full-time)	M	8155
Loganlea - Carbrook	Employed (part-time)	F	5691
Loganlea - Carbrook	Employed (part-time)	M	2275
Springwood - Kingston		F	263
Springwood - Kingston		M	336
Springwood - Kingston	Employed (away from work)	F	520
Springwood - Kingston	Employed (away from work)	M	327
Springwood - Kingston	Employed (full-time)	F	7499
Springwood - Kingston	Employed (full-time)	M	11759
Springwood - Kingston	Employed (part-time)	F	6489
Springwood - Kingston	Employed (part-time)	M	3226
Bowen Basin - North		F	194
Bowen Basin - North		M	389
Bowen Basin - North	Employed (away from work)	F	433
Bowen Basin - North	Employed (away from work)	M	1036
Bowen Basin - North	Employed (full-time)	F	4307
Bowen Basin - North	Employed (full-time)	M	15349
Bowen Basin - North	Employed (part-time)	F	2677
Bowen Basin - North	Employed (part-time)	M	1467
Mackay		F	399
Mackay		M	507
Mackay	Employed (away from work)	F	976
Mackay	Employed (away from work)	M	667
Mackay	Employed (full-time)	F	10971
Mackay	Employed (full-time)	M	17933
Mackay	Employed (part-time)	F	10709
Mackay	Employed (part-time)	M	3544
Whitsunday		F	84
Whitsunday		M	86
Whitsunday	Employed (away from work)	F	173
Whitsunday	Employed (away from work)	M	115
Whitsunday	Employed (full-time)	F	2550
Whitsunday	Employed (full-time)	M	3514
Whitsunday	Employed (part-time)	F	1944
Whitsunday	Employed (part-time)	M	819
Bribie - Beachmere		F	64
Bribie - Beachmere		M	65
Bribie - Beachmere	Employed (away from work)	F	110
Bribie - Beachmere	Employed (away from work)	M	77
Bribie - Beachmere	Employed (full-time)	F	1179
Bribie - Beachmere	Employed (full-time)	M	1417
Bribie - Beachmere	Employed (part-time)	F	1686
Bribie - Beachmere	Employed (part-time)	M	747
Caboolture		F	213
Caboolture		M	223
Caboolture	Employed (away from work)	F	544
Caboolture	Employed (away from work)	M	261
Caboolture	Employed (full-time)	F	5642
Caboolture	Employed (full-time)	M	7035
Caboolture	Employed (part-time)	F	6796
Caboolture	Employed (part-time)	M	2666
Caboolture Hinterland		F	41
Caboolture Hinterland		M	63
Caboolture Hinterland	Employed (away from work)	F	78
Caboolture Hinterland	Employed (away from work)	M	65
Caboolture Hinterland	Employed (full-time)	F	843
Caboolture Hinterland	Employed (full-time)	M	1614
Caboolture Hinterland	Employed (part-time)	F	843
Caboolture Hinterland	Employed (part-time)	M	404
Narangba - Burpengary		F	120
Narangba - Burpengary		M	132
Narangba - Burpengary	Employed (away from work)	F	231
Narangba - Burpengary	Employed (away from work)	M	167
Narangba - Burpengary	Employed (full-time)	F	2564
Narangba - Burpengary	Employed (full-time)	M	5602
Narangba - Burpengary	Employed (part-time)	F	3189
Narangba - Burpengary	Employed (part-time)	M	1539
Redcliffe		F	171
Redcliffe		M	173
Redcliffe	Employed (away from work)	F	432
Redcliffe	Employed (away from work)	M	228
Redcliffe	Employed (full-time)	F	4521
Redcliffe	Employed (full-time)	M	5668
Redcliffe	Employed (part-time)	F	5686
Redcliffe	Employed (part-time)	M	2147
The Hills District		F	100
The Hills District		M	125
The Hills District	Employed (away from work)	F	241
The Hills District	Employed (away from work)	M	160
The Hills District	Employed (full-time)	F	2649
The Hills District	Employed (full-time)	M	4116
The Hills District	Employed (part-time)	F	4614
The Hills District	Employed (part-time)	M	2062
North Lakes		F	139
North Lakes		M	142
North Lakes	Employed (away from work)	F	331
North Lakes	Employed (away from work)	M	126
North Lakes	Employed (full-time)	F	3841
North Lakes	Employed (full-time)	M	4281
North Lakes	Employed (part-time)	F	4832
North Lakes	Employed (part-time)	M	1794
Strathpine		F	129
Strathpine		M	212
Strathpine	Employed (away from work)	F	319
Strathpine	Employed (away from work)	M	253
Strathpine	Employed (full-time)	F	4292
Strathpine	Employed (full-time)	M	9091
Strathpine	Employed (part-time)	F	4177
Strathpine	Employed (part-time)	M	2000
Far North		F	155
Far North		M	211
Far North	Employed (away from work)	F	195
Far North	Employed (away from work)	M	254
Far North	Employed (full-time)	F	2954
Far North	Employed (full-time)	M	4753
Far North	Employed (part-time)	F	1595
Far North	Employed (part-time)	M	1058
Outback - North		F	167
Outback - North		M	249
Outback - North	Employed (away from work)	F	285
Outback - North	Employed (away from work)	M	467
Outback - North	Employed (full-time)	F	4183
Outback - North	Employed (full-time)	M	8465
Outback - North	Employed (part-time)	F	1981
Outback - North	Employed (part-time)	M	891
Outback - South		F	107
Outback - South		M	124
Outback - South	Employed (away from work)	F	220
Outback - South	Employed (away from work)	M	160
Outback - South	Employed (full-time)	F	2600
Outback - South	Employed (full-time)	M	3789
Outback - South	Employed (part-time)	F	1393
Outback - South	Employed (part-time)	M	529
Buderim		F	112
Buderim		M	166
Buderim	Employed (away from work)	F	296
Buderim	Employed (away from work)	M	206
Buderim	Employed (full-time)	F	3941
Buderim	Employed (full-time)	M	6698
Buderim	Employed (part-time)	F	4844
Buderim	Employed (part-time)	M	1886
Caloundra		F	243
Caloundra		M	248
Caloundra	Employed (away from work)	F	584
Caloundra	Employed (away from work)	M	308
Caloundra	Employed (full-time)	F	6480
Caloundra	Employed (full-time)	M	9944
Caloundra	Employed (part-time)	F	8167
Caloundra	Employed (part-time)	M	3406
Maroochy		F	203
Maroochy		M	250
Maroochy	Employed (away from work)	F	529
Maroochy	Employed (away from work)	M	316
Maroochy	Employed (full-time)	F	6693
Maroochy	Employed (full-time)	M	8927
Maroochy	Employed (part-time)	F	8401
Maroochy	Employed (part-time)	M	3533
Noosa		F	144
Noosa		M	136
Noosa	Employed (away from work)	F	293
Noosa	Employed (away from work)	M	184
Noosa	Employed (full-time)	F	3763
Noosa	Employed (full-time)	M	4906
Noosa	Employed (part-time)	F	5355
Noosa	Employed (part-time)	M	2390
Sunshine Coast Hinterland		F	135
Sunshine Coast Hinterland		M	134
Sunshine Coast Hinterland	Employed (away from work)	F	244
Sunshine Coast Hinterland	Employed (away from work)	M	159
Sunshine Coast Hinterland	Employed (full-time)	F	2415
Sunshine Coast Hinterland	Employed (full-time)	M	4036
Sunshine Coast Hinterland	Employed (part-time)	F	3826
Sunshine Coast Hinterland	Employed (part-time)	M	1864
Nambour		F	150
Nambour		M	177
Nambour	Employed (away from work)	F	457
Nambour	Employed (away from work)	M	229
Nambour	Employed (full-time)	F	4580
Nambour	Employed (full-time)	M	6351
Nambour	Employed (part-time)	F	5567
Nambour	Employed (part-time)	M	2124
Noosa Hinterland		F	36
Noosa Hinterland		M	48
Noosa Hinterland	Employed (away from work)	F	100
Noosa Hinterland	Employed (away from work)	M	76
Noosa Hinterland	Employed (full-time)	F	920
Noosa Hinterland	Employed (full-time)	M	1615
Noosa Hinterland	Employed (part-time)	F	1415
Noosa Hinterland	Employed (part-time)	M	759
Toowoomba		F	436
Toowoomba		M	579
Toowoomba	Employed (away from work)	F	1449
Toowoomba	Employed (away from work)	M	866
Toowoomba	Employed (full-time)	F	15642
Toowoomba	Employed (full-time)	M	23561
Toowoomba	Employed (part-time)	F	15437
Toowoomba	Employed (part-time)	M	6098
Charters Towers - Ayr - Ingham		F	167
Charters Towers - Ayr - Ingham		M	238
Charters Towers - Ayr - Ingham	Employed (away from work)	F	324
Charters Towers - Ayr - Ingham	Employed (away from work)	M	256
Charters Towers - Ayr - Ingham	Employed (full-time)	F	3656
Charters Towers - Ayr - Ingham	Employed (full-time)	M	6795
Charters Towers - Ayr - Ingham	Employed (part-time)	F	3771
Charters Towers - Ayr - Ingham	Employed (part-time)	M	1346
Townsville		F	568
Townsville		M	777
Townsville	Employed (away from work)	F	1906
Townsville	Employed (away from work)	M	1198
Townsville	Employed (full-time)	F	21543
Townsville	Employed (full-time)	M	30591
Townsville	Employed (part-time)	F	17429
Townsville	Employed (part-time)	M	7714
Bundaberg		F	268
Bundaberg		M	328
Bundaberg	Employed (away from work)	F	590
Bundaberg	Employed (away from work)	M	365
Bundaberg	Employed (full-time)	F	6964
Bundaberg	Employed (full-time)	M	10599
Bundaberg	Employed (part-time)	F	7584
Bundaberg	Employed (part-time)	M	3348
Burnett		F	187
Burnett		M	279
Burnett	Employed (away from work)	F	337
Burnett	Employed (away from work)	M	265
Burnett	Employed (full-time)	F	3746
Burnett	Employed (full-time)	M	6400
Burnett	Employed (part-time)	F	4009
Burnett	Employed (part-time)	M	1828
Gympie - Cooloola		F	145
Gympie - Cooloola		M	183
Gympie - Cooloola	Employed (away from work)	F	351
Gympie - Cooloola	Employed (away from work)	M	258
Gympie - Cooloola	Employed (full-time)	F	3246
Gympie - Cooloola	Employed (full-time)	M	5391
Gympie - Cooloola	Employed (part-time)	F	4254
Gympie - Cooloola	Employed (part-time)	M	1860
Hervey Bay		F	157
Hervey Bay		M	157
Hervey Bay	Employed (away from work)	F	363
Hervey Bay	Employed (away from work)	M	194
Hervey Bay	Employed (full-time)	F	3885
Hervey Bay	Employed (full-time)	M	4652
Hervey Bay	Employed (part-time)	F	4665
Hervey Bay	Employed (part-time)	M	2078
Maryborough		F	119
Maryborough		M	143
Maryborough	Employed (away from work)	F	271
Maryborough	Employed (away from work)	M	218
Maryborough	Employed (full-time)	F	2860
Maryborough	Employed (full-time)	M	4703
Maryborough	Employed (part-time)	F	3152
Maryborough	Employed (part-time)	M	1521
Migratory - Offshore - Shipping (Qld)		M	11
Migratory - Offshore - Shipping (Qld)	Employed (away from work)	M	25
Migratory - Offshore - Shipping (Qld)	Employed (full-time)	F	18
Migratory - Offshore - Shipping (Qld)	Employed (full-time)	M	137
Migratory - Offshore - Shipping (Qld)	Employed (part-time)	M	15
No usual address (Qld)		F	760
No usual address (Qld)		M	1643
No usual address (Qld)	Employed (away from work)	F	1648
No usual address (Qld)	Employed (away from work)	M	3137
No usual address (Qld)	Employed (full-time)	F	6982
No usual address (Qld)	Employed (full-time)	M	50886
No usual address (Qld)	Employed (part-time)	F	14638
No usual address (Qld)	Employed (part-time)	M	19143
Adelaide City		F	777
Adelaide City		M	759
Adelaide City	Employed (away from work)	F	3433
Adelaide City	Employed (away from work)	M	1353
Adelaide City	Employed (full-time)	F	35383
Adelaide City	Employed (full-time)	M	40662
Adelaide City	Employed (part-time)	F	25389
Adelaide City	Employed (part-time)	M	9853
Adelaide Hills		F	156
Adelaide Hills		M	191
Adelaide Hills	Employed (away from work)	F	447
Adelaide Hills	Employed (away from work)	M	318
Adelaide Hills	Employed (full-time)	F	3439
Adelaide Hills	Employed (full-time)	M	6547
Adelaide Hills	Employed (part-time)	F	6251
Adelaide Hills	Employed (part-time)	M	2945
Burnside		F	113
Burnside		M	125
Burnside	Employed (away from work)	F	425
Burnside	Employed (away from work)	M	181
Burnside	Employed (full-time)	F	4230
Burnside	Employed (full-time)	M	4842
Burnside	Employed (part-time)	F	4926
Burnside	Employed (part-time)	M	1920
Campbelltown (SA)		F	68
Campbelltown (SA)		M	80
Campbelltown (SA)	Employed (away from work)	F	197
Campbelltown (SA)	Employed (away from work)	M	108
Campbelltown (SA)	Employed (full-time)	F	1807
Campbelltown (SA)	Employed (full-time)	M	2815
Campbelltown (SA)	Employed (part-time)	F	3072
Campbelltown (SA)	Employed (part-time)	M	1355
Norwood - Payneham - St Peters		F	142
Norwood - Payneham - St Peters		M	182
Norwood - Payneham - St Peters	Employed (away from work)	F	423
Norwood - Payneham - St Peters	Employed (away from work)	M	230
Norwood - Payneham - St Peters	Employed (full-time)	F	5246
Norwood - Payneham - St Peters	Employed (full-time)	M	7673
Norwood - Payneham - St Peters	Employed (part-time)	F	6321
Norwood - Payneham - St Peters	Employed (part-time)	M	2837
Prospect - Walkerville		F	83
Prospect - Walkerville		M	59
Prospect - Walkerville	Employed (away from work)	F	155
Prospect - Walkerville	Employed (away from work)	M	91
Prospect - Walkerville	Employed (full-time)	F	1782
Prospect - Walkerville	Employed (full-time)	M	2430
Prospect - Walkerville	Employed (part-time)	F	2391
Prospect - Walkerville	Employed (part-time)	M	1095
Unley		F	131
Unley		M	133
Unley	Employed (away from work)	F	469
Unley	Employed (away from work)	M	188
Unley	Employed (full-time)	F	4842
Unley	Employed (full-time)	M	5862
Unley	Employed (part-time)	F	5570
Unley	Employed (part-time)	M	2197
Gawler - Two Wells		F	64
Gawler - Two Wells		M	91
Gawler - Two Wells	Employed (away from work)	F	195
Gawler - Two Wells	Employed (away from work)	M	120
Gawler - Two Wells	Employed (full-time)	F	1889
Gawler - Two Wells	Employed (full-time)	M	3005
Gawler - Two Wells	Employed (part-time)	F	2875
Gawler - Two Wells	Employed (part-time)	M	1203
Playford		F	206
Playford		M	263
Playford	Employed (away from work)	F	691
Playford	Employed (away from work)	M	285
Playford	Employed (full-time)	F	5615
Playford	Employed (full-time)	M	7932
Playford	Employed (part-time)	F	6987
Playford	Employed (part-time)	M	2724
Port Adelaide - East		F	156
Port Adelaide - East		M	231
Port Adelaide - East	Employed (away from work)	F	418
Port Adelaide - East	Employed (away from work)	M	340
Port Adelaide - East	Employed (full-time)	F	4458
Port Adelaide - East	Employed (full-time)	M	10182
Port Adelaide - East	Employed (part-time)	F	4788
Port Adelaide - East	Employed (part-time)	M	2968
Salisbury		F	298
Salisbury		M	477
Salisbury	Employed (away from work)	F	706
Salisbury	Employed (away from work)	M	729
Salisbury	Employed (full-time)	F	8074
Salisbury	Employed (full-time)	M	21223
Salisbury	Employed (part-time)	F	8372
Salisbury	Employed (part-time)	M	5024
Tea Tree Gully		F	185
Tea Tree Gully		M	151
Tea Tree Gully	Employed (away from work)	F	444
Tea Tree Gully	Employed (away from work)	M	250
Tea Tree Gully	Employed (full-time)	F	4208
Tea Tree Gully	Employed (full-time)	M	6064
Tea Tree Gully	Employed (part-time)	F	7262
Tea Tree Gully	Employed (part-time)	M	2959
Holdfast Bay		F	86
Holdfast Bay		M	73
Holdfast Bay	Employed (away from work)	F	262
Holdfast Bay	Employed (away from work)	M	150
Holdfast Bay	Employed (full-time)	F	2411
Holdfast Bay	Employed (full-time)	M	3178
Holdfast Bay	Employed (part-time)	F	4134
Holdfast Bay	Employed (part-time)	M	1893
Marion		F	130
Marion		M	158
Marion	Employed (away from work)	F	542
Marion	Employed (away from work)	M	297
Marion	Employed (full-time)	F	4265
Marion	Employed (full-time)	M	7135
Marion	Employed (part-time)	F	6260
Marion	Employed (part-time)	M	3059
Mitcham		F	171
Mitcham		M	163
Mitcham	Employed (away from work)	F	884
Mitcham	Employed (away from work)	M	304
Mitcham	Employed (full-time)	F	6479
Mitcham	Employed (full-time)	M	7611
Mitcham	Employed (part-time)	F	8377
Mitcham	Employed (part-time)	M	3363
Onkaparinga		F	295
Onkaparinga		M	307
Onkaparinga	Employed (away from work)	F	867
Onkaparinga	Employed (away from work)	M	525
Onkaparinga	Employed (full-time)	F	6964
Onkaparinga	Employed (full-time)	M	12115
Onkaparinga	Employed (part-time)	F	11521
Onkaparinga	Employed (part-time)	M	5244
Charles Sturt		F	247
Charles Sturt		M	338
Charles Sturt	Employed (away from work)	F	766
