SA3_NAME16	LabourForceStatus	workers
Port Stephens		471
Port Stephens	Employed (away from work)	942
Port Stephens	Employed (full-time)	16443
Port Stephens	Employed (part-time)	8756
Upper Hunter		309
Upper Hunter	Employed (away from work)	581
Upper Hunter	Employed (full-time)	9579
Upper Hunter	Employed (part-time)	4065
Dapto - Port Kembla		469
Dapto - Port Kembla	Employed (away from work)	950
Dapto - Port Kembla	Employed (full-time)	17580
Dapto - Port Kembla	Employed (part-time)	8509
Illawarra Catchment Reserve		5
Illawarra Catchment Reserve	Employed (away from work)	3
Illawarra Catchment Reserve	Employed (full-time)	48
Illawarra Catchment Reserve	Employed (part-time)	13
Kiama - Shellharbour		366
Kiama - Shellharbour	Employed (away from work)	831
Kiama - Shellharbour	Employed (full-time)	11550
Kiama - Shellharbour	Employed (part-time)	10053
Wollongong		839
Wollongong	Employed (away from work)	1940
Wollongong	Employed (full-time)	28121
Wollongong	Employed (part-time)	20763
Great Lakes		217
Great Lakes	Employed (away from work)	364
Great Lakes	Employed (full-time)	4457
Great Lakes	Employed (part-time)	3961
Kempsey - Nambucca		418
Kempsey - Nambucca	Employed (away from work)	625
Kempsey - Nambucca	Employed (full-time)	7796
Kempsey - Nambucca	Employed (part-time)	6025
Lord Howe Island		9
Lord Howe Island	Employed (away from work)	24
Lord Howe Island	Employed (full-time)	116
Lord Howe Island	Employed (part-time)	74
Port Macquarie		537
Port Macquarie	Employed (away from work)	1002
Port Macquarie	Employed (full-time)	15285
Port Macquarie	Employed (part-time)	10691
Taree - Gloucester		398
Taree - Gloucester	Employed (away from work)	798
Taree - Gloucester	Employed (full-time)	8796
Taree - Gloucester	Employed (part-time)	6777
Albury		502
Albury	Employed (away from work)	1113
Albury	Employed (full-time)	16274
Albury	Employed (part-time)	10165
Lower Murray		150
Lower Murray	Employed (away from work)	201
Lower Murray	Employed (full-time)	3300
Lower Murray	Employed (part-time)	1473
Upper Murray exc. Albury		375
Upper Murray exc. Albury	Employed (away from work)	714
Upper Murray exc. Albury	Employed (full-time)	9575
Upper Murray exc. Albury	Employed (part-time)	5290
Armidale		297
Armidale	Employed (away from work)	567
Armidale	Employed (full-time)	9130
Armidale	Employed (part-time)	5564
Inverell - Tenterfield		373
Inverell - Tenterfield	Employed (away from work)	513
Inverell - Tenterfield	Employed (full-time)	7803
Inverell - Tenterfield	Employed (part-time)	4651
Moree - Narrabri		287
Moree - Narrabri	Employed (away from work)	451
Moree - Narrabri	Employed (full-time)	7365
Moree - Narrabri	Employed (part-time)	2923
Tamworth - Gunnedah		709
Tamworth - Gunnedah	Employed (away from work)	1206
Tamworth - Gunnedah	Employed (full-time)	21488
Tamworth - Gunnedah	Employed (part-time)	10369
Lake Macquarie - East		604
Lake Macquarie - East	Employed (away from work)	1423
Lake Macquarie - East	Employed (full-time)	21728
Lake Macquarie - East	Employed (part-time)	16313
Lake Macquarie - West		301
Lake Macquarie - West	Employed (away from work)	672
Lake Macquarie - West	Employed (full-time)	9843
Lake Macquarie - West	Employed (part-time)	6780
Newcastle		1501
Newcastle	Employed (away from work)	3681
Newcastle	Employed (full-time)	60033
Newcastle	Employed (part-time)	32703
Richmond Valley - Coastal		598
Richmond Valley - Coastal	Employed (away from work)	924
Richmond Valley - Coastal	Employed (full-time)	14392
Richmond Valley - Coastal	Employed (part-time)	13081
Richmond Valley - Hinterland		614
Richmond Valley - Hinterland	Employed (away from work)	955
Richmond Valley - Hinterland	Employed (full-time)	15886
Richmond Valley - Hinterland	Employed (part-time)	11168
Tweed Valley		614
Tweed Valley	Employed (away from work)	940
Tweed Valley	Employed (full-time)	14489
Tweed Valley	Employed (part-time)	12119
Griffith - Murrumbidgee (West)		514
Griffith - Murrumbidgee (West)	Employed (away from work)	805
Griffith - Murrumbidgee (West)	Employed (full-time)	13805
Griffith - Murrumbidgee (West)	Employed (part-time)	6082
Tumut - Tumbarumba		154
Tumut - Tumbarumba	Employed (away from work)	232
Tumut - Tumbarumba	Employed (full-time)	3684
Tumut - Tumbarumba	Employed (part-time)	1838
Wagga Wagga		836
Wagga Wagga	Employed (away from work)	1424
Wagga Wagga	Employed (full-time)	25946
Wagga Wagga	Employed (part-time)	12682
Shoalhaven		713
Shoalhaven	Employed (away from work)	1298
Shoalhaven	Employed (full-time)	18307
Shoalhaven	Employed (part-time)	13297
Southern Highlands		295
Southern Highlands	Employed (away from work)	526
Southern Highlands	Employed (full-time)	9917
Southern Highlands	Employed (part-time)	7204
Baulkham Hills		934
Baulkham Hills	Employed (away from work)	1411
Baulkham Hills	Employed (full-time)	33986
Baulkham Hills	Employed (part-time)	19097
Dural - Wisemans Ferry		181
Dural - Wisemans Ferry	Employed (away from work)	269
Dural - Wisemans Ferry	Employed (full-time)	5641
Dural - Wisemans Ferry	Employed (part-time)	4032
Hawkesbury		83
Hawkesbury	Employed (away from work)	127
Hawkesbury	Employed (full-time)	2343
Hawkesbury	Employed (part-time)	1558
Rouse Hill - McGraths Hill		220
Rouse Hill - McGraths Hill	Employed (away from work)	274
Rouse Hill - McGraths Hill	Employed (full-time)	6033
Rouse Hill - McGraths Hill	Employed (part-time)	4281
Blacktown		1037
Blacktown	Employed (away from work)	1250
Blacktown	Employed (full-time)	30381
Blacktown	Employed (part-time)	13887
Blacktown - North		292
Blacktown - North	Employed (away from work)	389
Blacktown - North	Employed (full-time)	8590
Blacktown - North	Employed (part-time)	5533
Mount Druitt		1174
Mount Druitt	Employed (away from work)	1156
Mount Druitt	Employed (full-time)	31601
Mount Druitt	Employed (part-time)	11103
Botany		1225
Botany	Employed (away from work)	2211
Botany	Employed (full-time)	40996
Botany	Employed (part-time)	14878
Marrickville - Sydenham - Petersham		473
Marrickville - Sydenham - Petersham	Employed (away from work)	550
Marrickville - Sydenham - Petersham	Employed (full-time)	15273
Marrickville - Sydenham - Petersham	Employed (part-time)	7759
Sydney Inner City		8258
Sydney Inner City	Employed (away from work)	14385
Sydney Inner City	Employed (full-time)	371873
Sydney Inner City	Employed (part-time)	100463
Eastern Suburbs - North		907
Eastern Suburbs - North	Employed (away from work)	1269
Eastern Suburbs - North	Employed (full-time)	28821
Eastern Suburbs - North	Employed (part-time)	19369
Eastern Suburbs - South		849
Eastern Suburbs - South	Employed (away from work)	1322
Eastern Suburbs - South	Employed (full-time)	24278
Eastern Suburbs - South	Employed (part-time)	15046
Bankstown		1557
Bankstown	Employed (away from work)	1594
Bankstown	Employed (full-time)	38227
Bankstown	Employed (part-time)	18296
Canterbury		782
Canterbury	Employed (away from work)	740
Canterbury	Employed (full-time)	16864
Canterbury	Employed (part-time)	10087
Hurstville		601
Hurstville	Employed (away from work)	798
Hurstville	Employed (full-time)	14728
Hurstville	Employed (part-time)	11302
Kogarah - Rockdale		684
Kogarah - Rockdale	Employed (away from work)	1000
Kogarah - Rockdale	Employed (full-time)	19647
Kogarah - Rockdale	Employed (part-time)	11724
Canada Bay		710
Canada Bay	Employed (away from work)	963
Canada Bay	Employed (full-time)	21633
Canada Bay	Employed (part-time)	10154
Leichhardt		373
Leichhardt	Employed (away from work)	572
Leichhardt	Employed (full-time)	12840
Leichhardt	Employed (part-time)	7354
Strathfield - Burwood - Ashfield		1090
Strathfield - Burwood - Ashfield	Employed (away from work)	1448
Strathfield - Burwood - Ashfield	Employed (full-time)	32326
Strathfield - Burwood - Ashfield	Employed (part-time)	17758
Chatswood - Lane Cove		1306
Chatswood - Lane Cove	Employed (away from work)	2120
Chatswood - Lane Cove	Employed (full-time)	53719
Chatswood - Lane Cove	Employed (part-time)	22499
Hornsby		421
Hornsby	Employed (away from work)	842
Hornsby	Employed (full-time)	15295
Hornsby	Employed (part-time)	10425
Ku-ring-gai		469
Ku-ring-gai	Employed (away from work)	881
Ku-ring-gai	Employed (full-time)	15429
Ku-ring-gai	Employed (part-time)	13501
North Sydney - Mosman		1223
North Sydney - Mosman	Employed (away from work)	1978
North Sydney - Mosman	Employed (full-time)	55439
North Sydney - Mosman	Employed (part-time)	18087
Manly		247
Manly	Employed (away from work)	404
Manly	Employed (full-time)	7070
Manly	Employed (part-time)	6016
Pittwater		356
Pittwater	Employed (away from work)	607
Pittwater	Employed (full-time)	11295
Pittwater	Employed (part-time)	8897
Warringah		822
Warringah	Employed (away from work)	1346
Warringah	Employed (full-time)	31678
Warringah	Employed (part-time)	19493
Camden		410
Camden	Employed (away from work)	555
Camden	Employed (full-time)	12336
Camden	Employed (part-time)	7060
Campbelltown (NSW)		1096
Campbelltown (NSW)	Employed (away from work)	1449
Campbelltown (NSW)	Employed (full-time)	29932
Campbelltown (NSW)	Employed (part-time)	15744
Wollondilly		219
Wollondilly	Employed (away from work)	335
Wollondilly	Employed (full-time)	6392
Wollondilly	Employed (part-time)	3128
Blue Mountains		288
Blue Mountains	Employed (away from work)	607
Blue Mountains	Employed (full-time)	8686
Blue Mountains	Employed (part-time)	8794
Blue Mountains - South	Employed (full-time)	3
Blue Mountains - South	Employed (part-time)	6
Penrith		895
Penrith	Employed (away from work)	1565
Penrith	Employed (full-time)	29018
Penrith	Employed (part-time)	17090
Richmond - Windsor		346
Richmond - Windsor	Employed (away from work)	497
Richmond - Windsor	Employed (full-time)	10639
Richmond - Windsor	Employed (part-time)	5586
St Marys		437
St Marys	Employed (away from work)	454
St Marys	Employed (full-time)	12570
St Marys	Employed (part-time)	4790
Auburn		1244
Auburn	Employed (away from work)	1360
Auburn	Employed (full-time)	39802
Auburn	Employed (part-time)	11956
Carlingford		414
Carlingford	Employed (away from work)	496
Carlingford	Employed (full-time)	13130
Carlingford	Employed (part-time)	5764
Merrylands - Guildford		1248
Merrylands - Guildford	Employed (away from work)	1125
Merrylands - Guildford	Employed (full-time)	34909
Merrylands - Guildford	Employed (part-time)	13116
Parramatta		1996
Parramatta	Employed (away from work)	3215
Parramatta	Employed (full-time)	63637
Parramatta	Employed (part-time)	24950
Pennant Hills - Epping		184
Pennant Hills - Epping	Employed (away from work)	286
Pennant Hills - Epping	Employed (full-time)	5774
Pennant Hills - Epping	Employed (part-time)	4322
Ryde - Hunters Hill		1546
Ryde - Hunters Hill	Employed (away from work)	2358
Ryde - Hunters Hill	Employed (full-time)	62432
Ryde - Hunters Hill	Employed (part-time)	22716
Bringelly - Green Valley		406
Bringelly - Green Valley	Employed (away from work)	459
Bringelly - Green Valley	Employed (full-time)	9428
Bringelly - Green Valley	Employed (part-time)	5686
Fairfield		1469
Fairfield	Employed (away from work)	1224
Fairfield	Employed (full-time)	33335
Fairfield	Employed (part-time)	16591
Liverpool		1364
Liverpool	Employed (away from work)	1578
Liverpool	Employed (full-time)	37081
Liverpool	Employed (part-time)	15858
Cronulla - Miranda - Caringbah		689
Cronulla - Miranda - Caringbah	Employed (away from work)	1128
Cronulla - Miranda - Caringbah	Employed (full-time)	21685
Cronulla - Miranda - Caringbah	Employed (part-time)	16574
Sutherland - Menai - Heathcote		419
Sutherland - Menai - Heathcote	Employed (away from work)	780
Sutherland - Menai - Heathcote	Employed (full-time)	14219
Sutherland - Menai - Heathcote	Employed (part-time)	10888
Migratory - Offshore - Shipping (NSW)	Employed (away from work)	9
Migratory - Offshore - Shipping (NSW)	Employed (full-time)	52
Migratory - Offshore - Shipping (NSW)	Employed (part-time)	18
No usual address (NSW)		3799
No usual address (NSW)	Employed (away from work)	6077
No usual address (NSW)	Employed (full-time)	81623
No usual address (NSW)	Employed (part-time)	51874
Ballarat		831
Ballarat	Employed (away from work)	1840
Ballarat	Employed (full-time)	25541
Ballarat	Employed (part-time)	17518
Creswick - Daylesford - Ballan		185
Creswick - Daylesford - Ballan	Employed (away from work)	330
Creswick - Daylesford - Ballan	Employed (full-time)	3585
Creswick - Daylesford - Ballan	Employed (part-time)	3215
Maryborough - Pyrenees		163
Maryborough - Pyrenees	Employed (away from work)	297
Maryborough - Pyrenees	Employed (full-time)	3679
Maryborough - Pyrenees	Employed (part-time)	2691
Bendigo		664
Bendigo	Employed (away from work)	1748
Bendigo	Employed (full-time)	22642
Bendigo	Employed (part-time)	15967
Heathcote - Castlemaine - Kyneton		290
Heathcote - Castlemaine - Kyneton	Employed (away from work)	619
Heathcote - Castlemaine - Kyneton	Employed (full-time)	8354
Heathcote - Castlemaine - Kyneton	Employed (part-time)	6211
Loddon - Elmore		116
Loddon - Elmore	Employed (away from work)	172
Loddon - Elmore	Employed (full-time)	2503
Loddon - Elmore	Employed (part-time)	1125
Barwon - West		90
Barwon - West	Employed (away from work)	151
Barwon - West	Employed (full-time)	2034
Barwon - West	Employed (part-time)	1576
Geelong		1488
Geelong	Employed (away from work)	3280
Geelong	Employed (full-time)	48964
Geelong	Employed (part-time)	32740
Surf Coast - Bellarine Peninsula		318
Surf Coast - Bellarine Peninsula	Employed (away from work)	692
Surf Coast - Bellarine Peninsula	Employed (full-time)	7877
Surf Coast - Bellarine Peninsula	Employed (part-time)	8257
Upper Goulburn Valley		452
Upper Goulburn Valley	Employed (away from work)	823
Upper Goulburn Valley	Employed (full-time)	11107
Upper Goulburn Valley	Employed (part-time)	7221
Wangaratta - Benalla		382
Wangaratta - Benalla	Employed (away from work)	880
Wangaratta - Benalla	Employed (full-time)	10813
Wangaratta - Benalla	Employed (part-time)	6927
Wodonga - Alpine		580
Wodonga - Alpine	Employed (away from work)	1193
Wodonga - Alpine	Employed (full-time)	18195
Wodonga - Alpine	Employed (part-time)	9943
Baw Baw		345
Baw Baw	Employed (away from work)	629
Baw Baw	Employed (full-time)	8486
Baw Baw	Employed (part-time)	6400
Gippsland - East		368
Gippsland - East	Employed (away from work)	803
Gippsland - East	Employed (full-time)	8177
Gippsland - East	Employed (part-time)	6384
Gippsland - South West		468
Gippsland - South West	Employed (away from work)	1059
Gippsland - South West	Employed (full-time)	10680
Gippsland - South West	Employed (part-time)	8795
Latrobe Valley		600
Latrobe Valley	Employed (away from work)	1395
Latrobe Valley	Employed (full-time)	17538
Latrobe Valley	Employed (part-time)	11032
Wellington		366
Wellington	Employed (away from work)	746
Wellington	Employed (full-time)	10130
Wellington	Employed (part-time)	5780
Brunswick - Coburg		509
Brunswick - Coburg	Employed (away from work)	666
Brunswick - Coburg	Employed (full-time)	12978
Brunswick - Coburg	Employed (part-time)	10024
Darebin - South		299
Darebin - South	Employed (away from work)	362
Darebin - South	Employed (full-time)	7946
Darebin - South	Employed (part-time)	5641
Essendon		376
Essendon	Employed (away from work)	610
Essendon	Employed (full-time)	10953
Essendon	Employed (part-time)	8512
Melbourne City		6962
Melbourne City	Employed (away from work)	14204
Melbourne City	Employed (full-time)	305883
Melbourne City	Employed (part-time)	95409
Port Phillip		1529
Port Phillip	Employed (away from work)	2363
Port Phillip	Employed (full-time)	65024
Port Phillip	Employed (part-time)	21167
Stonnington - West		563
Stonnington - West	Employed (away from work)	850
Stonnington - West	Employed (full-time)	19945
Stonnington - West	Employed (part-time)	12296
Yarra		1348
Yarra	Employed (away from work)	2306
Yarra	Employed (full-time)	53694
Yarra	Employed (part-time)	24041
Boroondara		1192
Boroondara	Employed (away from work)	2057
Boroondara	Employed (full-time)	41477
Boroondara	Employed (part-time)	26658
Manningham - West		434
Manningham - West	Employed (away from work)	690
Manningham - West	Employed (full-time)	11557
Manningham - West	Employed (part-time)	11644
Whitehorse - West		734
Whitehorse - West	Employed (away from work)	1529
Whitehorse - West	Employed (full-time)	26973
Whitehorse - West	Employed (part-time)	17379
Bayside		487
Bayside	Employed (away from work)	826
Bayside	Employed (full-time)	15388
Bayside	Employed (part-time)	12839
Glen Eira		639
Glen Eira	Employed (away from work)	1076
Glen Eira	Employed (full-time)	20223
Glen Eira	Employed (part-time)	16675
Kingston		1124
Kingston	Employed (away from work)	1635
Kingston	Employed (full-time)	39433
Kingston	Employed (part-time)	20921
Stonnington - East		387
Stonnington - East	Employed (away from work)	646
Stonnington - East	Employed (full-time)	10555
Stonnington - East	Employed (part-time)	9721
Banyule		687
Banyule	Employed (away from work)	1451
Banyule	Employed (full-time)	21501
Banyule	Employed (part-time)	16712
Darebin - North		723
Darebin - North	Employed (away from work)	1043
Darebin - North	Employed (full-time)	19087
Darebin - North	Employed (part-time)	12570
Nillumbik - Kinglake		260
Nillumbik - Kinglake	Employed (away from work)	420
Nillumbik - Kinglake	Employed (full-time)	6602
Nillumbik - Kinglake	Employed (part-time)	6731
Whittlesea - Wallan		1224
Whittlesea - Wallan	Employed (away from work)	1698
Whittlesea - Wallan	Employed (full-time)	32024
Whittlesea - Wallan	Employed (part-time)	20463
Keilor		717
Keilor	Employed (away from work)	875
Keilor	Employed (full-time)	22013
Keilor	Employed (part-time)	9429
Macedon Ranges		127
Macedon Ranges	Employed (away from work)	255
Macedon Ranges	Employed (full-time)	3364
Macedon Ranges	Employed (part-time)	3078
Moreland - North		384
Moreland - North	Employed (away from work)	417
Moreland - North	Employed (full-time)	8348
Moreland - North	Employed (part-time)	5430
Sunbury		138
Sunbury	Employed (away from work)	251
Sunbury	Employed (full-time)	3787
Sunbury	Employed (part-time)	3655
Tullamarine - Broadmeadows		1769
Tullamarine - Broadmeadows	Employed (away from work)	2309
Tullamarine - Broadmeadows	Employed (full-time)	50729
Tullamarine - Broadmeadows	Employed (part-time)	21363
Knox		1081
Knox	Employed (away from work)	1887
Knox	Employed (full-time)	39116
Knox	Employed (part-time)	22145
Manningham - East		84
Manningham - East	Employed (away from work)	157
Manningham - East	Employed (full-time)	2138
Manningham - East	Employed (part-time)	2235
Maroondah		693
Maroondah	Employed (away from work)	1229
Maroondah	Employed (full-time)	23746
Maroondah	Employed (part-time)	16574
Whitehorse - East		414
Whitehorse - East	Employed (away from work)	616
Whitehorse - East	Employed (full-time)	12621
Whitehorse - East	Employed (part-time)	8987
Yarra Ranges		729
Yarra Ranges	Employed (away from work)	1451
Yarra Ranges	Employed (full-time)	20292
Yarra Ranges	Employed (part-time)	16982
Cardinia		510
Cardinia	Employed (away from work)	693
Cardinia	Employed (full-time)	12672
Cardinia	Employed (part-time)	9289
Casey - North		784
Casey - North	Employed (away from work)	1197
Casey - North	Employed (full-time)	21545
Casey - North	Employed (part-time)	15777
Casey - South		524
Casey - South	Employed (away from work)	752
Casey - South	Employed (full-time)	13185
Casey - South	Employed (part-time)	10478
Dandenong		2249
Dandenong	Employed (away from work)	2687
Dandenong	Employed (full-time)	75025
Dandenong	Employed (part-time)	27455
Monash		1872
Monash	Employed (away from work)	3001
Monash	Employed (full-time)	67474
Monash	Employed (part-time)	32006
Brimbank		1394
Brimbank	Employed (away from work)	1534
Brimbank	Employed (full-time)	33371
Brimbank	Employed (part-time)	18340
Hobsons Bay		677
Hobsons Bay	Employed (away from work)	915
Hobsons Bay	Employed (full-time)	22242
Hobsons Bay	Employed (part-time)	9417
Maribyrnong		804
Maribyrnong	Employed (away from work)	1131
Maribyrnong	Employed (full-time)	21410
Maribyrnong	Employed (part-time)	13923
Melton - Bacchus Marsh		639
Melton - Bacchus Marsh	Employed (away from work)	920
Melton - Bacchus Marsh	Employed (full-time)	16490
Melton - Bacchus Marsh	Employed (part-time)	11605
Wyndham		1421
Wyndham	Employed (away from work)	1776
Wyndham	Employed (full-time)	39864
Wyndham	Employed (part-time)	20576
Frankston		813
Frankston	Employed (away from work)	1472
Frankston	Employed (full-time)	23442
Frankston	Employed (part-time)	17193
Mornington Peninsula		964
Mornington Peninsula	Employed (away from work)	1733
Mornington Peninsula	Employed (full-time)	25361
Mornington Peninsula	Employed (part-time)	21417
Grampians		545
Grampians	Employed (away from work)	1100
Grampians	Employed (full-time)	14504
Grampians	Employed (part-time)	8721
Mildura		494
Mildura	Employed (away from work)	798
Mildura	Employed (full-time)	12707
Mildura	Employed (part-time)	7352
Murray River - Swan Hill		400
Murray River - Swan Hill	Employed (away from work)	646
Murray River - Swan Hill	Employed (full-time)	9124
Murray River - Swan Hill	Employed (part-time)	5008
Campaspe		344
Campaspe	Employed (away from work)	653
Campaspe	Employed (full-time)	8991
Campaspe	Employed (part-time)	5355
Moira		263
Moira	Employed (away from work)	537
Moira	Employed (full-time)	6196
Moira	Employed (part-time)	3536
Shepparton		630
Shepparton	Employed (away from work)	1203
Shepparton	Employed (full-time)	16858
Shepparton	Employed (part-time)	9249
Glenelg - Southern Grampians		348
Glenelg - Southern Grampians	Employed (away from work)	688
Glenelg - Southern Grampians	Employed (full-time)	8430
Glenelg - Southern Grampians	Employed (part-time)	5502
Colac - Corangamite		373
Colac - Corangamite	Employed (away from work)	740
Colac - Corangamite	Employed (full-time)	9455
Colac - Corangamite	Employed (part-time)	5905
Warrnambool		439
Warrnambool	Employed (away from work)	961
Warrnambool	Employed (full-time)	12282
Warrnambool	Employed (part-time)	8210
Migratory - Offshore - Shipping (Vic.)		9
Migratory - Offshore - Shipping (Vic.)	Employed (away from work)	22
Migratory - Offshore - Shipping (Vic.)	Employed (full-time)	107
Migratory - Offshore - Shipping (Vic.)	Employed (part-time)	24
No usual address (Vic.)		3122
No usual address (Vic.)	Employed (away from work)	5166
No usual address (Vic.)	Employed (full-time)	68402
No usual address (Vic.)	Employed (part-time)	42343
Capalaba		301
Capalaba	Employed (away from work)	514
Capalaba	Employed (full-time)	10263
Capalaba	Employed (part-time)	7772
Cleveland - Stradbroke		389
Cleveland - Stradbroke	Employed (away from work)	792
Cleveland - Stradbroke	Employed (full-time)	12368
Cleveland - Stradbroke	Employed (part-time)	9828
Wynnum - Manly		666
Wynnum - Manly	Employed (away from work)	1052
Wynnum - Manly	Employed (full-time)	26888
Wynnum - Manly	Employed (part-time)	9717
Bald Hills - Everton Park		132
Bald Hills - Everton Park	Employed (away from work)	239
Bald Hills - Everton Park	Employed (full-time)	3825
Bald Hills - Everton Park	Employed (part-time)	3438
Chermside		520
Chermside	Employed (away from work)	1134
Chermside	Employed (full-time)	21534
Chermside	Employed (part-time)	12987
Nundah		934
Nundah	Employed (away from work)	1844
Nundah	Employed (full-time)	41867
Nundah	Employed (part-time)	12729
Sandgate		177
Sandgate	Employed (away from work)	411
Sandgate	Employed (full-time)	5883
Sandgate	Employed (part-time)	4849
Carindale		262
Carindale	Employed (away from work)	458
Carindale	Employed (full-time)	8069
Carindale	Employed (part-time)	6985
Holland Park - Yeronga		572
Holland Park - Yeronga	Employed (away from work)	1522
Holland Park - Yeronga	Employed (full-time)	24066
Holland Park - Yeronga	Employed (part-time)	13299
Mt Gravatt		525
Mt Gravatt	Employed (away from work)	1020
Mt Gravatt	Employed (full-time)	20198
Mt Gravatt	Employed (part-time)	11815
Nathan		376
Nathan	Employed (away from work)	561
Nathan	Employed (full-time)	14053
Nathan	Employed (part-time)	6037
Rocklea - Acacia Ridge		714
Rocklea - Acacia Ridge	Employed (away from work)	957
Rocklea - Acacia Ridge	Employed (full-time)	27774
Rocklea - Acacia Ridge	Employed (part-time)	8280
Sunnybank		162
Sunnybank	Employed (away from work)	220
Sunnybank	Employed (full-time)	3894
Sunnybank	Employed (part-time)	3900
Centenary		136
Centenary	Employed (away from work)	268
Centenary	Employed (full-time)	4391
Centenary	Employed (part-time)	3945
Kenmore - Brookfield - Moggill		110
Kenmore - Brookfield - Moggill	Employed (away from work)	280
Kenmore - Brookfield - Moggill	Employed (full-time)	4042
Kenmore - Brookfield - Moggill	Employed (part-time)	3963
Sherwood - Indooroopilly		387
Sherwood - Indooroopilly	Employed (away from work)	843
Sherwood - Indooroopilly	Employed (full-time)	13142
Sherwood - Indooroopilly	Employed (part-time)	10636
The Gap - Enoggera		278
The Gap - Enoggera	Employed (away from work)	673
The Gap - Enoggera	Employed (full-time)	10763
The Gap - Enoggera	Employed (part-time)	5791
Brisbane Inner		2712
Brisbane Inner	Employed (away from work)	6866
Brisbane Inner	Employed (full-time)	143549
Brisbane Inner	Employed (part-time)	46039
Brisbane Inner - East		199
Brisbane Inner - East	Employed (away from work)	333
Brisbane Inner - East	Employed (full-time)	9365
Brisbane Inner - East	Employed (part-time)	4390
Brisbane Inner - North		940
Brisbane Inner - North	Employed (away from work)	2249
Brisbane Inner - North	Employed (full-time)	41860
Brisbane Inner - North	Employed (part-time)	17633
Brisbane Inner - West		527
Brisbane Inner - West	Employed (away from work)	1098
Brisbane Inner - West	Employed (full-time)	22802
Brisbane Inner - West	Employed (part-time)	11491
Cairns - North		231
Cairns - North	Employed (away from work)	477
Cairns - North	Employed (full-time)	7859
Cairns - North	Employed (part-time)	5229
Cairns - South		960
Cairns - South	Employed (away from work)	1741
Cairns - South	Employed (full-time)	33491
Cairns - South	Employed (part-time)	16521
Innisfail - Cassowary Coast		353
Innisfail - Cassowary Coast	Employed (away from work)	436
Innisfail - Cassowary Coast	Employed (full-time)	7789
Innisfail - Cassowary Coast	Employed (part-time)	4330
Port Douglas - Daintree		132
Port Douglas - Daintree	Employed (away from work)	167
Port Douglas - Daintree	Employed (full-time)	3415
Port Douglas - Daintree	Employed (part-time)	1871
Tablelands (East) - Kuranda		331
Tablelands (East) - Kuranda	Employed (away from work)	540
Tablelands (East) - Kuranda	Employed (full-time)	8054
Tablelands (East) - Kuranda	Employed (part-time)	5366
Darling Downs (West) - Maranoa		480
Darling Downs (West) - Maranoa	Employed (away from work)	999
Darling Downs (West) - Maranoa	Employed (full-time)	15525
Darling Downs (West) - Maranoa	Employed (part-time)	5451
Darling Downs - East		420
Darling Downs - East	Employed (away from work)	637
Darling Downs - East	Employed (full-time)	12547
