SA3_NAME16	Occupation	OccupationSubtype	workers
Belmont - Victoria Park	Clerical and administrative workers	Clerical and office support workers	990
Belmont - Victoria Park	Clerical and administrative workers	General clerical workers	1283
Belmont - Victoria Park	Clerical and administrative workers	Inquiry clerks and receptionists	1001
Belmont - Victoria Park	Clerical and administrative workers	Numerical clerks	1428
Belmont - Victoria Park	Clerical and administrative workers	Office managers and program administrators	1224
Belmont - Victoria Park	Clerical and administrative workers	Other clerical and administrative workers	2092
Belmont - Victoria Park	Clerical and administrative workers	Personal assistants and secretaries	315
Belmont - Victoria Park	Community and personal service workers	Carers and aides	1601
Belmont - Victoria Park	Community and personal service workers	Community and personal service workers nfd	3
Belmont - Victoria Park	Community and personal service workers	Health and welfare support workers	718
Belmont - Victoria Park	Community and personal service workers	Hospitality workers	2820
Belmont - Victoria Park	Community and personal service workers	Protective service workers	1172
Belmont - Victoria Park	Community and personal service workers	Sports and personal service workers	1318
Belmont - Victoria Park	Labourers	Cleaners and laundry workers	1655
Belmont - Victoria Park	Labourers	Construction and mining labourers	593
Belmont - Victoria Park	Labourers	Factory process workers	631
Belmont - Victoria Park	Labourers	Farm forestry and garden workers	186
Belmont - Victoria Park	Labourers	Food preparation assistants	886
Belmont - Victoria Park	Labourers	Labourers nfd	84
Belmont - Victoria Park	Labourers	Other labourers	1115
Belmont - Victoria Park	Machinery operators and drivers	Machine and stationary plant operators	937
Belmont - Victoria Park	Machinery operators and drivers	Machinery operators and drivers nfd	71
Belmont - Victoria Park	Machinery operators and drivers	Mobile plant operators	1426
Belmont - Victoria Park	Machinery operators and drivers	Road and rail drivers	2277
Belmont - Victoria Park	Machinery operators and drivers	Storepersons	1587
Belmont - Victoria Park	Managers	Chief executives general managers and legislators	707
Belmont - Victoria Park	Managers	Farmers and farm managers	17
Belmont - Victoria Park	Managers	Hospitality retail and service managers	2155
Belmont - Victoria Park	Managers	Managers nfd	159
Belmont - Victoria Park	Managers	Specialist managers	4088
Belmont - Victoria Park	Professionals	Arts and media professionals	189
Belmont - Victoria Park	Professionals	Business human resource and marketing professionals	2634
Belmont - Victoria Park	Professionals	Design engineering science and transport professionals	2437
Belmont - Victoria Park	Professionals	Education professionals	1037
Belmont - Victoria Park	Professionals	Health professionals	884
Belmont - Victoria Park	Professionals	Information and Communication Technology ICT professionals	732
Belmont - Victoria Park	Professionals	Legal social and welfare professionals	416
Belmont - Victoria Park	Professionals	Professionals nfd	91
Belmont - Victoria Park	Sales workers	Sales assistants and salespersons	2741
Belmont - Victoria Park	Sales workers	Sales representatives and agents	1034
Belmont - Victoria Park	Sales workers	Sales support workers	1236
Belmont - Victoria Park	Sales workers	Sales workers nfd	12
Belmont - Victoria Park	Technicians and trades workers	Automotive and engineering trades workers	2377
Belmont - Victoria Park	Technicians and trades workers	Construction trades workers	1188
Belmont - Victoria Park	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1359
Belmont - Victoria Park	Technicians and trades workers	Engineering ICT and science technicians	1684
Belmont - Victoria Park	Technicians and trades workers	Food trades workers	1002
Belmont - Victoria Park	Technicians and trades workers	Other technicians and trades workers	602
Belmont - Victoria Park	Technicians and trades workers	Skilled animal and horticultural workers	357
Belmont - Victoria Park	Technicians and trades workers	Technicians and trades workers nfd	135
Canning			1102
Canning	Clerical and administrative workers	Clerical and administrative workers nfd	10
Canning	Clerical and administrative workers	Clerical and office support workers	892
Canning	Clerical and administrative workers	General clerical workers	1668
Canning	Clerical and administrative workers	Inquiry clerks and receptionists	1206
Canning	Clerical and administrative workers	Numerical clerks	1885
Canning	Clerical and administrative workers	Office managers and program administrators	1509
Canning	Clerical and administrative workers	Other clerical and administrative workers	1800
Canning	Clerical and administrative workers	Personal assistants and secretaries	383
Canning	Community and personal service workers	Carers and aides	2350
Canning	Community and personal service workers	Community and personal service workers nfd	6
Canning	Community and personal service workers	Health and welfare support workers	469
Canning	Community and personal service workers	Hospitality workers	797
Canning	Community and personal service workers	Protective service workers	648
Canning	Community and personal service workers	Sports and personal service workers	681
Canning	Labourers	Cleaners and laundry workers	1220
Canning	Labourers	Construction and mining labourers	690
Canning	Labourers	Factory process workers	1529
Canning	Labourers	Farm forestry and garden workers	148
Canning	Labourers	Food preparation assistants	767
Canning	Labourers	Labourers nfd	134
Canning	Labourers	Other labourers	1228
Canning	Machinery operators and drivers	Machine and stationary plant operators	1400
Canning	Machinery operators and drivers	Machinery operators and drivers nfd	131
Canning	Machinery operators and drivers	Mobile plant operators	1140
Canning	Machinery operators and drivers	Road and rail drivers	2715
Canning	Machinery operators and drivers	Storepersons	1905
Canning	Managers	Chief executives general managers and legislators	793
Canning	Managers	Farmers and farm managers	24
Canning	Managers	Hospitality retail and service managers	2201
Canning	Managers	Managers nfd	207
Canning	Managers	Specialist managers	4570
Canning	Professionals	Arts and media professionals	140
Canning	Professionals	Business human resource and marketing professionals	2681
Canning	Professionals	Design engineering science and transport professionals	1600
Canning	Professionals	Education professionals	3432
Canning	Professionals	Health professionals	1600
Canning	Professionals	Information and Communication Technology ICT professionals	896
Canning	Professionals	Legal social and welfare professionals	642
Canning	Professionals	Professionals nfd	423
Canning	Sales workers	Sales assistants and salespersons	4140
Canning	Sales workers	Sales representatives and agents	1368
Canning	Sales workers	Sales support workers	965
Canning	Sales workers	Sales workers nfd	22
Canning	Technicians and trades workers	Automotive and engineering trades workers	3592
Canning	Technicians and trades workers	Construction trades workers	1222
Canning	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1323
Canning	Technicians and trades workers	Engineering ICT and science technicians	1807
Canning	Technicians and trades workers	Food trades workers	568
Canning	Technicians and trades workers	Other technicians and trades workers	865
Canning	Technicians and trades workers	Skilled animal and horticultural workers	320
Canning	Technicians and trades workers	Technicians and trades workers nfd	174
Gosnells			354
Gosnells	Clerical and administrative workers	Clerical and administrative workers nfd	4
Gosnells	Clerical and administrative workers	Clerical and office support workers	103
Gosnells	Clerical and administrative workers	General clerical workers	508
Gosnells	Clerical and administrative workers	Inquiry clerks and receptionists	493
Gosnells	Clerical and administrative workers	Numerical clerks	657
Gosnells	Clerical and administrative workers	Office managers and program administrators	426
Gosnells	Clerical and administrative workers	Other clerical and administrative workers	349
Gosnells	Clerical and administrative workers	Personal assistants and secretaries	123
Gosnells	Community and personal service workers	Carers and aides	1846
Gosnells	Community and personal service workers	Health and welfare support workers	353
Gosnells	Community and personal service workers	Hospitality workers	349
Gosnells	Community and personal service workers	Protective service workers	714
Gosnells	Community and personal service workers	Sports and personal service workers	340
Gosnells	Labourers	Cleaners and laundry workers	662
Gosnells	Labourers	Construction and mining labourers	341
Gosnells	Labourers	Factory process workers	218
Gosnells	Labourers	Farm forestry and garden workers	158
Gosnells	Labourers	Food preparation assistants	412
Gosnells	Labourers	Labourers nfd	60
Gosnells	Labourers	Other labourers	747
Gosnells	Machinery operators and drivers	Machine and stationary plant operators	375
Gosnells	Machinery operators and drivers	Machinery operators and drivers nfd	55
Gosnells	Machinery operators and drivers	Mobile plant operators	203
Gosnells	Machinery operators and drivers	Road and rail drivers	1053
Gosnells	Machinery operators and drivers	Storepersons	209
Gosnells	Managers	Chief executives general managers and legislators	247
Gosnells	Managers	Farmers and farm managers	33
Gosnells	Managers	Hospitality retail and service managers	1049
Gosnells	Managers	Managers nfd	58
Gosnells	Managers	Specialist managers	1138
Gosnells	Professionals	Arts and media professionals	71
Gosnells	Professionals	Business human resource and marketing professionals	530
Gosnells	Professionals	Design engineering science and transport professionals	335
Gosnells	Professionals	Education professionals	1718
Gosnells	Professionals	Health professionals	652
Gosnells	Professionals	Information and Communication Technology ICT professionals	82
Gosnells	Professionals	Legal social and welfare professionals	308
Gosnells	Professionals	Professionals nfd	15
Gosnells	Sales workers	Sales assistants and salespersons	1978
Gosnells	Sales workers	Sales representatives and agents	396
Gosnells	Sales workers	Sales support workers	481
Gosnells	Sales workers	Sales workers nfd	6
Gosnells	Technicians and trades workers	Automotive and engineering trades workers	1210
Gosnells	Technicians and trades workers	Construction trades workers	754
Gosnells	Technicians and trades workers	Electrotechnology and telecommunications trades workers	568
Gosnells	Technicians and trades workers	Engineering ICT and science technicians	479
Gosnells	Technicians and trades workers	Food trades workers	320
Gosnells	Technicians and trades workers	Other technicians and trades workers	434
Gosnells	Technicians and trades workers	Skilled animal and horticultural workers	297
Gosnells	Technicians and trades workers	Technicians and trades workers nfd	48
Kalamunda			248
Kalamunda	Clerical and administrative workers	Clerical and office support workers	161
Kalamunda	Clerical and administrative workers	General clerical workers	362
Kalamunda	Clerical and administrative workers	Inquiry clerks and receptionists	266
Kalamunda	Clerical and administrative workers	Numerical clerks	447
Kalamunda	Clerical and administrative workers	Office managers and program administrators	245
Kalamunda	Clerical and administrative workers	Other clerical and administrative workers	360
Kalamunda	Clerical and administrative workers	Personal assistants and secretaries	101
Kalamunda	Community and personal service workers	Carers and aides	843
Kalamunda	Community and personal service workers	Health and welfare support workers	108
Kalamunda	Community and personal service workers	Hospitality workers	290
Kalamunda	Community and personal service workers	Protective service workers	79
Kalamunda	Community and personal service workers	Sports and personal service workers	265
Kalamunda	Labourers	Cleaners and laundry workers	329
Kalamunda	Labourers	Construction and mining labourers	180
Kalamunda	Labourers	Factory process workers	182
Kalamunda	Labourers	Farm forestry and garden workers	142
Kalamunda	Labourers	Food preparation assistants	285
Kalamunda	Labourers	Labourers nfd	41
Kalamunda	Labourers	Other labourers	351
Kalamunda	Machinery operators and drivers	Machine and stationary plant operators	286
Kalamunda	Machinery operators and drivers	Machinery operators and drivers nfd	25
Kalamunda	Machinery operators and drivers	Mobile plant operators	289
Kalamunda	Machinery operators and drivers	Road and rail drivers	952
Kalamunda	Machinery operators and drivers	Storepersons	218
Kalamunda	Managers	Chief executives general managers and legislators	133
Kalamunda	Managers	Farmers and farm managers	95
Kalamunda	Managers	Hospitality retail and service managers	575
Kalamunda	Managers	Managers nfd	48
Kalamunda	Managers	Specialist managers	766
Kalamunda	Professionals	Arts and media professionals	58
Kalamunda	Professionals	Business human resource and marketing professionals	365
Kalamunda	Professionals	Design engineering science and transport professionals	243
Kalamunda	Professionals	Education professionals	936
Kalamunda	Professionals	Health professionals	334
Kalamunda	Professionals	Information and Communication Technology ICT professionals	57
Kalamunda	Professionals	Legal social and welfare professionals	97
Kalamunda	Professionals	Professionals nfd	19
Kalamunda	Sales workers	Sales assistants and salespersons	843
Kalamunda	Sales workers	Sales representatives and agents	207
Kalamunda	Sales workers	Sales support workers	257
Kalamunda	Sales workers	Sales workers nfd	6
Kalamunda	Technicians and trades workers	Automotive and engineering trades workers	769
Kalamunda	Technicians and trades workers	Construction trades workers	384
Kalamunda	Technicians and trades workers	Electrotechnology and telecommunications trades workers	237
Kalamunda	Technicians and trades workers	Engineering ICT and science technicians	235
Kalamunda	Technicians and trades workers	Food trades workers	201
Kalamunda	Technicians and trades workers	Other technicians and trades workers	242
Kalamunda	Technicians and trades workers	Skilled animal and horticultural workers	273
Kalamunda	Technicians and trades workers	Technicians and trades workers nfd	21
Serpentine - Jarrahdale			66
Serpentine - Jarrahdale	Clerical and administrative workers	Clerical and administrative workers nfd	3
Serpentine - Jarrahdale	Clerical and administrative workers	Clerical and office support workers	24
Serpentine - Jarrahdale	Clerical and administrative workers	General clerical workers	115
Serpentine - Jarrahdale	Clerical and administrative workers	Inquiry clerks and receptionists	59
Serpentine - Jarrahdale	Clerical and administrative workers	Numerical clerks	153
Serpentine - Jarrahdale	Clerical and administrative workers	Office managers and program administrators	92
Serpentine - Jarrahdale	Clerical and administrative workers	Other clerical and administrative workers	34
Serpentine - Jarrahdale	Clerical and administrative workers	Personal assistants and secretaries	48
Serpentine - Jarrahdale	Community and personal service workers	Carers and aides	241
Serpentine - Jarrahdale	Community and personal service workers	Health and welfare support workers	44
Serpentine - Jarrahdale	Community and personal service workers	Hospitality workers	55
Serpentine - Jarrahdale	Community and personal service workers	Protective service workers	141
Serpentine - Jarrahdale	Community and personal service workers	Sports and personal service workers	68
Serpentine - Jarrahdale	Labourers	Cleaners and laundry workers	85
Serpentine - Jarrahdale	Labourers	Construction and mining labourers	93
Serpentine - Jarrahdale	Labourers	Factory process workers	79
Serpentine - Jarrahdale	Labourers	Farm forestry and garden workers	236
Serpentine - Jarrahdale	Labourers	Food preparation assistants	84
Serpentine - Jarrahdale	Labourers	Labourers nfd	25
Serpentine - Jarrahdale	Labourers	Other labourers	93
Serpentine - Jarrahdale	Machinery operators and drivers	Machine and stationary plant operators	98
Serpentine - Jarrahdale	Machinery operators and drivers	Machinery operators and drivers nfd	7
Serpentine - Jarrahdale	Machinery operators and drivers	Mobile plant operators	89
Serpentine - Jarrahdale	Machinery operators and drivers	Road and rail drivers	245
Serpentine - Jarrahdale	Machinery operators and drivers	Storepersons	27
Serpentine - Jarrahdale	Managers	Chief executives general managers and legislators	23
Serpentine - Jarrahdale	Managers	Farmers and farm managers	202
Serpentine - Jarrahdale	Managers	Hospitality retail and service managers	154
Serpentine - Jarrahdale	Managers	Managers nfd	10
Serpentine - Jarrahdale	Managers	Specialist managers	214
Serpentine - Jarrahdale	Professionals	Arts and media professionals	4
Serpentine - Jarrahdale	Professionals	Business human resource and marketing professionals	80
Serpentine - Jarrahdale	Professionals	Design engineering science and transport professionals	86
Serpentine - Jarrahdale	Professionals	Education professionals	327
Serpentine - Jarrahdale	Professionals	Health professionals	72
Serpentine - Jarrahdale	Professionals	Information and Communication Technology ICT professionals	5
Serpentine - Jarrahdale	Professionals	Legal social and welfare professionals	29
Serpentine - Jarrahdale	Professionals	Professionals nfd	3
Serpentine - Jarrahdale	Sales workers	Sales assistants and salespersons	167
Serpentine - Jarrahdale	Sales workers	Sales representatives and agents	64
Serpentine - Jarrahdale	Sales workers	Sales support workers	52
Serpentine - Jarrahdale	Technicians and trades workers	Automotive and engineering trades workers	139
Serpentine - Jarrahdale	Technicians and trades workers	Construction trades workers	246
Serpentine - Jarrahdale	Technicians and trades workers	Electrotechnology and telecommunications trades workers	95
Serpentine - Jarrahdale	Technicians and trades workers	Engineering ICT and science technicians	55
Serpentine - Jarrahdale	Technicians and trades workers	Food trades workers	53
Serpentine - Jarrahdale	Technicians and trades workers	Other technicians and trades workers	43
Serpentine - Jarrahdale	Technicians and trades workers	Skilled animal and horticultural workers	149
Serpentine - Jarrahdale	Technicians and trades workers	Technicians and trades workers nfd	6
South Perth			193
South Perth	Clerical and administrative workers	Clerical and administrative workers nfd	3
South Perth	Clerical and administrative workers	Clerical and office support workers	58
South Perth	Clerical and administrative workers	General clerical workers	393
South Perth	Clerical and administrative workers	Inquiry clerks and receptionists	330
South Perth	Clerical and administrative workers	Numerical clerks	387
South Perth	Clerical and administrative workers	Office managers and program administrators	362
South Perth	Clerical and administrative workers	Other clerical and administrative workers	147
South Perth	Clerical and administrative workers	Personal assistants and secretaries	140
South Perth	Community and personal service workers	Carers and aides	990
South Perth	Community and personal service workers	Health and welfare support workers	156
South Perth	Community and personal service workers	Hospitality workers	426
South Perth	Community and personal service workers	Protective service workers	95
South Perth	Community and personal service workers	Sports and personal service workers	276
South Perth	Labourers	Cleaners and laundry workers	327
South Perth	Labourers	Construction and mining labourers	71
South Perth	Labourers	Factory process workers	31
South Perth	Labourers	Farm forestry and garden workers	42
South Perth	Labourers	Food preparation assistants	265
South Perth	Labourers	Labourers nfd	15
South Perth	Labourers	Other labourers	163
South Perth	Machinery operators and drivers	Machine and stationary plant operators	68
South Perth	Machinery operators and drivers	Machinery operators and drivers nfd	3
South Perth	Machinery operators and drivers	Mobile plant operators	23
South Perth	Machinery operators and drivers	Road and rail drivers	76
South Perth	Machinery operators and drivers	Storepersons	27
South Perth	Managers	Chief executives general managers and legislators	166
South Perth	Managers	Farmers and farm managers	11
South Perth	Managers	Hospitality retail and service managers	537
South Perth	Managers	Managers nfd	53
South Perth	Managers	Specialist managers	783
South Perth	Professionals	Arts and media professionals	76
South Perth	Professionals	Business human resource and marketing professionals	1157
South Perth	Professionals	Design engineering science and transport professionals	772
South Perth	Professionals	Education professionals	950
South Perth	Professionals	Health professionals	622
South Perth	Professionals	Information and Communication Technology ICT professionals	188
South Perth	Professionals	Legal social and welfare professionals	200
South Perth	Professionals	Professionals nfd	57
South Perth	Sales workers	Sales assistants and salespersons	491
South Perth	Sales workers	Sales representatives and agents	318
South Perth	Sales workers	Sales support workers	183
South Perth	Sales workers	Sales workers nfd	4
South Perth	Technicians and trades workers	Automotive and engineering trades workers	54
South Perth	Technicians and trades workers	Construction trades workers	274
South Perth	Technicians and trades workers	Electrotechnology and telecommunications trades workers	76
South Perth	Technicians and trades workers	Engineering ICT and science technicians	378
South Perth	Technicians and trades workers	Food trades workers	271
South Perth	Technicians and trades workers	Other technicians and trades workers	192
South Perth	Technicians and trades workers	Skilled animal and horticultural workers	217
South Perth	Technicians and trades workers	Technicians and trades workers nfd	13
Cockburn			711
Cockburn	Clerical and administrative workers	Clerical and administrative workers nfd	7
Cockburn	Clerical and administrative workers	Clerical and office support workers	204
Cockburn	Clerical and administrative workers	General clerical workers	936
Cockburn	Clerical and administrative workers	Inquiry clerks and receptionists	640
Cockburn	Clerical and administrative workers	Numerical clerks	1229
Cockburn	Clerical and administrative workers	Office managers and program administrators	1113
Cockburn	Clerical and administrative workers	Other clerical and administrative workers	992
Cockburn	Clerical and administrative workers	Personal assistants and secretaries	227
Cockburn	Community and personal service workers	Carers and aides	1640
Cockburn	Community and personal service workers	Health and welfare support workers	340
Cockburn	Community and personal service workers	Hospitality workers	483
Cockburn	Community and personal service workers	Protective service workers	385
Cockburn	Community and personal service workers	Sports and personal service workers	555
Cockburn	Labourers	Cleaners and laundry workers	806
Cockburn	Labourers	Construction and mining labourers	651
Cockburn	Labourers	Factory process workers	959
Cockburn	Labourers	Farm forestry and garden workers	162
Cockburn	Labourers	Food preparation assistants	507
Cockburn	Labourers	Labourers nfd	105
Cockburn	Labourers	Other labourers	867
Cockburn	Machinery operators and drivers	Machine and stationary plant operators	899
Cockburn	Machinery operators and drivers	Machinery operators and drivers nfd	81
Cockburn	Machinery operators and drivers	Mobile plant operators	597
Cockburn	Machinery operators and drivers	Road and rail drivers	1401
Cockburn	Machinery operators and drivers	Storepersons	965
Cockburn	Managers	Chief executives general managers and legislators	563
Cockburn	Managers	Farmers and farm managers	62
Cockburn	Managers	Hospitality retail and service managers	1401
Cockburn	Managers	Managers nfd	155
Cockburn	Managers	Specialist managers	2961
Cockburn	Professionals	Arts and media professionals	157
Cockburn	Professionals	Business human resource and marketing professionals	1334
Cockburn	Professionals	Design engineering science and transport professionals	1434
Cockburn	Professionals	Education professionals	1381
Cockburn	Professionals	Health professionals	951
Cockburn	Professionals	Information and Communication Technology ICT professionals	234
Cockburn	Professionals	Legal social and welfare professionals	236
Cockburn	Professionals	Professionals nfd	38
Cockburn	Sales workers	Sales assistants and salespersons	2461
Cockburn	Sales workers	Sales representatives and agents	597
Cockburn	Sales workers	Sales support workers	676
Cockburn	Sales workers	Sales workers nfd	7
Cockburn	Technicians and trades workers	Automotive and engineering trades workers	3080
Cockburn	Technicians and trades workers	Construction trades workers	1416
Cockburn	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1504
Cockburn	Technicians and trades workers	Engineering ICT and science technicians	1231
Cockburn	Technicians and trades workers	Food trades workers	453
Cockburn	Technicians and trades workers	Other technicians and trades workers	1036
Cockburn	Technicians and trades workers	Skilled animal and horticultural workers	323
Cockburn	Technicians and trades workers	Technicians and trades workers nfd	159
Fremantle			437
Fremantle	Clerical and administrative workers	Clerical and office support workers	122
Fremantle	Clerical and administrative workers	General clerical workers	660
Fremantle	Clerical and administrative workers	Inquiry clerks and receptionists	641
Fremantle	Clerical and administrative workers	Numerical clerks	681
Fremantle	Clerical and administrative workers	Office managers and program administrators	563
Fremantle	Clerical and administrative workers	Other clerical and administrative workers	705
Fremantle	Clerical and administrative workers	Personal assistants and secretaries	222
Fremantle	Community and personal service workers	Carers and aides	980
Fremantle	Community and personal service workers	Health and welfare support workers	320
Fremantle	Community and personal service workers	Hospitality workers	1158
Fremantle	Community and personal service workers	Protective service workers	367
Fremantle	Community and personal service workers	Sports and personal service workers	615
Fremantle	Labourers	Cleaners and laundry workers	574
Fremantle	Labourers	Construction and mining labourers	205
Fremantle	Labourers	Factory process workers	377
Fremantle	Labourers	Farm forestry and garden workers	71
Fremantle	Labourers	Food preparation assistants	484
Fremantle	Labourers	Labourers nfd	54
Fremantle	Labourers	Other labourers	788
Fremantle	Machinery operators and drivers	Machine and stationary plant operators	309
Fremantle	Machinery operators and drivers	Machinery operators and drivers nfd	79
Fremantle	Machinery operators and drivers	Mobile plant operators	198
Fremantle	Machinery operators and drivers	Road and rail drivers	847
Fremantle	Machinery operators and drivers	Storepersons	209
Fremantle	Managers	Chief executives general managers and legislators	397
Fremantle	Managers	Farmers and farm managers	26
Fremantle	Managers	Hospitality retail and service managers	1435
Fremantle	Managers	Managers nfd	94
Fremantle	Managers	Specialist managers	1612
Fremantle	Professionals	Arts and media professionals	302
Fremantle	Professionals	Business human resource and marketing professionals	1146
Fremantle	Professionals	Design engineering science and transport professionals	1079
Fremantle	Professionals	Education professionals	1236
Fremantle	Professionals	Health professionals	1422
Fremantle	Professionals	Information and Communication Technology ICT professionals	217
Fremantle	Professionals	Legal social and welfare professionals	584
Fremantle	Professionals	Professionals nfd	69
Fremantle	Sales workers	Sales assistants and salespersons	1452
Fremantle	Sales workers	Sales representatives and agents	420
Fremantle	Sales workers	Sales support workers	323
Fremantle	Sales workers	Sales workers nfd	3
Fremantle	Technicians and trades workers	Automotive and engineering trades workers	596
Fremantle	Technicians and trades workers	Construction trades workers	561
Fremantle	Technicians and trades workers	Electrotechnology and telecommunications trades workers	331
Fremantle	Technicians and trades workers	Engineering ICT and science technicians	470
Fremantle	Technicians and trades workers	Food trades workers	644
Fremantle	Technicians and trades workers	Other technicians and trades workers	581
Fremantle	Technicians and trades workers	Skilled animal and horticultural workers	206
Fremantle	Technicians and trades workers	Technicians and trades workers nfd	60
Kwinana			273
Kwinana	Clerical and administrative workers	Clerical and administrative workers nfd	7
Kwinana	Clerical and administrative workers	Clerical and office support workers	36
Kwinana	Clerical and administrative workers	General clerical workers	241
Kwinana	Clerical and administrative workers	Inquiry clerks and receptionists	137
Kwinana	Clerical and administrative workers	Numerical clerks	260
Kwinana	Clerical and administrative workers	Office managers and program administrators	251
Kwinana	Clerical and administrative workers	Other clerical and administrative workers	260
Kwinana	Clerical and administrative workers	Personal assistants and secretaries	56
Kwinana	Community and personal service workers	Carers and aides	495
Kwinana	Community and personal service workers	Health and welfare support workers	138
Kwinana	Community and personal service workers	Hospitality workers	91
Kwinana	Community and personal service workers	Protective service workers	416
Kwinana	Community and personal service workers	Sports and personal service workers	115
Kwinana	Labourers	Cleaners and laundry workers	277
Kwinana	Labourers	Construction and mining labourers	282
Kwinana	Labourers	Factory process workers	207
Kwinana	Labourers	Farm forestry and garden workers	209
Kwinana	Labourers	Food preparation assistants	139
Kwinana	Labourers	Labourers nfd	30
Kwinana	Labourers	Other labourers	288
Kwinana	Machinery operators and drivers	Machine and stationary plant operators	826
Kwinana	Machinery operators and drivers	Machinery operators and drivers nfd	49
Kwinana	Machinery operators and drivers	Mobile plant operators	210
Kwinana	Machinery operators and drivers	Road and rail drivers	558
Kwinana	Machinery operators and drivers	Storepersons	121
Kwinana	Managers	Chief executives general managers and legislators	110
Kwinana	Managers	Farmers and farm managers	53
Kwinana	Managers	Hospitality retail and service managers	286
Kwinana	Managers	Managers nfd	36
Kwinana	Managers	Specialist managers	756
Kwinana	Professionals	Arts and media professionals	35
Kwinana	Professionals	Business human resource and marketing professionals	316
Kwinana	Professionals	Design engineering science and transport professionals	530
Kwinana	Professionals	Education professionals	434
Kwinana	Professionals	Health professionals	274
Kwinana	Professionals	Information and Communication Technology ICT professionals	49
Kwinana	Professionals	Legal social and welfare professionals	110
Kwinana	Professionals	Professionals nfd	15
Kwinana	Sales workers	Sales assistants and salespersons	468
Kwinana	Sales workers	Sales representatives and agents	95
Kwinana	Sales workers	Sales support workers	154
Kwinana	Technicians and trades workers	Automotive and engineering trades workers	1047
Kwinana	Technicians and trades workers	Construction trades workers	257
Kwinana	Technicians and trades workers	Electrotechnology and telecommunications trades workers	336
Kwinana	Technicians and trades workers	Engineering ICT and science technicians	546
Kwinana	Technicians and trades workers	Food trades workers	61
Kwinana	Technicians and trades workers	Other technicians and trades workers	529
Kwinana	Technicians and trades workers	Skilled animal and horticultural workers	158
Kwinana	Technicians and trades workers	Technicians and trades workers nfd	50
Melville			555
Melville	Clerical and administrative workers	Clerical and administrative workers nfd	5
Melville	Clerical and administrative workers	Clerical and office support workers	268
Melville	Clerical and administrative workers	General clerical workers	945
Melville	Clerical and administrative workers	Inquiry clerks and receptionists	1293
Melville	Clerical and administrative workers	Numerical clerks	1050
Melville	Clerical and administrative workers	Office managers and program administrators	856
Melville	Clerical and administrative workers	Other clerical and administrative workers	555
Melville	Clerical and administrative workers	Personal assistants and secretaries	353
Melville	Community and personal service workers	Carers and aides	2311
Melville	Community and personal service workers	Community and personal service workers nfd	3
Melville	Community and personal service workers	Health and welfare support workers	653
Melville	Community and personal service workers	Hospitality workers	864
Melville	Community and personal service workers	Protective service workers	256
Melville	Community and personal service workers	Sports and personal service workers	758
Melville	Labourers	Cleaners and laundry workers	1125
Melville	Labourers	Construction and mining labourers	171
Melville	Labourers	Factory process workers	364
Melville	Labourers	Farm forestry and garden workers	69
Melville	Labourers	Food preparation assistants	742
Melville	Labourers	Labourers nfd	44
Melville	Labourers	Other labourers	702
Melville	Machinery operators and drivers	Machine and stationary plant operators	273
Melville	Machinery operators and drivers	Machinery operators and drivers nfd	10
Melville	Machinery operators and drivers	Mobile plant operators	76
Melville	Machinery operators and drivers	Road and rail drivers	345
Melville	Machinery operators and drivers	Storepersons	259
Melville	Managers	Chief executives general managers and legislators	367
Melville	Managers	Farmers and farm managers	13
Melville	Managers	Hospitality retail and service managers	1565
Melville	Managers	Managers nfd	96
Melville	Managers	Specialist managers	1783
Melville	Professionals	Arts and media professionals	198
Melville	Professionals	Business human resource and marketing professionals	1614
Melville	Professionals	Design engineering science and transport professionals	1279
Melville	Professionals	Education professionals	2580
Melville	Professionals	Health professionals	5429
Melville	Professionals	Information and Communication Technology ICT professionals	370
Melville	Professionals	Legal social and welfare professionals	522
Melville	Professionals	Professionals nfd	169
Melville	Sales workers	Sales assistants and salespersons	3453
Melville	Sales workers	Sales representatives and agents	704
Melville	Sales workers	Sales support workers	791
Melville	Sales workers	Sales workers nfd	10
Melville	Technicians and trades workers	Automotive and engineering trades workers	544
Melville	Technicians and trades workers	Construction trades workers	610
Melville	Technicians and trades workers	Electrotechnology and telecommunications trades workers	388
Melville	Technicians and trades workers	Engineering ICT and science technicians	1191
Melville	Technicians and trades workers	Food trades workers	580
Melville	Technicians and trades workers	Other technicians and trades workers	637
Melville	Technicians and trades workers	Skilled animal and horticultural workers	368
Melville	Technicians and trades workers	Technicians and trades workers nfd	46
Rockingham			473
Rockingham	Clerical and administrative workers	Clerical and administrative workers nfd	4
Rockingham	Clerical and administrative workers	Clerical and office support workers	188
Rockingham	Clerical and administrative workers	General clerical workers	707
Rockingham	Clerical and administrative workers	Inquiry clerks and receptionists	634
Rockingham	Clerical and administrative workers	Numerical clerks	666
Rockingham	Clerical and administrative workers	Office managers and program administrators	469
Rockingham	Clerical and administrative workers	Other clerical and administrative workers	376
Rockingham	Clerical and administrative workers	Personal assistants and secretaries	152
Rockingham	Community and personal service workers	Carers and aides	2271
Rockingham	Community and personal service workers	Community and personal service workers nfd	3
Rockingham	Community and personal service workers	Health and welfare support workers	383
Rockingham	Community and personal service workers	Hospitality workers	788
Rockingham	Community and personal service workers	Protective service workers	869
