SA3_NAME16	Occupation	OccupationSubtype	workers
Baulkham Hills	Clerical and administrative workers	Clerical and office support workers	220
Baulkham Hills	Clerical and administrative workers	General clerical workers	1514
Baulkham Hills	Clerical and administrative workers	Inquiry clerks and receptionists	1470
Baulkham Hills	Clerical and administrative workers	Numerical clerks	1838
Baulkham Hills	Clerical and administrative workers	Office managers and program administrators	1601
Baulkham Hills	Clerical and administrative workers	Other clerical and administrative workers	1011
Baulkham Hills	Clerical and administrative workers	Personal assistants and secretaries	652
Baulkham Hills	Community and personal service workers	Carers and aides	2950
Baulkham Hills	Community and personal service workers	Health and welfare support workers	608
Baulkham Hills	Community and personal service workers	Hospitality workers	1128
Baulkham Hills	Community and personal service workers	Protective service workers	314
Baulkham Hills	Community and personal service workers	Sports and personal service workers	1069
Baulkham Hills	Labourers	Cleaners and laundry workers	744
Baulkham Hills	Labourers	Construction and mining labourers	399
Baulkham Hills	Labourers	Factory process workers	589
Baulkham Hills	Labourers	Farm forestry and garden workers	107
Baulkham Hills	Labourers	Food preparation assistants	579
Baulkham Hills	Labourers	Labourers nfd	57
Baulkham Hills	Labourers	Other labourers	748
Baulkham Hills	Machinery operators and drivers	Machine and stationary plant operators	302
Baulkham Hills	Machinery operators and drivers	Machinery operators and drivers nfd	34
Baulkham Hills	Machinery operators and drivers	Mobile plant operators	168
Baulkham Hills	Machinery operators and drivers	Road and rail drivers	499
Baulkham Hills	Machinery operators and drivers	Storepersons	477
Baulkham Hills	Managers	Chief executives general managers and legislators	800
Baulkham Hills	Managers	Farmers and farm managers	14
Baulkham Hills	Managers	Hospitality retail and service managers	2265
Baulkham Hills	Managers	Managers nfd	170
Baulkham Hills	Managers	Specialist managers	4864
Baulkham Hills	Professionals	Arts and media professionals	329
Baulkham Hills	Professionals	Business human resource and marketing professionals	4342
Baulkham Hills	Professionals	Design engineering science and transport professionals	2076
Baulkham Hills	Professionals	Education professionals	2823
Baulkham Hills	Professionals	Health professionals	2318
Baulkham Hills	Professionals	Information and Communication Technology ICT professionals	2065
Baulkham Hills	Professionals	Legal social and welfare professionals	759
Baulkham Hills	Professionals	Professionals nfd	209
Baulkham Hills	Sales workers	Sales assistants and salespersons	4146
Baulkham Hills	Sales workers	Sales representatives and agents	1471
Baulkham Hills	Sales workers	Sales support workers	951
Baulkham Hills	Sales workers	Sales workers nfd	18
Baulkham Hills	Technicians and trades workers	Automotive and engineering trades workers	553
Baulkham Hills	Technicians and trades workers	Construction trades workers	1106
Baulkham Hills	Technicians and trades workers	Electrotechnology and telecommunications trades workers	825
Baulkham Hills	Technicians and trades workers	Engineering ICT and science technicians	1582
Baulkham Hills	Technicians and trades workers	Food trades workers	624
Baulkham Hills	Technicians and trades workers	Other technicians and trades workers	669
Baulkham Hills	Technicians and trades workers	Skilled animal and horticultural workers	359
Baulkham Hills	Technicians and trades workers	Technicians and trades workers nfd	89
Dural - Wisemans Ferry			186
Dural - Wisemans Ferry	Clerical and administrative workers	Clerical and office support workers	58
Dural - Wisemans Ferry	Clerical and administrative workers	General clerical workers	257
Dural - Wisemans Ferry	Clerical and administrative workers	Inquiry clerks and receptionists	135
Dural - Wisemans Ferry	Clerical and administrative workers	Numerical clerks	350
Dural - Wisemans Ferry	Clerical and administrative workers	Office managers and program administrators	266
Dural - Wisemans Ferry	Clerical and administrative workers	Other clerical and administrative workers	108
Dural - Wisemans Ferry	Clerical and administrative workers	Personal assistants and secretaries	172
Dural - Wisemans Ferry	Community and personal service workers	Carers and aides	484
Dural - Wisemans Ferry	Community and personal service workers	Health and welfare support workers	54
Dural - Wisemans Ferry	Community and personal service workers	Hospitality workers	243
Dural - Wisemans Ferry	Community and personal service workers	Protective service workers	14
Dural - Wisemans Ferry	Community and personal service workers	Sports and personal service workers	244
Dural - Wisemans Ferry	Labourers	Cleaners and laundry workers	189
Dural - Wisemans Ferry	Labourers	Construction and mining labourers	115
Dural - Wisemans Ferry	Labourers	Factory process workers	131
Dural - Wisemans Ferry	Labourers	Farm forestry and garden workers	314
Dural - Wisemans Ferry	Labourers	Food preparation assistants	174
Dural - Wisemans Ferry	Labourers	Labourers nfd	14
Dural - Wisemans Ferry	Labourers	Other labourers	151
Dural - Wisemans Ferry	Machinery operators and drivers	Machine and stationary plant operators	48
Dural - Wisemans Ferry	Machinery operators and drivers	Machinery operators and drivers nfd	11
Dural - Wisemans Ferry	Machinery operators and drivers	Mobile plant operators	96
Dural - Wisemans Ferry	Machinery operators and drivers	Road and rail drivers	391
Dural - Wisemans Ferry	Machinery operators and drivers	Storepersons	64
Dural - Wisemans Ferry	Managers	Chief executives general managers and legislators	140
Dural - Wisemans Ferry	Managers	Farmers and farm managers	297
Dural - Wisemans Ferry	Managers	Hospitality retail and service managers	462
Dural - Wisemans Ferry	Managers	Managers nfd	24
Dural - Wisemans Ferry	Managers	Specialist managers	632
Dural - Wisemans Ferry	Professionals	Arts and media professionals	51
Dural - Wisemans Ferry	Professionals	Business human resource and marketing professionals	320
Dural - Wisemans Ferry	Professionals	Design engineering science and transport professionals	209
Dural - Wisemans Ferry	Professionals	Education professionals	800
Dural - Wisemans Ferry	Professionals	Health professionals	200
Dural - Wisemans Ferry	Professionals	Information and Communication Technology ICT professionals	62
Dural - Wisemans Ferry	Professionals	Legal social and welfare professionals	84
Dural - Wisemans Ferry	Professionals	Professionals nfd	7
Dural - Wisemans Ferry	Sales workers	Sales assistants and salespersons	589
Dural - Wisemans Ferry	Sales workers	Sales representatives and agents	192
Dural - Wisemans Ferry	Sales workers	Sales support workers	133
Dural - Wisemans Ferry	Technicians and trades workers	Automotive and engineering trades workers	214
Dural - Wisemans Ferry	Technicians and trades workers	Construction trades workers	375
Dural - Wisemans Ferry	Technicians and trades workers	Electrotechnology and telecommunications trades workers	190
Dural - Wisemans Ferry	Technicians and trades workers	Engineering ICT and science technicians	119
Dural - Wisemans Ferry	Technicians and trades workers	Food trades workers	183
Dural - Wisemans Ferry	Technicians and trades workers	Other technicians and trades workers	161
Dural - Wisemans Ferry	Technicians and trades workers	Skilled animal and horticultural workers	388
Dural - Wisemans Ferry	Technicians and trades workers	Technicians and trades workers nfd	11
Hawkesbury			83
Hawkesbury	Clerical and administrative workers	Clerical and office support workers	15
Hawkesbury	Clerical and administrative workers	General clerical workers	148
Hawkesbury	Clerical and administrative workers	Inquiry clerks and receptionists	37
Hawkesbury	Clerical and administrative workers	Numerical clerks	168
Hawkesbury	Clerical and administrative workers	Office managers and program administrators	121
Hawkesbury	Clerical and administrative workers	Other clerical and administrative workers	21
Hawkesbury	Clerical and administrative workers	Personal assistants and secretaries	68
Hawkesbury	Community and personal service workers	Carers and aides	181
Hawkesbury	Community and personal service workers	Health and welfare support workers	21
Hawkesbury	Community and personal service workers	Hospitality workers	69
Hawkesbury	Community and personal service workers	Protective service workers	12
Hawkesbury	Community and personal service workers	Sports and personal service workers	62
Hawkesbury	Labourers	Cleaners and laundry workers	87
Hawkesbury	Labourers	Construction and mining labourers	96
Hawkesbury	Labourers	Factory process workers	48
Hawkesbury	Labourers	Farm forestry and garden workers	188
Hawkesbury	Labourers	Food preparation assistants	30
Hawkesbury	Labourers	Labourers nfd	16
Hawkesbury	Labourers	Other labourers	72
Hawkesbury	Machinery operators and drivers	Machine and stationary plant operators	44
Hawkesbury	Machinery operators and drivers	Machinery operators and drivers nfd	12
Hawkesbury	Machinery operators and drivers	Mobile plant operators	78
Hawkesbury	Machinery operators and drivers	Road and rail drivers	152
Hawkesbury	Machinery operators and drivers	Storepersons	11
Hawkesbury	Managers	Chief executives general managers and legislators	35
Hawkesbury	Managers	Farmers and farm managers	284
Hawkesbury	Managers	Hospitality retail and service managers	143
Hawkesbury	Managers	Managers nfd	17
Hawkesbury	Managers	Specialist managers	205
Hawkesbury	Professionals	Arts and media professionals	30
Hawkesbury	Professionals	Business human resource and marketing professionals	93
Hawkesbury	Professionals	Design engineering science and transport professionals	88
Hawkesbury	Professionals	Education professionals	231
Hawkesbury	Professionals	Health professionals	56
Hawkesbury	Professionals	Information and Communication Technology ICT professionals	20
Hawkesbury	Professionals	Legal social and welfare professionals	17
Hawkesbury	Professionals	Professionals nfd	5
Hawkesbury	Sales workers	Sales assistants and salespersons	136
Hawkesbury	Sales workers	Sales representatives and agents	45
Hawkesbury	Sales workers	Sales support workers	19
Hawkesbury	Technicians and trades workers	Automotive and engineering trades workers	136
Hawkesbury	Technicians and trades workers	Construction trades workers	238
Hawkesbury	Technicians and trades workers	Electrotechnology and telecommunications trades workers	108
Hawkesbury	Technicians and trades workers	Engineering ICT and science technicians	48
Hawkesbury	Technicians and trades workers	Food trades workers	59
Hawkesbury	Technicians and trades workers	Other technicians and trades workers	74
Hawkesbury	Technicians and trades workers	Skilled animal and horticultural workers	159
Hawkesbury	Technicians and trades workers	Technicians and trades workers nfd	13
Rouse Hill - McGraths Hill			201
Rouse Hill - McGraths Hill	Clerical and administrative workers	Clerical and office support workers	14
Rouse Hill - McGraths Hill	Clerical and administrative workers	General clerical workers	252
Rouse Hill - McGraths Hill	Clerical and administrative workers	Inquiry clerks and receptionists	161
Rouse Hill - McGraths Hill	Clerical and administrative workers	Numerical clerks	322
Rouse Hill - McGraths Hill	Clerical and administrative workers	Office managers and program administrators	245
Rouse Hill - McGraths Hill	Clerical and administrative workers	Other clerical and administrative workers	137
Rouse Hill - McGraths Hill	Clerical and administrative workers	Personal assistants and secretaries	129
Rouse Hill - McGraths Hill	Community and personal service workers	Carers and aides	412
Rouse Hill - McGraths Hill	Community and personal service workers	Health and welfare support workers	30
Rouse Hill - McGraths Hill	Community and personal service workers	Hospitality workers	341
Rouse Hill - McGraths Hill	Community and personal service workers	Protective service workers	22
Rouse Hill - McGraths Hill	Community and personal service workers	Sports and personal service workers	188
Rouse Hill - McGraths Hill	Labourers	Cleaners and laundry workers	166
Rouse Hill - McGraths Hill	Labourers	Construction and mining labourers	275
Rouse Hill - McGraths Hill	Labourers	Factory process workers	200
Rouse Hill - McGraths Hill	Labourers	Farm forestry and garden workers	254
Rouse Hill - McGraths Hill	Labourers	Food preparation assistants	218
Rouse Hill - McGraths Hill	Labourers	Labourers nfd	25
Rouse Hill - McGraths Hill	Labourers	Other labourers	230
Rouse Hill - McGraths Hill	Machinery operators and drivers	Machine and stationary plant operators	143
Rouse Hill - McGraths Hill	Machinery operators and drivers	Machinery operators and drivers nfd	27
Rouse Hill - McGraths Hill	Machinery operators and drivers	Mobile plant operators	139
Rouse Hill - McGraths Hill	Machinery operators and drivers	Road and rail drivers	372
Rouse Hill - McGraths Hill	Machinery operators and drivers	Storepersons	108
Rouse Hill - McGraths Hill	Managers	Chief executives general managers and legislators	121
Rouse Hill - McGraths Hill	Managers	Farmers and farm managers	146
Rouse Hill - McGraths Hill	Managers	Hospitality retail and service managers	504
Rouse Hill - McGraths Hill	Managers	Managers nfd	37
Rouse Hill - McGraths Hill	Managers	Specialist managers	586
Rouse Hill - McGraths Hill	Professionals	Arts and media professionals	35
Rouse Hill - McGraths Hill	Professionals	Business human resource and marketing professionals	254
Rouse Hill - McGraths Hill	Professionals	Design engineering science and transport professionals	160
Rouse Hill - McGraths Hill	Professionals	Education professionals	625
Rouse Hill - McGraths Hill	Professionals	Health professionals	143
Rouse Hill - McGraths Hill	Professionals	Information and Communication Technology ICT professionals	42
Rouse Hill - McGraths Hill	Professionals	Legal social and welfare professionals	62
Rouse Hill - McGraths Hill	Professionals	Professionals nfd	11
Rouse Hill - McGraths Hill	Sales workers	Sales assistants and salespersons	1317
Rouse Hill - McGraths Hill	Sales workers	Sales representatives and agents	185
Rouse Hill - McGraths Hill	Sales workers	Sales support workers	202
Rouse Hill - McGraths Hill	Sales workers	Sales workers nfd	7
Rouse Hill - McGraths Hill	Technicians and trades workers	Automotive and engineering trades workers	342
Rouse Hill - McGraths Hill	Technicians and trades workers	Construction trades workers	506
Rouse Hill - McGraths Hill	Technicians and trades workers	Electrotechnology and telecommunications trades workers	206
Rouse Hill - McGraths Hill	Technicians and trades workers	Engineering ICT and science technicians	145
Rouse Hill - McGraths Hill	Technicians and trades workers	Food trades workers	167
Rouse Hill - McGraths Hill	Technicians and trades workers	Other technicians and trades workers	188
Rouse Hill - McGraths Hill	Technicians and trades workers	Skilled animal and horticultural workers	178
Rouse Hill - McGraths Hill	Technicians and trades workers	Technicians and trades workers nfd	16
Blacktown			892
Blacktown	Clerical and administrative workers	Clerical and administrative workers nfd	14
Blacktown	Clerical and administrative workers	Clerical and office support workers	454
Blacktown	Clerical and administrative workers	General clerical workers	1323
Blacktown	Clerical and administrative workers	Inquiry clerks and receptionists	1121
Blacktown	Clerical and administrative workers	Numerical clerks	1381
Blacktown	Clerical and administrative workers	Office managers and program administrators	991
Blacktown	Clerical and administrative workers	Other clerical and administrative workers	1134
Blacktown	Clerical and administrative workers	Personal assistants and secretaries	315
Blacktown	Community and personal service workers	Carers and aides	2011
Blacktown	Community and personal service workers	Health and welfare support workers	598
Blacktown	Community and personal service workers	Hospitality workers	676
Blacktown	Community and personal service workers	Protective service workers	388
Blacktown	Community and personal service workers	Sports and personal service workers	469
Blacktown	Labourers	Cleaners and laundry workers	907
Blacktown	Labourers	Construction and mining labourers	651
Blacktown	Labourers	Factory process workers	1585
Blacktown	Labourers	Farm forestry and garden workers	114
Blacktown	Labourers	Food preparation assistants	612
Blacktown	Labourers	Labourers nfd	105
Blacktown	Labourers	Other labourers	886
Blacktown	Machinery operators and drivers	Machine and stationary plant operators	687
Blacktown	Machinery operators and drivers	Machinery operators and drivers nfd	62
Blacktown	Machinery operators and drivers	Mobile plant operators	608
Blacktown	Machinery operators and drivers	Road and rail drivers	1960
Blacktown	Machinery operators and drivers	Storepersons	1242
Blacktown	Managers	Chief executives general managers and legislators	535
Blacktown	Managers	Farmers and farm managers	13
Blacktown	Managers	Hospitality retail and service managers	1831
Blacktown	Managers	Managers nfd	160
Blacktown	Managers	Specialist managers	3034
Blacktown	Professionals	Arts and media professionals	155
Blacktown	Professionals	Business human resource and marketing professionals	1603
Blacktown	Professionals	Design engineering science and transport professionals	881
Blacktown	Professionals	Education professionals	2327
Blacktown	Professionals	Health professionals	2319
Blacktown	Professionals	Information and Communication Technology ICT professionals	393
Blacktown	Professionals	Legal social and welfare professionals	650
Blacktown	Professionals	Professionals nfd	41
Blacktown	Sales workers	Sales assistants and salespersons	3526
Blacktown	Sales workers	Sales representatives and agents	810
Blacktown	Sales workers	Sales support workers	750
Blacktown	Sales workers	Sales workers nfd	12
Blacktown	Technicians and trades workers	Automotive and engineering trades workers	1545
Blacktown	Technicians and trades workers	Construction trades workers	1137
Blacktown	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1033
Blacktown	Technicians and trades workers	Engineering ICT and science technicians	814
Blacktown	Technicians and trades workers	Food trades workers	467
Blacktown	Technicians and trades workers	Other technicians and trades workers	859
Blacktown	Technicians and trades workers	Skilled animal and horticultural workers	352
Blacktown	Technicians and trades workers	Technicians and trades workers nfd	121
Blacktown - North			243
Blacktown - North	Clerical and administrative workers	Clerical and office support workers	60
Blacktown - North	Clerical and administrative workers	General clerical workers	383
Blacktown - North	Clerical and administrative workers	Inquiry clerks and receptionists	214
Blacktown - North	Clerical and administrative workers	Numerical clerks	345
Blacktown - North	Clerical and administrative workers	Office managers and program administrators	313
Blacktown - North	Clerical and administrative workers	Other clerical and administrative workers	164
Blacktown - North	Clerical and administrative workers	Personal assistants and secretaries	123
Blacktown - North	Community and personal service workers	Carers and aides	916
Blacktown - North	Community and personal service workers	Health and welfare support workers	95
Blacktown - North	Community and personal service workers	Hospitality workers	310
Blacktown - North	Community and personal service workers	Protective service workers	355
Blacktown - North	Community and personal service workers	Sports and personal service workers	248
Blacktown - North	Labourers	Cleaners and laundry workers	224
Blacktown - North	Labourers	Construction and mining labourers	297
Blacktown - North	Labourers	Factory process workers	182
Blacktown - North	Labourers	Farm forestry and garden workers	85
Blacktown - North	Labourers	Food preparation assistants	287
Blacktown - North	Labourers	Labourers nfd	40
Blacktown - North	Labourers	Other labourers	314
Blacktown - North	Machinery operators and drivers	Machine and stationary plant operators	157
Blacktown - North	Machinery operators and drivers	Machinery operators and drivers nfd	29
Blacktown - North	Machinery operators and drivers	Mobile plant operators	197
Blacktown - North	Machinery operators and drivers	Road and rail drivers	749
Blacktown - North	Machinery operators and drivers	Storepersons	135
Blacktown - North	Managers	Chief executives general managers and legislators	114
Blacktown - North	Managers	Farmers and farm managers	87
Blacktown - North	Managers	Hospitality retail and service managers	547
Blacktown - North	Managers	Managers nfd	34
Blacktown - North	Managers	Specialist managers	830
Blacktown - North	Professionals	Arts and media professionals	94
Blacktown - North	Professionals	Business human resource and marketing professionals	410
Blacktown - North	Professionals	Design engineering science and transport professionals	261
Blacktown - North	Professionals	Education professionals	1699
Blacktown - North	Professionals	Health professionals	268
Blacktown - North	Professionals	Information and Communication Technology ICT professionals	150
Blacktown - North	Professionals	Legal social and welfare professionals	134
Blacktown - North	Professionals	Professionals nfd	18
Blacktown - North	Sales workers	Sales assistants and salespersons	1197
Blacktown - North	Sales workers	Sales representatives and agents	295
Blacktown - North	Sales workers	Sales support workers	280
Blacktown - North	Sales workers	Sales workers nfd	3
Blacktown - North	Technicians and trades workers	Automotive and engineering trades workers	305
Blacktown - North	Technicians and trades workers	Construction trades workers	545
Blacktown - North	Technicians and trades workers	Electrotechnology and telecommunications trades workers	232
Blacktown - North	Technicians and trades workers	Engineering ICT and science technicians	223
Blacktown - North	Technicians and trades workers	Food trades workers	205
Blacktown - North	Technicians and trades workers	Other technicians and trades workers	216
Blacktown - North	Technicians and trades workers	Skilled animal and horticultural workers	157
Blacktown - North	Technicians and trades workers	Technicians and trades workers nfd	20
Mount Druitt			981
Mount Druitt	Clerical and administrative workers	Clerical and administrative workers nfd	9
Mount Druitt	Clerical and administrative workers	Clerical and office support workers	384
Mount Druitt	Clerical and administrative workers	General clerical workers	1169
Mount Druitt	Clerical and administrative workers	Inquiry clerks and receptionists	881
Mount Druitt	Clerical and administrative workers	Numerical clerks	1026
Mount Druitt	Clerical and administrative workers	Office managers and program administrators	747
Mount Druitt	Clerical and administrative workers	Other clerical and administrative workers	1659
Mount Druitt	Clerical and administrative workers	Personal assistants and secretaries	239
Mount Druitt	Community and personal service workers	Carers and aides	1656
Mount Druitt	Community and personal service workers	Health and welfare support workers	304
Mount Druitt	Community and personal service workers	Hospitality workers	443
Mount Druitt	Community and personal service workers	Protective service workers	574
Mount Druitt	Community and personal service workers	Sports and personal service workers	407
Mount Druitt	Labourers	Cleaners and laundry workers	705
Mount Druitt	Labourers	Construction and mining labourers	552
Mount Druitt	Labourers	Factory process workers	1815
Mount Druitt	Labourers	Farm forestry and garden workers	130
Mount Druitt	Labourers	Food preparation assistants	572
Mount Druitt	Labourers	Labourers nfd	120
Mount Druitt	Labourers	Other labourers	1018
Mount Druitt	Machinery operators and drivers	Machine and stationary plant operators	877
Mount Druitt	Machinery operators and drivers	Machinery operators and drivers nfd	109
Mount Druitt	Machinery operators and drivers	Mobile plant operators	2070
Mount Druitt	Machinery operators and drivers	Road and rail drivers	3265
Mount Druitt	Machinery operators and drivers	Storepersons	4013
Mount Druitt	Managers	Chief executives general managers and legislators	391
Mount Druitt	Managers	Farmers and farm managers	19
Mount Druitt	Managers	Hospitality retail and service managers	1404
Mount Druitt	Managers	Managers nfd	99
Mount Druitt	Managers	Specialist managers	2982
Mount Druitt	Professionals	Arts and media professionals	61
Mount Druitt	Professionals	Business human resource and marketing professionals	1281
Mount Druitt	Professionals	Design engineering science and transport professionals	703
Mount Druitt	Professionals	Education professionals	2037
Mount Druitt	Professionals	Health professionals	914
Mount Druitt	Professionals	Information and Communication Technology ICT professionals	369
Mount Druitt	Professionals	Legal social and welfare professionals	368
Mount Druitt	Professionals	Professionals nfd	59
Mount Druitt	Sales workers	Sales assistants and salespersons	2479
Mount Druitt	Sales workers	Sales representatives and agents	803
Mount Druitt	Sales workers	Sales support workers	563
Mount Druitt	Sales workers	Sales workers nfd	18
Mount Druitt	Technicians and trades workers	Automotive and engineering trades workers	1393
Mount Druitt	Technicians and trades workers	Construction trades workers	603
Mount Druitt	Technicians and trades workers	Electrotechnology and telecommunications trades workers	929
Mount Druitt	Technicians and trades workers	Engineering ICT and science technicians	628
Mount Druitt	Technicians and trades workers	Food trades workers	371
Mount Druitt	Technicians and trades workers	Other technicians and trades workers	472
Mount Druitt	Technicians and trades workers	Skilled animal and horticultural workers	249
Mount Druitt	Technicians and trades workers	Technicians and trades workers nfd	118
Botany			1317
Botany	Clerical and administrative workers	Clerical and administrative workers nfd	32
Botany	Clerical and administrative workers	Clerical and office support workers	705
Botany	Clerical and administrative workers	General clerical workers	1117
Botany	Clerical and administrative workers	Inquiry clerks and receptionists	962
Botany	Clerical and administrative workers	Numerical clerks	1371
Botany	Clerical and administrative workers	Office managers and program administrators	948
Botany	Clerical and administrative workers	Other clerical and administrative workers	3681
Botany	Clerical and administrative workers	Personal assistants and secretaries	361
Botany	Community and personal service workers	Carers and aides	648
Botany	Community and personal service workers	Health and welfare support workers	128
Botany	Community and personal service workers	Hospitality workers	1009
Botany	Community and personal service workers	Protective service workers	1253
Botany	Community and personal service workers	Sports and personal service workers	3294
Botany	Labourers	Cleaners and laundry workers	1242
Botany	Labourers	Construction and mining labourers	474
Botany	Labourers	Factory process workers	967
Botany	Labourers	Farm forestry and garden workers	66
Botany	Labourers	Food preparation assistants	1016
Botany	Labourers	Labourers nfd	138
Botany	Labourers	Other labourers	1277
Botany	Machinery operators and drivers	Machine and stationary plant operators	597
Botany	Machinery operators and drivers	Machinery operators and drivers nfd	191
Botany	Machinery operators and drivers	Mobile plant operators	2232
Botany	Machinery operators and drivers	Road and rail drivers	2775
Botany	Machinery operators and drivers	Storepersons	1236
Botany	Managers	Chief executives general managers and legislators	544
Botany	Managers	Farmers and farm managers	11
Botany	Managers	Hospitality retail and service managers	1976
Botany	Managers	Managers nfd	192
Botany	Managers	Specialist managers	5038
Botany	Professionals	Arts and media professionals	163
Botany	Professionals	Business human resource and marketing professionals	2966
Botany	Professionals	Design engineering science and transport professionals	3046
Botany	Professionals	Education professionals	513
Botany	Professionals	Health professionals	485
Botany	Professionals	Information and Communication Technology ICT professionals	1107
Botany	Professionals	Legal social and welfare professionals	248
Botany	Professionals	Professionals nfd	200
Botany	Sales workers	Sales assistants and salespersons	3220
Botany	Sales workers	Sales representatives and agents	934
Botany	Sales workers	Sales support workers	2415
Botany	Sales workers	Sales workers nfd	21
Botany	Technicians and trades workers	Automotive and engineering trades workers	2311
Botany	Technicians and trades workers	Construction trades workers	865
Botany	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1020
Botany	Technicians and trades workers	Engineering ICT and science technicians	1031
Botany	Technicians and trades workers	Food trades workers	880
Botany	Technicians and trades workers	Other technicians and trades workers	674
Botany	Technicians and trades workers	Skilled animal and horticultural workers	273
Botany	Technicians and trades workers	Technicians and trades workers nfd	136
Marrickville - Sydenham - Petersham			453
Marrickville - Sydenham - Petersham	Clerical and administrative workers	Clerical and administrative workers nfd	9
Marrickville - Sydenham - Petersham	Clerical and administrative workers	Clerical and office support workers	99
Marrickville - Sydenham - Petersham	Clerical and administrative workers	General clerical workers	449
Marrickville - Sydenham - Petersham	Clerical and administrative workers	Inquiry clerks and receptionists	407
Marrickville - Sydenham - Petersham	Clerical and administrative workers	Numerical clerks	671
Marrickville - Sydenham - Petersham	Clerical and administrative workers	Office managers and program administrators	483
Marrickville - Sydenham - Petersham	Clerical and administrative workers	Other clerical and administrative workers	550
Marrickville - Sydenham - Petersham	Clerical and administrative workers	Personal assistants and secretaries	135
Marrickville - Sydenham - Petersham	Community and personal service workers	Carers and aides	772
Marrickville - Sydenham - Petersham	Community and personal service workers	Community and personal service workers nfd	3
Marrickville - Sydenham - Petersham	Community and personal service workers	Health and welfare support workers	204
Marrickville - Sydenham - Petersham	Community and personal service workers	Hospitality workers	569
Marrickville - Sydenham - Petersham	Community and personal service workers	Protective service workers	191
Marrickville - Sydenham - Petersham	Community and personal service workers	Sports and personal service workers	371
Marrickville - Sydenham - Petersham	Labourers	Cleaners and laundry workers	490
Marrickville - Sydenham - Petersham	Labourers	Construction and mining labourers	298
Marrickville - Sydenham - Petersham	Labourers	Factory process workers	982
Marrickville - Sydenham - Petersham	Labourers	Farm forestry and garden workers	75
Marrickville - Sydenham - Petersham	Labourers	Food preparation assistants	363
Marrickville - Sydenham - Petersham	Labourers	Labourers nfd	58
Marrickville - Sydenham - Petersham	Labourers	Other labourers	388
Marrickville - Sydenham - Petersham	Machinery operators and drivers	Machine and stationary plant operators	380
Marrickville - Sydenham - Petersham	Machinery operators and drivers	Machinery operators and drivers nfd	37
Marrickville - Sydenham - Petersham	Machinery operators and drivers	Mobile plant operators	158
Marrickville - Sydenham - Petersham	Machinery operators and drivers	Road and rail drivers	1357
Marrickville - Sydenham - Petersham	Machinery operators and drivers	Storepersons	484
Marrickville - Sydenham - Petersham	Managers	Chief executives general managers and legislators	381
Marrickville - Sydenham - Petersham	Managers	Farmers and farm managers	4
Marrickville - Sydenham - Petersham	Managers	Hospitality retail and service managers	1128
Marrickville - Sydenham - Petersham	Managers	Managers nfd	74
Marrickville - Sydenham - Petersham	Managers	Specialist managers	1670
Marrickville - Sydenham - Petersham	Professionals	Arts and media professionals	579
Marrickville - Sydenham - Petersham	Professionals	Business human resource and marketing professionals	1012
Marrickville - Sydenham - Petersham	Professionals	Design engineering science and transport professionals	833
Marrickville - Sydenham - Petersham	Professionals	Education professionals	1142
Marrickville - Sydenham - Petersham	Professionals	Health professionals	481
Marrickville - Sydenham - Petersham	Professionals	Information and Communication Technology ICT professionals	215
Marrickville - Sydenham - Petersham	Professionals	Legal social and welfare professionals	324
Marrickville - Sydenham - Petersham	Professionals	Professionals nfd	55
Marrickville - Sydenham - Petersham	Sales workers	Sales assistants and salespersons	1356
Marrickville - Sydenham - Petersham	Sales workers	Sales representatives and agents	492
Marrickville - Sydenham - Petersham	Sales workers	Sales support workers	334
Marrickville - Sydenham - Petersham	Sales workers	Sales workers nfd	7
Marrickville - Sydenham - Petersham	Technicians and trades workers	Automotive and engineering trades workers	548
Marrickville - Sydenham - Petersham	Technicians and trades workers	Construction trades workers	586
Marrickville - Sydenham - Petersham	Technicians and trades workers	Electrotechnology and telecommunications trades workers	415
Marrickville - Sydenham - Petersham	Technicians and trades workers	Engineering ICT and science technicians	269
Marrickville - Sydenham - Petersham	Technicians and trades workers	Food trades workers	811
Marrickville - Sydenham - Petersham	Technicians and trades workers	Other technicians and trades workers	665
Marrickville - Sydenham - Petersham	Technicians and trades workers	Skilled animal and horticultural workers	195
Marrickville - Sydenham - Petersham	Technicians and trades workers	Technicians and trades workers nfd	47
Sydney Inner City			9992
Sydney Inner City	Clerical and administrative workers	Clerical and administrative workers nfd	167
Sydney Inner City	Clerical and administrative workers	Clerical and office support workers	2721
Sydney Inner City	Clerical and administrative workers	General clerical workers	12271
Sydney Inner City	Clerical and administrative workers	Inquiry clerks and receptionists	9857
Sydney Inner City	Clerical and administrative workers	Numerical clerks	21014
Sydney Inner City	Clerical and administrative workers	Office managers and program administrators	15172
Sydney Inner City	Clerical and administrative workers	Other clerical and administrative workers	12984
Sydney Inner City	Clerical and administrative workers	Personal assistants and secretaries	9617
Sydney Inner City	Community and personal service workers	Carers and aides	4338
Sydney Inner City	Community and personal service workers	Community and personal service workers nfd	14
Sydney Inner City	Community and personal service workers	Health and welfare support workers	1879
Sydney Inner City	Community and personal service workers	Hospitality workers	14678
Sydney Inner City	Community and personal service workers	Protective service workers	6038
Sydney Inner City	Community and personal service workers	Sports and personal service workers	5281
Sydney Inner City	Labourers	Cleaners and laundry workers	7505
Sydney Inner City	Labourers	Construction and mining labourers	2171
