SA3_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Coffs Harbour	21000	1	National	21
Coffs Harbour	21000	1	State territory	51
Coffs Harbour	26250			48
Coffs Harbour	26250	0		2084
Coffs Harbour	26250	1	Local	7
Coffs Harbour	26250	1	National	23
Coffs Harbour	26250	1	State territory	109
Coffs Harbour	34125			45
Coffs Harbour	34125	0		3373
Coffs Harbour	34125	1	Local	20
Coffs Harbour	34125	1	National	43
Coffs Harbour	34125	1	State territory	171
Coffs Harbour	42000			46
Coffs Harbour	42000	0		4204
Coffs Harbour	42000	1	Local	48
Coffs Harbour	42000	1	National	65
Coffs Harbour	42000	1	State territory	265
Coffs Harbour	52500			22
Coffs Harbour	52500	0		4167
Coffs Harbour	52500	1	Local	110
Coffs Harbour	52500	1	National	112
Coffs Harbour	52500	1	State territory	403
Coffs Harbour	65625			29
Coffs Harbour	65625	0		3108
Coffs Harbour	65625	1	Local	150
Coffs Harbour	65625	1	National	197
Coffs Harbour	65625	1	State territory	469
Coffs Harbour	78750			16
Coffs Harbour	78750	0		1802
Coffs Harbour	78750	1	Local	115
Coffs Harbour	78750	1	National	195
Coffs Harbour	78750	1	State territory	429
Coffs Harbour	91875			3
Coffs Harbour	91875	0		1255
Coffs Harbour	91875	1	Local	87
Coffs Harbour	91875	1	National	112
Coffs Harbour	91875	1	State territory	434
Coffs Harbour	105000			6
Coffs Harbour	105000	0		782
Coffs Harbour	105000	1	Local	61
Coffs Harbour	105000	1	National	57
Coffs Harbour	105000	1	State territory	483
Coffs Harbour	157500			3
Coffs Harbour	157500	0		915
Coffs Harbour	157500	1	Local	49
Coffs Harbour	157500	1	National	69
Coffs Harbour	157500	1	State territory	430
Coffs Harbour	Inf			3
Coffs Harbour	Inf	0		523
Coffs Harbour	Inf	1	Local	11
Coffs Harbour	Inf	1	National	7
Coffs Harbour	Inf	1	State territory	69
Bourke - Cobar - Coonamble				42
Bourke - Cobar - Coonamble		0		201
Bourke - Cobar - Coonamble		1	Local	9
Bourke - Cobar - Coonamble		1	State territory	13
Bourke - Cobar - Coonamble	0			12
Bourke - Cobar - Coonamble	0	0		209
Bourke - Cobar - Coonamble	0	1	State territory	5
Bourke - Cobar - Coonamble	7875			3
Bourke - Cobar - Coonamble	7875	0		194
Bourke - Cobar - Coonamble	7875	1	Local	3
Bourke - Cobar - Coonamble	7875	1	National	4
Bourke - Cobar - Coonamble	7875	1	State territory	5
Bourke - Cobar - Coonamble	15750			15
Bourke - Cobar - Coonamble	15750	0		304
Bourke - Cobar - Coonamble	15750	1	Local	10
Bourke - Cobar - Coonamble	15750	1	National	4
Bourke - Cobar - Coonamble	15750	1	State territory	14
Bourke - Cobar - Coonamble	21000			6
Bourke - Cobar - Coonamble	21000	0		380
Bourke - Cobar - Coonamble	21000	1	Local	12
Bourke - Cobar - Coonamble	21000	1	State territory	20
Bourke - Cobar - Coonamble	26250			11
Bourke - Cobar - Coonamble	26250	0		471
Bourke - Cobar - Coonamble	26250	1	Local	12
Bourke - Cobar - Coonamble	26250	1	National	4
Bourke - Cobar - Coonamble	26250	1	State territory	31
Bourke - Cobar - Coonamble	34125			14
Bourke - Cobar - Coonamble	34125	0		755
Bourke - Cobar - Coonamble	34125	1	Local	28
Bourke - Cobar - Coonamble	34125	1	National	8
Bourke - Cobar - Coonamble	34125	1	State territory	61
Bourke - Cobar - Coonamble	42000			14
Bourke - Cobar - Coonamble	42000	0		895
Bourke - Cobar - Coonamble	42000	1	Local	61
Bourke - Cobar - Coonamble	42000	1	National	7
Bourke - Cobar - Coonamble	42000	1	State territory	100
Bourke - Cobar - Coonamble	52500			23
Bourke - Cobar - Coonamble	52500	0		903
Bourke - Cobar - Coonamble	52500	1	Local	111
Bourke - Cobar - Coonamble	52500	1	National	5
Bourke - Cobar - Coonamble	52500	1	State territory	134
Bourke - Cobar - Coonamble	65625			10
Bourke - Cobar - Coonamble	65625	0		927
Bourke - Cobar - Coonamble	65625	1	Local	117
Bourke - Cobar - Coonamble	65625	1	National	9
Bourke - Cobar - Coonamble	65625	1	State territory	165
Bourke - Cobar - Coonamble	78750			4
Bourke - Cobar - Coonamble	78750	0		567
Bourke - Cobar - Coonamble	78750	1	Local	69
Bourke - Cobar - Coonamble	78750	1	National	7
Bourke - Cobar - Coonamble	78750	1	State territory	151
Bourke - Cobar - Coonamble	91875			7
Bourke - Cobar - Coonamble	91875	0		530
Bourke - Cobar - Coonamble	91875	1	Local	51
Bourke - Cobar - Coonamble	91875	1	National	8
Bourke - Cobar - Coonamble	91875	1	State territory	156
Bourke - Cobar - Coonamble	105000			3
Bourke - Cobar - Coonamble	105000	0		377
Bourke - Cobar - Coonamble	105000	1	Local	30
Bourke - Cobar - Coonamble	105000	1	State territory	126
Bourke - Cobar - Coonamble	157500	0		625
Bourke - Cobar - Coonamble	157500	1	Local	24
Bourke - Cobar - Coonamble	157500	1	State territory	169
Bourke - Cobar - Coonamble	Inf			3
Bourke - Cobar - Coonamble	Inf	0		336
Bourke - Cobar - Coonamble	Inf	1	Local	15
Bourke - Cobar - Coonamble	Inf	1	State territory	21
Broken Hill and Far West				21
Broken Hill and Far West		0		169
Broken Hill and Far West		1	Local	7
Broken Hill and Far West		1	State territory	7
Broken Hill and Far West	0			3
Broken Hill and Far West	0	0		68
Broken Hill and Far West	0	1	State territory	3
Broken Hill and Far West	7875			3
Broken Hill and Far West	7875	0		234
Broken Hill and Far West	7875	1	State territory	11
Broken Hill and Far West	15750			10
Broken Hill and Far West	15750	0		295
Broken Hill and Far West	15750	1	National	4
Broken Hill and Far West	15750	1	State territory	12
Broken Hill and Far West	21000			13
Broken Hill and Far West	21000	0		336
Broken Hill and Far West	21000	1	Local	5
Broken Hill and Far West	21000	1	State territory	7
Broken Hill and Far West	26250			7
Broken Hill and Far West	26250	0		446
Broken Hill and Far West	26250	1	Local	3
Broken Hill and Far West	26250	1	State territory	15
Broken Hill and Far West	34125			10
Broken Hill and Far West	34125	0		694
Broken Hill and Far West	34125	1	Local	3
Broken Hill and Far West	34125	1	National	7
Broken Hill and Far West	34125	1	State territory	42
Broken Hill and Far West	42000			14
Broken Hill and Far West	42000	0		754
Broken Hill and Far West	42000	1	Local	19
Broken Hill and Far West	42000	1	National	9
Broken Hill and Far West	42000	1	State territory	59
Broken Hill and Far West	52500			9
Broken Hill and Far West	52500	0		751
Broken Hill and Far West	52500	1	Local	40
Broken Hill and Far West	52500	1	National	6
Broken Hill and Far West	52500	1	State territory	105
Broken Hill and Far West	65625			8
Broken Hill and Far West	65625	0		708
Broken Hill and Far West	65625	1	Local	72
Broken Hill and Far West	65625	1	National	14
Broken Hill and Far West	65625	1	State territory	180
Broken Hill and Far West	78750			6
Broken Hill and Far West	78750	0		435
Broken Hill and Far West	78750	1	Local	54
Broken Hill and Far West	78750	1	National	20
Broken Hill and Far West	78750	1	State territory	174
Broken Hill and Far West	91875			4
Broken Hill and Far West	91875	0		358
Broken Hill and Far West	91875	1	Local	32
Broken Hill and Far West	91875	1	National	18
Broken Hill and Far West	91875	1	State territory	189
Broken Hill and Far West	105000	0		329
Broken Hill and Far West	105000	1	Local	26
Broken Hill and Far West	105000	1	National	9
Broken Hill and Far West	105000	1	State territory	155
Broken Hill and Far West	157500	0		471
Broken Hill and Far West	157500	1	Local	24
Broken Hill and Far West	157500	1	National	10
Broken Hill and Far West	157500	1	State territory	175
Broken Hill and Far West	Inf	0		164
Broken Hill and Far West	Inf	1	Local	3
Broken Hill and Far West	Inf	1	National	4
Broken Hill and Far West	Inf	1	State territory	19
Dubbo				91
Dubbo		0		459
Dubbo		1	Local	10
Dubbo		1	National	5
Dubbo		1	State territory	43
Dubbo	0			13
Dubbo	0	0		303
Dubbo	0	1	Local	3
Dubbo	0	1	State territory	3
Dubbo	7875			28
Dubbo	7875	0		896
Dubbo	7875	1	Local	5
Dubbo	7875	1	National	6
Dubbo	7875	1	State territory	11
Dubbo	15750			30
Dubbo	15750	0		972
Dubbo	15750	1	Local	9
Dubbo	15750	1	National	6
Dubbo	15750	1	State territory	37
Dubbo	21000			30
Dubbo	21000	0		1119
Dubbo	21000	1	Local	7
Dubbo	21000	1	National	5
Dubbo	21000	1	State territory	41
Dubbo	26250			23
Dubbo	26250	0		1528
Dubbo	26250	1	Local	21
Dubbo	26250	1	National	17
Dubbo	26250	1	State territory	88
Dubbo	34125			39
Dubbo	34125	0		2597
Dubbo	34125	1	Local	39
Dubbo	34125	1	National	13
Dubbo	34125	1	State territory	159
Dubbo	42000			51
Dubbo	42000	0		3294
Dubbo	42000	1	Local	87
Dubbo	42000	1	National	30
Dubbo	42000	1	State territory	318
Dubbo	52500			46
Dubbo	52500	0		3461
Dubbo	52500	1	Local	163
Dubbo	52500	1	National	33
Dubbo	52500	1	State territory	400
Dubbo	65625			22
Dubbo	65625	0		2847
Dubbo	65625	1	Local	207
Dubbo	65625	1	National	61
Dubbo	65625	1	State territory	633
Dubbo	78750			16
Dubbo	78750	0		1632
Dubbo	78750	1	Local	127
Dubbo	78750	1	National	68
Dubbo	78750	1	State territory	511
Dubbo	91875			5
Dubbo	91875	0		1254
Dubbo	91875	1	Local	86
Dubbo	91875	1	National	60
Dubbo	91875	1	State territory	556
Dubbo	105000			4
Dubbo	105000	0		816
Dubbo	105000	1	Local	74
Dubbo	105000	1	National	27
Dubbo	105000	1	State territory	587
Dubbo	157500			3
Dubbo	157500	0		920
Dubbo	157500	1	Local	64
Dubbo	157500	1	National	37
Dubbo	157500	1	State territory	565
Dubbo	Inf			5
Dubbo	Inf	0		532
Dubbo	Inf	1	Local	22
Dubbo	Inf	1	National	10
Dubbo	Inf	1	State territory	102
Lower Hunter				70
Lower Hunter		0		436
Lower Hunter		1	Local	3
Lower Hunter		1	National	3
Lower Hunter		1	State territory	36
Lower Hunter	0			16
Lower Hunter	0	0		260
Lower Hunter	0	1	National	5
Lower Hunter	7875			8
Lower Hunter	7875	0		1193
Lower Hunter	7875	1	Local	3
Lower Hunter	7875	1	National	3
Lower Hunter	7875	1	State territory	22
Lower Hunter	15750			25
Lower Hunter	15750	0		1333
Lower Hunter	15750	1	Local	4
Lower Hunter	15750	1	National	10
Lower Hunter	15750	1	State territory	45
Lower Hunter	21000			21
Lower Hunter	21000	0		1454
Lower Hunter	21000	1	Local	15
Lower Hunter	21000	1	National	10
Lower Hunter	21000	1	State territory	68
Lower Hunter	26250			19
Lower Hunter	26250	0		1716
Lower Hunter	26250	1	Local	10
Lower Hunter	26250	1	National	13
Lower Hunter	26250	1	State territory	73
Lower Hunter	34125			36
Lower Hunter	34125	0		2586
Lower Hunter	34125	1	Local	26
Lower Hunter	34125	1	National	64
Lower Hunter	34125	1	State territory	167
Lower Hunter	42000			30
Lower Hunter	42000	0		2846
Lower Hunter	42000	1	Local	57
Lower Hunter	42000	1	National	201
Lower Hunter	42000	1	State territory	209
Lower Hunter	52500			34
Lower Hunter	52500	0		2894
Lower Hunter	52500	1	Local	88
Lower Hunter	52500	1	National	106
Lower Hunter	52500	1	State territory	293
Lower Hunter	65625			36
Lower Hunter	65625	0		2881
Lower Hunter	65625	1	Local	125
Lower Hunter	65625	1	National	103
Lower Hunter	65625	1	State territory	394
Lower Hunter	78750			13
Lower Hunter	78750	0		1961
Lower Hunter	78750	1	Local	107
Lower Hunter	78750	1	National	87
Lower Hunter	78750	1	State territory	309
Lower Hunter	91875			12
Lower Hunter	91875	0		1865
Lower Hunter	91875	1	Local	63
Lower Hunter	91875	1	National	79
Lower Hunter	91875	1	State territory	371
Lower Hunter	105000			8
Lower Hunter	105000	0		1533
Lower Hunter	105000	1	Local	37
Lower Hunter	105000	1	National	39
Lower Hunter	105000	1	State territory	338
Lower Hunter	157500			10
Lower Hunter	157500	0		3756
Lower Hunter	157500	1	Local	39
Lower Hunter	157500	1	National	37
Lower Hunter	157500	1	State territory	288
Lower Hunter	Inf			7
Lower Hunter	Inf	0		1437
Lower Hunter	Inf	1	Local	16
Lower Hunter	Inf	1	National	7
Lower Hunter	Inf	1	State territory	25
Maitland				39
Maitland		0		322
Maitland		1	Local	4
Maitland		1	National	3
Maitland		1	State territory	22
Maitland	0			10
Maitland	0	0		174
Maitland	0	1	State territory	6
Maitland	7875			11
Maitland	7875	0		1234
Maitland	7875	1	National	4
Maitland	7875	1	State territory	20
Maitland	15750			11
Maitland	15750	0		1152
Maitland	15750	1	Local	5
Maitland	15750	1	National	3
Maitland	15750	1	State territory	44
Maitland	21000			16
Maitland	21000	0		1286
Maitland	21000	1	Local	3
Maitland	21000	1	National	6
Maitland	21000	1	State territory	49
Maitland	26250			24
Maitland	26250	0		1383
Maitland	26250	1	Local	16
Maitland	26250	1	National	5
Maitland	26250	1	State territory	71
Maitland	34125			22
Maitland	34125	0		2271
Maitland	34125	1	Local	21
Maitland	34125	1	National	13
Maitland	34125	1	State territory	123
Maitland	42000			22
Maitland	42000	0		2811
Maitland	42000	1	Local	30
Maitland	42000	1	National	20
Maitland	42000	1	State territory	219
Maitland	52500			18
Maitland	52500	0		3182
Maitland	52500	1	Local	59
Maitland	52500	1	National	33
Maitland	52500	1	State territory	351
Maitland	65625			27
Maitland	65625	0		2847
Maitland	65625	1	Local	93
Maitland	65625	1	National	54
Maitland	65625	1	State territory	429
Maitland	78750			10
Maitland	78750	0		1707
Maitland	78750	1	Local	69
Maitland	78750	1	National	52
Maitland	78750	1	State territory	489
Maitland	91875			9
Maitland	91875	0		1355
Maitland	91875	1	Local	35
Maitland	91875	1	National	36
Maitland	91875	1	State territory	407
Maitland	105000			8
Maitland	105000	0		887
Maitland	105000	1	Local	38
Maitland	105000	1	National	14
Maitland	105000	1	State territory	375
Maitland	157500			10
Maitland	157500	0		1188
Maitland	157500	1	Local	31
Maitland	157500	1	National	15
Maitland	157500	1	State territory	372
Maitland	Inf			7
Maitland	Inf	0		617
Maitland	Inf	1	Local	17
Maitland	Inf	1	National	12
Maitland	Inf	1	State territory	83
Port Stephens				53
Port Stephens		0		318
Port Stephens		1	Local	3
Port Stephens		1	National	16
Port Stephens		1	State territory	15
Port Stephens	0			12
Port Stephens	0	0		165
Port Stephens	0	1	National	8
Port Stephens	7875			8
Port Stephens	7875	0		1013
Port Stephens	7875	1	National	9
Port Stephens	7875	1	State territory	10
Port Stephens	15750			19
Port Stephens	15750	0		983
Port Stephens	15750	1	Local	7
Port Stephens	15750	1	National	6
Port Stephens	15750	1	State territory	19
Port Stephens	21000			23
Port Stephens	21000	0		1191
Port Stephens	21000	1	Local	3
Port Stephens	21000	1	National	9
Port Stephens	21000	1	State territory	41
Port Stephens	26250			30
Port Stephens	26250	0		1434
Port Stephens	26250	1	Local	15
Port Stephens	26250	1	National	14
Port Stephens	26250	1	State territory	72
Port Stephens	34125			33
Port Stephens	34125	0		2229
Port Stephens	34125	1	Local	25
Port Stephens	34125	1	National	34
Port Stephens	34125	1	State territory	67
Port Stephens	42000			24
Port Stephens	42000	0		2501
Port Stephens	42000	1	Local	44
Port Stephens	42000	1	National	62
Port Stephens	42000	1	State territory	119
Port Stephens	52500			17
Port Stephens	52500	0		2748
Port Stephens	52500	1	Local	84
Port Stephens	52500	1	National	154
Port Stephens	52500	1	State territory	120
Port Stephens	65625			24
Port Stephens	65625	0		2713
Port Stephens	65625	1	Local	93
Port Stephens	65625	1	National	424
Port Stephens	65625	1	State territory	194
Port Stephens	78750			11
Port Stephens	78750	0		1745
Port Stephens	78750	1	Local	74
Port Stephens	78750	1	National	562
Port Stephens	78750	1	State territory	141
Port Stephens	91875			14
Port Stephens	91875	0		1532
Port Stephens	91875	1	Local	47
Port Stephens	91875	1	National	555
Port Stephens	91875	1	State territory	211
Port Stephens	105000			3
Port Stephens	105000	0		1118
Port Stephens	105000	1	Local	24
Port Stephens	105000	1	National	345
Port Stephens	105000	1	State territory	217
Port Stephens	157500			4
Port Stephens	157500	0		1389
Port Stephens	157500	1	Local	46
Port Stephens	157500	1	National	473
Port Stephens	157500	1	State territory	180
Port Stephens	Inf			9
Port Stephens	Inf	0		594
Port Stephens	Inf	1	Local	20
Port Stephens	Inf	1	National	115
Port Stephens	Inf	1	State territory	21
Upper Hunter				27
Upper Hunter		0		259
Upper Hunter		1	Local	3
Upper Hunter		1	State territory	5
Upper Hunter	0			13
Upper Hunter	0	0		129
Upper Hunter	0	1	National	3
Upper Hunter	7875			10
Upper Hunter	7875	0		450
Upper Hunter	7875	1	Local	12
Upper Hunter	7875	1	National	4
Upper Hunter	7875	1	State territory	12
Upper Hunter	15750			7
Upper Hunter	15750	0		485
Upper Hunter	15750	1	Local	8
Upper Hunter	15750	1	State territory	20
Upper Hunter	21000			7
Upper Hunter	21000	0		576
Upper Hunter	21000	1	Local	11
Upper Hunter	21000	1	National	5
Upper Hunter	21000	1	State territory	23
Upper Hunter	26250			20
Upper Hunter	26250	0		634
Upper Hunter	26250	1	Local	8
Upper Hunter	26250	1	State territory	33
Upper Hunter	34125			19
Upper Hunter	34125	0		1053
Upper Hunter	34125	1	Local	27
Upper Hunter	34125	1	National	11
Upper Hunter	34125	1	State territory	72
Upper Hunter	42000			12
Upper Hunter	42000	0		1340
Upper Hunter	42000	1	Local	34
Upper Hunter	42000	1	National	3
Upper Hunter	42000	1	State territory	82
Upper Hunter	52500			24
Upper Hunter	52500	0		1383
Upper Hunter	52500	1	Local	85
Upper Hunter	52500	1	National	17
Upper Hunter	52500	1	State territory	143
Upper Hunter	65625			8
Upper Hunter	65625	0		1334
Upper Hunter	65625	1	Local	84
Upper Hunter	65625	1	National	18
Upper Hunter	65625	1	State territory	164
Upper Hunter	78750			6
Upper Hunter	78750	0		918
Upper Hunter	78750	1	Local	47
Upper Hunter	78750	1	National	10
Upper Hunter	78750	1	State territory	135
Upper Hunter	91875			9
Upper Hunter	91875	0		831
Upper Hunter	91875	1	Local	21
Upper Hunter	91875	1	National	8
Upper Hunter	91875	1	State territory	135
Upper Hunter	105000			3
Upper Hunter	105000	0		749
Upper Hunter	105000	1	Local	12
Upper Hunter	105000	1	National	3
Upper Hunter	105000	1	State territory	130
Upper Hunter	157500			7
Upper Hunter	157500	0		1953
Upper Hunter	157500	1	Local	21
Upper Hunter	157500	1	National	3
Upper Hunter	157500	1	State territory	119
Upper Hunter	Inf			3
Upper Hunter	Inf	0		736
Upper Hunter	Inf	1	Local	4
Upper Hunter	Inf	1	State territory	14
Dapto - Port Kembla				76
Dapto - Port Kembla		0		347
Dapto - Port Kembla		1	State territory	23
Dapto - Port Kembla	0			14
Dapto - Port Kembla	0	0		140
Dapto - Port Kembla	0	1	State territory	3
Dapto - Port Kembla	7875			15
Dapto - Port Kembla	7875	0		896
Dapto - Port Kembla	7875	1	National	3
Dapto - Port Kembla	7875	1	State territory	13
Dapto - Port Kembla	15750			20
Dapto - Port Kembla	15750	0		941
Dapto - Port Kembla	15750	1	National	4
Dapto - Port Kembla	15750	1	State territory	32
Dapto - Port Kembla	21000			21
Dapto - Port Kembla	21000	0		1097
Dapto - Port Kembla	21000	1	National	3
Dapto - Port Kembla	21000	1	State territory	38
Dapto - Port Kembla	26250			28
Dapto - Port Kembla	26250	0		1340
Dapto - Port Kembla	26250	1	Local	6
Dapto - Port Kembla	26250	1	National	12
Dapto - Port Kembla	26250	1	State territory	54
Dapto - Port Kembla	34125			25
Dapto - Port Kembla	34125	0		2157
Dapto - Port Kembla	34125	1	Local	8
Dapto - Port Kembla	34125	1	National	15
Dapto - Port Kembla	34125	1	State territory	97
Dapto - Port Kembla	42000			22
Dapto - Port Kembla	42000	0		2603
Dapto - Port Kembla	42000	1	Local	12
Dapto - Port Kembla	42000	1	National	21
Dapto - Port Kembla	42000	1	State territory	141
Dapto - Port Kembla	52500			36
Dapto - Port Kembla	52500	0		2982
Dapto - Port Kembla	52500	1	Local	22
Dapto - Port Kembla	52500	1	National	33
Dapto - Port Kembla	52500	1	State territory	207
Dapto - Port Kembla	65625			35
Dapto - Port Kembla	65625	0		3147
Dapto - Port Kembla	65625	1	Local	37
Dapto - Port Kembla	65625	1	National	33
Dapto - Port Kembla	65625	1	State territory	265
Dapto - Port Kembla	78750			15
Dapto - Port Kembla	78750	0		2195
Dapto - Port Kembla	78750	1	Local	19
Dapto - Port Kembla	78750	1	National	77
