SA3_NAME16	IncomeTotPersonal.max	workers
Coffs Harbour	34125	3652
Coffs Harbour	42000	4629
Coffs Harbour	52500	4811
Coffs Harbour	65625	3947
Coffs Harbour	78750	2557
Coffs Harbour	91875	1894
Coffs Harbour	105000	1381
Coffs Harbour	157500	1469
Coffs Harbour	Inf	616
Bourke - Cobar - Coonamble		268
Bourke - Cobar - Coonamble	0	231
Bourke - Cobar - Coonamble	7875	215
Bourke - Cobar - Coonamble	15750	348
Bourke - Cobar - Coonamble	21000	426
Bourke - Cobar - Coonamble	26250	526
Bourke - Cobar - Coonamble	34125	862
Bourke - Cobar - Coonamble	42000	1071
Bourke - Cobar - Coonamble	52500	1181
Bourke - Cobar - Coonamble	65625	1229
Bourke - Cobar - Coonamble	78750	799
Bourke - Cobar - Coonamble	91875	753
Bourke - Cobar - Coonamble	105000	541
Bourke - Cobar - Coonamble	157500	823
Bourke - Cobar - Coonamble	Inf	378
Broken Hill and Far West		206
Broken Hill and Far West	0	74
Broken Hill and Far West	7875	248
Broken Hill and Far West	15750	325
Broken Hill and Far West	21000	361
Broken Hill and Far West	26250	477
Broken Hill and Far West	34125	751
Broken Hill and Far West	42000	848
Broken Hill and Far West	52500	915
Broken Hill and Far West	65625	973
Broken Hill and Far West	78750	687
Broken Hill and Far West	91875	592
Broken Hill and Far West	105000	523
Broken Hill and Far West	157500	678
Broken Hill and Far West	Inf	196
Dubbo		606
Dubbo	0	327
Dubbo	7875	945
Dubbo	15750	1050
Dubbo	21000	1206
Dubbo	26250	1674
Dubbo	34125	2855
Dubbo	42000	3778
Dubbo	52500	4105
Dubbo	65625	3776
Dubbo	78750	2359
Dubbo	91875	1962
Dubbo	105000	1506
Dubbo	157500	1593
Dubbo	Inf	666
Lower Hunter		551
Lower Hunter	0	284
Lower Hunter	7875	1236
Lower Hunter	15750	1420
Lower Hunter	21000	1570
Lower Hunter	26250	1835
Lower Hunter	34125	2880
Lower Hunter	42000	3354
Lower Hunter	52500	3418
Lower Hunter	65625	3537
Lower Hunter	78750	2480
Lower Hunter	91875	2386
Lower Hunter	105000	1956
Lower Hunter	157500	4128
Lower Hunter	Inf	1488
Maitland		396
Maitland	0	194
Maitland	7875	1272
Maitland	15750	1216
Maitland	21000	1357
Maitland	26250	1504
Maitland	34125	2447
Maitland	42000	3101
Maitland	52500	3643
Maitland	65625	3448
Maitland	78750	2333
Maitland	91875	1847
Maitland	105000	1319
Maitland	157500	1616
Maitland	Inf	737
Port Stephens		401
Port Stephens	0	185
Port Stephens	7875	1036
Port Stephens	15750	1031
Port Stephens	21000	1260
Port Stephens	26250	1569
Port Stephens	34125	2382
Port Stephens	42000	2744
Port Stephens	52500	3121
Port Stephens	65625	3446
Port Stephens	78750	2525
Port Stephens	91875	2349
Port Stephens	105000	1704
Port Stephens	157500	2096
Port Stephens	Inf	749
Upper Hunter		300
Upper Hunter	0	144
Upper Hunter	7875	482
Upper Hunter	15750	521
Upper Hunter	21000	622
Upper Hunter	26250	698
Upper Hunter	34125	1173
Upper Hunter	42000	1470
Upper Hunter	52500	1646
Upper Hunter	65625	1614
Upper Hunter	78750	1115
Upper Hunter	91875	998
Upper Hunter	105000	904
Upper Hunter	157500	2098
Upper Hunter	Inf	755
Dapto - Port Kembla		445
Dapto - Port Kembla	0	154
Dapto - Port Kembla	7875	931
Dapto - Port Kembla	15750	997
Dapto - Port Kembla	21000	1168
Dapto - Port Kembla	26250	1438
Dapto - Port Kembla	34125	2305
Dapto - Port Kembla	42000	2795
Dapto - Port Kembla	52500	3284
Dapto - Port Kembla	65625	3510
Dapto - Port Kembla	78750	2547
Dapto - Port Kembla	91875	2285
Dapto - Port Kembla	105000	2001
Dapto - Port Kembla	157500	2758
Dapto - Port Kembla	Inf	878
Illawarra Catchment Reserve	15750	3
Illawarra Catchment Reserve	21000	4
Illawarra Catchment Reserve	26250	3
Illawarra Catchment Reserve	34125	3
Illawarra Catchment Reserve	42000	3
Illawarra Catchment Reserve	52500	7
Illawarra Catchment Reserve	65625	3
Illawarra Catchment Reserve	91875	9
Illawarra Catchment Reserve	105000	7
Illawarra Catchment Reserve	157500	19
Illawarra Catchment Reserve	Inf	3
Kiama - Shellharbour		322
Kiama - Shellharbour	0	186
Kiama - Shellharbour	7875	1351
Kiama - Shellharbour	15750	1410
Kiama - Shellharbour	21000	1416
Kiama - Shellharbour	26250	1710
Kiama - Shellharbour	34125	2559
Kiama - Shellharbour	42000	2802
Kiama - Shellharbour	52500	2829
Kiama - Shellharbour	65625	2583
Kiama - Shellharbour	78750	1688
Kiama - Shellharbour	91875	1413
Kiama - Shellharbour	105000	1000
Kiama - Shellharbour	157500	1099
Kiama - Shellharbour	Inf	427
Wollongong		717
Wollongong	0	322
Wollongong	7875	2339
Wollongong	15750	2639
Wollongong	21000	2631
Wollongong	26250	3264
Wollongong	34125	4763
Wollongong	42000	5471
Wollongong	52500	6201
Wollongong	65625	6504
Wollongong	78750	4500
Wollongong	91875	3921
Wollongong	105000	2809
Wollongong	157500	3836
Wollongong	Inf	1736
Great Lakes		173
Great Lakes	0	92
Great Lakes	7875	431
Great Lakes	15750	457
Great Lakes	21000	578
Great Lakes	26250	743
Great Lakes	34125	1171
Great Lakes	42000	1361
Great Lakes	52500	1252
Great Lakes	65625	921
Great Lakes	78750	580
Great Lakes	91875	385
Great Lakes	105000	324
Great Lakes	157500	372
Great Lakes	Inf	157
Kempsey - Nambucca		277
Kempsey - Nambucca	0	171
Kempsey - Nambucca	7875	614
Kempsey - Nambucca	15750	690
Kempsey - Nambucca	21000	912
Kempsey - Nambucca	26250	1160
Kempsey - Nambucca	34125	1801
Kempsey - Nambucca	42000	2175
Kempsey - Nambucca	52500	2042
Kempsey - Nambucca	65625	1735
Kempsey - Nambucca	78750	1019
Kempsey - Nambucca	91875	763
Kempsey - Nambucca	105000	644
Kempsey - Nambucca	157500	586
Kempsey - Nambucca	Inf	276
Lord Howe Island		10
Lord Howe Island	7875	4
Lord Howe Island	15750	7
Lord Howe Island	21000	14
Lord Howe Island	26250	13
Lord Howe Island	34125	18
Lord Howe Island	42000	33
Lord Howe Island	52500	31
Lord Howe Island	65625	34
Lord Howe Island	78750	19
Lord Howe Island	91875	17
Lord Howe Island	105000	6
Lord Howe Island	157500	10
Lord Howe Island	Inf	7
Port Macquarie		484
Port Macquarie	0	204
Port Macquarie	7875	1179
Port Macquarie	15750	1163
Port Macquarie	21000	1440
Port Macquarie	26250	1796
Port Macquarie	34125	3072
Port Macquarie	42000	3623
Port Macquarie	52500	3848
Port Macquarie	65625	3334
Port Macquarie	78750	2213
Port Macquarie	91875	1755
Port Macquarie	105000	1272
Port Macquarie	157500	1449
Port Macquarie	Inf	680
Taree - Gloucester		322
Taree - Gloucester	0	195
Taree - Gloucester	7875	736
Taree - Gloucester	15750	775
Taree - Gloucester	21000	1051
Taree - Gloucester	26250	1283
Taree - Gloucester	34125	2072
Taree - Gloucester	42000	2391
Taree - Gloucester	52500	2453
Taree - Gloucester	65625	1942
Taree - Gloucester	78750	1187
Taree - Gloucester	91875	870
Taree - Gloucester	105000	632
Taree - Gloucester	157500	585
Taree - Gloucester	Inf	293
Albury		491
Albury	0	211
Albury	7875	1176
Albury	15750	1115
Albury	21000	1305
Albury	26250	1735
Albury	34125	2852
Albury	42000	3536
Albury	52500	4053
Albury	65625	3691
Albury	78750	2555
Albury	91875	1914
Albury	105000	1303
Albury	157500	1491
Albury	Inf	632
Lower Murray		122
Lower Murray	0	93
Lower Murray	7875	131
Lower Murray	15750	223
Lower Murray	21000	279
Lower Murray	26250	315
Lower Murray	34125	554
Lower Murray	42000	643
Lower Murray	52500	756
Lower Murray	65625	663
Lower Murray	78750	412
Lower Murray	91875	304
Lower Murray	105000	245
Lower Murray	157500	273
Lower Murray	Inf	127
Upper Murray exc. Albury		365
Upper Murray exc. Albury	0	235
Upper Murray exc. Albury	7875	623
Upper Murray exc. Albury	15750	750
Upper Murray exc. Albury	21000	875
Upper Murray exc. Albury	26250	1085
Upper Murray exc. Albury	34125	1827
Upper Murray exc. Albury	42000	2020
Upper Murray exc. Albury	52500	2329
Upper Murray exc. Albury	65625	2139
Upper Murray exc. Albury	78750	1290
Upper Murray exc. Albury	91875	935
Upper Murray exc. Albury	105000	544
Upper Murray exc. Albury	157500	646
Upper Murray exc. Albury	Inf	290
Armidale		301
Armidale	0	188
Armidale	7875	658
Armidale	15750	816
Armidale	21000	839
Armidale	26250	1055
Armidale	34125	1626
Armidale	42000	2004
Armidale	52500	1923
Armidale	65625	1870
Armidale	78750	1145
Armidale	91875	1038
Armidale	105000	719
Armidale	157500	990
Armidale	Inf	390
Inverell - Tenterfield		295
Inverell - Tenterfield	0	284
Inverell - Tenterfield	7875	557
Inverell - Tenterfield	15750	749
Inverell - Tenterfield	21000	867
Inverell - Tenterfield	26250	1034
Inverell - Tenterfield	34125	1588
Inverell - Tenterfield	42000	1891
Inverell - Tenterfield	52500	2001
Inverell - Tenterfield	65625	1542
Inverell - Tenterfield	78750	794
Inverell - Tenterfield	91875	581
Inverell - Tenterfield	105000	468
Inverell - Tenterfield	157500	470
Inverell - Tenterfield	Inf	235
Moree - Narrabri		295
Moree - Narrabri	0	185
Moree - Narrabri	7875	326
Moree - Narrabri	15750	349
Moree - Narrabri	21000	453
Moree - Narrabri	26250	574
Moree - Narrabri	34125	1039
Moree - Narrabri	42000	1307
Moree - Narrabri	52500	1508
Moree - Narrabri	65625	1548
Moree - Narrabri	78750	1030
Moree - Narrabri	91875	803
Moree - Narrabri	105000	525
Moree - Narrabri	157500	634
Moree - Narrabri	Inf	451
Tamworth - Gunnedah		632
Tamworth - Gunnedah	0	368
Tamworth - Gunnedah	7875	1165
Tamworth - Gunnedah	15750	1228
Tamworth - Gunnedah	21000	1578
Tamworth - Gunnedah	26250	1954
Tamworth - Gunnedah	34125	3191
Tamworth - Gunnedah	42000	4379
Tamworth - Gunnedah	52500	5084
Tamworth - Gunnedah	65625	4578
Tamworth - Gunnedah	78750	2782
Tamworth - Gunnedah	91875	2258
Tamworth - Gunnedah	105000	1623
Tamworth - Gunnedah	157500	2106
Tamworth - Gunnedah	Inf	835
Lake Macquarie - East		589
Lake Macquarie - East	0	288
Lake Macquarie - East	7875	2180
Lake Macquarie - East	15750	2034
Lake Macquarie - East	21000	2197
Lake Macquarie - East	26250	2552
Lake Macquarie - East	34125	3964
Lake Macquarie - East	42000	4956
Lake Macquarie - East	52500	5500
Lake Macquarie - East	65625	5494
Lake Macquarie - East	78750	3229
Lake Macquarie - East	91875	2590
Lake Macquarie - East	105000	1686
Lake Macquarie - East	157500	1878
Lake Macquarie - East	Inf	923
Lake Macquarie - West		292
Lake Macquarie - West	0	120
Lake Macquarie - West	7875	673
Lake Macquarie - West	15750	812
Lake Macquarie - West	21000	995
Lake Macquarie - West	26250	1127
Lake Macquarie - West	34125	1824
Lake Macquarie - West	42000	2198
Lake Macquarie - West	52500	2237
Lake Macquarie - West	65625	2210
Lake Macquarie - West	78750	1351
Lake Macquarie - West	91875	1173
Lake Macquarie - West	105000	831
Lake Macquarie - West	157500	1149
Lake Macquarie - West	Inf	612
Newcastle		1269
Newcastle	0	411
Newcastle	7875	3076
Newcastle	15750	3332
Newcastle	21000	3775
Newcastle	26250	4817
Newcastle	34125	7709
Newcastle	42000	10172
Newcastle	52500	12462
Newcastle	65625	13611
Newcastle	78750	9843
Newcastle	91875	8557
Newcastle	105000	6018
Newcastle	157500	8918
Newcastle	Inf	3945
Richmond Valley - Coastal		515
Richmond Valley - Coastal	0	247
Richmond Valley - Coastal	7875	1207
Richmond Valley - Coastal	15750	1245
Richmond Valley - Coastal	21000	1750
Richmond Valley - Coastal	26250	2361
Richmond Valley - Coastal	34125	3602
Richmond Valley - Coastal	42000	4110
Richmond Valley - Coastal	52500	3960
Richmond Valley - Coastal	65625	3395
Richmond Valley - Coastal	78750	2004
Richmond Valley - Coastal	91875	1518
Richmond Valley - Coastal	105000	1105
Richmond Valley - Coastal	157500	1245
Richmond Valley - Coastal	Inf	728
Richmond Valley - Hinterland		427
Richmond Valley - Hinterland	0	270
Richmond Valley - Hinterland	7875	1111
Richmond Valley - Hinterland	15750	1279
Richmond Valley - Hinterland	21000	1481
Richmond Valley - Hinterland	26250	1965
Richmond Valley - Hinterland	34125	3129
Richmond Valley - Hinterland	42000	4068
Richmond Valley - Hinterland	52500	4372
Richmond Valley - Hinterland	65625	3702
Richmond Valley - Hinterland	78750	2116
Richmond Valley - Hinterland	91875	1699
Richmond Valley - Hinterland	105000	1141
Richmond Valley - Hinterland	157500	1261
Richmond Valley - Hinterland	Inf	603
Tweed Valley		498
Tweed Valley	0	211
Tweed Valley	7875	1214
Tweed Valley	15750	1403
Tweed Valley	21000	1528
Tweed Valley	26250	2038
Tweed Valley	34125	3325
Tweed Valley	42000	3722
Tweed Valley	52500	3976
Tweed Valley	65625	3628
Tweed Valley	78750	2072
Tweed Valley	91875	1673
Tweed Valley	105000	1168
Tweed Valley	157500	1136
Tweed Valley	Inf	568
Griffith - Murrumbidgee (West)		467
Griffith - Murrumbidgee (West)	0	191
Griffith - Murrumbidgee (West)	7875	717
Griffith - Murrumbidgee (West)	15750	702
Griffith - Murrumbidgee (West)	21000	943
Griffith - Murrumbidgee (West)	26250	1223
Griffith - Murrumbidgee (West)	34125	2073
Griffith - Murrumbidgee (West)	42000	3058
Griffith - Murrumbidgee (West)	52500	3413
Griffith - Murrumbidgee (West)	65625	2955
Griffith - Murrumbidgee (West)	78750	1819
Griffith - Murrumbidgee (West)	91875	1324
Griffith - Murrumbidgee (West)	105000	877
Griffith - Murrumbidgee (West)	157500	977
Griffith - Murrumbidgee (West)	Inf	471
Tumut - Tumbarumba		122
Tumut - Tumbarumba	0	65
Tumut - Tumbarumba	7875	196
Tumut - Tumbarumba	15750	238
Tumut - Tumbarumba	21000	277
Tumut - Tumbarumba	26250	351
Tumut - Tumbarumba	34125	625
Tumut - Tumbarumba	42000	688
Tumut - Tumbarumba	52500	728
Tumut - Tumbarumba	65625	790
Tumut - Tumbarumba	78750	522
Tumut - Tumbarumba	91875	462
Tumut - Tumbarumba	105000	297
Tumut - Tumbarumba	157500	399
Tumut - Tumbarumba	Inf	131
Wagga Wagga		713
Wagga Wagga	0	340
Wagga Wagga	7875	1485
Wagga Wagga	15750	1514
Wagga Wagga	21000	1772
Wagga Wagga	26250	2249
Wagga Wagga	34125	3938
Wagga Wagga	42000	5435
Wagga Wagga	52500	6057
Wagga Wagga	65625	5485
Wagga Wagga	78750	3648
Wagga Wagga	91875	2811
Wagga Wagga	105000	2075
Wagga Wagga	157500	2343
Wagga Wagga	Inf	1028
Shoalhaven		573
Shoalhaven	0	227
Shoalhaven	7875	1433
Shoalhaven	15750	1593
Shoalhaven	21000	1885
Shoalhaven	26250	2418
Shoalhaven	34125	3818
Shoalhaven	42000	4275
Shoalhaven	52500	4346
Shoalhaven	65625	4058
Shoalhaven	78750	2653
Shoalhaven	91875	2209
Shoalhaven	105000	1615
Shoalhaven	157500	1771
Shoalhaven	Inf	733
Southern Highlands		346
Southern Highlands	0	196
Southern Highlands	7875	886
Southern Highlands	15750	769
Southern Highlands	21000	990
Southern Highlands	26250	1138
Southern Highlands	34125	1825
Southern Highlands	42000	2237
Southern Highlands	52500	2407
Southern Highlands	65625	2263
Southern Highlands	78750	1293
Southern Highlands	91875	1160
Southern Highlands	105000	860
Southern Highlands	157500	1046
Southern Highlands	Inf	545
Baulkham Hills		785
Baulkham Hills	0	391
Baulkham Hills	7875	2477
Baulkham Hills	15750	2519
Baulkham Hills	21000	2462
Baulkham Hills	26250	2743
Baulkham Hills	34125	4089
Baulkham Hills	42000	4995
Baulkham Hills	52500	6066
Baulkham Hills	65625	6690
Baulkham Hills	78750	4988
Baulkham Hills	91875	4567
Baulkham Hills	105000	3468
Baulkham Hills	157500	5705
Baulkham Hills	Inf	3483
Dural - Wisemans Ferry		187
Dural - Wisemans Ferry	0	92
Dural - Wisemans Ferry	7875	565
Dural - Wisemans Ferry	15750	550
Dural - Wisemans Ferry	21000	584
Dural - Wisemans Ferry	26250	616
Dural - Wisemans Ferry	34125	955
Dural - Wisemans Ferry	42000	1096
Dural - Wisemans Ferry	52500	1245
Dural - Wisemans Ferry	65625	1274
Dural - Wisemans Ferry	78750	880
Dural - Wisemans Ferry	91875	711
Dural - Wisemans Ferry	105000	469
Dural - Wisemans Ferry	157500	558
Dural - Wisemans Ferry	Inf	340
Hawkesbury		112
Hawkesbury	0	67
Hawkesbury	7875	154
Hawkesbury	15750	221
Hawkesbury	21000	253
Hawkesbury	26250	286
Hawkesbury	34125	431
Hawkesbury	42000	462
Hawkesbury	52500	528
Hawkesbury	65625	562
Hawkesbury	78750	352
Hawkesbury	91875	260
Hawkesbury	105000	173
Hawkesbury	157500	168
Hawkesbury	Inf	81
Rouse Hill - McGraths Hill		189
Rouse Hill - McGraths Hill	0	85
Rouse Hill - McGraths Hill	7875	712
Rouse Hill - McGraths Hill	15750	688
Rouse Hill - McGraths Hill	21000	679
Rouse Hill - McGraths Hill	26250	747
Rouse Hill - McGraths Hill	34125	1041
Rouse Hill - McGraths Hill	42000	1174
Rouse Hill - McGraths Hill	52500	1332
Rouse Hill - McGraths Hill	65625	1331
Rouse Hill - McGraths Hill	78750	858
Rouse Hill - McGraths Hill	91875	684
Rouse Hill - McGraths Hill	105000	470
Rouse Hill - McGraths Hill	157500	531
Rouse Hill - McGraths Hill	Inf	281
Blacktown		744
Blacktown	0	340
Blacktown	7875	1539
Blacktown	15750	1883
Blacktown	21000	1999
Blacktown	26250	2397
Blacktown	34125	3774
Blacktown	42000	5317
Blacktown	52500	6554
Blacktown	65625	6937
Blacktown	78750	4633
Blacktown	91875	3564
Blacktown	105000	2548
Blacktown	157500	2952
Blacktown	Inf	1376
Blacktown - North		212
Blacktown - North	0	148
Blacktown - North	7875	817
Blacktown - North	15750	804
Blacktown - North	21000	752
Blacktown - North	26250	886
Blacktown - North	34125	1288
Blacktown - North	42000	1602
Blacktown - North	52500	1776
Blacktown - North	65625	1897
Blacktown - North	78750	1388
Blacktown - North	91875	1088
Blacktown - North	105000	849
Blacktown - North	157500	954
Blacktown - North	Inf	337
Mount Druitt		781
Mount Druitt	0	256
Mount Druitt	7875	1148
Mount Druitt	15750	1377
Mount Druitt	21000	1431
Mount Druitt	26250	1769
Mount Druitt	34125	3033
Mount Druitt	42000	4945
Mount Druitt	52500	6949
Mount Druitt	65625	7238
Mount Druitt	78750	4851
Mount Druitt	91875	3964
Mount Druitt	105000	2612
Mount Druitt	157500	3330
Mount Druitt	Inf	1355
Botany		904
Botany	0	264
Botany	7875	896
Botany	15750	1181
Botany	21000	1595
Botany	26250	2060
Botany	34125	3604
Botany	42000	5400
Botany	52500	7722
Botany	65625	8482
Botany	78750	6376
Botany	91875	5509
Botany	105000	4045
Botany	157500	6710
Botany	Inf	4574
Marrickville - Sydenham - Petersham		325
Marrickville - Sydenham - Petersham	0	175
Marrickville - Sydenham - Petersham	7875	620
Marrickville - Sydenham - Petersham	15750	892
Marrickville - Sydenham - Petersham	21000	1231
Marrickville - Sydenham - Petersham	26250	1445
Marrickville - Sydenham - Petersham	34125	2293
Marrickville - Sydenham - Petersham	42000	2962
Marrickville - Sydenham - Petersham	52500	3438
Marrickville - Sydenham - Petersham	65625	3395
Marrickville - Sydenham - Petersham	78750	2208
Marrickville - Sydenham - Petersham	91875	1713
Marrickville - Sydenham - Petersham	105000	1182
Marrickville - Sydenham - Petersham	157500	1483
Marrickville - Sydenham - Petersham	Inf	693
Sydney Inner City		6305
Sydney Inner City	0	2107
Sydney Inner City	7875	5129
Sydney Inner City	15750	9469
Sydney Inner City	21000	12134
Sydney Inner City	26250	14768
Sydney Inner City	34125	21395
Sydney Inner City	42000	29425
Sydney Inner City	52500	43601
Sydney Inner City	65625	58691
Sydney Inner City	78750	50471
Sydney Inner City	91875	49573
Sydney Inner City	105000	38283
Sydney Inner City	157500	79864
Sydney Inner City	Inf	73756
Eastern Suburbs - North		790
Eastern Suburbs - North	0	423
Eastern Suburbs - North	7875	1578
Eastern Suburbs - North	15750	2067
Eastern Suburbs - North	21000	2366
Eastern Suburbs - North	26250	2814
Eastern Suburbs - North	34125	4029
Eastern Suburbs - North	42000	4787
Eastern Suburbs - North	52500	5625
Eastern Suburbs - North	65625	6441
Eastern Suburbs - North	78750	4561
Eastern Suburbs - North	91875	3908
Eastern Suburbs - North	105000	2826
Eastern Suburbs - North	157500	4437
Eastern Suburbs - North	Inf	3708
Eastern Suburbs - South		621
Eastern Suburbs - South	0	290
Eastern Suburbs - South	7875	1236
Eastern Suburbs - South	15750	1641
Eastern Suburbs - South	21000	1717
Eastern Suburbs - South	26250	1995
Eastern Suburbs - South	34125	2988
Eastern Suburbs - South	42000	3471
Eastern Suburbs - South	52500	4357
Eastern Suburbs - South	65625	5186
Eastern Suburbs - South	78750	4168
Eastern Suburbs - South	91875	4153
Eastern Suburbs - South	105000	3063
Eastern Suburbs - South	157500	4200
Eastern Suburbs - South	Inf	2418
Bankstown		1009
Bankstown	0	437
Bankstown	7875	1665
Bankstown	15750	2322
Bankstown	21000	2767
Bankstown	26250	3295
Bankstown	34125	5403
Bankstown	42000	7220
Bankstown	52500	8522
Bankstown	65625	8265
Bankstown	78750	5520
Bankstown	91875	4461
Bankstown	105000	3122
Bankstown	157500	3876
Bankstown	Inf	1774
Canterbury		511
Canterbury	0	248
Canterbury	7875	799
Canterbury	15750	1391
Canterbury	21000	1649
Canterbury	26250	1980
Canterbury	34125	2947
Canterbury	42000	3770
Canterbury	52500	4015
Canterbury	65625	3896
Canterbury	78750	2363
Canterbury	91875	1845
Canterbury	105000	1070
Canterbury	157500	1291
Canterbury	Inf	707
Hurstville		427
Hurstville	0	239
Hurstville	7875	1382
Hurstville	15750	1517
Hurstville	21000	1614
Hurstville	26250	1827
Hurstville	34125	2725
Hurstville	42000	2995
Hurstville	52500	3316
Hurstville	65625	3418
Hurstville	78750	2271
Hurstville	91875	1865
Hurstville	105000	1372
Hurstville	157500	1629
Hurstville	Inf	825
Kogarah - Rockdale		489
Kogarah - Rockdale	0	251
Kogarah - Rockdale	7875	861
Kogarah - Rockdale	15750	1314
Kogarah - Rockdale	21000	1634
Kogarah - Rockdale	26250	1941
Kogarah - Rockdale	34125	2860
Kogarah - Rockdale	42000	3501
Kogarah - Rockdale	52500	4260
Kogarah - Rockdale	65625	4486
Kogarah - Rockdale	78750	3010
Kogarah - Rockdale	91875	2751
Kogarah - Rockdale	105000	1786
Kogarah - Rockdale	157500	2538
Kogarah - Rockdale	Inf	1384
Canada Bay		485
Canada Bay	0	231
Canada Bay	7875	926
Canada Bay	15750	1164
Canada Bay	21000	1281
Canada Bay	26250	1534
Canada Bay	34125	2216
Canada Bay	42000	2749
Canada Bay	52500	3961
Canada Bay	65625	4754
Canada Bay	78750	3222
Canada Bay	91875	2906
