SA3_NAME16	Age	workers
Hornsby	60-64	1780
Hornsby	65-69	868
Hornsby	70-74	333
Hornsby	75+	164
Ku-ring-gai	15-19	1728
Ku-ring-gai	20-24	2670
Ku-ring-gai	25-29	2621
Ku-ring-gai	30-34	2661
Ku-ring-gai	35-39	2558
Ku-ring-gai	40-44	3058
Ku-ring-gai	45-49	3620
Ku-ring-gai	50-54	3627
Ku-ring-gai	55-59	3062
Ku-ring-gai	60-64	2180
Ku-ring-gai	65-69	1428
Ku-ring-gai	70-74	662
Ku-ring-gai	75+	415
North Sydney - Mosman	15-19	1759
North Sydney - Mosman	20-24	6391
North Sydney - Mosman	25-29	10191
North Sydney - Mosman	30-34	12068
North Sydney - Mosman	35-39	10824
North Sydney - Mosman	40-44	9365
North Sydney - Mosman	45-49	8028
North Sydney - Mosman	50-54	6608
North Sydney - Mosman	55-59	5029
North Sydney - Mosman	60-64	3275
North Sydney - Mosman	65-69	1950
North Sydney - Mosman	70-74	808
North Sydney - Mosman	75+	437
Manly	15-19	789
Manly	20-24	1459
Manly	25-29	1544
Manly	30-34	1566
Manly	35-39	1397
Manly	40-44	1419
Manly	45-49	1403
Manly	50-54	1368
Manly	55-59	1106
Manly	60-64	827
Manly	65-69	491
Manly	70-74	226
Manly	75+	142
Pittwater	15-19	1467
Pittwater	20-24	1948
Pittwater	25-29	1886
Pittwater	30-34	1847
Pittwater	35-39	1974
Pittwater	40-44	2245
Pittwater	45-49	2331
Pittwater	50-54	2401
Pittwater	55-59	2037
Pittwater	60-64	1518
Pittwater	65-69	873
Pittwater	70-74	421
Pittwater	75+	203
Warringah	15-19	3183
Warringah	20-24	4667
Warringah	25-29	5233
Warringah	30-34	5667
Warringah	35-39	5590
Warringah	40-44	6129
Warringah	45-49	6220
Warringah	50-54	5740
Warringah	55-59	4726
Warringah	60-64	3308
Warringah	65-69	1754
Warringah	70-74	712
Warringah	75+	390
Camden	15-19	1897
Camden	20-24	2293
Camden	25-29	2129
Camden	30-34	2128
Camden	35-39	2058
Camden	40-44	2375
Camden	45-49	2172
Camden	50-54	1946
Camden	55-59	1639
Camden	60-64	1094
Camden	65-69	451
Camden	70-74	122
Camden	75+	54
Campbelltown (NSW)	15-19	3150
Campbelltown (NSW)	20-24	4864
Campbelltown (NSW)	25-29	4984
Campbelltown (NSW)	30-34	5158
Campbelltown (NSW)	35-39	4958
Campbelltown (NSW)	40-44	5455
Campbelltown (NSW)	45-49	5164
Campbelltown (NSW)	50-54	5286
Campbelltown (NSW)	55-59	4616
Campbelltown (NSW)	60-64	2927
Campbelltown (NSW)	65-69	1172
Campbelltown (NSW)	70-74	365
Campbelltown (NSW)	75+	127
Wollondilly	15-19	713
Wollondilly	20-24	854
Wollondilly	25-29	944
Wollondilly	30-34	1025
Wollondilly	35-39	1084
Wollondilly	40-44	1198
Wollondilly	45-49	1116
Wollondilly	50-54	1052
Wollondilly	55-59	982
Wollondilly	60-64	645
Wollondilly	65-69	291
Wollondilly	70-74	101
Wollondilly	75+	70
Blue Mountains	15-19	1414
Blue Mountains	20-24	1629
Blue Mountains	25-29	1362
Blue Mountains	30-34	1373
Blue Mountains	35-39	1522
Blue Mountains	40-44	1909
Blue Mountains	45-49	2134
Blue Mountains	50-54	2105
Blue Mountains	55-59	2061
Blue Mountains	60-64	1576
Blue Mountains	65-69	844
Blue Mountains	70-74	290
Blue Mountains	75+	143
Blue Mountains - South	15-19	3
Blue Mountains - South	20-24	4
Blue Mountains - South	25-29	3
Blue Mountains - South	30-34	3
Blue Mountains - South	45-49	3
Penrith	15-19	3889
Penrith	20-24	5118
Penrith	25-29	5027
Penrith	30-34	5181
Penrith	35-39	4969
Penrith	40-44	5242
Penrith	45-49	5088
Penrith	50-54	4808
Penrith	55-59	4465
Penrith	60-64	2973
Penrith	65-69	1266
Penrith	70-74	378
Penrith	75+	166
Richmond - Windsor	15-19	1208
Richmond - Windsor	20-24	1749
Richmond - Windsor	25-29	1724
Richmond - Windsor	30-34	1646
Richmond - Windsor	35-39	1644
Richmond - Windsor	40-44	1824
Richmond - Windsor	45-49	1941
Richmond - Windsor	50-54	1891
Richmond - Windsor	55-59	1698
Richmond - Windsor	60-64	1025
Richmond - Windsor	65-69	478
Richmond - Windsor	70-74	161
Richmond - Windsor	75+	77
St Marys	15-19	959
St Marys	20-24	1618
St Marys	25-29	1860
St Marys	30-34	2088
St Marys	35-39	2045
St Marys	40-44	2064
St Marys	45-49	2100
St Marys	50-54	2019
St Marys	55-59	1765
St Marys	60-64	1129
St Marys	65-69	422
St Marys	70-74	129
St Marys	75+	65
Auburn	15-19	1320
Auburn	20-24	4546
Auburn	25-29	6803
Auburn	30-34	7693
Auburn	35-39	6834
Auburn	40-44	6426
Auburn	45-49	6009
Auburn	50-54	5713
Auburn	55-59	4572
Auburn	60-64	2880
Auburn	65-69	1116
Auburn	70-74	329
Auburn	75+	118
Carlingford	15-19	761
Carlingford	20-24	1586
Carlingford	25-29	1984
Carlingford	30-34	2204
Carlingford	35-39	2253
Carlingford	40-44	2246
Carlingford	45-49	2231
Carlingford	50-54	2375
Carlingford	55-59	1946
Carlingford	60-64	1374
Carlingford	65-69	562
Carlingford	70-74	176
Carlingford	75+	106
Merrylands - Guildford	15-19	1749
Merrylands - Guildford	20-24	4229
Merrylands - Guildford	25-29	5466
Merrylands - Guildford	30-34	5996
Merrylands - Guildford	35-39	5800
Merrylands - Guildford	40-44	5756
Merrylands - Guildford	45-49	5799
Merrylands - Guildford	50-54	5630
Merrylands - Guildford	55-59	4911
Merrylands - Guildford	60-64	3222
Merrylands - Guildford	65-69	1306
Merrylands - Guildford	70-74	393
Merrylands - Guildford	75+	146
Parramatta	15-19	3087
Parramatta	20-24	8463
Parramatta	25-29	11369
Parramatta	30-34	12425
Parramatta	35-39	11435
Parramatta	40-44	10827
Parramatta	45-49	10091
Parramatta	50-54	9541
Parramatta	55-59	8139
Parramatta	60-64	5240
Parramatta	65-69	2232
Parramatta	70-74	702
Parramatta	75+	251
Pennant Hills - Epping	15-19	558
Pennant Hills - Epping	20-24	1025
Pennant Hills - Epping	25-29	1007
Pennant Hills - Epping	30-34	1114
Pennant Hills - Epping	35-39	1091
Pennant Hills - Epping	40-44	1057
Pennant Hills - Epping	45-49	1139
Pennant Hills - Epping	50-54	1111
Pennant Hills - Epping	55-59	1052
Pennant Hills - Epping	60-64	753
Pennant Hills - Epping	65-69	389
Pennant Hills - Epping	70-74	161
Pennant Hills - Epping	75+	99
Ryde - Hunters Hill	15-19	2883
Ryde - Hunters Hill	20-24	7491
Ryde - Hunters Hill	25-29	9769
Ryde - Hunters Hill	30-34	12060
Ryde - Hunters Hill	35-39	11814
Ryde - Hunters Hill	40-44	11459
Ryde - Hunters Hill	45-49	10159
Ryde - Hunters Hill	50-54	9009
Ryde - Hunters Hill	55-59	7111
Ryde - Hunters Hill	60-64	4362
Ryde - Hunters Hill	65-69	1955
Ryde - Hunters Hill	70-74	639
Ryde - Hunters Hill	75+	329
Bringelly - Green Valley	15-19	1032
Bringelly - Green Valley	20-24	1625
Bringelly - Green Valley	25-29	1735
Bringelly - Green Valley	30-34	1789
Bringelly - Green Valley	35-39	1717
Bringelly - Green Valley	40-44	1846
Bringelly - Green Valley	45-49	1897
Bringelly - Green Valley	50-54	1618
Bringelly - Green Valley	55-59	1289
Bringelly - Green Valley	60-64	881
Bringelly - Green Valley	65-69	355
Bringelly - Green Valley	70-74	132
Bringelly - Green Valley	75+	64
Fairfield	15-19	2533
Fairfield	20-24	5083
Fairfield	25-29	5671
Fairfield	30-34	5875
Fairfield	35-39	5440
Fairfield	40-44	5886
Fairfield	45-49	5910
Fairfield	50-54	5971
Fairfield	55-59	5079
Fairfield	60-64	3249
Fairfield	65-69	1365
Fairfield	70-74	395
Fairfield	75+	158
Liverpool	15-19	2824
Liverpool	20-24	5725
Liverpool	25-29	6521
Liverpool	30-34	6613
Liverpool	35-39	6185
Liverpool	40-44	6575
Liverpool	45-49	6080
Liverpool	50-54	5659
Liverpool	55-59	5005
Liverpool	60-64	2964
Liverpool	65-69	1233
Liverpool	70-74	328
Liverpool	75+	171
Cronulla - Miranda - Caringbah	15-19	3238
Cronulla - Miranda - Caringbah	20-24	4696
Cronulla - Miranda - Caringbah	25-29	4177
Cronulla - Miranda - Caringbah	30-34	3970
Cronulla - Miranda - Caringbah	35-39	3865
Cronulla - Miranda - Caringbah	40-44	4180
Cronulla - Miranda - Caringbah	45-49	4125
Cronulla - Miranda - Caringbah	50-54	3843
Cronulla - Miranda - Caringbah	55-59	3548
Cronulla - Miranda - Caringbah	60-64	2451
Cronulla - Miranda - Caringbah	65-69	1246
Cronulla - Miranda - Caringbah	70-74	498
Cronulla - Miranda - Caringbah	75+	246
Sutherland - Menai - Heathcote	15-19	2197
Sutherland - Menai - Heathcote	20-24	2569
Sutherland - Menai - Heathcote	25-29	2431
Sutherland - Menai - Heathcote	30-34	2307
Sutherland - Menai - Heathcote	35-39	2509
Sutherland - Menai - Heathcote	40-44	2836
Sutherland - Menai - Heathcote	45-49	2834
Sutherland - Menai - Heathcote	50-54	2907
Sutherland - Menai - Heathcote	55-59	2683
Sutherland - Menai - Heathcote	60-64	1761
Sutherland - Menai - Heathcote	65-69	859
Sutherland - Menai - Heathcote	70-74	299
Sutherland - Menai - Heathcote	75+	110
Migratory - Offshore - Shipping (NSW)	15-19	3
Migratory - Offshore - Shipping (NSW)	20-24	10
Migratory - Offshore - Shipping (NSW)	25-29	13
Migratory - Offshore - Shipping (NSW)	30-34	9
Migratory - Offshore - Shipping (NSW)	35-39	4
Migratory - Offshore - Shipping (NSW)	40-44	9
Migratory - Offshore - Shipping (NSW)	45-49	11
Migratory - Offshore - Shipping (NSW)	50-54	14
Migratory - Offshore - Shipping (NSW)	55-59	10
Migratory - Offshore - Shipping (NSW)	60-64	9
Migratory - Offshore - Shipping (NSW)	70-74	3
No usual address (NSW)	15-19	6211
No usual address (NSW)	20-24	13764
No usual address (NSW)	25-29	14801
No usual address (NSW)	30-34	15118
No usual address (NSW)	35-39	14642
No usual address (NSW)	40-44	16014
No usual address (NSW)	45-49	16146
No usual address (NSW)	50-54	16224
No usual address (NSW)	55-59	14163
No usual address (NSW)	60-64	9670
No usual address (NSW)	65-69	4420
No usual address (NSW)	70-74	1508
No usual address (NSW)	75+	690
Ballarat	15-19	2910
Ballarat	20-24	4824
Ballarat	25-29	4728
Ballarat	30-34	4524
Ballarat	35-39	4544
Ballarat	40-44	4968
Ballarat	45-49	4994
Ballarat	50-54	5019
Ballarat	55-59	4514
Ballarat	60-64	2973
Ballarat	65-69	1193
Ballarat	70-74	338
Ballarat	75+	189
Creswick - Daylesford - Ballan	15-19	363
Creswick - Daylesford - Ballan	20-24	546
Creswick - Daylesford - Ballan	25-29	502
Creswick - Daylesford - Ballan	30-34	553
Creswick - Daylesford - Ballan	35-39	607
Creswick - Daylesford - Ballan	40-44	784
Creswick - Daylesford - Ballan	45-49	824
Creswick - Daylesford - Ballan	50-54	915
Creswick - Daylesford - Ballan	55-59	850
Creswick - Daylesford - Ballan	60-64	674
Creswick - Daylesford - Ballan	65-69	372
Creswick - Daylesford - Ballan	70-74	197
Creswick - Daylesford - Ballan	75+	125
Maryborough - Pyrenees	15-19	392
Maryborough - Pyrenees	20-24	487
Maryborough - Pyrenees	25-29	482
Maryborough - Pyrenees	30-34	477
Maryborough - Pyrenees	35-39	545
Maryborough - Pyrenees	40-44	698
Maryborough - Pyrenees	45-49	806
Maryborough - Pyrenees	50-54	851
Maryborough - Pyrenees	55-59	840
Maryborough - Pyrenees	60-64	672
Maryborough - Pyrenees	65-69	350
Maryborough - Pyrenees	70-74	133
Maryborough - Pyrenees	75+	107
Bendigo	15-19	2757
Bendigo	20-24	4279
Bendigo	25-29	4229
Bendigo	30-34	4169
Bendigo	35-39	3954
Bendigo	40-44	4315
Bendigo	45-49	4473
Bendigo	50-54	4437
Bendigo	55-59	4130
Bendigo	60-64	2750
Bendigo	65-69	1067
Bendigo	70-74	290
Bendigo	75+	175
Heathcote - Castlemaine - Kyneton	15-19	789
Heathcote - Castlemaine - Kyneton	20-24	1342
Heathcote - Castlemaine - Kyneton	25-29	1250
Heathcote - Castlemaine - Kyneton	30-34	1264
Heathcote - Castlemaine - Kyneton	35-39	1307
Heathcote - Castlemaine - Kyneton	40-44	1578
Heathcote - Castlemaine - Kyneton	45-49	1858
Heathcote - Castlemaine - Kyneton	50-54	1851
Heathcote - Castlemaine - Kyneton	55-59	1756
Heathcote - Castlemaine - Kyneton	60-64	1364
Heathcote - Castlemaine - Kyneton	65-69	638
Heathcote - Castlemaine - Kyneton	70-74	275
Heathcote - Castlemaine - Kyneton	75+	209
Loddon - Elmore	15-19	161
Loddon - Elmore	20-24	227
Loddon - Elmore	25-29	277
Loddon - Elmore	30-34	291
Loddon - Elmore	35-39	349
Loddon - Elmore	40-44	365
Loddon - Elmore	45-49	452
Loddon - Elmore	50-54	459
Loddon - Elmore	55-59	503
Loddon - Elmore	60-64	406
Loddon - Elmore	65-69	215
Loddon - Elmore	70-74	111
Loddon - Elmore	75+	91
Barwon - West	15-19	196
Barwon - West	20-24	304
Barwon - West	25-29	294
Barwon - West	30-34	333
Barwon - West	35-39	350
Barwon - West	40-44	430
Barwon - West	45-49	454
Barwon - West	50-54	408
Barwon - West	55-59	371
Barwon - West	60-64	297
Barwon - West	65-69	234
Barwon - West	70-74	113
Barwon - West	75+	69
Geelong	15-19	5037
Geelong	20-24	8591
Geelong	25-29	9154
Geelong	30-34	9279
Geelong	35-39	8829
Geelong	40-44	9799
Geelong	45-49	9585
Geelong	50-54	9309
Geelong	55-59	8301
Geelong	60-64	5495
Geelong	65-69	2101
Geelong	70-74	660
Geelong	75+	333
Surf Coast - Bellarine Peninsula	15-19	1389
Surf Coast - Bellarine Peninsula	20-24	1664
Surf Coast - Bellarine Peninsula	25-29	1415
Surf Coast - Bellarine Peninsula	30-34	1573
Surf Coast - Bellarine Peninsula	35-39	1613
Surf Coast - Bellarine Peninsula	40-44	1844
Surf Coast - Bellarine Peninsula	45-49	1883
Surf Coast - Bellarine Peninsula	50-54	1767
Surf Coast - Bellarine Peninsula	55-59	1727
Surf Coast - Bellarine Peninsula	60-64	1232
Surf Coast - Bellarine Peninsula	65-69	656
Surf Coast - Bellarine Peninsula	70-74	259
Surf Coast - Bellarine Peninsula	75+	124
Upper Goulburn Valley	15-19	1188
Upper Goulburn Valley	20-24	1693
Upper Goulburn Valley	25-29	1588
Upper Goulburn Valley	30-34	1643
Upper Goulburn Valley	35-39	1578
Upper Goulburn Valley	40-44	1900
Upper Goulburn Valley	45-49	2087
Upper Goulburn Valley	50-54	2226
Upper Goulburn Valley	55-59	2270
Upper Goulburn Valley	60-64	1748
Upper Goulburn Valley	65-69	966
Upper Goulburn Valley	70-74	405
Upper Goulburn Valley	75+	306
Wangaratta - Benalla	15-19	1143
Wangaratta - Benalla	20-24	1376
Wangaratta - Benalla	25-29	1341
Wangaratta - Benalla	30-34	1528
Wangaratta - Benalla	35-39	1625
Wangaratta - Benalla	40-44	1934
Wangaratta - Benalla	45-49	2167
Wangaratta - Benalla	50-54	2393
Wangaratta - Benalla	55-59	2360
Wangaratta - Benalla	60-64	1750
Wangaratta - Benalla	65-69	804
Wangaratta - Benalla	70-74	316
Wangaratta - Benalla	75+	261
Wodonga - Alpine	15-19	1984
Wodonga - Alpine	20-24	2821
Wodonga - Alpine	25-29	2794
Wodonga - Alpine	30-34	2719
Wodonga - Alpine	35-39	2707
Wodonga - Alpine	40-44	3124
Wodonga - Alpine	45-49	3285
Wodonga - Alpine	50-54	3310
Wodonga - Alpine	55-59	3200
Wodonga - Alpine	60-64	2281
Wodonga - Alpine	65-69	1043
Wodonga - Alpine	70-74	397
Wodonga - Alpine	75+	246
Baw Baw	15-19	1114
Baw Baw	20-24	1470
Baw Baw	25-29	1361
Baw Baw	30-34	1453
Baw Baw	35-39	1363
Baw Baw	40-44	1561
Baw Baw	45-49	1793
Baw Baw	50-54	1730
Baw Baw	55-59	1648
Baw Baw	60-64	1273
Baw Baw	65-69	599
Baw Baw	70-74	287
Baw Baw	75+	211
Gippsland - East	15-19	909
Gippsland - East	20-24	1096
Gippsland - East	25-29	1201
Gippsland - East	30-34	1246
Gippsland - East	35-39	1300
Gippsland - East	40-44	1480
Gippsland - East	45-49	1779
Gippsland - East	50-54	1911
Gippsland - East	55-59	1981
Gippsland - East	60-64	1529
Gippsland - East	65-69	771
Gippsland - East	70-74	307
Gippsland - East	75+	236
Gippsland - South West	15-19	1307
Gippsland - South West	20-24	1410
Gippsland - South West	25-29	1555
Gippsland - South West	30-34	1707
Gippsland - South West	35-39	1717
Gippsland - South West	40-44	2143
Gippsland - South West	45-49	2451
Gippsland - South West	50-54	2507
Gippsland - South West	55-59	2520
Gippsland - South West	60-64	1933
Gippsland - South West	65-69	1003
Gippsland - South West	70-74	434
Gippsland - South West	75+	325
Latrobe Valley	15-19	1779
Latrobe Valley	20-24	2804
Latrobe Valley	25-29	3040
Latrobe Valley	30-34	3084
Latrobe Valley	35-39	2935
Latrobe Valley	40-44	3160
Latrobe Valley	45-49	3365
Latrobe Valley	50-54	3563
Latrobe Valley	55-59	3328
Latrobe Valley	60-64	2194
Latrobe Valley	65-69	863
Latrobe Valley	70-74	268
Latrobe Valley	75+	174
Wellington	15-19	986
Wellington	20-24	1358
Wellington	25-29	1548
Wellington	30-34	1695
Wellington	35-39	1567
Wellington	40-44	1657
Wellington	45-49	1820
Wellington	50-54	1918
Wellington	55-59	1938
Wellington	60-64	1444
Wellington	65-69	657
Wellington	70-74	258
Wellington	75+	182
Brunswick - Coburg	15-19	862
Brunswick - Coburg	20-24	2435
Brunswick - Coburg	25-29	3306
Brunswick - Coburg	30-34	3106
Brunswick - Coburg	35-39	2683
Brunswick - Coburg	40-44	2580
Brunswick - Coburg	45-49	2521
Brunswick - Coburg	50-54	2372
Brunswick - Coburg	55-59	1946
Brunswick - Coburg	60-64	1369
Brunswick - Coburg	65-69	655
Brunswick - Coburg	70-74	213
Brunswick - Coburg	75+	124
Darebin - South	15-19	527
Darebin - South	20-24	1389
Darebin - South	25-29	1815
Darebin - South	30-34	1767
Darebin - South	35-39	1579
Darebin - South	40-44	1572
Darebin - South	45-49	1653
Darebin - South	50-54	1361
Darebin - South	55-59	1241
Darebin - South	60-64	813
Darebin - South	65-69	350
Darebin - South	70-74	130
Darebin - South	75+	71
Essendon	15-19	1158
Essendon	20-24	2254
Essendon	25-29	2457
Essendon	30-34	2408
Essendon	35-39	2190
Essendon	40-44	2163
Essendon	45-49	2195
Essendon	50-54	1968
Essendon	55-59	1670
Essendon	60-64	1186
Essendon	65-69	526
Essendon	70-74	163
Essendon	75+	112
Melbourne City	15-19	6481
Melbourne City	20-24	36836
Melbourne City	25-29	64585
Melbourne City	30-34	72331
Melbourne City	35-39	61736
Melbourne City	40-44	50590
Melbourne City	45-49	43253
Melbourne City	50-54	34409
Melbourne City	55-59	26360
Melbourne City	60-64	15776
Melbourne City	65-69	6844
Melbourne City	70-74	2205
Melbourne City	75+	1050
Port Phillip	15-19	1554
Port Phillip	20-24	7784
Port Phillip	25-29	13696
Port Phillip	30-34	14646
Port Phillip	35-39	12038
Port Phillip	40-44	10603
Port Phillip	45-49	9418
Port Phillip	50-54	7660
Port Phillip	55-59	5976
Port Phillip	60-64	3890
Port Phillip	65-69	1892
Port Phillip	70-74	619
Port Phillip	75+	313
Stonnington - West	15-19	1094
Stonnington - West	20-24	4360
Stonnington - West	25-29	5556
Stonnington - West	30-34	5047
Stonnington - West	35-39	3545
Stonnington - West	40-44	3179
Stonnington - West	45-49	2989
Stonnington - West	50-54	2610
Stonnington - West	55-59	2119
Stonnington - West	60-64	1540
Stonnington - West	65-69	948
Stonnington - West	70-74	415
Stonnington - West	75+	253
Yarra	15-19	1792
Yarra	20-24	8282
Yarra	25-29	13877
Yarra	30-34	13289
Yarra	35-39	10494
Yarra	40-44	8657
Yarra	45-49	7741
Yarra	50-54	6172
Yarra	55-59	5058
Yarra	60-64	3419
Yarra	65-69	1705
Yarra	70-74	627
Yarra	75+	282
Boroondara	15-19	2826
Boroondara	20-24	6865
Boroondara	25-29	8593
Boroondara	30-34	8645
Boroondara	35-39	7472
Boroondara	40-44	7711
Boroondara	45-49	7799
Boroondara	50-54	7039
Boroondara	55-59	6153
Boroondara	60-64	4269
Boroondara	65-69	2468
Boroondara	70-74	1019
Boroondara	75+	507
Manningham - West	15-19	1839
Manningham - West	20-24	3192
Manningham - West	25-29	2761
Manningham - West	30-34	2351
Manningham - West	35-39	2070
Manningham - West	40-44	2252
Manningham - West	45-49	2496
Manningham - West	50-54	2502
Manningham - West	55-59	2086
Manningham - West	60-64	1456
Manningham - West	65-69	769
Manningham - West	70-74	351
Manningham - West	75+	202
Whitehorse - West	15-19	1789
Whitehorse - West	20-24	4003
Whitehorse - West	25-29	5723
Whitehorse - West	30-34	5687
Whitehorse - West	35-39	4958
Whitehorse - West	40-44	5048
Whitehorse - West	45-49	5373
Whitehorse - West	50-54	4974
Whitehorse - West	55-59	4363
Whitehorse - West	60-64	2787
Whitehorse - West	65-69	1227
Whitehorse - West	70-74	486
Whitehorse - West	75+	205
Bayside	15-19	1480
Bayside	20-24	2907
Bayside	25-29	2965
Bayside	30-34	2944
Bayside	35-39	2690
Bayside	40-44	3079
Bayside	45-49	3447
Bayside	50-54	3337
Bayside	55-59	2782
Bayside	60-64	1977
Bayside	65-69	1201
Bayside	70-74	482
Bayside	75+	243
Glen Eira	15-19	1677
Glen Eira	20-24	3646
Glen Eira	25-29	4312
Glen Eira	30-34	4420
Glen Eira	35-39	3888
Glen Eira	40-44	4165
Glen Eira	45-49	4308
Glen Eira	50-54	3876
Glen Eira	55-59	3486
Glen Eira	60-64	2612
Glen Eira	65-69	1383
Glen Eira	70-74	547
Glen Eira	75+	281
Kingston	15-19	3388
Kingston	20-24	6269
Kingston	25-29	6297
Kingston	30-34	6788
Kingston	35-39	6453
Kingston	40-44	7032
Kingston	45-49	7586
Kingston	50-54	6779
Kingston	55-59	5759
Kingston	60-64	3932
Kingston	65-69	1865
Kingston	70-74	651
Kingston	75+	312
Stonnington - East	15-19	1210
Stonnington - East	20-24	3176
Stonnington - East	25-29	2790
Stonnington - East	30-34	2374
Stonnington - East	35-39	1873
Stonnington - East	40-44	1990
Stonnington - East	45-49	2143
Stonnington - East	50-54	1908
Stonnington - East	55-59	1645
Stonnington - East	60-64	1170
Stonnington - East	65-69	626
Stonnington - East	70-74	254
Stonnington - East	75+	138
Banyule	15-19	2044
Banyule	20-24	3709
Banyule	25-29	4384
Banyule	30-34	4339
Banyule	35-39	3921
Banyule	40-44	4296
Banyule	45-49	4648
Banyule	50-54	4291
Banyule	55-59	3948
Banyule	60-64	2846
Banyule	65-69	1306
Banyule	70-74	420
Banyule	75+	198
Darebin - North	15-19	1554
Darebin - North	20-24	3413
Darebin - North	25-29	3857
Darebin - North	30-34	3926
Darebin - North	35-39	3570
Darebin - North	40-44	3655
Darebin - North	45-49	3783
Darebin - North	50-54	3469
Darebin - North	55-59	3035
Darebin - North	60-64	1981
Darebin - North	65-69	802
Darebin - North	70-74	243
Darebin - North	75+	132
Nillumbik - Kinglake	15-19	1248
Nillumbik - Kinglake	20-24	1413
Nillumbik - Kinglake	25-29	1133
Nillumbik - Kinglake	30-34	1081
Nillumbik - Kinglake	35-39	1168
Nillumbik - Kinglake	40-44	1496
Nillumbik - Kinglake	45-49	1591
Nillumbik - Kinglake	50-54	1532
Nillumbik - Kinglake	55-59	1454
Nillumbik - Kinglake	60-64	1029
Nillumbik - Kinglake	65-69	551
Nillumbik - Kinglake	70-74	230
Nillumbik - Kinglake	75+	94
Whittlesea - Wallan	15-19	3467
Whittlesea - Wallan	20-24	5498
Whittlesea - Wallan	25-29	6376
Whittlesea - Wallan	30-34	6780
Whittlesea - Wallan	35-39	6069
Whittlesea - Wallan	40-44	6182
Whittlesea - Wallan	45-49	6183
Whittlesea - Wallan	50-54	5587
Whittlesea - Wallan	55-59	4580
Whittlesea - Wallan	60-64	2959
Whittlesea - Wallan	65-69	1191
Whittlesea - Wallan	70-74	366
Whittlesea - Wallan	75+	171
Keilor	15-19	1562
Keilor	20-24	3097
Keilor	25-29	3768
Keilor	30-34	3982
Keilor	35-39	3702
Keilor	40-44	3851
Keilor	45-49	3901
Keilor	50-54	3490
Keilor	55-59	2853
Keilor	60-64	1769
Keilor	65-69	705
Keilor	70-74	255
Keilor	75+	102
Macedon Ranges	15-19	601
Macedon Ranges	20-24	645
Macedon Ranges	25-29	533
Macedon Ranges	30-34	513
Macedon Ranges	35-39	611
Macedon Ranges	40-44	722
Macedon Ranges	45-49	821
Macedon Ranges	50-54	793
Macedon Ranges	55-59	656
Macedon Ranges	60-64	468
Macedon Ranges	65-69	280
Macedon Ranges	70-74	127
Macedon Ranges	75+	57
Moreland - North	15-19	477
Moreland - North	20-24	1297
Moreland - North	25-29	1754
Moreland - North	30-34	1857
Moreland - North	35-39	1611
Moreland - North	40-44	1658
Moreland - North	45-49	1688
Moreland - North	50-54	1565
Moreland - North	55-59	1339
Moreland - North	60-64	807
Moreland - North	65-69	342
Moreland - North	70-74	123
Moreland - North	75+	58
Sunbury	15-19	769
Sunbury	20-24	916
Sunbury	25-29	709
Sunbury	30-34	700
Sunbury	35-39	701
Sunbury	40-44	793
Sunbury	45-49	836
Sunbury	50-54	808
Sunbury	55-59	745
Sunbury	60-64	521
Sunbury	65-69	214
Sunbury	70-74	77
Sunbury	75+	39
Tullamarine - Broadmeadows	15-19	2777
Tullamarine - Broadmeadows	20-24	6796
Tullamarine - Broadmeadows	25-29	8871
Tullamarine - Broadmeadows	30-34	9645
Tullamarine - Broadmeadows	35-39	8860
Tullamarine - Broadmeadows	40-44	9081
Tullamarine - Broadmeadows	45-49	9275
Tullamarine - Broadmeadows	50-54	8528
Tullamarine - Broadmeadows	55-59	6499
Tullamarine - Broadmeadows	60-64	3972
Tullamarine - Broadmeadows	65-69	1335
Tullamarine - Broadmeadows	70-74	355
Tullamarine - Broadmeadows	75+	163
Knox	15-19	3751
Knox	20-24	6015
Knox	25-29	6447
Knox	30-34	6479
Knox	35-39	6428
Knox	40-44	7060
Knox	45-49	7629
Knox	50-54	7222
Knox	55-59	6255
Knox	60-64	4264
Knox	65-69	1866
Knox	70-74	543
Knox	75+	273
Manningham - East	15-19	260
Manningham - East	20-24	391
Manningham - East	25-29	384
Manningham - East	30-34	333
Manningham - East	35-39	342
Manningham - East	40-44	482
Manningham - East	45-49	602
Manningham - East	50-54	579
Manningham - East	55-59	507
Manningham - East	60-64	352
Manningham - East	65-69	211
Manningham - East	70-74	107
Manningham - East	75+	72
Maroondah	15-19	2890
Maroondah	20-24	4589
Maroondah	25-29	4195
Maroondah	30-34	4115
Maroondah	35-39	3898
Maroondah	40-44	4418
Maroondah	45-49	4708
Maroondah	50-54	4719
Maroondah	55-59	4004
Maroondah	60-64	2765
Maroondah	65-69	1274
Maroondah	70-74	465
Maroondah	75+	184
Whitehorse - East	15-19	1356
Whitehorse - East	20-24	2132
Whitehorse - East	25-29	2243
Whitehorse - East	30-34	2315
Whitehorse - East	35-39	2195
Whitehorse - East	40-44	2553
Whitehorse - East	45-49	2659
Whitehorse - East	50-54	2424
Whitehorse - East	55-59	2071
Whitehorse - East	60-64	1477
Whitehorse - East	65-69	798
Whitehorse - East	70-74	277
Whitehorse - East	75+	128
Yarra Ranges	15-19	3160
Yarra Ranges	20-24	3803
Yarra Ranges	25-29	3477
Yarra Ranges	30-34	3462
Yarra Ranges	35-39	3638
Yarra Ranges	40-44	4174
Yarra Ranges	45-49	4444
Yarra Ranges	50-54	4373
Yarra Ranges	55-59	3873
