SA3_NAME16	CountryOfBirth	EmploymentStatus	workers
Townsville	THA	Employee	124
Townsville	THA	Owner managers of incorporated enterprises	3
Townsville	THA	Owner managers of unincorporated enterprises	34
Townsville	TUR	Employee	3
Townsville	TUR	Owner managers of incorporated enterprises	3
Townsville	GBR	Contributing family workers	24
Townsville	GBR	Employee	2573
Townsville	GBR	Owner managers of incorporated enterprises	132
Townsville	GBR	Owner managers of unincorporated enterprises	222
Townsville	GBR	Status in employment not stated	11
Townsville	USA	Contributing family workers	5
Townsville	USA	Employee	288
Townsville	USA	Owner managers of incorporated enterprises	8
Townsville	USA	Owner managers of unincorporated enterprises	23
Townsville	VNM	Contributing family workers	8
Townsville	VNM	Employee	96
Townsville	VNM	Owner managers of incorporated enterprises	13
Townsville	VNM	Owner managers of unincorporated enterprises	31
Townsville	VNM	Status in employment not stated	4
Townsville	ZWE	Contributing family workers	3
Townsville	ZWE	Employee	194
Townsville	ZWE	Owner managers of incorporated enterprises	13
Townsville	ZWE	Owner managers of unincorporated enterprises	14
Bundaberg		Contributing family workers	32
Bundaberg		Employee	813
Bundaberg		Owner managers of incorporated enterprises	40
Bundaberg		Owner managers of unincorporated enterprises	74
Bundaberg		Status in employment not stated	34
Bundaberg	AUS	Contributing family workers	627
Bundaberg	AUS	Employee	21334
Bundaberg	AUS	Owner managers of incorporated enterprises	1399
Bundaberg	AUS	Owner managers of unincorporated enterprises	1941
Bundaberg	AUS	Status in employment not stated	229
Bundaberg	CAN	Employee	60
Bundaberg	CAN	Owner managers of incorporated enterprises	4
Bundaberg	CAN	Owner managers of unincorporated enterprises	6
Bundaberg	CHN	Contributing family workers	3
Bundaberg	CHN	Employee	34
Bundaberg	CHN	Owner managers of incorporated enterprises	12
Bundaberg	CHN	Owner managers of unincorporated enterprises	18
Bundaberg	CHN	Status in employment not stated	3
Bundaberg	HRV	Employee	3
Bundaberg	HRV	Owner managers of unincorporated enterprises	3
Bundaberg	EGY	Employee	5
Bundaberg	EGY	Owner managers of unincorporated enterprises	3
Bundaberg	FJI	Employee	42
Bundaberg	FJI	Owner managers of incorporated enterprises	5
Bundaberg	MKD	Employee	3
Bundaberg	DEU	Contributing family workers	3
Bundaberg	DEU	Employee	74
Bundaberg	DEU	Owner managers of incorporated enterprises	12
Bundaberg	DEU	Owner managers of unincorporated enterprises	8
Bundaberg	HKG	Employee	54
Bundaberg	HKG	Owner managers of incorporated enterprises	7
Bundaberg	IND	Contributing family workers	6
Bundaberg	IND	Employee	135
Bundaberg	IND	Owner managers of incorporated enterprises	12
Bundaberg	IND	Owner managers of unincorporated enterprises	5
Bundaberg	IND	Status in employment not stated	3
Bundaberg	IDN	Employee	15
Bundaberg	IRN	Employee	7
Bundaberg	IRN	Owner managers of unincorporated enterprises	3
Bundaberg	IRQ	Employee	3
Bundaberg	IRL	Employee	33
Bundaberg	IRL	Owner managers of unincorporated enterprises	4
Bundaberg	ITA	Contributing family workers	7
Bundaberg	ITA	Employee	54
Bundaberg	ITA	Owner managers of incorporated enterprises	8
Bundaberg	ITA	Owner managers of unincorporated enterprises	5
Bundaberg	JPN	Employee	58
Bundaberg	JPN	Owner managers of unincorporated enterprises	5
Bundaberg	MYS	Employee	57
Bundaberg	MYS	Owner managers of unincorporated enterprises	8
Bundaberg	MLT	Employee	3
Bundaberg	MLT	Owner managers of incorporated enterprises	4
Bundaberg	NLD	Contributing family workers	3
Bundaberg	NLD	Employee	48
Bundaberg	NLD	Owner managers of incorporated enterprises	10
Bundaberg	NLD	Owner managers of unincorporated enterprises	12
Bundaberg	NZL	Contributing family workers	19
Bundaberg	NZL	Employee	590
Bundaberg	NZL	Owner managers of incorporated enterprises	42
Bundaberg	NZL	Owner managers of unincorporated enterprises	69
Bundaberg	NZL	Status in employment not stated	7
Bundaberg	PAK	Contributing family workers	3
Bundaberg	PAK	Employee	7
Bundaberg	PAK	Owner managers of incorporated enterprises	3
Bundaberg	PHL	Contributing family workers	6
Bundaberg	PHL	Employee	221
Bundaberg	PHL	Owner managers of incorporated enterprises	8
Bundaberg	PHL	Owner managers of unincorporated enterprises	4
Bundaberg	PHL	Status in employment not stated	3
Bundaberg	POL	Employee	8
Bundaberg	SGP	Employee	13
Bundaberg	SGP	Owner managers of incorporated enterprises	3
Bundaberg	ZAF	Contributing family workers	5
Bundaberg	ZAF	Employee	151
Bundaberg	ZAF	Owner managers of incorporated enterprises	20
Bundaberg	ZAF	Owner managers of unincorporated enterprises	24
Bundaberg	KOR	Contributing family workers	3
Bundaberg	KOR	Employee	70
Bundaberg	KOR	Owner managers of incorporated enterprises	7
Bundaberg	KOR	Owner managers of unincorporated enterprises	3
Bundaberg	LKA	Employee	29
Bundaberg	LKA	Owner managers of incorporated enterprises	3
Bundaberg	LKA	Owner managers of unincorporated enterprises	3
Bundaberg	THA	Contributing family workers	3
Bundaberg	THA	Employee	22
Bundaberg	THA	Owner managers of incorporated enterprises	9
Bundaberg	THA	Owner managers of unincorporated enterprises	8
Bundaberg	TUR	Employee	4
Bundaberg	TUR	Owner managers of incorporated enterprises	7
Bundaberg	TUR	Owner managers of unincorporated enterprises	9
Bundaberg	GBR	Contributing family workers	21
Bundaberg	GBR	Employee	902
Bundaberg	GBR	Owner managers of incorporated enterprises	46
Bundaberg	GBR	Owner managers of unincorporated enterprises	78
Bundaberg	GBR	Status in employment not stated	6
Bundaberg	USA	Employee	55
Bundaberg	USA	Owner managers of incorporated enterprises	6
Bundaberg	USA	Owner managers of unincorporated enterprises	3
Bundaberg	VNM	Contributing family workers	3
Bundaberg	VNM	Employee	42
Bundaberg	VNM	Owner managers of incorporated enterprises	13
Bundaberg	VNM	Owner managers of unincorporated enterprises	3
Bundaberg	VNM	Status in employment not stated	4
Bundaberg	ZWE	Contributing family workers	3
Bundaberg	ZWE	Employee	38
Bundaberg	ZWE	Owner managers of incorporated enterprises	8
Burnett		Contributing family workers	52
Burnett		Employee	541
Burnett		Owner managers of incorporated enterprises	34
Burnett		Owner managers of unincorporated enterprises	63
Burnett		Status in employment not stated	17
Burnett	AUS	Contributing family workers	996
Burnett	AUS	Employee	11009
Burnett	AUS	Owner managers of incorporated enterprises	777
Burnett	AUS	Owner managers of unincorporated enterprises	1791
Burnett	AUS	Status in employment not stated	252
Burnett	CAN	Contributing family workers	3
Burnett	CAN	Employee	19
Burnett	CHN	Contributing family workers	4
Burnett	CHN	Employee	21
Burnett	CHN	Owner managers of incorporated enterprises	3
Burnett	FJI	Employee	15
Burnett	FJI	Owner managers of incorporated enterprises	3
Burnett	MKD	Employee	3
Burnett	DEU	Employee	35
Burnett	DEU	Owner managers of unincorporated enterprises	3
Burnett	DEU	Status in employment not stated	3
Burnett	HKG	Employee	3
Burnett	IND	Employee	26
Burnett	IND	Owner managers of incorporated enterprises	3
Burnett	IDN	Employee	7
Burnett	IRL	Employee	13
Burnett	IRL	Owner managers of unincorporated enterprises	3
Burnett	ITA	Employee	15
Burnett	JPN	Employee	13
Burnett	MYS	Employee	10
Burnett	NLD	Contributing family workers	4
Burnett	NLD	Employee	21
Burnett	NLD	Owner managers of unincorporated enterprises	5
Burnett	NZL	Contributing family workers	17
Burnett	NZL	Employee	310
Burnett	NZL	Owner managers of incorporated enterprises	9
Burnett	NZL	Owner managers of unincorporated enterprises	45
Burnett	NZL	Status in employment not stated	10
Burnett	PAK	Employee	10
Burnett	PAK	Owner managers of incorporated enterprises	3
Burnett	PHL	Contributing family workers	3
Burnett	PHL	Employee	165
Burnett	PHL	Status in employment not stated	4
Burnett	POL	Employee	7
Burnett	SGP	Employee	3
Burnett	ZAF	Contributing family workers	6
Burnett	ZAF	Employee	49
Burnett	ZAF	Owner managers of incorporated enterprises	5
Burnett	ZAF	Owner managers of unincorporated enterprises	4
Burnett	KOR	Employee	84
Burnett	LKA	Employee	16
Burnett	THA	Employee	13
Burnett	GBR	Contributing family workers	24
Burnett	GBR	Employee	298
Burnett	GBR	Owner managers of incorporated enterprises	17
Burnett	GBR	Owner managers of unincorporated enterprises	41
Burnett	GBR	Status in employment not stated	10
Burnett	USA	Contributing family workers	3
Burnett	USA	Employee	31
Burnett	USA	Owner managers of unincorporated enterprises	6
Burnett	VNM	Employee	12
Burnett	VNM	Owner managers of unincorporated enterprises	3
Burnett	ZWE	Employee	17
Gympie - Cooloola		Contributing family workers	33
Gympie - Cooloola		Employee	361
Gympie - Cooloola		Owner managers of incorporated enterprises	24
Gympie - Cooloola		Owner managers of unincorporated enterprises	72
Gympie - Cooloola		Status in employment not stated	9
Gympie - Cooloola	AUS	Contributing family workers	560
Gympie - Cooloola	AUS	Employee	10476
Gympie - Cooloola	AUS	Owner managers of incorporated enterprises	772
Gympie - Cooloola	AUS	Owner managers of unincorporated enterprises	1536
Gympie - Cooloola	AUS	Status in employment not stated	155
Gympie - Cooloola	CAN	Employee	25
Gympie - Cooloola	CAN	Owner managers of incorporated enterprises	3
Gympie - Cooloola	CHN	Employee	10
Gympie - Cooloola	HRV	Employee	3
Gympie - Cooloola	EGY	Owner managers of unincorporated enterprises	3
Gympie - Cooloola	FJI	Employee	17
Gympie - Cooloola	DEU	Employee	39
Gympie - Cooloola	DEU	Owner managers of incorporated enterprises	3
Gympie - Cooloola	DEU	Owner managers of unincorporated enterprises	9
Gympie - Cooloola	IND	Employee	38
Gympie - Cooloola	IND	Owner managers of incorporated enterprises	4
Gympie - Cooloola	IRL	Employee	12
Gympie - Cooloola	ITA	Employee	12
Gympie - Cooloola	JPN	Employee	8
Gympie - Cooloola	JPN	Owner managers of unincorporated enterprises	4
Gympie - Cooloola	MYS	Employee	12
Gympie - Cooloola	MYS	Owner managers of unincorporated enterprises	3
Gympie - Cooloola	MLT	Employee	4
Gympie - Cooloola	NLD	Employee	25
Gympie - Cooloola	NLD	Owner managers of incorporated enterprises	3
Gympie - Cooloola	NLD	Owner managers of unincorporated enterprises	10
Gympie - Cooloola	NZL	Contributing family workers	29
Gympie - Cooloola	NZL	Employee	351
Gympie - Cooloola	NZL	Owner managers of incorporated enterprises	26
Gympie - Cooloola	NZL	Owner managers of unincorporated enterprises	52
Gympie - Cooloola	NZL	Status in employment not stated	4
Gympie - Cooloola	PAK	Employee	4
Gympie - Cooloola	PHL	Employee	91
Gympie - Cooloola	PHL	Owner managers of unincorporated enterprises	8
Gympie - Cooloola	POL	Employee	4
Gympie - Cooloola	SGP	Employee	8
Gympie - Cooloola	ZAF	Contributing family workers	8
Gympie - Cooloola	ZAF	Employee	76
Gympie - Cooloola	ZAF	Owner managers of incorporated enterprises	18
Gympie - Cooloola	ZAF	Owner managers of unincorporated enterprises	21
Gympie - Cooloola	KOR	Employee	8
Gympie - Cooloola	LKA	Employee	12
Gympie - Cooloola	THA	Employee	15
Gympie - Cooloola	THA	Owner managers of unincorporated enterprises	3
Gympie - Cooloola	TUR	Employee	3
Gympie - Cooloola	GBR	Contributing family workers	26
Gympie - Cooloola	GBR	Employee	411
Gympie - Cooloola	GBR	Owner managers of incorporated enterprises	43
Gympie - Cooloola	GBR	Owner managers of unincorporated enterprises	84
Gympie - Cooloola	GBR	Status in employment not stated	7
Gympie - Cooloola	USA	Contributing family workers	5
Gympie - Cooloola	USA	Employee	28
Gympie - Cooloola	USA	Owner managers of incorporated enterprises	5
Gympie - Cooloola	USA	Owner managers of unincorporated enterprises	9
Gympie - Cooloola	VNM	Employee	11
Gympie - Cooloola	VNM	Owner managers of unincorporated enterprises	3
Gympie - Cooloola	ZWE	Employee	18
Hervey Bay		Contributing family workers	14
Hervey Bay		Employee	448
Hervey Bay		Owner managers of incorporated enterprises	42
Hervey Bay		Owner managers of unincorporated enterprises	51
Hervey Bay		Status in employment not stated	14
Hervey Bay	AUS	Contributing family workers	259
Hervey Bay	AUS	Employee	10924
Hervey Bay	AUS	Owner managers of incorporated enterprises	740
Hervey Bay	AUS	Owner managers of unincorporated enterprises	1001
Hervey Bay	AUS	Status in employment not stated	136
Hervey Bay	CAN	Employee	34
Hervey Bay	CAN	Owner managers of incorporated enterprises	6
Hervey Bay	CAN	Owner managers of unincorporated enterprises	3
Hervey Bay	CHN	Contributing family workers	3
Hervey Bay	CHN	Employee	31
Hervey Bay	CHN	Owner managers of incorporated enterprises	6
Hervey Bay	CHN	Owner managers of unincorporated enterprises	3
Hervey Bay	EGY	Employee	7
Hervey Bay	EGY	Owner managers of incorporated enterprises	4
Hervey Bay	FJI	Employee	31
Hervey Bay	FJI	Owner managers of unincorporated enterprises	3
Hervey Bay	MKD	Contributing family workers	3
Hervey Bay	DEU	Contributing family workers	3
Hervey Bay	DEU	Employee	40
Hervey Bay	DEU	Owner managers of incorporated enterprises	7
Hervey Bay	DEU	Owner managers of unincorporated enterprises	6
Hervey Bay	HKG	Employee	11
Hervey Bay	IND	Employee	84
Hervey Bay	IND	Owner managers of incorporated enterprises	20
Hervey Bay	IND	Owner managers of unincorporated enterprises	7
Hervey Bay	IDN	Employee	6
Hervey Bay	IDN	Owner managers of unincorporated enterprises	4
Hervey Bay	IRN	Employee	3
Hervey Bay	IRL	Employee	17
Hervey Bay	IRL	Owner managers of incorporated enterprises	4
Hervey Bay	IRL	Owner managers of unincorporated enterprises	4
Hervey Bay	ITA	Contributing family workers	3
Hervey Bay	ITA	Employee	14
Hervey Bay	ITA	Owner managers of unincorporated enterprises	3
Hervey Bay	JPN	Employee	10
Hervey Bay	MYS	Employee	27
Hervey Bay	MYS	Owner managers of incorporated enterprises	4
Hervey Bay	MYS	Owner managers of unincorporated enterprises	5
Hervey Bay	MLT	Employee	8
Hervey Bay	NLD	Employee	31
Hervey Bay	NLD	Owner managers of incorporated enterprises	3
Hervey Bay	NLD	Owner managers of unincorporated enterprises	4
Hervey Bay	NZL	Contributing family workers	13
Hervey Bay	NZL	Employee	551
Hervey Bay	NZL	Owner managers of incorporated enterprises	47
Hervey Bay	NZL	Owner managers of unincorporated enterprises	61
Hervey Bay	NZL	Status in employment not stated	9
Hervey Bay	PAK	Employee	14
Hervey Bay	PAK	Owner managers of incorporated enterprises	6
Hervey Bay	PHL	Employee	123
Hervey Bay	PHL	Owner managers of incorporated enterprises	7
Hervey Bay	PHL	Owner managers of unincorporated enterprises	3
Hervey Bay	PHL	Status in employment not stated	6
Hervey Bay	POL	Employee	3
Hervey Bay	SGP	Employee	11
Hervey Bay	ZAF	Contributing family workers	4
Hervey Bay	ZAF	Employee	119
Hervey Bay	ZAF	Owner managers of incorporated enterprises	9
Hervey Bay	ZAF	Owner managers of unincorporated enterprises	9
Hervey Bay	ZAF	Status in employment not stated	3
Hervey Bay	KOR	Employee	11
Hervey Bay	LKA	Employee	27
Hervey Bay	LKA	Owner managers of incorporated enterprises	3
Hervey Bay	LKA	Owner managers of unincorporated enterprises	3
Hervey Bay	THA	Employee	23
Hervey Bay	THA	Owner managers of unincorporated enterprises	3
Hervey Bay	THA	Status in employment not stated	3
Hervey Bay	GBR	Contributing family workers	14
Hervey Bay	GBR	Employee	674
Hervey Bay	GBR	Owner managers of incorporated enterprises	58
Hervey Bay	GBR	Owner managers of unincorporated enterprises	103
Hervey Bay	GBR	Status in employment not stated	15
Hervey Bay	USA	Employee	44
Hervey Bay	USA	Owner managers of incorporated enterprises	3
Hervey Bay	VNM	Contributing family workers	3
Hervey Bay	VNM	Employee	4
Hervey Bay	VNM	Owner managers of incorporated enterprises	4
Hervey Bay	VNM	Owner managers of unincorporated enterprises	3
Hervey Bay	ZWE	Employee	23
Hervey Bay	ZWE	Owner managers of incorporated enterprises	8
Maryborough		Contributing family workers	23
Maryborough		Employee	250
Maryborough		Owner managers of incorporated enterprises	38
Maryborough		Owner managers of unincorporated enterprises	52
Maryborough		Status in employment not stated	14
Maryborough	AUS	Contributing family workers	301
Maryborough	AUS	Employee	9475
Maryborough	AUS	Owner managers of incorporated enterprises	536
Maryborough	AUS	Owner managers of unincorporated enterprises	892
Maryborough	AUS	Status in employment not stated	157
Maryborough	CAN	Employee	19
Maryborough	CHN	Contributing family workers	3
Maryborough	CHN	Employee	11
Maryborough	CHN	Owner managers of incorporated enterprises	3
Maryborough	CHN	Owner managers of unincorporated enterprises	3
Maryborough	EGY	Employee	3
Maryborough	FJI	Employee	14
Maryborough	DEU	Employee	28
Maryborough	DEU	Owner managers of unincorporated enterprises	6
Maryborough	DEU	Status in employment not stated	3
Maryborough	IND	Contributing family workers	3
Maryborough	IND	Employee	33
Maryborough	IND	Owner managers of incorporated enterprises	3
Maryborough	IDN	Employee	9
Maryborough	IRN	Employee	7
Maryborough	IRL	Employee	15
Maryborough	ITA	Employee	3
Maryborough	ITA	Owner managers of unincorporated enterprises	3
Maryborough	JPN	Employee	3
Maryborough	JPN	Owner managers of incorporated enterprises	3
Maryborough	MYS	Contributing family workers	3
Maryborough	MYS	Employee	6
Maryborough	MYS	Owner managers of unincorporated enterprises	4
Maryborough	NLD	Employee	18
Maryborough	NLD	Owner managers of incorporated enterprises	3
Maryborough	NLD	Owner managers of unincorporated enterprises	8
Maryborough	NZL	Contributing family workers	12
Maryborough	NZL	Employee	285
Maryborough	NZL	Owner managers of incorporated enterprises	24
Maryborough	NZL	Owner managers of unincorporated enterprises	40
Maryborough	PHL	Employee	78
Maryborough	POL	Employee	6
Maryborough	POL	Owner managers of unincorporated enterprises	3
Maryborough	ZAF	Employee	30
Maryborough	ZAF	Owner managers of incorporated enterprises	5
Maryborough	ZAF	Owner managers of unincorporated enterprises	10
Maryborough	LKA	Employee	11
Maryborough	THA	Employee	14
Maryborough	THA	Owner managers of unincorporated enterprises	3
Maryborough	GBR	Contributing family workers	16
Maryborough	GBR	Employee	324
Maryborough	GBR	Owner managers of incorporated enterprises	27
Maryborough	GBR	Owner managers of unincorporated enterprises	54
Maryborough	GBR	Status in employment not stated	3
Maryborough	USA	Employee	21
Maryborough	USA	Owner managers of unincorporated enterprises	3
Maryborough	VNM	Employee	3
Maryborough	ZWE	Contributing family workers	4
Maryborough	ZWE	Employee	10
Migratory - Offshore - Shipping (Qld)		Employee	3
Migratory - Offshore - Shipping (Qld)		Owner managers of incorporated enterprises	3
Migratory - Offshore - Shipping (Qld)	AUS	Contributing family workers	6
Migratory - Offshore - Shipping (Qld)	AUS	Employee	132
Migratory - Offshore - Shipping (Qld)	AUS	Owner managers of incorporated enterprises	6
Migratory - Offshore - Shipping (Qld)	AUS	Owner managers of unincorporated enterprises	14
Migratory - Offshore - Shipping (Qld)	NZL	Employee	16
Migratory - Offshore - Shipping (Qld)	KOR	Employee	3
Migratory - Offshore - Shipping (Qld)	GBR	Employee	11
No usual address (Qld)		Contributing family workers	100
No usual address (Qld)		Employee	2775
No usual address (Qld)		Owner managers of incorporated enterprises	476
No usual address (Qld)		Owner managers of unincorporated enterprises	1478
No usual address (Qld)		Status in employment not stated	159
No usual address (Qld)	AUS	Contributing family workers	1156
No usual address (Qld)	AUS	Employee	44127
No usual address (Qld)	AUS	Owner managers of incorporated enterprises	7779
No usual address (Qld)	AUS	Owner managers of unincorporated enterprises	20033
No usual address (Qld)	AUS	Status in employment not stated	1113
No usual address (Qld)	CAN	Contributing family workers	5
No usual address (Qld)	CAN	Employee	127
No usual address (Qld)	CAN	Owner managers of incorporated enterprises	24
No usual address (Qld)	CAN	Owner managers of unincorporated enterprises	87
No usual address (Qld)	CHN	Contributing family workers	13
No usual address (Qld)	CHN	Employee	214
No usual address (Qld)	CHN	Owner managers of incorporated enterprises	52
No usual address (Qld)	CHN	Owner managers of unincorporated enterprises	126
No usual address (Qld)	HRV	Contributing family workers	4
No usual address (Qld)	HRV	Employee	44
No usual address (Qld)	HRV	Owner managers of incorporated enterprises	23
No usual address (Qld)	HRV	Owner managers of unincorporated enterprises	36
No usual address (Qld)	HRV	Status in employment not stated	3
No usual address (Qld)	EGY	Employee	15
No usual address (Qld)	EGY	Owner managers of incorporated enterprises	6
No usual address (Qld)	EGY	Owner managers of unincorporated enterprises	9
No usual address (Qld)	FJI	Contributing family workers	10
No usual address (Qld)	FJI	Employee	103
No usual address (Qld)	FJI	Owner managers of incorporated enterprises	26
No usual address (Qld)	FJI	Owner managers of unincorporated enterprises	53
No usual address (Qld)	FJI	Status in employment not stated	11
No usual address (Qld)	MKD	Employee	25
No usual address (Qld)	MKD	Owner managers of incorporated enterprises	3
No usual address (Qld)	MKD	Owner managers of unincorporated enterprises	9
No usual address (Qld)	DEU	Contributing family workers	10
No usual address (Qld)	DEU	Employee	206
No usual address (Qld)	DEU	Owner managers of incorporated enterprises	44
No usual address (Qld)	DEU	Owner managers of unincorporated enterprises	173
No usual address (Qld)	DEU	Status in employment not stated	5
No usual address (Qld)	GRC	Contributing family workers	4
No usual address (Qld)	GRC	Employee	24
No usual address (Qld)	GRC	Owner managers of incorporated enterprises	5
No usual address (Qld)	GRC	Owner managers of unincorporated enterprises	24
No usual address (Qld)	HKG	Contributing family workers	3
No usual address (Qld)	HKG	Employee	99
No usual address (Qld)	HKG	Owner managers of incorporated enterprises	16
No usual address (Qld)	HKG	Owner managers of unincorporated enterprises	35
No usual address (Qld)	IND	Contributing family workers	10
No usual address (Qld)	IND	Employee	538
No usual address (Qld)	IND	Owner managers of incorporated enterprises	98
No usual address (Qld)	IND	Owner managers of unincorporated enterprises	176
No usual address (Qld)	IND	Status in employment not stated	21
No usual address (Qld)	IDN	Contributing family workers	3
No usual address (Qld)	IDN	Employee	37
No usual address (Qld)	IDN	Owner managers of incorporated enterprises	7
No usual address (Qld)	IDN	Owner managers of unincorporated enterprises	29
No usual address (Qld)	IRN	Contributing family workers	3
No usual address (Qld)	IRN	Employee	57
No usual address (Qld)	IRN	Owner managers of incorporated enterprises	7
No usual address (Qld)	IRN	Owner managers of unincorporated enterprises	28
No usual address (Qld)	IRQ	Employee	14
No usual address (Qld)	IRQ	Owner managers of incorporated enterprises	3
No usual address (Qld)	IRQ	Owner managers of unincorporated enterprises	6
No usual address (Qld)	IRL	Contributing family workers	3
No usual address (Qld)	IRL	Employee	255
No usual address (Qld)	IRL	Owner managers of incorporated enterprises	53
No usual address (Qld)	IRL	Owner managers of unincorporated enterprises	78
No usual address (Qld)	IRL	Status in employment not stated	6
No usual address (Qld)	ITA	Contributing family workers	13
No usual address (Qld)	ITA	Employee	95
No usual address (Qld)	ITA	Owner managers of incorporated enterprises	26
No usual address (Qld)	ITA	Owner managers of unincorporated enterprises	96
No usual address (Qld)	JPN	Contributing family workers	3
No usual address (Qld)	JPN	Employee	100
No usual address (Qld)	JPN	Owner managers of incorporated enterprises	11
No usual address (Qld)	JPN	Owner managers of unincorporated enterprises	54
No usual address (Qld)	JPN	Status in employment not stated	5
No usual address (Qld)	LBN	Contributing family workers	3
No usual address (Qld)	LBN	Employee	21
No usual address (Qld)	LBN	Owner managers of incorporated enterprises	8
No usual address (Qld)	LBN	Owner managers of unincorporated enterprises	8
No usual address (Qld)	MYS	Contributing family workers	3
No usual address (Qld)	MYS	Employee	113
No usual address (Qld)	MYS	Owner managers of incorporated enterprises	19
No usual address (Qld)	MYS	Owner managers of unincorporated enterprises	71
No usual address (Qld)	MLT	Employee	15
No usual address (Qld)	MLT	Owner managers of incorporated enterprises	4
No usual address (Qld)	MLT	Owner managers of unincorporated enterprises	12
No usual address (Qld)	NLD	Employee	116
No usual address (Qld)	NLD	Owner managers of incorporated enterprises	28
No usual address (Qld)	NLD	Owner managers of unincorporated enterprises	96
No usual address (Qld)	NLD	Status in employment not stated	3
No usual address (Qld)	NZL	Contributing family workers	73
No usual address (Qld)	NZL	Employee	4474
No usual address (Qld)	NZL	Owner managers of incorporated enterprises	738
No usual address (Qld)	NZL	Owner managers of unincorporated enterprises	1866
No usual address (Qld)	NZL	Status in employment not stated	114
No usual address (Qld)	PAK	Employee	40
No usual address (Qld)	PAK	Owner managers of incorporated enterprises	14
No usual address (Qld)	PAK	Owner managers of unincorporated enterprises	19
No usual address (Qld)	PHL	Contributing family workers	5
No usual address (Qld)	PHL	Employee	255
No usual address (Qld)	PHL	Owner managers of incorporated enterprises	28
No usual address (Qld)	PHL	Owner managers of unincorporated enterprises	75
No usual address (Qld)	POL	Employee	53
No usual address (Qld)	POL	Owner managers of incorporated enterprises	11
No usual address (Qld)	POL	Owner managers of unincorporated enterprises	53
No usual address (Qld)	POL	Status in employment not stated	3
No usual address (Qld)	SGP	Employee	69
No usual address (Qld)	SGP	Owner managers of incorporated enterprises	17
No usual address (Qld)	SGP	Owner managers of unincorporated enterprises	25
No usual address (Qld)	SGP	Status in employment not stated	4
No usual address (Qld)	ZAF	Contributing family workers	7
No usual address (Qld)	ZAF	Employee	456
No usual address (Qld)	ZAF	Owner managers of incorporated enterprises	87
No usual address (Qld)	ZAF	Owner managers of unincorporated enterprises	195
No usual address (Qld)	ZAF	Status in employment not stated	5
No usual address (Qld)	KOR	Contributing family workers	9
No usual address (Qld)	KOR	Employee	211
No usual address (Qld)	KOR	Owner managers of incorporated enterprises	36
No usual address (Qld)	KOR	Owner managers of unincorporated enterprises	120
No usual address (Qld)	LKA	Employee	67
No usual address (Qld)	LKA	Owner managers of incorporated enterprises	14
No usual address (Qld)	LKA	Owner managers of unincorporated enterprises	16
No usual address (Qld)	LKA	Status in employment not stated	3
No usual address (Qld)	THA	Contributing family workers	3
No usual address (Qld)	THA	Employee	56
No usual address (Qld)	THA	Owner managers of incorporated enterprises	3
No usual address (Qld)	THA	Owner managers of unincorporated enterprises	52
No usual address (Qld)	THA	Status in employment not stated	3
No usual address (Qld)	TUR	Employee	11
No usual address (Qld)	TUR	Owner managers of incorporated enterprises	3
No usual address (Qld)	TUR	Owner managers of unincorporated enterprises	21
No usual address (Qld)	GBR	Contributing family workers	61
No usual address (Qld)	GBR	Employee	2771
No usual address (Qld)	GBR	Owner managers of incorporated enterprises	613
No usual address (Qld)	GBR	Owner managers of unincorporated enterprises	1956
No usual address (Qld)	GBR	Status in employment not stated	79
No usual address (Qld)	USA	Contributing family workers	3
No usual address (Qld)	USA	Employee	191
No usual address (Qld)	USA	Owner managers of incorporated enterprises	26
No usual address (Qld)	USA	Owner managers of unincorporated enterprises	109
No usual address (Qld)	USA	Status in employment not stated	3
No usual address (Qld)	VNM	Contributing family workers	12
No usual address (Qld)	VNM	Employee	149
No usual address (Qld)	VNM	Owner managers of incorporated enterprises	41
No usual address (Qld)	VNM	Owner managers of unincorporated enterprises	60
No usual address (Qld)	VNM	Status in employment not stated	4
No usual address (Qld)	ZWE	Contributing family workers	3
No usual address (Qld)	ZWE	Employee	113
No usual address (Qld)	ZWE	Owner managers of incorporated enterprises	17
No usual address (Qld)	ZWE	Owner managers of unincorporated enterprises	57
Adelaide City		Contributing family workers	37
Adelaide City		Employee	5480
Adelaide City		Owner managers of incorporated enterprises	177
Adelaide City		Owner managers of unincorporated enterprises	184
Adelaide City		Status in employment not stated	123
Adelaide City	AUS	Contributing family workers	246
Adelaide City	AUS	Employee	77681
Adelaide City	AUS	Owner managers of incorporated enterprises	2451
Adelaide City	AUS	Owner managers of unincorporated enterprises	2334
Adelaide City	AUS	Status in employment not stated	492
Adelaide City	CAN	Employee	331
Adelaide City	CAN	Owner managers of incorporated enterprises	13
Adelaide City	CAN	Owner managers of unincorporated enterprises	12
Adelaide City	CHN	Contributing family workers	103
Adelaide City	CHN	Employee	2472
Adelaide City	CHN	Owner managers of incorporated enterprises	239
Adelaide City	CHN	Owner managers of unincorporated enterprises	109
Adelaide City	CHN	Status in employment not stated	12
Adelaide City	HRV	Employee	125
Adelaide City	HRV	Owner managers of incorporated enterprises	9
Adelaide City	HRV	Owner managers of unincorporated enterprises	3
Adelaide City	HRV	Status in employment not stated	7
Adelaide City	EGY	Employee	78
Adelaide City	EGY	Owner managers of incorporated enterprises	3
Adelaide City	EGY	Owner managers of unincorporated enterprises	7
Adelaide City	FJI	Employee	129
Adelaide City	FJI	Owner managers of incorporated enterprises	7
