SA3_NAME16	Occupation	OccupationSubtype	Sex	workers
South Coast	Labourers	Factory process workers	F	156
South Coast	Labourers	Factory process workers	M	381
South Coast	Labourers	Farm forestry and garden workers	F	64
South Coast	Labourers	Farm forestry and garden workers	M	254
South Coast	Labourers	Food preparation assistants	F	189
South Coast	Labourers	Food preparation assistants	M	201
South Coast	Labourers	Labourers nfd	F	4
South Coast	Labourers	Labourers nfd	M	56
South Coast	Labourers	Other labourers	F	106
South Coast	Labourers	Other labourers	M	432
South Coast	Machinery operators and drivers	Machine and stationary plant operators	F	44
South Coast	Machinery operators and drivers	Machine and stationary plant operators	M	214
South Coast	Machinery operators and drivers	Machinery operators and drivers nfd	M	26
South Coast	Machinery operators and drivers	Mobile plant operators	F	3
South Coast	Machinery operators and drivers	Mobile plant operators	M	236
South Coast	Machinery operators and drivers	Road and rail drivers	F	38
South Coast	Machinery operators and drivers	Road and rail drivers	M	624
South Coast	Machinery operators and drivers	Storepersons	F	13
South Coast	Machinery operators and drivers	Storepersons	M	67
South Coast	Managers	Chief executives general managers and legislators	F	59
South Coast	Managers	Chief executives general managers and legislators	M	96
South Coast	Managers	Farmers and farm managers	F	204
South Coast	Managers	Farmers and farm managers	M	519
South Coast	Managers	Hospitality retail and service managers	F	718
South Coast	Managers	Hospitality retail and service managers	M	695
South Coast	Managers	Managers nfd	F	11
South Coast	Managers	Managers nfd	M	23
South Coast	Managers	Specialist managers	F	306
South Coast	Managers	Specialist managers	M	540
South Coast	Professionals	Arts and media professionals	F	77
South Coast	Professionals	Arts and media professionals	M	70
South Coast	Professionals	Business human resource and marketing professionals	F	262
South Coast	Professionals	Business human resource and marketing professionals	M	212
South Coast	Professionals	Design engineering science and transport professionals	F	136
South Coast	Professionals	Design engineering science and transport professionals	M	292
South Coast	Professionals	Education professionals	F	839
South Coast	Professionals	Education professionals	M	341
South Coast	Professionals	Health professionals	F	996
South Coast	Professionals	Health professionals	M	294
South Coast	Professionals	Information and Communication Technology ICT professionals	F	14
South Coast	Professionals	Information and Communication Technology ICT professionals	M	72
South Coast	Professionals	Legal social and welfare professionals	F	224
South Coast	Professionals	Legal social and welfare professionals	M	129
South Coast	Professionals	Professionals nfd	F	7
South Coast	Professionals	Professionals nfd	M	12
South Coast	Sales workers	Sales assistants and salespersons	F	1399
South Coast	Sales workers	Sales assistants and salespersons	M	753
South Coast	Sales workers	Sales representatives and agents	F	203
South Coast	Sales workers	Sales representatives and agents	M	166
South Coast	Sales workers	Sales support workers	F	256
South Coast	Sales workers	Sales support workers	M	90
South Coast	Sales workers	Sales workers nfd	M	3
South Coast	Technicians and trades workers	Automotive and engineering trades workers	F	13
South Coast	Technicians and trades workers	Automotive and engineering trades workers	M	616
South Coast	Technicians and trades workers	Construction trades workers	F	14
South Coast	Technicians and trades workers	Construction trades workers	M	678
South Coast	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	9
South Coast	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	309
South Coast	Technicians and trades workers	Engineering ICT and science technicians	F	119
South Coast	Technicians and trades workers	Engineering ICT and science technicians	M	235
South Coast	Technicians and trades workers	Food trades workers	F	196
South Coast	Technicians and trades workers	Food trades workers	M	367
South Coast	Technicians and trades workers	Other technicians and trades workers	F	212
South Coast	Technicians and trades workers	Other technicians and trades workers	M	160
South Coast	Technicians and trades workers	Skilled animal and horticultural workers	F	125
South Coast	Technicians and trades workers	Skilled animal and horticultural workers	M	262
South Coast	Technicians and trades workers	Technicians and trades workers nfd	M	24
Goulburn - Mulwaree			F	87
Goulburn - Mulwaree			M	141
Goulburn - Mulwaree	Clerical and administrative workers	Clerical and office support workers	F	42
Goulburn - Mulwaree	Clerical and administrative workers	Clerical and office support workers	M	52
Goulburn - Mulwaree	Clerical and administrative workers	General clerical workers	F	324
Goulburn - Mulwaree	Clerical and administrative workers	General clerical workers	M	40
Goulburn - Mulwaree	Clerical and administrative workers	Inquiry clerks and receptionists	F	243
Goulburn - Mulwaree	Clerical and administrative workers	Inquiry clerks and receptionists	M	21
Goulburn - Mulwaree	Clerical and administrative workers	Numerical clerks	F	276
Goulburn - Mulwaree	Clerical and administrative workers	Numerical clerks	M	38
Goulburn - Mulwaree	Clerical and administrative workers	Office managers and program administrators	F	190
Goulburn - Mulwaree	Clerical and administrative workers	Office managers and program administrators	M	44
Goulburn - Mulwaree	Clerical and administrative workers	Other clerical and administrative workers	F	112
Goulburn - Mulwaree	Clerical and administrative workers	Other clerical and administrative workers	M	60
Goulburn - Mulwaree	Clerical and administrative workers	Personal assistants and secretaries	F	113
Goulburn - Mulwaree	Clerical and administrative workers	Personal assistants and secretaries	M	3
Goulburn - Mulwaree	Community and personal service workers	Carers and aides	F	704
Goulburn - Mulwaree	Community and personal service workers	Carers and aides	M	119
Goulburn - Mulwaree	Community and personal service workers	Health and welfare support workers	F	172
Goulburn - Mulwaree	Community and personal service workers	Health and welfare support workers	M	65
Goulburn - Mulwaree	Community and personal service workers	Hospitality workers	F	258
Goulburn - Mulwaree	Community and personal service workers	Hospitality workers	M	65
Goulburn - Mulwaree	Community and personal service workers	Protective service workers	F	127
Goulburn - Mulwaree	Community and personal service workers	Protective service workers	M	435
Goulburn - Mulwaree	Community and personal service workers	Sports and personal service workers	F	80
Goulburn - Mulwaree	Community and personal service workers	Sports and personal service workers	M	60
Goulburn - Mulwaree	Labourers	Cleaners and laundry workers	F	285
Goulburn - Mulwaree	Labourers	Cleaners and laundry workers	M	127
Goulburn - Mulwaree	Labourers	Construction and mining labourers	M	153
Goulburn - Mulwaree	Labourers	Factory process workers	F	70
Goulburn - Mulwaree	Labourers	Factory process workers	M	161
Goulburn - Mulwaree	Labourers	Farm forestry and garden workers	F	66
Goulburn - Mulwaree	Labourers	Farm forestry and garden workers	M	193
Goulburn - Mulwaree	Labourers	Food preparation assistants	F	107
Goulburn - Mulwaree	Labourers	Food preparation assistants	M	119
Goulburn - Mulwaree	Labourers	Labourers nfd	F	5
Goulburn - Mulwaree	Labourers	Labourers nfd	M	37
Goulburn - Mulwaree	Labourers	Other labourers	F	44
Goulburn - Mulwaree	Labourers	Other labourers	M	151
Goulburn - Mulwaree	Machinery operators and drivers	Machine and stationary plant operators	F	23
Goulburn - Mulwaree	Machinery operators and drivers	Machine and stationary plant operators	M	128
Goulburn - Mulwaree	Machinery operators and drivers	Machinery operators and drivers nfd	F	3
Goulburn - Mulwaree	Machinery operators and drivers	Machinery operators and drivers nfd	M	34
Goulburn - Mulwaree	Machinery operators and drivers	Mobile plant operators	F	25
Goulburn - Mulwaree	Machinery operators and drivers	Mobile plant operators	M	165
Goulburn - Mulwaree	Machinery operators and drivers	Road and rail drivers	F	24
Goulburn - Mulwaree	Machinery operators and drivers	Road and rail drivers	M	401
Goulburn - Mulwaree	Machinery operators and drivers	Storepersons	F	38
Goulburn - Mulwaree	Machinery operators and drivers	Storepersons	M	118
Goulburn - Mulwaree	Managers	Chief executives general managers and legislators	F	20
Goulburn - Mulwaree	Managers	Chief executives general managers and legislators	M	49
Goulburn - Mulwaree	Managers	Farmers and farm managers	F	229
Goulburn - Mulwaree	Managers	Farmers and farm managers	M	629
Goulburn - Mulwaree	Managers	Hospitality retail and service managers	F	265
Goulburn - Mulwaree	Managers	Hospitality retail and service managers	M	275
Goulburn - Mulwaree	Managers	Managers nfd	F	13
Goulburn - Mulwaree	Managers	Managers nfd	M	10
Goulburn - Mulwaree	Managers	Specialist managers	F	176
Goulburn - Mulwaree	Managers	Specialist managers	M	340
Goulburn - Mulwaree	Professionals	Arts and media professionals	F	20
Goulburn - Mulwaree	Professionals	Arts and media professionals	M	33
Goulburn - Mulwaree	Professionals	Business human resource and marketing professionals	F	150
Goulburn - Mulwaree	Professionals	Business human resource and marketing professionals	M	141
Goulburn - Mulwaree	Professionals	Design engineering science and transport professionals	F	66
Goulburn - Mulwaree	Professionals	Design engineering science and transport professionals	M	104
Goulburn - Mulwaree	Professionals	Education professionals	F	446
Goulburn - Mulwaree	Professionals	Education professionals	M	157
Goulburn - Mulwaree	Professionals	Health professionals	F	542
Goulburn - Mulwaree	Professionals	Health professionals	M	151
Goulburn - Mulwaree	Professionals	Information and Communication Technology ICT professionals	F	6
Goulburn - Mulwaree	Professionals	Information and Communication Technology ICT professionals	M	22
Goulburn - Mulwaree	Professionals	Legal social and welfare professionals	F	137
Goulburn - Mulwaree	Professionals	Legal social and welfare professionals	M	59
Goulburn - Mulwaree	Professionals	Professionals nfd	F	10
Goulburn - Mulwaree	Professionals	Professionals nfd	M	3
Goulburn - Mulwaree	Sales workers	Sales assistants and salespersons	F	632
Goulburn - Mulwaree	Sales workers	Sales assistants and salespersons	M	352
Goulburn - Mulwaree	Sales workers	Sales representatives and agents	F	70
Goulburn - Mulwaree	Sales workers	Sales representatives and agents	M	89
Goulburn - Mulwaree	Sales workers	Sales support workers	F	121
Goulburn - Mulwaree	Sales workers	Sales support workers	M	43
Goulburn - Mulwaree	Technicians and trades workers	Automotive and engineering trades workers	F	6
Goulburn - Mulwaree	Technicians and trades workers	Automotive and engineering trades workers	M	488
Goulburn - Mulwaree	Technicians and trades workers	Construction trades workers	M	261
Goulburn - Mulwaree	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	172
Goulburn - Mulwaree	Technicians and trades workers	Engineering ICT and science technicians	F	48
Goulburn - Mulwaree	Technicians and trades workers	Engineering ICT and science technicians	M	108
Goulburn - Mulwaree	Technicians and trades workers	Food trades workers	F	87
Goulburn - Mulwaree	Technicians and trades workers	Food trades workers	M	138
Goulburn - Mulwaree	Technicians and trades workers	Other technicians and trades workers	F	87
Goulburn - Mulwaree	Technicians and trades workers	Other technicians and trades workers	M	64
Goulburn - Mulwaree	Technicians and trades workers	Skilled animal and horticultural workers	F	51
Goulburn - Mulwaree	Technicians and trades workers	Skilled animal and horticultural workers	M	135
Goulburn - Mulwaree	Technicians and trades workers	Technicians and trades workers nfd	M	19
Young - Yass			F	67
Young - Yass			M	99
Young - Yass	Clerical and administrative workers	Clerical and administrative workers nfd	F	3
Young - Yass	Clerical and administrative workers	Clerical and office support workers	F	44
Young - Yass	Clerical and administrative workers	Clerical and office support workers	M	45
Young - Yass	Clerical and administrative workers	General clerical workers	F	240
Young - Yass	Clerical and administrative workers	General clerical workers	M	23
Young - Yass	Clerical and administrative workers	Inquiry clerks and receptionists	F	137
Young - Yass	Clerical and administrative workers	Inquiry clerks and receptionists	M	10
Young - Yass	Clerical and administrative workers	Numerical clerks	F	265
Young - Yass	Clerical and administrative workers	Numerical clerks	M	27
Young - Yass	Clerical and administrative workers	Office managers and program administrators	F	190
Young - Yass	Clerical and administrative workers	Office managers and program administrators	M	24
Young - Yass	Clerical and administrative workers	Other clerical and administrative workers	F	62
Young - Yass	Clerical and administrative workers	Other clerical and administrative workers	M	56
Young - Yass	Clerical and administrative workers	Personal assistants and secretaries	F	77
Young - Yass	Clerical and administrative workers	Personal assistants and secretaries	M	3
Young - Yass	Community and personal service workers	Carers and aides	F	553
Young - Yass	Community and personal service workers	Carers and aides	M	42
Young - Yass	Community and personal service workers	Health and welfare support workers	F	92
Young - Yass	Community and personal service workers	Health and welfare support workers	M	36
Young - Yass	Community and personal service workers	Hospitality workers	F	230
Young - Yass	Community and personal service workers	Hospitality workers	M	66
Young - Yass	Community and personal service workers	Protective service workers	F	14
Young - Yass	Community and personal service workers	Protective service workers	M	44
Young - Yass	Community and personal service workers	Sports and personal service workers	F	92
Young - Yass	Community and personal service workers	Sports and personal service workers	M	28
Young - Yass	Labourers	Cleaners and laundry workers	F	202
Young - Yass	Labourers	Cleaners and laundry workers	M	99
Young - Yass	Labourers	Construction and mining labourers	F	3
Young - Yass	Labourers	Construction and mining labourers	M	155
Young - Yass	Labourers	Factory process workers	F	34
Young - Yass	Labourers	Factory process workers	M	96
Young - Yass	Labourers	Farm forestry and garden workers	F	159
Young - Yass	Labourers	Farm forestry and garden workers	M	411
Young - Yass	Labourers	Food preparation assistants	F	116
Young - Yass	Labourers	Food preparation assistants	M	87
Young - Yass	Labourers	Labourers nfd	F	8
Young - Yass	Labourers	Labourers nfd	M	40
Young - Yass	Labourers	Other labourers	F	42
Young - Yass	Labourers	Other labourers	M	150
Young - Yass	Machinery operators and drivers	Machine and stationary plant operators	F	17
Young - Yass	Machinery operators and drivers	Machine and stationary plant operators	M	83
Young - Yass	Machinery operators and drivers	Machinery operators and drivers nfd	M	16
Young - Yass	Machinery operators and drivers	Mobile plant operators	F	4
Young - Yass	Machinery operators and drivers	Mobile plant operators	M	153
Young - Yass	Machinery operators and drivers	Road and rail drivers	F	21
Young - Yass	Machinery operators and drivers	Road and rail drivers	M	322
Young - Yass	Machinery operators and drivers	Storepersons	F	4
Young - Yass	Machinery operators and drivers	Storepersons	M	29
Young - Yass	Managers	Chief executives general managers and legislators	F	19
Young - Yass	Managers	Chief executives general managers and legislators	M	62
Young - Yass	Managers	Farmers and farm managers	F	412
Young - Yass	Managers	Farmers and farm managers	M	1029
Young - Yass	Managers	Hospitality retail and service managers	F	274
Young - Yass	Managers	Hospitality retail and service managers	M	248
Young - Yass	Managers	Managers nfd	F	4
Young - Yass	Managers	Managers nfd	M	19
Young - Yass	Managers	Specialist managers	F	157
Young - Yass	Managers	Specialist managers	M	255
Young - Yass	Professionals	Arts and media professionals	F	36
Young - Yass	Professionals	Arts and media professionals	M	20
Young - Yass	Professionals	Business human resource and marketing professionals	F	135
Young - Yass	Professionals	Business human resource and marketing professionals	M	106
Young - Yass	Professionals	Design engineering science and transport professionals	F	56
Young - Yass	Professionals	Design engineering science and transport professionals	M	118
Young - Yass	Professionals	Education professionals	F	409
Young - Yass	Professionals	Education professionals	M	116
Young - Yass	Professionals	Health professionals	F	294
Young - Yass	Professionals	Health professionals	M	65
Young - Yass	Professionals	Information and Communication Technology ICT professionals	F	3
Young - Yass	Professionals	Information and Communication Technology ICT professionals	M	30
Young - Yass	Professionals	Legal social and welfare professionals	F	59
Young - Yass	Professionals	Legal social and welfare professionals	M	37
Young - Yass	Professionals	Professionals nfd	F	3
Young - Yass	Professionals	Professionals nfd	M	3
Young - Yass	Sales workers	Sales assistants and salespersons	F	548
Young - Yass	Sales workers	Sales assistants and salespersons	M	275
Young - Yass	Sales workers	Sales representatives and agents	F	67
Young - Yass	Sales workers	Sales representatives and agents	M	70
Young - Yass	Sales workers	Sales support workers	F	94
Young - Yass	Sales workers	Sales support workers	M	36
Young - Yass	Technicians and trades workers	Automotive and engineering trades workers	F	9
