SA3_NAME16	Age	LabourForceStatus	Sex	workers
Albany	75+	Employed (away from work)	M	15
Albany	75+	Employed (full-time)	F	20
Albany	75+	Employed (full-time)	M	82
Albany	75+	Employed (part-time)	F	45
Albany	75+	Employed (part-time)	M	105
Wheat Belt - North	15-19		F	19
Wheat Belt - North	15-19		M	29
Wheat Belt - North	15-19	Employed (away from work)	F	14
Wheat Belt - North	15-19	Employed (away from work)	M	17
Wheat Belt - North	15-19	Employed (full-time)	F	101
Wheat Belt - North	15-19	Employed (full-time)	M	229
Wheat Belt - North	15-19	Employed (part-time)	F	267
Wheat Belt - North	15-19	Employed (part-time)	M	197
Wheat Belt - North	20-24		F	10
Wheat Belt - North	20-24		M	35
Wheat Belt - North	20-24	Employed (away from work)	F	24
Wheat Belt - North	20-24	Employed (away from work)	M	36
Wheat Belt - North	20-24	Employed (full-time)	F	348
Wheat Belt - North	20-24	Employed (full-time)	M	607
Wheat Belt - North	20-24	Employed (part-time)	F	224
Wheat Belt - North	20-24	Employed (part-time)	M	178
Wheat Belt - North	25-29		F	11
Wheat Belt - North	25-29		M	26
Wheat Belt - North	25-29	Employed (away from work)	F	43
Wheat Belt - North	25-29	Employed (away from work)	M	35
Wheat Belt - North	25-29	Employed (full-time)	F	451
Wheat Belt - North	25-29	Employed (full-time)	M	867
Wheat Belt - North	25-29	Employed (part-time)	F	283
Wheat Belt - North	25-29	Employed (part-time)	M	100
Wheat Belt - North	30-34		F	21
Wheat Belt - North	30-34		M	18
Wheat Belt - North	30-34	Employed (away from work)	F	52
Wheat Belt - North	30-34	Employed (away from work)	M	46
Wheat Belt - North	30-34	Employed (full-time)	F	395
Wheat Belt - North	30-34	Employed (full-time)	M	928
Wheat Belt - North	30-34	Employed (part-time)	F	433
Wheat Belt - North	30-34	Employed (part-time)	M	96
Wheat Belt - North	35-39		F	21
Wheat Belt - North	35-39		M	23
Wheat Belt - North	35-39	Employed (away from work)	F	26
Wheat Belt - North	35-39	Employed (away from work)	M	30
Wheat Belt - North	35-39	Employed (full-time)	F	345
Wheat Belt - North	35-39	Employed (full-time)	M	893
Wheat Belt - North	35-39	Employed (part-time)	F	420
Wheat Belt - North	35-39	Employed (part-time)	M	105
Wheat Belt - North	40-44		F	10
Wheat Belt - North	40-44		M	23
Wheat Belt - North	40-44	Employed (away from work)	F	24
Wheat Belt - North	40-44	Employed (away from work)	M	35
Wheat Belt - North	40-44	Employed (full-time)	F	453
Wheat Belt - North	40-44	Employed (full-time)	M	973
Wheat Belt - North	40-44	Employed (part-time)	F	505
Wheat Belt - North	40-44	Employed (part-time)	M	122
Wheat Belt - North	45-49		F	24
Wheat Belt - North	45-49		M	19
Wheat Belt - North	45-49	Employed (away from work)	F	37
Wheat Belt - North	45-49	Employed (away from work)	M	49
Wheat Belt - North	45-49	Employed (full-time)	F	576
Wheat Belt - North	45-49	Employed (full-time)	M	1079
Wheat Belt - North	45-49	Employed (part-time)	F	518
Wheat Belt - North	45-49	Employed (part-time)	M	126
Wheat Belt - North	50-54		F	23
Wheat Belt - North	50-54		M	19
Wheat Belt - North	50-54	Employed (away from work)	F	54
Wheat Belt - North	50-54	Employed (away from work)	M	45
Wheat Belt - North	50-54	Employed (full-time)	F	625
Wheat Belt - North	50-54	Employed (full-time)	M	1180
Wheat Belt - North	50-54	Employed (part-time)	F	512
Wheat Belt - North	50-54	Employed (part-time)	M	153
Wheat Belt - North	55-59		F	24
Wheat Belt - North	55-59		M	25
Wheat Belt - North	55-59	Employed (away from work)	F	67
Wheat Belt - North	55-59	Employed (away from work)	M	61
Wheat Belt - North	55-59	Employed (full-time)	F	550
Wheat Belt - North	55-59	Employed (full-time)	M	1108
Wheat Belt - North	55-59	Employed (part-time)	F	528
Wheat Belt - North	55-59	Employed (part-time)	M	196
Wheat Belt - North	60-64		F	13
Wheat Belt - North	60-64		M	19
Wheat Belt - North	60-64	Employed (away from work)	F	64
Wheat Belt - North	60-64	Employed (away from work)	M	60
Wheat Belt - North	60-64	Employed (full-time)	F	357
Wheat Belt - North	60-64	Employed (full-time)	M	753
Wheat Belt - North	60-64	Employed (part-time)	F	440
Wheat Belt - North	60-64	Employed (part-time)	M	251
Wheat Belt - North	65-69		F	9
Wheat Belt - North	65-69		M	6
Wheat Belt - North	65-69	Employed (away from work)	F	21
Wheat Belt - North	65-69	Employed (away from work)	M	35
Wheat Belt - North	65-69	Employed (full-time)	F	140
Wheat Belt - North	65-69	Employed (full-time)	M	414
Wheat Belt - North	65-69	Employed (part-time)	F	264
Wheat Belt - North	65-69	Employed (part-time)	M	186
Wheat Belt - North	70-74		F	11
Wheat Belt - North	70-74		M	6
Wheat Belt - North	70-74	Employed (away from work)	F	15
Wheat Belt - North	70-74	Employed (away from work)	M	16
Wheat Belt - North	70-74	Employed (full-time)	F	59
Wheat Belt - North	70-74	Employed (full-time)	M	167
Wheat Belt - North	70-74	Employed (part-time)	F	141
Wheat Belt - North	70-74	Employed (part-time)	M	165
Wheat Belt - North	75+		F	11
Wheat Belt - North	75+		M	17
Wheat Belt - North	75+	Employed (away from work)	F	7
Wheat Belt - North	75+	Employed (away from work)	M	9
Wheat Belt - North	75+	Employed (full-time)	F	29
Wheat Belt - North	75+	Employed (full-time)	M	128
Wheat Belt - North	75+	Employed (part-time)	F	77
Wheat Belt - North	75+	Employed (part-time)	M	130
Wheat Belt - South	15-19		F	4
Wheat Belt - South	15-19		M	10
Wheat Belt - South	15-19	Employed (away from work)	F	3
Wheat Belt - South	15-19	Employed (away from work)	M	6
Wheat Belt - South	15-19	Employed (full-time)	F	34
Wheat Belt - South	15-19	Employed (full-time)	M	109
Wheat Belt - South	15-19	Employed (part-time)	F	83
Wheat Belt - South	15-19	Employed (part-time)	M	45
Wheat Belt - South	20-24		F	6
Wheat Belt - South	20-24		M	20
Wheat Belt - South	20-24	Employed (away from work)	F	10
Wheat Belt - South	20-24	Employed (away from work)	M	24
Wheat Belt - South	20-24	Employed (full-time)	F	149
Wheat Belt - South	20-24	Employed (full-time)	M	299
Wheat Belt - South	20-24	Employed (part-time)	F	80
Wheat Belt - South	20-24	Employed (part-time)	M	51
Wheat Belt - South	25-29		M	11
Wheat Belt - South	25-29	Employed (away from work)	F	28
Wheat Belt - South	25-29	Employed (away from work)	M	23
Wheat Belt - South	25-29	Employed (full-time)	F	156
Wheat Belt - South	25-29	Employed (full-time)	M	444
Wheat Belt - South	25-29	Employed (part-time)	F	105
Wheat Belt - South	25-29	Employed (part-time)	M	40
Wheat Belt - South	30-34		F	15
Wheat Belt - South	30-34		M	8
Wheat Belt - South	30-34	Employed (away from work)	F	35
Wheat Belt - South	30-34	Employed (away from work)	M	22
Wheat Belt - South	30-34	Employed (full-time)	F	152
Wheat Belt - South	30-34	Employed (full-time)	M	542
Wheat Belt - South	30-34	Employed (part-time)	F	195
Wheat Belt - South	30-34	Employed (part-time)	M	46
Wheat Belt - South	35-39		M	8
Wheat Belt - South	35-39	Employed (away from work)	F	23
Wheat Belt - South	35-39	Employed (away from work)	M	27
Wheat Belt - South	35-39	Employed (full-time)	F	167
Wheat Belt - South	35-39	Employed (full-time)	M	524
Wheat Belt - South	35-39	Employed (part-time)	F	216
Wheat Belt - South	35-39	Employed (part-time)	M	45
Wheat Belt - South	40-44		M	8
Wheat Belt - South	40-44	Employed (away from work)	F	20
Wheat Belt - South	40-44	Employed (away from work)	M	32
Wheat Belt - South	40-44	Employed (full-time)	F	197
Wheat Belt - South	40-44	Employed (full-time)	M	560
Wheat Belt - South	40-44	Employed (part-time)	F	235
Wheat Belt - South	40-44	Employed (part-time)	M	53
Wheat Belt - South	45-49		F	10
Wheat Belt - South	45-49		M	19
Wheat Belt - South	45-49	Employed (away from work)	F	16
Wheat Belt - South	45-49	Employed (away from work)	M	20
Wheat Belt - South	45-49	Employed (full-time)	F	267
Wheat Belt - South	45-49	Employed (full-time)	M	615
Wheat Belt - South	45-49	Employed (part-time)	F	227
Wheat Belt - South	45-49	Employed (part-time)	M	52
Wheat Belt - South	50-54		F	5
Wheat Belt - South	50-54		M	16
Wheat Belt - South	50-54	Employed (away from work)	F	24
Wheat Belt - South	50-54	Employed (away from work)	M	53
Wheat Belt - South	50-54	Employed (full-time)	F	273
Wheat Belt - South	50-54	Employed (full-time)	M	601
Wheat Belt - South	50-54	Employed (part-time)	F	203
Wheat Belt - South	50-54	Employed (part-time)	M	69
Wheat Belt - South	55-59		F	13
Wheat Belt - South	55-59		M	15
Wheat Belt - South	55-59	Employed (away from work)	F	36
Wheat Belt - South	55-59	Employed (away from work)	M	45
Wheat Belt - South	55-59	Employed (full-time)	F	277
Wheat Belt - South	55-59	Employed (full-time)	M	529
Wheat Belt - South	55-59	Employed (part-time)	F	208
Wheat Belt - South	55-59	Employed (part-time)	M	57
Wheat Belt - South	60-64		F	10
Wheat Belt - South	60-64		M	12
Wheat Belt - South	60-64	Employed (away from work)	F	25
Wheat Belt - South	60-64	Employed (away from work)	M	43
Wheat Belt - South	60-64	Employed (full-time)	F	170
Wheat Belt - South	60-64	Employed (full-time)	M	393
Wheat Belt - South	60-64	Employed (part-time)	F	185
Wheat Belt - South	60-64	Employed (part-time)	M	94
Wheat Belt - South	65-69		F	6
Wheat Belt - South	65-69		M	11
Wheat Belt - South	65-69	Employed (away from work)	F	19
Wheat Belt - South	65-69	Employed (away from work)	M	28
Wheat Belt - South	65-69	Employed (full-time)	F	70
Wheat Belt - South	65-69	Employed (full-time)	M	205
Wheat Belt - South	65-69	Employed (part-time)	F	99
Wheat Belt - South	65-69	Employed (part-time)	M	91
Wheat Belt - South	70-74		F	3
Wheat Belt - South	70-74		M	5
Wheat Belt - South	70-74	Employed (away from work)	F	8
Wheat Belt - South	70-74	Employed (away from work)	M	15
Wheat Belt - South	70-74	Employed (full-time)	F	26
Wheat Belt - South	70-74	Employed (full-time)	M	86
Wheat Belt - South	70-74	Employed (part-time)	F	50
Wheat Belt - South	70-74	Employed (part-time)	M	65
Wheat Belt - South	75+		F	13
Wheat Belt - South	75+		M	6
Wheat Belt - South	75+	Employed (away from work)	F	5
Wheat Belt - South	75+	Employed (away from work)	M	12
Wheat Belt - South	75+	Employed (full-time)	F	19
Wheat Belt - South	75+	Employed (full-time)	M	49
Wheat Belt - South	75+	Employed (part-time)	F	31
Wheat Belt - South	75+	Employed (part-time)	M	58
Kimberley	15-19		F	15
Kimberley	15-19		M	9
Kimberley	15-19	Employed (away from work)	F	6
Kimberley	15-19	Employed (away from work)	M	6
Kimberley	15-19	Employed (full-time)	F	88
Kimberley	15-19	Employed (full-time)	M	135
Kimberley	15-19	Employed (part-time)	F	134
Kimberley	15-19	Employed (part-time)	M	137
Kimberley	20-24		F	32
Kimberley	20-24		M	37
Kimberley	20-24	Employed (away from work)	F	19
Kimberley	20-24	Employed (away from work)	M	16
Kimberley	20-24	Employed (full-time)	F	392
Kimberley	20-24	Employed (full-time)	M	387
Kimberley	20-24	Employed (part-time)	F	142
Kimberley	20-24	Employed (part-time)	M	121
Kimberley	25-29		F	20
Kimberley	25-29		M	18
Kimberley	25-29	Employed (away from work)	F	37
Kimberley	25-29	Employed (away from work)	M	37
Kimberley	25-29	Employed (full-time)	F	635
Kimberley	25-29	Employed (full-time)	M	679
Kimberley	25-29	Employed (part-time)	F	187
Kimberley	25-29	Employed (part-time)	M	120
Kimberley	30-34		F	19
Kimberley	30-34		M	24
Kimberley	30-34	Employed (away from work)	F	70
Kimberley	30-34	Employed (away from work)	M	41
Kimberley	30-34	Employed (full-time)	F	642
Kimberley	30-34	Employed (full-time)	M	780
Kimberley	30-34	Employed (part-time)	F	263
Kimberley	30-34	Employed (part-time)	M	115
Kimberley	35-39		F	12
Kimberley	35-39		M	15
Kimberley	35-39	Employed (away from work)	F	49
Kimberley	35-39	Employed (away from work)	M	35
Kimberley	35-39	Employed (full-time)	F	480
Kimberley	35-39	Employed (full-time)	M	658
Kimberley	35-39	Employed (part-time)	F	286
Kimberley	35-39	Employed (part-time)	M	93
Kimberley	40-44		F	15
Kimberley	40-44		M	12
Kimberley	40-44	Employed (away from work)	F	27
Kimberley	40-44	Employed (away from work)	M	38
Kimberley	40-44	Employed (full-time)	F	464
Kimberley	40-44	Employed (full-time)	M	659
Kimberley	40-44	Employed (part-time)	F	271
Kimberley	40-44	Employed (part-time)	M	99
Kimberley	45-49		F	21
Kimberley	45-49		M	28
Kimberley	45-49	Employed (away from work)	F	21
Kimberley	45-49	Employed (away from work)	M	36
Kimberley	45-49	Employed (full-time)	F	484
Kimberley	45-49	Employed (full-time)	M	671
Kimberley	45-49	Employed (part-time)	F	207
Kimberley	45-49	Employed (part-time)	M	97
Kimberley	50-54		F	21
Kimberley	50-54		M	16
Kimberley	50-54	Employed (away from work)	F	33
Kimberley	50-54	Employed (away from work)	M	32
Kimberley	50-54	Employed (full-time)	F	495
Kimberley	50-54	Employed (full-time)	M	587
Kimberley	50-54	Employed (part-time)	F	171
Kimberley	50-54	Employed (part-time)	M	115
Kimberley	55-59		F	8
Kimberley	55-59		M	16
Kimberley	55-59	Employed (away from work)	F	41
Kimberley	55-59	Employed (away from work)	M	33
Kimberley	55-59	Employed (full-time)	F	455
Kimberley	55-59	Employed (full-time)	M	559
Kimberley	55-59	Employed (part-time)	F	179
Kimberley	55-59	Employed (part-time)	M	86
Kimberley	60-64		F	11
Kimberley	60-64		M	24
Kimberley	60-64	Employed (away from work)	F	23
Kimberley	60-64	Employed (away from work)	M	30
Kimberley	60-64	Employed (full-time)	F	292
Kimberley	60-64	Employed (full-time)	M	391
Kimberley	60-64	Employed (part-time)	F	132
Kimberley	60-64	Employed (part-time)	M	111
Kimberley	65-69		F	3
Kimberley	65-69		M	11
Kimberley	65-69	Employed (away from work)	F	10
Kimberley	65-69	Employed (away from work)	M	9
Kimberley	65-69	Employed (full-time)	F	79
Kimberley	65-69	Employed (full-time)	M	162
Kimberley	65-69	Employed (part-time)	F	61
Kimberley	65-69	Employed (part-time)	M	57
Kimberley	70-74		M	4
Kimberley	70-74	Employed (away from work)	F	3
Kimberley	70-74	Employed (away from work)	M	3
Kimberley	70-74	Employed (full-time)	F	14
Kimberley	70-74	Employed (full-time)	M	40
Kimberley	70-74	Employed (part-time)	F	23
Kimberley	70-74	Employed (part-time)	M	28
Kimberley	75+	Employed (full-time)	F	9
Kimberley	75+	Employed (full-time)	M	19
Kimberley	75+	Employed (part-time)	F	7
Kimberley	75+	Employed (part-time)	M	14
East Pilbara	15-19		F	10
East Pilbara	15-19		M	10
East Pilbara	15-19	Employed (away from work)	F	8
East Pilbara	15-19	Employed (away from work)	M	7
East Pilbara	15-19	Employed (full-time)	F	66
East Pilbara	15-19	Employed (full-time)	M	89
East Pilbara	15-19	Employed (part-time)	F	124
East Pilbara	15-19	Employed (part-time)	M	89
East Pilbara	20-24		F	16
East Pilbara	20-24		M	33
East Pilbara	20-24	Employed (away from work)	F	38
East Pilbara	20-24	Employed (away from work)	M	51
East Pilbara	20-24	Employed (full-time)	F	406
East Pilbara	20-24	Employed (full-time)	M	692
East Pilbara	20-24	Employed (part-time)	F	106
East Pilbara	20-24	Employed (part-time)	M	86
East Pilbara	25-29		F	19
East Pilbara	25-29		M	41
East Pilbara	25-29	Employed (away from work)	F	84
East Pilbara	25-29	Employed (away from work)	M	188
East Pilbara	25-29	Employed (full-time)	F	766
East Pilbara	25-29	Employed (full-time)	M	2014
East Pilbara	25-29	Employed (part-time)	F	170
East Pilbara	25-29	Employed (part-time)	M	132
East Pilbara	30-34		F	18
East Pilbara	30-34		M	63
East Pilbara	30-34	Employed (away from work)	F	90
East Pilbara	30-34	Employed (away from work)	M	251
East Pilbara	30-34	Employed (full-time)	F	611
East Pilbara	30-34	Employed (full-time)	M	2416
East Pilbara	30-34	Employed (part-time)	F	238
East Pilbara	30-34	Employed (part-time)	M	155
East Pilbara	35-39		F	19
East Pilbara	35-39		M	47
East Pilbara	35-39	Employed (away from work)	F	43
East Pilbara	35-39	Employed (away from work)	M	205
East Pilbara	35-39	Employed (full-time)	F	414
East Pilbara	35-39	Employed (full-time)	M	2086
East Pilbara	35-39	Employed (part-time)	F	188
East Pilbara	35-39	Employed (part-time)	M	102
East Pilbara	40-44		F	10
East Pilbara	40-44		M	48
East Pilbara	40-44	Employed (away from work)	F	47
East Pilbara	40-44	Employed (away from work)	M	159
East Pilbara	40-44	Employed (full-time)	F	390
East Pilbara	40-44	Employed (full-time)	M	1981
East Pilbara	40-44	Employed (part-time)	F	143
East Pilbara	40-44	Employed (part-time)	M	123
East Pilbara	45-49		F	23
East Pilbara	45-49		M	48
East Pilbara	45-49	Employed (away from work)	F	34
East Pilbara	45-49	Employed (away from work)	M	189
East Pilbara	45-49	Employed (full-time)	F	419
East Pilbara	45-49	Employed (full-time)	M	1858
East Pilbara	45-49	Employed (part-time)	F	111
East Pilbara	45-49	Employed (part-time)	M	123
East Pilbara	50-54		F	17
East Pilbara	50-54		M	35
East Pilbara	50-54	Employed (away from work)	F	50
East Pilbara	50-54	Employed (away from work)	M	163
East Pilbara	50-54	Employed (full-time)	F	385
East Pilbara	50-54	Employed (full-time)	M	1586
East Pilbara	50-54	Employed (part-time)	F	102
East Pilbara	50-54	Employed (part-time)	M	84
East Pilbara	55-59		F	11
East Pilbara	55-59		M	32
East Pilbara	55-59	Employed (away from work)	F	26
East Pilbara	55-59	Employed (away from work)	M	147
East Pilbara	55-59	Employed (full-time)	F	289
East Pilbara	55-59	Employed (full-time)	M	1183
East Pilbara	55-59	Employed (part-time)	F	65
East Pilbara	55-59	Employed (part-time)	M	81
East Pilbara	60-64		F	12
East Pilbara	60-64		M	18
East Pilbara	60-64	Employed (away from work)	F	13
East Pilbara	60-64	Employed (away from work)	M	86
East Pilbara	60-64	Employed (full-time)	F	119
East Pilbara	60-64	Employed (full-time)	M	584
East Pilbara	60-64	Employed (part-time)	F	47
East Pilbara	60-64	Employed (part-time)	M	52
East Pilbara	65-69		F	3
East Pilbara	65-69		M	3
East Pilbara	65-69	Employed (away from work)	M	27
East Pilbara	65-69	Employed (full-time)	F	39
East Pilbara	65-69	Employed (full-time)	M	175
East Pilbara	65-69	Employed (part-time)	F	15
East Pilbara	65-69	Employed (part-time)	M	29
East Pilbara	70-74		M	3
East Pilbara	70-74	Employed (away from work)	F	3
East Pilbara	70-74	Employed (away from work)	M	10
East Pilbara	70-74	Employed (full-time)	F	9
East Pilbara	70-74	Employed (full-time)	M	33
East Pilbara	70-74	Employed (part-time)	F	6
East Pilbara	70-74	Employed (part-time)	M	7
East Pilbara	75+	Employed (full-time)	F	4
East Pilbara	75+	Employed (full-time)	M	12
East Pilbara	75+	Employed (part-time)	M	3
West Pilbara	15-19		F	19
West Pilbara	15-19		M	25
West Pilbara	15-19	Employed (away from work)	F	14
West Pilbara	15-19	Employed (away from work)	M	17
West Pilbara	15-19	Employed (full-time)	F	69
West Pilbara	15-19	Employed (full-time)	M	139
West Pilbara	15-19	Employed (part-time)	F	167
West Pilbara	15-19	Employed (part-time)	M	144
West Pilbara	20-24		F	16
West Pilbara	20-24		M	41
West Pilbara	20-24	Employed (away from work)	F	39
West Pilbara	20-24	Employed (away from work)	M	80
West Pilbara	20-24	Employed (full-time)	F	463
West Pilbara	20-24	Employed (full-time)	M	950
West Pilbara	20-24	Employed (part-time)	F	134
West Pilbara	20-24	Employed (part-time)	M	117
West Pilbara	25-29		F	26
West Pilbara	25-29		M	56
West Pilbara	25-29	Employed (away from work)	F	109
West Pilbara	25-29	Employed (away from work)	M	269
West Pilbara	25-29	Employed (full-time)	F	867
West Pilbara	25-29	Employed (full-time)	M	2974
West Pilbara	25-29	Employed (part-time)	F	206
West Pilbara	25-29	Employed (part-time)	M	174
West Pilbara	30-34		F	15
West Pilbara	30-34		M	72
West Pilbara	30-34	Employed (away from work)	F	161
West Pilbara	30-34	Employed (away from work)	M	380
West Pilbara	30-34	Employed (full-time)	F	771
West Pilbara	30-34	Employed (full-time)	M	3959
West Pilbara	30-34	Employed (part-time)	F	340
West Pilbara	30-34	Employed (part-time)	M	201
West Pilbara	35-39		F	17
West Pilbara	35-39		M	70
West Pilbara	35-39	Employed (away from work)	F	69
West Pilbara	35-39	Employed (away from work)	M	343
West Pilbara	35-39	Employed (full-time)	F	604
West Pilbara	35-39	Employed (full-time)	M	3358
West Pilbara	35-39	Employed (part-time)	F	291
West Pilbara	35-39	Employed (part-time)	M	210
West Pilbara	40-44		F	17
West Pilbara	40-44		M	71
West Pilbara	40-44	Employed (away from work)	F	56
West Pilbara	40-44	Employed (away from work)	M	362
West Pilbara	40-44	Employed (full-time)	F	579
West Pilbara	40-44	Employed (full-time)	M	3381
West Pilbara	40-44	Employed (part-time)	F	280
West Pilbara	40-44	Employed (part-time)	M	213
West Pilbara	45-49		F	14
West Pilbara	45-49		M	68
West Pilbara	45-49	Employed (away from work)	F	53
West Pilbara	45-49	Employed (away from work)	M	340
West Pilbara	45-49	Employed (full-time)	F	612
West Pilbara	45-49	Employed (full-time)	M	3150
West Pilbara	45-49	Employed (part-time)	F	208
West Pilbara	45-49	Employed (part-time)	M	219
West Pilbara	50-54		F	19
West Pilbara	50-54		M	66
West Pilbara	50-54	Employed (away from work)	F	61
West Pilbara	50-54	Employed (away from work)	M	298
West Pilbara	50-54	Employed (full-time)	F	587
West Pilbara	50-54	Employed (full-time)	M	2668
West Pilbara	50-54	Employed (part-time)	F	156
West Pilbara	50-54	Employed (part-time)	M	136
West Pilbara	55-59		F	19
West Pilbara	55-59		M	42
West Pilbara	55-59	Employed (away from work)	F	60
West Pilbara	55-59	Employed (away from work)	M	236
West Pilbara	55-59	Employed (full-time)	F	431
West Pilbara	55-59	Employed (full-time)	M	1963
West Pilbara	55-59	Employed (part-time)	F	103
West Pilbara	55-59	Employed (part-time)	M	121
West Pilbara	60-64		F	4
West Pilbara	60-64		M	19
West Pilbara	60-64	Employed (away from work)	F	22
West Pilbara	60-64	Employed (away from work)	M	115
West Pilbara	60-64	Employed (full-time)	F	199
West Pilbara	60-64	Employed (full-time)	M	962
West Pilbara	60-64	Employed (part-time)	F	62
West Pilbara	60-64	Employed (part-time)	M	76
West Pilbara	65-69		M	9
West Pilbara	65-69	Employed (away from work)	F	9
West Pilbara	65-69	Employed (away from work)	M	32
West Pilbara	65-69	Employed (full-time)	F	40
West Pilbara	65-69	Employed (full-time)	M	252
West Pilbara	65-69	Employed (part-time)	F	13
West Pilbara	65-69	Employed (part-time)	M	42
West Pilbara	70-74		M	3
West Pilbara	70-74	Employed (away from work)	M	7
West Pilbara	70-74	Employed (full-time)	F	6
West Pilbara	70-74	Employed (full-time)	M	38
West Pilbara	70-74	Employed (part-time)	F	3
West Pilbara	75+		F	3
West Pilbara	75+	Employed (full-time)	F	5
West Pilbara	75+	Employed (full-time)	M	10
West Pilbara	75+	Employed (part-time)	F	8
West Pilbara	75+	Employed (part-time)	M	3
Esperance	15-19		F	8
Esperance	15-19		M	10
Esperance	15-19	Employed (away from work)	F	11
Esperance	15-19	Employed (away from work)	M	3
Esperance	15-19	Employed (full-time)	F	45
Esperance	15-19	Employed (full-time)	M	81
Esperance	15-19	Employed (part-time)	F	132
Esperance	15-19	Employed (part-time)	M	101
Esperance	20-24		F	3
Esperance	20-24		M	7
Esperance	20-24	Employed (away from work)	F	7
Esperance	20-24	Employed (away from work)	M	13
Esperance	20-24	Employed (full-time)	F	119
Esperance	20-24	Employed (full-time)	M	232
Esperance	20-24	Employed (part-time)	F	98
Esperance	20-24	Employed (part-time)	M	48
Esperance	25-29		M	4
Esperance	25-29	Employed (away from work)	F	15
Esperance	25-29	Employed (away from work)	M	19
Esperance	25-29	Employed (full-time)	F	155
Esperance	25-29	Employed (full-time)	M	283
Esperance	25-29	Employed (part-time)	F	114
Esperance	25-29	Employed (part-time)	M	36
Esperance	30-34		F	7
Esperance	30-34		M	4
Esperance	30-34	Employed (away from work)	F	17
Esperance	30-34	Employed (away from work)	M	14
Esperance	30-34	Employed (full-time)	F	99
Esperance	30-34	Employed (full-time)	M	303
Esperance	30-34	Employed (part-time)	F	159
Esperance	30-34	Employed (part-time)	M	24
Esperance	35-39		F	4
Esperance	35-39		M	6
Esperance	35-39	Employed (away from work)	F	12
Esperance	35-39	Employed (away from work)	M	10
Esperance	35-39	Employed (full-time)	F	112
Esperance	35-39	Employed (full-time)	M	293
Esperance	35-39	Employed (part-time)	F	154
Esperance	35-39	Employed (part-time)	M	24
Esperance	40-44		F	11
Esperance	40-44		M	8
Esperance	40-44	Employed (away from work)	F	14
Esperance	40-44	Employed (away from work)	M	17
Esperance	40-44	Employed (full-time)	F	173
Esperance	40-44	Employed (full-time)	M	346
Esperance	40-44	Employed (part-time)	F	191
Esperance	40-44	Employed (part-time)	M	33
Esperance	45-49		F	9
Esperance	45-49		M	10
Esperance	45-49	Employed (away from work)	F	10
Esperance	45-49	Employed (away from work)	M	18
Esperance	45-49	Employed (full-time)	F	177
Esperance	45-49	Employed (full-time)	M	399
Esperance	45-49	Employed (part-time)	F	184
Esperance	45-49	Employed (part-time)	M	28
Esperance	50-54		F	5
Esperance	50-54		M	10
Esperance	50-54	Employed (away from work)	F	27
Esperance	50-54	Employed (away from work)	M	21
Esperance	50-54	Employed (full-time)	F	198
Esperance	50-54	Employed (full-time)	M	367
Esperance	50-54	Employed (part-time)	F	174
Esperance	50-54	Employed (part-time)	M	54
Esperance	55-59		F	3
Esperance	55-59		M	3
Esperance	55-59	Employed (away from work)	F	29
Esperance	55-59	Employed (away from work)	M	29
Esperance	55-59	Employed (full-time)	F	139
Esperance	55-59	Employed (full-time)	M	310
Esperance	55-59	Employed (part-time)	F	157
Esperance	55-59	Employed (part-time)	M	43
Esperance	60-64		F	5
Esperance	60-64		M	4
Esperance	60-64	Employed (away from work)	F	22
Esperance	60-64	Employed (away from work)	M	22
Esperance	60-64	Employed (full-time)	F	81
Esperance	60-64	Employed (full-time)	M	200
Esperance	60-64	Employed (part-time)	F	116
Esperance	60-64	Employed (part-time)	M	62
Esperance	65-69		M	3
Esperance	65-69	Employed (away from work)	F	9
Esperance	65-69	Employed (away from work)	M	16
Esperance	65-69	Employed (full-time)	F	27
Esperance	65-69	Employed (full-time)	M	78
Esperance	65-69	Employed (part-time)	F	54
Esperance	65-69	Employed (part-time)	M	50
Esperance	70-74	Employed (away from work)	F	7
Esperance	70-74	Employed (away from work)	M	5
Esperance	70-74	Employed (full-time)	F	5
Esperance	70-74	Employed (full-time)	M	40
Esperance	70-74	Employed (part-time)	F	35
Esperance	70-74	Employed (part-time)	M	28
Esperance	75+		F	3
Esperance	75+	Employed (away from work)	M	3
Esperance	75+	Employed (full-time)	F	9
Esperance	75+	Employed (full-time)	M	17
Esperance	75+	Employed (part-time)	F	14
Esperance	75+	Employed (part-time)	M	29
Gascoyne	15-19		M	7
Gascoyne	15-19	Employed (away from work)	F	3
Gascoyne	15-19	Employed (away from work)	M	4
Gascoyne	15-19	Employed (full-time)	F	33
Gascoyne	15-19	Employed (full-time)	M	39
Gascoyne	15-19	Employed (part-time)	F	52
Gascoyne	15-19	Employed (part-time)	M	34
Gascoyne	20-24		F	4
Gascoyne	20-24		M	3
Gascoyne	20-24	Employed (away from work)	F	10
Gascoyne	20-24	Employed (away from work)	M	13
Gascoyne	20-24	Employed (full-time)	F	114
Gascoyne	20-24	Employed (full-time)	M	114
Gascoyne	20-24	Employed (part-time)	F	46
Gascoyne	20-24	Employed (part-time)	M	27
Gascoyne	25-29		F	6
Gascoyne	25-29		M	6
Gascoyne	25-29	Employed (away from work)	F	23
Gascoyne	25-29	Employed (away from work)	M	20
Gascoyne	25-29	Employed (full-time)	F	149
Gascoyne	25-29	Employed (full-time)	M	200
Gascoyne	25-29	Employed (part-time)	F	69
Gascoyne	25-29	Employed (part-time)	M	39
