SA3_NAME16	Occupation	PublicSector	LevelOfGovt	workers
South Coast	Sales workers	1	State territory	7
South Coast	Technicians and trades workers			31
South Coast	Technicians and trades workers	0		3088
South Coast	Technicians and trades workers	0		64
South Coast	Technicians and trades workers	1	Local	154
South Coast	Technicians and trades workers	1	National	3
South Coast	Technicians and trades workers	1	State territory	70
Goulburn - Mulwaree				89
Goulburn - Mulwaree		0		108
Goulburn - Mulwaree		0		32
Goulburn - Mulwaree		1	Local	10
Goulburn - Mulwaree		1	National	4
Goulburn - Mulwaree		1	State territory	9
Goulburn - Mulwaree	Clerical and administrative workers			11
Goulburn - Mulwaree	Clerical and administrative workers	0		1072
Goulburn - Mulwaree	Clerical and administrative workers	0		11
Goulburn - Mulwaree	Clerical and administrative workers	1	Local	93
Goulburn - Mulwaree	Clerical and administrative workers	1	National	96
Goulburn - Mulwaree	Clerical and administrative workers	1	State territory	285
Goulburn - Mulwaree	Community and personal service workers			18
Goulburn - Mulwaree	Community and personal service workers	0		1304
Goulburn - Mulwaree	Community and personal service workers	0		24
Goulburn - Mulwaree	Community and personal service workers	1	Local	11
Goulburn - Mulwaree	Community and personal service workers	1	National	12
Goulburn - Mulwaree	Community and personal service workers	1	State territory	739
Goulburn - Mulwaree	Labourers			11
Goulburn - Mulwaree	Labourers	0		1372
Goulburn - Mulwaree	Labourers	0		27
Goulburn - Mulwaree	Labourers	1	Local	49
Goulburn - Mulwaree	Labourers	1	National	10
Goulburn - Mulwaree	Labourers	1	State territory	74
Goulburn - Mulwaree	Machinery operators and drivers			6
Goulburn - Mulwaree	Machinery operators and drivers	0		878
Goulburn - Mulwaree	Machinery operators and drivers	0		27
Goulburn - Mulwaree	Machinery operators and drivers	1	Local	60
Goulburn - Mulwaree	Machinery operators and drivers	1	State territory	22
Goulburn - Mulwaree	Managers			11
Goulburn - Mulwaree	Managers	0		1811
Goulburn - Mulwaree	Managers	0		39
Goulburn - Mulwaree	Managers	1	Local	43
Goulburn - Mulwaree	Managers	1	National	9
Goulburn - Mulwaree	Managers	1	State territory	126
Goulburn - Mulwaree	Professionals			5
Goulburn - Mulwaree	Professionals	0		1183
Goulburn - Mulwaree	Professionals	0		27
Goulburn - Mulwaree	Professionals	1	Local	48
Goulburn - Mulwaree	Professionals	1	National	70
Goulburn - Mulwaree	Professionals	1	State territory	738
Goulburn - Mulwaree	Sales workers			6
Goulburn - Mulwaree	Sales workers	0		1285
Goulburn - Mulwaree	Sales workers	0		28
Goulburn - Mulwaree	Sales workers	1	National	8
Goulburn - Mulwaree	Sales workers	1	State territory	4
Goulburn - Mulwaree	Technicians and trades workers			13
Goulburn - Mulwaree	Technicians and trades workers	0		1520
Goulburn - Mulwaree	Technicians and trades workers	0		28
Goulburn - Mulwaree	Technicians and trades workers	1	Local	73
Goulburn - Mulwaree	Technicians and trades workers	1	National	3
Goulburn - Mulwaree	Technicians and trades workers	1	State territory	47
Young - Yass				66
Young - Yass		0		86
Young - Yass		0		28
Young - Yass		1	Local	3
Young - Yass		1	State territory	3
Young - Yass	Clerical and administrative workers			11
Young - Yass	Clerical and administrative workers	0		966
Young - Yass	Clerical and administrative workers	0		20
Young - Yass	Clerical and administrative workers	1	Local	76
Young - Yass	Clerical and administrative workers	1	National	45
Young - Yass	Clerical and administrative workers	1	State territory	93
Young - Yass	Community and personal service workers			4
Young - Yass	Community and personal service workers	0		1010
Young - Yass	Community and personal service workers	0		20
Young - Yass	Community and personal service workers	1	Local	13
Young - Yass	Community and personal service workers	1	National	4
Young - Yass	Community and personal service workers	1	State territory	161
Young - Yass	Labourers			22
Young - Yass	Labourers	0		1472
Young - Yass	Labourers	0		32
Young - Yass	Labourers	1	Local	67
Young - Yass	Labourers	1	State territory	31
Young - Yass	Machinery operators and drivers			3
Young - Yass	Machinery operators and drivers	0		551
Young - Yass	Machinery operators and drivers	0		12
Young - Yass	Machinery operators and drivers	1	Local	76
Young - Yass	Machinery operators and drivers	1	State territory	13
Young - Yass	Managers			4
Young - Yass	Managers	0		2352
Young - Yass	Managers	0		54
Young - Yass	Managers	1	Local	45
Young - Yass	Managers	1	National	10
Young - Yass	Managers	1	State territory	68
Young - Yass	Professionals			6
Young - Yass	Professionals	0		1047
Young - Yass	Professionals	0		8
Young - Yass	Professionals	1	Local	51
Young - Yass	Professionals	1	National	23
Young - Yass	Professionals	1	State territory	363
Young - Yass	Sales workers			3
Young - Yass	Sales workers	0		1075
Young - Yass	Sales workers	0		18
Young - Yass	Sales workers	1	National	10
Young - Yass	Sales workers	1	State territory	3
Young - Yass	Technicians and trades workers			15
Young - Yass	Technicians and trades workers	0		1342
Young - Yass	Technicians and trades workers	0		31
Young - Yass	Technicians and trades workers	1	Local	67
Young - Yass	Technicians and trades workers	1	National	5
Young - Yass	Technicians and trades workers	1	State territory	17
Gosford				337
Gosford		0		500
Gosford		0		115
Gosford		1	Local	22
Gosford		1	National	14
Gosford		1	State territory	53
Gosford	Clerical and administrative workers			25
Gosford	Clerical and administrative workers	0		6613
Gosford	Clerical and administrative workers	0		95
Gosford	Clerical and administrative workers	1	Local	238
Gosford	Clerical and administrative workers	1	National	302
Gosford	Clerical and administrative workers	1	State territory	1049
Gosford	Community and personal service workers			50
Gosford	Community and personal service workers	0		6235
Gosford	Community and personal service workers	0		126
Gosford	Community and personal service workers	1	Local	115
Gosford	Community and personal service workers	1	National	26
Gosford	Community and personal service workers	1	State territory	1309
Gosford	Labourers			46
Gosford	Labourers	0		5310
Gosford	Labourers	0		76
Gosford	Labourers	1	Local	135
Gosford	Labourers	1	State territory	226
Gosford	Machinery operators and drivers			18
Gosford	Machinery operators and drivers	0		2619
Gosford	Machinery operators and drivers	0		46
Gosford	Machinery operators and drivers	1	Local	117
Gosford	Machinery operators and drivers	1	State territory	98
Gosford	Managers			21
Gosford	Managers	0		5861
Gosford	Managers	0		117
Gosford	Managers	1	Local	82
Gosford	Managers	1	National	32
Gosford	Managers	1	State territory	418
Gosford	Professionals			42
Gosford	Professionals	0		8267
Gosford	Professionals	0		154
Gosford	Professionals	1	Local	216
Gosford	Professionals	1	National	147
Gosford	Professionals	1	State territory	3871
Gosford	Sales workers			28
Gosford	Sales workers	0		6712
Gosford	Sales workers	0		108
Gosford	Sales workers	1	Local	12
Gosford	Sales workers	1	National	14
Gosford	Sales workers	1	State territory	24
Gosford	Technicians and trades workers			55
Gosford	Technicians and trades workers	0		7155
Gosford	Technicians and trades workers	0		124
Gosford	Technicians and trades workers	1	Local	155
Gosford	Technicians and trades workers	1	National	11
Gosford	Technicians and trades workers	1	State territory	184
Wyong				269
Wyong		0		412
Wyong		0		90
Wyong		1	Local	14
Wyong		1	National	21
Wyong		1	State territory	34
Wyong	Clerical and administrative workers			18
Wyong	Clerical and administrative workers	0		4750
Wyong	Clerical and administrative workers	0		70
Wyong	Clerical and administrative workers	1	Local	214
Wyong	Clerical and administrative workers	1	National	485
Wyong	Clerical and administrative workers	1	State territory	640
Wyong	Community and personal service workers			34
Wyong	Community and personal service workers	0		4971
Wyong	Community and personal service workers	0		99
Wyong	Community and personal service workers	1	Local	46
Wyong	Community and personal service workers	1	National	32
Wyong	Community and personal service workers	1	State territory	1020
Wyong	Labourers			56
Wyong	Labourers	0		4619
Wyong	Labourers	0		78
Wyong	Labourers	1	Local	98
Wyong	Labourers	1	National	4
Wyong	Labourers	1	State territory	131
Wyong	Machinery operators and drivers			20
Wyong	Machinery operators and drivers	0		3010
Wyong	Machinery operators and drivers	0		62
Wyong	Machinery operators and drivers	1	Local	71
Wyong	Machinery operators and drivers	1	National	25
Wyong	Machinery operators and drivers	1	State territory	58
Wyong	Managers			15
Wyong	Managers	0		4239
Wyong	Managers	0		55
Wyong	Managers	1	Local	89
Wyong	Managers	1	National	43
Wyong	Managers	1	State territory	244
Wyong	Professionals			26
Wyong	Professionals	0		5129
Wyong	Professionals	0		64
Wyong	Professionals	1	Local	216
Wyong	Professionals	1	National	232
Wyong	Professionals	1	State territory	2350
Wyong	Sales workers			31
Wyong	Sales workers	0		5902
Wyong	Sales workers	0		89
Wyong	Sales workers	1	National	17
Wyong	Sales workers	1	State territory	12
Wyong	Technicians and trades workers			44
Wyong	Technicians and trades workers	0		5858
Wyong	Technicians and trades workers	0		116
Wyong	Technicians and trades workers	1	Local	145
Wyong	Technicians and trades workers	1	National	33
Wyong	Technicians and trades workers	1	State territory	288
Bathurst				128
Bathurst		0		161
Bathurst		0		45
Bathurst		1	Local	4
Bathurst		1	National	16
Bathurst		1	State territory	19
Bathurst	Clerical and administrative workers			11
Bathurst	Clerical and administrative workers	0		1716
Bathurst	Clerical and administrative workers	0		33
Bathurst	Clerical and administrative workers	1	Local	105
Bathurst	Clerical and administrative workers	1	National	227
Bathurst	Clerical and administrative workers	1	State territory	301
Bathurst	Community and personal service workers			10
Bathurst	Community and personal service workers	0		1863
Bathurst	Community and personal service workers	0		26
Bathurst	Community and personal service workers	1	Local	18
Bathurst	Community and personal service workers	1	National	62
Bathurst	Community and personal service workers	1	State territory	678
Bathurst	Labourers			17
Bathurst	Labourers	0		2102
Bathurst	Labourers	0		34
Bathurst	Labourers	1	Local	45
Bathurst	Labourers	1	National	15
Bathurst	Labourers	1	State territory	73
Bathurst	Machinery operators and drivers			9
Bathurst	Machinery operators and drivers	0		1168
Bathurst	Machinery operators and drivers	0		29
Bathurst	Machinery operators and drivers	1	Local	92
Bathurst	Machinery operators and drivers	1	National	6
Bathurst	Machinery operators and drivers	1	State territory	15
Bathurst	Managers			17
Bathurst	Managers	0		2242
Bathurst	Managers	0		44
Bathurst	Managers	1	Local	63
Bathurst	Managers	1	National	83
Bathurst	Managers	1	State territory	156
Bathurst	Professionals			13
Bathurst	Professionals	0		2096
Bathurst	Professionals	0		29
Bathurst	Professionals	1	Local	103
Bathurst	Professionals	1	National	416
Bathurst	Professionals	1	State territory	932
Bathurst	Sales workers			6
Bathurst	Sales workers	0		1952
Bathurst	Sales workers	0		28
Bathurst	Sales workers	1	National	12
Bathurst	Sales workers	1	State territory	12
Bathurst	Technicians and trades workers			22
Bathurst	Technicians and trades workers	0		2413
Bathurst	Technicians and trades workers	0		47
Bathurst	Technicians and trades workers	1	Local	91
Bathurst	Technicians and trades workers	1	National	53
Bathurst	Technicians and trades workers	1	State territory	66
Lachlan Valley				190
Lachlan Valley		0		184
Lachlan Valley		0		62
Lachlan Valley		1	Local	9
Lachlan Valley		1	National	3
Lachlan Valley		1	State territory	11
Lachlan Valley	Clerical and administrative workers			7
Lachlan Valley	Clerical and administrative workers	0		1702
Lachlan Valley	Clerical and administrative workers	0		30
Lachlan Valley	Clerical and administrative workers	1	Local	149
Lachlan Valley	Clerical and administrative workers	1	National	107
Lachlan Valley	Clerical and administrative workers	1	State territory	241
Lachlan Valley	Community and personal service workers			15
Lachlan Valley	Community and personal service workers	0		1619
Lachlan Valley	Community and personal service workers	0		24
Lachlan Valley	Community and personal service workers	1	Local	24
Lachlan Valley	Community and personal service workers	1	National	12
Lachlan Valley	Community and personal service workers	1	State territory	435
Lachlan Valley	Labourers			22
Lachlan Valley	Labourers	0		2302
Lachlan Valley	Labourers	0		44
Lachlan Valley	Labourers	1	Local	142
Lachlan Valley	Labourers	1	National	7
Lachlan Valley	Labourers	1	State territory	85
Lachlan Valley	Machinery operators and drivers			13
Lachlan Valley	Machinery operators and drivers	0		1546
Lachlan Valley	Machinery operators and drivers	0		31
Lachlan Valley	Machinery operators and drivers	1	Local	145
Lachlan Valley	Machinery operators and drivers	1	State territory	10
Lachlan Valley	Managers			30
Lachlan Valley	Managers	0		4392
Lachlan Valley	Managers	0		113
Lachlan Valley	Managers	1	Local	91
Lachlan Valley	Managers	1	National	23
Lachlan Valley	Managers	1	State territory	110
Lachlan Valley	Professionals			14
Lachlan Valley	Professionals	0		1857
Lachlan Valley	Professionals	0		36
Lachlan Valley	Professionals	1	Local	106
Lachlan Valley	Professionals	1	National	38
Lachlan Valley	Professionals	1	State territory	968
Lachlan Valley	Sales workers			4
Lachlan Valley	Sales workers	0		1826
Lachlan Valley	Sales workers	0		40
Lachlan Valley	Sales workers	1	National	10
Lachlan Valley	Sales workers	1	State territory	4
Lachlan Valley	Technicians and trades workers			28
Lachlan Valley	Technicians and trades workers	0		2421
Lachlan Valley	Technicians and trades workers	0		55
Lachlan Valley	Technicians and trades workers	1	Local	151
Lachlan Valley	Technicians and trades workers	1	National	4
Lachlan Valley	Technicians and trades workers	1	State territory	57
Lithgow - Mudgee				109
Lithgow - Mudgee		0		150
Lithgow - Mudgee		0		48
Lithgow - Mudgee		1	Local	3
Lithgow - Mudgee		1	National	3
Lithgow - Mudgee		1	State territory	21
Lithgow - Mudgee	Clerical and administrative workers	0		1469
Lithgow - Mudgee	Clerical and administrative workers	0		22
Lithgow - Mudgee	Clerical and administrative workers	1	Local	88
Lithgow - Mudgee	Clerical and administrative workers	1	National	82
Lithgow - Mudgee	Clerical and administrative workers	1	State territory	357
Lithgow - Mudgee	Community and personal service workers			10
Lithgow - Mudgee	Community and personal service workers	0		1340
Lithgow - Mudgee	Community and personal service workers	0		14
Lithgow - Mudgee	Community and personal service workers	1	Local	19
Lithgow - Mudgee	Community and personal service workers	1	National	75
Lithgow - Mudgee	Community and personal service workers	1	State territory	461
Lithgow - Mudgee	Labourers			18
Lithgow - Mudgee	Labourers	0		1720
Lithgow - Mudgee	Labourers	0		36
Lithgow - Mudgee	Labourers	1	Local	70
Lithgow - Mudgee	Labourers	1	National	4
Lithgow - Mudgee	Labourers	1	State territory	93
Lithgow - Mudgee	Machinery operators and drivers			5
Lithgow - Mudgee	Machinery operators and drivers	0		2087
Lithgow - Mudgee	Machinery operators and drivers	0		48
Lithgow - Mudgee	Machinery operators and drivers	1	Local	100
Lithgow - Mudgee	Machinery operators and drivers	1	National	6
Lithgow - Mudgee	Machinery operators and drivers	1	State territory	51
Lithgow - Mudgee	Managers			8
Lithgow - Mudgee	Managers	0		2094
Lithgow - Mudgee	Managers	0		42
Lithgow - Mudgee	Managers	1	Local	34
Lithgow - Mudgee	Managers	1	National	17
Lithgow - Mudgee	Managers	1	State territory	121
Lithgow - Mudgee	Professionals			15
Lithgow - Mudgee	Professionals	0		1501
Lithgow - Mudgee	Professionals	0		33
Lithgow - Mudgee	Professionals	1	Local	54
Lithgow - Mudgee	Professionals	1	National	50
Lithgow - Mudgee	Professionals	1	State territory	759
Lithgow - Mudgee	Sales workers			3
Lithgow - Mudgee	Sales workers	0		1477
Lithgow - Mudgee	Sales workers	0		24
Lithgow - Mudgee	Sales workers	1	National	9
Lithgow - Mudgee	Sales workers	1	State territory	10
Lithgow - Mudgee	Technicians and trades workers			13
Lithgow - Mudgee	Technicians and trades workers	0		2651
Lithgow - Mudgee	Technicians and trades workers	0		50
Lithgow - Mudgee	Technicians and trades workers	1	Local	86
Lithgow - Mudgee	Technicians and trades workers	1	National	7
Lithgow - Mudgee	Technicians and trades workers	1	State territory	108
Orange				146
Orange		0		208
Orange		0		44
Orange		1	Local	15
Orange		1	National	8
Orange		1	State territory	22
Orange	Clerical and administrative workers			11
Orange	Clerical and administrative workers	0		2337
Orange	Clerical and administrative workers	0		46
Orange	Clerical and administrative workers	1	Local	126
Orange	Clerical and administrative workers	1	National	210
Orange	Clerical and administrative workers	1	State territory	606
Orange	Community and personal service workers			18
Orange	Community and personal service workers	0		2025
Orange	Community and personal service workers	0		56
Orange	Community and personal service workers	1	Local	81
Orange	Community and personal service workers	1	National	44
Orange	Community and personal service workers	1	State territory	517
Orange	Labourers			21
Orange	Labourers	0		2429
Orange	Labourers	0		47
Orange	Labourers	1	Local	73
Orange	Labourers	1	National	6
Orange	Labourers	1	State territory	126
Orange	Machinery operators and drivers			20
Orange	Machinery operators and drivers	0		1697
Orange	Machinery operators and drivers	0		37
Orange	Machinery operators and drivers	1	Local	82
Orange	Machinery operators and drivers	1	National	3
Orange	Machinery operators and drivers	1	State territory	46
Orange	Managers			20
Orange	Managers	0		2966
Orange	Managers	0		61
Orange	Managers	1	Local	87
Orange	Managers	1	National	53
Orange	Managers	1	State territory	296
Orange	Professionals			13
Orange	Professionals	0		3035
Orange	Professionals	0		39
Orange	Professionals	1	Local	95
Orange	Professionals	1	National	162
Orange	Professionals	1	State territory	1772
Orange	Sales workers			13
Orange	Sales workers	0		2193
Orange	Sales workers	0		33
Orange	Sales workers	1	Local	7
Orange	Sales workers	1	National	6
Orange	Sales workers	1	State territory	12
Orange	Technicians and trades workers			21
Orange	Technicians and trades workers	0		3225
Orange	Technicians and trades workers	0		55
Orange	Technicians and trades workers	1	Local	119
Orange	Technicians and trades workers	1	National	15
Orange	Technicians and trades workers	1	State territory	131
Clarence Valley				121
Clarence Valley		0		122
Clarence Valley		0		35
Clarence Valley		1	Local	12
Clarence Valley		1	State territory	14
Clarence Valley	Clerical and administrative workers			3
Clarence Valley	Clerical and administrative workers	0		1493
Clarence Valley	Clerical and administrative workers	0		38
Clarence Valley	Clerical and administrative workers	1	Local	118
Clarence Valley	Clerical and administrative workers	1	National	91
Clarence Valley	Clerical and administrative workers	1	State territory	339
Clarence Valley	Community and personal service workers			15
Clarence Valley	Community and personal service workers	0		1758
Clarence Valley	Community and personal service workers	0		31
Clarence Valley	Community and personal service workers	1	Local	41
Clarence Valley	Community and personal service workers	1	National	8
Clarence Valley	Community and personal service workers	1	State territory	473
Clarence Valley	Labourers			19
Clarence Valley	Labourers	0		1676
Clarence Valley	Labourers	0		39
Clarence Valley	Labourers	1	Local	68
Clarence Valley	Labourers	1	National	3
Clarence Valley	Labourers	1	State territory	97
Clarence Valley	Machinery operators and drivers			6
Clarence Valley	Machinery operators and drivers	0		975
Clarence Valley	Machinery operators and drivers	0		16
Clarence Valley	Machinery operators and drivers	1	Local	92
Clarence Valley	Machinery operators and drivers	1	National	5
Clarence Valley	Machinery operators and drivers	1	State territory	12
Clarence Valley	Managers			9
Clarence Valley	Managers	0		1750
Clarence Valley	Managers	0		28
Clarence Valley	Managers	1	Local	39
Clarence Valley	Managers	1	National	13
Clarence Valley	Managers	1	State territory	134
Clarence Valley	Professionals			4
Clarence Valley	Professionals	0		1601
Clarence Valley	Professionals	0		27
Clarence Valley	Professionals	1	Local	99
Clarence Valley	Professionals	1	National	36
Clarence Valley	Professionals	1	State territory	1037
Clarence Valley	Sales workers			6
Clarence Valley	Sales workers	0		1794
Clarence Valley	Sales workers	0		32
Clarence Valley	Sales workers	1	Local	4
Clarence Valley	Sales workers	1	National	8
Clarence Valley	Sales workers	1	State territory	16
Clarence Valley	Technicians and trades workers			19
Clarence Valley	Technicians and trades workers	0		1906
Clarence Valley	Technicians and trades workers	0		20
Clarence Valley	Technicians and trades workers	1	Local	114
Clarence Valley	Technicians and trades workers	1	National	5
Clarence Valley	Technicians and trades workers	1	State territory	82
Coffs Harbour				197
Coffs Harbour		0		285
Coffs Harbour		0		80
Coffs Harbour		1	Local	14
Coffs Harbour		1	National	29
Coffs Harbour		1	State territory	14
Coffs Harbour	Clerical and administrative workers			20
Coffs Harbour	Clerical and administrative workers	0		3232
Coffs Harbour	Clerical and administrative workers	0		47
Coffs Harbour	Clerical and administrative workers	1	Local	135
Coffs Harbour	Clerical and administrative workers	1	National	528
Coffs Harbour	Clerical and administrative workers	1	State territory	459
Coffs Harbour	Community and personal service workers			32
Coffs Harbour	Community and personal service workers	0		3515
Coffs Harbour	Community and personal service workers	0		42
Coffs Harbour	Community and personal service workers	1	Local	29
Coffs Harbour	Community and personal service workers	1	National	36
Coffs Harbour	Community and personal service workers	1	State territory	578
Coffs Harbour	Labourers			40
Coffs Harbour	Labourers	0		3697
Coffs Harbour	Labourers	0		63
Coffs Harbour	Labourers	1	Local	79
Coffs Harbour	Labourers	1	National	10
Coffs Harbour	Labourers	1	State territory	106
Coffs Harbour	Machinery operators and drivers			15
Coffs Harbour	Machinery operators and drivers	0		1606
Coffs Harbour	Machinery operators and drivers	0		33
Coffs Harbour	Machinery operators and drivers	1	Local	68
Coffs Harbour	Machinery operators and drivers	1	National	3
Coffs Harbour	Machinery operators and drivers	1	State territory	26
Coffs Harbour	Managers			25
Coffs Harbour	Managers	0		3657
Coffs Harbour	Managers	0		53
Coffs Harbour	Managers	1	Local	78
Coffs Harbour	Managers	1	National	72
Coffs Harbour	Managers	1	State territory	216
Coffs Harbour	Professionals			18
Coffs Harbour	Professionals	0		3964
Coffs Harbour	Professionals	0		60
Coffs Harbour	Professionals	1	Local	132
Coffs Harbour	Professionals	1	National	190
Coffs Harbour	Professionals	1	State territory	1923
Coffs Harbour	Sales workers			17
Coffs Harbour	Sales workers	0		3536
Coffs Harbour	Sales workers	0		51
Coffs Harbour	Sales workers	1	Local	5
Coffs Harbour	Sales workers	1	National	23
Coffs Harbour	Sales workers	1	State territory	16
Coffs Harbour	Technicians and trades workers			21
Coffs Harbour	Technicians and trades workers	0		3754
Coffs Harbour	Technicians and trades workers	0		75
Coffs Harbour	Technicians and trades workers	1	Local	126
Coffs Harbour	Technicians and trades workers	1	National	32
Coffs Harbour	Technicians and trades workers	1	State territory	62
Bourke - Cobar - Coonamble				83
Bourke - Cobar - Coonamble		0		104
Bourke - Cobar - Coonamble		0		32
Bourke - Cobar - Coonamble		1	Local	11
Bourke - Cobar - Coonamble		1	National	3
Bourke - Cobar - Coonamble		1	State territory	10
Bourke - Cobar - Coonamble	Clerical and administrative workers			9
Bourke - Cobar - Coonamble	Clerical and administrative workers	0		616
Bourke - Cobar - Coonamble	Clerical and administrative workers	0		19
Bourke - Cobar - Coonamble	Clerical and administrative workers	1	Local	96
Bourke - Cobar - Coonamble	Clerical and administrative workers	1	National	32
Bourke - Cobar - Coonamble	Clerical and administrative workers	1	State territory	129
Bourke - Cobar - Coonamble	Community and personal service workers			10
Bourke - Cobar - Coonamble	Community and personal service workers	0		667
Bourke - Cobar - Coonamble	Community and personal service workers	0		19
Bourke - Cobar - Coonamble	Community and personal service workers	1	Local	37
Bourke - Cobar - Coonamble	Community and personal service workers	1	National	4
Bourke - Cobar - Coonamble	Community and personal service workers	1	State territory	401
Bourke - Cobar - Coonamble	Labourers			25
Bourke - Cobar - Coonamble	Labourers	0		981
