SA4_NAME16	IndustryOfEmployment	Occupation	workers
Gold Coast	Information media and telecommunications	Technicians and trades workers	644
Gold Coast	Manufacturing		128
Gold Coast	Manufacturing	Clerical and administrative workers	1660
Gold Coast	Manufacturing	Community and personal service workers	185
Gold Coast	Manufacturing	Labourers	2381
Gold Coast	Manufacturing	Machinery operators and drivers	1871
Gold Coast	Manufacturing	Managers	2393
Gold Coast	Manufacturing	Professionals	863
Gold Coast	Manufacturing	Sales workers	915
Gold Coast	Manufacturing	Technicians and trades workers	4461
Gold Coast	Mining		18
Gold Coast	Mining	Clerical and administrative workers	91
Gold Coast	Mining	Community and personal service workers	3
Gold Coast	Mining	Labourers	36
Gold Coast	Mining	Machinery operators and drivers	275
Gold Coast	Mining	Managers	103
Gold Coast	Mining	Professionals	62
Gold Coast	Mining	Sales workers	13
Gold Coast	Mining	Technicians and trades workers	132
Gold Coast	Other services		71
Gold Coast	Other services	Clerical and administrative workers	940
Gold Coast	Other services	Community and personal service workers	1773
Gold Coast	Other services	Labourers	737
Gold Coast	Other services	Machinery operators and drivers	121
Gold Coast	Other services	Managers	830
Gold Coast	Other services	Professionals	534
Gold Coast	Other services	Sales workers	251
Gold Coast	Other services	Technicians and trades workers	4171
Gold Coast	Professional scientific and technical services		128
Gold Coast	Professional scientific and technical services	Clerical and administrative workers	3447
Gold Coast	Professional scientific and technical services	Community and personal service workers	53
Gold Coast	Professional scientific and technical services	Labourers	186
Gold Coast	Professional scientific and technical services	Machinery operators and drivers	60
Gold Coast	Professional scientific and technical services	Managers	1544
Gold Coast	Professional scientific and technical services	Professionals	7116
Gold Coast	Professional scientific and technical services	Sales workers	364
Gold Coast	Professional scientific and technical services	Technicians and trades workers	1516
Gold Coast	Public administration and safety		146
Gold Coast	Public administration and safety	Clerical and administrative workers	2329
Gold Coast	Public administration and safety	Community and personal service workers	2333
Gold Coast	Public administration and safety	Labourers	620
Gold Coast	Public administration and safety	Machinery operators and drivers	210
Gold Coast	Public administration and safety	Managers	822
Gold Coast	Public administration and safety	Professionals	1806
Gold Coast	Public administration and safety	Sales workers	87
Gold Coast	Public administration and safety	Technicians and trades workers	731
Gold Coast	Rental hiring and real estate services		125
Gold Coast	Rental hiring and real estate services	Clerical and administrative workers	1398
Gold Coast	Rental hiring and real estate services	Community and personal service workers	91
Gold Coast	Rental hiring and real estate services	Labourers	293
Gold Coast	Rental hiring and real estate services	Machinery operators and drivers	120
Gold Coast	Rental hiring and real estate services	Managers	889
Gold Coast	Rental hiring and real estate services	Professionals	586
Gold Coast	Rental hiring and real estate services	Sales workers	3754
Gold Coast	Rental hiring and real estate services	Technicians and trades workers	220
Gold Coast	Retail trade		149
Gold Coast	Retail trade	Clerical and administrative workers	1651
Gold Coast	Retail trade	Community and personal service workers	295
Gold Coast	Retail trade	Labourers	2032
Gold Coast	Retail trade	Machinery operators and drivers	1114
Gold Coast	Retail trade	Managers	4492
Gold Coast	Retail trade	Professionals	1060
Gold Coast	Retail trade	Sales workers	15626
Gold Coast	Retail trade	Technicians and trades workers	1488
Gold Coast	Transport postal and warehousing		91
Gold Coast	Transport postal and warehousing	Clerical and administrative workers	1680
Gold Coast	Transport postal and warehousing	Community and personal service workers	303
Gold Coast	Transport postal and warehousing	Labourers	343
Gold Coast	Transport postal and warehousing	Machinery operators and drivers	3767
Gold Coast	Transport postal and warehousing	Managers	866
Gold Coast	Transport postal and warehousing	Professionals	375
Gold Coast	Transport postal and warehousing	Sales workers	443
Gold Coast	Transport postal and warehousing	Technicians and trades workers	287
Gold Coast	Wholesale trade		61
Gold Coast	Wholesale trade	Clerical and administrative workers	1053
Gold Coast	Wholesale trade	Community and personal service workers	37
Gold Coast	Wholesale trade	Labourers	394
Gold Coast	Wholesale trade	Machinery operators and drivers	835
Gold Coast	Wholesale trade	Managers	1312
Gold Coast	Wholesale trade	Professionals	494
Gold Coast	Wholesale trade	Sales workers	1207
Gold Coast	Wholesale trade	Technicians and trades workers	355
Ipswich		Clerical and administrative workers	487
Ipswich		Community and personal service workers	219
Ipswich		Labourers	878
Ipswich		Machinery operators and drivers	789
Ipswich		Managers	520
Ipswich		Professionals	310
Ipswich		Sales workers	315
Ipswich		Technicians and trades workers	813
Ipswich	Accommodation and food services		35
Ipswich	Accommodation and food services	Clerical and administrative workers	131
Ipswich	Accommodation and food services	Community and personal service workers	1538
Ipswich	Accommodation and food services	Labourers	1443
Ipswich	Accommodation and food services	Machinery operators and drivers	145
Ipswich	Accommodation and food services	Managers	952
Ipswich	Accommodation and food services	Professionals	32
Ipswich	Accommodation and food services	Sales workers	1223
Ipswich	Accommodation and food services	Technicians and trades workers	567
Ipswich	Administrative and support services		29
Ipswich	Administrative and support services	Clerical and administrative workers	407
Ipswich	Administrative and support services	Community and personal service workers	209
Ipswich	Administrative and support services	Labourers	1206
Ipswich	Administrative and support services	Machinery operators and drivers	131
Ipswich	Administrative and support services	Managers	159
Ipswich	Administrative and support services	Professionals	276
Ipswich	Administrative and support services	Sales workers	38
Ipswich	Administrative and support services	Technicians and trades workers	313
Ipswich	Agriculture forestry and fishing	Clerical and administrative workers	139
Ipswich	Agriculture forestry and fishing	Community and personal service workers	5
Ipswich	Agriculture forestry and fishing	Labourers	883
Ipswich	Agriculture forestry and fishing	Machinery operators and drivers	187
Ipswich	Agriculture forestry and fishing	Managers	1378
Ipswich	Agriculture forestry and fishing	Professionals	87
Ipswich	Agriculture forestry and fishing	Sales workers	49
Ipswich	Agriculture forestry and fishing	Technicians and trades workers	139
Ipswich	Arts and recreation services		12
Ipswich	Arts and recreation services	Clerical and administrative workers	85
Ipswich	Arts and recreation services	Community and personal service workers	234
Ipswich	Arts and recreation services	Labourers	99
Ipswich	Arts and recreation services	Machinery operators and drivers	8
Ipswich	Arts and recreation services	Managers	145
Ipswich	Arts and recreation services	Professionals	139
Ipswich	Arts and recreation services	Sales workers	40
Ipswich	Arts and recreation services	Technicians and trades workers	125
Ipswich	Construction		65
Ipswich	Construction	Clerical and administrative workers	874
Ipswich	Construction	Community and personal service workers	10
Ipswich	Construction	Labourers	1197
Ipswich	Construction	Machinery operators and drivers	868
Ipswich	Construction	Managers	842
Ipswich	Construction	Professionals	284
Ipswich	Construction	Sales workers	157
Ipswich	Construction	Technicians and trades workers	3286
Ipswich	Education and training		43
Ipswich	Education and training	Clerical and administrative workers	798
Ipswich	Education and training	Community and personal service workers	2374
Ipswich	Education and training	Labourers	539
Ipswich	Education and training	Machinery operators and drivers	66
Ipswich	Education and training	Managers	629
Ipswich	Education and training	Professionals	5530
Ipswich	Education and training	Sales workers	34
Ipswich	Education and training	Technicians and trades workers	311
Ipswich	Electricity gas water and waste services		16
Ipswich	Electricity gas water and waste services	Clerical and administrative workers	218
Ipswich	Electricity gas water and waste services	Community and personal service workers	7
Ipswich	Electricity gas water and waste services	Labourers	99
Ipswich	Electricity gas water and waste services	Machinery operators and drivers	269
Ipswich	Electricity gas water and waste services	Managers	168
Ipswich	Electricity gas water and waste services	Professionals	291
Ipswich	Electricity gas water and waste services	Sales workers	27
Ipswich	Electricity gas water and waste services	Technicians and trades workers	360
Ipswich	Financial and insurance services		23
Ipswich	Financial and insurance services	Clerical and administrative workers	1002
Ipswich	Financial and insurance services	Community and personal service workers	6
Ipswich	Financial and insurance services	Labourers	13
Ipswich	Financial and insurance services	Machinery operators and drivers	27
Ipswich	Financial and insurance services	Managers	169
Ipswich	Financial and insurance services	Professionals	298
Ipswich	Financial and insurance services	Sales workers	80
Ipswich	Financial and insurance services	Technicians and trades workers	36
Ipswich	Health care and social assistance		81
Ipswich	Health care and social assistance	Clerical and administrative workers	1608
Ipswich	Health care and social assistance	Community and personal service workers	5344
Ipswich	Health care and social assistance	Labourers	572
Ipswich	Health care and social assistance	Machinery operators and drivers	114
Ipswich	Health care and social assistance	Managers	583
Ipswich	Health care and social assistance	Professionals	4495
Ipswich	Health care and social assistance	Sales workers	74
Ipswich	Health care and social assistance	Technicians and trades workers	369
Ipswich	Information media and telecommunications		10
Ipswich	Information media and telecommunications	Clerical and administrative workers	64
Ipswich	Information media and telecommunications	Community and personal service workers	16
Ipswich	Information media and telecommunications	Labourers	28
Ipswich	Information media and telecommunications	Machinery operators and drivers	14
Ipswich	Information media and telecommunications	Managers	70
Ipswich	Information media and telecommunications	Professionals	106
Ipswich	Information media and telecommunications	Sales workers	164
Ipswich	Information media and telecommunications	Technicians and trades workers	90
Ipswich	Manufacturing		172
Ipswich	Manufacturing	Clerical and administrative workers	1446
Ipswich	Manufacturing	Community and personal service workers	81
Ipswich	Manufacturing	Labourers	4136
Ipswich	Manufacturing	Machinery operators and drivers	2171
Ipswich	Manufacturing	Managers	1949
Ipswich	Manufacturing	Professionals	983
Ipswich	Manufacturing	Sales workers	520
Ipswich	Manufacturing	Technicians and trades workers	2883
Ipswich	Mining		11
Ipswich	Mining	Clerical and administrative workers	84
Ipswich	Mining	Community and personal service workers	3
Ipswich	Mining	Labourers	42
Ipswich	Mining	Machinery operators and drivers	179
Ipswich	Mining	Managers	95
Ipswich	Mining	Professionals	125
Ipswich	Mining	Sales workers	4
Ipswich	Mining	Technicians and trades workers	159
Ipswich	Other services		35
Ipswich	Other services	Clerical and administrative workers	400
Ipswich	Other services	Community and personal service workers	525
Ipswich	Other services	Labourers	457
Ipswich	Other services	Machinery operators and drivers	100
Ipswich	Other services	Managers	291
Ipswich	Other services	Professionals	274
Ipswich	Other services	Sales workers	77
Ipswich	Other services	Technicians and trades workers	1791
Ipswich	Professional scientific and technical services		28
Ipswich	Professional scientific and technical services	Clerical and administrative workers	864
Ipswich	Professional scientific and technical services	Community and personal service workers	44
Ipswich	Professional scientific and technical services	Labourers	142
Ipswich	Professional scientific and technical services	Machinery operators and drivers	76
Ipswich	Professional scientific and technical services	Managers	394
Ipswich	Professional scientific and technical services	Professionals	1539
Ipswich	Professional scientific and technical services	Sales workers	59
Ipswich	Professional scientific and technical services	Technicians and trades workers	688
Ipswich	Public administration and safety		191
Ipswich	Public administration and safety	Clerical and administrative workers	1538
Ipswich	Public administration and safety	Community and personal service workers	3474
Ipswich	Public administration and safety	Labourers	339
Ipswich	Public administration and safety	Machinery operators and drivers	367
Ipswich	Public administration and safety	Managers	1003
Ipswich	Public administration and safety	Professionals	1645
Ipswich	Public administration and safety	Sales workers	34
Ipswich	Public administration and safety	Technicians and trades workers	1244
Ipswich	Rental hiring and real estate services		17
Ipswich	Rental hiring and real estate services	Clerical and administrative workers	311
Ipswich	Rental hiring and real estate services	Community and personal service workers	28
Ipswich	Rental hiring and real estate services	Labourers	88
Ipswich	Rental hiring and real estate services	Machinery operators and drivers	108
Ipswich	Rental hiring and real estate services	Managers	192
Ipswich	Rental hiring and real estate services	Professionals	74
Ipswich	Rental hiring and real estate services	Sales workers	747
Ipswich	Rental hiring and real estate services	Technicians and trades workers	105
Ipswich	Retail trade		45
Ipswich	Retail trade	Clerical and administrative workers	625
Ipswich	Retail trade	Community and personal service workers	91
Ipswich	Retail trade	Labourers	1086
Ipswich	Retail trade	Machinery operators and drivers	677
Ipswich	Retail trade	Managers	1495
Ipswich	Retail trade	Professionals	411
Ipswich	Retail trade	Sales workers	5938
Ipswich	Retail trade	Technicians and trades workers	661
Ipswich	Transport postal and warehousing		66
Ipswich	Transport postal and warehousing	Clerical and administrative workers	1073
Ipswich	Transport postal and warehousing	Community and personal service workers	90
Ipswich	Transport postal and warehousing	Labourers	407
Ipswich	Transport postal and warehousing	Machinery operators and drivers	2974
Ipswich	Transport postal and warehousing	Managers	538
Ipswich	Transport postal and warehousing	Professionals	142
Ipswich	Transport postal and warehousing	Sales workers	135
Ipswich	Transport postal and warehousing	Technicians and trades workers	279
Ipswich	Wholesale trade		46
Ipswich	Wholesale trade	Clerical and administrative workers	667
Ipswich	Wholesale trade	Community and personal service workers	13
Ipswich	Wholesale trade	Labourers	418
Ipswich	Wholesale trade	Machinery operators and drivers	811
Ipswich	Wholesale trade	Managers	747
Ipswich	Wholesale trade	Professionals	354
Ipswich	Wholesale trade	Sales workers	585
Ipswich	Wholesale trade	Technicians and trades workers	501
Logan - Beaudesert		Clerical and administrative workers	657
Logan - Beaudesert		Community and personal service workers	189
Logan - Beaudesert		Labourers	706
Logan - Beaudesert		Machinery operators and drivers	633
Logan - Beaudesert		Managers	561
Logan - Beaudesert		Professionals	334
Logan - Beaudesert		Sales workers	320
Logan - Beaudesert		Technicians and trades workers	789
Logan - Beaudesert	Accommodation and food services		49
Logan - Beaudesert	Accommodation and food services	Clerical and administrative workers	140
Logan - Beaudesert	Accommodation and food services	Community and personal service workers	1223
Logan - Beaudesert	Accommodation and food services	Labourers	1585
Logan - Beaudesert	Accommodation and food services	Machinery operators and drivers	185
Logan - Beaudesert	Accommodation and food services	Managers	907
Logan - Beaudesert	Accommodation and food services	Professionals	51
Logan - Beaudesert	Accommodation and food services	Sales workers	1269
Logan - Beaudesert	Accommodation and food services	Technicians and trades workers	535
Logan - Beaudesert	Administrative and support services		34
Logan - Beaudesert	Administrative and support services	Clerical and administrative workers	586
Logan - Beaudesert	Administrative and support services	Community and personal service workers	223
Logan - Beaudesert	Administrative and support services	Labourers	1235
Logan - Beaudesert	Administrative and support services	Machinery operators and drivers	130
Logan - Beaudesert	Administrative and support services	Managers	281
Logan - Beaudesert	Administrative and support services	Professionals	328
Logan - Beaudesert	Administrative and support services	Sales workers	66
Logan - Beaudesert	Administrative and support services	Technicians and trades workers	374
Logan - Beaudesert	Agriculture forestry and fishing	Clerical and administrative workers	75
Logan - Beaudesert	Agriculture forestry and fishing	Community and personal service workers	11
Logan - Beaudesert	Agriculture forestry and fishing	Labourers	468
Logan - Beaudesert	Agriculture forestry and fishing	Machinery operators and drivers	77
Logan - Beaudesert	Agriculture forestry and fishing	Managers	640
Logan - Beaudesert	Agriculture forestry and fishing	Professionals	34
Logan - Beaudesert	Agriculture forestry and fishing	Sales workers	25
Logan - Beaudesert	Agriculture forestry and fishing	Technicians and trades workers	102
Logan - Beaudesert	Arts and recreation services		11
Logan - Beaudesert	Arts and recreation services	Clerical and administrative workers	101
Logan - Beaudesert	Arts and recreation services	Community and personal service workers	282
Logan - Beaudesert	Arts and recreation services	Labourers	97
Logan - Beaudesert	Arts and recreation services	Machinery operators and drivers	27
Logan - Beaudesert	Arts and recreation services	Managers	178
Logan - Beaudesert	Arts and recreation services	Professionals	152
Logan - Beaudesert	Arts and recreation services	Sales workers	77
Logan - Beaudesert	Arts and recreation services	Technicians and trades workers	125
Logan - Beaudesert	Construction		86
Logan - Beaudesert	Construction	Clerical and administrative workers	1484
Logan - Beaudesert	Construction	Community and personal service workers	11
Logan - Beaudesert	Construction	Labourers	1642
Logan - Beaudesert	Construction	Machinery operators and drivers	829
Logan - Beaudesert	Construction	Managers	1165
Logan - Beaudesert	Construction	Professionals	241
Logan - Beaudesert	Construction	Sales workers	229
Logan - Beaudesert	Construction	Technicians and trades workers	4087
Logan - Beaudesert	Education and training		44
Logan - Beaudesert	Education and training	Clerical and administrative workers	754
Logan - Beaudesert	Education and training	Community and personal service workers	2246
Logan - Beaudesert	Education and training	Labourers	439
Logan - Beaudesert	Education and training	Machinery operators and drivers	21
Logan - Beaudesert	Education and training	Managers	627
Logan - Beaudesert	Education and training	Professionals	5430
Logan - Beaudesert	Education and training	Sales workers	38
Logan - Beaudesert	Education and training	Technicians and trades workers	254
Logan - Beaudesert	Electricity gas water and waste services		14
Logan - Beaudesert	Electricity gas water and waste services	Clerical and administrative workers	125
Logan - Beaudesert	Electricity gas water and waste services	Community and personal service workers	3
Logan - Beaudesert	Electricity gas water and waste services	Labourers	75
Logan - Beaudesert	Electricity gas water and waste services	Machinery operators and drivers	241
Logan - Beaudesert	Electricity gas water and waste services	Managers	82
Logan - Beaudesert	Electricity gas water and waste services	Professionals	68
Logan - Beaudesert	Electricity gas water and waste services	Sales workers	28
Logan - Beaudesert	Electricity gas water and waste services	Technicians and trades workers	188
Logan - Beaudesert	Financial and insurance services		20
Logan - Beaudesert	Financial and insurance services	Clerical and administrative workers	770
Logan - Beaudesert	Financial and insurance services	Community and personal service workers	3
Logan - Beaudesert	Financial and insurance services	Labourers	8
Logan - Beaudesert	Financial and insurance services	Machinery operators and drivers	28
Logan - Beaudesert	Financial and insurance services	Managers	202
Logan - Beaudesert	Financial and insurance services	Professionals	364
Logan - Beaudesert	Financial and insurance services	Sales workers	68
Logan - Beaudesert	Financial and insurance services	Technicians and trades workers	17
Logan - Beaudesert	Health care and social assistance		92
Logan - Beaudesert	Health care and social assistance	Clerical and administrative workers	1692
Logan - Beaudesert	Health care and social assistance	Community and personal service workers	5170
Logan - Beaudesert	Health care and social assistance	Labourers	437
Logan - Beaudesert	Health care and social assistance	Machinery operators and drivers	86
Logan - Beaudesert	Health care and social assistance	Managers	579
Logan - Beaudesert	Health care and social assistance	Professionals	4278
Logan - Beaudesert	Health care and social assistance	Sales workers	92
Logan - Beaudesert	Health care and social assistance	Technicians and trades workers	339
Logan - Beaudesert	Information media and telecommunications		10
Logan - Beaudesert	Information media and telecommunications	Clerical and administrative workers	118
Logan - Beaudesert	Information media and telecommunications	Community and personal service workers	10
Logan - Beaudesert	Information media and telecommunications	Labourers	33
Logan - Beaudesert	Information media and telecommunications	Machinery operators and drivers	10
Logan - Beaudesert	Information media and telecommunications	Managers	106
Logan - Beaudesert	Information media and telecommunications	Professionals	158
Logan - Beaudesert	Information media and telecommunications	Sales workers	129
Logan - Beaudesert	Information media and telecommunications	Technicians and trades workers	134
Logan - Beaudesert	Manufacturing		69
Logan - Beaudesert	Manufacturing	Clerical and administrative workers	805
Logan - Beaudesert	Manufacturing	Community and personal service workers	38
Logan - Beaudesert	Manufacturing	Labourers	1408
Logan - Beaudesert	Manufacturing	Machinery operators and drivers	1021
Logan - Beaudesert	Manufacturing	Managers	1082
Logan - Beaudesert	Manufacturing	Professionals	321
Logan - Beaudesert	Manufacturing	Sales workers	410
Logan - Beaudesert	Manufacturing	Technicians and trades workers	1870
Logan - Beaudesert	Mining		4
Logan - Beaudesert	Mining	Clerical and administrative workers	28
Logan - Beaudesert	Mining	Labourers	19
Logan - Beaudesert	Mining	Machinery operators and drivers	72
Logan - Beaudesert	Mining	Managers	36
Logan - Beaudesert	Mining	Professionals	24
Logan - Beaudesert	Mining	Sales workers	4
Logan - Beaudesert	Mining	Technicians and trades workers	33
Logan - Beaudesert	Other services		14
Logan - Beaudesert	Other services	Clerical and administrative workers	407
Logan - Beaudesert	Other services	Community and personal service workers	632
Logan - Beaudesert	Other services	Labourers	363
Logan - Beaudesert	Other services	Machinery operators and drivers	67
Logan - Beaudesert	Other services	Managers	270
Logan - Beaudesert	Other services	Professionals	215
Logan - Beaudesert	Other services	Sales workers	101
Logan - Beaudesert	Other services	Technicians and trades workers	1937
Logan - Beaudesert	Professional scientific and technical services		32
Logan - Beaudesert	Professional scientific and technical services	Clerical and administrative workers	969
Logan - Beaudesert	Professional scientific and technical services	Community and personal service workers	22
Logan - Beaudesert	Professional scientific and technical services	Labourers	97
Logan - Beaudesert	Professional scientific and technical services	Machinery operators and drivers	28
Logan - Beaudesert	Professional scientific and technical services	Managers	400
Logan - Beaudesert	Professional scientific and technical services	Professionals	1724
Logan - Beaudesert	Professional scientific and technical services	Sales workers	96
Logan - Beaudesert	Professional scientific and technical services	Technicians and trades workers	589
Logan - Beaudesert	Public administration and safety		61
Logan - Beaudesert	Public administration and safety	Clerical and administrative workers	1152
Logan - Beaudesert	Public administration and safety	Community and personal service workers	1153
Logan - Beaudesert	Public administration and safety	Labourers	322
Logan - Beaudesert	Public administration and safety	Machinery operators and drivers	115
Logan - Beaudesert	Public administration and safety	Managers	330
Logan - Beaudesert	Public administration and safety	Professionals	930
Logan - Beaudesert	Public administration and safety	Sales workers	60
Logan - Beaudesert	Public administration and safety	Technicians and trades workers	332
Logan - Beaudesert	Rental hiring and real estate services		28
Logan - Beaudesert	Rental hiring and real estate services	Clerical and administrative workers	404
Logan - Beaudesert	Rental hiring and real estate services	Community and personal service workers	24
Logan - Beaudesert	Rental hiring and real estate services	Labourers	96
Logan - Beaudesert	Rental hiring and real estate services	Machinery operators and drivers	97
Logan - Beaudesert	Rental hiring and real estate services	Managers	251
Logan - Beaudesert	Rental hiring and real estate services	Professionals	125
Logan - Beaudesert	Rental hiring and real estate services	Sales workers	969
Logan - Beaudesert	Rental hiring and real estate services	Technicians and trades workers	98
Logan - Beaudesert	Retail trade		64
Logan - Beaudesert	Retail trade	Clerical and administrative workers	834
Logan - Beaudesert	Retail trade	Community and personal service workers	98
Logan - Beaudesert	Retail trade	Labourers	1213
Logan - Beaudesert	Retail trade	Machinery operators and drivers	447
Logan - Beaudesert	Retail trade	Managers	1782
Logan - Beaudesert	Retail trade	Professionals	494
Logan - Beaudesert	Retail trade	Sales workers	6903
Logan - Beaudesert	Retail trade	Technicians and trades workers	688
Logan - Beaudesert	Transport postal and warehousing		34
Logan - Beaudesert	Transport postal and warehousing	Clerical and administrative workers	1111
Logan - Beaudesert	Transport postal and warehousing	Community and personal service workers	41
Logan - Beaudesert	Transport postal and warehousing	Labourers	188
Logan - Beaudesert	Transport postal and warehousing	Machinery operators and drivers	2263
Logan - Beaudesert	Transport postal and warehousing	Managers	450
Logan - Beaudesert	Transport postal and warehousing	Professionals	58
Logan - Beaudesert	Transport postal and warehousing	Sales workers	95
Logan - Beaudesert	Transport postal and warehousing	Technicians and trades workers	137
Logan - Beaudesert	Wholesale trade		39
Logan - Beaudesert	Wholesale trade	Clerical and administrative workers	636
Logan - Beaudesert	Wholesale trade	Community and personal service workers	7
Logan - Beaudesert	Wholesale trade	Labourers	227
Logan - Beaudesert	Wholesale trade	Machinery operators and drivers	747
Logan - Beaudesert	Wholesale trade	Managers	668
Logan - Beaudesert	Wholesale trade	Professionals	320
Logan - Beaudesert	Wholesale trade	Sales workers	642
Logan - Beaudesert	Wholesale trade	Technicians and trades workers	168
Mackay - Isaac - Whitsunday		Clerical and administrative workers	311
Mackay - Isaac - Whitsunday		Community and personal service workers	114
Mackay - Isaac - Whitsunday		Labourers	398
Mackay - Isaac - Whitsunday		Machinery operators and drivers	333
Mackay - Isaac - Whitsunday		Managers	283
Mackay - Isaac - Whitsunday		Professionals	180
Mackay - Isaac - Whitsunday		Sales workers	212
Mackay - Isaac - Whitsunday		Technicians and trades workers	617
Mackay - Isaac - Whitsunday	Accommodation and food services		42
Mackay - Isaac - Whitsunday	Accommodation and food services	Clerical and administrative workers	398
Mackay - Isaac - Whitsunday	Accommodation and food services	Community and personal service workers	1564
Mackay - Isaac - Whitsunday	Accommodation and food services	Labourers	1593
Mackay - Isaac - Whitsunday	Accommodation and food services	Machinery operators and drivers	134
Mackay - Isaac - Whitsunday	Accommodation and food services	Managers	1141
Mackay - Isaac - Whitsunday	Accommodation and food services	Professionals	94
Mackay - Isaac - Whitsunday	Accommodation and food services	Sales workers	698
Mackay - Isaac - Whitsunday	Accommodation and food services	Technicians and trades workers	987
Mackay - Isaac - Whitsunday	Administrative and support services		12
Mackay - Isaac - Whitsunday	Administrative and support services	Clerical and administrative workers	404
Mackay - Isaac - Whitsunday	Administrative and support services	Community and personal service workers	166
Mackay - Isaac - Whitsunday	Administrative and support services	Labourers	1008
Mackay - Isaac - Whitsunday	Administrative and support services	Machinery operators and drivers	284
Mackay - Isaac - Whitsunday	Administrative and support services	Managers	142
Mackay - Isaac - Whitsunday	Administrative and support services	Professionals	190
Mackay - Isaac - Whitsunday	Administrative and support services	Sales workers	49
Mackay - Isaac - Whitsunday	Administrative and support services	Technicians and trades workers	285
Mackay - Isaac - Whitsunday	Agriculture forestry and fishing	Clerical and administrative workers	183
Mackay - Isaac - Whitsunday	Agriculture forestry and fishing	Community and personal service workers	15
Mackay - Isaac - Whitsunday	Agriculture forestry and fishing	Labourers	1195
Mackay - Isaac - Whitsunday	Agriculture forestry and fishing	Machinery operators and drivers	413
Mackay - Isaac - Whitsunday	Agriculture forestry and fishing	Managers	2195
Mackay - Isaac - Whitsunday	Agriculture forestry and fishing	Professionals	79
Mackay - Isaac - Whitsunday	Agriculture forestry and fishing	Sales workers	24
Mackay - Isaac - Whitsunday	Agriculture forestry and fishing	Technicians and trades workers	148
Mackay - Isaac - Whitsunday	Arts and recreation services		4
Mackay - Isaac - Whitsunday	Arts and recreation services	Clerical and administrative workers	73
Mackay - Isaac - Whitsunday	Arts and recreation services	Community and personal service workers	174
Mackay - Isaac - Whitsunday	Arts and recreation services	Labourers	76
Mackay - Isaac - Whitsunday	Arts and recreation services	Machinery operators and drivers	7
Mackay - Isaac - Whitsunday	Arts and recreation services	Managers	90
Mackay - Isaac - Whitsunday	Arts and recreation services	Professionals	92
Mackay - Isaac - Whitsunday	Arts and recreation services	Sales workers	34
Mackay - Isaac - Whitsunday	Arts and recreation services	Technicians and trades workers	67
Mackay - Isaac - Whitsunday	Construction		45
Mackay - Isaac - Whitsunday	Construction	Clerical and administrative workers	651
Mackay - Isaac - Whitsunday	Construction	Community and personal service workers	11
Mackay - Isaac - Whitsunday	Construction	Labourers	595
Mackay - Isaac - Whitsunday	Construction	Machinery operators and drivers	665
Mackay - Isaac - Whitsunday	Construction	Managers	569
Mackay - Isaac - Whitsunday	Construction	Professionals	131
Mackay - Isaac - Whitsunday	Construction	Sales workers	53
Mackay - Isaac - Whitsunday	Construction	Technicians and trades workers	1988
Mackay - Isaac - Whitsunday	Education and training		18
Mackay - Isaac - Whitsunday	Education and training	Clerical and administrative workers	459
Mackay - Isaac - Whitsunday	Education and training	Community and personal service workers	1194
Mackay - Isaac - Whitsunday	Education and training	Labourers	323
Mackay - Isaac - Whitsunday	Education and training	Machinery operators and drivers	65
Mackay - Isaac - Whitsunday	Education and training	Managers	340
Mackay - Isaac - Whitsunday	Education and training	Professionals	2938
Mackay - Isaac - Whitsunday	Education and training	Sales workers	13
Mackay - Isaac - Whitsunday	Education and training	Technicians and trades workers	173
Mackay - Isaac - Whitsunday	Electricity gas water and waste services		8
Mackay - Isaac - Whitsunday	Electricity gas water and waste services	Clerical and administrative workers	96
Mackay - Isaac - Whitsunday	Electricity gas water and waste services	Community and personal service workers	5
Mackay - Isaac - Whitsunday	Electricity gas water and waste services	Labourers	45
Mackay - Isaac - Whitsunday	Electricity gas water and waste services	Machinery operators and drivers	205
Mackay - Isaac - Whitsunday	Electricity gas water and waste services	Managers	62
Mackay - Isaac - Whitsunday	Electricity gas water and waste services	Professionals	40
Mackay - Isaac - Whitsunday	Electricity gas water and waste services	Sales workers	13
Mackay - Isaac - Whitsunday	Electricity gas water and waste services	Technicians and trades workers	251
Mackay - Isaac - Whitsunday	Financial and insurance services		11
Mackay - Isaac - Whitsunday	Financial and insurance services	Clerical and administrative workers	502
Mackay - Isaac - Whitsunday	Financial and insurance services	Community and personal service workers	7
Mackay - Isaac - Whitsunday	Financial and insurance services	Labourers	5
Mackay - Isaac - Whitsunday	Financial and insurance services	Machinery operators and drivers	5
Mackay - Isaac - Whitsunday	Financial and insurance services	Managers	91
Mackay - Isaac - Whitsunday	Financial and insurance services	Professionals	195
Mackay - Isaac - Whitsunday	Financial and insurance services	Sales workers	40
Mackay - Isaac - Whitsunday	Financial and insurance services	Technicians and trades workers	15
Mackay - Isaac - Whitsunday	Health care and social assistance		37
Mackay - Isaac - Whitsunday	Health care and social assistance	Clerical and administrative workers	1061
Mackay - Isaac - Whitsunday	Health care and social assistance	Community and personal service workers	2413
Mackay - Isaac - Whitsunday	Health care and social assistance	Labourers	403
Mackay - Isaac - Whitsunday	Health care and social assistance	Machinery operators and drivers	49
Mackay - Isaac - Whitsunday	Health care and social assistance	Managers	308
Mackay - Isaac - Whitsunday	Health care and social assistance	Professionals	2576
Mackay - Isaac - Whitsunday	Health care and social assistance	Sales workers	43
