SA4_NAME16	EmploymentStatus	IncomeTotPersonal.max	workers
Central West	Status in employment not stated	78750	59
Central West	Status in employment not stated	91875	59
Central West	Status in employment not stated	105000	29
Central West	Status in employment not stated	157500	46
Central West	Status in employment not stated	Inf	38
Coffs Harbour - Grafton	Contributing family workers	0	224
Coffs Harbour - Grafton	Contributing family workers	7875	97
Coffs Harbour - Grafton	Contributing family workers	15750	152
Coffs Harbour - Grafton	Contributing family workers	21000	146
Coffs Harbour - Grafton	Contributing family workers	26250	125
Coffs Harbour - Grafton	Contributing family workers	34125	123
Coffs Harbour - Grafton	Contributing family workers	42000	86
Coffs Harbour - Grafton	Contributing family workers	52500	83
Coffs Harbour - Grafton	Contributing family workers	65625	50
Coffs Harbour - Grafton	Contributing family workers	78750	50
Coffs Harbour - Grafton	Contributing family workers	91875	42
Coffs Harbour - Grafton	Contributing family workers	105000	17
Coffs Harbour - Grafton	Contributing family workers	157500	23
Coffs Harbour - Grafton	Contributing family workers	Inf	15
Coffs Harbour - Grafton	Employee	0	134
Coffs Harbour - Grafton	Employee	7875	1761
Coffs Harbour - Grafton	Employee	15750	1590
Coffs Harbour - Grafton	Employee	21000	1980
Coffs Harbour - Grafton	Employee	26250	2643
Coffs Harbour - Grafton	Employee	34125	4462
Coffs Harbour - Grafton	Employee	42000	5804
Coffs Harbour - Grafton	Employee	52500	5889
Coffs Harbour - Grafton	Employee	65625	4779
Coffs Harbour - Grafton	Employee	78750	2985
Coffs Harbour - Grafton	Employee	91875	2296
Coffs Harbour - Grafton	Employee	105000	1819
Coffs Harbour - Grafton	Employee	157500	1769
Coffs Harbour - Grafton	Employee	Inf	507
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	0	19
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	7875	22
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	15750	57
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	21000	110
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	26250	135
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	34125	243
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	42000	330
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	52500	337
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	65625	396
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	78750	252
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	91875	266
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	105000	110
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	157500	217
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	Inf	253
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	0	72
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	7875	131
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	15750	350
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	21000	468
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	26250	535
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	34125	733
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	42000	688
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	52500	631
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	65625	474
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	78750	322
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	91875	203
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	105000	127
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	157500	161
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	Inf	154
Coffs Harbour - Grafton	Status in employment not stated	0	11
Coffs Harbour - Grafton	Status in employment not stated	7875	32
Coffs Harbour - Grafton	Status in employment not stated	15750	49
Coffs Harbour - Grafton	Status in employment not stated	21000	76
Coffs Harbour - Grafton	Status in employment not stated	26250	68
Coffs Harbour - Grafton	Status in employment not stated	34125	68
Coffs Harbour - Grafton	Status in employment not stated	42000	94
Coffs Harbour - Grafton	Status in employment not stated	52500	76
Coffs Harbour - Grafton	Status in employment not stated	65625	50
Coffs Harbour - Grafton	Status in employment not stated	78750	34
Coffs Harbour - Grafton	Status in employment not stated	91875	20
Coffs Harbour - Grafton	Status in employment not stated	105000	6
Coffs Harbour - Grafton	Status in employment not stated	157500	22
Coffs Harbour - Grafton	Status in employment not stated	Inf	9
Far West and Orana	Contributing family workers	0	370
Far West and Orana	Contributing family workers	7875	128
Far West and Orana	Contributing family workers	15750	207
Far West and Orana	Contributing family workers	21000	193
Far West and Orana	Contributing family workers	26250	206
Far West and Orana	Contributing family workers	34125	180
Far West and Orana	Contributing family workers	42000	132
Far West and Orana	Contributing family workers	52500	127
Far West and Orana	Contributing family workers	65625	144
Far West and Orana	Contributing family workers	78750	65
Far West and Orana	Contributing family workers	91875	38
Far West and Orana	Contributing family workers	105000	43
Far West and Orana	Contributing family workers	157500	43
Far West and Orana	Contributing family workers	Inf	50
Far West and Orana	Employee	0	118
Far West and Orana	Employee	7875	1120
Far West and Orana	Employee	15750	1156
Far West and Orana	Employee	21000	1328
Far West and Orana	Employee	26250	1889
Far West and Orana	Employee	34125	3464
Far West and Orana	Employee	42000	4742
Far West and Orana	Employee	52500	5152
Far West and Orana	Employee	65625	4891
Far West and Orana	Employee	78750	3217
Far West and Orana	Employee	91875	2720
Far West and Orana	Employee	105000	2185
Far West and Orana	Employee	157500	2588
Far West and Orana	Employee	Inf	666
Far West and Orana	Owner managers of incorporated enterprises	0	28
Far West and Orana	Owner managers of incorporated enterprises	7875	20
Far West and Orana	Owner managers of incorporated enterprises	15750	49
Far West and Orana	Owner managers of incorporated enterprises	21000	101
Far West and Orana	Owner managers of incorporated enterprises	26250	107
Far West and Orana	Owner managers of incorporated enterprises	34125	182
Far West and Orana	Owner managers of incorporated enterprises	42000	235
Far West and Orana	Owner managers of incorporated enterprises	52500	277
Far West and Orana	Owner managers of incorporated enterprises	65625	320
Far West and Orana	Owner managers of incorporated enterprises	78750	220
Far West and Orana	Owner managers of incorporated enterprises	91875	221
Far West and Orana	Owner managers of incorporated enterprises	105000	135
Far West and Orana	Owner managers of incorporated enterprises	157500	223
Far West and Orana	Owner managers of incorporated enterprises	Inf	238
Far West and Orana	Owner managers of unincorporated enterprises	0	105
Far West and Orana	Owner managers of unincorporated enterprises	7875	95
Far West and Orana	Owner managers of unincorporated enterprises	15750	261
Far West and Orana	Owner managers of unincorporated enterprises	21000	308
Far West and Orana	Owner managers of unincorporated enterprises	26250	398
Far West and Orana	Owner managers of unincorporated enterprises	34125	559
Far West and Orana	Owner managers of unincorporated enterprises	42000	516
Far West and Orana	Owner managers of unincorporated enterprises	52500	562
Far West and Orana	Owner managers of unincorporated enterprises	65625	547
Far West and Orana	Owner managers of unincorporated enterprises	78750	306
Far West and Orana	Owner managers of unincorporated enterprises	91875	299
Far West and Orana	Owner managers of unincorporated enterprises	105000	191
Far West and Orana	Owner managers of unincorporated enterprises	157500	219
Far West and Orana	Owner managers of unincorporated enterprises	Inf	260
Far West and Orana	Status in employment not stated	0	11
Far West and Orana	Status in employment not stated	7875	40
Far West and Orana	Status in employment not stated	15750	52
Far West and Orana	Status in employment not stated	21000	66
Far West and Orana	Status in employment not stated	26250	73
Far West and Orana	Status in employment not stated	34125	80
Far West and Orana	Status in employment not stated	42000	79
Far West and Orana	Status in employment not stated	52500	74
Far West and Orana	Status in employment not stated	65625	77
Far West and Orana	Status in employment not stated	78750	41
Far West and Orana	Status in employment not stated	91875	37
Far West and Orana	Status in employment not stated	105000	20
Far West and Orana	Status in employment not stated	157500	31
Far West and Orana	Status in employment not stated	Inf	18
Hunter Valley exc Newcastle	Contributing family workers	0	360
Hunter Valley exc Newcastle	Contributing family workers	7875	145
Hunter Valley exc Newcastle	Contributing family workers	15750	236
Hunter Valley exc Newcastle	Contributing family workers	21000	198
Hunter Valley exc Newcastle	Contributing family workers	26250	151
Hunter Valley exc Newcastle	Contributing family workers	34125	151
Hunter Valley exc Newcastle	Contributing family workers	42000	106
Hunter Valley exc Newcastle	Contributing family workers	52500	77
Hunter Valley exc Newcastle	Contributing family workers	65625	108
Hunter Valley exc Newcastle	Contributing family workers	78750	55
Hunter Valley exc Newcastle	Contributing family workers	91875	58
Hunter Valley exc Newcastle	Contributing family workers	105000	20
Hunter Valley exc Newcastle	Contributing family workers	157500	44
Hunter Valley exc Newcastle	Contributing family workers	Inf	50
Hunter Valley exc Newcastle	Employee	0	285
Hunter Valley exc Newcastle	Employee	7875	3585
Hunter Valley exc Newcastle	Employee	15750	3275
Hunter Valley exc Newcastle	Employee	21000	3821
Hunter Valley exc Newcastle	Employee	26250	4579
Hunter Valley exc Newcastle	Employee	34125	7400
Hunter Valley exc Newcastle	Employee	42000	9251
Hunter Valley exc Newcastle	Employee	52500	10323
Hunter Valley exc Newcastle	Employee	65625	10383
Hunter Valley exc Newcastle	Employee	78750	7399
Hunter Valley exc Newcastle	Employee	91875	6666
Hunter Valley exc Newcastle	Employee	105000	5361
Hunter Valley exc Newcastle	Employee	157500	9132
Hunter Valley exc Newcastle	Employee	Inf	2853
Hunter Valley exc Newcastle	Owner managers of incorporated enterprises	0	29
Hunter Valley exc Newcastle	Owner managers of incorporated enterprises	7875	55
Hunter Valley exc Newcastle	Owner managers of incorporated enterprises	15750	133
Hunter Valley exc Newcastle	Owner managers of incorporated enterprises	21000	197
Hunter Valley exc Newcastle	Owner managers of incorporated enterprises	26250	215
Hunter Valley exc Newcastle	Owner managers of incorporated enterprises	34125	445
Hunter Valley exc Newcastle	Owner managers of incorporated enterprises	42000	464
Hunter Valley exc Newcastle	Owner managers of incorporated enterprises	52500	560
Hunter Valley exc Newcastle	Owner managers of incorporated enterprises	65625	764
Hunter Valley exc Newcastle	Owner managers of incorporated enterprises	78750	488
Hunter Valley exc Newcastle	Owner managers of incorporated enterprises	91875	519
Hunter Valley exc Newcastle	Owner managers of incorporated enterprises	105000	287
Hunter Valley exc Newcastle	Owner managers of incorporated enterprises	157500	493
Hunter Valley exc Newcastle	Owner managers of incorporated enterprises	Inf	549
Hunter Valley exc Newcastle	Owner managers of unincorporated enterprises	0	106
Hunter Valley exc Newcastle	Owner managers of unincorporated enterprises	7875	204
Hunter Valley exc Newcastle	Owner managers of unincorporated enterprises	15750	468
Hunter Valley exc Newcastle	Owner managers of unincorporated enterprises	21000	521
Hunter Valley exc Newcastle	Owner managers of unincorporated enterprises	26250	561
Hunter Valley exc Newcastle	Owner managers of unincorporated enterprises	34125	790
Hunter Valley exc Newcastle	Owner managers of unincorporated enterprises	42000	735
Hunter Valley exc Newcastle	Owner managers of unincorporated enterprises	52500	747
Hunter Valley exc Newcastle	Owner managers of unincorporated enterprises	65625	688
Hunter Valley exc Newcastle	Owner managers of unincorporated enterprises	78750	454
Hunter Valley exc Newcastle	Owner managers of unincorporated enterprises	91875	297
Hunter Valley exc Newcastle	Owner managers of unincorporated enterprises	105000	178
Hunter Valley exc Newcastle	Owner managers of unincorporated enterprises	157500	225
Hunter Valley exc Newcastle	Owner managers of unincorporated enterprises	Inf	254
Hunter Valley exc Newcastle	Status in employment not stated	0	18
Hunter Valley exc Newcastle	Status in employment not stated	7875	40
Hunter Valley exc Newcastle	Status in employment not stated	15750	74
Hunter Valley exc Newcastle	Status in employment not stated	21000	68
Hunter Valley exc Newcastle	Status in employment not stated	26250	102
Hunter Valley exc Newcastle	Status in employment not stated	34125	92
Hunter Valley exc Newcastle	Status in employment not stated	42000	116
Hunter Valley exc Newcastle	Status in employment not stated	52500	131
Hunter Valley exc Newcastle	Status in employment not stated	65625	95
Hunter Valley exc Newcastle	Status in employment not stated	78750	57
Hunter Valley exc Newcastle	Status in employment not stated	91875	55
Hunter Valley exc Newcastle	Status in employment not stated	105000	36
Hunter Valley exc Newcastle	Status in employment not stated	157500	44
Hunter Valley exc Newcastle	Status in employment not stated	Inf	29
Illawarra	Contributing family workers	0	220
Illawarra	Contributing family workers	7875	104
Illawarra	Contributing family workers	15750	124
Illawarra	Contributing family workers	21000	115
Illawarra	Contributing family workers	26250	97
Illawarra	Contributing family workers	34125	105
Illawarra	Contributing family workers	42000	69
Illawarra	Contributing family workers	52500	84
Illawarra	Contributing family workers	65625	58
Illawarra	Contributing family workers	78750	41
Illawarra	Contributing family workers	91875	43
Illawarra	Contributing family workers	105000	17
Illawarra	Contributing family workers	157500	18
Illawarra	Contributing family workers	Inf	25
Illawarra	Employee	0	306
Illawarra	Employee	7875	4150
Illawarra	Employee	15750	4284
Illawarra	Employee	21000	4322
Illawarra	Employee	26250	5409
Illawarra	Employee	34125	8178
Illawarra	Employee	42000	9662
Illawarra	Employee	52500	10638
Illawarra	Employee	65625	10861
Illawarra	Employee	78750	7520
Illawarra	Employee	91875	6505
Illawarra	Employee	105000	5207
Illawarra	Employee	157500	6771
Illawarra	Employee	Inf	2048
Illawarra	Owner managers of incorporated enterprises	0	29
Illawarra	Owner managers of incorporated enterprises	7875	62
Illawarra	Owner managers of incorporated enterprises	15750	109
Illawarra	Owner managers of incorporated enterprises	21000	165
Illawarra	Owner managers of incorporated enterprises	26250	206
Illawarra	Owner managers of incorporated enterprises	34125	391
Illawarra	Owner managers of incorporated enterprises	42000	497
Illawarra	Owner managers of incorporated enterprises	52500	655
Illawarra	Owner managers of incorporated enterprises	65625	833
Illawarra	Owner managers of incorporated enterprises	78750	599
Illawarra	Owner managers of incorporated enterprises	91875	637
Illawarra	Owner managers of incorporated enterprises	105000	338
Illawarra	Owner managers of incorporated enterprises	157500	602
Illawarra	Owner managers of incorporated enterprises	Inf	632
Illawarra	Owner managers of unincorporated enterprises	0	86
Illawarra	Owner managers of unincorporated enterprises	7875	246
Illawarra	Owner managers of unincorporated enterprises	15750	467
Illawarra	Owner managers of unincorporated enterprises	21000	541
Illawarra	Owner managers of unincorporated enterprises	26250	612
Illawarra	Owner managers of unincorporated enterprises	34125	853
Illawarra	Owner managers of unincorporated enterprises	42000	743
Illawarra	Owner managers of unincorporated enterprises	52500	828
Illawarra	Owner managers of unincorporated enterprises	65625	770
Illawarra	Owner managers of unincorporated enterprises	78750	524
Illawarra	Owner managers of unincorporated enterprises	91875	394
Illawarra	Owner managers of unincorporated enterprises	105000	224
Illawarra	Owner managers of unincorporated enterprises	157500	303
Illawarra	Owner managers of unincorporated enterprises	Inf	320
Illawarra	Status in employment not stated	0	21
Illawarra	Status in employment not stated	7875	58
Illawarra	Status in employment not stated	15750	67
Illawarra	Status in employment not stated	21000	80
Illawarra	Status in employment not stated	26250	91
Illawarra	Status in employment not stated	34125	104
Illawarra	Status in employment not stated	42000	100
Illawarra	Status in employment not stated	52500	108
Illawarra	Status in employment not stated	65625	82
Illawarra	Status in employment not stated	78750	62
Illawarra	Status in employment not stated	91875	48
Illawarra	Status in employment not stated	105000	23
Illawarra	Status in employment not stated	157500	27
Illawarra	Status in employment not stated	Inf	16
Mid North Coast	Contributing family workers	0	319
Mid North Coast	Contributing family workers	7875	156
Mid North Coast	Contributing family workers	15750	293
Mid North Coast	Contributing family workers	21000	273
Mid North Coast	Contributing family workers	26250	208
Mid North Coast	Contributing family workers	34125	188
Mid North Coast	Contributing family workers	42000	121
Mid North Coast	Contributing family workers	52500	91
Mid North Coast	Contributing family workers	65625	67
Mid North Coast	Contributing family workers	78750	34
Mid North Coast	Contributing family workers	91875	33
Mid North Coast	Contributing family workers	105000	23
Mid North Coast	Contributing family workers	157500	33
Mid North Coast	Contributing family workers	Inf	19
Mid North Coast	Employee	0	194
Mid North Coast	Employee	7875	2499
Mid North Coast	Employee	15750	2078
Mid North Coast	Employee	21000	2664
Mid North Coast	Employee	26250	3735
Mid North Coast	Employee	34125	6395
Mid North Coast	Employee	42000	7957
Mid North Coast	Employee	52500	8063
Mid North Coast	Employee	65625	6590
Mid North Coast	Employee	78750	4084
Mid North Coast	Employee	91875	3066
Mid North Coast	Employee	105000	2489
Mid North Coast	Employee	157500	2386
Mid North Coast	Employee	Inf	714
Mid North Coast	Owner managers of incorporated enterprises	0	16
Mid North Coast	Owner managers of incorporated enterprises	7875	35
Mid North Coast	Owner managers of incorporated enterprises	15750	90
Mid North Coast	Owner managers of incorporated enterprises	21000	194
Mid North Coast	Owner managers of incorporated enterprises	26250	212
Mid North Coast	Owner managers of incorporated enterprises	34125	383
Mid North Coast	Owner managers of incorporated enterprises	42000	458
Mid North Coast	Owner managers of incorporated enterprises	52500	476
Mid North Coast	Owner managers of incorporated enterprises	65625	509
Mid North Coast	Owner managers of incorporated enterprises	78750	360
Mid North Coast	Owner managers of incorporated enterprises	91875	352
Mid North Coast	Owner managers of incorporated enterprises	105000	178
Mid North Coast	Owner managers of incorporated enterprises	157500	318
Mid North Coast	Owner managers of incorporated enterprises	Inf	389
Mid North Coast	Owner managers of unincorporated enterprises	0	109
Mid North Coast	Owner managers of unincorporated enterprises	7875	200
Mid North Coast	Owner managers of unincorporated enterprises	15750	566
Mid North Coast	Owner managers of unincorporated enterprises	21000	720
Mid North Coast	Owner managers of unincorporated enterprises	26250	739
Mid North Coast	Owner managers of unincorporated enterprises	34125	1029
Mid North Coast	Owner managers of unincorporated enterprises	42000	915
Mid North Coast	Owner managers of unincorporated enterprises	52500	889
Mid North Coast	Owner managers of unincorporated enterprises	65625	713
Mid North Coast	Owner managers of unincorporated enterprises	78750	489
Mid North Coast	Owner managers of unincorporated enterprises	91875	305
Mid North Coast	Owner managers of unincorporated enterprises	105000	167
Mid North Coast	Owner managers of unincorporated enterprises	157500	247
Mid North Coast	Owner managers of unincorporated enterprises	Inf	259
Mid North Coast	Status in employment not stated	0	27
Mid North Coast	Status in employment not stated	7875	75
Mid North Coast	Status in employment not stated	15750	72
Mid North Coast	Status in employment not stated	21000	138
Mid North Coast	Status in employment not stated	26250	116
Mid North Coast	Status in employment not stated	34125	131
Mid North Coast	Status in employment not stated	42000	138
Mid North Coast	Status in employment not stated	52500	107
Mid North Coast	Status in employment not stated	65625	83
Mid North Coast	Status in employment not stated	78750	44
Mid North Coast	Status in employment not stated	91875	31
Mid North Coast	Status in employment not stated	105000	26
Mid North Coast	Status in employment not stated	157500	17
Mid North Coast	Status in employment not stated	Inf	25
Murray	Contributing family workers	0	277
Murray	Contributing family workers	7875	138
Murray	Contributing family workers	15750	177
Murray	Contributing family workers	21000	174
Murray	Contributing family workers	26250	151
Murray	Contributing family workers	34125	198
Murray	Contributing family workers	42000	124
Murray	Contributing family workers	52500	117
Murray	Contributing family workers	65625	118
Murray	Contributing family workers	78750	81
Murray	Contributing family workers	91875	36
Murray	Contributing family workers	105000	27
Murray	Contributing family workers	157500	59
Murray	Contributing family workers	Inf	45
Murray	Employee	0	135
Murray	Employee	7875	1634
Murray	Employee	15750	1583
Murray	Employee	21000	1785
Murray	Employee	26250	2445
Murray	Employee	34125	4115
Murray	Employee	42000	5092
Murray	Employee	52500	6016
Murray	Employee	65625	5298
Murray	Employee	78750	3470
Murray	Employee	91875	2481
Murray	Employee	105000	1709
Murray	Employee	157500	1824
Murray	Employee	Inf	432
Murray	Owner managers of incorporated enterprises	0	27
Murray	Owner managers of incorporated enterprises	7875	34
Murray	Owner managers of incorporated enterprises	15750	78
