SA4_NAME16	EmploymentStatus	IncomeTotPersonal.max	workers
Shepparton	Owner managers of unincorporated enterprises	Inf	185
Shepparton	Status in employment not stated	0	26
Shepparton	Status in employment not stated	7875	50
Shepparton	Status in employment not stated	15750	33
Shepparton	Status in employment not stated	21000	64
Shepparton	Status in employment not stated	26250	63
Shepparton	Status in employment not stated	34125	82
Shepparton	Status in employment not stated	42000	102
Shepparton	Status in employment not stated	52500	66
Shepparton	Status in employment not stated	65625	91
Shepparton	Status in employment not stated	78750	39
Shepparton	Status in employment not stated	91875	28
Shepparton	Status in employment not stated	105000	21
Shepparton	Status in employment not stated	157500	23
Shepparton	Status in employment not stated	Inf	22
Warrnambool and South West	Contributing family workers	0	346
Warrnambool and South West	Contributing family workers	7875	165
Warrnambool and South West	Contributing family workers	15750	197
Warrnambool and South West	Contributing family workers	21000	218
Warrnambool and South West	Contributing family workers	26250	189
Warrnambool and South West	Contributing family workers	34125	203
Warrnambool and South West	Contributing family workers	42000	188
Warrnambool and South West	Contributing family workers	52500	134
Warrnambool and South West	Contributing family workers	65625	128
Warrnambool and South West	Contributing family workers	78750	69
Warrnambool and South West	Contributing family workers	91875	51
Warrnambool and South West	Contributing family workers	105000	41
Warrnambool and South West	Contributing family workers	157500	36
Warrnambool and South West	Contributing family workers	Inf	56
Warrnambool and South West	Employee	0	153
Warrnambool and South West	Employee	7875	2144
Warrnambool and South West	Employee	15750	1813
Warrnambool and South West	Employee	21000	2143
Warrnambool and South West	Employee	26250	2635
Warrnambool and South West	Employee	34125	4311
Warrnambool and South West	Employee	42000	5181
Warrnambool and South West	Employee	52500	6092
Warrnambool and South West	Employee	65625	5702
Warrnambool and South West	Employee	78750	3358
Warrnambool and South West	Employee	91875	2561
Warrnambool and South West	Employee	105000	1728
Warrnambool and South West	Employee	157500	1707
Warrnambool and South West	Employee	Inf	528
Warrnambool and South West	Owner managers of incorporated enterprises	0	43
Warrnambool and South West	Owner managers of incorporated enterprises	7875	33
Warrnambool and South West	Owner managers of incorporated enterprises	15750	97
Warrnambool and South West	Owner managers of incorporated enterprises	21000	105
Warrnambool and South West	Owner managers of incorporated enterprises	26250	178
Warrnambool and South West	Owner managers of incorporated enterprises	34125	243
Warrnambool and South West	Owner managers of incorporated enterprises	42000	342
Warrnambool and South West	Owner managers of incorporated enterprises	52500	380
Warrnambool and South West	Owner managers of incorporated enterprises	65625	429
Warrnambool and South West	Owner managers of incorporated enterprises	78750	316
Warrnambool and South West	Owner managers of incorporated enterprises	91875	259
Warrnambool and South West	Owner managers of incorporated enterprises	105000	158
Warrnambool and South West	Owner managers of incorporated enterprises	157500	251
Warrnambool and South West	Owner managers of incorporated enterprises	Inf	326
Warrnambool and South West	Owner managers of unincorporated enterprises	0	153
Warrnambool and South West	Owner managers of unincorporated enterprises	7875	208
Warrnambool and South West	Owner managers of unincorporated enterprises	15750	340
Warrnambool and South West	Owner managers of unincorporated enterprises	21000	452
Warrnambool and South West	Owner managers of unincorporated enterprises	26250	577
Warrnambool and South West	Owner managers of unincorporated enterprises	34125	748
Warrnambool and South West	Owner managers of unincorporated enterprises	42000	717
Warrnambool and South West	Owner managers of unincorporated enterprises	52500	784
Warrnambool and South West	Owner managers of unincorporated enterprises	65625	665
Warrnambool and South West	Owner managers of unincorporated enterprises	78750	432
Warrnambool and South West	Owner managers of unincorporated enterprises	91875	316
Warrnambool and South West	Owner managers of unincorporated enterprises	105000	206
Warrnambool and South West	Owner managers of unincorporated enterprises	157500	284
Warrnambool and South West	Owner managers of unincorporated enterprises	Inf	340
Warrnambool and South West	Status in employment not stated	0	30
Warrnambool and South West	Status in employment not stated	7875	50
Warrnambool and South West	Status in employment not stated	15750	60
Warrnambool and South West	Status in employment not stated	21000	62
Warrnambool and South West	Status in employment not stated	26250	80
Warrnambool and South West	Status in employment not stated	34125	100
Warrnambool and South West	Status in employment not stated	42000	85
Warrnambool and South West	Status in employment not stated	52500	83
Warrnambool and South West	Status in employment not stated	65625	70
Warrnambool and South West	Status in employment not stated	78750	44
Warrnambool and South West	Status in employment not stated	91875	37
Warrnambool and South West	Status in employment not stated	105000	21
Warrnambool and South West	Status in employment not stated	157500	32
Warrnambool and South West	Status in employment not stated	Inf	23
Migratory - Offshore - Shipping (Vic.)	Employee	15750	4
Migratory - Offshore - Shipping (Vic.)	Employee	34125	5
Migratory - Offshore - Shipping (Vic.)	Employee	42000	7
Migratory - Offshore - Shipping (Vic.)	Employee	52500	5
Migratory - Offshore - Shipping (Vic.)	Employee	65625	5
Migratory - Offshore - Shipping (Vic.)	Employee	78750	10
Migratory - Offshore - Shipping (Vic.)	Employee	91875	8
Migratory - Offshore - Shipping (Vic.)	Employee	105000	11
Migratory - Offshore - Shipping (Vic.)	Employee	157500	29
Migratory - Offshore - Shipping (Vic.)	Employee	Inf	59
Migratory - Offshore - Shipping (Vic.)	Owner managers of incorporated enterprises	42000	4
No usual address (Vic.)	Contributing family workers	0	283
No usual address (Vic.)	Contributing family workers	7875	135
No usual address (Vic.)	Contributing family workers	15750	169
No usual address (Vic.)	Contributing family workers	21000	159
No usual address (Vic.)	Contributing family workers	26250	140
No usual address (Vic.)	Contributing family workers	34125	136
No usual address (Vic.)	Contributing family workers	42000	123
No usual address (Vic.)	Contributing family workers	52500	128
No usual address (Vic.)	Contributing family workers	65625	103
No usual address (Vic.)	Contributing family workers	78750	53
No usual address (Vic.)	Contributing family workers	91875	26
No usual address (Vic.)	Contributing family workers	105000	23
No usual address (Vic.)	Contributing family workers	157500	20
No usual address (Vic.)	Contributing family workers	Inf	36
No usual address (Vic.)	Employee	0	486
No usual address (Vic.)	Employee	7875	2504
No usual address (Vic.)	Employee	15750	3530
No usual address (Vic.)	Employee	21000	3897
No usual address (Vic.)	Employee	26250	5299
No usual address (Vic.)	Employee	34125	7173
No usual address (Vic.)	Employee	42000	7330
No usual address (Vic.)	Employee	52500	8405
No usual address (Vic.)	Employee	65625	8405
No usual address (Vic.)	Employee	78750	6024
No usual address (Vic.)	Employee	91875	4322
No usual address (Vic.)	Employee	105000	2767
No usual address (Vic.)	Employee	157500	3142
No usual address (Vic.)	Employee	Inf	1130
No usual address (Vic.)	Owner managers of incorporated enterprises	0	103
No usual address (Vic.)	Owner managers of incorporated enterprises	7875	97
No usual address (Vic.)	Owner managers of incorporated enterprises	15750	220
No usual address (Vic.)	Owner managers of incorporated enterprises	21000	409
No usual address (Vic.)	Owner managers of incorporated enterprises	26250	620
No usual address (Vic.)	Owner managers of incorporated enterprises	34125	1064
No usual address (Vic.)	Owner managers of incorporated enterprises	42000	1502
No usual address (Vic.)	Owner managers of incorporated enterprises	52500	2099
No usual address (Vic.)	Owner managers of incorporated enterprises	65625	2518
No usual address (Vic.)	Owner managers of incorporated enterprises	78750	1804
No usual address (Vic.)	Owner managers of incorporated enterprises	91875	1770
No usual address (Vic.)	Owner managers of incorporated enterprises	105000	863
No usual address (Vic.)	Owner managers of incorporated enterprises	157500	1064
No usual address (Vic.)	Owner managers of incorporated enterprises	Inf	636
No usual address (Vic.)	Owner managers of unincorporated enterprises	0	210
No usual address (Vic.)	Owner managers of unincorporated enterprises	7875	719
No usual address (Vic.)	Owner managers of unincorporated enterprises	15750	1875
No usual address (Vic.)	Owner managers of unincorporated enterprises	21000	2220
No usual address (Vic.)	Owner managers of unincorporated enterprises	26250	2736
No usual address (Vic.)	Owner managers of unincorporated enterprises	34125	3875
No usual address (Vic.)	Owner managers of unincorporated enterprises	42000	4014
No usual address (Vic.)	Owner managers of unincorporated enterprises	52500	4604
No usual address (Vic.)	Owner managers of unincorporated enterprises	65625	4859
No usual address (Vic.)	Owner managers of unincorporated enterprises	78750	3268
No usual address (Vic.)	Owner managers of unincorporated enterprises	91875	2184
No usual address (Vic.)	Owner managers of unincorporated enterprises	105000	1196
No usual address (Vic.)	Owner managers of unincorporated enterprises	157500	1089
No usual address (Vic.)	Owner managers of unincorporated enterprises	Inf	508
No usual address (Vic.)	Status in employment not stated	0	39
No usual address (Vic.)	Status in employment not stated	7875	66
No usual address (Vic.)	Status in employment not stated	15750	127
No usual address (Vic.)	Status in employment not stated	21000	142
No usual address (Vic.)	Status in employment not stated	26250	218
No usual address (Vic.)	Status in employment not stated	34125	240
No usual address (Vic.)	Status in employment not stated	42000	246
No usual address (Vic.)	Status in employment not stated	52500	268
No usual address (Vic.)	Status in employment not stated	65625	267
No usual address (Vic.)	Status in employment not stated	78750	157
No usual address (Vic.)	Status in employment not stated	91875	106
No usual address (Vic.)	Status in employment not stated	105000	56
No usual address (Vic.)	Status in employment not stated	157500	63
No usual address (Vic.)	Status in employment not stated	Inf	45
Brisbane - East	Contributing family workers	0	220
Brisbane - East	Contributing family workers	7875	107
Brisbane - East	Contributing family workers	15750	117
Brisbane - East	Contributing family workers	21000	115
Brisbane - East	Contributing family workers	26250	71
Brisbane - East	Contributing family workers	34125	104
Brisbane - East	Contributing family workers	42000	83
Brisbane - East	Contributing family workers	52500	76
Brisbane - East	Contributing family workers	65625	76
Brisbane - East	Contributing family workers	78750	37
Brisbane - East	Contributing family workers	91875	41
Brisbane - East	Contributing family workers	105000	21
Brisbane - East	Contributing family workers	157500	29
Brisbane - East	Contributing family workers	Inf	34
Brisbane - East	Employee	0	233
Brisbane - East	Employee	7875	3160
Brisbane - East	Employee	15750	2857
Brisbane - East	Employee	21000	2697
Brisbane - East	Employee	26250	3273
Brisbane - East	Employee	34125	5493
Brisbane - East	Employee	42000	7998
Brisbane - East	Employee	52500	9786
Brisbane - East	Employee	65625	9694
Brisbane - East	Employee	78750	6179
Brisbane - East	Employee	91875	5089
Brisbane - East	Employee	105000	3324
Brisbane - East	Employee	157500	4133
Brisbane - East	Employee	Inf	1659
Brisbane - East	Owner managers of incorporated enterprises	0	54
Brisbane - East	Owner managers of incorporated enterprises	7875	55
Brisbane - East	Owner managers of incorporated enterprises	15750	107
Brisbane - East	Owner managers of incorporated enterprises	21000	187
Brisbane - East	Owner managers of incorporated enterprises	26250	227
Brisbane - East	Owner managers of incorporated enterprises	34125	376
Brisbane - East	Owner managers of incorporated enterprises	42000	509
Brisbane - East	Owner managers of incorporated enterprises	52500	672
Brisbane - East	Owner managers of incorporated enterprises	65625	877
Brisbane - East	Owner managers of incorporated enterprises	78750	635
Brisbane - East	Owner managers of incorporated enterprises	91875	817
Brisbane - East	Owner managers of incorporated enterprises	105000	457
Brisbane - East	Owner managers of incorporated enterprises	157500	745
Brisbane - East	Owner managers of incorporated enterprises	Inf	747
Brisbane - East	Owner managers of unincorporated enterprises	0	64
Brisbane - East	Owner managers of unincorporated enterprises	7875	215
Brisbane - East	Owner managers of unincorporated enterprises	15750	333
Brisbane - East	Owner managers of unincorporated enterprises	21000	395
Brisbane - East	Owner managers of unincorporated enterprises	26250	483
Brisbane - East	Owner managers of unincorporated enterprises	34125	645
Brisbane - East	Owner managers of unincorporated enterprises	42000	606
Brisbane - East	Owner managers of unincorporated enterprises	52500	652
Brisbane - East	Owner managers of unincorporated enterprises	65625	688
Brisbane - East	Owner managers of unincorporated enterprises	78750	412
Brisbane - East	Owner managers of unincorporated enterprises	91875	340
Brisbane - East	Owner managers of unincorporated enterprises	105000	229
Brisbane - East	Owner managers of unincorporated enterprises	157500	276
Brisbane - East	Owner managers of unincorporated enterprises	Inf	192
Brisbane - East	Status in employment not stated	0	10
Brisbane - East	Status in employment not stated	7875	28
Brisbane - East	Status in employment not stated	15750	39
Brisbane - East	Status in employment not stated	21000	45
Brisbane - East	Status in employment not stated	26250	50
Brisbane - East	Status in employment not stated	34125	69
Brisbane - East	Status in employment not stated	42000	87
Brisbane - East	Status in employment not stated	52500	73
Brisbane - East	Status in employment not stated	65625	65
Brisbane - East	Status in employment not stated	78750	32
Brisbane - East	Status in employment not stated	91875	27
Brisbane - East	Status in employment not stated	105000	17
Brisbane - East	Status in employment not stated	157500	19
Brisbane - East	Status in employment not stated	Inf	28
Brisbane - North	Contributing family workers	0	157
Brisbane - North	Contributing family workers	7875	67
Brisbane - North	Contributing family workers	15750	82
Brisbane - North	Contributing family workers	21000	59
Brisbane - North	Contributing family workers	26250	46
Brisbane - North	Contributing family workers	34125	59
Brisbane - North	Contributing family workers	42000	66
Brisbane - North	Contributing family workers	52500	44
Brisbane - North	Contributing family workers	65625	48
Brisbane - North	Contributing family workers	78750	29
Brisbane - North	Contributing family workers	91875	23
Brisbane - North	Contributing family workers	105000	16
Brisbane - North	Contributing family workers	157500	21
Brisbane - North	Contributing family workers	Inf	25
Brisbane - North	Employee	0	249
Brisbane - North	Employee	7875	3232
Brisbane - North	Employee	15750	3208
Brisbane - North	Employee	21000	3346
Brisbane - North	Employee	26250	4141
Brisbane - North	Employee	34125	7275
Brisbane - North	Employee	42000	11543
Brisbane - North	Employee	52500	14683
Brisbane - North	Employee	65625	15345
Brisbane - North	Employee	78750	10206
Brisbane - North	Employee	91875	8667
Brisbane - North	Employee	105000	5646
Brisbane - North	Employee	157500	7963
Brisbane - North	Employee	Inf	3383
Brisbane - North	Owner managers of incorporated enterprises	0	38
Brisbane - North	Owner managers of incorporated enterprises	7875	40
Brisbane - North	Owner managers of incorporated enterprises	15750	61
Brisbane - North	Owner managers of incorporated enterprises	21000	143
Brisbane - North	Owner managers of incorporated enterprises	26250	192
Brisbane - North	Owner managers of incorporated enterprises	34125	330
Brisbane - North	Owner managers of incorporated enterprises	42000	404
Brisbane - North	Owner managers of incorporated enterprises	52500	524
Brisbane - North	Owner managers of incorporated enterprises	65625	670
Brisbane - North	Owner managers of incorporated enterprises	78750	552
Brisbane - North	Owner managers of incorporated enterprises	91875	697
Brisbane - North	Owner managers of incorporated enterprises	105000	409
Brisbane - North	Owner managers of incorporated enterprises	157500	685
Brisbane - North	Owner managers of incorporated enterprises	Inf	780
Brisbane - North	Owner managers of unincorporated enterprises	0	53
Brisbane - North	Owner managers of unincorporated enterprises	7875	167
Brisbane - North	Owner managers of unincorporated enterprises	15750	321
Brisbane - North	Owner managers of unincorporated enterprises	21000	359
Brisbane - North	Owner managers of unincorporated enterprises	26250	391
Brisbane - North	Owner managers of unincorporated enterprises	34125	589
Brisbane - North	Owner managers of unincorporated enterprises	42000	536
Brisbane - North	Owner managers of unincorporated enterprises	52500	603
Brisbane - North	Owner managers of unincorporated enterprises	65625	607
Brisbane - North	Owner managers of unincorporated enterprises	78750	438
Brisbane - North	Owner managers of unincorporated enterprises	91875	339
Brisbane - North	Owner managers of unincorporated enterprises	105000	199
Brisbane - North	Owner managers of unincorporated enterprises	157500	282
Brisbane - North	Owner managers of unincorporated enterprises	Inf	241
Brisbane - North	Status in employment not stated	0	8
Brisbane - North	Status in employment not stated	7875	28
Brisbane - North	Status in employment not stated	15750	42
Brisbane - North	Status in employment not stated	21000	44
Brisbane - North	Status in employment not stated	26250	47
Brisbane - North	Status in employment not stated	34125	79
Brisbane - North	Status in employment not stated	42000	96
Brisbane - North	Status in employment not stated	52500	114
Brisbane - North	Status in employment not stated	65625	72
Brisbane - North	Status in employment not stated	78750	52
Brisbane - North	Status in employment not stated	91875	30
Brisbane - North	Status in employment not stated	105000	25
Brisbane - North	Status in employment not stated	157500	24
Brisbane - North	Status in employment not stated	Inf	19
Brisbane - South	Contributing family workers	0	329
Brisbane - South	Contributing family workers	7875	129
Brisbane - South	Contributing family workers	15750	162
Brisbane - South	Contributing family workers	21000	157
Brisbane - South	Contributing family workers	26250	132
Brisbane - South	Contributing family workers	34125	167
Brisbane - South	Contributing family workers	42000	141
Brisbane - South	Contributing family workers	52500	130
Brisbane - South	Contributing family workers	65625	94
Brisbane - South	Contributing family workers	78750	72
Brisbane - South	Contributing family workers	91875	64
Brisbane - South	Contributing family workers	105000	26
Brisbane - South	Contributing family workers	157500	43
Brisbane - South	Contributing family workers	Inf	49
Brisbane - South	Employee	0	416
Brisbane - South	Employee	7875	4483
Brisbane - South	Employee	15750	5129
Brisbane - South	Employee	21000	5245
Brisbane - South	Employee	26250	6306
Brisbane - South	Employee	34125	10304
Brisbane - South	Employee	42000	14684
Brisbane - South	Employee	52500	19244
Brisbane - South	Employee	65625	20658
Brisbane - South	Employee	78750	14267
Brisbane - South	Employee	91875	11796
Brisbane - South	Employee	105000	7352
Brisbane - South	Employee	157500	9342
Brisbane - South	Employee	Inf	3393
Brisbane - South	Owner managers of incorporated enterprises	0	82
Brisbane - South	Owner managers of incorporated enterprises	7875	88
Brisbane - South	Owner managers of incorporated enterprises	15750	196
Brisbane - South	Owner managers of incorporated enterprises	21000	312
Brisbane - South	Owner managers of incorporated enterprises	26250	379
Brisbane - South	Owner managers of incorporated enterprises	34125	624
Brisbane - South	Owner managers of incorporated enterprises	42000	778
Brisbane - South	Owner managers of incorporated enterprises	52500	991
Brisbane - South	Owner managers of incorporated enterprises	65625	1253
Brisbane - South	Owner managers of incorporated enterprises	78750	953
Brisbane - South	Owner managers of incorporated enterprises	91875	1152
Brisbane - South	Owner managers of incorporated enterprises	105000	610
Brisbane - South	Owner managers of incorporated enterprises	157500	1179
Brisbane - South	Owner managers of incorporated enterprises	Inf	1281
Brisbane - South	Owner managers of unincorporated enterprises	0	96
Brisbane - South	Owner managers of unincorporated enterprises	7875	295
Brisbane - South	Owner managers of unincorporated enterprises	15750	500
Brisbane - South	Owner managers of unincorporated enterprises	21000	648
Brisbane - South	Owner managers of unincorporated enterprises	26250	699
Brisbane - South	Owner managers of unincorporated enterprises	34125	1002
Brisbane - South	Owner managers of unincorporated enterprises	42000	963
Brisbane - South	Owner managers of unincorporated enterprises	52500	1009
Brisbane - South	Owner managers of unincorporated enterprises	65625	1020
Brisbane - South	Owner managers of unincorporated enterprises	78750	671
Brisbane - South	Owner managers of unincorporated enterprises	91875	480
Brisbane - South	Owner managers of unincorporated enterprises	105000	281
Brisbane - South	Owner managers of unincorporated enterprises	157500	405
Brisbane - South	Owner managers of unincorporated enterprises	Inf	416
Brisbane - South	Status in employment not stated	0	19
Brisbane - South	Status in employment not stated	7875	43
Brisbane - South	Status in employment not stated	15750	60
Brisbane - South	Status in employment not stated	21000	59
Brisbane - South	Status in employment not stated	26250	77
Brisbane - South	Status in employment not stated	34125	110
Brisbane - South	Status in employment not stated	42000	113
Brisbane - South	Status in employment not stated	52500	137
Brisbane - South	Status in employment not stated	65625	111
Brisbane - South	Status in employment not stated	78750	80
Brisbane - South	Status in employment not stated	91875	67
Brisbane - South	Status in employment not stated	105000	28
Brisbane - South	Status in employment not stated	157500	37
Brisbane - South	Status in employment not stated	Inf	36
Brisbane - West	Contributing family workers	0	138
Brisbane - West	Contributing family workers	7875	60
Brisbane - West	Contributing family workers	15750	73
Brisbane - West	Contributing family workers	21000	63
Brisbane - West	Contributing family workers	26250	54
Brisbane - West	Contributing family workers	34125	66
Brisbane - West	Contributing family workers	42000	47
Brisbane - West	Contributing family workers	52500	41
Brisbane - West	Contributing family workers	65625	44
Brisbane - West	Contributing family workers	78750	27
Brisbane - West	Contributing family workers	91875	38
Brisbane - West	Contributing family workers	105000	22
Brisbane - West	Contributing family workers	157500	29
Brisbane - West	Contributing family workers	Inf	39
Brisbane - West	Employee	0	212
Brisbane - West	Employee	7875	3034
Brisbane - West	Employee	15750	3158
Brisbane - West	Employee	21000	2606
Brisbane - West	Employee	26250	2858
Brisbane - West	Employee	34125	4333
Brisbane - West	Employee	42000	4861
Brisbane - West	Employee	52500	5610
Brisbane - West	Employee	65625	6355
Brisbane - West	Employee	78750	5057
Brisbane - West	Employee	91875	4408
Brisbane - West	Employee	105000	2611
Brisbane - West	Employee	157500	3246
Brisbane - West	Employee	Inf	1235
Brisbane - West	Owner managers of incorporated enterprises	0	38
Brisbane - West	Owner managers of incorporated enterprises	7875	48
Brisbane - West	Owner managers of incorporated enterprises	15750	89
Brisbane - West	Owner managers of incorporated enterprises	21000	136
Brisbane - West	Owner managers of incorporated enterprises	26250	139
Brisbane - West	Owner managers of incorporated enterprises	34125	246
Brisbane - West	Owner managers of incorporated enterprises	42000	280
Brisbane - West	Owner managers of incorporated enterprises	52500	371
Brisbane - West	Owner managers of incorporated enterprises	65625	482
Brisbane - West	Owner managers of incorporated enterprises	78750	361
Brisbane - West	Owner managers of incorporated enterprises	91875	533
Brisbane - West	Owner managers of incorporated enterprises	105000	291
Brisbane - West	Owner managers of incorporated enterprises	157500	504
Brisbane - West	Owner managers of incorporated enterprises	Inf	645
Brisbane - West	Owner managers of unincorporated enterprises	0	47
Brisbane - West	Owner managers of unincorporated enterprises	7875	195
Brisbane - West	Owner managers of unincorporated enterprises	15750	254
Brisbane - West	Owner managers of unincorporated enterprises	21000	276
Brisbane - West	Owner managers of unincorporated enterprises	26250	322
Brisbane - West	Owner managers of unincorporated enterprises	34125	430
Brisbane - West	Owner managers of unincorporated enterprises	42000	420
Brisbane - West	Owner managers of unincorporated enterprises	52500	457
Brisbane - West	Owner managers of unincorporated enterprises	65625	499
Brisbane - West	Owner managers of unincorporated enterprises	78750	294
Brisbane - West	Owner managers of unincorporated enterprises	91875	280
Brisbane - West	Owner managers of unincorporated enterprises	105000	182
Brisbane - West	Owner managers of unincorporated enterprises	157500	274
Brisbane - West	Owner managers of unincorporated enterprises	Inf	214
Brisbane - West	Status in employment not stated	0	3
Brisbane - West	Status in employment not stated	7875	19
Brisbane - West	Status in employment not stated	15750	18
Brisbane - West	Status in employment not stated	21000	24
Brisbane - West	Status in employment not stated	26250	26
Brisbane - West	Status in employment not stated	34125	46
Brisbane - West	Status in employment not stated	42000	31
Brisbane - West	Status in employment not stated	52500	27
Brisbane - West	Status in employment not stated	65625	26
Brisbane - West	Status in employment not stated	78750	12
Brisbane - West	Status in employment not stated	91875	14
Brisbane - West	Status in employment not stated	105000	11
Brisbane - West	Status in employment not stated	157500	14
Brisbane - West	Status in employment not stated	Inf	11
Brisbane Inner City	Contributing family workers	0	390
Brisbane Inner City	Contributing family workers	7875	121
Brisbane Inner City	Contributing family workers	15750	129
Brisbane Inner City	Contributing family workers	21000	129
Brisbane Inner City	Contributing family workers	26250	128
Brisbane Inner City	Contributing family workers	34125	122
Brisbane Inner City	Contributing family workers	42000	105
Brisbane Inner City	Contributing family workers	52500	111
Brisbane Inner City	Contributing family workers	65625	127
Brisbane Inner City	Contributing family workers	78750	81
Brisbane Inner City	Contributing family workers	91875	53
Brisbane Inner City	Contributing family workers	105000	37
Brisbane Inner City	Contributing family workers	157500	84
Brisbane Inner City	Contributing family workers	Inf	136
Brisbane Inner City	Employee	0	781
Brisbane Inner City	Employee	7875	5207
Brisbane Inner City	Employee	15750	7080
Brisbane Inner City	Employee	21000	7774
Brisbane Inner City	Employee	26250	9520
Brisbane Inner City	Employee	34125	14687
Brisbane Inner City	Employee	42000	20565
Brisbane Inner City	Employee	52500	29306
Brisbane Inner City	Employee	65625	38190
Brisbane Inner City	Employee	78750	31795
Brisbane Inner City	Employee	91875	29993
Brisbane Inner City	Employee	105000	22766
Brisbane Inner City	Employee	157500	39443
Brisbane Inner City	Employee	Inf	22412
Brisbane Inner City	Owner managers of incorporated enterprises	0	124
Brisbane Inner City	Owner managers of incorporated enterprises	7875	92
Brisbane Inner City	Owner managers of incorporated enterprises	15750	161
Brisbane Inner City	Owner managers of incorporated enterprises	21000	282
Brisbane Inner City	Owner managers of incorporated enterprises	26250	341
Brisbane Inner City	Owner managers of incorporated enterprises	34125	612
Brisbane Inner City	Owner managers of incorporated enterprises	42000	733
Brisbane Inner City	Owner managers of incorporated enterprises	52500	942
Brisbane Inner City	Owner managers of incorporated enterprises	65625	1354
Brisbane Inner City	Owner managers of incorporated enterprises	78750	1199
Brisbane Inner City	Owner managers of incorporated enterprises	91875	1601
Brisbane Inner City	Owner managers of incorporated enterprises	105000	973
Brisbane Inner City	Owner managers of incorporated enterprises	157500	2241
Brisbane Inner City	Owner managers of incorporated enterprises	Inf	4005
Brisbane Inner City	Owner managers of unincorporated enterprises	0	104
Brisbane Inner City	Owner managers of unincorporated enterprises	7875	290
Brisbane Inner City	Owner managers of unincorporated enterprises	15750	482
Brisbane Inner City	Owner managers of unincorporated enterprises	21000	601
Brisbane Inner City	Owner managers of unincorporated enterprises	26250	598
Brisbane Inner City	Owner managers of unincorporated enterprises	34125	852
Brisbane Inner City	Owner managers of unincorporated enterprises	42000	922
Brisbane Inner City	Owner managers of unincorporated enterprises	52500	1045
Brisbane Inner City	Owner managers of unincorporated enterprises	65625	1121
Brisbane Inner City	Owner managers of unincorporated enterprises	78750	848
Brisbane Inner City	Owner managers of unincorporated enterprises	91875	727
Brisbane Inner City	Owner managers of unincorporated enterprises	105000	533
Brisbane Inner City	Owner managers of unincorporated enterprises	157500	886
Brisbane Inner City	Owner managers of unincorporated enterprises	Inf	2061
Brisbane Inner City	Status in employment not stated	0	33
Brisbane Inner City	Status in employment not stated	7875	44
Brisbane Inner City	Status in employment not stated	15750	92
Brisbane Inner City	Status in employment not stated	21000	93
Brisbane Inner City	Status in employment not stated	26250	86
Brisbane Inner City	Status in employment not stated	34125	137
Brisbane Inner City	Status in employment not stated	42000	143
Brisbane Inner City	Status in employment not stated	52500	177
Brisbane Inner City	Status in employment not stated	65625	169
Brisbane Inner City	Status in employment not stated	78750	109
Brisbane Inner City	Status in employment not stated	91875	103
Brisbane Inner City	Status in employment not stated	105000	80
Brisbane Inner City	Status in employment not stated	157500	104
Brisbane Inner City	Status in employment not stated	Inf	113
Cairns	Contributing family workers	0	389
Cairns	Contributing family workers	7875	168
Cairns	Contributing family workers	15750	235
Cairns	Contributing family workers	21000	232
Cairns	Contributing family workers	26250	193
Cairns	Contributing family workers	34125	183
Cairns	Contributing family workers	42000	151
Cairns	Contributing family workers	52500	136
Cairns	Contributing family workers	65625	127
Cairns	Contributing family workers	78750	66
Cairns	Contributing family workers	91875	51
Cairns	Contributing family workers	105000	39
Cairns	Contributing family workers	157500	48
Cairns	Contributing family workers	Inf	55
Cairns	Employee	0	308
Cairns	Employee	7875	3018
Cairns	Employee	15750	2634
Cairns	Employee	21000	3315
Cairns	Employee	26250	4519
Cairns	Employee	34125	8272
Cairns	Employee	42000	11456
Cairns	Employee	52500	13033
Cairns	Employee	65625	11583
Cairns	Employee	78750	7306
Cairns	Employee	91875	6008
Cairns	Employee	105000	3624
Cairns	Employee	157500	3907
Cairns	Employee	Inf	1240
Cairns	Owner managers of incorporated enterprises	0	50
Cairns	Owner managers of incorporated enterprises	7875	50
Cairns	Owner managers of incorporated enterprises	15750	95
Cairns	Owner managers of incorporated enterprises	21000	230
Cairns	Owner managers of incorporated enterprises	26250	235
Cairns	Owner managers of incorporated enterprises	34125	464
Cairns	Owner managers of incorporated enterprises	42000	556
Cairns	Owner managers of incorporated enterprises	52500	712
Cairns	Owner managers of incorporated enterprises	65625	888
Cairns	Owner managers of incorporated enterprises	78750	614
Cairns	Owner managers of incorporated enterprises	91875	679
Cairns	Owner managers of incorporated enterprises	105000	356
Cairns	Owner managers of incorporated enterprises	157500	552
Cairns	Owner managers of incorporated enterprises	Inf	621
Cairns	Owner managers of unincorporated enterprises	0	115
Cairns	Owner managers of unincorporated enterprises	7875	206
Cairns	Owner managers of unincorporated enterprises	15750	468
Cairns	Owner managers of unincorporated enterprises	21000	613
Cairns	Owner managers of unincorporated enterprises	26250	719
Cairns	Owner managers of unincorporated enterprises	34125	1009
Cairns	Owner managers of unincorporated enterprises	42000	1019
Cairns	Owner managers of unincorporated enterprises	52500	1005
Cairns	Owner managers of unincorporated enterprises	65625	926
Cairns	Owner managers of unincorporated enterprises	78750	604
Cairns	Owner managers of unincorporated enterprises	91875	491
Cairns	Owner managers of unincorporated enterprises	105000	249
Cairns	Owner managers of unincorporated enterprises	157500	340
Cairns	Owner managers of unincorporated enterprises	Inf	334
Cairns	Status in employment not stated	0	22
Cairns	Status in employment not stated	7875	55
Cairns	Status in employment not stated	15750	71
