SA4_NAME16	Occupation	OccupationSubtype	Sex	workers
Western Australia - Outback (South)	Sales workers	Sales assistants and salespersons	M	892
Western Australia - Outback (South)	Sales workers	Sales representatives and agents	F	282
Western Australia - Outback (South)	Sales workers	Sales representatives and agents	M	205
Western Australia - Outback (South)	Sales workers	Sales support workers	F	562
Western Australia - Outback (South)	Sales workers	Sales support workers	M	164
Western Australia - Outback (South)	Sales workers	Sales workers nfd	F	3
Western Australia - Outback (South)	Sales workers	Sales workers nfd	M	3
Western Australia - Outback (South)	Technicians and trades workers	Automotive and engineering trades workers	F	56
Western Australia - Outback (South)	Technicians and trades workers	Automotive and engineering trades workers	M	4574
Western Australia - Outback (South)	Technicians and trades workers	Construction trades workers	F	13
Western Australia - Outback (South)	Technicians and trades workers	Construction trades workers	M	910
Western Australia - Outback (South)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	34
Western Australia - Outback (South)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	1551
Western Australia - Outback (South)	Technicians and trades workers	Engineering ICT and science technicians	F	408
Western Australia - Outback (South)	Technicians and trades workers	Engineering ICT and science technicians	M	1606
Western Australia - Outback (South)	Technicians and trades workers	Food trades workers	F	356
Western Australia - Outback (South)	Technicians and trades workers	Food trades workers	M	496
Western Australia - Outback (South)	Technicians and trades workers	Other technicians and trades workers	F	326
Western Australia - Outback (South)	Technicians and trades workers	Other technicians and trades workers	M	312
Western Australia - Outback (South)	Technicians and trades workers	Skilled animal and horticultural workers	F	179
Western Australia - Outback (South)	Technicians and trades workers	Skilled animal and horticultural workers	M	370
Western Australia - Outback (South)	Technicians and trades workers	Technicians and trades workers nfd	F	9
Western Australia - Outback (South)	Technicians and trades workers	Technicians and trades workers nfd	M	126
Migratory - Offshore - Shipping (WA)			F	6
Migratory - Offshore - Shipping (WA)			M	28
Migratory - Offshore - Shipping (WA)	Clerical and administrative workers	Other clerical and administrative workers	F	3
Migratory - Offshore - Shipping (WA)	Clerical and administrative workers	Other clerical and administrative workers	M	20
Migratory - Offshore - Shipping (WA)	Community and personal service workers	Health and welfare support workers	M	3
Migratory - Offshore - Shipping (WA)	Community and personal service workers	Hospitality workers	F	4
Migratory - Offshore - Shipping (WA)	Community and personal service workers	Hospitality workers	M	4
Migratory - Offshore - Shipping (WA)	Community and personal service workers	Protective service workers	M	3
Migratory - Offshore - Shipping (WA)	Community and personal service workers	Sports and personal service workers	F	8
Migratory - Offshore - Shipping (WA)	Community and personal service workers	Sports and personal service workers	M	12
Migratory - Offshore - Shipping (WA)	Labourers	Cleaners and laundry workers	F	16
Migratory - Offshore - Shipping (WA)	Labourers	Cleaners and laundry workers	M	15
Migratory - Offshore - Shipping (WA)	Labourers	Construction and mining labourers	M	163
Migratory - Offshore - Shipping (WA)	Labourers	Food preparation assistants	F	3
Migratory - Offshore - Shipping (WA)	Labourers	Food preparation assistants	M	7
Migratory - Offshore - Shipping (WA)	Labourers	Labourers nfd	M	4
Migratory - Offshore - Shipping (WA)	Labourers	Other labourers	F	5
Migratory - Offshore - Shipping (WA)	Labourers	Other labourers	M	166
Migratory - Offshore - Shipping (WA)	Machinery operators and drivers	Machine and stationary plant operators	M	161
Migratory - Offshore - Shipping (WA)	Machinery operators and drivers	Mobile plant operators	M	3
Migratory - Offshore - Shipping (WA)	Machinery operators and drivers	Road and rail drivers	M	9
Migratory - Offshore - Shipping (WA)	Machinery operators and drivers	Storepersons	M	4
Migratory - Offshore - Shipping (WA)	Managers	Farmers and farm managers	M	8
Migratory - Offshore - Shipping (WA)	Managers	Hospitality retail and service managers	F	4
Migratory - Offshore - Shipping (WA)	Managers	Hospitality retail and service managers	M	21
Migratory - Offshore - Shipping (WA)	Managers	Specialist managers	F	5
Migratory - Offshore - Shipping (WA)	Managers	Specialist managers	M	53
Migratory - Offshore - Shipping (WA)	Professionals	Business human resource and marketing professionals	M	4
Migratory - Offshore - Shipping (WA)	Professionals	Design engineering science and transport professionals	F	11
Migratory - Offshore - Shipping (WA)	Professionals	Design engineering science and transport professionals	M	251
Migratory - Offshore - Shipping (WA)	Professionals	Health professionals	F	7
Migratory - Offshore - Shipping (WA)	Professionals	Health professionals	M	20
Migratory - Offshore - Shipping (WA)	Professionals	Information and Communication Technology ICT professionals	M	3
Migratory - Offshore - Shipping (WA)	Professionals	Professionals nfd	M	3
Migratory - Offshore - Shipping (WA)	Technicians and trades workers	Automotive and engineering trades workers	M	139
Migratory - Offshore - Shipping (WA)	Technicians and trades workers	Construction trades workers	M	16
Migratory - Offshore - Shipping (WA)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	63
Migratory - Offshore - Shipping (WA)	Technicians and trades workers	Engineering ICT and science technicians	F	5
Migratory - Offshore - Shipping (WA)	Technicians and trades workers	Engineering ICT and science technicians	M	80
Migratory - Offshore - Shipping (WA)	Technicians and trades workers	Food trades workers	F	6
Migratory - Offshore - Shipping (WA)	Technicians and trades workers	Food trades workers	M	61
Migratory - Offshore - Shipping (WA)	Technicians and trades workers	Other technicians and trades workers	F	4
Migratory - Offshore - Shipping (WA)	Technicians and trades workers	Other technicians and trades workers	M	122
Migratory - Offshore - Shipping (WA)	Technicians and trades workers	Skilled animal and horticultural workers	M	3
Migratory - Offshore - Shipping (WA)	Technicians and trades workers	Technicians and trades workers nfd	M	27
No usual address (WA)			F	340
No usual address (WA)			M	768
No usual address (WA)	Clerical and administrative workers	Clerical and administrative workers nfd	M	3
No usual address (WA)	Clerical and administrative workers	Clerical and office support workers	F	198
No usual address (WA)	Clerical and administrative workers	Clerical and office support workers	M	446
No usual address (WA)	Clerical and administrative workers	General clerical workers	F	214
No usual address (WA)	Clerical and administrative workers	General clerical workers	M	56
No usual address (WA)	Clerical and administrative workers	Inquiry clerks and receptionists	F	111
No usual address (WA)	Clerical and administrative workers	Inquiry clerks and receptionists	M	24
No usual address (WA)	Clerical and administrative workers	Numerical clerks	F	354
No usual address (WA)	Clerical and administrative workers	Numerical clerks	M	63
No usual address (WA)	Clerical and administrative workers	Office managers and program administrators	F	115
No usual address (WA)	Clerical and administrative workers	Office managers and program administrators	M	104
No usual address (WA)	Clerical and administrative workers	Other clerical and administrative workers	F	107
No usual address (WA)	Clerical and administrative workers	Other clerical and administrative workers	M	177
No usual address (WA)	Clerical and administrative workers	Personal assistants and secretaries	F	59
No usual address (WA)	Clerical and administrative workers	Personal assistants and secretaries	M	8
No usual address (WA)	Community and personal service workers	Carers and aides	F	2163
No usual address (WA)	Community and personal service workers	Carers and aides	M	277
No usual address (WA)	Community and personal service workers	Community and personal service workers nfd	F	3
No usual address (WA)	Community and personal service workers	Health and welfare support workers	F	294
No usual address (WA)	Community and personal service workers	Health and welfare support workers	M	95
No usual address (WA)	Community and personal service workers	Hospitality workers	F	165
No usual address (WA)	Community and personal service workers	Hospitality workers	M	83
No usual address (WA)	Community and personal service workers	Protective service workers	F	81
No usual address (WA)	Community and personal service workers	Protective service workers	M	412
No usual address (WA)	Community and personal service workers	Sports and personal service workers	F	564
No usual address (WA)	Community and personal service workers	Sports and personal service workers	M	412
No usual address (WA)	Labourers	Cleaners and laundry workers	F	2251
No usual address (WA)	Labourers	Cleaners and laundry workers	M	1234
No usual address (WA)	Labourers	Construction and mining labourers	F	87
No usual address (WA)	Labourers	Construction and mining labourers	M	3502
No usual address (WA)	Labourers	Factory process workers	F	36
No usual address (WA)	Labourers	Factory process workers	M	154
No usual address (WA)	Labourers	Farm forestry and garden workers	F	188
No usual address (WA)	Labourers	Farm forestry and garden workers	M	1008
No usual address (WA)	Labourers	Food preparation assistants	F	79
No usual address (WA)	Labourers	Food preparation assistants	M	57
No usual address (WA)	Labourers	Labourers nfd	F	18
No usual address (WA)	Labourers	Labourers nfd	M	243
No usual address (WA)	Labourers	Other labourers	F	213
No usual address (WA)	Labourers	Other labourers	M	1721
No usual address (WA)	Machinery operators and drivers	Machine and stationary plant operators	F	115
No usual address (WA)	Machinery operators and drivers	Machine and stationary plant operators	M	1809
No usual address (WA)	Machinery operators and drivers	Machinery operators and drivers nfd	M	71
No usual address (WA)	Machinery operators and drivers	Mobile plant operators	F	24
No usual address (WA)	Machinery operators and drivers	Mobile plant operators	M	994
No usual address (WA)	Machinery operators and drivers	Road and rail drivers	F	236
No usual address (WA)	Machinery operators and drivers	Road and rail drivers	M	2537
No usual address (WA)	Machinery operators and drivers	Storepersons	F	13
No usual address (WA)	Machinery operators and drivers	Storepersons	M	103
No usual address (WA)	Managers	Chief executives general managers and legislators	F	65
No usual address (WA)	Managers	Chief executives general managers and legislators	M	137
No usual address (WA)	Managers	Farmers and farm managers	F	44
No usual address (WA)	Managers	Farmers and farm managers	M	175
No usual address (WA)	Managers	Hospitality retail and service managers	F	251
No usual address (WA)	Managers	Hospitality retail and service managers	M	403
No usual address (WA)	Managers	Managers nfd	F	24
No usual address (WA)	Managers	Managers nfd	M	74
No usual address (WA)	Managers	Specialist managers	F	250
No usual address (WA)	Managers	Specialist managers	M	1229
No usual address (WA)	Professionals	Arts and media professionals	F	190
No usual address (WA)	Professionals	Arts and media professionals	M	251
No usual address (WA)	Professionals	Business human resource and marketing professionals	F	371
No usual address (WA)	Professionals	Business human resource and marketing professionals	M	394
No usual address (WA)	Professionals	Design engineering science and transport professionals	F	156
No usual address (WA)	Professionals	Design engineering science and transport professionals	M	872
No usual address (WA)	Professionals	Education professionals	F	637
No usual address (WA)	Professionals	Education professionals	M	279
No usual address (WA)	Professionals	Health professionals	F	565
No usual address (WA)	Professionals	Health professionals	M	264
No usual address (WA)	Professionals	Information and Communication Technology ICT professionals	F	20
No usual address (WA)	Professionals	Information and Communication Technology ICT professionals	M	132
No usual address (WA)	Professionals	Legal social and welfare professionals	F	278
No usual address (WA)	Professionals	Legal social and welfare professionals	M	115
No usual address (WA)	Professionals	Professionals nfd	F	29
No usual address (WA)	Professionals	Professionals nfd	M	28
No usual address (WA)	Sales workers	Sales assistants and salespersons	F	421
No usual address (WA)	Sales workers	Sales assistants and salespersons	M	274
No usual address (WA)	Sales workers	Sales representatives and agents	F	300
No usual address (WA)	Sales workers	Sales representatives and agents	M	369
No usual address (WA)	Sales workers	Sales support workers	F	576
No usual address (WA)	Sales workers	Sales support workers	M	96
No usual address (WA)	Sales workers	Sales workers nfd	F	7
No usual address (WA)	Technicians and trades workers	Automotive and engineering trades workers	F	34
No usual address (WA)	Technicians and trades workers	Automotive and engineering trades workers	M	2333
No usual address (WA)	Technicians and trades workers	Construction trades workers	F	203
No usual address (WA)	Technicians and trades workers	Construction trades workers	M	11053
No usual address (WA)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	34
No usual address (WA)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	2997
No usual address (WA)	Technicians and trades workers	Engineering ICT and science technicians	F	134
No usual address (WA)	Technicians and trades workers	Engineering ICT and science technicians	M	960
No usual address (WA)	Technicians and trades workers	Food trades workers	F	62
No usual address (WA)	Technicians and trades workers	Food trades workers	M	191
No usual address (WA)	Technicians and trades workers	Other technicians and trades workers	F	286
No usual address (WA)	Technicians and trades workers	Other technicians and trades workers	M	432
No usual address (WA)	Technicians and trades workers	Skilled animal and horticultural workers	F	352
No usual address (WA)	Technicians and trades workers	Skilled animal and horticultural workers	M	1481
No usual address (WA)	Technicians and trades workers	Technicians and trades workers nfd	F	7
No usual address (WA)	Technicians and trades workers	Technicians and trades workers nfd	M	177
Hobart			F	764
Hobart			M	951
Hobart	Clerical and administrative workers	Clerical and administrative workers nfd	F	36
Hobart	Clerical and administrative workers	Clerical and administrative workers nfd	M	35
Hobart	Clerical and administrative workers	Clerical and office support workers	F	359
Hobart	Clerical and administrative workers	Clerical and office support workers	M	460
Hobart	Clerical and administrative workers	General clerical workers	F	2352
Hobart	Clerical and administrative workers	General clerical workers	M	536
Hobart	Clerical and administrative workers	Inquiry clerks and receptionists	F	2639
Hobart	Clerical and administrative workers	Inquiry clerks and receptionists	M	575
Hobart	Clerical and administrative workers	Numerical clerks	F	2084
Hobart	Clerical and administrative workers	Numerical clerks	M	586
Hobart	Clerical and administrative workers	Office managers and program administrators	F	1919
Hobart	Clerical and administrative workers	Office managers and program administrators	M	789
Hobart	Clerical and administrative workers	Other clerical and administrative workers	F	1093
Hobart	Clerical and administrative workers	Other clerical and administrative workers	M	945
Hobart	Clerical and administrative workers	Personal assistants and secretaries	F	798
Hobart	Clerical and administrative workers	Personal assistants and secretaries	M	32
Hobart	Community and personal service workers	Carers and aides	F	4662
Hobart	Community and personal service workers	Carers and aides	M	972
Hobart	Community and personal service workers	Community and personal service workers nfd	F	3
Hobart	Community and personal service workers	Community and personal service workers nfd	M	3
Hobart	Community and personal service workers	Health and welfare support workers	F	1084
Hobart	Community and personal service workers	Health and welfare support workers	M	343
Hobart	Community and personal service workers	Hospitality workers	F	1927
Hobart	Community and personal service workers	Hospitality workers	M	840
Hobart	Community and personal service workers	Protective service workers	F	377
Hobart	Community and personal service workers	Protective service workers	M	1166
Hobart	Community and personal service workers	Sports and personal service workers	F	963
Hobart	Community and personal service workers	Sports and personal service workers	M	568
Hobart	Labourers	Cleaners and laundry workers	F	1792
Hobart	Labourers	Cleaners and laundry workers	M	933
Hobart	Labourers	Construction and mining labourers	F	4
Hobart	Labourers	Construction and mining labourers	M	804
Hobart	Labourers	Factory process workers	F	372
Hobart	Labourers	Factory process workers	M	855
Hobart	Labourers	Farm forestry and garden workers	F	110
Hobart	Labourers	Farm forestry and garden workers	M	338
Hobart	Labourers	Food preparation assistants	F	811
Hobart	Labourers	Food preparation assistants	M	895
Hobart	Labourers	Labourers nfd	F	23
Hobart	Labourers	Labourers nfd	M	162
Hobart	Labourers	Other labourers	F	409
Hobart	Labourers	Other labourers	M	1159
Hobart	Machinery operators and drivers	Machine and stationary plant operators	F	150
Hobart	Machinery operators and drivers	Machine and stationary plant operators	M	795
Hobart	Machinery operators and drivers	Machinery operators and drivers nfd	M	55
Hobart	Machinery operators and drivers	Mobile plant operators	F	24
Hobart	Machinery operators and drivers	Mobile plant operators	M	541
Hobart	Machinery operators and drivers	Road and rail drivers	F	133
Hobart	Machinery operators and drivers	Road and rail drivers	M	2175
Hobart	Machinery operators and drivers	Storepersons	F	83
Hobart	Machinery operators and drivers	Storepersons	M	595
Hobart	Managers	Chief executives general managers and legislators	F	324
Hobart	Managers	Chief executives general managers and legislators	M	810
Hobart	Managers	Farmers and farm managers	F	83
Hobart	Managers	Farmers and farm managers	M	313
Hobart	Managers	Hospitality retail and service managers	F	1847
Hobart	Managers	Hospitality retail and service managers	M	2175
Hobart	Managers	Managers nfd	F	100
Hobart	Managers	Managers nfd	M	163
Hobart	Managers	Specialist managers	F	1999
Hobart	Managers	Specialist managers	M	3384
Hobart	Professionals	Arts and media professionals	F	403
Hobart	Professionals	Arts and media professionals	M	418
Hobart	Professionals	Business human resource and marketing professionals	F	2390
Hobart	Professionals	Business human resource and marketing professionals	M	2179
Hobart	Professionals	Design engineering science and transport professionals	F	930
Hobart	Professionals	Design engineering science and transport professionals	M	2024
Hobart	Professionals	Education professionals	F	3346
Hobart	Professionals	Education professionals	M	1609
Hobart	Professionals	Health professionals	F	4207
Hobart	Professionals	Health professionals	M	1462
Hobart	Professionals	Information and Communication Technology ICT professionals	F	205
Hobart	Professionals	Information and Communication Technology ICT professionals	M	1128
Hobart	Professionals	Legal social and welfare professionals	F	1261
Hobart	Professionals	Legal social and welfare professionals	M	699
Hobart	Professionals	Professionals nfd	F	227
Hobart	Professionals	Professionals nfd	M	231
Hobart	Sales workers	Sales assistants and salespersons	F	4579
Hobart	Sales workers	Sales assistants and salespersons	M	2632
Hobart	Sales workers	Sales representatives and agents	F	554
Hobart	Sales workers	Sales representatives and agents	M	759
Hobart	Sales workers	Sales support workers	F	1021
Hobart	Sales workers	Sales support workers	M	374
Hobart	Sales workers	Sales workers nfd	F	5
Hobart	Sales workers	Sales workers nfd	M	5
Hobart	Technicians and trades workers	Automotive and engineering trades workers	F	29
Hobart	Technicians and trades workers	Automotive and engineering trades workers	M	2163
Hobart	Technicians and trades workers	Construction trades workers	F	23
Hobart	Technicians and trades workers	Construction trades workers	M	2248
Hobart	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	26
Hobart	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	1450
Hobart	Technicians and trades workers	Engineering ICT and science technicians	F	507
Hobart	Technicians and trades workers	Engineering ICT and science technicians	M	1483
Hobart	Technicians and trades workers	Food trades workers	F	552
Hobart	Technicians and trades workers	Food trades workers	M	1293
Hobart	Technicians and trades workers	Other technicians and trades workers	F	873
Hobart	Technicians and trades workers	Other technicians and trades workers	M	749
Hobart	Technicians and trades workers	Skilled animal and horticultural workers	F	295
Hobart	Technicians and trades workers	Skilled animal and horticultural workers	M	582
Hobart	Technicians and trades workers	Technicians and trades workers nfd	F	11
Hobart	Technicians and trades workers	Technicians and trades workers nfd	M	129
Launceston and North East			F	353
Launceston and North East			M	520
Launceston and North East	Clerical and administrative workers	Clerical and administrative workers nfd	F	10
Launceston and North East	Clerical and administrative workers	Clerical and administrative workers nfd	M	8
Launceston and North East	Clerical and administrative workers	Clerical and office support workers	F	182
Launceston and North East	Clerical and administrative workers	Clerical and office support workers	M	226
Launceston and North East	Clerical and administrative workers	General clerical workers	F	1164
Launceston and North East	Clerical and administrative workers	General clerical workers	M	153
Launceston and North East	Clerical and administrative workers	Inquiry clerks and receptionists	F	1204
Launceston and North East	Clerical and administrative workers	Inquiry clerks and receptionists	M	126
Launceston and North East	Clerical and administrative workers	Numerical clerks	F	1228
Launceston and North East	Clerical and administrative workers	Numerical clerks	M	261
Launceston and North East	Clerical and administrative workers	Office managers and program administrators	F	798
Launceston and North East	Clerical and administrative workers	Office managers and program administrators	M	239
Launceston and North East	Clerical and administrative workers	Other clerical and administrative workers	F	446
Launceston and North East	Clerical and administrative workers	Other clerical and administrative workers	M	426
Launceston and North East	Clerical and administrative workers	Personal assistants and secretaries	F	393
Launceston and North East	Clerical and administrative workers	Personal assistants and secretaries	M	11
Launceston and North East	Community and personal service workers	Carers and aides	F	2682
Launceston and North East	Community and personal service workers	Carers and aides	M	442
Launceston and North East	Community and personal service workers	Health and welfare support workers	F	660
Launceston and North East	Community and personal service workers	Health and welfare support workers	M	237
Launceston and North East	Community and personal service workers	Hospitality workers	F	1109
Launceston and North East	Community and personal service workers	Hospitality workers	M	336
Launceston and North East	Community and personal service workers	Protective service workers	F	109
Launceston and North East	Community and personal service workers	Protective service workers	M	425
Launceston and North East	Community and personal service workers	Sports and personal service workers	F	438
Launceston and North East	Community and personal service workers	Sports and personal service workers	M	267
Launceston and North East	Labourers	Cleaners and laundry workers	F	1245
Launceston and North East	Labourers	Cleaners and laundry workers	M	499
Launceston and North East	Labourers	Construction and mining labourers	F	3
Launceston and North East	Labourers	Construction and mining labourers	M	413
Launceston and North East	Labourers	Factory process workers	F	305
Launceston and North East	Labourers	Factory process workers	M	774
Launceston and North East	Labourers	Farm forestry and garden workers	F	271
Launceston and North East	Labourers	Farm forestry and garden workers	M	811
Launceston and North East	Labourers	Food preparation assistants	F	626
Launceston and North East	Labourers	Food preparation assistants	M	404
Launceston and North East	Labourers	Labourers nfd	F	37
Launceston and North East	Labourers	Labourers nfd	M	133
Launceston and North East	Labourers	Other labourers	F	221
Launceston and North East	Labourers	Other labourers	M	672
Launceston and North East	Machinery operators and drivers	Machine and stationary plant operators	F	86
Launceston and North East	Machinery operators and drivers	Machine and stationary plant operators	M	886
Launceston and North East	Machinery operators and drivers	Machinery operators and drivers nfd	F	3
Launceston and North East	Machinery operators and drivers	Machinery operators and drivers nfd	M	66
Launceston and North East	Machinery operators and drivers	Mobile plant operators	F	20
Launceston and North East	Machinery operators and drivers	Mobile plant operators	M	695
Launceston and North East	Machinery operators and drivers	Road and rail drivers	F	90
Launceston and North East	Machinery operators and drivers	Road and rail drivers	M	1519
Launceston and North East	Machinery operators and drivers	Storepersons	F	61
Launceston and North East	Machinery operators and drivers	Storepersons	M	547
Launceston and North East	Managers	Chief executives general managers and legislators	F	123
Launceston and North East	Managers	Chief executives general managers and legislators	M	336
Launceston and North East	Managers	Farmers and farm managers	F	437
Launceston and North East	Managers	Farmers and farm managers	M	1291
Launceston and North East	Managers	Hospitality retail and service managers	F	1125
Launceston and North East	Managers	Hospitality retail and service managers	M	1223
Launceston and North East	Managers	Managers nfd	F	41
Launceston and North East	Managers	Managers nfd	M	77
Launceston and North East	Managers	Specialist managers	F	787
Launceston and North East	Managers	Specialist managers	M	1739
Launceston and North East	Professionals	Arts and media professionals	F	127
Launceston and North East	Professionals	Arts and media professionals	M	155
Launceston and North East	Professionals	Business human resource and marketing professionals	F	741
Launceston and North East	Professionals	Business human resource and marketing professionals	M	827
Launceston and North East	Professionals	Design engineering science and transport professionals	F	291
Launceston and North East	Professionals	Design engineering science and transport professionals	M	766
Launceston and North East	Professionals	Education professionals	F	1894
Launceston and North East	Professionals	Education professionals	M	872
Launceston and North East	Professionals	Health professionals	F	2348
Launceston and North East	Professionals	Health professionals	M	741
Launceston and North East	Professionals	Information and Communication Technology ICT professionals	F	29
Launceston and North East	Professionals	Information and Communication Technology ICT professionals	M	240
Launceston and North East	Professionals	Legal social and welfare professionals	F	517
Launceston and North East	Professionals	Legal social and welfare professionals	M	267
Launceston and North East	Professionals	Professionals nfd	F	42
Launceston and North East	Professionals	Professionals nfd	M	44
Launceston and North East	Sales workers	Sales assistants and salespersons	F	3006
Launceston and North East	Sales workers	Sales assistants and salespersons	M	1496
Launceston and North East	Sales workers	Sales representatives and agents	F	284
Launceston and North East	Sales workers	Sales representatives and agents	M	459
Launceston and North East	Sales workers	Sales support workers	F	508
Launceston and North East	Sales workers	Sales support workers	M	214
Launceston and North East	Sales workers	Sales workers nfd	M	4
Launceston and North East	Technicians and trades workers	Automotive and engineering trades workers	F	21
Launceston and North East	Technicians and trades workers	Automotive and engineering trades workers	M	1603
Launceston and North East	Technicians and trades workers	Construction trades workers	F	16
Launceston and North East	Technicians and trades workers	Construction trades workers	M	1011
Launceston and North East	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	18
Launceston and North East	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	908
Launceston and North East	Technicians and trades workers	Engineering ICT and science technicians	F	287
Launceston and North East	Technicians and trades workers	Engineering ICT and science technicians	M	659
Launceston and North East	Technicians and trades workers	Food trades workers	F	371
Launceston and North East	Technicians and trades workers	Food trades workers	M	603
Launceston and North East	Technicians and trades workers	Other technicians and trades workers	F	558
Launceston and North East	Technicians and trades workers	Other technicians and trades workers	M	397
Launceston and North East	Technicians and trades workers	Skilled animal and horticultural workers	F	199
Launceston and North East	Technicians and trades workers	Skilled animal and horticultural workers	M	490
Launceston and North East	Technicians and trades workers	Technicians and trades workers nfd	F	3
Launceston and North East	Technicians and trades workers	Technicians and trades workers nfd	M	90
South East			F	49
South East			M	113
South East	Clerical and administrative workers	Clerical and office support workers	F	40
South East	Clerical and administrative workers	Clerical and office support workers	M	32
South East	Clerical and administrative workers	General clerical workers	F	128
South East	Clerical and administrative workers	General clerical workers	M	15
South East	Clerical and administrative workers	Inquiry clerks and receptionists	F	124
South East	Clerical and administrative workers	Inquiry clerks and receptionists	M	10
South East	Clerical and administrative workers	Numerical clerks	F	205
South East	Clerical and administrative workers	Numerical clerks	M	21
South East	Clerical and administrative workers	Office managers and program administrators	F	86
South East	Clerical and administrative workers	Office managers and program administrators	M	10
South East	Clerical and administrative workers	Other clerical and administrative workers	F	48
South East	Clerical and administrative workers	Other clerical and administrative workers	M	41
South East	Clerical and administrative workers	Personal assistants and secretaries	F	52
South East	Community and personal service workers	Carers and aides	F	358
South East	Community and personal service workers	Carers and aides	M	30
South East	Community and personal service workers	Health and welfare support workers	F	60
South East	Community and personal service workers	Health and welfare support workers	M	17
South East	Community and personal service workers	Hospitality workers	F	257
South East	Community and personal service workers	Hospitality workers	M	76
South East	Community and personal service workers	Protective service workers	F	4
South East	Community and personal service workers	Protective service workers	M	33
South East	Community and personal service workers	Sports and personal service workers	F	71
South East	Community and personal service workers	Sports and personal service workers	M	55
South East	Labourers	Cleaners and laundry workers	F	292
South East	Labourers	Cleaners and laundry workers	M	83
South East	Labourers	Construction and mining labourers	F	5
South East	Labourers	Construction and mining labourers	M	88
South East	Labourers	Factory process workers	F	164
South East	Labourers	Factory process workers	M	199
South East	Labourers	Farm forestry and garden workers	F	110
South East	Labourers	Farm forestry and garden workers	M	490
South East	Labourers	Food preparation assistants	F	87
South East	Labourers	Food preparation assistants	M	32
South East	Labourers	Labourers nfd	M	27
South East	Labourers	Other labourers	F	45
South East	Labourers	Other labourers	M	159
South East	Machinery operators and drivers	Machine and stationary plant operators	F	16
South East	Machinery operators and drivers	Machine and stationary plant operators	M	144
South East	Machinery operators and drivers	Machinery operators and drivers nfd	M	12
South East	Machinery operators and drivers	Mobile plant operators	M	188
South East	Machinery operators and drivers	Road and rail drivers	F	21
South East	Machinery operators and drivers	Road and rail drivers	M	195
South East	Machinery operators and drivers	Storepersons	F	5
South East	Machinery operators and drivers	Storepersons	M	19
South East	Managers	Chief executives general managers and legislators	F	29
South East	Managers	Chief executives general managers and legislators	M	55
South East	Managers	Farmers and farm managers	F	186
South East	Managers	Farmers and farm managers	M	721
South East	Managers	Hospitality retail and service managers	F	268
South East	Managers	Hospitality retail and service managers	M	240
South East	Managers	Managers nfd	F	9
South East	Managers	Managers nfd	M	11
South East	Managers	Specialist managers	F	109
South East	Managers	Specialist managers	M	240
South East	Professionals	Arts and media professionals	F	49
South East	Professionals	Arts and media professionals	M	56
South East	Professionals	Business human resource and marketing professionals	F	70
South East	Professionals	Business human resource and marketing professionals	M	57
South East	Professionals	Design engineering science and transport professionals	F	62
South East	Professionals	Design engineering science and transport professionals	M	170
South East	Professionals	Education professionals	F	302
South East	Professionals	Education professionals	M	90
South East	Professionals	Health professionals	F	150
South East	Professionals	Health professionals	M	57
South East	Professionals	Information and Communication Technology ICT professionals	F	10
South East	Professionals	Information and Communication Technology ICT professionals	M	25
South East	Professionals	Legal social and welfare professionals	F	45
South East	Professionals	Legal social and welfare professionals	M	28
South East	Professionals	Professionals nfd	F	3
South East	Professionals	Professionals nfd	M	13
South East	Sales workers	Sales assistants and salespersons	F	360
South East	Sales workers	Sales assistants and salespersons	M	135
South East	Sales workers	Sales representatives and agents	F	40
South East	Sales workers	Sales representatives and agents	M	36
South East	Sales workers	Sales support workers	F	64
South East	Sales workers	Sales support workers	M	17
South East	Technicians and trades workers	Automotive and engineering trades workers	F	3
South East	Technicians and trades workers	Automotive and engineering trades workers	M	220
South East	Technicians and trades workers	Construction trades workers	F	3
South East	Technicians and trades workers	Construction trades workers	M	205
South East	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	88
South East	Technicians and trades workers	Engineering ICT and science technicians	F	30
South East	Technicians and trades workers	Engineering ICT and science technicians	M	97
South East	Technicians and trades workers	Food trades workers	F	107
South East	Technicians and trades workers	Food trades workers	M	137
South East	Technicians and trades workers	Other technicians and trades workers	F	72
South East	Technicians and trades workers	Other technicians and trades workers	M	102
South East	Technicians and trades workers	Skilled animal and horticultural workers	F	32
South East	Technicians and trades workers	Skilled animal and horticultural workers	M	150
South East	Technicians and trades workers	Technicians and trades workers nfd	M	8
West and North West			F	312
West and North West			M	468
West and North West	Clerical and administrative workers	Clerical and administrative workers nfd	F	12
West and North West	Clerical and administrative workers	Clerical and administrative workers nfd	M	6
West and North West	Clerical and administrative workers	Clerical and office support workers	F	178
West and North West	Clerical and administrative workers	Clerical and office support workers	M	130
West and North West	Clerical and administrative workers	General clerical workers	F	885
West and North West	Clerical and administrative workers	General clerical workers	M	100
West and North West	Clerical and administrative workers	Inquiry clerks and receptionists	F	882
