SA4_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Sydney - Outer South West	0			41
Sydney - Outer South West	0	0		505
Sydney - Outer South West	0	1	National	8
Sydney - Outer South West	0	1	State territory	7
Sydney - Outer South West	7875			44
Sydney - Outer South West	7875	0		3258
Sydney - Outer South West	7875	1	Local	15
Sydney - Outer South West	7875	1	National	19
Sydney - Outer South West	7875	1	State territory	38
Sydney - Outer South West	15750			61
Sydney - Outer South West	15750	0		3242
Sydney - Outer South West	15750	1	Local	27
Sydney - Outer South West	15750	1	National	42
Sydney - Outer South West	15750	1	State territory	97
Sydney - Outer South West	21000			75
Sydney - Outer South West	21000	0		3512
Sydney - Outer South West	21000	1	Local	37
Sydney - Outer South West	21000	1	National	28
Sydney - Outer South West	21000	1	State territory	149
Sydney - Outer South West	26250			92
Sydney - Outer South West	26250	0		3987
Sydney - Outer South West	26250	1	Local	40
Sydney - Outer South West	26250	1	National	39
Sydney - Outer South West	26250	1	State territory	181
Sydney - Outer South West	34125			90
Sydney - Outer South West	34125	0		6360
Sydney - Outer South West	34125	1	Local	65
Sydney - Outer South West	34125	1	National	68
Sydney - Outer South West	34125	1	State territory	356
Sydney - Outer South West	42000			138
Sydney - Outer South West	42000	0		8403
Sydney - Outer South West	42000	1	Local	107
Sydney - Outer South West	42000	1	National	98
Sydney - Outer South West	42000	1	State territory	616
Sydney - Outer South West	52500			119
Sydney - Outer South West	52500	0		9586
Sydney - Outer South West	52500	1	Local	178
Sydney - Outer South West	52500	1	National	112
Sydney - Outer South West	52500	1	State territory	875
Sydney - Outer South West	65625			101
Sydney - Outer South West	65625	0		9117
Sydney - Outer South West	65625	1	Local	258
Sydney - Outer South West	65625	1	National	207
Sydney - Outer South West	65625	1	State territory	1105
Sydney - Outer South West	78750			48
Sydney - Outer South West	78750	0		5612
Sydney - Outer South West	78750	1	Local	135
Sydney - Outer South West	78750	1	National	199
Sydney - Outer South West	78750	1	State territory	1103
Sydney - Outer South West	91875			34
Sydney - Outer South West	91875	0		4207
Sydney - Outer South West	91875	1	Local	115
Sydney - Outer South West	91875	1	National	150
Sydney - Outer South West	91875	1	State territory	1173
Sydney - Outer South West	105000			28
Sydney - Outer South West	105000	0		2746
Sydney - Outer South West	105000	1	Local	75
Sydney - Outer South West	105000	1	National	91
Sydney - Outer South West	105000	1	State territory	1148
Sydney - Outer South West	157500			21
Sydney - Outer South West	157500	0		3635
Sydney - Outer South West	157500	1	Local	77
Sydney - Outer South West	157500	1	National	172
Sydney - Outer South West	157500	1	State territory	1010
Sydney - Outer South West	Inf			25
Sydney - Outer South West	Inf	0		1794
Sydney - Outer South West	Inf	1	Local	19
Sydney - Outer South West	Inf	1	National	38
Sydney - Outer South West	Inf	1	State territory	157
Sydney - Outer West and Blue Mountains				262
Sydney - Outer West and Blue Mountains		0		1295
Sydney - Outer West and Blue Mountains		1	Local	14
Sydney - Outer West and Blue Mountains		1	National	39
Sydney - Outer West and Blue Mountains		1	State territory	102
Sydney - Outer West and Blue Mountains	0			48
Sydney - Outer West and Blue Mountains	0	0		653
Sydney - Outer West and Blue Mountains	0	1	National	9
Sydney - Outer West and Blue Mountains	0	1	State territory	26
Sydney - Outer West and Blue Mountains	7875			46
Sydney - Outer West and Blue Mountains	7875	0		4152
Sydney - Outer West and Blue Mountains	7875	1	Local	32
Sydney - Outer West and Blue Mountains	7875	1	National	36
Sydney - Outer West and Blue Mountains	7875	1	State territory	64
Sydney - Outer West and Blue Mountains	15750			76
Sydney - Outer West and Blue Mountains	15750	0		4300
Sydney - Outer West and Blue Mountains	15750	1	Local	28
Sydney - Outer West and Blue Mountains	15750	1	National	61
Sydney - Outer West and Blue Mountains	15750	1	State territory	127
Sydney - Outer West and Blue Mountains	21000			94
Sydney - Outer West and Blue Mountains	21000	0		4519
Sydney - Outer West and Blue Mountains	21000	1	Local	55
Sydney - Outer West and Blue Mountains	21000	1	National	65
Sydney - Outer West and Blue Mountains	21000	1	State territory	190
Sydney - Outer West and Blue Mountains	26250			74
Sydney - Outer West and Blue Mountains	26250	0		5542
Sydney - Outer West and Blue Mountains	26250	1	Local	53
Sydney - Outer West and Blue Mountains	26250	1	National	97
Sydney - Outer West and Blue Mountains	26250	1	State territory	237
Sydney - Outer West and Blue Mountains	34125			124
Sydney - Outer West and Blue Mountains	34125	0		8471
Sydney - Outer West and Blue Mountains	34125	1	Local	117
Sydney - Outer West and Blue Mountains	34125	1	National	256
Sydney - Outer West and Blue Mountains	34125	1	State territory	477
Sydney - Outer West and Blue Mountains	42000			146
Sydney - Outer West and Blue Mountains	42000	0		10299
Sydney - Outer West and Blue Mountains	42000	1	Local	192
Sydney - Outer West and Blue Mountains	42000	1	National	243
Sydney - Outer West and Blue Mountains	42000	1	State territory	741
Sydney - Outer West and Blue Mountains	52500			155
Sydney - Outer West and Blue Mountains	52500	0		11764
Sydney - Outer West and Blue Mountains	52500	1	Local	281
Sydney - Outer West and Blue Mountains	52500	1	National	429
Sydney - Outer West and Blue Mountains	52500	1	State territory	1226
Sydney - Outer West and Blue Mountains	65625			105
Sydney - Outer West and Blue Mountains	65625	0		10822
Sydney - Outer West and Blue Mountains	65625	1	Local	375
Sydney - Outer West and Blue Mountains	65625	1	National	779
Sydney - Outer West and Blue Mountains	65625	1	State territory	1654
Sydney - Outer West and Blue Mountains	78750			67
Sydney - Outer West and Blue Mountains	78750	0		6609
Sydney - Outer West and Blue Mountains	78750	1	Local	239
Sydney - Outer West and Blue Mountains	78750	1	National	926
Sydney - Outer West and Blue Mountains	78750	1	State territory	1591
Sydney - Outer West and Blue Mountains	91875			42
Sydney - Outer West and Blue Mountains	91875	0		4902
Sydney - Outer West and Blue Mountains	91875	1	Local	171
Sydney - Outer West and Blue Mountains	91875	1	National	866
Sydney - Outer West and Blue Mountains	91875	1	State territory	1714
Sydney - Outer West and Blue Mountains	105000			16
Sydney - Outer West and Blue Mountains	105000	0		3158
Sydney - Outer West and Blue Mountains	105000	1	Local	114
Sydney - Outer West and Blue Mountains	105000	1	National	522
Sydney - Outer West and Blue Mountains	105000	1	State territory	1663
Sydney - Outer West and Blue Mountains	157500			23
Sydney - Outer West and Blue Mountains	157500	0		3801
Sydney - Outer West and Blue Mountains	157500	1	Local	87
Sydney - Outer West and Blue Mountains	157500	1	National	765
Sydney - Outer West and Blue Mountains	157500	1	State territory	1551
Sydney - Outer West and Blue Mountains	Inf			25
Sydney - Outer West and Blue Mountains	Inf	0		1872
Sydney - Outer West and Blue Mountains	Inf	1	Local	45
Sydney - Outer West and Blue Mountains	Inf	1	National	216
Sydney - Outer West and Blue Mountains	Inf	1	State territory	326
Sydney - Parramatta				682
Sydney - Parramatta		0		2159
Sydney - Parramatta		1	Local	18
Sydney - Parramatta		1	National	59
Sydney - Parramatta		1	State territory	254
Sydney - Parramatta	0			146
Sydney - Parramatta	0	0		1099
Sydney - Parramatta	0	1	Local	4
Sydney - Parramatta	0	1	National	15
Sydney - Parramatta	0	1	State territory	52
Sydney - Parramatta	7875			122
Sydney - Parramatta	7875	0		4103
Sydney - Parramatta	7875	1	Local	11
Sydney - Parramatta	7875	1	National	40
Sydney - Parramatta	7875	1	State territory	76
Sydney - Parramatta	15750			201
Sydney - Parramatta	15750	0		5919
Sydney - Parramatta	15750	1	Local	29
Sydney - Parramatta	15750	1	National	102
Sydney - Parramatta	15750	1	State territory	209
Sydney - Parramatta	21000			255
Sydney - Parramatta	21000	0		7089
Sydney - Parramatta	21000	1	Local	26
Sydney - Parramatta	21000	1	National	94
Sydney - Parramatta	21000	1	State territory	270
Sydney - Parramatta	26250			298
Sydney - Parramatta	26250	0		8387
Sydney - Parramatta	26250	1	Local	50
Sydney - Parramatta	26250	1	National	108
Sydney - Parramatta	26250	1	State territory	372
Sydney - Parramatta	34125			362
Sydney - Parramatta	34125	0		13685
Sydney - Parramatta	34125	1	Local	60
Sydney - Parramatta	34125	1	National	198
Sydney - Parramatta	34125	1	State territory	811
Sydney - Parramatta	42000			439
Sydney - Parramatta	42000	0		20231
Sydney - Parramatta	42000	1	Local	105
Sydney - Parramatta	42000	1	National	329
Sydney - Parramatta	42000	1	State territory	1356
Sydney - Parramatta	52500			425
Sydney - Parramatta	52500	0		25707
Sydney - Parramatta	52500	1	Local	231
Sydney - Parramatta	52500	1	National	643
Sydney - Parramatta	52500	1	State territory	2574
Sydney - Parramatta	65625			318
Sydney - Parramatta	65625	0		26927
Sydney - Parramatta	65625	1	Local	326
Sydney - Parramatta	65625	1	National	1162
Sydney - Parramatta	65625	1	State territory	4339
Sydney - Parramatta	78750			175
Sydney - Parramatta	78750	0		17710
Sydney - Parramatta	78750	1	Local	260
Sydney - Parramatta	78750	1	National	1184
Sydney - Parramatta	78750	1	State territory	3983
Sydney - Parramatta	91875			141
Sydney - Parramatta	91875	0		13651
Sydney - Parramatta	91875	1	Local	206
Sydney - Parramatta	91875	1	National	813
Sydney - Parramatta	91875	1	State territory	4359
Sydney - Parramatta	105000			76
Sydney - Parramatta	105000	0		9122
Sydney - Parramatta	105000	1	Local	150
Sydney - Parramatta	105000	1	National	470
Sydney - Parramatta	105000	1	State territory	4172
Sydney - Parramatta	157500			70
Sydney - Parramatta	157500	0		13759
Sydney - Parramatta	157500	1	Local	159
Sydney - Parramatta	157500	1	National	695
Sydney - Parramatta	157500	1	State territory	5420
Sydney - Parramatta	Inf			48
Sydney - Parramatta	Inf	0		7149
Sydney - Parramatta	Inf	1	Local	67
Sydney - Parramatta	Inf	1	National	216
Sydney - Parramatta	Inf	1	State territory	1832
Sydney - Ryde				235
Sydney - Ryde		0		955
Sydney - Ryde		1	Local	4
Sydney - Ryde		1	National	35
Sydney - Ryde		1	State territory	59
Sydney - Ryde	0			60
Sydney - Ryde	0	0		451
Sydney - Ryde	0	1	National	12
Sydney - Ryde	0	1	State territory	9
Sydney - Ryde	7875			48
Sydney - Ryde	7875	0		2588
Sydney - Ryde	7875	1	Local	13
Sydney - Ryde	7875	1	National	100
Sydney - Ryde	7875	1	State territory	47
Sydney - Ryde	15750			74
Sydney - Ryde	15750	0		3187
Sydney - Ryde	15750	1	Local	10
Sydney - Ryde	15750	1	National	144
Sydney - Ryde	15750	1	State territory	73
Sydney - Ryde	21000			86
Sydney - Ryde	21000	0		3059
Sydney - Ryde	21000	1	Local	11
Sydney - Ryde	21000	1	National	126
Sydney - Ryde	21000	1	State territory	93
Sydney - Ryde	26250			78
Sydney - Ryde	26250	0		3576
Sydney - Ryde	26250	1	Local	11
Sydney - Ryde	26250	1	National	159
Sydney - Ryde	26250	1	State territory	106
Sydney - Ryde	34125			136
Sydney - Ryde	34125	0		4970
Sydney - Ryde	34125	1	Local	12
Sydney - Ryde	34125	1	National	289
Sydney - Ryde	34125	1	State territory	220
Sydney - Ryde	42000			134
Sydney - Ryde	42000	0		6297
Sydney - Ryde	42000	1	Local	35
Sydney - Ryde	42000	1	National	292
Sydney - Ryde	42000	1	State territory	344
Sydney - Ryde	52500			130
Sydney - Ryde	52500	0		8083
Sydney - Ryde	52500	1	Local	75
Sydney - Ryde	52500	1	National	358
Sydney - Ryde	52500	1	State territory	528
Sydney - Ryde	65625			120
Sydney - Ryde	65625	0		9892
Sydney - Ryde	65625	1	Local	117
Sydney - Ryde	65625	1	National	570
Sydney - Ryde	65625	1	State territory	878
Sydney - Ryde	78750			89
Sydney - Ryde	78750	0		7755
Sydney - Ryde	78750	1	Local	86
Sydney - Ryde	78750	1	National	598
Sydney - Ryde	78750	1	State territory	859
Sydney - Ryde	91875			47
Sydney - Ryde	91875	0		7232
Sydney - Ryde	91875	1	Local	70
Sydney - Ryde	91875	1	National	807
Sydney - Ryde	91875	1	State territory	771
Sydney - Ryde	105000			38
Sydney - Ryde	105000	0		5996
Sydney - Ryde	105000	1	Local	43
Sydney - Ryde	105000	1	National	628
Sydney - Ryde	105000	1	State territory	775
Sydney - Ryde	157500			53
Sydney - Ryde	157500	0		12555
Sydney - Ryde	157500	1	Local	59
Sydney - Ryde	157500	1	National	1154
Sydney - Ryde	157500	1	State territory	845
Sydney - Ryde	Inf			34
Sydney - Ryde	Inf	0		9522
Sydney - Ryde	Inf	1	Local	14
Sydney - Ryde	Inf	1	National	439
Sydney - Ryde	Inf	1	State territory	217
Sydney - South West				413
Sydney - South West		0		1496
Sydney - South West		1	Local	16
Sydney - South West		1	National	30
Sydney - South West		1	State territory	110
Sydney - South West	0			88
Sydney - South West	0	0		895
Sydney - South West	0	1	Local	3
Sydney - South West	0	1	National	4
Sydney - South West	0	1	State territory	20
Sydney - South West	7875			81
Sydney - South West	7875	0		3410
Sydney - South West	7875	1	Local	15
Sydney - South West	7875	1	National	20
Sydney - South West	7875	1	State territory	55
Sydney - South West	15750			139
Sydney - South West	15750	0		5135
Sydney - South West	15750	1	Local	16
Sydney - South West	15750	1	National	38
Sydney - South West	15750	1	State territory	140
Sydney - South West	21000			174
Sydney - South West	21000	0		5522
Sydney - South West	21000	1	Local	30
Sydney - South West	21000	1	National	29
Sydney - South West	21000	1	State territory	214
Sydney - South West	26250			171
Sydney - South West	26250	0		6266
Sydney - South West	26250	1	Local	44
Sydney - South West	26250	1	National	47
Sydney - South West	26250	1	State territory	255
Sydney - South West	34125			270
Sydney - South West	34125	0		9798
Sydney - South West	34125	1	Local	77
Sydney - South West	34125	1	National	103
Sydney - South West	34125	1	State territory	581
Sydney - South West	42000			296
Sydney - South West	42000	0		13179
Sydney - South West	42000	1	Local	101
Sydney - South West	42000	1	National	203
Sydney - South West	42000	1	State territory	873
Sydney - South West	52500			281
Sydney - South West	52500	0		15612
Sydney - South West	52500	1	Local	205
Sydney - South West	52500	1	National	320
Sydney - South West	52500	1	State territory	1435
Sydney - South West	65625			208
Sydney - South West	65625	0		14578
Sydney - South West	65625	1	Local	318
Sydney - South West	65625	1	National	593
Sydney - South West	65625	1	State territory	2001
Sydney - South West	78750			100
Sydney - South West	78750	0		9084
Sydney - South West	78750	1	Local	263
Sydney - South West	78750	1	National	748
Sydney - South West	78750	1	State territory	1864
Sydney - South West	91875			72
Sydney - South West	91875	0		6630
Sydney - South West	91875	1	Local	228
Sydney - South West	91875	1	National	603
Sydney - South West	91875	1	State territory	1873
Sydney - South West	105000			21
Sydney - South West	105000	0		4177
Sydney - South West	105000	1	Local	142
Sydney - South West	105000	1	National	395
Sydney - South West	105000	1	State territory	1800
Sydney - South West	157500			35
Sydney - South West	157500	0		5108
Sydney - South West	157500	1	Local	120
Sydney - South West	157500	1	National	490
Sydney - South West	157500	1	State territory	1627
Sydney - South West	Inf			28
Sydney - South West	Inf	0		2601
Sydney - South West	Inf	1	Local	43
Sydney - South West	Inf	1	National	87
Sydney - South West	Inf	1	State territory	410
Sydney - Sutherland				180
Sydney - Sutherland		0		799
Sydney - Sutherland		1	Local	14
Sydney - Sutherland		1	National	12
Sydney - Sutherland		1	State territory	47
Sydney - Sutherland	0			24
Sydney - Sutherland	0	0		427
Sydney - Sutherland	0	1	National	3
Sydney - Sutherland	0	1	State territory	7
Sydney - Sutherland	7875			28
Sydney - Sutherland	7875	0		3735
Sydney - Sutherland	7875	1	Local	8
Sydney - Sutherland	7875	1	National	9
Sydney - Sutherland	7875	1	State territory	47
Sydney - Sutherland	15750			38
Sydney - Sutherland	15750	0		3379
Sydney - Sutherland	15750	1	Local	32
Sydney - Sutherland	15750	1	National	18
Sydney - Sutherland	15750	1	State territory	89
Sydney - Sutherland	21000			45
Sydney - Sutherland	21000	0		3322
Sydney - Sutherland	21000	1	Local	27
Sydney - Sutherland	21000	1	National	14
Sydney - Sutherland	21000	1	State territory	122
Sydney - Sutherland	26250			50
Sydney - Sutherland	26250	0		3780
Sydney - Sutherland	26250	1	Local	41
Sydney - Sutherland	26250	1	National	33
Sydney - Sutherland	26250	1	State territory	143
Sydney - Sutherland	34125			64
Sydney - Sutherland	34125	0		5526
Sydney - Sutherland	34125	1	Local	63
Sydney - Sutherland	34125	1	National	45
Sydney - Sutherland	34125	1	State territory	279
Sydney - Sutherland	42000			69
Sydney - Sutherland	42000	0		6481
Sydney - Sutherland	42000	1	Local	100
Sydney - Sutherland	42000	1	National	56
Sydney - Sutherland	42000	1	State territory	454
Sydney - Sutherland	52500			71
Sydney - Sutherland	52500	0		7158
Sydney - Sutherland	52500	1	Local	172
Sydney - Sutherland	52500	1	National	111
Sydney - Sutherland	52500	1	State territory	573
Sydney - Sutherland	65625			59
Sydney - Sutherland	65625	0		7015
Sydney - Sutherland	65625	1	Local	210
Sydney - Sutherland	65625	1	National	162
Sydney - Sutherland	65625	1	State territory	822
Sydney - Sutherland	78750			35
Sydney - Sutherland	78750	0		4405
Sydney - Sutherland	78750	1	Local	141
Sydney - Sutherland	78750	1	National	226
Sydney - Sutherland	78750	1	State territory	770
Sydney - Sutherland	91875			34
Sydney - Sutherland	91875	0		3684
Sydney - Sutherland	91875	1	Local	122
Sydney - Sutherland	91875	1	National	225
Sydney - Sutherland	91875	1	State territory	797
Sydney - Sutherland	105000			15
Sydney - Sutherland	105000	0		2312
Sydney - Sutherland	105000	1	Local	78
Sydney - Sutherland	105000	1	National	185
Sydney - Sutherland	105000	1	State territory	770
Sydney - Sutherland	157500			18
Sydney - Sutherland	157500	0		3236
Sydney - Sutherland	157500	1	Local	70
Sydney - Sutherland	157500	1	National	337
Sydney - Sutherland	157500	1	State territory	687
Sydney - Sutherland	Inf			15
Sydney - Sutherland	Inf	0		2042
Sydney - Sutherland	Inf	1	Local	28
Sydney - Sutherland	Inf	1	National	92
Sydney - Sutherland	Inf	1	State territory	123
Migratory - Offshore - Shipping (NSW)	15750	0		3
Migratory - Offshore - Shipping (NSW)	21000	0		3
Migratory - Offshore - Shipping (NSW)	26250	0		3
Migratory - Offshore - Shipping (NSW)	34125	0		3
Migratory - Offshore - Shipping (NSW)	42000	0		9
Migratory - Offshore - Shipping (NSW)	52500	0		6
Migratory - Offshore - Shipping (NSW)	65625	0		12
Migratory - Offshore - Shipping (NSW)	78750	0		5
Migratory - Offshore - Shipping (NSW)	78750	1	National	3
Migratory - Offshore - Shipping (NSW)	91875	0		7
Migratory - Offshore - Shipping (NSW)	91875	1	National	3
Migratory - Offshore - Shipping (NSW)	105000	0		4
Migratory - Offshore - Shipping (NSW)	105000	1	National	3
Migratory - Offshore - Shipping (NSW)	157500	0		7
Migratory - Offshore - Shipping (NSW)	157500	1	National	3
Migratory - Offshore - Shipping (NSW)	Inf	0		16
No usual address (NSW)				462
No usual address (NSW)		0		2405
No usual address (NSW)		1	Local	8
No usual address (NSW)		1	National	10
No usual address (NSW)		1	State territory	35
No usual address (NSW)	0			121
No usual address (NSW)	0	0		1151
No usual address (NSW)	0	1	Local	3
No usual address (NSW)	0	1	National	26
No usual address (NSW)	0	1	State territory	16
No usual address (NSW)	7875			124
No usual address (NSW)	7875	0		3570
No usual address (NSW)	7875	1	Local	10
No usual address (NSW)	7875	1	National	83
No usual address (NSW)	7875	1	State territory	61
No usual address (NSW)	15750			153
No usual address (NSW)	15750	0		6185
No usual address (NSW)	15750	1	Local	12
No usual address (NSW)	15750	1	National	116
No usual address (NSW)	15750	1	State territory	121
No usual address (NSW)	21000			196
No usual address (NSW)	21000	0		8029
No usual address (NSW)	21000	1	Local	18
No usual address (NSW)	21000	1	National	92
No usual address (NSW)	21000	1	State territory	174
No usual address (NSW)	26250			203
No usual address (NSW)	26250	0		10273
No usual address (NSW)	26250	1	Local	28
No usual address (NSW)	26250	1	National	79
No usual address (NSW)	26250	1	State territory	216
No usual address (NSW)	34125			286
No usual address (NSW)	34125	0		14787
No usual address (NSW)	34125	1	Local	29
No usual address (NSW)	34125	1	National	108
No usual address (NSW)	34125	1	State territory	264
No usual address (NSW)	42000			229
No usual address (NSW)	42000	0		15703
No usual address (NSW)	42000	1	Local	63
No usual address (NSW)	42000	1	National	106
No usual address (NSW)	42000	1	State territory	283
No usual address (NSW)	52500			249
No usual address (NSW)	52500	0		18286
No usual address (NSW)	52500	1	Local	91
No usual address (NSW)	52500	1	National	129
No usual address (NSW)	52500	1	State territory	329
No usual address (NSW)	65625			210
No usual address (NSW)	65625	0		19111
No usual address (NSW)	65625	1	Local	115
No usual address (NSW)	65625	1	National	139
No usual address (NSW)	65625	1	State territory	388
No usual address (NSW)	78750			106
No usual address (NSW)	78750	0		12501
No usual address (NSW)	78750	1	Local	54
No usual address (NSW)	78750	1	National	119
No usual address (NSW)	78750	1	State territory	301
No usual address (NSW)	91875			80
No usual address (NSW)	91875	0		9513
No usual address (NSW)	91875	1	Local	26
No usual address (NSW)	91875	1	National	131
No usual address (NSW)	91875	1	State territory	322
No usual address (NSW)	105000			56
No usual address (NSW)	105000	0		5345
No usual address (NSW)	105000	1	Local	13
No usual address (NSW)	105000	1	National	70
No usual address (NSW)	105000	1	State territory	255
No usual address (NSW)	157500			60
No usual address (NSW)	157500	0		6238
No usual address (NSW)	157500	1	Local	11
No usual address (NSW)	157500	1	National	110
No usual address (NSW)	157500	1	State territory	232
No usual address (NSW)	Inf			36
No usual address (NSW)	Inf	0		2790
No usual address (NSW)	Inf	1	National	31
No usual address (NSW)	Inf	1	State territory	76
Ballarat				137
Ballarat		0		741
Ballarat		1	Local	16
Ballarat		1	National	13
Ballarat		1	State territory	82
Ballarat	0			31
Ballarat	0	0		530
Ballarat	0	1	National	10
Ballarat	0	1	State territory	14
Ballarat	7875			41
Ballarat	7875	0		2600
Ballarat	7875	1	Local	17
Ballarat	7875	1	National	27
Ballarat	7875	1	State territory	46
Ballarat	15750			57
Ballarat	15750	0		2805
Ballarat	15750	1	Local	48
Ballarat	15750	1	National	47
Ballarat	15750	1	State territory	106
Ballarat	21000			51
Ballarat	21000	0		2956
Ballarat	21000	1	Local	35
Ballarat	21000	1	National	41
Ballarat	21000	1	State territory	196
Ballarat	26250			60
Ballarat	26250	0		3560
Ballarat	26250	1	Local	67
Ballarat	26250	1	National	66
Ballarat	26250	1	State territory	284
Ballarat	34125			62
Ballarat	34125	0		5229
Ballarat	34125	1	Local	109
Ballarat	34125	1	National	109
Ballarat	34125	1	State territory	629
Ballarat	42000			65
Ballarat	42000	0		6353
Ballarat	42000	1	Local	124
Ballarat	42000	1	National	144
Ballarat	42000	1	State territory	825
Ballarat	52500			61
Ballarat	52500	0		6834
Ballarat	52500	1	Local	140
Ballarat	52500	1	National	205
Ballarat	52500	1	State territory	1071
Ballarat	65625			43
Ballarat	65625	0		5825
Ballarat	65625	1	Local	270
Ballarat	65625	1	National	305
Ballarat	65625	1	State territory	1355
Ballarat	78750			30
Ballarat	78750	0		3453
Ballarat	78750	1	Local	152
Ballarat	78750	1	National	242
Ballarat	78750	1	State territory	1102
Ballarat	91875			13
Ballarat	91875	0		2530
Ballarat	91875	1	Local	112
Ballarat	91875	1	National	253
Ballarat	91875	1	State territory	966
Ballarat	105000			11
Ballarat	105000	0		1642
Ballarat	105000	1	Local	56
Ballarat	105000	1	National	129
Ballarat	105000	1	State territory	658
Ballarat	157500			6
Ballarat	157500	0		1883
Ballarat	157500	1	Local	63
Ballarat	157500	1	National	168
Ballarat	157500	1	State territory	623
Ballarat	Inf			14
Ballarat	Inf	0		1059
Ballarat	Inf	1	Local	22
Ballarat	Inf	1	National	43
Ballarat	Inf	1	State territory	184
Bendigo				122
Bendigo		0		824
Bendigo		1	Local	12
Bendigo		1	National	17
Bendigo		1	State territory	72
Bendigo	0			35
Bendigo	0	0		459
Bendigo	0	1	National	7
Bendigo	0	1	State territory	11
Bendigo	7875			38
Bendigo	7875	0		2642
Bendigo	7875	1	Local	8
Bendigo	7875	1	National	24
Bendigo	7875	1	State territory	44
Bendigo	15750			34
Bendigo	15750	0		2541
Bendigo	15750	1	Local	34
Bendigo	15750	1	National	38
Bendigo	15750	1	State territory	116
Bendigo	21000			46
Bendigo	21000	0		2857
Bendigo	21000	1	Local	28
Bendigo	21000	1	National	30
Bendigo	21000	1	State territory	173
Bendigo	26250			60
Bendigo	26250	0		3454
Bendigo	26250	1	Local	51
Bendigo	26250	1	National	42
Bendigo	26250	1	State territory	221
Bendigo	34125			48
Bendigo	34125	0		5425
Bendigo	34125	1	Local	104
Bendigo	34125	1	National	83
Bendigo	34125	1	State territory	556
Bendigo	42000			56
Bendigo	42000	0		6977
Bendigo	42000	1	Local	102
Bendigo	42000	1	National	94
Bendigo	42000	1	State territory	718
Bendigo	52500			55
Bendigo	52500	0		7241
Bendigo	52500	1	Local	126
Bendigo	52500	1	National	131
Bendigo	52500	1	State territory	1009
Bendigo	65625			39
Bendigo	65625	0		5914
Bendigo	65625	1	Local	219
Bendigo	65625	1	National	205
Bendigo	65625	1	State territory	1317
Bendigo	78750			14
Bendigo	78750	0		3622
Bendigo	78750	1	Local	171
Bendigo	78750	1	National	207
Bendigo	78750	1	State territory	1265
Bendigo	91875			19
Bendigo	91875	0		2698
Bendigo	91875	1	Local	126
Bendigo	91875	1	National	156
Bendigo	91875	1	State territory	1031
Bendigo	105000			3
Bendigo	105000	0		1544
Bendigo	105000	1	Local	60
Bendigo	105000	1	National	93
Bendigo	105000	1	State territory	746
Bendigo	157500			10
Bendigo	157500	0		2121
Bendigo	157500	1	Local	74
Bendigo	157500	1	National	96
Bendigo	157500	1	State territory	589
Bendigo	Inf			14
Bendigo	Inf	0		1108
Bendigo	Inf	1	Local	14
Bendigo	Inf	1	National	14
Bendigo	Inf	1	State territory	148
Geelong				277
Geelong		0		1358
Geelong		1	Local	27
Geelong		1	National	39
Geelong		1	State territory	113
Geelong	0			46
Geelong	0	0		721
Geelong	0	1	Local	3
Geelong	0	1	National	16
Geelong	0	1	State territory	19
Geelong	7875			75
Geelong	7875	0		4968
Geelong	7875	1	Local	50
Geelong	7875	1	National	59
Geelong	7875	1	State territory	83
Geelong	15750			88
Geelong	15750	0		4798
Geelong	15750	1	Local	87
Geelong	15750	1	National	106
Geelong	15750	1	State territory	206
Geelong	21000			79
Geelong	21000	0		5195
Geelong	21000	1	Local	86
Geelong	21000	1	National	90
Geelong	21000	1	State territory	284
Geelong	26250			99
Geelong	26250	0		5927
Geelong	26250	1	Local	136
Geelong	26250	1	National	127
Geelong	26250	1	State territory	425
Geelong	34125			115
Geelong	34125	0		8854
Geelong	34125	1	Local	205
Geelong	34125	1	National	244
Geelong	34125	1	State territory	846
Geelong	42000			101
Geelong	42000	0		10504
Geelong	42000	1	Local	208
Geelong	42000	1	National	240
Geelong	42000	1	State territory	1083
Geelong	52500			94
Geelong	52500	0		11769
Geelong	52500	1	Local	209
Geelong	52500	1	National	374
Geelong	52500	1	State territory	1388
Geelong	65625			89
Geelong	65625	0		10846
Geelong	65625	1	Local	409
Geelong	65625	1	National	606
Geelong	65625	1	State territory	2001
Geelong	78750			53
Geelong	78750	0		6800
Geelong	78750	1	Local	265
Geelong	78750	1	National	651
Geelong	78750	1	State territory	1793
Geelong	91875			34
Geelong	91875	0		5192
Geelong	91875	1	Local	268
Geelong	91875	1	National	690
Geelong	91875	1	State territory	1617
Geelong	105000			14
Geelong	105000	0		3349
Geelong	105000	1	Local	159
Geelong	105000	1	National	451
Geelong	105000	1	State territory	1140
Geelong	157500			21
Geelong	157500	0		4334
Geelong	157500	1	Local	132
Geelong	157500	1	National	602
Geelong	157500	1	State territory	1049
Geelong	Inf			16
Geelong	Inf	0		2588
Geelong	Inf	1	Local	30
Geelong	Inf	1	National	139
Geelong	Inf	1	State territory	288
Hume				181
Hume		0		1055
Hume		1	Local	11
Hume		1	National	19
Hume		1	State territory	61
Hume	0			44
Hume	0	0		668
Hume	0	1	Local	3
Hume	0	1	National	5
Hume	0	1	State territory	10
Hume	7875			52
Hume	7875	0		2716
Hume	7875	1	Local	18
Hume	7875	1	National	25
Hume	7875	1	State territory	56
Hume	15750			64
Hume	15750	0		2719
Hume	15750	1	Local	44
