SA4_NAME16	CountryOfBirth	EmploymentStatus	workers
Brisbane - North	JPN	Status in employment not stated	5
Brisbane - North	LBN	Contributing family workers	3
Brisbane - North	LBN	Employee	22
Brisbane - North	LBN	Owner managers of unincorporated enterprises	6
Brisbane - North	MYS	Employee	405
Brisbane - North	MYS	Owner managers of incorporated enterprises	32
Brisbane - North	MYS	Owner managers of unincorporated enterprises	23
Brisbane - North	MLT	Employee	30
Brisbane - North	MLT	Owner managers of incorporated enterprises	3
Brisbane - North	NLD	Contributing family workers	3
Brisbane - North	NLD	Employee	199
Brisbane - North	NLD	Owner managers of incorporated enterprises	10
Brisbane - North	NLD	Owner managers of unincorporated enterprises	11
Brisbane - North	NZL	Contributing family workers	32
Brisbane - North	NZL	Employee	6811
Brisbane - North	NZL	Owner managers of incorporated enterprises	286
Brisbane - North	NZL	Owner managers of unincorporated enterprises	294
Brisbane - North	NZL	Status in employment not stated	56
Brisbane - North	PAK	Contributing family workers	4
Brisbane - North	PAK	Employee	96
Brisbane - North	PAK	Owner managers of incorporated enterprises	13
Brisbane - North	PAK	Owner managers of unincorporated enterprises	14
Brisbane - North	PAK	Status in employment not stated	3
Brisbane - North	PHL	Contributing family workers	3
Brisbane - North	PHL	Employee	1818
Brisbane - North	PHL	Owner managers of incorporated enterprises	26
Brisbane - North	PHL	Owner managers of unincorporated enterprises	33
Brisbane - North	PHL	Status in employment not stated	6
Brisbane - North	POL	Employee	132
Brisbane - North	POL	Owner managers of incorporated enterprises	5
Brisbane - North	POL	Owner managers of unincorporated enterprises	14
Brisbane - North	SGP	Employee	181
Brisbane - North	SGP	Owner managers of incorporated enterprises	10
Brisbane - North	SGP	Owner managers of unincorporated enterprises	10
Brisbane - North	ZAF	Contributing family workers	5
Brisbane - North	ZAF	Employee	1314
Brisbane - North	ZAF	Owner managers of incorporated enterprises	63
Brisbane - North	ZAF	Owner managers of unincorporated enterprises	53
Brisbane - North	ZAF	Status in employment not stated	3
Brisbane - North	KOR	Contributing family workers	3
Brisbane - North	KOR	Employee	361
Brisbane - North	KOR	Owner managers of incorporated enterprises	32
Brisbane - North	KOR	Owner managers of unincorporated enterprises	24
Brisbane - North	LKA	Contributing family workers	6
Brisbane - North	LKA	Employee	331
Brisbane - North	LKA	Owner managers of incorporated enterprises	22
Brisbane - North	LKA	Owner managers of unincorporated enterprises	29
Brisbane - North	LKA	Status in employment not stated	3
Brisbane - North	THA	Employee	246
Brisbane - North	THA	Owner managers of incorporated enterprises	21
Brisbane - North	THA	Owner managers of unincorporated enterprises	24
Brisbane - North	TUR	Employee	22
Brisbane - North	TUR	Owner managers of incorporated enterprises	9
Brisbane - North	TUR	Owner managers of unincorporated enterprises	7
Brisbane - North	GBR	Contributing family workers	34
Brisbane - North	GBR	Employee	5311
Brisbane - North	GBR	Owner managers of incorporated enterprises	291
Brisbane - North	GBR	Owner managers of unincorporated enterprises	308
Brisbane - North	GBR	Status in employment not stated	44
Brisbane - North	USA	Contributing family workers	3
Brisbane - North	USA	Employee	383
Brisbane - North	USA	Owner managers of incorporated enterprises	23
Brisbane - North	USA	Owner managers of unincorporated enterprises	26
Brisbane - North	VNM	Contributing family workers	12
Brisbane - North	VNM	Employee	454
Brisbane - North	VNM	Owner managers of incorporated enterprises	30
Brisbane - North	VNM	Owner managers of unincorporated enterprises	62
Brisbane - North	VNM	Status in employment not stated	5
Brisbane - North	ZWE	Employee	313
Brisbane - North	ZWE	Owner managers of incorporated enterprises	11
Brisbane - North	ZWE	Owner managers of unincorporated enterprises	10
Brisbane - South		Contributing family workers	211
Brisbane - South		Employee	10053
Brisbane - South		Owner managers of incorporated enterprises	914
Brisbane - South		Owner managers of unincorporated enterprises	912
Brisbane - South		Status in employment not stated	172
Brisbane - South	AUS	Contributing family workers	782
Brisbane - South	AUS	Employee	86405
Brisbane - South	AUS	Owner managers of incorporated enterprises	5604
Brisbane - South	AUS	Owner managers of unincorporated enterprises	4676
Brisbane - South	AUS	Status in employment not stated	591
Brisbane - South	CAN	Contributing family workers	3
Brisbane - South	CAN	Employee	357
Brisbane - South	CAN	Owner managers of incorporated enterprises	18
Brisbane - South	CAN	Owner managers of unincorporated enterprises	31
Brisbane - South	CAN	Status in employment not stated	3
Brisbane - South	CHN	Contributing family workers	246
Brisbane - South	CHN	Employee	3294
Brisbane - South	CHN	Owner managers of incorporated enterprises	753
Brisbane - South	CHN	Owner managers of unincorporated enterprises	379
Brisbane - South	CHN	Status in employment not stated	22
Brisbane - South	HRV	Contributing family workers	9
Brisbane - South	HRV	Employee	169
Brisbane - South	HRV	Owner managers of incorporated enterprises	23
Brisbane - South	HRV	Owner managers of unincorporated enterprises	15
Brisbane - South	HRV	Status in employment not stated	3
Brisbane - South	EGY	Employee	68
Brisbane - South	EGY	Owner managers of incorporated enterprises	15
Brisbane - South	EGY	Owner managers of unincorporated enterprises	10
Brisbane - South	FJI	Contributing family workers	17
Brisbane - South	FJI	Employee	898
Brisbane - South	FJI	Owner managers of incorporated enterprises	78
Brisbane - South	FJI	Owner managers of unincorporated enterprises	66
Brisbane - South	FJI	Status in employment not stated	5
Brisbane - South	MKD	Employee	62
Brisbane - South	MKD	Owner managers of incorporated enterprises	5
Brisbane - South	MKD	Owner managers of unincorporated enterprises	6
Brisbane - South	DEU	Contributing family workers	3
Brisbane - South	DEU	Employee	498
Brisbane - South	DEU	Owner managers of incorporated enterprises	40
Brisbane - South	DEU	Owner managers of unincorporated enterprises	42
Brisbane - South	DEU	Status in employment not stated	3
Brisbane - South	GRC	Contributing family workers	4
Brisbane - South	GRC	Employee	94
Brisbane - South	GRC	Owner managers of incorporated enterprises	21
Brisbane - South	GRC	Owner managers of unincorporated enterprises	27
Brisbane - South	HKG	Contributing family workers	20
Brisbane - South	HKG	Employee	942
Brisbane - South	HKG	Owner managers of incorporated enterprises	128
Brisbane - South	HKG	Owner managers of unincorporated enterprises	102
Brisbane - South	HKG	Status in employment not stated	3
Brisbane - South	IND	Contributing family workers	64
Brisbane - South	IND	Employee	3792
Brisbane - South	IND	Owner managers of incorporated enterprises	370
Brisbane - South	IND	Owner managers of unincorporated enterprises	263
Brisbane - South	IND	Status in employment not stated	50
Brisbane - South	IDN	Contributing family workers	5
Brisbane - South	IDN	Employee	304
Brisbane - South	IDN	Owner managers of incorporated enterprises	28
Brisbane - South	IDN	Owner managers of unincorporated enterprises	28
Brisbane - South	IDN	Status in employment not stated	3
Brisbane - South	IRN	Contributing family workers	10
Brisbane - South	IRN	Employee	338
Brisbane - South	IRN	Owner managers of incorporated enterprises	27
Brisbane - South	IRN	Owner managers of unincorporated enterprises	47
Brisbane - South	IRN	Status in employment not stated	7
Brisbane - South	IRQ	Contributing family workers	3
Brisbane - South	IRQ	Employee	79
Brisbane - South	IRQ	Owner managers of incorporated enterprises	16
Brisbane - South	IRQ	Owner managers of unincorporated enterprises	17
Brisbane - South	IRL	Contributing family workers	4
Brisbane - South	IRL	Employee	503
Brisbane - South	IRL	Owner managers of incorporated enterprises	54
Brisbane - South	IRL	Owner managers of unincorporated enterprises	36
Brisbane - South	IRL	Status in employment not stated	3
Brisbane - South	ITA	Contributing family workers	13
Brisbane - South	ITA	Employee	214
Brisbane - South	ITA	Owner managers of incorporated enterprises	39
Brisbane - South	ITA	Owner managers of unincorporated enterprises	36
Brisbane - South	ITA	Status in employment not stated	9
Brisbane - South	JPN	Contributing family workers	3
Brisbane - South	JPN	Employee	400
Brisbane - South	JPN	Owner managers of incorporated enterprises	25
Brisbane - South	JPN	Owner managers of unincorporated enterprises	37
Brisbane - South	LBN	Contributing family workers	3
Brisbane - South	LBN	Employee	65
Brisbane - South	LBN	Owner managers of incorporated enterprises	10
Brisbane - South	LBN	Owner managers of unincorporated enterprises	15
Brisbane - South	LBN	Status in employment not stated	3
Brisbane - South	MYS	Contributing family workers	18
Brisbane - South	MYS	Employee	1030
Brisbane - South	MYS	Owner managers of incorporated enterprises	128
Brisbane - South	MYS	Owner managers of unincorporated enterprises	97
Brisbane - South	MYS	Status in employment not stated	3
Brisbane - South	MLT	Employee	35
Brisbane - South	MLT	Owner managers of incorporated enterprises	3
Brisbane - South	MLT	Owner managers of unincorporated enterprises	3
Brisbane - South	NLD	Contributing family workers	3
Brisbane - South	NLD	Employee	245
Brisbane - South	NLD	Owner managers of incorporated enterprises	31
Brisbane - South	NLD	Owner managers of unincorporated enterprises	26
Brisbane - South	NZL	Contributing family workers	66
Brisbane - South	NZL	Employee	9070
Brisbane - South	NZL	Owner managers of incorporated enterprises	413
Brisbane - South	NZL	Owner managers of unincorporated enterprises	383
Brisbane - South	NZL	Status in employment not stated	99
Brisbane - South	PAK	Contributing family workers	6
Brisbane - South	PAK	Employee	264
Brisbane - South	PAK	Owner managers of incorporated enterprises	45
Brisbane - South	PAK	Owner managers of unincorporated enterprises	50
Brisbane - South	PAK	Status in employment not stated	9
Brisbane - South	PHL	Contributing family workers	13
Brisbane - South	PHL	Employee	1910
Brisbane - South	PHL	Owner managers of incorporated enterprises	46
Brisbane - South	PHL	Owner managers of unincorporated enterprises	63
Brisbane - South	PHL	Status in employment not stated	11
Brisbane - South	POL	Contributing family workers	4
Brisbane - South	POL	Employee	225
Brisbane - South	POL	Owner managers of incorporated enterprises	21
Brisbane - South	POL	Owner managers of unincorporated enterprises	14
Brisbane - South	POL	Status in employment not stated	3
Brisbane - South	SGP	Contributing family workers	6
Brisbane - South	SGP	Employee	351
Brisbane - South	SGP	Owner managers of incorporated enterprises	29
Brisbane - South	SGP	Owner managers of unincorporated enterprises	26
Brisbane - South	SGP	Status in employment not stated	3
Brisbane - South	ZAF	Contributing family workers	11
Brisbane - South	ZAF	Employee	1762
Brisbane - South	ZAF	Owner managers of incorporated enterprises	133
Brisbane - South	ZAF	Owner managers of unincorporated enterprises	100
Brisbane - South	ZAF	Status in employment not stated	7
Brisbane - South	KOR	Contributing family workers	60
Brisbane - South	KOR	Employee	1130
Brisbane - South	KOR	Owner managers of incorporated enterprises	192
Brisbane - South	KOR	Owner managers of unincorporated enterprises	245
Brisbane - South	KOR	Status in employment not stated	14
Brisbane - South	LKA	Contributing family workers	8
Brisbane - South	LKA	Employee	619
Brisbane - South	LKA	Owner managers of incorporated enterprises	56
Brisbane - South	LKA	Owner managers of unincorporated enterprises	61
Brisbane - South	LKA	Status in employment not stated	3
Brisbane - South	THA	Contributing family workers	9
Brisbane - South	THA	Employee	371
Brisbane - South	THA	Owner managers of incorporated enterprises	22
Brisbane - South	THA	Owner managers of unincorporated enterprises	30
Brisbane - South	THA	Status in employment not stated	5
Brisbane - South	TUR	Contributing family workers	3
Brisbane - South	TUR	Employee	54
Brisbane - South	TUR	Owner managers of incorporated enterprises	20
Brisbane - South	TUR	Owner managers of unincorporated enterprises	5
Brisbane - South	GBR	Contributing family workers	61
Brisbane - South	GBR	Employee	6352
Brisbane - South	GBR	Owner managers of incorporated enterprises	459
Brisbane - South	GBR	Owner managers of unincorporated enterprises	408
Brisbane - South	GBR	Status in employment not stated	47
Brisbane - South	USA	Contributing family workers	6
Brisbane - South	USA	Employee	531
Brisbane - South	USA	Owner managers of incorporated enterprises	44
Brisbane - South	USA	Owner managers of unincorporated enterprises	30
Brisbane - South	USA	Status in employment not stated	3
Brisbane - South	VNM	Contributing family workers	51
Brisbane - South	VNM	Employee	1306
Brisbane - South	VNM	Owner managers of incorporated enterprises	139
Brisbane - South	VNM	Owner managers of unincorporated enterprises	255
Brisbane - South	VNM	Status in employment not stated	24
Brisbane - South	ZWE	Contributing family workers	4
Brisbane - South	ZWE	Employee	487
Brisbane - South	ZWE	Owner managers of incorporated enterprises	38
Brisbane - South	ZWE	Owner managers of unincorporated enterprises	23
Brisbane - South	ZWE	Status in employment not stated	4
