SA4_NAME16	Occupation	PublicSector	LevelOfGovt	workers
Central Coast	Professionals	0		13398
Central Coast	Professionals	0		214
Central Coast	Professionals	1	Local	426
Central Coast	Professionals	1	National	386
Central Coast	Professionals	1	State territory	6222
Central Coast	Sales workers			64
Central Coast	Sales workers	0		12620
Central Coast	Sales workers	0		195
Central Coast	Sales workers	1	Local	10
Central Coast	Sales workers	1	National	35
Central Coast	Sales workers	1	State territory	39
Central Coast	Technicians and trades workers			98
Central Coast	Technicians and trades workers	0		13017
Central Coast	Technicians and trades workers	0		236
Central Coast	Technicians and trades workers	1	Local	297
Central Coast	Technicians and trades workers	1	National	46
Central Coast	Technicians and trades workers	1	State territory	468
Central West				568
Central West		0		702
Central West		0		192
Central West		1	Local	33
Central West		1	National	34
Central West		1	State territory	71
Central West	Clerical and administrative workers			27
Central West	Clerical and administrative workers	0		7215
Central West	Clerical and administrative workers	0		130
Central West	Clerical and administrative workers	1	Local	473
Central West	Clerical and administrative workers	1	National	617
Central West	Clerical and administrative workers	1	State territory	1512
Central West	Community and personal service workers			53
Central West	Community and personal service workers	0		6853
Central West	Community and personal service workers	0		121
Central West	Community and personal service workers	1	Local	147
Central West	Community and personal service workers	1	National	188
Central West	Community and personal service workers	1	State territory	2096
Central West	Labourers			77
Central West	Labourers	0		8554
Central West	Labourers	0		168
Central West	Labourers	1	Local	332
Central West	Labourers	1	National	32
Central West	Labourers	1	State territory	369
Central West	Machinery operators and drivers			39
Central West	Machinery operators and drivers	0		6503
Central West	Machinery operators and drivers	0		140
Central West	Machinery operators and drivers	1	Local	414
Central West	Machinery operators and drivers	1	National	14
Central West	Machinery operators and drivers	1	State territory	125
Central West	Managers			83
Central West	Managers	0		11692
Central West	Managers	0		260
Central West	Managers	1	Local	270
Central West	Managers	1	National	174
Central West	Managers	1	State territory	686
Central West	Professionals			53
Central West	Professionals	0		8496
Central West	Professionals	0		142
Central West	Professionals	1	Local	361
Central West	Professionals	1	National	664
Central West	Professionals	1	State territory	4430
Central West	Sales workers			27
Central West	Sales workers	0		7441
Central West	Sales workers	0		124
Central West	Sales workers	1	Local	10
Central West	Sales workers	1	National	39
Central West	Sales workers	1	State territory	32
Central West	Technicians and trades workers			80
Central West	Technicians and trades workers	0		10712
Central West	Technicians and trades workers	0		204
Central West	Technicians and trades workers	1	Local	439
Central West	Technicians and trades workers	1	National	83
Central West	Technicians and trades workers	1	State territory	367
Coffs Harbour - Grafton				317
Coffs Harbour - Grafton		0		404
Coffs Harbour - Grafton		0		113
Coffs Harbour - Grafton		1	Local	23
Coffs Harbour - Grafton		1	National	32
Coffs Harbour - Grafton		1	State territory	32
Coffs Harbour - Grafton	Clerical and administrative workers			22
Coffs Harbour - Grafton	Clerical and administrative workers	0		4724
Coffs Harbour - Grafton	Clerical and administrative workers	0		81
Coffs Harbour - Grafton	Clerical and administrative workers	1	Local	255
Coffs Harbour - Grafton	Clerical and administrative workers	1	National	617
Coffs Harbour - Grafton	Clerical and administrative workers	1	State territory	804
Coffs Harbour - Grafton	Community and personal service workers			41
Coffs Harbour - Grafton	Community and personal service workers	0		5271
Coffs Harbour - Grafton	Community and personal service workers	0		70
Coffs Harbour - Grafton	Community and personal service workers	1	Local	68
Coffs Harbour - Grafton	Community and personal service workers	1	National	44
Coffs Harbour - Grafton	Community and personal service workers	1	State territory	1046
Coffs Harbour - Grafton	Labourers			60
Coffs Harbour - Grafton	Labourers	0		5373
Coffs Harbour - Grafton	Labourers	0		94
Coffs Harbour - Grafton	Labourers	1	Local	150
Coffs Harbour - Grafton	Labourers	1	National	12
Coffs Harbour - Grafton	Labourers	1	State territory	202
Coffs Harbour - Grafton	Machinery operators and drivers			17
Coffs Harbour - Grafton	Machinery operators and drivers	0		2579
Coffs Harbour - Grafton	Machinery operators and drivers	0		49
Coffs Harbour - Grafton	Machinery operators and drivers	1	Local	160
Coffs Harbour - Grafton	Machinery operators and drivers	1	National	11
Coffs Harbour - Grafton	Machinery operators and drivers	1	State territory	39
Coffs Harbour - Grafton	Managers			36
Coffs Harbour - Grafton	Managers	0		5413
Coffs Harbour - Grafton	Managers	0		75
Coffs Harbour - Grafton	Managers	1	Local	114
Coffs Harbour - Grafton	Managers	1	National	86
Coffs Harbour - Grafton	Managers	1	State territory	348
Coffs Harbour - Grafton	Professionals			24
Coffs Harbour - Grafton	Professionals	0		5563
Coffs Harbour - Grafton	Professionals	0		88
Coffs Harbour - Grafton	Professionals	1	Local	234
Coffs Harbour - Grafton	Professionals	1	National	228
Coffs Harbour - Grafton	Professionals	1	State territory	2953
Coffs Harbour - Grafton	Sales workers			23
Coffs Harbour - Grafton	Sales workers	0		5330
Coffs Harbour - Grafton	Sales workers	0		85
Coffs Harbour - Grafton	Sales workers	1	Local	6
Coffs Harbour - Grafton	Sales workers	1	National	29
Coffs Harbour - Grafton	Sales workers	1	State territory	34
Coffs Harbour - Grafton	Technicians and trades workers			43
Coffs Harbour - Grafton	Technicians and trades workers	0		5660
Coffs Harbour - Grafton	Technicians and trades workers	0		97
Coffs Harbour - Grafton	Technicians and trades workers	1	Local	238
Coffs Harbour - Grafton	Technicians and trades workers	1	National	33
Coffs Harbour - Grafton	Technicians and trades workers	1	State territory	141
Far West and Orana				361
Far West and Orana		0		378
Far West and Orana		0		141
Far West and Orana		1	Local	25
Far West and Orana		1	National	13
Far West and Orana		1	State territory	45
Far West and Orana	Clerical and administrative workers			25
Far West and Orana	Clerical and administrative workers	0		3655
Far West and Orana	Clerical and administrative workers	0		76
Far West and Orana	Clerical and administrative workers	1	Local	368
Far West and Orana	Clerical and administrative workers	1	National	225
Far West and Orana	Clerical and administrative workers	1	State territory	882
Far West and Orana	Community and personal service workers			35
Far West and Orana	Community and personal service workers	0		3929
Far West and Orana	Community and personal service workers	0		93
Far West and Orana	Community and personal service workers	1	Local	137
Far West and Orana	Community and personal service workers	1	National	36
Far West and Orana	Community and personal service workers	1	State territory	1674
Far West and Orana	Labourers			67
Far West and Orana	Labourers	0		4694
Far West and Orana	Labourers	0		140
Far West and Orana	Labourers	1	Local	204
Far West and Orana	Labourers	1	National	24
Far West and Orana	Labourers	1	State territory	235
Far West and Orana	Machinery operators and drivers			40
Far West and Orana	Machinery operators and drivers	0		3132
Far West and Orana	Machinery operators and drivers	0		69
Far West and Orana	Machinery operators and drivers	1	Local	270
Far West and Orana	Machinery operators and drivers	1	National	5
Far West and Orana	Machinery operators and drivers	1	State territory	71
Far West and Orana	Managers			52
Far West and Orana	Managers	0		7234
Far West and Orana	Managers	0		250
Far West and Orana	Managers	1	Local	211
Far West and Orana	Managers	1	National	41
Far West and Orana	Managers	1	State territory	454
Far West and Orana	Professionals			25
Far West and Orana	Professionals	0		4249
Far West and Orana	Professionals	0		81
Far West and Orana	Professionals	1	Local	199
Far West and Orana	Professionals	1	National	150
Far West and Orana	Professionals	1	State territory	2796
Far West and Orana	Sales workers			25
Far West and Orana	Sales workers	0		3953
Far West and Orana	Sales workers	0		82
Far West and Orana	Sales workers	1	Local	12
Far West and Orana	Sales workers	1	National	21
Far West and Orana	Sales workers	1	State territory	27
Far West and Orana	Technicians and trades workers			53
Far West and Orana	Technicians and trades workers	0		5300
Far West and Orana	Technicians and trades workers	0		136
Far West and Orana	Technicians and trades workers	1	Local	330
Far West and Orana	Technicians and trades workers	1	National	19
Far West and Orana	Technicians and trades workers	1	State territory	207
Hunter Valley exc Newcastle				531
Hunter Valley exc Newcastle		0		918
Hunter Valley exc Newcastle		0		178
Hunter Valley exc Newcastle		1	Local	26
Hunter Valley exc Newcastle		1	National	83
Hunter Valley exc Newcastle		1	State territory	54
Hunter Valley exc Newcastle	Clerical and administrative workers			29
Hunter Valley exc Newcastle	Clerical and administrative workers	0		8767
Hunter Valley exc Newcastle	Clerical and administrative workers	0		145
Hunter Valley exc Newcastle	Clerical and administrative workers	1	Local	447
Hunter Valley exc Newcastle	Clerical and administrative workers	1	National	706
Hunter Valley exc Newcastle	Clerical and administrative workers	1	State territory	1120
Hunter Valley exc Newcastle	Community and personal service workers			68
Hunter Valley exc Newcastle	Community and personal service workers	0		8421
Hunter Valley exc Newcastle	Community and personal service workers	0		145
Hunter Valley exc Newcastle	Community and personal service workers	1	Local	91
Hunter Valley exc Newcastle	Community and personal service workers	1	National	890
Hunter Valley exc Newcastle	Community and personal service workers	1	State territory	1898
Hunter Valley exc Newcastle	Labourers			102
Hunter Valley exc Newcastle	Labourers	0		10235
Hunter Valley exc Newcastle	Labourers	0		206
Hunter Valley exc Newcastle	Labourers	1	Local	235
Hunter Valley exc Newcastle	Labourers	1	National	32
Hunter Valley exc Newcastle	Labourers	1	State territory	283
Hunter Valley exc Newcastle	Machinery operators and drivers			52
Hunter Valley exc Newcastle	Machinery operators and drivers	0		11178
Hunter Valley exc Newcastle	Machinery operators and drivers	0		186
Hunter Valley exc Newcastle	Machinery operators and drivers	1	Local	234
Hunter Valley exc Newcastle	Machinery operators and drivers	1	National	80
Hunter Valley exc Newcastle	Machinery operators and drivers	1	State territory	77
Hunter Valley exc Newcastle	Managers			41
Hunter Valley exc Newcastle	Managers	0		9891
Hunter Valley exc Newcastle	Managers	0		179
Hunter Valley exc Newcastle	Managers	1	Local	209
Hunter Valley exc Newcastle	Managers	1	National	615
Hunter Valley exc Newcastle	Managers	1	State territory	449
Hunter Valley exc Newcastle	Professionals			61
Hunter Valley exc Newcastle	Professionals	0		9749
Hunter Valley exc Newcastle	Professionals	0		168
Hunter Valley exc Newcastle	Professionals	1	Local	382
Hunter Valley exc Newcastle	Professionals	1	National	651
Hunter Valley exc Newcastle	Professionals	1	State territory	3926
Hunter Valley exc Newcastle	Sales workers			42
Hunter Valley exc Newcastle	Sales workers	0		9644
Hunter Valley exc Newcastle	Sales workers	0		162
Hunter Valley exc Newcastle	Sales workers	1	Local	6
Hunter Valley exc Newcastle	Sales workers	1	National	39
Hunter Valley exc Newcastle	Sales workers	1	State territory	27
Hunter Valley exc Newcastle	Technicians and trades workers			99
Hunter Valley exc Newcastle	Technicians and trades workers	0		16261
Hunter Valley exc Newcastle	Technicians and trades workers	0		286
Hunter Valley exc Newcastle	Technicians and trades workers	1	Local	242
Hunter Valley exc Newcastle	Technicians and trades workers	1	National	829
Hunter Valley exc Newcastle	Technicians and trades workers	1	State territory	376
Illawarra				581
Illawarra		0		811
Illawarra		0		212
Illawarra		1	Local	18
Illawarra		1	National	84
Illawarra		1	State territory	88
Illawarra	Clerical and administrative workers			47
Illawarra	Clerical and administrative workers	0		10339
Illawarra	Clerical and administrative workers	0		152
Illawarra	Clerical and administrative workers	1	Local	431
Illawarra	Clerical and administrative workers	1	National	1836
Illawarra	Clerical and administrative workers	1	State territory	1902
Illawarra	Community and personal service workers			71
Illawarra	Community and personal service workers	0		10683
Illawarra	Community and personal service workers	0		187
Illawarra	Community and personal service workers	1	Local	161
Illawarra	Community and personal service workers	1	National	135
Illawarra	Community and personal service workers	1	State territory	2127
Illawarra	Labourers			82
Illawarra	Labourers	0		8418
Illawarra	Labourers	0		163
Illawarra	Labourers	1	Local	179
Illawarra	Labourers	1	National	43
Illawarra	Labourers	1	State territory	476
Illawarra	Machinery operators and drivers			49
Illawarra	Machinery operators and drivers	0		6068
Illawarra	Machinery operators and drivers	0		98
Illawarra	Machinery operators and drivers	1	Local	137
Illawarra	Machinery operators and drivers	1	National	45
Illawarra	Machinery operators and drivers	1	State territory	204
Illawarra	Managers			34
Illawarra	Managers	0		8763
Illawarra	Managers	0		128
Illawarra	Managers	1	Local	205
Illawarra	Managers	1	National	445
Illawarra	Managers	1	State territory	831
Illawarra	Professionals			62
Illawarra	Professionals	0		13152
Illawarra	Professionals	0		199
Illawarra	Professionals	1	Local	375
Illawarra	Professionals	1	National	2226
Illawarra	Professionals	1	State territory	6231
Illawarra	Sales workers			42
Illawarra	Sales workers	0		10396
Illawarra	Sales workers	0		157
Illawarra	Sales workers	1	Local	9
Illawarra	Sales workers	1	National	67
Illawarra	Sales workers	1	State territory	78
Illawarra	Technicians and trades workers			126
Illawarra	Technicians and trades workers	0		13080
Illawarra	Technicians and trades workers	0		197
Illawarra	Technicians and trades workers	1	Local	327
Illawarra	Technicians and trades workers	1	National	194
Illawarra	Technicians and trades workers	1	State territory	350
Mid North Coast				513
Mid North Coast		0		568
Mid North Coast		0		167
Mid North Coast		1	Local	26
Mid North Coast		1	National	23
Mid North Coast		1	State territory	30
Mid North Coast	Clerical and administrative workers			38
Mid North Coast	Clerical and administrative workers	0		6485
Mid North Coast	Clerical and administrative workers	0		109
Mid North Coast	Clerical and administrative workers	1	Local	503
Mid North Coast	Clerical and administrative workers	1	National	582
Mid North Coast	Clerical and administrative workers	1	State territory	831
Mid North Coast	Community and personal service workers			64
Mid North Coast	Community and personal service workers	0		7562
Mid North Coast	Community and personal service workers	0		151
Mid North Coast	Community and personal service workers	1	Local	34
Mid North Coast	Community and personal service workers	1	National	44
Mid North Coast	Community and personal service workers	1	State territory	1484
Mid North Coast	Labourers			84
Mid North Coast	Labourers	0		7565
Mid North Coast	Labourers	0		169
Mid North Coast	Labourers	1	Local	232
Mid North Coast	Labourers	1	National	13
Mid North Coast	Labourers	1	State territory	237
Mid North Coast	Machinery operators and drivers			37
Mid North Coast	Machinery operators and drivers	0		3614
Mid North Coast	Machinery operators and drivers	0		76
Mid North Coast	Machinery operators and drivers	1	Local	223
Mid North Coast	Machinery operators and drivers	1	National	4
Mid North Coast	Machinery operators and drivers	1	State territory	60
Mid North Coast	Managers			34
Mid North Coast	Managers	0		7516
Mid North Coast	Managers	0		150
Mid North Coast	Managers	1	Local	290
Mid North Coast	Managers	1	National	63
Mid North Coast	Managers	1	State territory	394
Mid North Coast	Professionals			28
Mid North Coast	Professionals	0		8216
Mid North Coast	Professionals	0		128
Mid North Coast	Professionals	1	Local	500
Mid North Coast	Professionals	1	National	218
Mid North Coast	Professionals	1	State territory	3446
Mid North Coast	Sales workers			46
Mid North Coast	Sales workers	0		7712
Mid North Coast	Sales workers	0		162
Mid North Coast	Sales workers	1	Local	10
Mid North Coast	Sales workers	1	National	41
Mid North Coast	Sales workers	1	State territory	27
Mid North Coast	Technicians and trades workers			73
Mid North Coast	Technicians and trades workers	0		8282
Mid North Coast	Technicians and trades workers	0		160
Mid North Coast	Technicians and trades workers	1	Local	446
Mid North Coast	Technicians and trades workers	1	National	28
Mid North Coast	Technicians and trades workers	1	State territory	137
Murray				315
Murray		0		402
Murray		0		123
Murray		1	Local	19
Murray		1	National	47
Murray		1	State territory	32
Murray	Clerical and administrative workers			22
Murray	Clerical and administrative workers	0		4487
Murray	Clerical and administrative workers	0		84
Murray	Clerical and administrative workers	1	Local	272
Murray	Clerical and administrative workers	1	National	838
Murray	Clerical and administrative workers	1	State territory	481
Murray	Community and personal service workers			23
Murray	Community and personal service workers	0		4638
Murray	Community and personal service workers	0		98
Murray	Community and personal service workers	1	Local	62
Murray	Community and personal service workers	1	National	69
Murray	Community and personal service workers	1	State territory	868
Murray	Labourers			74
Murray	Labourers	0		5666
Murray	Labourers	0		129
Murray	Labourers	1	Local	132
Murray	Labourers	1	National	15
Murray	Labourers	1	State territory	203
Murray	Machinery operators and drivers			25
Murray	Machinery operators and drivers	0		3174
Murray	Machinery operators and drivers	0		67
Murray	Machinery operators and drivers	1	Local	218
Murray	Machinery operators and drivers	1	National	14
Murray	Machinery operators and drivers	1	State territory	51
Murray	Managers			35
Murray	Managers	0		7639
Murray	Managers	0		170
Murray	Managers	1	Local	158
Murray	Managers	1	National	112
Murray	Managers	1	State territory	279
Murray	Professionals			31
Murray	Professionals	0		4941
Murray	Professionals	0		94
Murray	Professionals	1	Local	171
Murray	Professionals	1	National	441
Murray	Professionals	1	State territory	2048
Murray	Sales workers			27
Murray	Sales workers	0		4657
Murray	Sales workers	0		99
Murray	Sales workers	1	Local	3
Murray	Sales workers	1	National	29
Murray	Sales workers	1	State territory	15
Murray	Technicians and trades workers			47
Murray	Technicians and trades workers	0		5953
Murray	Technicians and trades workers	0		124
Murray	Technicians and trades workers	1	Local	263
Murray	Technicians and trades workers	1	National	43
Murray	Technicians and trades workers	1	State territory	127
New England and North West				512
New England and North West		0		651
New England and North West		0		209
New England and North West		1	Local	42
New England and North West		1	National	27
New England and North West		1	State territory	44
New England and North West	Clerical and administrative workers			27
New England and North West	Clerical and administrative workers	0		6399
New England and North West	Clerical and administrative workers	0		127
New England and North West	Clerical and administrative workers	1	Local	414
New England and North West	Clerical and administrative workers	1	National	642
New England and North West	Clerical and administrative workers	1	State territory	947
New England and North West	Community and personal service workers			47
New England and North West	Community and personal service workers	0		5830
New England and North West	Community and personal service workers	0		120
New England and North West	Community and personal service workers	1	Local	108
New England and North West	Community and personal service workers	1	National	85
New England and North West	Community and personal service workers	1	State territory	1693
New England and North West	Labourers			110
New England and North West	Labourers	0		9036
New England and North West	Labourers	0		222
New England and North West	Labourers	1	Local	277
New England and North West	Labourers	1	National	33
New England and North West	Labourers	1	State territory	361
New England and North West	Machinery operators and drivers			42
New England and North West	Machinery operators and drivers	0		4912
New England and North West	Machinery operators and drivers	0		112
New England and North West	Machinery operators and drivers	1	Local	441
New England and North West	Machinery operators and drivers	1	National	9
New England and North West	Machinery operators and drivers	1	State territory	78
New England and North West	Managers			93
New England and North West	Managers	0		11738
New England and North West	Managers	0		304
New England and North West	Managers	1	Local	244
New England and North West	Managers	1	National	237
New England and North West	Managers	1	State territory	455
New England and North West	Professionals			29
New England and North West	Professionals	0		7242
New England and North West	Professionals	0		134
New England and North West	Professionals	1	Local	308
New England and North West	Professionals	1	National	1123
New England and North West	Professionals	1	State territory	3696
New England and North West	Sales workers			51
New England and North West	Sales workers	0		6624
New England and North West	Sales workers	0		120
New England and North West	Sales workers	1	Local	21
New England and North West	Sales workers	1	National	36
New England and North West	Sales workers	1	State territory	17
New England and North West	Technicians and trades workers			96
New England and North West	Technicians and trades workers	0		8086
New England and North West	Technicians and trades workers	0		173
New England and North West	Technicians and trades workers	1	Local	375
New England and North West	Technicians and trades workers	1	National	160
New England and North West	Technicians and trades workers	1	State territory	284
Newcastle and Lake Macquarie				774
Newcastle and Lake Macquarie		0		1170
Newcastle and Lake Macquarie		0		302
Newcastle and Lake Macquarie		1	Local	33
Newcastle and Lake Macquarie		1	National	100
Newcastle and Lake Macquarie		1	State territory	117
Newcastle and Lake Macquarie	Clerical and administrative workers			80
Newcastle and Lake Macquarie	Clerical and administrative workers	0		17813
Newcastle and Lake Macquarie	Clerical and administrative workers	0		281
Newcastle and Lake Macquarie	Clerical and administrative workers	1	Local	486
Newcastle and Lake Macquarie	Clerical and administrative workers	1	National	2272
Newcastle and Lake Macquarie	Clerical and administrative workers	1	State territory	3069
Newcastle and Lake Macquarie	Community and personal service workers			106
Newcastle and Lake Macquarie	Community and personal service workers	0		15687
Newcastle and Lake Macquarie	Community and personal service workers	0		239
Newcastle and Lake Macquarie	Community and personal service workers	1	Local	71
Newcastle and Lake Macquarie	Community and personal service workers	1	National	220
Newcastle and Lake Macquarie	Community and personal service workers	1	State territory	2643
Newcastle and Lake Macquarie	Labourers			143
Newcastle and Lake Macquarie	Labourers	0		13267
Newcastle and Lake Macquarie	Labourers	0		229
Newcastle and Lake Macquarie	Labourers	1	Local	279
Newcastle and Lake Macquarie	Labourers	1	National	39
Newcastle and Lake Macquarie	Labourers	1	State territory	701
Newcastle and Lake Macquarie	Machinery operators and drivers			69
Newcastle and Lake Macquarie	Machinery operators and drivers	0		8612
Newcastle and Lake Macquarie	Machinery operators and drivers	0		123
Newcastle and Lake Macquarie	Machinery operators and drivers	1	Local	169
Newcastle and Lake Macquarie	Machinery operators and drivers	1	National	134
Newcastle and Lake Macquarie	Machinery operators and drivers	1	State territory	457
Newcastle and Lake Macquarie	Managers			53
Newcastle and Lake Macquarie	Managers	0		13194
Newcastle and Lake Macquarie	Managers	0		164
Newcastle and Lake Macquarie	Managers	1	Local	162
Newcastle and Lake Macquarie	Managers	1	National	601
Newcastle and Lake Macquarie	Managers	1	State territory	1206
Newcastle and Lake Macquarie	Professionals			91
Newcastle and Lake Macquarie	Professionals	0		22832
Newcastle and Lake Macquarie	Professionals	0		301
Newcastle and Lake Macquarie	Professionals	1	Local	441
Newcastle and Lake Macquarie	Professionals	1	National	2814
Newcastle and Lake Macquarie	Professionals	1	State territory	9244
Newcastle and Lake Macquarie	Sales workers			61
Newcastle and Lake Macquarie	Sales workers	0		15431
Newcastle and Lake Macquarie	Sales workers	0		215
Newcastle and Lake Macquarie	Sales workers	1	Local	12
Newcastle and Lake Macquarie	Sales workers	1	National	80
Newcastle and Lake Macquarie	Sales workers	1	State territory	142
Newcastle and Lake Macquarie	Technicians and trades workers			128
Newcastle and Lake Macquarie	Technicians and trades workers	0		19055
Newcastle and Lake Macquarie	Technicians and trades workers	0		293
Newcastle and Lake Macquarie	Technicians and trades workers	1	Local	320
Newcastle and Lake Macquarie	Technicians and trades workers	1	National	261
Newcastle and Lake Macquarie	Technicians and trades workers	1	State territory	980
Richmond - Tweed				624
Richmond - Tweed		0		676
Richmond - Tweed		0		199
Richmond - Tweed		1	Local	35
Richmond - Tweed		1	National	23
Richmond - Tweed		1	State territory	50
Richmond - Tweed	Clerical and administrative workers			48
Richmond - Tweed	Clerical and administrative workers	0		8102
Richmond - Tweed	Clerical and administrative workers	0		142
Richmond - Tweed	Clerical and administrative workers	1	Local	449
Richmond - Tweed	Clerical and administrative workers	1	National	867
Richmond - Tweed	Clerical and administrative workers	1	State territory	1076
Richmond - Tweed	Community and personal service workers			84
Richmond - Tweed	Community and personal service workers	0		9265
Richmond - Tweed	Community and personal service workers	0		177
Richmond - Tweed	Community and personal service workers	1	Local	67
Richmond - Tweed	Community and personal service workers	1	National	73
Richmond - Tweed	Community and personal service workers	1	State territory	1550
Richmond - Tweed	Labourers			105
Richmond - Tweed	Labourers	0		9240
Richmond - Tweed	Labourers	0		175
Richmond - Tweed	Labourers	1	Local	335
Richmond - Tweed	Labourers	1	National	13
Richmond - Tweed	Labourers	1	State territory	351
Richmond - Tweed	Machinery operators and drivers			19
Richmond - Tweed	Machinery operators and drivers	0		4003
Richmond - Tweed	Machinery operators and drivers	0		72
Richmond - Tweed	Machinery operators and drivers	1	Local	295
Richmond - Tweed	Machinery operators and drivers	1	National	11
Richmond - Tweed	Machinery operators and drivers	1	State territory	72
Richmond - Tweed	Managers			64
Richmond - Tweed	Managers	0		10152
Richmond - Tweed	Managers	0		178
Richmond - Tweed	Managers	1	Local	182
Richmond - Tweed	Managers	1	National	180
Richmond - Tweed	Managers	1	State territory	519
Richmond - Tweed	Professionals			78
Richmond - Tweed	Professionals	0		11191
Richmond - Tweed	Professionals	0		183
Richmond - Tweed	Professionals	1	Local	399
Richmond - Tweed	Professionals	1	National	627
Richmond - Tweed	Professionals	1	State territory	4655
Richmond - Tweed	Sales workers			50
Richmond - Tweed	Sales workers	0		9358
Richmond - Tweed	Sales workers	0		144
Richmond - Tweed	Sales workers	1	Local	3
Richmond - Tweed	Sales workers	1	National	55
Richmond - Tweed	Sales workers	1	State territory	31
Richmond - Tweed	Technicians and trades workers			102
Richmond - Tweed	Technicians and trades workers	0		9942
Richmond - Tweed	Technicians and trades workers	0		162
Richmond - Tweed	Technicians and trades workers	1	Local	430
Richmond - Tweed	Technicians and trades workers	1	National	88
Richmond - Tweed	Technicians and trades workers	1	State territory	219
Riverina				400
Riverina		0		537
Riverina		0		141
Riverina		1	Local	14
Riverina		1	National	56
Riverina		1	State territory	43
Riverina	Clerical and administrative workers			31
Riverina	Clerical and administrative workers	0		5924
Riverina	Clerical and administrative workers	0		125
Riverina	Clerical and administrative workers	1	Local	402
Riverina	Clerical and administrative workers	1	National	661
Riverina	Clerical and administrative workers	1	State territory	805
Riverina	Community and personal service workers			48
Riverina	Community and personal service workers	0		5416
Riverina	Community and personal service workers	0		104
Riverina	Community and personal service workers	1	Local	104
Riverina	Community and personal service workers	1	National	950
Riverina	Community and personal service workers	1	State territory	1349
Riverina	Labourers			116
Riverina	Labourers	0		8606
Riverina	Labourers	0		207
Riverina	Labourers	1	Local	200
Riverina	Labourers	1	National	48
Riverina	Labourers	1	State territory	302
Riverina	Machinery operators and drivers			26
Riverina	Machinery operators and drivers	0		4336
Riverina	Machinery operators and drivers	0		115
Riverina	Machinery operators and drivers	1	Local	287
Riverina	Machinery operators and drivers	1	National	48
Riverina	Machinery operators and drivers	1	State territory	86
Riverina	Managers			59
Riverina	Managers	0		9826
