SA4_NAME16	IncomeTotPersonal.max	workers
Sydney - Northern Beaches	Inf	4846
Sydney - Outer South West		1338
Sydney - Outer South West	0	564
Sydney - Outer South West	7875	3370
Sydney - Outer South West	15750	3469
Sydney - Outer South West	21000	3810
Sydney - Outer South West	26250	4335
Sydney - Outer South West	34125	6943
Sydney - Outer South West	42000	9359
Sydney - Outer South West	52500	10871
Sydney - Outer South West	65625	10786
Sydney - Outer South West	78750	7100
Sydney - Outer South West	91875	5678
Sydney - Outer South West	105000	4089
Sydney - Outer South West	157500	4909
Sydney - Outer South West	Inf	2035
Sydney - Outer West and Blue Mountains		1716
Sydney - Outer West and Blue Mountains	0	736
Sydney - Outer West and Blue Mountains	7875	4328
Sydney - Outer West and Blue Mountains	15750	4587
Sydney - Outer West and Blue Mountains	21000	4922
Sydney - Outer West and Blue Mountains	26250	6003
Sydney - Outer West and Blue Mountains	34125	9441
Sydney - Outer West and Blue Mountains	42000	11631
Sydney - Outer West and Blue Mountains	52500	13860
Sydney - Outer West and Blue Mountains	65625	13729
Sydney - Outer West and Blue Mountains	78750	9426
Sydney - Outer West and Blue Mountains	91875	7689
Sydney - Outer West and Blue Mountains	105000	5478
Sydney - Outer West and Blue Mountains	157500	6226
Sydney - Outer West and Blue Mountains	Inf	2488
Sydney - Parramatta		3179
Sydney - Parramatta	0	1313
Sydney - Parramatta	7875	4355
Sydney - Parramatta	15750	6459
Sydney - Parramatta	21000	7730
Sydney - Parramatta	26250	9209
Sydney - Parramatta	34125	15113
Sydney - Parramatta	42000	22467
Sydney - Parramatta	52500	29583
Sydney - Parramatta	65625	33074
Sydney - Parramatta	78750	23307
Sydney - Parramatta	91875	19170
Sydney - Parramatta	105000	13988
Sydney - Parramatta	157500	20111
Sydney - Parramatta	Inf	9305
Sydney - Ryde		1292
Sydney - Ryde	0	534
Sydney - Ryde	7875	2787
Sydney - Ryde	15750	3496
Sydney - Ryde	21000	3367
Sydney - Ryde	26250	3922
Sydney - Ryde	34125	5633
Sydney - Ryde	42000	7102
Sydney - Ryde	52500	9176
Sydney - Ryde	65625	11588
Sydney - Ryde	78750	9389
Sydney - Ryde	91875	8932
Sydney - Ryde	105000	7472
Sydney - Ryde	157500	14665
Sydney - Ryde	Inf	10228
Sydney - South West		2069
Sydney - South West	0	1016
Sydney - South West	7875	3577
Sydney - South West	15750	5473
Sydney - South West	21000	5972
Sydney - South West	26250	6780
Sydney - South West	34125	10830
Sydney - South West	42000	14651
Sydney - South West	52500	17853
Sydney - South West	65625	17700
Sydney - South West	78750	12067
Sydney - South West	91875	9407
Sydney - South West	105000	6541
Sydney - South West	157500	7383
Sydney - South West	Inf	3173
Sydney - Sutherland		1063
Sydney - Sutherland	0	458
Sydney - Sutherland	7875	3828
Sydney - Sutherland	15750	3550
Sydney - Sutherland	21000	3528
Sydney - Sutherland	26250	4048
Sydney - Sutherland	34125	5982
Sydney - Sutherland	42000	7161
Sydney - Sutherland	52500	8076
Sydney - Sutherland	65625	8265
Sydney - Sutherland	78750	5576
Sydney - Sutherland	91875	4866
Sydney - Sutherland	105000	3352
Sydney - Sutherland	157500	4347
Sydney - Sutherland	Inf	2296
Migratory - Offshore - Shipping (NSW)	15750	3
Migratory - Offshore - Shipping (NSW)	21000	3
Migratory - Offshore - Shipping (NSW)	26250	3
Migratory - Offshore - Shipping (NSW)	34125	3
Migratory - Offshore - Shipping (NSW)	42000	12
Migratory - Offshore - Shipping (NSW)	52500	10
Migratory - Offshore - Shipping (NSW)	65625	14
Migratory - Offshore - Shipping (NSW)	78750	4
Migratory - Offshore - Shipping (NSW)	91875	9
Migratory - Offshore - Shipping (NSW)	105000	4
Migratory - Offshore - Shipping (NSW)	157500	11
Migratory - Offshore - Shipping (NSW)	Inf	16
No usual address (NSW)		2919
No usual address (NSW)	0	1318
No usual address (NSW)	7875	3845
No usual address (NSW)	15750	6585
No usual address (NSW)	21000	8519
No usual address (NSW)	26250	10804
No usual address (NSW)	34125	15471
No usual address (NSW)	42000	16390
No usual address (NSW)	52500	19084
No usual address (NSW)	65625	19957
No usual address (NSW)	78750	13081
No usual address (NSW)	91875	10074
No usual address (NSW)	105000	5734
No usual address (NSW)	157500	6656
No usual address (NSW)	Inf	2935
Ballarat		982
Ballarat	0	584
Ballarat	7875	2732
Ballarat	15750	3069
Ballarat	21000	3280
Ballarat	26250	4037
Ballarat	34125	6140
Ballarat	42000	7511
Ballarat	52500	8309
Ballarat	65625	7806
Ballarat	78750	4980
Ballarat	91875	3880
Ballarat	105000	2499
Ballarat	157500	2739
Ballarat	Inf	1320
Bendigo		1039
Bendigo	0	516
Bendigo	7875	2757
Bendigo	15750	2756
Bendigo	21000	3136
Bendigo	26250	3828
Bendigo	34125	6213
Bendigo	42000	7943
Bendigo	52500	8564
Bendigo	65625	7700
Bendigo	78750	5287
Bendigo	91875	4022
Bendigo	105000	2454
Bendigo	157500	2892
Bendigo	Inf	1301
Geelong		1811
Geelong	0	818
Geelong	7875	5233
Geelong	15750	5290
Geelong	21000	5727
Geelong	26250	6710
Geelong	34125	10264
Geelong	42000	12133
Geelong	52500	13840
Geelong	65625	13955
Geelong	78750	9563
Geelong	91875	7798
Geelong	105000	5111
Geelong	157500	6131
Geelong	Inf	3076
Hume		1323
Hume	0	727
Hume	7875	2859
Hume	15750	2976
Hume	21000	3563
Hume	26250	4482
Hume	34125	7123
Hume	42000	8758
Hume	52500	9849
Hume	65625	9215
Hume	78750	6160
Hume	91875	4527
Hume	105000	2884
Hume	157500	2839
Hume	Inf	1241
Latrobe - Gippsland		2062
Latrobe - Gippsland	0	1148
Latrobe - Gippsland	7875	4625
Latrobe - Gippsland	15750	4933
Latrobe - Gippsland	21000	5738
Latrobe - Gippsland	26250	7065
Latrobe - Gippsland	34125	10665
Latrobe - Gippsland	42000	12122
Latrobe - Gippsland	52500	12829
Latrobe - Gippsland	65625	12100
Latrobe - Gippsland	78750	7917
Latrobe - Gippsland	91875	6236
Latrobe - Gippsland	105000	4324
Latrobe - Gippsland	157500	5526
Latrobe - Gippsland	Inf	2909
Melbourne - Inner		9767
Melbourne - Inner	0	3665
Melbourne - Inner	7875	12353
Melbourne - Inner	15750	19065
Melbourne - Inner	21000	21583
Melbourne - Inner	26250	24955
Melbourne - Inner	34125	37196
Melbourne - Inner	42000	49466
Melbourne - Inner	52500	71189
Melbourne - Inner	65625	88730
Melbourne - Inner	78750	72619
Melbourne - Inner	91875	67264
Melbourne - Inner	105000	49205
Melbourne - Inner	157500	91666
Melbourne - Inner	Inf	67721
Melbourne - Inner East		2292
Melbourne - Inner East	0	1141
Melbourne - Inner East	7875	6543
Melbourne - Inner East	15750	7155
Melbourne - Inner East	21000	6956
Melbourne - Inner East	26250	7497
Melbourne - Inner East	34125	10902
Melbourne - Inner East	42000	12912
Melbourne - Inner East	52500	15987
Melbourne - Inner East	65625	17605
Melbourne - Inner East	78750	13019
Melbourne - Inner East	91875	11665
Melbourne - Inner East	105000	8238
Melbourne - Inner East	157500	12426
Melbourne - Inner East	Inf	7987
Melbourne - Inner South		2695
Melbourne - Inner South	0	1305
Melbourne - Inner South	7875	7351
Melbourne - Inner South	15750	7903
Melbourne - Inner South	21000	7616
Melbourne - Inner South	26250	8698
Melbourne - Inner South	34125	12741
Melbourne - Inner South	42000	16457
Melbourne - Inner South	52500	19518
Melbourne - Inner South	65625	20097
Melbourne - Inner South	78750	13542
Melbourne - Inner South	91875	11173
Melbourne - Inner South	105000	7321
Melbourne - Inner South	157500	9764
Melbourne - Inner South	Inf	6389
Melbourne - North East		2623
Melbourne - North East	0	1163
Melbourne - North East	7875	7264
Melbourne - North East	15750	7575
Melbourne - North East	21000	7516
Melbourne - North East	26250	8572
Melbourne - North East	34125	12987
Melbourne - North East	42000	16395
Melbourne - North East	52500	19097
Melbourne - North East	65625	18990
Melbourne - North East	78750	12951
Melbourne - North East	91875	10278
Melbourne - North East	105000	6678
Melbourne - North East	157500	7235
Melbourne - North East	Inf	3871
Melbourne - North West		2620
Melbourne - North West	0	1037
Melbourne - North West	7875	4776
Melbourne - North West	15750	5486
Melbourne - North West	21000	5923
Melbourne - North West	26250	7078
Melbourne - North West	34125	11772
Melbourne - North West	42000	16210
Melbourne - North West	52500	20155
Melbourne - North West	65625	20364
Melbourne - North West	78750	13554
Melbourne - North West	91875	10189
Melbourne - North West	105000	6844
Melbourne - North West	157500	8274
Melbourne - North West	Inf	4138
Melbourne - Outer East		3204
Melbourne - Outer East	0	1424
Melbourne - Outer East	7875	9265
Melbourne - Outer East	15750	9537
Melbourne - Outer East	21000	9237
Melbourne - Outer East	26250	10415
Melbourne - Outer East	34125	15652
Melbourne - Outer East	42000	19801
Melbourne - Outer East	52500	23442
Melbourne - Outer East	65625	23022
Melbourne - Outer East	78750	15075
Melbourne - Outer East	91875	11737
Melbourne - Outer East	105000	7508
Melbourne - Outer East	157500	9199
Melbourne - Outer East	Inf	4643
Melbourne - South East		5290
Melbourne - South East	0	2273
Melbourne - South East	7875	10817
Melbourne - South East	15750	12461
Melbourne - South East	21000	12700
Melbourne - South East	26250	14924
Melbourne - South East	34125	24354
Melbourne - South East	42000	33838
Melbourne - South East	52500	41913
Melbourne - South East	65625	43276
Melbourne - South East	78750	29072
Melbourne - South East	91875	22972
Melbourne - South East	105000	15215
Melbourne - South East	157500	19923
Melbourne - South East	Inf	10135
Melbourne - West		3966
Melbourne - West	0	1831
Melbourne - West	7875	8972
Melbourne - West	15750	10221
Melbourne - West	21000	10564
Melbourne - West	26250	11962
Melbourne - West	34125	18779
Melbourne - West	42000	25498
Melbourne - West	52500	30948
Melbourne - West	65625	31542
Melbourne - West	78750	20998
Melbourne - West	91875	15696
Melbourne - West	105000	10185
Melbourne - West	157500	11887
Melbourne - West	Inf	5420
Mornington Peninsula		1892
Mornington Peninsula	0	766
Mornington Peninsula	7875	4957
Mornington Peninsula	15750	4685
Mornington Peninsula	21000	4975
Mornington Peninsula	26250	6002
Mornington Peninsula	34125	9589
Mornington Peninsula	42000	11348
Mornington Peninsula	52500	12424
Mornington Peninsula	65625	11657
Mornington Peninsula	78750	7820
Mornington Peninsula	91875	5976
Mornington Peninsula	105000	3909
Mornington Peninsula	157500	4065
Mornington Peninsula	Inf	2330
North West		1268
North West	0	981
North West	7875	2736
North West	15750	2829
North West	21000	3225
North West	26250	4229
North West	34125	6780
North West	42000	8461
North West	52500	9125
North West	65625	7979
North West	78750	4776
North West	91875	3594
North West	105000	2136
North West	157500	2159
North West	Inf	1121
Shepparton		1180
Shepparton	0	696
Shepparton	7875	2388
Shepparton	15750	2100
Shepparton	21000	2788
Shepparton	26250	3522
Shepparton	34125	5646
Shepparton	42000	7004
Shepparton	52500	7796
Shepparton	65625	7456
Shepparton	78750	4484
Shepparton	91875	3361
Shepparton	105000	2122
Shepparton	157500	2180
Shepparton	Inf	1097
Warrnambool and South West		1095
Warrnambool and South West	0	721
Warrnambool and South West	7875	2594
Warrnambool and South West	15750	2509
Warrnambool and South West	21000	2982
Warrnambool and South West	26250	3667
Warrnambool and South West	34125	5605
Warrnambool and South West	42000	6522
Warrnambool and South West	52500	7476
Warrnambool and South West	65625	6990
Warrnambool and South West	78750	4216
Warrnambool and South West	91875	3228
Warrnambool and South West	105000	2155
Warrnambool and South West	157500	2315
Warrnambool and South West	Inf	1266
Migratory - Offshore - Shipping (Vic.)		5
Migratory - Offshore - Shipping (Vic.)	15750	3
Migratory - Offshore - Shipping (Vic.)	26250	3
Migratory - Offshore - Shipping (Vic.)	34125	3
Migratory - Offshore - Shipping (Vic.)	42000	7
Migratory - Offshore - Shipping (Vic.)	52500	5
Migratory - Offshore - Shipping (Vic.)	65625	9
Migratory - Offshore - Shipping (Vic.)	78750	7
Migratory - Offshore - Shipping (Vic.)	91875	8
Migratory - Offshore - Shipping (Vic.)	105000	11
Migratory - Offshore - Shipping (Vic.)	157500	29
Migratory - Offshore - Shipping (Vic.)	Inf	60
No usual address (Vic.)		2922
No usual address (Vic.)	0	1125
No usual address (Vic.)	7875	3527
No usual address (Vic.)	15750	5922
No usual address (Vic.)	21000	6827
No usual address (Vic.)	26250	9016
No usual address (Vic.)	34125	12484
No usual address (Vic.)	42000	13208
No usual address (Vic.)	52500	15503
No usual address (Vic.)	65625	16145
No usual address (Vic.)	78750	11304
No usual address (Vic.)	91875	8413
No usual address (Vic.)	105000	4907
No usual address (Vic.)	157500	5375
No usual address (Vic.)	Inf	2357
Brisbane - East		1297
Brisbane - East	0	578
Brisbane - East	7875	3565
Brisbane - East	15750	3459
Brisbane - East	21000	3435
Brisbane - East	26250	4101
Brisbane - East	34125	6686
Brisbane - East	42000	9279
Brisbane - East	52500	11254
Brisbane - East	65625	11392
Brisbane - East	78750	7295
Brisbane - East	91875	6305
Brisbane - East	105000	4046
Brisbane - East	157500	5199
Brisbane - East	Inf	2657
Brisbane - North		1537
Brisbane - North	0	506
Brisbane - North	7875	3535
Brisbane - North	15750	3709
Brisbane - North	21000	3957
Brisbane - North	26250	4824
Brisbane - North	34125	8331
Brisbane - North	42000	12655
Brisbane - North	52500	15966
Brisbane - North	65625	16738
Brisbane - North	78750	11271
Brisbane - North	91875	9761
Brisbane - North	105000	6301
Brisbane - North	157500	8972
Brisbane - North	Inf	4451
Brisbane - South		2059
Brisbane - South	0	950
Brisbane - South	7875	5035
Brisbane - South	15750	6043
Brisbane - South	21000	6422
Brisbane - South	26250	7597
Brisbane - South	34125	12205
Brisbane - South	42000	16693
Brisbane - South	52500	21511
Brisbane - South	65625	23143
Brisbane - South	78750	16039
Brisbane - South	91875	13554
Brisbane - South	105000	8301
Brisbane - South	157500	11001
Brisbane - South	Inf	5171
Brisbane - West		724
Brisbane - West	0	435
Brisbane - West	7875	3358
Brisbane - West	15750	3586
Brisbane - West	21000	3098
Brisbane - West	26250	3400
Brisbane - West	34125	5122
Brisbane - West	42000	5635
Brisbane - West	52500	6505
Brisbane - West	65625	7412
Brisbane - West	78750	5754
Brisbane - West	91875	5271
Brisbane - West	105000	3119
Brisbane - West	157500	4071
Brisbane - West	Inf	2144
Brisbane Inner City		3591
Brisbane Inner City	0	1437
Brisbane Inner City	7875	5752
Brisbane Inner City	15750	7945
Brisbane Inner City	21000	8880
Brisbane Inner City	26250	10666
Brisbane Inner City	34125	16416
Brisbane Inner City	42000	22467
Brisbane Inner City	52500	31577
Brisbane Inner City	65625	40954
Brisbane Inner City	78750	34038
Brisbane Inner City	91875	32482
Brisbane Inner City	105000	24387
Brisbane Inner City	157500	42755
Brisbane Inner City	Inf	28726
Cairns		1776
Cairns	0	878
Cairns	7875	3495
Cairns	15750	3500
Cairns	21000	4475
Cairns	26250	5764
Cairns	34125	10048
Cairns	42000	13337
Cairns	52500	14989
Cairns	65625	13633
Cairns	78750	8669
Cairns	91875	7279
Cairns	105000	4284
Cairns	157500	4895
Cairns	Inf	2273
Darling Downs - Maranoa		1159
Darling Downs - Maranoa	0	1032
Darling Downs - Maranoa	7875	2068
Darling Downs - Maranoa	15750	2289
Darling Downs - Maranoa	21000	2690
Darling Downs - Maranoa	26250	3158
Darling Downs - Maranoa	34125	5399
Darling Downs - Maranoa	42000	6620
Darling Downs - Maranoa	52500	7591
Darling Downs - Maranoa	65625	7215
Darling Downs - Maranoa	78750	4642
Darling Downs - Maranoa	91875	3810
Darling Downs - Maranoa	105000	2554
Darling Downs - Maranoa	157500	3800
Darling Downs - Maranoa	Inf	1920
Central Queensland		1659
Central Queensland	0	1000
Central Queensland	7875	3667
Central Queensland	15750	3698
Central Queensland	21000	4005
Central Queensland	26250	4663
Central Queensland	34125	7643
Central Queensland	42000	9582
Central Queensland	52500	10721
Central Queensland	65625	11452
Central Queensland	78750	8718
Central Queensland	91875	7684
Central Queensland	105000	6001
Central Queensland	157500	10831
Central Queensland	Inf	5255
Gold Coast		3887
Gold Coast	0	1883
Gold Coast	7875	8728
Gold Coast	15750	9798
Gold Coast	21000	11191
Gold Coast	26250	14002
Gold Coast	34125	23538
Gold Coast	42000	30723
Gold Coast	52500	34416
Gold Coast	65625	32673
Gold Coast	78750	20882
Gold Coast	91875	17138
Gold Coast	105000	10353
Gold Coast	157500	12752
Gold Coast	Inf	7297
Ipswich		1687
Ipswich	0	793
Ipswich	7875	3824
Ipswich	15750	4150
Ipswich	21000	4368
Ipswich	26250	5252
Ipswich	34125	9200
Ipswich	42000	13011
Ipswich	52500	15753
Ipswich	65625	15962
Ipswich	78750	10898
Ipswich	91875	9038
Ipswich	105000	5280
Ipswich	157500	6196
Ipswich	Inf	2494
Logan - Beaudesert		1575
Logan - Beaudesert	0	821
Logan - Beaudesert	7875	3625
Logan - Beaudesert	15750	4054
Logan - Beaudesert	21000	4417
Logan - Beaudesert	26250	5342
Logan - Beaudesert	34125	9193
Logan - Beaudesert	42000	12428
Logan - Beaudesert	52500	13910
Logan - Beaudesert	65625	13249
Logan - Beaudesert	78750	8551
Logan - Beaudesert	91875	6818
Logan - Beaudesert	105000	3773
Logan - Beaudesert	157500	4468
Logan - Beaudesert	Inf	2024
