SA4_NAME16	Age	Sex	workers
Hunter Valley exc Newcastle	30-34	F	4642
Hunter Valley exc Newcastle	30-34	M	6035
Hunter Valley exc Newcastle	35-39	F	4524
Hunter Valley exc Newcastle	35-39	M	5720
Hunter Valley exc Newcastle	40-44	F	5343
Hunter Valley exc Newcastle	40-44	M	5982
Hunter Valley exc Newcastle	45-49	F	5313
Hunter Valley exc Newcastle	45-49	M	5983
Hunter Valley exc Newcastle	50-54	F	5058
Hunter Valley exc Newcastle	50-54	M	5741
Hunter Valley exc Newcastle	55-59	F	4289
Hunter Valley exc Newcastle	55-59	M	5254
Hunter Valley exc Newcastle	60-64	F	2532
Hunter Valley exc Newcastle	60-64	M	3396
Hunter Valley exc Newcastle	65-69	F	1041
Hunter Valley exc Newcastle	65-69	M	1498
Hunter Valley exc Newcastle	70-74	F	345
Hunter Valley exc Newcastle	70-74	M	621
Hunter Valley exc Newcastle	75+	F	203
Hunter Valley exc Newcastle	75+	M	426
Illawarra	15-19	F	3640
Illawarra	15-19	M	3053
Illawarra	20-24	F	5620
Illawarra	20-24	M	5300
Illawarra	25-29	F	4959
Illawarra	25-29	M	4821
Illawarra	30-34	F	5208
Illawarra	30-34	M	4956
Illawarra	35-39	F	5321
Illawarra	35-39	M	4912
Illawarra	40-44	F	6307
Illawarra	40-44	M	5322
Illawarra	45-49	F	6157
Illawarra	45-49	M	5344
Illawarra	50-54	F	6070
Illawarra	50-54	M	5587
Illawarra	55-59	F	5143
Illawarra	55-59	M	4947
Illawarra	60-64	F	2933
Illawarra	60-64	M	3043
Illawarra	65-69	F	989
Illawarra	65-69	M	1280
Illawarra	70-74	F	273
Illawarra	70-74	M	460
Illawarra	75+	F	127
Illawarra	75+	M	250
Mid North Coast	15-19	F	2317
Mid North Coast	15-19	M	2050
Mid North Coast	20-24	F	2325
Mid North Coast	20-24	M	2430
Mid North Coast	25-29	F	2540
Mid North Coast	25-29	M	2579
Mid North Coast	30-34	F	2644
Mid North Coast	30-34	M	2710
Mid North Coast	35-39	F	3021
Mid North Coast	35-39	M	2820
Mid North Coast	40-44	F	3922
Mid North Coast	40-44	M	3442
Mid North Coast	45-49	F	4394
Mid North Coast	45-49	M	3716
Mid North Coast	50-54	F	4710
Mid North Coast	50-54	M	3950
Mid North Coast	55-59	F	4666
Mid North Coast	55-59	M	3934
Mid North Coast	60-64	F	2870
Mid North Coast	60-64	M	3003
Mid North Coast	65-69	F	1167
Mid North Coast	65-69	M	1479
Mid North Coast	70-74	F	418
Mid North Coast	70-74	M	619
Mid North Coast	75+	F	212
Mid North Coast	75+	M	413
Murray	15-19	F	1621
Murray	15-19	M	1406
Murray	20-24	F	2072
Murray	20-24	M	2128
Murray	25-29	F	2107
Murray	25-29	M	2219
Murray	30-34	F	2238
Murray	30-34	M	2268
Murray	35-39	F	2181
Murray	35-39	M	2181
Murray	40-44	F	2554
Murray	40-44	M	2418
Murray	45-49	F	2777
Murray	45-49	M	2632
Murray	50-54	F	2904
Murray	50-54	M	2723
Murray	55-59	F	2780
Murray	55-59	M	2744
Murray	60-64	F	1840
Murray	60-64	M	2193
Murray	65-69	F	765
Murray	65-69	M	1126
Murray	70-74	F	268
Murray	70-74	M	477
Murray	75+	F	171
Murray	75+	M	346
New England and North West	15-19	F	2243
New England and North West	15-19	M	2132
New England and North West	20-24	F	2874
New England and North West	20-24	M	3157
New England and North West	25-29	F	3211
New England and North West	25-29	M	3539
New England and North West	30-34	F	3299
New England and North West	30-34	M	3545
New England and North West	35-39	F	3315
New England and North West	35-39	M	3335
New England and North West	40-44	F	3750
New England and North West	40-44	M	3713
New England and North West	45-49	F	4053
New England and North West	45-49	M	3927
New England and North West	50-54	F	4163
New England and North West	50-54	M	4151
New England and North West	55-59	F	3976
New England and North West	55-59	M	4007
New England and North West	60-64	F	2650
New England and North West	60-64	M	3155
New England and North West	65-69	F	1239
New England and North West	65-69	M	1744
New England and North West	70-74	F	568
New England and North West	70-74	M	883
New England and North West	75+	F	348
New England and North West	75+	M	716
Newcastle and Lake Macquarie	15-19	F	4943
Newcastle and Lake Macquarie	15-19	M	4173
Newcastle and Lake Macquarie	20-24	F	8454
Newcastle and Lake Macquarie	20-24	M	7643
Newcastle and Lake Macquarie	25-29	F	8579
Newcastle and Lake Macquarie	25-29	M	7958
Newcastle and Lake Macquarie	30-34	F	8459
Newcastle and Lake Macquarie	30-34	M	8234
Newcastle and Lake Macquarie	35-39	F	8186
Newcastle and Lake Macquarie	35-39	M	7791
Newcastle and Lake Macquarie	40-44	F	9011
Newcastle and Lake Macquarie	40-44	M	8269
Newcastle and Lake Macquarie	45-49	F	9253
Newcastle and Lake Macquarie	45-49	M	8296
Newcastle and Lake Macquarie	50-54	F	8937
Newcastle and Lake Macquarie	50-54	M	7970
Newcastle and Lake Macquarie	55-59	F	7685
Newcastle and Lake Macquarie	55-59	M	7383
Newcastle and Lake Macquarie	60-64	F	4504
Newcastle and Lake Macquarie	60-64	M	4724
Newcastle and Lake Macquarie	65-69	F	1537
Newcastle and Lake Macquarie	65-69	M	1896
Newcastle and Lake Macquarie	70-74	F	437
Newcastle and Lake Macquarie	70-74	M	701
Newcastle and Lake Macquarie	75+	F	193
Newcastle and Lake Macquarie	75+	M	378
Richmond - Tweed	15-19	F	2823
Richmond - Tweed	15-19	M	2464
Richmond - Tweed	20-24	F	3039
Richmond - Tweed	20-24	M	3088
Richmond - Tweed	25-29	F	3172
Richmond - Tweed	25-29	M	3215
Richmond - Tweed	30-34	F	3660
Richmond - Tweed	30-34	M	3529
Richmond - Tweed	35-39	F	4176
Richmond - Tweed	35-39	M	3753
Richmond - Tweed	40-44	F	5074
Richmond - Tweed	40-44	M	4285
Richmond - Tweed	45-49	F	5542
Richmond - Tweed	45-49	M	4492
Richmond - Tweed	50-54	F	5661
Richmond - Tweed	50-54	M	4722
Richmond - Tweed	55-59	F	5471
Richmond - Tweed	55-59	M	4904
Richmond - Tweed	60-64	F	3731
Richmond - Tweed	60-64	M	3732
Richmond - Tweed	65-69	F	1416
Richmond - Tweed	65-69	M	1876
Richmond - Tweed	70-74	F	433
Richmond - Tweed	70-74	M	720
Richmond - Tweed	75+	F	265
Richmond - Tweed	75+	M	520
Riverina	15-19	F	2120
Riverina	15-19	M	2274
Riverina	20-24	F	3192
Riverina	20-24	M	3449
Riverina	25-29	F	3254
Riverina	25-29	M	3597
Riverina	30-34	F	3141
Riverina	30-34	M	3482
Riverina	35-39	F	3001
Riverina	35-39	M	3249
Riverina	40-44	F	3401
Riverina	40-44	M	3527
Riverina	45-49	F	3583
Riverina	45-49	M	3578
Riverina	50-54	F	3611
Riverina	50-54	M	3740
Riverina	55-59	F	3332
Riverina	55-59	M	3619
Riverina	60-64	F	2152
Riverina	60-64	M	2665
Riverina	65-69	F	972
Riverina	65-69	M	1355
Riverina	70-74	F	332
Riverina	70-74	M	627
Riverina	75+	F	246
Riverina	75+	M	484
Southern Highlands and Shoalhaven	15-19	F	1901
Southern Highlands and Shoalhaven	15-19	M	1645
Southern Highlands and Shoalhaven	20-24	F	2144
Southern Highlands and Shoalhaven	20-24	M	2255
Southern Highlands and Shoalhaven	25-29	F	2180
Southern Highlands and Shoalhaven	25-29	M	2315
Southern Highlands and Shoalhaven	30-34	F	2143
Southern Highlands and Shoalhaven	30-34	M	2278
Southern Highlands and Shoalhaven	35-39	F	2248
Southern Highlands and Shoalhaven	35-39	M	2201
Southern Highlands and Shoalhaven	40-44	F	2816
Southern Highlands and Shoalhaven	40-44	M	2525
Southern Highlands and Shoalhaven	45-49	F	3153
Southern Highlands and Shoalhaven	45-49	M	2612
Southern Highlands and Shoalhaven	50-54	F	3287
Southern Highlands and Shoalhaven	50-54	M	2811
Southern Highlands and Shoalhaven	55-59	F	3077
Southern Highlands and Shoalhaven	55-59	M	2767
Southern Highlands and Shoalhaven	60-64	F	1996
Southern Highlands and Shoalhaven	60-64	M	1960
Southern Highlands and Shoalhaven	65-69	F	908
Southern Highlands and Shoalhaven	65-69	M	1050
Southern Highlands and Shoalhaven	70-74	F	299
Southern Highlands and Shoalhaven	70-74	M	518
Southern Highlands and Shoalhaven	75+	F	153
Southern Highlands and Shoalhaven	75+	M	310
Sydney - Baulkham Hills and Hawkesbury	15-19	F	3165
Sydney - Baulkham Hills and Hawkesbury	15-19	M	2629
Sydney - Baulkham Hills and Hawkesbury	20-24	F	4205
Sydney - Baulkham Hills and Hawkesbury	20-24	M	4114
Sydney - Baulkham Hills and Hawkesbury	25-29	F	3750
Sydney - Baulkham Hills and Hawkesbury	25-29	M	4204
Sydney - Baulkham Hills and Hawkesbury	30-34	F	3947
Sydney - Baulkham Hills and Hawkesbury	30-34	M	4353
Sydney - Baulkham Hills and Hawkesbury	35-39	F	4229
Sydney - Baulkham Hills and Hawkesbury	35-39	M	4256
Sydney - Baulkham Hills and Hawkesbury	40-44	F	4946
Sydney - Baulkham Hills and Hawkesbury	40-44	M	4409
Sydney - Baulkham Hills and Hawkesbury	45-49	F	4842
Sydney - Baulkham Hills and Hawkesbury	45-49	M	4013
Sydney - Baulkham Hills and Hawkesbury	50-54	F	4347
Sydney - Baulkham Hills and Hawkesbury	50-54	M	3839
Sydney - Baulkham Hills and Hawkesbury	55-59	F	3535
Sydney - Baulkham Hills and Hawkesbury	55-59	M	3210
Sydney - Baulkham Hills and Hawkesbury	60-64	F	2201
Sydney - Baulkham Hills and Hawkesbury	60-64	M	2412
Sydney - Baulkham Hills and Hawkesbury	65-69	F	1078
Sydney - Baulkham Hills and Hawkesbury	65-69	M	1402
Sydney - Baulkham Hills and Hawkesbury	70-74	F	350
Sydney - Baulkham Hills and Hawkesbury	70-74	M	576
Sydney - Baulkham Hills and Hawkesbury	75+	F	140
Sydney - Baulkham Hills and Hawkesbury	75+	M	311
Sydney - Blacktown	15-19	F	3093
Sydney - Blacktown	15-19	M	2967
Sydney - Blacktown	20-24	F	4371
Sydney - Blacktown	20-24	M	5652
Sydney - Blacktown	25-29	F	4702
Sydney - Blacktown	25-29	M	6602
Sydney - Blacktown	30-34	F	5150
Sydney - Blacktown	30-34	M	7234
Sydney - Blacktown	35-39	F	5175
Sydney - Blacktown	35-39	M	7082
Sydney - Blacktown	40-44	F	5359
Sydney - Blacktown	40-44	M	7056
Sydney - Blacktown	45-49	F	5284
Sydney - Blacktown	45-49	M	6636
Sydney - Blacktown	50-54	F	4860
Sydney - Blacktown	50-54	M	6401
Sydney - Blacktown	55-59	F	4055
Sydney - Blacktown	55-59	M	5277
Sydney - Blacktown	60-64	F	2451
Sydney - Blacktown	60-64	M	3608
Sydney - Blacktown	65-69	F	848
Sydney - Blacktown	65-69	M	1575
Sydney - Blacktown	70-74	F	219
Sydney - Blacktown	70-74	M	498
Sydney - Blacktown	75+	F	79
Sydney - Blacktown	75+	M	162
Sydney - City and Inner South	15-19	F	5169
Sydney - City and Inner South	15-19	M	4851
Sydney - City and Inner South	20-24	F	27901
Sydney - City and Inner South	20-24	M	25548
Sydney - City and Inner South	25-29	F	45934
Sydney - City and Inner South	25-29	M	44446
Sydney - City and Inner South	30-34	F	45140
Sydney - City and Inner South	30-34	M	50966
Sydney - City and Inner South	35-39	F	35704
Sydney - City and Inner South	35-39	M	45433
Sydney - City and Inner South	40-44	F	29477
Sydney - City and Inner South	40-44	M	39141
Sydney - City and Inner South	45-49	F	24925
Sydney - City and Inner South	45-49	M	32566
Sydney - City and Inner South	50-54	F	20301
Sydney - City and Inner South	50-54	M	27374
Sydney - City and Inner South	55-59	F	15043
Sydney - City and Inner South	55-59	M	21408
Sydney - City and Inner South	60-64	F	9172
Sydney - City and Inner South	60-64	M	12782
Sydney - City and Inner South	65-69	F	3893
Sydney - City and Inner South	65-69	M	6165
Sydney - City and Inner South	70-74	F	1192
Sydney - City and Inner South	70-74	M	2240
Sydney - City and Inner South	75+	F	486
Sydney - City and Inner South	75+	M	1087
Sydney - Eastern Suburbs	15-19	F	1799
Sydney - Eastern Suburbs	15-19	M	1457
Sydney - Eastern Suburbs	20-24	F	5411
Sydney - Eastern Suburbs	20-24	M	4544
Sydney - Eastern Suburbs	25-29	F	6904
Sydney - Eastern Suburbs	25-29	M	5797
Sydney - Eastern Suburbs	30-34	F	6449
Sydney - Eastern Suburbs	30-34	M	5728
Sydney - Eastern Suburbs	35-39	F	5309
Sydney - Eastern Suburbs	35-39	M	4914
Sydney - Eastern Suburbs	40-44	F	5020
Sydney - Eastern Suburbs	40-44	M	4352
Sydney - Eastern Suburbs	45-49	F	4815
Sydney - Eastern Suburbs	45-49	M	3973
Sydney - Eastern Suburbs	50-54	F	4361
Sydney - Eastern Suburbs	50-54	M	3731
Sydney - Eastern Suburbs	55-59	F	3751
Sydney - Eastern Suburbs	55-59	M	3194
Sydney - Eastern Suburbs	60-64	F	2675
Sydney - Eastern Suburbs	60-64	M	2439
Sydney - Eastern Suburbs	65-69	F	1559
Sydney - Eastern Suburbs	65-69	M	1530
Sydney - Eastern Suburbs	70-74	F	630
Sydney - Eastern Suburbs	70-74	M	726
Sydney - Eastern Suburbs	75+	F	302
Sydney - Eastern Suburbs	75+	M	486
Sydney - Inner South West	15-19	F	3495
Sydney - Inner South West	15-19	M	3241
Sydney - Inner South West	20-24	F	6662
Sydney - Inner South West	20-24	M	6931
Sydney - Inner South West	25-29	F	7689
Sydney - Inner South West	25-29	M	8631
Sydney - Inner South West	30-34	F	7719
Sydney - Inner South West	30-34	M	9269
Sydney - Inner South West	35-39	F	7238
Sydney - Inner South West	35-39	M	8533
Sydney - Inner South West	40-44	F	8036
Sydney - Inner South West	40-44	M	8599
Sydney - Inner South West	45-49	F	8259
Sydney - Inner South West	45-49	M	8530
Sydney - Inner South West	50-54	F	7861
Sydney - Inner South West	50-54	M	8445
Sydney - Inner South West	55-59	F	6660
Sydney - Inner South West	55-59	M	7330
Sydney - Inner South West	60-64	F	4193
Sydney - Inner South West	60-64	M	4948
Sydney - Inner South West	65-69	F	1724
Sydney - Inner South West	65-69	M	2531
Sydney - Inner South West	70-74	F	535
Sydney - Inner South West	70-74	M	888
Sydney - Inner South West	75+	F	228
Sydney - Inner South West	75+	M	464
Sydney - Inner West	15-19	F	2190
Sydney - Inner West	15-19	M	1857
Sydney - Inner West	20-24	F	5149
Sydney - Inner West	20-24	M	4771
Sydney - Inner West	25-29	F	6472
Sydney - Inner West	25-29	M	6481
Sydney - Inner West	30-34	F	6377
Sydney - Inner West	30-34	M	6881
Sydney - Inner West	35-39	F	5599
Sydney - Inner West	35-39	M	6453
Sydney - Inner West	40-44	F	5859
Sydney - Inner West	40-44	M	6088
Sydney - Inner West	45-49	F	5696
Sydney - Inner West	45-49	M	5768
Sydney - Inner West	50-54	F	5568
Sydney - Inner West	50-54	M	5638
Sydney - Inner West	55-59	F	4622
Sydney - Inner West	55-59	M	4751
Sydney - Inner West	60-64	F	2959
Sydney - Inner West	60-64	M	3299
Sydney - Inner West	65-69	F	1353
Sydney - Inner West	65-69	M	1669
Sydney - Inner West	70-74	F	465
Sydney - Inner West	70-74	M	680
Sydney - Inner West	75+	F	203
Sydney - Inner West	75+	M	372
Sydney - North Sydney and Hornsby	15-19	F	4350
Sydney - North Sydney and Hornsby	15-19	M	3628
Sydney - North Sydney and Hornsby	20-24	F	10039
Sydney - North Sydney and Hornsby	20-24	M	9246
Sydney - North Sydney and Hornsby	25-29	F	13121
Sydney - North Sydney and Hornsby	25-29	M	12500
Sydney - North Sydney and Hornsby	30-34	F	13623
Sydney - North Sydney and Hornsby	30-34	M	14818
Sydney - North Sydney and Hornsby	35-39	F	11775
Sydney - North Sydney and Hornsby	35-39	M	13957
Sydney - North Sydney and Hornsby	40-44	F	11664
Sydney - North Sydney and Hornsby	40-44	M	12884
Sydney - North Sydney and Hornsby	45-49	F	11455
Sydney - North Sydney and Hornsby	45-49	M	11382
Sydney - North Sydney and Hornsby	50-54	F	10369
Sydney - North Sydney and Hornsby	50-54	M	10169
Sydney - North Sydney and Hornsby	55-59	F	8514
Sydney - North Sydney and Hornsby	55-59	M	8424
Sydney - North Sydney and Hornsby	60-64	F	5581
Sydney - North Sydney and Hornsby	60-64	M	5684
Sydney - North Sydney and Hornsby	65-69	F	2933
Sydney - North Sydney and Hornsby	65-69	M	3490
Sydney - North Sydney and Hornsby	70-74	F	1090
Sydney - North Sydney and Hornsby	70-74	M	1514
Sydney - North Sydney and Hornsby	75+	F	514
Sydney - North Sydney and Hornsby	75+	M	910
Sydney - Northern Beaches	15-19	F	2826
Sydney - Northern Beaches	15-19	M	2612
Sydney - Northern Beaches	20-24	F	3855
Sydney - Northern Beaches	20-24	M	4221
Sydney - Northern Beaches	25-29	F	4116
Sydney - Northern Beaches	25-29	M	4553
Sydney - Northern Beaches	30-34	F	4223
Sydney - Northern Beaches	30-34	M	4859
Sydney - Northern Beaches	35-39	F	4402
Sydney - Northern Beaches	35-39	M	4568
Sydney - Northern Beaches	40-44	F	5055
Sydney - Northern Beaches	40-44	M	4735
Sydney - Northern Beaches	45-49	F	5457
Sydney - Northern Beaches	45-49	M	4491
Sydney - Northern Beaches	50-54	F	5067
Sydney - Northern Beaches	50-54	M	4446
Sydney - Northern Beaches	55-59	F	4087
Sydney - Northern Beaches	55-59	M	3779
Sydney - Northern Beaches	60-64	F	2884
Sydney - Northern Beaches	60-64	M	2771
Sydney - Northern Beaches	65-69	F	1440
Sydney - Northern Beaches	65-69	M	1686
Sydney - Northern Beaches	70-74	F	579
Sydney - Northern Beaches	70-74	M	781
Sydney - Northern Beaches	75+	F	256
Sydney - Northern Beaches	75+	M	479
Sydney - Outer South West	15-19	F	3128
Sydney - Outer South West	15-19	M	2626
Sydney - Outer South West	20-24	F	3946
Sydney - Outer South West	20-24	M	4064
Sydney - Outer South West	25-29	F	3730
Sydney - Outer South West	25-29	M	4332
Sydney - Outer South West	30-34	F	3868
Sydney - Outer South West	30-34	M	4448
Sydney - Outer South West	35-39	F	3855
Sydney - Outer South West	35-39	M	4243
Sydney - Outer South West	40-44	F	4476
Sydney - Outer South West	40-44	M	4549
Sydney - Outer South West	45-49	F	4299
Sydney - Outer South West	45-49	M	4156
Sydney - Outer South West	50-54	F	4137
Sydney - Outer South West	50-54	M	4144
Sydney - Outer South West	55-59	F	3503
Sydney - Outer South West	55-59	M	3734
Sydney - Outer South West	60-64	F	2108
Sydney - Outer South West	60-64	M	2562
Sydney - Outer South West	65-69	F	759
Sydney - Outer South West	65-69	M	1157
Sydney - Outer South West	70-74	F	203
Sydney - Outer South West	70-74	M	377
Sydney - Outer South West	75+	F	78
Sydney - Outer South West	75+	M	170
Sydney - Outer West and Blue Mountains	15-19	F	4038
Sydney - Outer West and Blue Mountains	15-19	M	3433
Sydney - Outer West and Blue Mountains	20-24	F	5001
Sydney - Outer West and Blue Mountains	20-24	M	5112
Sydney - Outer West and Blue Mountains	25-29	F	4870
Sydney - Outer West and Blue Mountains	25-29	M	5107
Sydney - Outer West and Blue Mountains	30-34	F	4974
Sydney - Outer West and Blue Mountains	30-34	M	5323
Sydney - Outer West and Blue Mountains	35-39	F	5156
Sydney - Outer West and Blue Mountains	35-39	M	5028
Sydney - Outer West and Blue Mountains	40-44	F	5793
Sydney - Outer West and Blue Mountains	40-44	M	5258
Sydney - Outer West and Blue Mountains	45-49	F	6046
Sydney - Outer West and Blue Mountains	45-49	M	5217
Sydney - Outer West and Blue Mountains	50-54	F	5640
Sydney - Outer West and Blue Mountains	50-54	M	5186
Sydney - Outer West and Blue Mountains	55-59	F	5229
Sydney - Outer West and Blue Mountains	55-59	M	4758
Sydney - Outer West and Blue Mountains	60-64	F	3264
Sydney - Outer West and Blue Mountains	60-64	M	3429
Sydney - Outer West and Blue Mountains	65-69	F	1325
Sydney - Outer West and Blue Mountains	65-69	M	1688
Sydney - Outer West and Blue Mountains	70-74	F	365
Sydney - Outer West and Blue Mountains	70-74	M	594
Sydney - Outer West and Blue Mountains	75+	F	145
Sydney - Outer West and Blue Mountains	75+	M	295
Sydney - Parramatta	15-19	F	3527
Sydney - Parramatta	15-19	M	3393
Sydney - Parramatta	20-24	F	8950
Sydney - Parramatta	20-24	M	9876
Sydney - Parramatta	25-29	F	11979
Sydney - Parramatta	25-29	M	13640
Sydney - Parramatta	30-34	F	12785
Sydney - Parramatta	30-34	M	15531
Sydney - Parramatta	35-39	F	11618
Sydney - Parramatta	35-39	M	14694
Sydney - Parramatta	40-44	F	11490
Sydney - Parramatta	40-44	M	13775
Sydney - Parramatta	45-49	F	11053
Sydney - Parramatta	45-49	M	13075
Sydney - Parramatta	50-54	F	10426
Sydney - Parramatta	50-54	M	12836
Sydney - Parramatta	55-59	F	8529
Sydney - Parramatta	55-59	M	11045
Sydney - Parramatta	60-64	F	5353
Sydney - Parramatta	60-64	M	7366
Sydney - Parramatta	65-69	F	2096
Sydney - Parramatta	65-69	M	3116
Sydney - Parramatta	70-74	F	565
Sydney - Parramatta	70-74	M	1031
Sydney - Parramatta	75+	F	187
Sydney - Parramatta	75+	M	431
Sydney - Ryde	15-19	F	1939
Sydney - Ryde	15-19	M	1498
Sydney - Ryde	20-24	F	4428
Sydney - Ryde	20-24	M	4095
Sydney - Ryde	25-29	F	5386
Sydney - Ryde	25-29	M	5390
Sydney - Ryde	30-34	F	6185
Sydney - Ryde	30-34	M	6989
Sydney - Ryde	35-39	F	5688
Sydney - Ryde	35-39	M	7208
Sydney - Ryde	40-44	F	5709
Sydney - Ryde	40-44	M	6810
Sydney - Ryde	45-49	F	5390
Sydney - Ryde	45-49	M	5906
Sydney - Ryde	50-54	F	4776
Sydney - Ryde	50-54	M	5349
Sydney - Ryde	55-59	F	4018
Sydney - Ryde	55-59	M	4140
Sydney - Ryde	60-64	F	2451
Sydney - Ryde	60-64	M	2665
Sydney - Ryde	65-69	F	1083
Sydney - Ryde	65-69	M	1264
Sydney - Ryde	70-74	F	344
Sydney - Ryde	70-74	M	457
Sydney - Ryde	75+	F	158
Sydney - Ryde	75+	M	271
Sydney - South West	15-19	F	3310
Sydney - South West	15-19	M	3077
Sydney - South West	20-24	F	5857
Sydney - South West	20-24	M	6581
Sydney - South West	25-29	F	6363
Sydney - South West	25-29	M	7565
Sydney - South West	30-34	F	6408
Sydney - South West	30-34	M	7870
Sydney - South West	35-39	F	6076
Sydney - South West	35-39	M	7270
Sydney - South West	40-44	F	6903
Sydney - South West	40-44	M	7405
Sydney - South West	45-49	F	6552
Sydney - South West	45-49	M	7328
Sydney - South West	50-54	F	6128
Sydney - South West	50-54	M	7126
Sydney - South West	55-59	F	5102
Sydney - South West	55-59	M	6277
Sydney - South West	60-64	F	2966
Sydney - South West	60-64	M	4130
Sydney - South West	65-69	F	1103
Sydney - South West	65-69	M	1845
Sydney - South West	70-74	F	291
Sydney - South West	70-74	M	565
Sydney - South West	75+	F	112
Sydney - South West	75+	M	277
Sydney - Sutherland	15-19	F	3006
Sydney - Sutherland	15-19	M	2428
Sydney - Sutherland	20-24	F	3748
Sydney - Sutherland	20-24	M	3521
Sydney - Sutherland	25-29	F	3245
Sydney - Sutherland	25-29	M	3359
Sydney - Sutherland	30-34	F	3085
Sydney - Sutherland	30-34	M	3189
Sydney - Sutherland	35-39	F	3284
Sydney - Sutherland	35-39	M	3090
