SA4_NAME16	CountryOfBirth	Sex	workers
Brisbane - North	EGY	F	16
Brisbane - North	EGY	M	37
Brisbane - North	FJI	F	371
Brisbane - North	FJI	M	430
Brisbane - North	MKD	F	17
Brisbane - North	MKD	M	15
Brisbane - North	DEU	F	174
Brisbane - North	DEU	M	203
Brisbane - North	GRC	F	10
Brisbane - North	GRC	M	35
Brisbane - North	HKG	F	144
Brisbane - North	HKG	M	173
Brisbane - North	IND	F	1037
Brisbane - North	IND	M	1900
Brisbane - North	IDN	F	105
Brisbane - North	IDN	M	94
Brisbane - North	IRN	F	79
Brisbane - North	IRN	M	128
Brisbane - North	IRQ	F	10
Brisbane - North	IRQ	M	30
Brisbane - North	IRL	F	183
Brisbane - North	IRL	M	322
Brisbane - North	ITA	F	105
Brisbane - North	ITA	M	184
Brisbane - North	JPN	F	179
Brisbane - North	JPN	M	52
Brisbane - North	LBN	F	9
Brisbane - North	LBN	M	17
Brisbane - North	MYS	F	210
Brisbane - North	MYS	M	260
Brisbane - North	MLT	F	11
Brisbane - North	MLT	M	23
Brisbane - North	NLD	F	78
Brisbane - North	NLD	M	144
Brisbane - North	NZL	F	3163
Brisbane - North	NZL	M	4311
Brisbane - North	PAK	F	20
Brisbane - North	PAK	M	108
Brisbane - North	PHL	F	1120
Brisbane - North	PHL	M	772
Brisbane - North	POL	F	80
Brisbane - North	POL	M	66
Brisbane - North	SGP	F	93
Brisbane - North	SGP	M	107
Brisbane - North	ZAF	F	633
Brisbane - North	ZAF	M	809
Brisbane - North	KOR	F	218
Brisbane - North	KOR	M	220
Brisbane - North	LKA	F	137
Brisbane - North	LKA	M	251
Brisbane - North	THA	F	225
Brisbane - North	THA	M	72
Brisbane - North	TUR	F	8
Brisbane - North	TUR	M	28
Brisbane - North	GBR	F	2299
Brisbane - North	GBR	M	3692
Brisbane - North	USA	F	185
Brisbane - North	USA	M	243
Brisbane - North	VNM	F	289
Brisbane - North	VNM	M	276
Brisbane - North	ZWE	F	133
Brisbane - North	ZWE	M	209
Brisbane - South		F	5772
Brisbane - South		M	6488
Brisbane - South	AUS	F	47206
Brisbane - South	AUS	M	50853
Brisbane - South	CAN	F	226
Brisbane - South	CAN	M	186
Brisbane - South	CHN	F	2611
Brisbane - South	CHN	M	2088
Brisbane - South	HRV	F	110
Brisbane - South	HRV	M	108
Brisbane - South	EGY	F	38
Brisbane - South	EGY	M	52
Brisbane - South	FJI	F	554
Brisbane - South	FJI	M	508
Brisbane - South	MKD	F	44
Brisbane - South	MKD	M	33
Brisbane - South	DEU	F	279
Brisbane - South	DEU	M	312
Brisbane - South	GRC	F	53
Brisbane - South	GRC	M	99
Brisbane - South	HKG	F	609
Brisbane - South	HKG	M	589
Brisbane - South	IND	F	1740
Brisbane - South	IND	M	2802
Brisbane - South	IDN	F	190
Brisbane - South	IDN	M	173
Brisbane - South	IRN	F	154
Brisbane - South	IRN	M	283
Brisbane - South	IRQ	F	37
Brisbane - South	IRQ	M	79
Brisbane - South	IRL	F	276
Brisbane - South	IRL	M	328
Brisbane - South	ITA	F	113
Brisbane - South	ITA	M	195
Brisbane - South	JPN	F	293
Brisbane - South	JPN	M	178
Brisbane - South	LBN	F	33
Brisbane - South	LBN	M	68
Brisbane - South	MYS	F	654
Brisbane - South	MYS	M	627
Brisbane - South	MLT	F	23
Brisbane - South	MLT	M	22
Brisbane - South	NLD	F	123
Brisbane - South	NLD	M	177
Brisbane - South	NZL	F	4414
Brisbane - South	NZL	M	5604
Brisbane - South	PAK	F	81
Brisbane - South	PAK	M	293
Brisbane - South	PHL	F	1259
Brisbane - South	PHL	M	783
Brisbane - South	POL	F	137
Brisbane - South	POL	M	135
Brisbane - South	SGP	F	239
Brisbane - South	SGP	M	184
Brisbane - South	ZAF	F	981
Brisbane - South	ZAF	M	1040
Brisbane - South	KOR	F	791
Brisbane - South	KOR	M	851
Brisbane - South	LKA	F	351
Brisbane - South	LKA	M	398
Brisbane - South	THA	F	272
Brisbane - South	THA	M	159
Brisbane - South	TUR	F	26
Brisbane - South	TUR	M	54
Brisbane - South	GBR	F	3147
Brisbane - South	GBR	M	4180
Brisbane - South	USA	F	289
Brisbane - South	USA	M	327
Brisbane - South	VNM	F	882
Brisbane - South	VNM	M	897
Brisbane - South	ZWE	F	253
Brisbane - South	ZWE	M	291
Brisbane - West		F	1955
Brisbane - West		M	1665
Brisbane - West	AUS	F	21439
Brisbane - West	AUS	M	19600
Brisbane - West	CAN	F	144
Brisbane - West	CAN	M	128
Brisbane - West	CHN	F	541
Brisbane - West	CHN	M	514
Brisbane - West	HRV	F	14
Brisbane - West	HRV	M	17
Brisbane - West	EGY	F	7
Brisbane - West	EGY	M	17
Brisbane - West	FJI	F	147
Brisbane - West	FJI	M	124
Brisbane - West	MKD	F	11
Brisbane - West	MKD	M	5
Brisbane - West	DEU	F	190
Brisbane - West	DEU	M	173
Brisbane - West	GRC	F	9
Brisbane - West	GRC	M	13
Brisbane - West	HKG	F	116
Brisbane - West	HKG	M	118
Brisbane - West	IND	F	501
Brisbane - West	IND	M	619
Brisbane - West	IDN	F	123
Brisbane - West	IDN	M	84
Brisbane - West	IRN	F	103
Brisbane - West	IRN	M	129
Brisbane - West	IRQ	F	18
Brisbane - West	IRQ	M	33
Brisbane - West	IRL	F	97
Brisbane - West	IRL	M	94
Brisbane - West	ITA	F	56
Brisbane - West	ITA	M	71
Brisbane - West	JPN	F	167
Brisbane - West	JPN	M	72
Brisbane - West	LBN	F	3
Brisbane - West	LBN	M	22
Brisbane - West	MYS	F	232
Brisbane - West	MYS	M	171
Brisbane - West	MLT	F	9
Brisbane - West	MLT	M	8
Brisbane - West	NLD	F	87
Brisbane - West	NLD	M	90
Brisbane - West	NZL	F	1237
Brisbane - West	NZL	M	1109
Brisbane - West	PAK	F	29
Brisbane - West	PAK	M	52
Brisbane - West	PHL	F	379
Brisbane - West	PHL	M	158
Brisbane - West	POL	F	65
Brisbane - West	POL	M	43
Brisbane - West	SGP	F	118
Brisbane - West	SGP	M	91
Brisbane - West	ZAF	F	643
Brisbane - West	ZAF	M	569
Brisbane - West	KOR	F	197
Brisbane - West	KOR	M	165
Brisbane - West	LKA	F	170
Brisbane - West	LKA	M	131
Brisbane - West	THA	F	117
Brisbane - West	THA	M	40
Brisbane - West	TUR	F	3
Brisbane - West	TUR	M	16
Brisbane - West	GBR	F	1707
Brisbane - West	GBR	M	1607
Brisbane - West	USA	F	256
Brisbane - West	USA	M	236
Brisbane - West	VNM	F	326
Brisbane - West	VNM	M	252
Brisbane - West	ZWE	F	136
Brisbane - West	ZWE	M	89
Brisbane Inner City		F	10170
Brisbane Inner City		M	10165
Brisbane Inner City	AUS	F	108221
Brisbane Inner City	AUS	M	102491
Brisbane Inner City	CAN	F	733
Brisbane Inner City	CAN	M	685
Brisbane Inner City	CHN	F	2707
Brisbane Inner City	CHN	M	1996
Brisbane Inner City	HRV	F	98
Brisbane Inner City	HRV	M	115
Brisbane Inner City	EGY	F	43
Brisbane Inner City	EGY	M	96
Brisbane Inner City	FJI	F	779
Brisbane Inner City	FJI	M	708
Brisbane Inner City	MKD	F	54
Brisbane Inner City	MKD	M	62
Brisbane Inner City	DEU	F	734
Brisbane Inner City	DEU	M	653
Brisbane Inner City	GRC	F	84
Brisbane Inner City	GRC	M	123
Brisbane Inner City	HKG	F	779
Brisbane Inner City	HKG	M	790
Brisbane Inner City	IND	F	2823
Brisbane Inner City	IND	M	4686
Brisbane Inner City	IDN	F	408
Brisbane Inner City	IDN	M	336
Brisbane Inner City	IRN	F	319
Brisbane Inner City	IRN	M	480
Brisbane Inner City	IRQ	F	35
Brisbane Inner City	IRQ	M	75
Brisbane Inner City	IRL	F	773
Brisbane Inner City	IRL	M	865
Brisbane Inner City	ITA	F	374
Brisbane Inner City	ITA	M	532
Brisbane Inner City	JPN	F	744
Brisbane Inner City	JPN	M	415
Brisbane Inner City	LBN	F	41
Brisbane Inner City	LBN	M	66
Brisbane Inner City	MYS	F	1111
Brisbane Inner City	MYS	M	1090
Brisbane Inner City	MLT	F	33
Brisbane Inner City	MLT	M	51
Brisbane Inner City	NLD	F	327
Brisbane Inner City	NLD	M	389
Brisbane Inner City	NZL	F	8303
Brisbane Inner City	NZL	M	7134
Brisbane Inner City	PAK	F	82
Brisbane Inner City	PAK	M	370
Brisbane Inner City	PHL	F	2479
Brisbane Inner City	PHL	M	1296
Brisbane Inner City	POL	F	333
Brisbane Inner City	POL	M	250
Brisbane Inner City	SGP	F	481
Brisbane Inner City	SGP	M	422
Brisbane Inner City	ZAF	F	2206
Brisbane Inner City	ZAF	M	2726
Brisbane Inner City	KOR	F	1108
Brisbane Inner City	KOR	M	1136
Brisbane Inner City	LKA	F	554
Brisbane Inner City	LKA	M	814
Brisbane Inner City	THA	F	731
Brisbane Inner City	THA	M	299
Brisbane Inner City	TUR	F	51
Brisbane Inner City	TUR	M	105
Brisbane Inner City	GBR	F	7819
Brisbane Inner City	GBR	M	10237
Brisbane Inner City	USA	F	924
Brisbane Inner City	USA	M	985
Brisbane Inner City	VNM	F	958
Brisbane Inner City	VNM	M	865
Brisbane Inner City	ZWE	F	540
Brisbane Inner City	ZWE	M	594
Cairns		F	3243
Cairns		M	2984
Cairns	AUS	F	37202
Cairns	AUS	M	36108
Cairns	CAN	F	217
Cairns	CAN	M	163
Cairns	CHN	F	253
Cairns	CHN	M	204
Cairns	HRV	F	30
Cairns	HRV	M	24
Cairns	EGY	F	13
Cairns	EGY	M	14
Cairns	FJI	F	91
Cairns	FJI	M	80
Cairns	MKD	M	3
Cairns	DEU	F	412
Cairns	DEU	M	302
Cairns	GRC	F	9
Cairns	GRC	M	15
Cairns	HKG	F	100
Cairns	HKG	M	72
Cairns	IND	F	516
Cairns	IND	M	802
Cairns	IDN	F	110
Cairns	IDN	M	62
Cairns	IRN	F	18
Cairns	IRN	M	28
Cairns	IRQ	M	3
Cairns	IRL	F	141
Cairns	IRL	M	156
Cairns	ITA	F	185
Cairns	ITA	M	307
Cairns	JPN	F	817
Cairns	JPN	M	346
Cairns	LBN	F	4
Cairns	LBN	M	7
Cairns	MYS	F	124
Cairns	MYS	M	109
Cairns	MLT	F	19
Cairns	MLT	M	21
Cairns	NLD	F	177
Cairns	NLD	M	203
Cairns	NZL	F	2016
Cairns	NZL	M	1883
Cairns	PAK	F	12
Cairns	PAK	M	29
Cairns	PHL	F	993
Cairns	PHL	M	404
Cairns	POL	F	57
Cairns	POL	M	45
Cairns	SGP	F	69
Cairns	SGP	M	31
Cairns	ZAF	F	297
Cairns	ZAF	M	292
Cairns	KOR	F	311
Cairns	KOR	M	347
Cairns	LKA	F	49
Cairns	LKA	M	86
Cairns	THA	F	279
Cairns	THA	M	149
Cairns	TUR	F	15
Cairns	TUR	M	17
Cairns	GBR	F	2789
Cairns	GBR	M	2574
Cairns	USA	F	268
Cairns	USA	M	200
Cairns	VNM	F	105
Cairns	VNM	M	61
Cairns	ZWE	F	112
Cairns	ZWE	M	93
Darling Downs - Maranoa		F	969
Darling Downs - Maranoa		M	1239
Darling Downs - Maranoa	AUS	F	21076
Darling Downs - Maranoa	AUS	M	27320
Darling Downs - Maranoa	CAN	F	48
Darling Downs - Maranoa	CAN	M	46
Darling Downs - Maranoa	CHN	F	45
Darling Downs - Maranoa	CHN	M	58
Darling Downs - Maranoa	HRV	F	5
Darling Downs - Maranoa	HRV	M	3
Darling Downs - Maranoa	EGY	F	3
Darling Downs - Maranoa	EGY	M	7
Darling Downs - Maranoa	FJI	F	31
Darling Downs - Maranoa	FJI	M	41
Darling Downs - Maranoa	MKD	F	4
Darling Downs - Maranoa	MKD	M	3
Darling Downs - Maranoa	DEU	F	73
Darling Downs - Maranoa	DEU	M	72
Darling Downs - Maranoa	GRC	F	3
Darling Downs - Maranoa	GRC	M	6
Darling Downs - Maranoa	HKG	F	17
Darling Downs - Maranoa	HKG	M	17
Darling Downs - Maranoa	IND	F	93
Darling Downs - Maranoa	IND	M	256
Darling Downs - Maranoa	IDN	F	19
Darling Downs - Maranoa	IDN	M	17
Darling Downs - Maranoa	IRN	F	4
Darling Downs - Maranoa	IRN	M	10
Darling Downs - Maranoa	IRL	F	46
Darling Downs - Maranoa	IRL	M	92
Darling Downs - Maranoa	ITA	F	22
Darling Downs - Maranoa	ITA	M	50
Darling Downs - Maranoa	JPN	F	12
Darling Downs - Maranoa	JPN	M	4
Darling Downs - Maranoa	MYS	F	18
Darling Downs - Maranoa	MYS	M	31
Darling Downs - Maranoa	MLT	M	3
Darling Downs - Maranoa	NLD	F	31
Darling Downs - Maranoa	NLD	M	60
Darling Downs - Maranoa	NZL	F	502
Darling Downs - Maranoa	NZL	M	758
Darling Downs - Maranoa	PAK	F	4
Darling Downs - Maranoa	PAK	M	22
Darling Downs - Maranoa	PHL	F	374
Darling Downs - Maranoa	PHL	M	386
Darling Downs - Maranoa	POL	F	14
Darling Downs - Maranoa	POL	M	10
Darling Downs - Maranoa	SGP	F	12
Darling Downs - Maranoa	SGP	M	27
Darling Downs - Maranoa	ZAF	F	129
Darling Downs - Maranoa	ZAF	M	226
Darling Downs - Maranoa	KOR	F	37
Darling Downs - Maranoa	KOR	M	53
Darling Downs - Maranoa	LKA	F	18
Darling Downs - Maranoa	LKA	M	33
Darling Downs - Maranoa	THA	F	33
Darling Downs - Maranoa	THA	M	5
Darling Downs - Maranoa	TUR	M	4
Darling Downs - Maranoa	GBR	F	508
Darling Downs - Maranoa	GBR	M	660
Darling Downs - Maranoa	USA	F	47
Darling Downs - Maranoa	USA	M	53
Darling Downs - Maranoa	VNM	F	18
Darling Downs - Maranoa	VNM	M	20
Darling Downs - Maranoa	ZWE	F	43
Darling Downs - Maranoa	ZWE	M	73
Central Queensland		F	1434
Central Queensland		M	2044
Central Queensland	AUS	F	37656
Central Queensland	AUS	M	43330
Central Queensland	CAN	F	92
Central Queensland	CAN	M	62
Central Queensland	CHN	F	136
Central Queensland	CHN	M	144
Central Queensland	HRV	F	15
Central Queensland	HRV	M	5
Central Queensland	EGY	F	3
Central Queensland	EGY	M	17
Central Queensland	FJI	F	87
Central Queensland	FJI	M	95
Central Queensland	DEU	F	111
Central Queensland	DEU	M	106
Central Queensland	GRC	F	3
Central Queensland	GRC	M	13
Central Queensland	HKG	F	23
Central Queensland	HKG	M	30
Central Queensland	IND	F	257
Central Queensland	IND	M	448
Central Queensland	IDN	F	41
Central Queensland	IDN	M	49
Central Queensland	IRN	F	18
Central Queensland	IRN	M	43
Central Queensland	IRQ	F	4
Central Queensland	IRQ	M	13
Central Queensland	IRL	F	65
Central Queensland	IRL	M	109
Central Queensland	ITA	F	20
Central Queensland	ITA	M	43
Central Queensland	JPN	F	29
Central Queensland	JPN	M	15
Central Queensland	MYS	F	67
Central Queensland	MYS	M	78
Central Queensland	MLT	F	6
Central Queensland	MLT	M	7
Central Queensland	NLD	F	54
Central Queensland	NLD	M	67
Central Queensland	NZL	F	1574
Central Queensland	NZL	M	1945
Central Queensland	PAK	F	12
Central Queensland	PAK	M	27
Central Queensland	PHL	F	647
Central Queensland	PHL	M	522
Central Queensland	POL	F	15
Central Queensland	POL	M	19
Central Queensland	SGP	F	25
Central Queensland	SGP	M	28
Central Queensland	ZAF	F	422
Central Queensland	ZAF	M	578
Central Queensland	KOR	F	33
Central Queensland	KOR	M	64
Central Queensland	LKA	F	51
Central Queensland	LKA	M	214
Central Queensland	THA	F	102
Central Queensland	THA	M	39
Central Queensland	TUR	F	4
Central Queensland	TUR	M	12
Central Queensland	GBR	F	1162
Central Queensland	GBR	M	1392
Central Queensland	USA	F	115
Central Queensland	USA	M	136
Central Queensland	VNM	F	157
Central Queensland	VNM	M	167
Central Queensland	ZWE	F	126
Central Queensland	ZWE	M	147
Gold Coast		F	6761
Gold Coast		M	6763
Gold Coast	AUS	F	80606
Gold Coast	AUS	M	77525
Gold Coast	CAN	F	607
Gold Coast	CAN	M	445
Gold Coast	CHN	F	1621
Gold Coast	CHN	M	1382
Gold Coast	HRV	F	152
Gold Coast	HRV	M	128
Gold Coast	EGY	F	62
Gold Coast	EGY	M	104
Gold Coast	FJI	F	258
Gold Coast	FJI	M	289
Gold Coast	MKD	F	44
Gold Coast	MKD	M	46
Gold Coast	DEU	F	526
Gold Coast	DEU	M	485
Gold Coast	GRC	F	63
Gold Coast	GRC	M	91
Gold Coast	HKG	F	341
Gold Coast	HKG	M	330
Gold Coast	IND	F	990
Gold Coast	IND	M	1733
Gold Coast	IDN	F	275
Gold Coast	IDN	M	186
Gold Coast	IRN	F	147
Gold Coast	IRN	M	234
Gold Coast	IRQ	F	36
Gold Coast	IRQ	M	56
Gold Coast	IRL	F	307
Gold Coast	IRL	M	412
Gold Coast	ITA	F	197
Gold Coast	ITA	M	342
Gold Coast	JPN	F	1431
Gold Coast	JPN	M	761
Gold Coast	LBN	F	31
Gold Coast	LBN	M	77
Gold Coast	MYS	F	478
Gold Coast	MYS	M	423
Gold Coast	MLT	F	42
Gold Coast	MLT	M	54
Gold Coast	NLD	F	260
Gold Coast	NLD	M	315
Gold Coast	NZL	F	12311
Gold Coast	NZL	M	11991
Gold Coast	PAK	F	39
Gold Coast	PAK	M	172
Gold Coast	PHL	F	1630
Gold Coast	PHL	M	766
Gold Coast	POL	F	224
Gold Coast	POL	M	160
Gold Coast	SGP	F	231
Gold Coast	SGP	M	186
Gold Coast	ZAF	F	1930
Gold Coast	ZAF	M	1924
Gold Coast	KOR	F	691
Gold Coast	KOR	M	821
Gold Coast	LKA	F	133
Gold Coast	LKA	M	202
Gold Coast	THA	F	625
Gold Coast	THA	M	231
Gold Coast	TUR	F	47
Gold Coast	TUR	M	122
Gold Coast	GBR	F	7500
Gold Coast	GBR	M	7569
Gold Coast	USA	F	608
Gold Coast	USA	M	601
Gold Coast	VNM	F	305
Gold Coast	VNM	M	250
Gold Coast	ZWE	F	282
Gold Coast	ZWE	M	298
Ipswich		F	2863
Ipswich		M	3790
Ipswich	AUS	F	36892
Ipswich	AUS	M	40656
Ipswich	CAN	F	109
Ipswich	CAN	M	92
Ipswich	CHN	F	485
Ipswich	CHN	M	504
Ipswich	HRV	F	37
Ipswich	HRV	M	43
Ipswich	EGY	F	7
Ipswich	EGY	M	17
Ipswich	FJI	F	262
Ipswich	FJI	M	362
Ipswich	MKD	F	15
Ipswich	MKD	M	19
Ipswich	DEU	F	169
Ipswich	DEU	M	195
Ipswich	GRC	F	6
Ipswich	GRC	M	26
Ipswich	HKG	F	85
Ipswich	HKG	M	113
Ipswich	IND	F	570
Ipswich	IND	M	1167
Ipswich	IDN	F	65
Ipswich	IDN	M	67
Ipswich	IRN	F	55
Ipswich	IRN	M	140
Ipswich	IRQ	F	8
Ipswich	IRQ	M	37
Ipswich	IRL	F	110
Ipswich	IRL	M	181
Ipswich	ITA	F	30
Ipswich	ITA	M	64
Ipswich	JPN	F	75
Ipswich	JPN	M	56
Ipswich	LBN	F	15
Ipswich	LBN	M	17
Ipswich	MYS	F	238
Ipswich	MYS	M	211
Ipswich	MLT	F	14
Ipswich	MLT	M	20
Ipswich	NLD	F	107
Ipswich	NLD	M	159
Ipswich	NZL	F	2825
Ipswich	NZL	M	3787
Ipswich	PAK	F	23
Ipswich	PAK	M	83
Ipswich	PHL	F	607
Ipswich	PHL	M	427
Ipswich	POL	F	49
Ipswich	POL	M	69
Ipswich	SGP	F	75
Ipswich	SGP	M	69
Ipswich	ZAF	F	486
Ipswich	ZAF	M	604
Ipswich	KOR	F	150
Ipswich	KOR	M	181
Ipswich	LKA	F	143
Ipswich	LKA	M	194
Ipswich	THA	F	127
Ipswich	THA	M	45
Ipswich	TUR	F	13
Ipswich	TUR	M	19
Ipswich	GBR	F	2169
Ipswich	GBR	M	2848
Ipswich	USA	F	162
Ipswich	USA	M	195
Ipswich	VNM	F	998
Ipswich	VNM	M	1120
Ipswich	ZWE	F	130
Ipswich	ZWE	M	188
Logan - Beaudesert		F	3279
Logan - Beaudesert		M	3402
Logan - Beaudesert	AUS	F	32482
Logan - Beaudesert	AUS	M	31080
Logan - Beaudesert	CAN	F	101
Logan - Beaudesert	CAN	M	84
Logan - Beaudesert	CHN	F	582
Logan - Beaudesert	CHN	M	544
Logan - Beaudesert	HRV	F	58
Logan - Beaudesert	HRV	M	60
Logan - Beaudesert	EGY	F	37
Logan - Beaudesert	EGY	M	30
Logan - Beaudesert	FJI	F	346
Logan - Beaudesert	FJI	M	319
Logan - Beaudesert	MKD	F	18
Logan - Beaudesert	MKD	M	15
Logan - Beaudesert	DEU	F	170
Logan - Beaudesert	DEU	M	184
Logan - Beaudesert	GRC	F	7
Logan - Beaudesert	GRC	M	37
Logan - Beaudesert	HKG	F	139
Logan - Beaudesert	HKG	M	156
Logan - Beaudesert	IND	F	597
Logan - Beaudesert	IND	M	978
Logan - Beaudesert	IDN	F	120
Logan - Beaudesert	IDN	M	69
Logan - Beaudesert	IRN	F	65
Logan - Beaudesert	IRN	M	91
Logan - Beaudesert	IRQ	F	18
Logan - Beaudesert	IRQ	M	40
Logan - Beaudesert	IRL	F	110
Logan - Beaudesert	IRL	M	133
Logan - Beaudesert	ITA	F	29
Logan - Beaudesert	ITA	M	60
Logan - Beaudesert	JPN	F	97
Logan - Beaudesert	JPN	M	52
Logan - Beaudesert	LBN	F	15
Logan - Beaudesert	LBN	M	55
Logan - Beaudesert	MYS	F	232
Logan - Beaudesert	MYS	M	187
Logan - Beaudesert	MLT	F	17
Logan - Beaudesert	MLT	M	16
Logan - Beaudesert	NLD	F	111
Logan - Beaudesert	NLD	M	138
Logan - Beaudesert	NZL	F	3939
Logan - Beaudesert	NZL	M	4044
Logan - Beaudesert	PAK	F	56
Logan - Beaudesert	PAK	M	186
Logan - Beaudesert	PHL	F	630
Logan - Beaudesert	PHL	M	322
Logan - Beaudesert	POL	F	58
Logan - Beaudesert	POL	M	69
Logan - Beaudesert	SGP	F	84
Logan - Beaudesert	SGP	M	71
Logan - Beaudesert	ZAF	F	577
Logan - Beaudesert	ZAF	M	610
Logan - Beaudesert	KOR	F	206
Logan - Beaudesert	KOR	M	310
Logan - Beaudesert	LKA	F	108
Logan - Beaudesert	LKA	M	173
Logan - Beaudesert	THA	F	163
Logan - Beaudesert	THA	M	77
Logan - Beaudesert	TUR	F	14
Logan - Beaudesert	TUR	M	29
Logan - Beaudesert	GBR	F	2457
Logan - Beaudesert	GBR	M	2415
Logan - Beaudesert	USA	F	143
Logan - Beaudesert	USA	M	131
Logan - Beaudesert	VNM	F	381
Logan - Beaudesert	VNM	M	346
Logan - Beaudesert	ZWE	F	139
Logan - Beaudesert	ZWE	M	152
Mackay - Isaac - Whitsunday		F	1355
Mackay - Isaac - Whitsunday		M	1575
Mackay - Isaac - Whitsunday	AUS	F	28727
Mackay - Isaac - Whitsunday	AUS	M	37742
Mackay - Isaac - Whitsunday	CAN	F	98
Mackay - Isaac - Whitsunday	CAN	M	72
Mackay - Isaac - Whitsunday	CHN	F	114
Mackay - Isaac - Whitsunday	CHN	M	109
Mackay - Isaac - Whitsunday	HRV	F	10
Mackay - Isaac - Whitsunday	HRV	M	5
Mackay - Isaac - Whitsunday	EGY	F	6
Mackay - Isaac - Whitsunday	EGY	M	13
Mackay - Isaac - Whitsunday	FJI	F	57
Mackay - Isaac - Whitsunday	FJI	M	75
Mackay - Isaac - Whitsunday	DEU	F	129
Mackay - Isaac - Whitsunday	DEU	M	91
Mackay - Isaac - Whitsunday	GRC	F	10
Mackay - Isaac - Whitsunday	GRC	M	5
Mackay - Isaac - Whitsunday	HKG	F	31
Mackay - Isaac - Whitsunday	HKG	M	32
Mackay - Isaac - Whitsunday	IND	F	186
Mackay - Isaac - Whitsunday	IND	M	327
Mackay - Isaac - Whitsunday	IDN	F	32
Mackay - Isaac - Whitsunday	IDN	M	42
Mackay - Isaac - Whitsunday	IRN	F	11
Mackay - Isaac - Whitsunday	IRN	M	13
Mackay - Isaac - Whitsunday	IRQ	M	3
Mackay - Isaac - Whitsunday	IRL	F	77
Mackay - Isaac - Whitsunday	IRL	M	88
Mackay - Isaac - Whitsunday	ITA	F	25
Mackay - Isaac - Whitsunday	ITA	M	72
Mackay - Isaac - Whitsunday	JPN	F	60
Mackay - Isaac - Whitsunday	JPN	M	47
Mackay - Isaac - Whitsunday	LBN	F	4
Mackay - Isaac - Whitsunday	MYS	F	61
Mackay - Isaac - Whitsunday	MYS	M	68
Mackay - Isaac - Whitsunday	MLT	F	29
Mackay - Isaac - Whitsunday	MLT	M	51
Mackay - Isaac - Whitsunday	NLD	F	66
Mackay - Isaac - Whitsunday	NLD	M	85
Mackay - Isaac - Whitsunday	NZL	F	1459
Mackay - Isaac - Whitsunday	NZL	M	1992
Mackay - Isaac - Whitsunday	PAK	F	13
Mackay - Isaac - Whitsunday	PAK	M	24
Mackay - Isaac - Whitsunday	PHL	F	709
Mackay - Isaac - Whitsunday	PHL	M	506
Mackay - Isaac - Whitsunday	POL	F	22
Mackay - Isaac - Whitsunday	POL	M	21
Mackay - Isaac - Whitsunday	SGP	F	12
Mackay - Isaac - Whitsunday	SGP	M	20
Mackay - Isaac - Whitsunday	ZAF	F	435
Mackay - Isaac - Whitsunday	ZAF	M	523
Mackay - Isaac - Whitsunday	KOR	F	83
Mackay - Isaac - Whitsunday	KOR	M	112
Mackay - Isaac - Whitsunday	LKA	F	34
Mackay - Isaac - Whitsunday	LKA	M	58
Mackay - Isaac - Whitsunday	THA	F	137
Mackay - Isaac - Whitsunday	THA	M	29
Mackay - Isaac - Whitsunday	TUR	F	4
Mackay - Isaac - Whitsunday	TUR	M	11
Mackay - Isaac - Whitsunday	GBR	F	1104
Mackay - Isaac - Whitsunday	GBR	M	1321
Mackay - Isaac - Whitsunday	USA	F	102
Mackay - Isaac - Whitsunday	USA	M	87
Mackay - Isaac - Whitsunday	VNM	F	52
Mackay - Isaac - Whitsunday	VNM	M	51
Mackay - Isaac - Whitsunday	ZWE	F	155
Mackay - Isaac - Whitsunday	ZWE	M	185
Moreton Bay - North		F	1565
Moreton Bay - North		M	1308
Moreton Bay - North	AUS	F	26299
Moreton Bay - North	AUS	M	22834
Moreton Bay - North	CAN	F	81
Moreton Bay - North	CAN	M	64
Moreton Bay - North	CHN	F	209
Moreton Bay - North	CHN	M	157
Moreton Bay - North	HRV	F	8
Moreton Bay - North	HRV	M	15
Moreton Bay - North	EGY	F	9
Moreton Bay - North	EGY	M	13
Moreton Bay - North	FJI	F	159
Moreton Bay - North	FJI	M	100
Moreton Bay - North	MKD	F	8
Moreton Bay - North	MKD	M	4
Moreton Bay - North	DEU	F	125
Moreton Bay - North	DEU	M	101
Moreton Bay - North	GRC	M	12
Moreton Bay - North	HKG	F	85
Moreton Bay - North	HKG	M	59
Moreton Bay - North	IND	F	229
Moreton Bay - North	IND	M	335
Moreton Bay - North	IDN	F	53
Moreton Bay - North	IDN	M	16
Moreton Bay - North	IRN	F	20
Moreton Bay - North	IRN	M	30
Moreton Bay - North	IRQ	M	3
Moreton Bay - North	IRL	F	85
Moreton Bay - North	IRL	M	77
Moreton Bay - North	ITA	F	39
Moreton Bay - North	ITA	M	49
Moreton Bay - North	JPN	F	78
Moreton Bay - North	JPN	M	40
Moreton Bay - North	LBN	F	6
Moreton Bay - North	LBN	M	5
Moreton Bay - North	MYS	F	89
Moreton Bay - North	MYS	M	74
Moreton Bay - North	MLT	F	14
Moreton Bay - North	MLT	M	13
Moreton Bay - North	NLD	F	77
Moreton Bay - North	NLD	M	73
Moreton Bay - North	NZL	F	2086
Moreton Bay - North	NZL	M	1831
Moreton Bay - North	PAK	F	16
Moreton Bay - North	PAK	M	26
Moreton Bay - North	PHL	F	592
Moreton Bay - North	PHL	M	340
Moreton Bay - North	POL	F	27
Moreton Bay - North	POL	M	17
