SA4_NAME16	CountryOfBirth	Sex	workers
Central Coast	KOR	M	130
Central Coast	LKA	F	49
Central Coast	LKA	M	74
Central Coast	THA	F	231
Central Coast	THA	M	78
Central Coast	TUR	F	10
Central Coast	TUR	M	19
Central Coast	GBR	F	2866
Central Coast	GBR	M	2509
Central Coast	USA	F	192
Central Coast	USA	M	187
Central Coast	VNM	F	113
Central Coast	VNM	M	80
Central Coast	ZWE	F	70
Central Coast	ZWE	M	60
Central West		F	1287
Central West		M	1408
Central West	AUS	F	35671
Central West	AUS	M	38435
Central West	CAN	F	71
Central West	CAN	M	52
Central West	CHN	F	116
Central West	CHN	M	149
Central West	HRV	F	13
Central West	HRV	M	17
Central West	EGY	F	7
Central West	EGY	M	29
Central West	FJI	F	40
Central West	FJI	M	52
Central West	MKD	F	4
Central West	MKD	M	9
Central West	DEU	F	81
Central West	DEU	M	77
Central West	GRC	F	9
Central West	GRC	M	11
Central West	HKG	F	33
Central West	HKG	M	33
Central West	IND	F	220
Central West	IND	M	338
Central West	IDN	F	20
Central West	IDN	M	13
Central West	IRN	F	18
Central West	IRN	M	25
Central West	IRQ	F	14
Central West	IRQ	M	12
Central West	IRL	F	61
Central West	IRL	M	72
Central West	ITA	F	37
Central West	ITA	M	63
Central West	JPN	F	18
Central West	JPN	M	11
Central West	LBN	F	13
Central West	LBN	M	24
Central West	MYS	F	50
Central West	MYS	M	40
Central West	MLT	F	11
Central West	MLT	M	16
Central West	NLD	F	54
Central West	NLD	M	63
Central West	NZL	F	475
Central West	NZL	M	534
Central West	PAK	F	9
Central West	PAK	M	33
Central West	PHL	F	276
Central West	PHL	M	144
Central West	POL	F	20
Central West	POL	M	13
Central West	SGP	F	25
Central West	SGP	M	16
Central West	ZAF	F	139
Central West	ZAF	M	164
Central West	KOR	F	36
Central West	KOR	M	46
Central West	LKA	F	42
Central West	LKA	M	61
Central West	THA	F	82
Central West	THA	M	39
Central West	TUR	F	3
Central West	TUR	M	12
Central West	GBR	F	982
Central West	GBR	M	864
Central West	USA	F	98
Central West	USA	M	83
Central West	VNM	F	59
Central West	VNM	M	58
Central West	ZWE	F	67
Central West	ZWE	M	51
Coffs Harbour - Grafton		F	1032
Coffs Harbour - Grafton		M	982
Coffs Harbour - Grafton	AUS	F	21347
Coffs Harbour - Grafton	AUS	M	20241
Coffs Harbour - Grafton	CAN	F	67
Coffs Harbour - Grafton	CAN	M	43
Coffs Harbour - Grafton	CHN	F	63
Coffs Harbour - Grafton	CHN	M	48
Coffs Harbour - Grafton	HRV	F	7
Coffs Harbour - Grafton	HRV	M	3
Coffs Harbour - Grafton	EGY	F	5
Coffs Harbour - Grafton	EGY	M	9
Coffs Harbour - Grafton	FJI	F	25
Coffs Harbour - Grafton	FJI	M	28
Coffs Harbour - Grafton	MKD	M	4
Coffs Harbour - Grafton	DEU	F	110
Coffs Harbour - Grafton	DEU	M	79
Coffs Harbour - Grafton	GRC	F	4
Coffs Harbour - Grafton	GRC	M	8
Coffs Harbour - Grafton	HKG	F	31
Coffs Harbour - Grafton	HKG	M	29
Coffs Harbour - Grafton	IND	F	304
Coffs Harbour - Grafton	IND	M	411
Coffs Harbour - Grafton	IDN	F	19
Coffs Harbour - Grafton	IDN	M	3
Coffs Harbour - Grafton	IRN	F	5
Coffs Harbour - Grafton	IRN	M	7
Coffs Harbour - Grafton	IRQ	M	3
Coffs Harbour - Grafton	IRL	F	51
Coffs Harbour - Grafton	IRL	M	55
Coffs Harbour - Grafton	ITA	F	20
Coffs Harbour - Grafton	ITA	M	31
Coffs Harbour - Grafton	JPN	F	25
Coffs Harbour - Grafton	JPN	M	16
Coffs Harbour - Grafton	LBN	F	3
Coffs Harbour - Grafton	LBN	M	5
Coffs Harbour - Grafton	MYS	F	41
Coffs Harbour - Grafton	MYS	M	26
Coffs Harbour - Grafton	MLT	F	4
Coffs Harbour - Grafton	MLT	M	4
Coffs Harbour - Grafton	NLD	F	67
Coffs Harbour - Grafton	NLD	M	52
Coffs Harbour - Grafton	NZL	F	415
Coffs Harbour - Grafton	NZL	M	391
Coffs Harbour - Grafton	PAK	F	5
Coffs Harbour - Grafton	PAK	M	13
Coffs Harbour - Grafton	PHL	F	184
Coffs Harbour - Grafton	PHL	M	38
Coffs Harbour - Grafton	POL	F	10
Coffs Harbour - Grafton	POL	M	11
Coffs Harbour - Grafton	SGP	F	5
Coffs Harbour - Grafton	SGP	M	7
Coffs Harbour - Grafton	ZAF	F	107
Coffs Harbour - Grafton	ZAF	M	146
Coffs Harbour - Grafton	KOR	F	23
Coffs Harbour - Grafton	KOR	M	23
Coffs Harbour - Grafton	LKA	F	9
Coffs Harbour - Grafton	LKA	M	14
Coffs Harbour - Grafton	THA	F	59
Coffs Harbour - Grafton	THA	M	20
Coffs Harbour - Grafton	TUR	F	5
Coffs Harbour - Grafton	TUR	M	8
Coffs Harbour - Grafton	GBR	F	865
Coffs Harbour - Grafton	GBR	M	887
Coffs Harbour - Grafton	USA	F	88
Coffs Harbour - Grafton	USA	M	78
Coffs Harbour - Grafton	VNM	F	33
Coffs Harbour - Grafton	VNM	M	21
Coffs Harbour - Grafton	ZWE	F	23
Coffs Harbour - Grafton	ZWE	M	35
Far West and Orana		F	829
Far West and Orana		M	950
Far West and Orana	AUS	F	19866
Far West and Orana	AUS	M	21169
Far West and Orana	CAN	F	25
Far West and Orana	CAN	M	21
Far West and Orana	CHN	F	80
Far West and Orana	CHN	M	76
Far West and Orana	HRV	F	3
Far West and Orana	HRV	M	9
Far West and Orana	EGY	F	3
Far West and Orana	EGY	M	20
Far West and Orana	FJI	F	23
Far West and Orana	FJI	M	33
Far West and Orana	MKD	F	3
Far West and Orana	DEU	F	63
Far West and Orana	DEU	M	44
Far West and Orana	GRC	F	3
Far West and Orana	GRC	M	6
Far West and Orana	HKG	F	14
Far West and Orana	HKG	M	10
Far West and Orana	IND	F	153
Far West and Orana	IND	M	223
Far West and Orana	IDN	F	18
Far West and Orana	IDN	M	9
Far West and Orana	IRN	F	4
Far West and Orana	IRN	M	14
Far West and Orana	IRQ	F	4
Far West and Orana	IRQ	M	3
Far West and Orana	IRL	F	38
Far West and Orana	IRL	M	29
Far West and Orana	ITA	F	8
Far West and Orana	ITA	M	11
Far West and Orana	JPN	F	10
Far West and Orana	JPN	M	4
Far West and Orana	LBN	F	10
Far West and Orana	LBN	M	11
Far West and Orana	MYS	F	23
Far West and Orana	MYS	M	19
Far West and Orana	MLT	F	8
Far West and Orana	MLT	M	13
Far West and Orana	NLD	F	26
Far West and Orana	NLD	M	22
Far West and Orana	NZL	F	256
Far West and Orana	NZL	M	236
Far West and Orana	PAK	F	13
Far West and Orana	PAK	M	44
Far West and Orana	PHL	F	165
Far West and Orana	PHL	M	83
Far West and Orana	POL	F	8
Far West and Orana	POL	M	10
Far West and Orana	SGP	F	13
Far West and Orana	SGP	M	6
Far West and Orana	ZAF	F	74
Far West and Orana	ZAF	M	62
Far West and Orana	KOR	F	15
Far West and Orana	KOR	M	28
Far West and Orana	LKA	F	57
Far West and Orana	LKA	M	60
Far West and Orana	THA	F	24
Far West and Orana	THA	M	6
Far West and Orana	TUR	M	4
Far West and Orana	GBR	F	323
Far West and Orana	GBR	M	305
Far West and Orana	USA	F	36
Far West and Orana	USA	M	21
Far West and Orana	VNM	F	26
Far West and Orana	VNM	M	16
Far West and Orana	ZWE	F	32
Far West and Orana	ZWE	M	28
Hunter Valley exc Newcastle		F	1249
Hunter Valley exc Newcastle		M	1524
Hunter Valley exc Newcastle	AUS	F	40266
Hunter Valley exc Newcastle	AUS	M	48222
Hunter Valley exc Newcastle	CAN	F	87
Hunter Valley exc Newcastle	CAN	M	85
Hunter Valley exc Newcastle	CHN	F	163
Hunter Valley exc Newcastle	CHN	M	175
Hunter Valley exc Newcastle	HRV	F	17
Hunter Valley exc Newcastle	HRV	M	23
Hunter Valley exc Newcastle	EGY	F	7
Hunter Valley exc Newcastle	EGY	M	22
Hunter Valley exc Newcastle	FJI	F	32
Hunter Valley exc Newcastle	FJI	M	53
Hunter Valley exc Newcastle	MKD	F	3
Hunter Valley exc Newcastle	MKD	M	15
Hunter Valley exc Newcastle	DEU	F	92
Hunter Valley exc Newcastle	DEU	M	114
Hunter Valley exc Newcastle	GRC	F	6
Hunter Valley exc Newcastle	GRC	M	17
Hunter Valley exc Newcastle	HKG	F	42
Hunter Valley exc Newcastle	HKG	M	37
Hunter Valley exc Newcastle	IND	F	202
Hunter Valley exc Newcastle	IND	M	282
Hunter Valley exc Newcastle	IDN	F	28
Hunter Valley exc Newcastle	IDN	M	23
Hunter Valley exc Newcastle	IRN	F	6
Hunter Valley exc Newcastle	IRN	M	17
Hunter Valley exc Newcastle	IRQ	F	4
Hunter Valley exc Newcastle	IRQ	M	7
Hunter Valley exc Newcastle	IRL	F	79
Hunter Valley exc Newcastle	IRL	M	131
Hunter Valley exc Newcastle	ITA	F	18
Hunter Valley exc Newcastle	ITA	M	40
Hunter Valley exc Newcastle	JPN	F	25
Hunter Valley exc Newcastle	JPN	M	9
Hunter Valley exc Newcastle	LBN	F	15
Hunter Valley exc Newcastle	LBN	M	15
Hunter Valley exc Newcastle	MYS	F	91
Hunter Valley exc Newcastle	MYS	M	88
Hunter Valley exc Newcastle	MLT	F	14
Hunter Valley exc Newcastle	MLT	M	18
Hunter Valley exc Newcastle	NLD	F	59
Hunter Valley exc Newcastle	NLD	M	71
Hunter Valley exc Newcastle	NZL	F	748
Hunter Valley exc Newcastle	NZL	M	957
Hunter Valley exc Newcastle	PAK	F	21
Hunter Valley exc Newcastle	PAK	M	55
Hunter Valley exc Newcastle	PHL	F	311
Hunter Valley exc Newcastle	PHL	M	172
Hunter Valley exc Newcastle	POL	F	25
Hunter Valley exc Newcastle	POL	M	24
Hunter Valley exc Newcastle	SGP	F	30
Hunter Valley exc Newcastle	SGP	M	21
Hunter Valley exc Newcastle	ZAF	F	188
Hunter Valley exc Newcastle	ZAF	M	268
Hunter Valley exc Newcastle	KOR	F	39
Hunter Valley exc Newcastle	KOR	M	48
Hunter Valley exc Newcastle	LKA	F	34
Hunter Valley exc Newcastle	LKA	M	73
Hunter Valley exc Newcastle	THA	F	99
Hunter Valley exc Newcastle	THA	M	38
Hunter Valley exc Newcastle	TUR	F	12
Hunter Valley exc Newcastle	TUR	M	17
Hunter Valley exc Newcastle	GBR	F	1230
Hunter Valley exc Newcastle	GBR	M	1674
Hunter Valley exc Newcastle	USA	F	133
Hunter Valley exc Newcastle	USA	M	133
Hunter Valley exc Newcastle	VNM	F	61
Hunter Valley exc Newcastle	VNM	M	73
Hunter Valley exc Newcastle	ZWE	F	55
Hunter Valley exc Newcastle	ZWE	M	72
Illawarra		F	2391
Illawarra		M	2497
Illawarra	AUS	F	42540
Illawarra	AUS	M	38855
Illawarra	CAN	F	142
Illawarra	CAN	M	91
Illawarra	CHN	F	424
Illawarra	CHN	M	541
Illawarra	HRV	F	101
Illawarra	HRV	M	112
Illawarra	EGY	F	38
Illawarra	EGY	M	60
Illawarra	FJI	F	58
Illawarra	FJI	M	55
Illawarra	MKD	F	520
Illawarra	MKD	M	566
Illawarra	DEU	F	198
Illawarra	DEU	M	180
Illawarra	GRC	F	64
Illawarra	GRC	M	87
Illawarra	HKG	F	62
Illawarra	HKG	M	75
Illawarra	IND	F	351
Illawarra	IND	M	533
Illawarra	IDN	F	71
Illawarra	IDN	M	52
Illawarra	IRN	F	85
Illawarra	IRN	M	105
Illawarra	IRQ	F	23
Illawarra	IRQ	M	45
Illawarra	IRL	F	120
Illawarra	IRL	M	115
Illawarra	ITA	F	236
Illawarra	ITA	M	306
Illawarra	JPN	F	48
Illawarra	JPN	M	23
Illawarra	LBN	F	53
Illawarra	LBN	M	141
Illawarra	MYS	F	93
Illawarra	MYS	M	85
Illawarra	MLT	F	46
Illawarra	MLT	M	73
Illawarra	NLD	F	94
Illawarra	NLD	M	101
Illawarra	NZL	F	647
Illawarra	NZL	M	698
Illawarra	PAK	F	30
Illawarra	PAK	M	109
Illawarra	PHL	F	424
Illawarra	PHL	M	183
Illawarra	POL	F	68
Illawarra	POL	M	58
Illawarra	SGP	F	41
Illawarra	SGP	M	20
Illawarra	ZAF	F	212
Illawarra	ZAF	M	230
Illawarra	KOR	F	84
Illawarra	KOR	M	98
Illawarra	LKA	F	64
Illawarra	LKA	M	113
Illawarra	THA	F	222
Illawarra	THA	M	95
Illawarra	TUR	F	82
Illawarra	TUR	M	135
Illawarra	GBR	F	2653
Illawarra	GBR	M	2401
Illawarra	USA	F	192
Illawarra	USA	M	164
Illawarra	VNM	F	235
Illawarra	VNM	M	216
Illawarra	ZWE	F	45
Illawarra	ZWE	M	49
Mid North Coast		F	1269
Mid North Coast		M	1169
Mid North Coast	AUS	F	30693
Mid North Coast	AUS	M	28944
Mid North Coast	CAN	F	76
Mid North Coast	CAN	M	71
Mid North Coast	CHN	F	98
Mid North Coast	CHN	M	89
Mid North Coast	HRV	F	10
Mid North Coast	HRV	M	7
Mid North Coast	EGY	F	20
Mid North Coast	EGY	M	32
Mid North Coast	FJI	F	28
Mid North Coast	FJI	M	37
Mid North Coast	MKD	F	3
Mid North Coast	DEU	F	99
Mid North Coast	DEU	M	81
Mid North Coast	GRC	F	4
Mid North Coast	GRC	M	8
Mid North Coast	HKG	F	26
Mid North Coast	HKG	M	31
Mid North Coast	IND	F	125
Mid North Coast	IND	M	202
Mid North Coast	IDN	F	20
Mid North Coast	IDN	M	18
Mid North Coast	IRN	F	12
Mid North Coast	IRN	M	12
Mid North Coast	IRQ	F	8
Mid North Coast	IRQ	M	10
Mid North Coast	IRL	F	68
Mid North Coast	IRL	M	71
Mid North Coast	ITA	F	20
Mid North Coast	ITA	M	42
Mid North Coast	JPN	F	32
Mid North Coast	JPN	M	7
Mid North Coast	LBN	F	8
Mid North Coast	LBN	M	14
Mid North Coast	MYS	F	45
Mid North Coast	MYS	M	37
Mid North Coast	MLT	F	21
Mid North Coast	MLT	M	17
Mid North Coast	NLD	F	59
Mid North Coast	NLD	M	80
Mid North Coast	NZL	F	568
Mid North Coast	NZL	M	520
Mid North Coast	PAK	F	8
Mid North Coast	PAK	M	16
Mid North Coast	PHL	F	264
Mid North Coast	PHL	M	83
Mid North Coast	POL	F	19
Mid North Coast	POL	M	12
Mid North Coast	SGP	F	23
Mid North Coast	SGP	M	8
Mid North Coast	ZAF	F	138
Mid North Coast	ZAF	M	132
Mid North Coast	KOR	F	35
Mid North Coast	KOR	M	33
Mid North Coast	LKA	F	17
Mid North Coast	LKA	M	32
Mid North Coast	THA	F	73
Mid North Coast	THA	M	19
Mid North Coast	TUR	F	9
Mid North Coast	TUR	M	12
Mid North Coast	GBR	F	1187
Mid North Coast	GBR	M	1161
Mid North Coast	USA	F	95
Mid North Coast	USA	M	87
Mid North Coast	VNM	F	32
Mid North Coast	VNM	M	24
Mid North Coast	ZWE	F	27
Mid North Coast	ZWE	M	32
Murray		F	828
Murray		M	942
Murray	AUS	F	21500
Murray	AUS	M	21919
Murray	CAN	F	25
Murray	CAN	M	34
Murray	CHN	F	62
Murray	CHN	M	62
Murray	HRV	F	13
Murray	HRV	M	11
Murray	EGY	F	3
Murray	EGY	M	9
Murray	FJI	F	31
Murray	FJI	M	27
Murray	DEU	F	68
Murray	DEU	M	55
Murray	GRC	F	3
Murray	GRC	M	12
Murray	HKG	F	20
Murray	HKG	M	12
Murray	IND	F	207
Murray	IND	M	271
Murray	IDN	F	16
Murray	IDN	M	5
Murray	IRN	F	6
Murray	IRN	M	12
Murray	IRQ	M	7
Murray	IRL	F	30
Murray	IRL	M	41
Murray	ITA	F	29
Murray	ITA	M	53
Murray	JPN	F	7
Murray	JPN	M	7
Murray	LBN	F	6
Murray	LBN	M	10
Murray	MYS	F	36
Murray	MYS	M	31
Murray	MLT	F	4
Murray	MLT	M	5
Murray	NLD	F	47
Murray	NLD	M	64
Murray	NZL	F	296
Murray	NZL	M	328
Murray	PAK	F	7
Murray	PAK	M	23
Murray	PHL	F	189
Murray	PHL	M	94
Murray	POL	F	12
Murray	POL	M	7
Murray	SGP	F	19
Murray	SGP	M	7
Murray	ZAF	F	74
Murray	ZAF	M	78
Murray	KOR	F	21
Murray	KOR	M	40
Murray	LKA	F	41
Murray	LKA	M	61
Murray	THA	F	55
Murray	THA	M	7
Murray	TUR	M	6
Murray	GBR	F	540
Murray	GBR	M	552
Murray	USA	F	41
Murray	USA	M	43
Murray	VNM	F	24
Murray	VNM	M	23
Murray	ZWE	F	22
Murray	ZWE	M	14
New England and North West		F	1331
New England and North West		M	1446
New England and North West	AUS	F	31769
New England and North West	AUS	M	33715
New England and North West	CAN	F	56
New England and North West	CAN	M	47
New England and North West	CHN	F	115
New England and North West	CHN	M	145
New England and North West	HRV	F	4
New England and North West	HRV	M	10
New England and North West	EGY	F	3
New England and North West	EGY	M	6
New England and North West	FJI	F	41
New England and North West	FJI	M	53
New England and North West	MKD	M	3
New England and North West	DEU	F	94
New England and North West	DEU	M	55
New England and North West	GRC	F	6
New England and North West	GRC	M	8
New England and North West	HKG	F	27
New England and North West	HKG	M	34
New England and North West	IND	F	145
New England and North West	IND	M	274
New England and North West	IDN	F	21
New England and North West	IDN	M	7
New England and North West	IRN	F	15
New England and North West	IRN	M	21
New England and North West	IRQ	F	3
New England and North West	IRQ	M	5
New England and North West	IRL	F	35
New England and North West	IRL	M	51
New England and North West	ITA	F	18
New England and North West	ITA	M	31
New England and North West	JPN	F	23
New England and North West	JPN	M	9
New England and North West	LBN	F	11
New England and North West	LBN	M	9
New England and North West	MYS	F	40
New England and North West	MYS	M	52
New England and North West	MLT	F	5
New England and North West	MLT	M	12
New England and North West	NLD	F	51
New England and North West	NLD	M	51
New England and North West	NZL	F	382
New England and North West	NZL	M	441
New England and North West	PAK	F	12
New England and North West	PAK	M	48
New England and North West	PHL	F	324
New England and North West	PHL	M	229
New England and North West	POL	F	4
New England and North West	POL	M	14
New England and North West	SGP	F	18
New England and North West	SGP	M	20
New England and North West	ZAF	F	127
New England and North West	ZAF	M	145
New England and North West	KOR	F	56
New England and North West	KOR	M	119
New England and North West	LKA	F	33
New England and North West	LKA	M	63
New England and North West	THA	F	56
New England and North West	THA	M	25
New England and North West	TUR	F	6
New England and North West	TUR	M	3
New England and North West	GBR	F	650
New England and North West	GBR	M	660
New England and North West	USA	F	103
New England and North West	USA	M	93
New England and North West	VNM	F	54
New England and North West	VNM	M	55
New England and North West	ZWE	F	30
New England and North West	ZWE	M	36
Newcastle and Lake Macquarie		F	2238
Newcastle and Lake Macquarie		M	2208
Newcastle and Lake Macquarie	AUS	F	69962
Newcastle and Lake Macquarie	AUS	M	65296
Newcastle and Lake Macquarie	CAN	F	196
Newcastle and Lake Macquarie	CAN	M	169
Newcastle and Lake Macquarie	CHN	F	463
Newcastle and Lake Macquarie	CHN	M	418
Newcastle and Lake Macquarie	HRV	F	41
Newcastle and Lake Macquarie	HRV	M	48
Newcastle and Lake Macquarie	EGY	F	17
Newcastle and Lake Macquarie	EGY	M	32
Newcastle and Lake Macquarie	FJI	F	85
Newcastle and Lake Macquarie	FJI	M	85
Newcastle and Lake Macquarie	MKD	F	124
Newcastle and Lake Macquarie	MKD	M	133
Newcastle and Lake Macquarie	DEU	F	224
Newcastle and Lake Macquarie	DEU	M	179
Newcastle and Lake Macquarie	GRC	F	47
Newcastle and Lake Macquarie	GRC	M	40
Newcastle and Lake Macquarie	HKG	F	96
Newcastle and Lake Macquarie	HKG	M	88
Newcastle and Lake Macquarie	IND	F	427
Newcastle and Lake Macquarie	IND	M	665
Newcastle and Lake Macquarie	IDN	F	87
Newcastle and Lake Macquarie	IDN	M	74
Newcastle and Lake Macquarie	IRN	F	45
Newcastle and Lake Macquarie	IRN	M	80
Newcastle and Lake Macquarie	IRQ	F	11
Newcastle and Lake Macquarie	IRQ	M	20
Newcastle and Lake Macquarie	IRL	F	146
Newcastle and Lake Macquarie	IRL	M	157
Newcastle and Lake Macquarie	ITA	F	101
Newcastle and Lake Macquarie	ITA	M	128
Newcastle and Lake Macquarie	JPN	F	52
Newcastle and Lake Macquarie	JPN	M	31
Newcastle and Lake Macquarie	LBN	F	18
Newcastle and Lake Macquarie	LBN	M	25
Newcastle and Lake Macquarie	MYS	F	195
Newcastle and Lake Macquarie	MYS	M	203
Newcastle and Lake Macquarie	MLT	F	18
Newcastle and Lake Macquarie	MLT	M	26
Newcastle and Lake Macquarie	NLD	F	94
Newcastle and Lake Macquarie	NLD	M	98
Newcastle and Lake Macquarie	NZL	F	1104
Newcastle and Lake Macquarie	NZL	M	1157
Newcastle and Lake Macquarie	PAK	F	26
Newcastle and Lake Macquarie	PAK	M	136
Newcastle and Lake Macquarie	PHL	F	564
Newcastle and Lake Macquarie	PHL	M	250
Newcastle and Lake Macquarie	POL	F	81
Newcastle and Lake Macquarie	POL	M	62
Newcastle and Lake Macquarie	SGP	F	49
Newcastle and Lake Macquarie	SGP	M	43
Newcastle and Lake Macquarie	ZAF	F	351
Newcastle and Lake Macquarie	ZAF	M	353
Newcastle and Lake Macquarie	KOR	F	159
Newcastle and Lake Macquarie	KOR	M	169
Newcastle and Lake Macquarie	LKA	F	92
Newcastle and Lake Macquarie	LKA	M	104
Newcastle and Lake Macquarie	THA	F	197
Newcastle and Lake Macquarie	THA	M	91
Newcastle and Lake Macquarie	TUR	F	5
Newcastle and Lake Macquarie	TUR	M	25
Newcastle and Lake Macquarie	GBR	F	2251
Newcastle and Lake Macquarie	GBR	M	2351
Newcastle and Lake Macquarie	USA	F	328
Newcastle and Lake Macquarie	USA	M	264
Newcastle and Lake Macquarie	VNM	F	156
Newcastle and Lake Macquarie	VNM	M	130
Newcastle and Lake Macquarie	ZWE	F	124
Newcastle and Lake Macquarie	ZWE	M	82
Richmond - Tweed		F	1843
Richmond - Tweed		M	1728
Richmond - Tweed	AUS	F	36915
Richmond - Tweed	AUS	M	34593
Richmond - Tweed	CAN	F	175
Richmond - Tweed	CAN	M	139
Richmond - Tweed	CHN	F	116
Richmond - Tweed	CHN	M	86
Richmond - Tweed	HRV	F	8
Richmond - Tweed	HRV	M	5
Richmond - Tweed	EGY	F	11
Richmond - Tweed	EGY	M	14
Richmond - Tweed	FJI	F	56
Richmond - Tweed	FJI	M	56
Richmond - Tweed	MKD	F	7
Richmond - Tweed	MKD	M	7
Richmond - Tweed	DEU	F	253
Richmond - Tweed	DEU	M	181
Richmond - Tweed	GRC	F	9
Richmond - Tweed	GRC	M	18
Richmond - Tweed	HKG	F	33
Richmond - Tweed	HKG	M	41
Richmond - Tweed	IND	F	175
Richmond - Tweed	IND	M	279
Richmond - Tweed	IDN	F	48
Richmond - Tweed	IDN	M	27
Richmond - Tweed	IRN	F	13
Richmond - Tweed	IRN	M	18
Richmond - Tweed	IRQ	F	3
Richmond - Tweed	IRQ	M	3
Richmond - Tweed	IRL	F	90
Richmond - Tweed	IRL	M	102
Richmond - Tweed	ITA	F	87
Richmond - Tweed	ITA	M	120
Richmond - Tweed	JPN	F	137
Richmond - Tweed	JPN	M	67
Richmond - Tweed	LBN	F	5
Richmond - Tweed	LBN	M	10
Richmond - Tweed	MYS	F	91
Richmond - Tweed	MYS	M	55
Richmond - Tweed	MLT	F	17
Richmond - Tweed	MLT	M	16
Richmond - Tweed	NLD	F	121
Richmond - Tweed	NLD	M	99
Richmond - Tweed	NZL	F	1234
Richmond - Tweed	NZL	M	1101
Richmond - Tweed	PAK	F	7
Richmond - Tweed	PAK	M	17
Richmond - Tweed	PHL	F	363
Richmond - Tweed	PHL	M	80
Richmond - Tweed	POL	F	27
Richmond - Tweed	POL	M	23
Richmond - Tweed	SGP	F	36
Richmond - Tweed	SGP	M	28
Richmond - Tweed	ZAF	F	226
Richmond - Tweed	ZAF	M	231
Richmond - Tweed	KOR	F	41
Richmond - Tweed	KOR	M	44
Richmond - Tweed	LKA	F	22
Richmond - Tweed	LKA	M	25
Richmond - Tweed	THA	F	145
Richmond - Tweed	THA	M	31
Richmond - Tweed	TUR	F	14
Richmond - Tweed	TUR	M	17
Richmond - Tweed	GBR	F	1807
Richmond - Tweed	GBR	M	1773
