SA4_NAME16	Age	workers
Southern Highlands and Shoalhaven	55-59	5845
Southern Highlands and Shoalhaven	60-64	3956
Southern Highlands and Shoalhaven	65-69	1958
Southern Highlands and Shoalhaven	70-74	816
Southern Highlands and Shoalhaven	75+	463
Sydney - Baulkham Hills and Hawkesbury	15-19	5793
Sydney - Baulkham Hills and Hawkesbury	20-24	8320
Sydney - Baulkham Hills and Hawkesbury	25-29	7960
Sydney - Baulkham Hills and Hawkesbury	30-34	8301
Sydney - Baulkham Hills and Hawkesbury	35-39	8486
Sydney - Baulkham Hills and Hawkesbury	40-44	9360
Sydney - Baulkham Hills and Hawkesbury	45-49	8859
Sydney - Baulkham Hills and Hawkesbury	50-54	8193
Sydney - Baulkham Hills and Hawkesbury	55-59	6741
Sydney - Baulkham Hills and Hawkesbury	60-64	4613
Sydney - Baulkham Hills and Hawkesbury	65-69	2478
Sydney - Baulkham Hills and Hawkesbury	70-74	926
Sydney - Baulkham Hills and Hawkesbury	75+	449
Sydney - Blacktown	15-19	6056
Sydney - Blacktown	20-24	10029
Sydney - Blacktown	25-29	11304
Sydney - Blacktown	30-34	12383
Sydney - Blacktown	35-39	12254
Sydney - Blacktown	40-44	12411
Sydney - Blacktown	45-49	11922
Sydney - Blacktown	50-54	11259
Sydney - Blacktown	55-59	9331
Sydney - Blacktown	60-64	6066
Sydney - Blacktown	65-69	2429
Sydney - Blacktown	70-74	721
Sydney - Blacktown	75+	239
Sydney - City and Inner South	15-19	10022
Sydney - City and Inner South	20-24	53453
Sydney - City and Inner South	25-29	90376
Sydney - City and Inner South	30-34	96111
Sydney - City and Inner South	35-39	81135
Sydney - City and Inner South	40-44	68622
Sydney - City and Inner South	45-49	57495
Sydney - City and Inner South	50-54	47672
Sydney - City and Inner South	55-59	36453
Sydney - City and Inner South	60-64	21951
Sydney - City and Inner South	65-69	10057
Sydney - City and Inner South	70-74	3429
Sydney - City and Inner South	75+	1572
Sydney - Eastern Suburbs	15-19	3252
Sydney - Eastern Suburbs	20-24	9951
Sydney - Eastern Suburbs	25-29	12700
Sydney - Eastern Suburbs	30-34	12175
Sydney - Eastern Suburbs	35-39	10231
Sydney - Eastern Suburbs	40-44	9369
Sydney - Eastern Suburbs	45-49	8794
Sydney - Eastern Suburbs	50-54	8091
Sydney - Eastern Suburbs	55-59	6946
Sydney - Eastern Suburbs	60-64	5115
Sydney - Eastern Suburbs	65-69	3090
Sydney - Eastern Suburbs	70-74	1360
Sydney - Eastern Suburbs	75+	787
Sydney - Inner South West	15-19	6739
Sydney - Inner South West	20-24	13592
Sydney - Inner South West	25-29	16328
Sydney - Inner South West	30-34	16981
Sydney - Inner South West	35-39	15764
Sydney - Inner South West	40-44	16637
Sydney - Inner South West	45-49	16787
Sydney - Inner South West	50-54	16307
Sydney - Inner South West	55-59	13992
Sydney - Inner South West	60-64	9150
Sydney - Inner South West	65-69	4250
Sydney - Inner South West	70-74	1419
Sydney - Inner South West	75+	687
Sydney - Inner West	15-19	4049
Sydney - Inner West	20-24	9924
Sydney - Inner West	25-29	12955
Sydney - Inner West	30-34	13261
Sydney - Inner West	35-39	12053
Sydney - Inner West	40-44	11948
Sydney - Inner West	45-49	11465
Sydney - Inner West	50-54	11202
Sydney - Inner West	55-59	9372
Sydney - Inner West	60-64	6254
Sydney - Inner West	65-69	3022
Sydney - Inner West	70-74	1143
Sydney - Inner West	75+	570
Sydney - North Sydney and Hornsby	15-19	7974
Sydney - North Sydney and Hornsby	20-24	19287
Sydney - North Sydney and Hornsby	25-29	25624
Sydney - North Sydney and Hornsby	30-34	28435
Sydney - North Sydney and Hornsby	35-39	25731
Sydney - North Sydney and Hornsby	40-44	24545
Sydney - North Sydney and Hornsby	45-49	22833
Sydney - North Sydney and Hornsby	50-54	20537
Sydney - North Sydney and Hornsby	55-59	16942
Sydney - North Sydney and Hornsby	60-64	11264
Sydney - North Sydney and Hornsby	65-69	6420
Sydney - North Sydney and Hornsby	70-74	2608
Sydney - North Sydney and Hornsby	75+	1425
Sydney - Northern Beaches	15-19	5442
Sydney - Northern Beaches	20-24	8075
Sydney - Northern Beaches	25-29	8668
Sydney - Northern Beaches	30-34	9084
Sydney - Northern Beaches	35-39	8965
Sydney - Northern Beaches	40-44	9792
Sydney - Northern Beaches	45-49	9955
Sydney - Northern Beaches	50-54	9512
Sydney - Northern Beaches	55-59	7864
Sydney - Northern Beaches	60-64	5656
Sydney - Northern Beaches	65-69	3124
Sydney - Northern Beaches	70-74	1366
Sydney - Northern Beaches	75+	738
Sydney - Outer South West	15-19	5759
Sydney - Outer South West	20-24	8011
Sydney - Outer South West	25-29	8064
Sydney - Outer South West	30-34	8313
Sydney - Outer South West	35-39	8103
Sydney - Outer South West	40-44	9023
Sydney - Outer South West	45-49	8455
Sydney - Outer South West	50-54	8288
Sydney - Outer South West	55-59	7232
Sydney - Outer South West	60-64	4668
Sydney - Outer South West	65-69	1916
Sydney - Outer South West	70-74	580
Sydney - Outer South West	75+	244
Sydney - Outer West and Blue Mountains	15-19	7472
Sydney - Outer West and Blue Mountains	20-24	10116
Sydney - Outer West and Blue Mountains	25-29	9971
Sydney - Outer West and Blue Mountains	30-34	10291
Sydney - Outer West and Blue Mountains	35-39	10181
Sydney - Outer West and Blue Mountains	40-44	11046
Sydney - Outer West and Blue Mountains	45-49	11265
Sydney - Outer West and Blue Mountains	50-54	10824
Sydney - Outer West and Blue Mountains	55-59	9992
Sydney - Outer West and Blue Mountains	60-64	6695
Sydney - Outer West and Blue Mountains	65-69	3008
Sydney - Outer West and Blue Mountains	70-74	957
Sydney - Outer West and Blue Mountains	75+	446
Sydney - Parramatta	15-19	6925
Sydney - Parramatta	20-24	18824
Sydney - Parramatta	25-29	25616
Sydney - Parramatta	30-34	28318
Sydney - Parramatta	35-39	26311
Sydney - Parramatta	40-44	25261
Sydney - Parramatta	45-49	24123
Sydney - Parramatta	50-54	23263
Sydney - Parramatta	55-59	19577
Sydney - Parramatta	60-64	12718
Sydney - Parramatta	65-69	5207
Sydney - Parramatta	70-74	1598
Sydney - Parramatta	75+	616
Sydney - Ryde	15-19	3440
Sydney - Ryde	20-24	8517
Sydney - Ryde	25-29	10780
Sydney - Ryde	30-34	13178
Sydney - Ryde	35-39	12898
Sydney - Ryde	40-44	12521
Sydney - Ryde	45-49	11298
Sydney - Ryde	50-54	10125
Sydney - Ryde	55-59	8165
Sydney - Ryde	60-64	5119
Sydney - Ryde	65-69	2344
Sydney - Ryde	70-74	801
Sydney - Ryde	75+	425
Sydney - South West	15-19	6386
Sydney - South West	20-24	12435
Sydney - South West	25-29	13929
Sydney - South West	30-34	14277
Sydney - South West	35-39	13343
Sydney - South West	40-44	14313
Sydney - South West	45-49	13882
Sydney - South West	50-54	13248
Sydney - South West	55-59	11377
Sydney - South West	60-64	7095
Sydney - South West	65-69	2948
Sydney - South West	70-74	860
Sydney - South West	75+	394
Sydney - Sutherland	15-19	5431
Sydney - Sutherland	20-24	7268
Sydney - Sutherland	25-29	6602
Sydney - Sutherland	30-34	6273
Sydney - Sutherland	35-39	6373
Sydney - Sutherland	40-44	7018
Sydney - Sutherland	45-49	6956
Sydney - Sutherland	50-54	6752
Sydney - Sutherland	55-59	6227
Sydney - Sutherland	60-64	4211
Sydney - Sutherland	65-69	2101
Sydney - Sutherland	70-74	801
Sydney - Sutherland	75+	356
Migratory - Offshore - Shipping (NSW)	15-19	3
Migratory - Offshore - Shipping (NSW)	20-24	10
Migratory - Offshore - Shipping (NSW)	25-29	13
Migratory - Offshore - Shipping (NSW)	30-34	9
Migratory - Offshore - Shipping (NSW)	35-39	4
Migratory - Offshore - Shipping (NSW)	40-44	9
Migratory - Offshore - Shipping (NSW)	45-49	11
Migratory - Offshore - Shipping (NSW)	50-54	14
Migratory - Offshore - Shipping (NSW)	55-59	10
Migratory - Offshore - Shipping (NSW)	60-64	9
Migratory - Offshore - Shipping (NSW)	70-74	3
No usual address (NSW)	15-19	6211
No usual address (NSW)	20-24	13764
No usual address (NSW)	25-29	14801
No usual address (NSW)	30-34	15118
No usual address (NSW)	35-39	14642
No usual address (NSW)	40-44	16014
No usual address (NSW)	45-49	16146
No usual address (NSW)	50-54	16224
No usual address (NSW)	55-59	14163
No usual address (NSW)	60-64	9670
No usual address (NSW)	65-69	4420
No usual address (NSW)	70-74	1508
No usual address (NSW)	75+	690
Ballarat	15-19	3664
Ballarat	20-24	5848
Ballarat	25-29	5706
Ballarat	30-34	5556
Ballarat	35-39	5691
Ballarat	40-44	6456
Ballarat	45-49	6628
Ballarat	50-54	6789
Ballarat	55-59	6201
Ballarat	60-64	4322
Ballarat	65-69	1914
Ballarat	70-74	669
Ballarat	75+	425
Bendigo	15-19	3705
Bendigo	20-24	5840
Bendigo	25-29	5755
Bendigo	30-34	5729
Bendigo	35-39	5607
Bendigo	40-44	6263
Bendigo	45-49	6785
Bendigo	50-54	6746
Bendigo	55-59	6389
Bendigo	60-64	4521
Bendigo	65-69	1913
Bendigo	70-74	678
Bendigo	75+	472
Geelong	15-19	6623
Geelong	20-24	10557
Geelong	25-29	10857
Geelong	30-34	11180
Geelong	35-39	10798
Geelong	40-44	12068
Geelong	45-49	11922
Geelong	50-54	11491
Geelong	55-59	10405
Geelong	60-64	7023
Geelong	65-69	2984
Geelong	70-74	1032
Geelong	75+	525
Hume	15-19	4316
Hume	20-24	5888
Hume	25-29	5721
Hume	30-34	5894
Hume	35-39	5916
Hume	40-44	6955
Hume	45-49	7547
Hume	50-54	7931
Hume	55-59	7823
Hume	60-64	5782
Hume	65-69	2811
Hume	70-74	1114
Hume	75+	812
Latrobe - Gippsland	15-19	6089
Latrobe - Gippsland	20-24	8145
Latrobe - Gippsland	25-29	8712
Latrobe - Gippsland	30-34	9181
Latrobe - Gippsland	35-39	8878
Latrobe - Gippsland	40-44	10008
Latrobe - Gippsland	45-49	11211
Latrobe - Gippsland	50-54	11619
Latrobe - Gippsland	55-59	11410
Latrobe - Gippsland	60-64	8368
Latrobe - Gippsland	65-69	3896
Latrobe - Gippsland	70-74	1554
Latrobe - Gippsland	75+	1124
Melbourne - Inner	15-19	13469
Melbourne - Inner	20-24	63337
Melbourne - Inner	25-29	105284
Melbourne - Inner	30-34	112586
Melbourne - Inner	35-39	94254
Melbourne - Inner	40-44	79353
Melbourne - Inner	45-49	69774
Melbourne - Inner	50-54	56557
Melbourne - Inner	55-59	44367
Melbourne - Inner	60-64	27987
Melbourne - Inner	65-69	12918
Melbourne - Inner	70-74	4376
Melbourne - Inner	75+	2205
Melbourne - Inner East	15-19	6455
Melbourne - Inner East	20-24	14069
Melbourne - Inner East	25-29	17074
Melbourne - Inner East	30-34	16687
Melbourne - Inner East	35-39	14501
Melbourne - Inner East	40-44	15007
Melbourne - Inner East	45-49	15668
Melbourne - Inner East	50-54	14520
Melbourne - Inner East	55-59	12603
Melbourne - Inner East	60-64	8516
Melbourne - Inner East	65-69	4471
Melbourne - Inner East	70-74	1852
Melbourne - Inner East	75+	916
Melbourne - Inner South	15-19	7756
Melbourne - Inner South	20-24	16000
Melbourne - Inner South	25-29	16359
Melbourne - Inner South	30-34	16526
Melbourne - Inner South	35-39	14895
Melbourne - Inner South	40-44	16267
Melbourne - Inner South	45-49	17485
Melbourne - Inner South	50-54	15903
Melbourne - Inner South	55-59	13672
Melbourne - Inner South	60-64	9702
Melbourne - Inner South	65-69	5075
Melbourne - Inner South	70-74	1942
Melbourne - Inner South	75+	980
Melbourne - North East	15-19	8315
Melbourne - North East	20-24	14030
Melbourne - North East	25-29	15753
Melbourne - North East	30-34	16130
Melbourne - North East	35-39	14731
Melbourne - North East	40-44	15628
Melbourne - North East	45-49	16200
Melbourne - North East	50-54	14885
Melbourne - North East	55-59	13022
Melbourne - North East	60-64	8811
Melbourne - North East	65-69	3850
Melbourne - North East	70-74	1262
Melbourne - North East	75+	598
Melbourne - North West	15-19	6192
Melbourne - North West	20-24	12751
Melbourne - North West	25-29	15642
Melbourne - North West	30-34	16698
Melbourne - North West	35-39	15483
Melbourne - North West	40-44	16096
Melbourne - North West	45-49	16514
Melbourne - North West	50-54	15184
Melbourne - North West	55-59	12090
Melbourne - North West	60-64	7546
Melbourne - North West	65-69	2884
Melbourne - North West	70-74	933
Melbourne - North West	75+	416
Melbourne - Outer East	15-19	11418
Melbourne - Outer East	20-24	16931
Melbourne - Outer East	25-29	16749
Melbourne - Outer East	30-34	16706
Melbourne - Outer East	35-39	16509
Melbourne - Outer East	40-44	18677
Melbourne - Outer East	45-49	20043
Melbourne - Outer East	50-54	19322
Melbourne - Outer East	55-59	16702
Melbourne - Outer East	60-64	11702
Melbourne - Outer East	65-69	5543
Melbourne - Outer East	70-74	1913
Melbourne - Outer East	75+	936
Melbourne - South East	15-19	13272
Melbourne - South East	20-24	26753
Melbourne - South East	25-29	32760
Melbourne - South East	30-34	35453
Melbourne - South East	35-39	33300
Melbourne - South East	40-44	34660
Melbourne - South East	45-49	35522
Melbourne - South East	50-54	32150
Melbourne - South East	55-59	26569
Melbourne - South East	60-64	17646
Melbourne - South East	65-69	7470
Melbourne - South East	70-74	2422
Melbourne - South East	75+	1182
Melbourne - West	15-19	11219
Melbourne - West	20-24	20845
Melbourne - West	25-29	25072
Melbourne - West	30-34	27165
Melbourne - West	35-39	25340
Melbourne - West	40-44	25463
Melbourne - West	45-49	24849
Melbourne - West	50-54	22282
Melbourne - West	55-59	18406
Melbourne - West	60-64	11736
Melbourne - West	65-69	4359
Melbourne - West	70-74	1237
Melbourne - West	75+	480
Mornington Peninsula	15-19	6804
Mornington Peninsula	20-24	9119
Mornington Peninsula	25-29	8613
Mornington Peninsula	30-34	8544
Mornington Peninsula	35-39	8545
Mornington Peninsula	40-44	9913
Mornington Peninsula	45-49	10760
Mornington Peninsula	50-54	10001
Mornington Peninsula	55-59	8928
Mornington Peninsula	60-64	6269
Mornington Peninsula	65-69	3165
Mornington Peninsula	70-74	1157
Mornington Peninsula	75+	575
North West	15-19	3733
North West	20-24	5053
North West	25-29	5620
North West	30-34	5228
North West	35-39	5220
North West	40-44	5983
North West	45-49	6869
North West	50-54	7103
North West	55-59	7073
North West	60-64	5203
North West	65-69	2483
North West	70-74	1022
North West	75+	805
Shepparton	15-19	3588
Shepparton	20-24	4424
Shepparton	25-29	4835
Shepparton	30-34	4831
Shepparton	35-39	4730
Shepparton	40-44	5681
Shepparton	45-49	6151
Shepparton	50-54	6285
Shepparton	55-59	5874
Shepparton	60-64	4244
Shepparton	65-69	1935
Shepparton	70-74	695
Shepparton	75+	542
Warrnambool and South West	15-19	3520
Warrnambool and South West	20-24	4332
Warrnambool and South West	25-29	4483
Warrnambool and South West	30-34	4337
Warrnambool and South West	35-39	4624
Warrnambool and South West	40-44	5373
Warrnambool and South West	45-49	6056
Warrnambool and South West	50-54	6441
Warrnambool and South West	55-59	5946
Warrnambool and South West	60-64	4485
Warrnambool and South West	65-69	2126
Warrnambool and South West	70-74	903
Warrnambool and South West	75+	701
Migratory - Offshore - Shipping (Vic.)	20-24	3
Migratory - Offshore - Shipping (Vic.)	25-29	7
Migratory - Offshore - Shipping (Vic.)	30-34	16
Migratory - Offshore - Shipping (Vic.)	35-39	14
Migratory - Offshore - Shipping (Vic.)	40-44	28
Migratory - Offshore - Shipping (Vic.)	45-49	26
Migratory - Offshore - Shipping (Vic.)	50-54	29
Migratory - Offshore - Shipping (Vic.)	55-59	22
Migratory - Offshore - Shipping (Vic.)	60-64	9
Migratory - Offshore - Shipping (Vic.)	65-69	3
Migratory - Offshore - Shipping (Vic.)	70-74	3
No usual address (Vic.)	15-19	4421
No usual address (Vic.)	20-24	12150
No usual address (Vic.)	25-29	13839
No usual address (Vic.)	30-34	13394
No usual address (Vic.)	35-39	12119
No usual address (Vic.)	40-44	13090
No usual address (Vic.)	45-49	13644
No usual address (Vic.)	50-54	12459
No usual address (Vic.)	55-59	11054
No usual address (Vic.)	60-64	7571
No usual address (Vic.)	65-69	3430
No usual address (Vic.)	70-74	1240
No usual address (Vic.)	75+	612
Brisbane - East	15-19	6002
Brisbane - East	20-24	7230
Brisbane - East	25-29	7718
Brisbane - East	30-34	8273
Brisbane - East	35-39	8107
Brisbane - East	40-44	9243
Brisbane - East	45-49	9324
Brisbane - East	50-54	8849
Brisbane - East	55-59	7547
Brisbane - East	60-64	5111
Brisbane - East	65-69	2149
Brisbane - East	70-74	703
Brisbane - East	75+	291
Brisbane - North	15-19	6012
Brisbane - North	20-24	11026
Brisbane - North	25-29	12074
Brisbane - North	30-34	12725
Brisbane - North	35-39	12211
Brisbane - North	40-44	13019
Brisbane - North	45-49	12953
Brisbane - North	50-54	12248
Brisbane - North	55-59	10059
Brisbane - North	60-64	6482
Brisbane - North	65-69	2585
Brisbane - North	70-74	756
Brisbane - North	75+	360
Brisbane - South	15-19	7868
Brisbane - South	20-24	16366
Brisbane - South	25-29	18224
Brisbane - South	30-34	18546
Brisbane - South	35-39	17054
Brisbane - South	40-44	17560
Brisbane - South	45-49	17459
Brisbane - South	50-54	15620
Brisbane - South	55-59	13098
Brisbane - South	60-64	8624
Brisbane - South	65-69	3661
Brisbane - South	70-74	1131
Brisbane - South	75+	505
Brisbane - West	15-19	4606
Brisbane - West	20-24	8421
Brisbane - West	25-29	6783
Brisbane - West	30-34	6448
Brisbane - West	35-39	5768
Brisbane - West	40-44	5866
Brisbane - West	45-49	6062
Brisbane - West	50-54	5309
Brisbane - West	55-59	4530
Brisbane - West	60-64	3200
Brisbane - West	65-69	1713
Brisbane - West	70-74	638
Brisbane - West	75+	290
Brisbane Inner City	15-19	10156
Brisbane Inner City	20-24	32149
Brisbane Inner City	25-29	41132
Brisbane Inner City	30-34	44044
Brisbane Inner City	35-39	39333
Brisbane Inner City	40-44	38174
Brisbane Inner City	45-49	34558
Brisbane Inner City	50-54	28609
Brisbane Inner City	55-59	22170
Brisbane Inner City	60-64	13579
Brisbane Inner City	65-69	5599
Brisbane Inner City	70-74	1749
Brisbane Inner City	75+	809
Cairns	15-19	5937
Cairns	20-24	7985
Cairns	25-29	9258
Cairns	30-34	9862
Cairns	35-39	10045
Cairns	40-44	11232
Cairns	45-49	11713
Cairns	50-54	11153
Cairns	55-59	9930
Cairns	60-64	7045
Cairns	65-69	3204
Cairns	70-74	1250
Cairns	75+	683
Darling Downs - Maranoa	15-19	3322
Darling Downs - Maranoa	20-24	4435
Darling Downs - Maranoa	25-29	5048
Darling Downs - Maranoa	30-34	5242
Darling Downs - Maranoa	35-39	5104
Darling Downs - Maranoa	40-44	5864
Darling Downs - Maranoa	45-49	6382
Darling Downs - Maranoa	50-54	6261
Darling Downs - Maranoa	55-59	5683
Darling Downs - Maranoa	60-64	4263
Darling Downs - Maranoa	65-69	2294
Darling Downs - Maranoa	70-74	1152
Darling Downs - Maranoa	75+	890
Central Queensland	15-19	6240
Central Queensland	20-24	8706
Central Queensland	25-29	9802
Central Queensland	30-34	10621
Central Queensland	35-39	10096
Central Queensland	40-44	10747
Central Queensland	45-49	11012
Central Queensland	50-54	10845
Central Queensland	55-59	9188
Central Queensland	60-64	5638
Central Queensland	65-69	2257
Central Queensland	70-74	865
Central Queensland	75+	550
Gold Coast	15-19	14983
Gold Coast	20-24	23812
Gold Coast	25-29	25509
Gold Coast	30-34	26127
Gold Coast	35-39	25259
Gold Coast	40-44	27009
Gold Coast	45-49	26644
Gold Coast	50-54	24168
Gold Coast	55-59	20653
Gold Coast	60-64	14166
Gold Coast	65-69	7268
Gold Coast	70-74	2537
Gold Coast	75+	1120
Ipswich	15-19	6715
Ipswich	20-24	10201
Ipswich	25-29	11534
Ipswich	30-34	12059
Ipswich	35-39	11541
Ipswich	40-44	12389
Ipswich	45-49	12394
Ipswich	50-54	11615
Ipswich	55-59	9523
Ipswich	60-64	6055
Ipswich	65-69	2575
Ipswich	70-74	874
Ipswich	75+	425
Logan - Beaudesert	15-19	6810
Logan - Beaudesert	20-24	9617
Logan - Beaudesert	25-29	10030
Logan - Beaudesert	30-34	10383
Logan - Beaudesert	35-39	10163
Logan - Beaudesert	40-44	10468
Logan - Beaudesert	45-49	10415
Logan - Beaudesert	50-54	9382
Logan - Beaudesert	55-59	8103
Logan - Beaudesert	60-64	5461
Logan - Beaudesert	65-69	2396
Logan - Beaudesert	70-74	718
Logan - Beaudesert	75+	294
Mackay - Isaac - Whitsunday	15-19	4446
Mackay - Isaac - Whitsunday	20-24	6786
Mackay - Isaac - Whitsunday	25-29	8663
Mackay - Isaac - Whitsunday	30-34	9407
Mackay - Isaac - Whitsunday	35-39	8612
Mackay - Isaac - Whitsunday	40-44	9325
Mackay - Isaac - Whitsunday	45-49	9451
Mackay - Isaac - Whitsunday	50-54	8911
Mackay - Isaac - Whitsunday	55-59	7594
Mackay - Isaac - Whitsunday	60-64	4774
Mackay - Isaac - Whitsunday	65-69	1797
Mackay - Isaac - Whitsunday	70-74	671
Mackay - Isaac - Whitsunday	75+	409
Moreton Bay - North	15-19	5376
Moreton Bay - North	20-24	6280
Moreton Bay - North	25-29	6253
Moreton Bay - North	30-34	6345
Moreton Bay - North	35-39	6235
Moreton Bay - North	40-44	7285
Moreton Bay - North	45-49	7589
Moreton Bay - North	50-54	7174
Moreton Bay - North	55-59	6028
Moreton Bay - North	60-64	3984
Moreton Bay - North	65-69	1796
Moreton Bay - North	70-74	614
Moreton Bay - North	75+	283
Moreton Bay - South	15-19	4581
Moreton Bay - South	20-24	5296
Moreton Bay - South	25-29	4866
Moreton Bay - South	30-34	5210
Moreton Bay - South	35-39	5269
Moreton Bay - South	40-44	5857
Moreton Bay - South	45-49	5707
Moreton Bay - South	50-54	4839
Moreton Bay - South	55-59	4036
Moreton Bay - South	60-64	2630
Moreton Bay - South	65-69	1195
Moreton Bay - South	70-74	411
Moreton Bay - South	75+	134
Queensland - Outback	15-19	1708
Queensland - Outback	20-24	3151
Queensland - Outback	25-29	4249
Queensland - Outback	30-34	4189
Queensland - Outback	35-39	3705
Queensland - Outback	40-44	3927
Queensland - Outback	45-49	3922
Queensland - Outback	50-54	4101
Queensland - Outback	55-59	3619
Queensland - Outback	60-64	2370
Queensland - Outback	65-69	1067
Queensland - Outback	70-74	472
Queensland - Outback	75+	288
Sunshine Coast	15-19	9377
Sunshine Coast	20-24	10953
Sunshine Coast	25-29	10899
Sunshine Coast	30-34	11676
