SA4_CODE_2016,FTS_NNI_Mng,FTS_NNI_Pro,FTS_NNI_TecTW,FTS_NNI_CoPSW,FTS_NNI_ClAW,FTS_NNI_SWks,FTS_NNI_MaOpDv,FTS_NNI_Lab,FTS_NNI_IDNS,FTS_NNI_Tot,FTS_1_149_Mng,FTS_1_149_Pro,FTS_1_149_TecTW,FTS_1_149_CoPSW,FTS_1_149_ClAW,FTS_1_149_SWks,FTS_1_149_MaOpDv,FTS_1_149_Lab,FTS_1_149_IDNS,FTS_1_149_Tot,FTS_150_299_Mng,FTS_150_299_Pro,FTS_150_299_TecTW,FTS_150_299_CoPSW,FTS_150_299_ClAW,FTS_150_299_SWks,FTS_150_299_MaOpDv,FTS_150_299_Lab,FTS_150_299_IDNS,FTS_150_299_Tot,FTS_300_399_Mng,FTS_300_399_Pro,FTS_300_399_TecTW,FTS_300_399_CoPSW,FTS_300_399_ClAW,FTS_300_399_SWks,FTS_300_399_MaOpDv,FTS_300_399_Lab,FTS_300_399_IDNS,FTS_300_399_Tot,FTS_400_499_Mng,FTS_400_499_Pro,FTS_400_499_TecTW,FTS_400_499_CoPSW,FTS_400_499_ClAW,FTS_400_499_SWks,FTS_400_499_MaOpDv,FTS_400_499_Lab,FTS_400_499_IDNS,FTS_400_499_Tot,FTS_500_649_Mng,FTS_500_649_Pro,FTS_500_649_TecTW,FTS_500_649_CoPSW,FTS_500_649_ClAW,FTS_500_649_SWks,FTS_500_649_MaOpDv,FTS_500_649_Lab,FTS_500_649_IDNS,FTS_500_649_Tot,FTS_650_799_Mng,FTS_650_799_Pro,FTS_650_799_TecTW,FTS_650_799_CoPSW,FTS_650_799_ClAW,FTS_650_799_SWks,FTS_650_799_MaOpDv,FTS_650_799_Lab,FTS_650_799_IDNS,FTS_650_799_Tot,FTS_800_999_Mng,FTS_800_999_Pro,FTS_800_999_TecTW,FTS_800_999_CoPSW,FTS_800_999_ClAW,FTS_800_999_SWks,FTS_800_999_MaOpDv,FTS_800_999_Lab,FTS_800_999_IDNS,FTS_800_999_Tot,FTS_1000_1249_Mng,FTS_1000_1249_Pro,FTS_1000_1249_TecTW,FTS_1000_1249_CoPSW,FTS_1000_1249_ClAW,FTS_1000_1249_SWks,FTS_1000_1249_MaOpDv,FTS_1000_1249_Lab,FTS_1000_1249_IDNS,FTS_1000_1249_Tot,FTS_1250_1499_Mng,FTS_1250_1499_Pro,FTS_1250_1499_TecTW,FTS_1250_1499_CoPSW,FTS_1250_1499_ClAW,FTS_1250_1499_SWks,FTS_1250_1499_MaOpDv,FTS_1250_1499_Lab,FTS_1250_1499_IDNS,FTS_1250_1499_Tot,FTS_1500_1749_Mng,FTS_1500_1749_Pro,FTS_1500_1749_TecTW,FTS_1500_1749_CoPSW,FTS_1500_1749_ClAW,FTS_1500_1749_SWks,FTS_1500_1749_MaOpDv,FTS_1500_1749_Lab,FTS_1500_1749_IDNS,FTS_1500_1749_Tot,FTS_1750_1999_Mng,FTS_1750_1999_Pro,FTS_1750_1999_TecTW,FTS_1750_1999_CoPSW,FTS_1750_1999_ClAW,FTS_1750_1999_SWks,FTS_1750_1999_MaOpDv,FTS_1750_1999_Lab,FTS_1750_1999_IDNS,FTS_1750_1999_Tot,FTS_2000_2999_Mng,FTS_2000_2999_Pro,FTS_2000_2999_TecTW,FTS_2000_2999_CoPSW,FTS_2000_2999_ClAW,FTS_2000_2999_SWks,FTS_2000_2999_MaOpDv,FTS_2000_2999_Lab,FTS_2000_2999_IDNS,FTS_2000_2999_Tot,FTS_3000mo_Mng,FTS_3000mo_Pro,FTS_3000mo_TecTW,FTS_3000mo_CoPSW,FTS_3000mo_ClAW,FTS_3000mo_SWks,FTS_3000mo_MaOpDv,FTS_3000mo_Lab,FTS_3000mo_IDNS,FTS_3000mo_Tot,FTS_PINS_Mng,FTS_PINS_Pro,FTS_PINS_TecTW,FTS_PINS_CoPSW,FTS_PINS_ClAW,FTS_PINS_SWks,FTS_PINS_MaOpDv,FTS_PINS_Lab,FTS_PINS_IDNS,FTS_PINS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_IDNS,FTS_Tot_Tot,PTS_NNI_Mng,PTS_NNI_Pro,PTS_NNI_TecTW,PTS_NNI_CoPSW,PTS_NNI_ClAW,PTS_NNI_SWks,PTS_NNI_MaOpDv,PTS_NNI_Lab,PTS_NNI_IDNS,PTS_NNI_Tot,PTS_1_149_Mng,PTS_1_149_Pro,PTS_1_149_TecTW,PTS_1_149_CoPSW,PTS_1_149_ClAW,PTS_1_149_SWks,PTS_1_149_MaOpDv,PTS_1_149_Lab,PTS_1_149_IDNS,PTS_1_149_Tot,PTS_150_299_Mng,PTS_150_299_Pro,PTS_150_299_TecTW,PTS_150_299_CoPSW,PTS_150_299_ClAW,PTS_150_299_SWks,PTS_150_299_MaOpDv,PTS_150_299_Lab,PTS_150_299_IDNS,PTS_150_299_Tot,PTS_300_399_Mng,PTS_300_399_Pro,PTS_300_399_TecTW,PTS_300_399_CoPSW,PTS_300_399_ClAW,PTS_300_399_SWks,PTS_300_399_MaOpDv,PTS_300_399_Lab,PTS_300_399_IDNS,PTS_300_399_Tot
111,0,3,6,28,3,54,0,40,8,136,21,163,65,773,119,1895,83,1051,39,4205,22,119,57,518,90,811,59,350,13,2038,13,75,40,383,80,369,42,137,5,1150,16,67,52,266,57,248,31,75,3,816,16,43,47,214,50,168,18,42,3,604,13,45,39,106,31,49,3,16,0,304,7,26,15,40,26,13,3,15,0,144,7,11,7,13,4,6,0,4,0,64,0,3,0,4,0,0,0,0,0,13,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,5,3,31,10,60,0,20,9,149,124,571,327,2400,483,3676,233,1758,82,9650,0,0,0,0,0,0,0,0,0,4,0,8,7,33,6,69,8,37,3,166,3,12,24,71,10,96,8,45,0,275,9,24,95,94,16,73,4,42,8,360
112,3,0,3,12,8,39,3,25,9,105,19,17,34,329,47,1162,37,639,28,2321,6,15,16,131,28,359,17,146,12,733,3,4,15,75,19,104,4,31,0,253,6,9,14,75,16,61,8,33,0,219,12,11,23,76,16,43,0,9,0,197,5,5,11,30,10,18,0,3,0,87,4,3,5,8,3,3,0,3,0,28,0,4,0,3,3,3,0,0,0,15,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,18,3,38,0,21,17,104,53,74,130,760,152,1841,71,922,68,4072,0,0,0,0,3,0,0,0,0,3,0,3,5,13,4,26,0,10,0,70,0,4,25,29,8,49,3,35,3,151,0,3,61,35,12,27,0,20,3,158
113,5,0,5,17,0,34,3,28,3,93,8,26,27,248,18,930,19,309,16,1592,13,16,14,125,14,205,10,118,10,518,4,14,7,105,5,63,8,40,0,243,0,8,24,65,10,50,3,17,0,166,3,9,24,52,15,39,4,14,0,168,3,10,33,68,6,13,0,11,0,142,3,9,51,20,10,4,0,3,3,94,0,4,17,5,4,0,0,0,0,38,0,0,5,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,3,8,0,23,3,16,10,60,41,89,218,717,85,1354,44,548,42,3144,0,0,0,0,0,3,0,3,0,6,0,0,0,10,0,14,0,9,0,34,0,0,14,16,5,18,0,20,3,81,0,3,52,24,12,16,3,16,0,132
114,0,0,0,12,0,34,0,14,5,65,11,20,15,276,21,746,15,403,12,1515,0,11,7,106,15,192,6,78,0,431,4,3,12,43,5,70,4,30,0,164,6,0,18,47,10,35,0,7,0,128,3,12,12,34,6,17,0,12,0,103,0,3,5,15,3,8,0,5,0,48,0,0,0,10,3,0,0,0,0,18,0,0,3,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,30,0,12,7,63,31,60,74,565,65,1145,26,566,31,2550,0,0,0,3,0,0,0,0,0,4,0,3,8,3,0,19,0,8,0,40,0,0,8,30,7,21,4,23,5,97,3,9,35,29,3,19,0,19,0,116
115,0,10,4,21,6,41,0,27,17,125,21,178,60,677,114,1180,35,584,24,2877,13,100,44,394,111,670,32,221,8,1597,17,60,19,220,73,298,11,92,3,800,18,40,39,119,47,213,7,62,3,548,14,27,27,92,27,100,4,48,5,344,11,23,15,41,18,37,5,14,3,167,7,18,7,22,15,15,0,8,0,88,3,10,8,9,11,0,0,0,0,43,3,6,3,0,3,6,0,0,0,21,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,21,6,45,0,13,9,98,112,485,237,1609,428,2606,107,1062,82,6729,0,0,3,0,0,0,0,3,0,13,0,6,15,20,12,39,0,7,0,104,0,8,25,47,6,67,8,16,3,178,4,4,54,53,10,47,0,18,0,189
116,3,10,4,16,4,66,4,34,17,153,20,99,31,292,72,1354,39,589,29,2512,17,58,46,221,95,704,43,259,16,1457,12,28,37,112,55,283,50,96,14,680,10,21,27,105,37,156,24,70,7,466,16,34,30,82,18,76,34,48,4,336,10,11,20,37,19,39,16,19,0,185,13,14,14,17,9,16,6,6,0,102,3,12,7,8,8,0,9,0,3,47,0,3,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,7,3,11,4,37,3,20,11,100,112,290,210,904,331,2742,228,1148,100,6060,0,0,0,3,0,5,0,4,3,16,0,0,4,14,8,40,0,18,0,95,0,6,20,32,11,54,8,19,5,164,5,12,60,28,17,50,12,25,0,205
117,11,44,13,74,29,110,9,38,42,365,43,448,103,813,437,1458,70,460,120,3949,57,545,153,979,750,1500,104,458,104,4644,94,405,194,857,625,1153,111,492,76,3988,63,355,242,751,539,801,80,488,59,3369,83,387,180,516,488,613,67,261,40,2631,65,301,130,257,287,216,23,107,34,1418,58,154,71,128,205,100,13,51,13,803,25,121,35,51,107,35,3,22,12,416,3,55,10,16,42,6,0,5,3,148,11,26,4,0,10,8,0,5,0,66,3,10,0,0,4,0,0,0,0,23,3,6,0,5,8,7,0,0,0,28,0,4,0,9,7,4,0,0,0,32,0,35,16,49,28,72,7,25,69,297,511,2893,1144,4501,3570,6081,481,2408,580,22174,0,8,3,7,3,11,0,4,14,51,0,21,26,38,31,59,10,32,9,217,8,51,61,104,74,135,10,59,12,514,13,50,123,130,92,132,15,105,26,698
118,3,12,3,39,7,47,3,20,10,149,14,276,41,558,136,615,21,223,15,1882,17,213,42,536,147,427,23,133,20,1565,19,106,54,322,97,288,21,123,7,1034,18,81,59,222,55,247,10,111,5,814,25,86,49,197,57,164,13,63,9,656,12,48,11,95,28,67,4,18,3,298,16,27,16,37,11,25,0,11,0,141,7,18,10,18,9,10,0,3,0,83,0,8,0,9,3,0,0,0,0,20,3,3,0,0,3,0,0,3,0,16,0,3,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,4,27,3,20,0,7,14,88,123,893,294,2063,569,1923,99,712,87,6756,0,0,0,5,3,0,0,0,0,14,0,9,7,26,8,16,0,10,0,72,0,8,15,47,11,25,0,15,0,121,0,9,25,35,12,48,0,17,0,157
119,8,18,3,34,18,66,3,35,25,215,20,203,56,553,159,1417,31,602,36,3076,19,157,52,457,171,811,42,290,27,2034,19,86,44,238,152,423,46,159,23,1204,27,56,61,179,90,245,28,118,11,822,24,44,55,153,61,161,27,68,14,599,6,28,35,82,51,51,11,34,4,300,20,20,14,30,25,20,3,14,10,144,5,13,3,14,15,3,0,6,4,67,3,0,0,7,8,0,0,0,0,23,4,4,3,4,3,0,0,0,0,14,0,0,0,4,3,3,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,6,0,12,6,24,10,58,3,23,29,168,160,644,341,1781,765,3265,195,1341,181,8679,0,0,0,9,0,4,0,3,0,14,3,11,7,29,18,29,3,15,0,117,3,9,40,61,29,82,6,34,4,278,8,15,92,53,20,49,9,35,3,282
120,0,9,5,27,13,36,5,19,11,123,16,172,44,468,121,885,20,305,27,2054,8,163,46,388,138,626,25,137,19,1545,23,64,46,209,118,353,36,126,12,973,17,54,27,177,65,246,15,69,18,686,27,46,49,135,66,150,17,58,8,558,12,27,19,40,36,59,6,23,4,233,12,23,13,21,17,25,5,5,7,126,5,11,4,5,10,9,0,4,4,56,0,7,4,3,9,0,0,0,3,31,0,4,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,3,0,12,0,7,4,20,14,20,0,11,18,99,125,585,275,1507,602,2402,128,764,125,6505,0,0,3,3,3,3,0,0,0,9,0,0,4,24,3,34,3,4,0,68,0,6,16,52,11,58,0,13,0,166,9,9,50,43,12,37,0,15,4,182
121,7,19,6,82,18,65,3,26,18,245,32,419,76,1242,255,1634,62,633,35,4392,46,314,96,990,320,998,77,272,37,3153,31,176,68,583,207,540,44,212,26,1883,34,146,76,381,138,360,32,157,21,1349,36,100,78,266,115,200,7,91,15,912,22,65,46,115,59,90,6,28,8,434,23,52,17,49,45,33,9,9,8,247,20,31,12,20,22,13,0,3,0,119,5,14,6,12,3,5,0,0,0,47,0,4,0,9,3,3,0,3,0,19,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,3,0,11,0,0,0,3,3,0,3,0,0,13,5,11,8,46,15,43,5,12,25,168,258,1358,483,3801,1202,3995,255,1445,204,12999,3,3,3,4,3,0,0,3,3,23,0,19,8,49,18,32,3,19,0,145,9,19,24,100,20,80,3,26,7,291,5,26,64,87,35,79,12,34,9,347
